"﻿变量名",type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,jumpTo,languages
2071,2,15,1513,15,13,,20,{rmb=30;13=10},,3,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 15 Rock-type Pokémons,岩石系精靈收集15個,Collect 15 Rock-type Pokémons,Thu thập 15 Pokémon Hệ Đá,바위 타입 포켓몬 15개 수집,handbook,
2072,2,15,1513,20,13,,20,{rmb=30;13=10},,4,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 20 Rock-type Pokémons,岩石系精靈收集20個,Collect 20 Rock-type Pokémons,Thu thập 20 Pokémon Hệ Đá,바위 타입 포켓몬 20개 수집,handbook,
2073,2,15,1513,30,13,,30,{rmb=30;13=10},,5,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 30 Rock-type Pokémons,岩石系精靈收集30個,Collect 30 Rock-type Pokémons,Thu thập 30 Pokémon Hệ Đá,바위 타입 포켓몬 30개 수집,handbook,
2074,2,15,1514,5,14,,10,{rmb=30;13=10},,1,Ghost-type Collector,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Collect 5 Ghost-type Pokémons,幽靈系精靈收集5個,Collect 5 Ghost-type Pokémons,Thu thập 5 Pokémon Hệ Ma,고스트 타입 포켓몬 5개 수집,handbook,
2075,2,15,1514,10,14,,15,{rmb=30;13=10},,2,Ghost-type Collector,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Collect 10 Ghost-type Pokémons,幽靈系精靈收集10個,Collect 10 Ghost-type Pokémons,Thu thập 10 Pokémon Hệ Ma,고스트 타입 포켓몬 10개 수집,handbook,
2076,2,15,1514,15,14,,20,{rmb=30;13=10},,3,Ghost-type Collector,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Collect 15 Ghost-type Pokémons,幽靈系精靈收集15個,Collect 15 Ghost-type Pokémons,Thu thập 15 Pokémon Hệ Ma,고스트 타입 포켓몬 15개 수집,handbook,
2077,2,15,1514,20,14,,20,{rmb=30;13=10},,4,Ghost-type Collector,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Collect 20 Ghost-type Pokémons,幽靈系精靈收集20個,Collect 20 Ghost-type Pokémons,Thu thập 20 Pokémon Hệ Ma,고스트 타입 포켓몬 20개 수집,handbook,
2078,2,15,1514,30,14,,30,{rmb=30;13=10},,5,Ghost-type Collector,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Collect 30 Ghost-type Pokémons,幽靈系精靈收集30個,Collect 30 Ghost-type Pokémons,Thu thập 30 Pokémon Hệ Ma,고스트 타입 포켓몬 30개 수집,handbook,
2079,2,15,1515,5,15,,10,{rmb=30;13=10},,1,Dragon-type Collector,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Collect 5 Dragon-type Pokémons,龍系精靈收集5個,Collect 5 Dragon-type Pokémons,Thu thập 5 Pokémon Hệ Rồng,드래곤 타입 포켓몬 5개 수집,handbook,
2080,2,15,1515,10,15,,15,{rmb=30;13=10},,2,Dragon-type Collector,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Collect 10 Dragon-type Pokémons,龍系精靈收集10個,Collect 10 Dragon-type Pokémons,Thu thập 10 Pokémon Hệ Rồng,드래곤 타입 포켓몬 10개 수집,handbook,
2081,2,15,1515,15,15,,20,{rmb=30;13=10},,3,Dragon-type Collector,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Collect 15 Dragon-type Pokémons,龍系精靈收集15個,Collect 15 Dragon-type Pokémons,Thu thập 15 Pokémon Hệ Rồng,드래곤 타입 포켓몬 15개 수집,handbook,
2082,2,15,1515,20,15,,20,{rmb=30;13=10},,4,Dragon-type Collector,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Collect 20 Dragon-type Pokémons,龍系精靈收集20個,Collect 20 Dragon-type Pokémons,Thu thập 20 Pokémon Hệ Rồng,드래곤 타입 포켓몬 20개 수집,handbook,
2083,2,15,1515,30,15,,30,{rmb=30;13=10},,5,Dragon-type Collector,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Collect 30 Dragon-type Pokémons,龍系精靈收集30個,Collect 30 Dragon-type Pokémons,Thu thập 30 Pokémon Hệ Rồng,드래곤 타입 포켓몬 30개 수집,handbook,
2084,2,15,1516,5,16,,10,{rmb=30;13=10},,1,Dark-type Collector,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Collect 5 Dark-type Pokémons,惡系精靈收集5個,Collect 5 Dark-type Pokémons,Thu thập 5 Pokémon Hệ Tối,악 타입 포켓몬 5개 수집,handbook,
2085,2,15,1516,10,16,,15,{rmb=30;13=10},,2,Dark-type Collector,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Collect 10 Dark-type Pokémons,惡系精靈收集10個,Collect 10 Dark-type Pokémons,Thu thập 10 Pokémon Hệ Tối,악 타입 포켓몬 10개 수집,handbook,
2086,2,15,1516,15,16,,20,{rmb=30;13=10},,3,Dark-type Collector,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Collect 15 Dark-type Pokémons,惡系精靈收集15個,Collect 15 Dark-type Pokémons,Thu thập 15 Pokémon Hệ Tối,악 타입 포켓몬 15개 수집,handbook,
2087,2,15,1516,20,16,,20,{rmb=30;13=10},,4,Dark-type Collector,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Collect 20 Dark-type Pokémons,惡系精靈收集20個,Collect 20 Dark-type Pokémons,Thu thập 20 Pokémon Hệ Tối,악 타입 포켓몬 20개 수집,handbook,
2088,2,15,1516,30,16,,30,{rmb=30;13=10},,5,Dark-type Collector,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Collect 30 Dark-type Pokémons,惡系精靈收集30個,Collect 30 Dark-type Pokémons,Thu thập 30 Pokémon Hệ Tối,악 타입 포켓몬 30개 수집,handbook,
2089,2,15,1517,5,17,,10,{rmb=30;13=10},,1,Steel-type Collector,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Collect 5 Steel-type Pokémons,鋼系精靈收集5個,Collect 5 Steel-type Pokémons,Thu thập 5 Pokémon Hệ Thép,강철 타입 포켓몬 5개 수집,handbook,
2090,2,15,1517,10,17,,15,{rmb=30;13=10},,2,Steel-type Collector,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Collect 10 Steel-type Pokémons,鋼系精靈收集10個,Collect 10 Steel-type Pokémons,Thu thập 10 Pokémon Hệ Thép,강철 타입 포켓몬 10개 수집,handbook,
2091,2,15,1517,15,17,,20,{rmb=30;13=10},,3,Steel-type Collector,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Collect 15 Steel-type Pokémons,鋼系精靈收集15個,Collect 15 Steel-type Pokémons,Thu thập 15 Pokémon Hệ Thép,강철 타입 포켓몬 15개 수집,handbook,
2092,2,15,1517,20,17,,20,{rmb=30;13=10},,4,Steel-type Collector,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Collect 20 Steel-type Pokémons,鋼系精靈收集20個,Collect 20 Steel-type Pokémons,Thu thập 20 Pokémon Hệ Thép,강철 타입 포켓몬 20개 수집,handbook,
2093,2,15,1517,30,17,,30,{rmb=30;13=10},,5,Steel-type Collector,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Collect 30 Steel-type Pokémons,鋼系精靈收集30個,Collect 30 Steel-type Pokémons,Thu thập 30 Pokémon Hệ Thép,강철 타입 포켓몬 30개 수집,handbook,
2094,2,15,1518,5,18,,10,{rmb=30;13=10},,1,Fairy-type Collector,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Collect 5 Fairy-type Pokémons,妖精系精靈收集5個,Collect 5 Fairy-type Pokémons,Thu thập 5 Pokémon Hệ Tiên,페어리 타입 포켓몬 5개 수집,handbook,
2095,2,15,1518,10,18,,15,{rmb=30;13=10},,2,Fairy-type Collector,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Collect 10 Fairy-type Pokémons,妖精系精靈收集10個,Collect 10 Fairy-type Pokémons,Thu thập 10 Pokémon Hệ Tiên,페어리 타입 포켓몬 10개 수집,handbook,
2096,2,15,1518,15,18,,20,{rmb=30;13=10},,3,Fairy-type Collector,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Collect 15 Fairy-type Pokémons,妖精系精靈收集15個,Collect 15 Fairy-type Pokémons,Thu thập 15 Pokémon Hệ Tiên,페어리 타입 포켓몬 15개 수집,handbook,
2097,2,15,1518,20,18,,20,{rmb=30;13=10},,4,Fairy-type Collector,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Collect 20 Fairy-type Pokémons,妖精系精靈收集20個,Collect 20 Fairy-type Pokémons,Thu thập 20 Pokémon Hệ Tiên,페어리 타입 포켓몬 20개 수집,handbook,
2098,2,15,1518,30,18,,30,{rmb=30;13=10},,5,Fairy-type Collector,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Collect 30 Fairy-type Pokémons,妖精系精靈收集30個,Collect 30 Fairy-type Pokémons,Thu thập 30 Pokémon Hệ Tiên,페어리 타입 포켓몬 30개 수집,handbook,
2099,2,14,14,350,,,50,{rmb=50;13=20},,9,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,350 activation Pokémons,圖鑒啟動精靈350個,350 activation Pokémons,350 thuật sĩ kích hoạt,도감에 포켓몬 350개 활성화,handbook,
2100,2,14,14,400,,,50,{rmb=50;13=20},,10,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,400 activation Pokémons,圖鑒啟動精靈400個,400 activation Pokémons,400 thuật sĩ kích hoạt,도감에 포켓몬 400개 활성화,handbook,
2101,2,14,14,450,,,50,{rmb=100;14=10},FALSE,11,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,450 activation Pokémons,圖鑒啟動精靈450個,450 activation Pokémons,450 thuật sĩ kích hoạt,도감에 포켓몬 450개 활성화,handbook,
2102,2,14,14,500,,,50,{rmb=150;14=15},FALSE,12,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,500 activation Pokémons,圖鑒啟動精靈500個,500 activation Pokémons,500 thuật sĩ kích hoạt,도감에 포켓몬 500개 활성화,handbook,
2103,2,14,14,550,,,50,{rmb=200;14=20},FALSE,13,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,550 activation Pokémons,圖鑒啟動精靈550個,550 activation Pokémons,550 thuật sĩ kích hoạt,도감에 포켓몬 550개 활성화,handbook,
2104,2,14,14,600,,,50,{rmb=300;14=30},FALSE,14,Complete all Pokédex entries!,點亮全圖鑒！,Complete all Pokédex entries!,Thắp Sáng Toàn Bộ Pokédex,도감 완성!,600 activation Pokémons,圖鑒啟動精靈600個,600 activation Pokémons,600 thuật sĩ kích hoạt,도감에 포켓몬 600개 활성화,handbook,
2105,2,15,1501,40,1,,30,{rmb=30;14=5},FALSE,6,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 40 general Pokémon,一般系精靈收集40個,Collect 40 general Pokémon,Thu thập 40 yêu tinh chung,노말 포켓몬 40개 수집,handbook,
2106,2,15,1501,60,1,,30,{rmb=50;14=5},FALSE,7,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 60 general Pokémon,一般系精靈收集60個,Collect 60 general Pokémon,Thu thập 60 yêu tinh chung,노말 포켓몬 60개 수집,handbook,
2107,2,15,1501,80,1,,30,{rmb=50;14=5},FALSE,8,Normal-type Collector,一般系收藏家,Normal-type Collector,Collector Hệ Thường,노말 수집가,Collect 80 general Pokémon,一般系精靈收集80個,Collect 80 general Pokémon,Thu thập 80 yêu tinh chung,노말 포켓몬 80개 수집,handbook,
2108,2,15,1502,40,2,,30,{rmb=30;14=5},FALSE,6,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 40 fire Pokémon,火系精靈收集40個,Collect 40 fire Pokémon,Thu thập 40 yêu tinh lửa,불꽃 타입 포켓몬 40개 수집,handbook,
2109,2,15,1502,60,2,,30,{rmb=50;14=5},FALSE,7,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 60 Fire Pokémon,火系精靈收集60個,Collect 60 Fire Pokémon,Thu thập 60 yêu tinh lửa,불꽃 타입 포켓몬 60개 수집,handbook,
2110,2,15,1502,80,2,,30,{rmb=50;14=5},FALSE,8,Fire-type Collector,火系收藏家,Fire-type Collector,Collector Hệ Lửa,불꽃 타입 수집가,Collect 80 fire Pokémon,火系精靈收集80個,Collect 80 fire Pokémon,Thu thập 80 yêu tinh lửa,불꽃 타입 포켓몬 80개 수집,handbook,
2111,2,15,1503,40,3,,30,{rmb=30;14=5},FALSE,6,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 40 water spirits,水系精靈收集40個,Collect 40 water spirits,Thu thập 40 linh hồn nước,물 타입 포켓몬 40개 수집,handbook,
2112,2,15,1503,60,3,,30,{rmb=50;14=5},FALSE,7,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 60 water Pokémon,水系精靈收集60個,Collect 60 water Pokémon,Thu thập 60 linh hồn nước,물 타입 포켓몬 60개 수집,handbook,
2113,2,15,1503,80,3,,30,{rmb=50;14=5},FALSE,8,Water-type Collector,水系收藏家,Water-type Collector,Collector Hệ Nước,물 타입 수집가,Collect 80 water spirits,水系精靈收集80個,Collect 80 water spirits,Thu thập 80 linh hồn nước,물 타입 포켓몬 80개 수집,handbook,
2114,2,15,1504,40,4,,30,{rmb=30;14=5},FALSE,6,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 40 Grass Pokémon,草系精靈收集40個,Collect 40 Grass Pokémon,Thu thập 40 yêu tinh cỏ,물 타입 포켓몬 40개 수집,handbook,
2115,2,15,1504,60,4,,30,{rmb=50;14=5},FALSE,7,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 60 Grass Pokémon,草系精靈收集60個,Collect 60 Grass Pokémon,Thu thập 60 Grass Elves,물 타입 포켓몬 60개 수집,handbook,
2116,2,15,1504,80,4,,30,{rmb=50;14=5},FALSE,8,Grass-type Collector,草系收藏家,Grass-type Collector,Collector Hệ Cỏ,풀 타입 수집가,Collect 80 Grass Pokémon,草系精靈收集80個,Collect 80 Grass Pokémon,Thu thập 80 yêu tinh cỏ,풀 타입 포켓몬 80개 수집,handbook,
2117,2,15,1505,40,5,,30,{rmb=30;14=5},FALSE,6,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 40 electric Pokémon,電系精靈收集40個,Collect 40 electric Pokémon,Thu thập 40 yêu tinh điện,전기 타입 포켓몬 40개 수집,handbook,
2118,2,15,1505,60,5,,30,{rmb=50;14=5},FALSE,7,Electric-type Collector,電系收藏家,Electric-type Collector,Collector Hệ Điện,전기 타입 수집가,Collect 60 electric Pokémon,電系精靈收集60個,Collect 60 electric Pokémon,Thu thập 60 yêu tinh điện,전기 타입 포켓몬 60개 수집,handbook,
2119,2,15,1506,40,6,,30,{rmb=30;14=5},FALSE,6,Ice-type Collector,冰系收藏家,Ice-type Collector,Collector Hệ Băng,얼음 타입 수집가,Collect 40 ice Pokémon,冰系精靈收集40個,Collect 40 ice Pokémon,Thu thập 40 yêu tinh băng,얼음 타입 포켓몬 40개 수집,handbook,
2120,2,15,1507,40,7,,30,{rmb=30;14=5},FALSE,6,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collection of 40 fighting spirits,格鬥系精靈收集40個,Collection of 40 fighting spirits,Bộ sưu tập 40 tinh thần chiến đấu,격두 타입 포켓몬 40개 수집,handbook,
2121,2,15,1507,50,7,,30,{rmb=50;14=5},FALSE,7,Fighting-type Collector,格鬥系收藏家,Fighting-type Collector,Collector Hệ Đấu,격투 타입 수집가,Collect 50 fighting Pokémon,格鬥系精靈收集50個,Collect 50 fighting Pokémon,Thu thập 50 yêu tinh chiến đấu,격두 타입 포켓몬 50개 수집,handbook,
2122,2,15,1508,40,8,,30,{rmb=30;14=5},FALSE,6,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 40 poison Pokémon,毒系精靈收集40個,Collect 40 poison Pokémon,Thu thập 40 yêu tinh độc,독 타입 포켓몬 40개 수집,handbook,
2123,2,15,1508,60,8,,30,{rmb=50;14=5},FALSE,7,Poison-type Collector,毒系收藏家,Poison-type Collector,Collector Hệ Độc,독 타입 수집가,Collect 60 poison Pokémon,毒系精靈收集60個,Collect 60 poison Pokémon,Thu thập 60 yêu tinh độc,독 타입 포켓몬 60개 수집,handbook,
2124,2,15,1509,40,9,,30,{rmb=30;14=5},FALSE,6,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 40 ground Pokémon,地面系精靈收集40個,Collect 40 ground Pokémon,Thu thập 40 yêu tinh mặt đất,땅 타입 포켓몬 40개 수집,handbook,
2125,2,15,1509,60,9,,30,{rmb=50;14=5},FALSE,7,Ground-type Collector,地面系收藏家,Ground-type Collector,Collector Hệ Đất,땅 타입 수집가,Collect 60 ground Pokémon,地面系精靈收集60個,Collect 60 ground Pokémon,Thu thập 60 yêu tinh mặt đất,땅 타입 포켓몬 60개 수집,handbook,
2126,2,15,1510,40,10,,30,{rmb=30;14=5},FALSE,6,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collect 40 flying Pokémon,飛行系精靈收集40個,Collect 40 flying Pokémon,Thu thập 40 yêu tinh bay,비행 타입 포켓몬 40개 수집,handbook,
2127,2,15,1510,60,10,,30,{rmb=50;14=5},FALSE,7,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collection of 60 flying Pokémon,飛行系精靈收集60個,Collection of 60 flying Pokémon,Bộ sưu tập 60 yêu tinh bay,비행 타입 포켓몬 60개 수집,handbook,
2128,2,15,1510,80,10,,30,{rmb=50;14=5},FALSE,8,Flying-type Collector,飛行系收藏家,Flying-type Collector,Collector Hệ Bay,비행 타입 수집가,Collection of 80 flying Pokémon,飛行系精靈收集80個,Collection of 80 flying Pokémon,Thu thập 80 yêu tinh bay,비행 타입 포켓몬 80개 수집,handbook,
2129,2,15,1511,40,11,,30,{rmb=30;14=5},FALSE,6,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 40 super Pokémon,超能系精靈收集40個,Collect 40 super Pokémon,Thu thập 40 siêu yêu tinh,에스퍼 타입 포켓몬 40개 수집,handbook,
2130,2,15,1511,60,11,,30,{rmb=50;14=5},FALSE,7,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 60 super Pokémon,超能系精靈收集60個,Collect 60 super Pokémon,Thu thập 60 siêu yêu tinh,에스퍼 타입 포켓몬 60개 수집,handbook,
2131,2,15,1511,80,11,,30,{rmb=50;14=5},FALSE,8,Psychic-type Collector,超能系收藏家,Psychic-type Collector,Collector Hệ Siêu,에스퍼 타입 수집가,Collect 80 super Pokémon,超能系精靈收集80個,Collect 80 super Pokémon,Thu thập 80 siêu yêu tinh,에스퍼 타입 포켓몬 80개 수집,handbook,
2132,2,15,1512,40,12,,30,{rmb=30;14=5},FALSE,6,Bug-type Collector,蟲系收藏家,Bug-type Collector,Collector Hệ Bọ,벌레 타입 수집가,Collect 40 bugs,蟲系精靈收集40個,Collect 40 bugs,Thu thập 40 lỗi,벌레 타입 포켓몬 40개 수집,handbook,
2133,2,15,1513,40,13,,30,{rmb=30;14=5},FALSE,6,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 40 Rock Pokémon,岩石系精靈收集40個,Collect 40 Rock Pokémon,Thu thập 40 Rock Elves,바위 타입 포켓몬 40개 수집,handbook,
2134,2,15,1513,60,13,,30,{rmb=50;14=5},FALSE,7,Stone-type Collector,岩石系收藏家,Stone-type Collector,Collector Hệ Đá,바위 타입 수집가,Collect 60 Rock Pokémon,岩石系精靈收集60個,Collect 60 Rock Pokémon,Thu thập 60 Rock Elves,바위 타입 포켓몬 60개 수집,handbook,
2135,2,15,1514,50,14,,30,{rmb=50;14=5},FALSE,6,Ghost-type Collector,幽靈系收藏家,Ghost-type Collector,Collector Hệ Ma,고스트 타입 수집가,Collect 50 ghost Pokémon,幽靈系精靈收集50個,Collect 50 ghost Pokémon,Thu thập 50 yêu tinh ma,고스트 타입 포켓몬 50개 수집,handbook,
2136,2,15,1515,50,15,,30,{rmb=50;14=5},FALSE,6,Dragon-type Collector,龍系收藏家,Dragon-type Collector,Collector Hệ Rồng,드래곤 타입 수집가,Collect 50 dragon Pokémon,龍系精靈收集50個,Collect 50 dragon Pokémon,Thu thập 50 yêu tinh rồng,드래곤 타입 포켓몬 50개 수집,handbook,
2137,2,15,1516,50,16,,30,{rmb=50;14=5},FALSE,6,Dark-type Collector,惡系收藏家,Dark-type Collector,Collector Hệ Tối,악 타입 수집가,Collect 50 evil spirits,惡系精靈收集50個,Collect 50 evil spirits,Thu thập 50 linh hồn ác quỷ,악  타입 포켓몬 50개 수집,handbook,
2138,2,15,1517,50,17,,30,{rmb=50;14=5},FALSE,6,Steel-type Collector,鋼系收藏家,Steel-type Collector,Collector Hệ Thép,강철 타입 수집가,Collect 50 Steel Pokémon,鋼系精靈收集50個,Collect 50 Steel Pokémon,Thu thập 50 Yêu tinh thép,강철 타입 포켓몬 50개 수집,handbook,
2139,2,15,1518,50,18,,30,{rmb=50;14=5},FALSE,6,Fairy-type Collector,妖精系收藏家,Fairy-type Collector,Collector Hệ Tiên,페어리 타입 수집가,Collect 50 fairy Pokémon,妖精系精靈收集50個,Collect 50 fairy Pokémon,Thu thập 50 yêu tinh cổ tích,페어리 타입 포켓몬 50개 수집,handbook,
,,,,,,,,,,,,,,,,,,,,,,
3001,3,16,16,6,30,,20,{rmb=30;5000=20},,1,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 6 for any 30 Pokémons,任意6個精靈達到30級,Attain level 6 for any 30 Pokémons,6 Pokémon bất kỳ đạt LV30,임의 6개 포켓몬 30레벨 달성,strengthen-1,
3002,3,16,16,10,30,,30,{rmb=30;5000=25},,2,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 10 for any 30 Pokémons,任意10個精靈達到30級,Attain level 10 for any 30 Pokémons,10 Pokémon bất kỳ đạt LV30,임의 10개 포켓몬 30레벨 달성,strengthen-1,
3003,3,16,16,6,50,,20,{rmb=30;5000=30},,3,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 6 for any 50 Pokémons,任意6個精靈達到50級,Attain level 6 for any 50 Pokémons,6 Pokémon bất kỳ đạt LV50,임의 6개 포켓몬 50레벨 달성,strengthen-1,
3004,3,16,16,10,50,,30,{rmb=30;5000=30},,4,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 10 for any 50 Pokémons,任意10個精靈達到50級,Attain level 10 for any 50 Pokémons,10 Pokémon bất kỳ đạt LV50,임의 10개 포켓몬 50레벨 달성,strengthen-1,
3005,3,16,16,6,65,,30,{rmb=50;5000=35},,5,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 6 for any 65 Pokémons,任意6個精靈達到65級,Attain level 6 for any 65 Pokémons,6 Pokémon bất kỳ đạt LV65,임의 6개 포켓몬 65레벨 달성,strengthen-1,
3006,3,16,16,10,65,,50,{rmb=50;5000=35},,6,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 10 for any 65 Pokémons,任意10個精靈達到65級,Attain level 10 for any 65 Pokémons,10 Pokémon bất kỳ đạt LV65,임의 10개 포켓몬 65레벨 달성,strengthen-1,
3007,3,16,16,6,80,,30,{rmb=50;5000=40},,7,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 6 for any 80 Pokémons,任意6個精靈達到80級,Attain level 6 for any 80 Pokémons,6 Pokémon bất kỳ đạt LV80,임의 6개 포켓몬 80레벨 달성,strengthen-1,
3008,3,16,16,10,80,,50,{rmb=50;5000=50},,8,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 10 for any 80 Pokémons,任意10個精靈達到80級,Attain level 10 for any 80 Pokémons,10 Pokémon bất kỳ đạt LV80,임의 10개 포켓몬 80레벨 달성,strengthen-1,
3009,3,16,16,6,100,,30,{rmb=100;5000=50},,9,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 6 for any 100 Pokémons,任意6個精靈達到100級,Attain level 6 for any 100 Pokémons,6 Pokémon bất kỳ đạt LV100,임의 6개 포켓몬 100레벨 달성,strengthen-1,
3010,3,16,16,10,100,,50,{rmb=100;5000=50},,10,Pokémon level,精靈等級,Pokémon level,Cấp Bậc Pokémon,포켓몬 레벨,Attain level 10 for any 100 Pokémons,任意10個精靈達到100級,Attain level 10 for any 100 Pokémons,10 Pokémon bất kỳ đạt LV100,임의 6개 포켓몬 100레벨 달성,strengthen-1,
3011,3,17,17,6,5,,10,{rmb=20;5000=10},,1,Pokémon Breakthrough,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Any 6 Pokémons reach Rare grade,任意6個精靈達到藍色品質,Any 6 Pokémons reach Rare grade,6 Pokémon bất kỳ đạt Lam,임의 6개 포켓몬 파란색 등급 달성,strengthen-1,
3012,3,17,17,10,5,,10,{rmb=20;5000=20},,2,Pokémon Breakthrough,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Any 10 Pokémons reach Rare grade,任意10個精靈達到藍色品質,Any 10 Pokémons reach Rare grade,10 Pokémon bất kỳ đạt Lam,임의 10개 포켓몬 파란색 등급 달성,strengthen-1,
3013,3,17,17,6,9,,15,{rmb=30;5000=15},,3,Pokémon Breakthrough,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Any 6 Pokémons reach Epic,任意6個精靈達到紫色品質,Any 6 Pokémons reach Epic,6 Pokémon bất kỳ đạt Tím,임의 6개 포켓몬 보라색 등급 달성,strengthen-1,
