"﻿变量名",_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_tw,weatherDesc_en,weatherDesc_vn,weatherDesc_kr,palce,palce_tw,palce_en,palce_vn,palce_kr,placeDesc,placeDesc_tw,placeDesc_en,placeDesc_vn,placeDesc_kr,specialEff,specialEffDesc,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_vn,specialEffDesc_kr
80426,,,5,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80431,four dragons,,5,44,1,3,,,2,42,,4,,,,,,,,,,,,,,,,<<<15>;1;0;8%>;<<15>;22;0;1000>>,,,,,
80432,Electric lineup,,5,44,1,1,,,,42,,1,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다)",,,,,,,,,,,<<<5>;1;0;8%>;<<5>;5;0;1000>>,,,,,
80433,Pikachu electric lineup,,5,44,1,1,,,,42,,8,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다)",,,,,,,,,,,<<<5>;1;0;8%>;<<5>;5;0;10000>>,,,,,
80434,,,5,44,0,,,,,42,,,,,,,,,,,,,,,,,,,,,,,
80435,,,5,44,0,,,,,42,,,,,,,,,,,,,,,,,,,,,,,
80436,,,5,44,0,,,,,42,,,,,,,,,,,,,,,,,,,,,,,
80441,Dragon lineup,,5,45,1,1,,,,43,42,3,,,,,,,,,,,,,,,,<<<15>;1;0;10%>;<<15>;26;0;1000>>,,,,,
80442,6 Magneto,,5,45,1,1,,,,43,42,1,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다)",,,,,,,,,,,<<<5>;1;0;10%>;<<5>;5;0;1000>>,,,,,
80443,,,5,45,0,1,,,,43,42,,,,,,,,,,,,,,,,,,,,,,
80444,skin god,,5,45,1,1,,,,43,42,10,"#L10#Eternal Thunderstorm Weather#L0#\n[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",#L10#永久雷雨天氣#L0#\n【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"#L10#Eternal Thunderstorm Weather#L0#\n[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )",404,"#L10#영구 뇌우#L0#\n[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다 )",,,,,,,,,,,,"Hats are not for cuteness, but our bond\n#F20# \n#F40##C0xFFDEAD# Tips: In fact, hats are the source of my strength.",帽子不是為了賣萌，是我們的羈絆\n#F20# \n#F40##C0xFFDEAD#小提示：其實帽子就是我力量的源泉,"Hats are not for cuteness, but our bond\n#F20# \n#F40##C0xFFDEAD# Tips: In fact, hats are the source of my strength.",,
80445,,,5,45,0,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,
80446,,,5,45,0,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,
80451,Master of Dragon Electric,TRUE,5,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80501,Evil department send points,,6,51,1,1,,,,,,4,,,,,,,,,,,,,,,,<<<16>;1;0;5%>;<<16>;26;0;1000>>,,,,,
80502,Ghost points,,6,51,1,1,,,,,,2,,,,,,,,,,,,,,,,<<<14>;1;0;5%>;<<14>;26;0;1000>>,,,,,
80503,Goblin Mixed Bonus Points,,6,51,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<16;14>;1;0;5%>;<<16;14>;17;0;500>>,,,,,
80504,,,6,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80505,,,6,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80506,,,6,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80511,Alternate Day and Night - Immune to Special Attack,,6,52,1,1,,,,,,1,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#Sp. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)",【日夜交替】（單回合白天，雙回合黑夜）\n【白天】（無特殊效果）\n【黑夜】（非幽靈系、惡系精靈傷害降低，幽靈系精靈免疫#C0x3D8A99#特攻傷害#C0x5B545B#，惡系精靈必殺抗性大幅提升）,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#Sp. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)",404,"[밤낮 교체] (홀수 턴은 낮이며 짝수 턴은 밤이다) \n[낮] (특수 효과 없음) \n[밤] (고스트 타입과 악 타입 아닌 포켓몬 피해 감소, 고스트 타입 포켓몬#C0x3D8A99#특수 공격 피해#C0x5B545B#에 면역,  악 타입 포켓몬 필살기 저항 대푹 증가)",,,,,,,,,,,<<<14>;1;0;6%>;<<14>;95;0;1000>>,,,,,
80512,Alternate day and night - immune to physical attack,,6,52,1,1,,,,,,3,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#P. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)",【日夜交替】（雙回合白天，單回合黑夜）\n【白天】（無特殊效果）\n【黑夜】（非幽靈系、惡系精靈傷害降低，幽靈系精靈免疫#C0xF13B54#物攻傷害#C0x5B545B#，惡系精靈必殺抗性大幅提升）,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#P. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)",404,"[밤낮 교체] (짝수 턴은 낮이며 홀수 턴은 밤이다) \n[낮] (특수 효과 없음) \n[밤] (고스트 타입과 악 타입 아닌 포켓몬 피해 감소, 고스트 타입 포켓몬#C0xF13B54#물리 공격 피해 #C0x5B545B#에 면역,  악 타입 포켓몬 필살기 저항 대푹 증가)",,,,,,,,,,,<<<14>;1;0;6%>;<<14>;95;0;1000>>,,,,,
80513,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80514,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80515,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80516,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80521,6 Zoroark,,6,53,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<16>;1;0;7%>;<<16>;13;0;10%>>,,,,,
80522,monster + doll,,6,53,1,1,,,,,,4,,,,,,,,,,,,,,,,<<<14>;1;0;7%>;<<14>;13;0;10%>>,,,,,
80523,,,6,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80524,mirror image,,6,53,1,1,,,,,,7,,,,,,,,,,,,,,,,<<<16>;1;0;7%>;<<16>;13;0;10%>>,The biggest enemy is yourself!,最大的敵人就是自己！,The biggest enemy is yourself!,404,최대의 적은 자신이다!
80525,,,6,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80526,,,6,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80531,Evil lineup,,6,54,1,1,,,,52,,1,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to Sp. DMG, Dark type Pokémon ultimate skill resistance raise greatly)",【日夜交替】（單回合白天，雙回合黑夜）\n【白天】（無特殊效果）\n【黑夜】（非幽靈系、惡系精靈傷害降低，幽靈系精靈免疫特攻傷害，惡系精靈必殺抗性大幅提升）,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to Sp. DMG, Dark type Pokémon ultimate skill resistance raise greatly)",404,"[밤낮 교체] (홀수 턴은 낮이며 짝수 턴은 밤이다) \n[낮] (특수 효과 없음) \n[밤] (고스트 타입과 악 타입 아닌 포켓몬 피해 감소, 고스트 타입 포켓몬 특수 공격 피해에 면역,  악 타입 포켓몬 필살기 저항 대푹 증가)",,,,,,,,,,,<<<16>;1;0;8%>;<<16>;14;0;500>>,,,,,
80532,Ghost lineup,,6,54,1,1,,,,52,,3,,,,,,,,,,,,,,,,<<<14>;1;0;8%>;<<14>;26;0;500>>,,,,,
80533,Gengar family,,6,54,1,1,,,,52,,8,,,,,,,,,,,,,,,,<<<14>;1;0;8%>>,,\n兵之形，避實而擊虛\n#C0xFFDEAD#釋義：打那只不同的,,404,\n적의 주력을 피하고 약한 곳을 골라서 치다\n#C0xFFDEAD#해석: 남과 다른 그 것를 치다
80534,,,6,54,0,,,,,52,,,,,,,,,,,,,,,,,,,,,,,
80535,,,6,54,0,,,,,52,,,,,,,,,,,,,,,,,,,,,,,
80536,,,6,54,0,,,,,52,,,,,,,,,,,,,,,,,,,,,,,
80541,True Nightmare Copy,,6,55,1,3,,4,3,53,52,1,,,,,,Nightmare Terrain:,噩夢場地：,Nightmare Terrain:,404,"악몽 그라운드: ","Darkrai attack, P.&Sp.DEF, control rate, and control resist rate have been greatly increased.\nSleeping or nightmare Pokémon can not be awakened by attack",達克萊伊特攻、雙防、控制率、免控率大幅提升\n睡眠或夢魘的精靈受到攻擊時無法被打醒,"Darkrai attack, P.&Sp.DEF, control rate, and control resist rate have been greatly increased.\nSleeping or nightmare Pokémon can not be awakened by attack",404,"다크라이가 특수 공격, 물리&특수 방어력, 제어율, 면역률 대푹 증가\n수면 또는 나이트메어 상태인 포켓몬이 공격 받을 시 깨어날 수 없다",,"True Nightmare Dungeon\nLimited to use 4 Pokémon.\nFor each attack Darkrai will reduce 9.99% of its HP limit, Darkrai HP limit reduces to 1 most.",真·噩夢副本\n我方一隊限制上陣4只精靈\n達克萊伊每次攻擊都會扣除自身生命上限的9.99%的生命上限，達克萊伊生命上限最低降低至1,"True Nightmare Dungeon\nLimited to use 4 Pokémon.\nFor each attack Darkrai will reduce 9.99% of its HP limit, Darkrai HP limit reduces to 1 most.",404,진·악몽 던전\n아군 파티1 포켓몬 최대 4마리 출전 가능\n다크라이 공격할 때마다 자신 HP 최대치 9.99% 감소하고 최저 1까지 감소한다
80542,6Y God,,6,55,1,3,,6,3,53,52,11,,,,,,,,,,,,,,,,,True•Hell Dungeon\n Ally able to deploy three teams,真·煉獄副本\n我方可上陣三個隊伍,True•Hell Dungeon\n Ally able to deploy three teams,,
80543,,,6,55,0,1,,,,53,52,,,,,,,,,,,,,,,,,,,,,,
80544,,,6,55,0,1,,,,53,52,,,,,,,,,,,,,,,,,,,,,,
80545,,,6,55,0,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,
80546,,,6,55,0,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,
80551,Demon Lord,TRUE,6,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80601,Steel system to send points,,7,61,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<17>;1;0;5%>;<<17>;25;0;500>>,,,,,
80602,green caterpillar,,7,61,2,1,,,,,,2,,,,,,,,,,,,,,,,<<<15>;1;0;10%>;>,\nOMG!!!!My Caterpie evolved into Rayquaza!!!,\n綠鱗豈是池中物，一遇風雲便化龍,\nOMG!!!!My Caterpie evolved into Rayquaza!!!,404,
80603,Poison system send points,,7,61,1,1,,,,,,5,,,,,,Toxic Spikes Terrain:,毒菱場地：,Toxic Spikes Terrain:,404,"독 그라운드: ",Non-Poison type Pokémon loses a certain amount of HP every round,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,<<<8>;1;0;5%>;<<8>;10;0;5%>>,,,,,
80604,,,7,61,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80605,,,7,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80606,,,7,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80611,Insect evolution,,7,62,1,1,,,,,,6,,,,,,,,,,,,,,,,<<<12>;1;0;6%>>,\n Ultimate Evolution,\n進化の奧義,\n Ultimate Evolution,404,\n진화의 오의
80612,poison team,,7,62,1,1,,,,,,4,,,,,,Toxic Spikes Terrain:,毒菱場地：,Toxic Spikes Terrain:,404,"독 그라운드: ",Non-Poison type Pokémon loses a certain amount of HP every round,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,<<<8>;1;0;6%>;<<8>;9;0;5%>;<<8>;10;0;5%>>,,,,,
80613,Nido family,,7,62,1,1,,,,,,1,,,,,,Toxic Spikes Terrain:,毒菱場地：,Toxic Spikes Terrain:,404,"독 그라운드: ",Non-Poison type Pokémon loses a certain amount of HP every round,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,<<<8>;1;0;6%>;<<8>;9;0;5%>;<<8>;10;0;5%>>,,,,,
80614,,,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80615,,,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80616,,,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80621,Explosive Mantis,,7,63,1,1,,,,,,1,,,,,,,,,,,,,,,,<<<17;12>;1;0;7%>;<<17;12>;15;0;500>>,,,,,
80622,6 gas bombs,,7,63,1,1,,,,,,6,,,,,,Toxic Spikes Terrain:,毒菱場地：,Toxic Spikes Terrain:,404,"독 그라운드: ",Non-Poison type Pokémon loses a certain amount of HP every round,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,<<<8>;1;0;7%>;<<8>;7;0;10%>>,,,,,
80623,,,7,63,0,1,,,,,,,,,,,,Toxic Spikes Terrain:,毒菱場地：,Toxic Spikes Terrain:,404,"독 그라운드: ",Non-Poison type Pokémon loses a certain amount of HP every round,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,,,,,,
80624,,,7,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80625,,,7,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80626,,,7,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80631,sword team,,7,64,1,1,,,,62,,2,,,,,,,,,,,,,,,,<<<14;17>;1;0;8%>;<<14;17>;22;0;500>;<<14;17>;23;0;500>>,,,,,
80632,Zerg field,,7,64,0,1,,,,62,,9,,,,,,,,,,,,,,,,<<<12>;1;0;8%>;<<12>;26;0;500>>,\nIt’s Zerg Rush Time!!!\nVolcarona will summon a Volcarona that inherits 60% of its own status every round,\n蟲族大軍生生不息\n火神蛾每回合會召喚出一只繼承自身60%屬性的火神蛾,\nIt’s Zerg Rush Time!!!\nVolcarona will summon a Volcarona that inherits 60% of its own status every round,404,\n곤충족 대군 끝임없이\n불카모스는 턴마다 자신 속성의 6%를 계승한 불카모스를 소환한다
80633,Steel main lineup,,7,64,1,1,,,,62,,1,,,,,,,,,,,,,,,,<<<17>;1;0;8%>;<<17>;23;0;500>>,,,,,
80634,6 super bad stars,,7,64,1,1,,,,62,,5,,,,,,Toxic Spikes Terrain:,毒菱場地：,Toxic Spikes Terrain:,404,"독 그라운드: ",Non-Poison type Pokémon loses a certain amount of HP every round,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,<<<8>;1;0;8%>;<<8>;17;0;500>>,,,,,
80635,,,7,64,0,,,,,62,,,,,,,,,,,,,,,,,,,,,,,
80636,,,7,64,0,,,,,62,,,,,,,,,,,,,,,,,,,,,,,
80641,Steel column +3 cocoa,,7,65,1,1,,,,63,62,1,,,,,,,,,,,,,,,,<<<17>;1;0;10%>;<<17>;25;0;1000>;<<17>;24;0;1000>>,,,,,
80642,bug system,,7,65,1,1,,,,63,62,3,,,,,,,,,,,,,,,,<<<12>;1;0;10%>;<<12>;13;0;10%>>,"\nFire skill damage bonus, burning damage and type restraint damage greatly increase.\nVolcarona can invite up to 5 targets into battle.\nIf you want to break Zerg army, use fire attack",\n火系技能傷害加成、灼燒傷害和屬性克制傷害大幅提升\n火神蛾可邀戰最多5個目標\n欲破群蟲 宜用火攻,"\nFire skill damage bonus, burning damage and type restraint damage greatly increase.\nVolcarona can invite up to 5 targets into battle.\nIf you want to break Zerg army, use fire attack",404,"\n불꽃 타입 스킬 피해 보너스, 연소 피해와 타입 상성 피해 대폭 증가\n불카모스가 목표 최대 5개를 초대 가능\n벌레 무리에서 돌파하려면 파이어 공격이 좋다"
80643,,,7,65,0,1,,,,63,63,,,,,,,,,,,,,,,,,,,,,,
80644,Nut Kiraqi,,7,65,1,1,,,,63,63,10,,,,,,,,,,,,,,,,<<<17>;17;0;1000>;<<17>;19;0;1000>>,\nJirachi will be awakened from the Sleeping Cocoon after 7 turns,\n基拉祈7回合後將從沈睡之繭蘇醒,\nJirachi will be awakened from the Sleeping Cocoon after 7 turns,,
80645,,,7,65,0,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,
80646,,,7,65,0,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,
80651,,TRUE,7,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80701,super gift,,8,71,1,1,,,,,,4,,,,,,Spiritual Terrain:,精神場地：,Spiritual Terrain:,404,"정신 그라운드: ",Force auto combat,強制自動戰鬥,Force auto combat,404,강제 자동 전투,<<<11>;1;0;5%>;<<11>;23;0;1000>>,,,,,
80702,Fairy points,,8,71,1,1,,,,,,1,[Fog] (all unit reduces large amount of hit rate),【霧天】（全體降低大量命中率）,[Fog] (all unit reduces large amount of hit rate),404,[안개] (전체 명중률 대량 감소),,,,,,,,,,,<<<18>;1;0;5%>;<<18>;22;0;1000>>,,,,,
80703,"Super, demon send points",,8,71,1,1,,,,,,7,,,,,,,,,,,,,,,,<<<11;18>;1;0;5%>;<<11;18>;22;0;1000>>,,,,,
80704,,,8,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80705,,,8,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80706,,,8,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80711,Control Team,,8,72,1,1,,,,,,1,,,,,,Spiritual Terrain:,精神場地：,Spiritual Terrain:,404,"정신 그라운드: ",Force auto combat,強制自動戰鬥,Force auto combat,404,강제 자동 전투,<<<11>;1;0;6%>;<<11>;17;0;1000>;<<11>;19;0;1000>>,,,,,
80712,Dream Mewtwo,,8,72,1,1,,,,,,4,,,,,,,,,,,,,,,,<<<11>;1;0;6%>;<<11>;5;0;10000>>,,,,,
80713,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80714,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80715,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80716,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80721,6 super dream,,8,73,1,1,,,,,,3,,,,,,Spiritual Terrain:,精神場地：,Spiritual Terrain:,404,"정신 그라운드: ",Force auto combat,強制自動戰鬥,Force auto combat,404,강제 자동 전투,<<<11>;1;0;7%>;<<11>;12;0;1000>>,"\nHuman scientific power can create its body, but it cannot create a gentle heart",\n人類的科學力量可以造出它的身體，卻無法造出一顆溫柔的心,"\nHuman scientific power can create its body, but it cannot create a gentle heart",404,\n인간은 과학의 힘으로 그의 몸을 만들 수 있지만 부드러운 마음을 만들 수 없다
80722,Fat Ding,,8,73,1,1,,,,,,1,,,,,,Misty Terrain:,薄霧場地：,Misty Terrain:,404,"안개 그라운드: ",Dragon type Pokémon damage reduced by 20%\nFairy type Pokémon immune control effect,龍系精靈傷害降低20%\n妖精系免疫控制效果,Dragon type Pokémon damage reduced by 20%\nFairy type Pokémon immune control effect,404,드래곤 타입 포켓몬 피해가 2% 감소한다\n페어리 타입 제어 효과에 면역,,Jigglypuff's ability has been greatly improved,胖丁能力大幅提升,Jigglypuff's ability has been greatly improved,404,푸린의 능력이 대폭 증가한다
80723,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80724,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80725,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80726,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80731,Fairy main lineup,,8,74,1,1,,,,72,,4,[Fog] (all unit reduces large amount of hit rate),【霧天】（全體降低大量命中率）,[Fog] (all unit reduces large amount of hit rate),404,[안개] (전체 명중률 대량 감소),,,,,,,,,,,<<<18>;1;0;8%>;<<18>;28;0;1000>>,,,,,
80732,6 Rogia,,8,74,1,1,,,,72,,1,,,,,,,,,,,,,,,,<<<11>;1;0;8%>;<<11>;16;0;500>>,,,,,
80733,Xanadu family,,8,74,1,1,,,,72,,10,,,,,,,,,,,,,,,,<<<11;18>;1;0;8%>>,Greatly increase control rate of all enemies in the first three rounds\n#F20# \n#F40#House of Gardevoir\n#F20# \n#F40#Do you want to be my enemy?,前三回合敵方全體控製率大幅提升\n#F20# \n#F40#沙奈朵之家\n#F20# \n#F40#你想成為我的敵人嗎？,Greatly increase control rate of all enemies in the first three rounds\n#F20# \n#F40#House of Gardevoir\n#F20# \n#F40#Do you want to be my enemy?,,
80734,,,8,74,0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,
80735,,,8,74,0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,
80736,,,8,74,0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,
80741,Metagross+Sweet Dream,,8,75,1,1,,,,72,72,1,,,,,,Misty Terrain:,薄霧場地：,Misty Terrain:,404,"안개 그라운드: ",Dragon type Pokémon damage reduced by 20%\nFairy type Pokémon immune control effect,龍系精靈傷害降低20%\n妖精系免疫控制效果,Dragon type Pokémon damage reduced by 20%\nFairy type Pokémon immune control effect,404,드래곤 타입 포켓몬 피해가 2% 감소한다\n페어리 타입 제어 효과에 면역,,"All enemy basic skills have no cooldown.\nWhen Metagross first collects 4 bar of anger, it will release its Ultimate Skill twice in a row",敵方全體小技能無冷卻\n巨金怪首次集滿4格怒氣點時，會連續釋放兩次必殺技,"All enemy basic skills have no cooldown.\nWhen Metagross first collects 4 bar of anger, it will release its Ultimate Skill twice in a row",404,적 전체 포켓몬의 일반 스킬 쿨타임 없음\n메타그로스가 분노치 첫 4칸 달성 시 연속 2번 필살기 발동 가능
80742,,,8,75,0,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,
80743,Super Hudi,,8,75,0,1,,,,73,72,,,,,,,,,,,,,,,,,,,,,,
80744,True Devil Book,,8,75,1,3,,6,4,73,72,7,,,,,,,,,,,,,,,,,"True•Hoopa and the Clash of Ages\n Hoopa will summon corresponding Pokémon according to opponent deploy number\n When unbound kill target, power of Hoopa will be restrain by Prison Bottle, last for 3 round, and permanent Vulnerability 40%(able to stack)\nTips: Halo is very fragile and able to be attack",真·光輪的超魔神\n胡帕會根據對方上陣人數召喚對應數量的精靈\n當解放胡帕擊殺目標時，力量將會被懲戒之壺制約變成懲戒胡帕，持續3回合，並永久易傷40%（可疊加）\n小提示：光輪十分脆弱，且可被攻擊,"True•Hoopa and the Clash of Ages\n Hoopa will summon corresponding Pokémon according to opponent deploy number\n When unbound kill target, power of Hoopa will be restrain by Prison Bottle, last for 3 round, and permanent Vulnerability 40%(able to stack)\nTips: Halo is very fragile and able to be attack",404,"진·헤일로의 초마신\n후파는 상대방의 출전 인원수에 따라 같은 수량의 포켓몬을 소환한다\n굴레를 벗어난 후파는 목표 처치 시, 힘이 굴레의항아리에서  제약을 받아 굴레에 빠진 후파로 바뀐다. 지속 시간: 2턴，영구적으로 취약 4% (중첩 가능) \n팁: 헤일로가 아주 약하고 공격을 당하기 가능하다"
80745,,,8,75,0,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,
80746,,,8,75,0,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,
80751,,TRUE,8,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
