"﻿变量名",group,desc,desc_tw,desc_en,desc_kr,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
1107,1000,Speed increases by 20% for 2 rounds when allied Pokémons use the Ultimate Skill,我方精靈使用大招後提升20%速度值和和200點怒氣,Speed increases by 20% for 2 rounds when allied Pokémons use the Ultimate Skill,"""아군 포켓몬이 필살기를 사용 후 스피드를 20%, 분노치를 200 획득한다.""",,city/adventure/random_tower/icon/icon_yybm.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80065,,,TRUE,,,,
1108,1000,"Type effectiveness of allied Pokémons increases, causing 20% more damage to types that are effective during battles",我方精靈屬性克制效果提升，對克制屬性的精靈額外造成20%的傷害,"Type effectiveness of allied Pokémons increases, causing 20% more damage to types that are effective during battles",아군 포켓몬 타입의 상성 효과가 상승하고 자신이 유리한 타입일 경우 가하는 피해가 추가로 20% 증가한다.,,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80066,,,TRUE,,,,
1109,1000,"When your Pokémons defeat the opponent's Pokémons, you receive 10% HP and 200 rage level ",我方精靈擊敗敵方精靈時，回復自身10%生命值和200點怒氣值,"When your Pokémons defeat the opponent's Pokémons, you receive 10% HP and 200 rage level ",아군 포켓몬이 적 포켓몬 처치 시 10%의 HP와 200의 분노치를 회복한다.,,city/adventure/random_tower/icon/icon_hx.png,city/adventure/random_tower/icon/box_pink.png,,4,,,,,,,,,,,,,,80067,,,TRUE,,,,
1110,9999,"Enemy Pokémons with less than 10% HP at the end of the final round will be finished off by Yveltal, the god of death, and will leave the battlefield instantly",每大回合結束時生命低於10%的敵方精靈將被死神伊裴爾塔爾收割，直接退場,"Enemy Pokémons with less than 10% HP at the end of the final round will be finished off by Yveltal, the god of death, and will leave the battlefield instantly",매번 턴 종료 후 HP가 10% 미만인 적 포켓몬은 사신 이벨타르에게 수확을 당하여 즉시 퇴장한다.,,city/adventure/random_tower/icon/icon_js.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80068,,,TRUE,1,,,
1111,1000,Increases speed of allied team by 20% in the first round of the battle,戰鬥首回合提升我方全隊20%速度,Increases speed of allied team by 20% in the first round of the battle,전투 첫 턴에 아군 전체의 스피드가 20% 증가한다.,,city/adventure/random_tower/icon/icon_yybm.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80069,,,TRUE,,,,
1112,200,Increases the speed of an allied Pokémon type x4% only the Pokémon's first type is considered),提升我方精靈屬性種類*4%的速度（只計算第一屬性）,Increases the speed of an allied Pokémon type x4% only the Pokémon's first type is considered),스피드가 아군 포켓몬 타입 종류*4%만큼 증가한다(첫 번째 타입만 계산),,city/adventure/random_tower/icon/icon_yybm.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80070,,,TRUE,,,1,
1113,200,There is a 50% chance the Pokémons in the front line are immune to status conditions,我方前排精靈有50%概率免疫控制效果,There is a 50% chance the Pokémons in the front line are immune to status conditions,아군 전방 라인 포켓몬은 50%의 확률로 제어 효과에 면역된다.,,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,4,,,,,,,,,,,,,,80071,,,TRUE,,,7,
1114,9999,The enemy Pokémons receive a permanent reduction in max. HP by 10%,敵方精靈永久減少10%生命上限,The enemy Pokémons receive a permanent reduction in max. HP by 10%,적 포켓몬은 HP 최대치가 영구적으로 10% 감소한다.,,city/adventure/random_tower/icon/icon_js.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80072,,,TRUE,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1000,"When an allied Pokémon is defeated, it deals equal damage to the enemy that slays it",我方精靈被擊敗時，同時給擊殺者造成等值傷害,"When an allied Pokémon is defeated, it deals equal damage to the enemy that slays it",아군 포켓몬이 사망하면 적 포켓몬에게 받은 피해만큼 되돌려준다.,,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80073,,,TRUE,,,,
1116,9999,"When an enemy is defeated, it deals 40% of the damage on the defeated enemy to nearby Pokémons",擊敗敵人時，對其周圍精靈造成該傷害值40%的傷害,"When an enemy is defeated, it deals 40% of the damage on the defeated enemy to nearby Pokémons",적 처치 시 주변의 포켓몬에게 가한 피해의 40%를 입힌다.,,city/adventure/random_tower/icon/icon_fs.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80074,,,TRUE,,,,
1117,1000,Allied Pokémons get a 20% chance of stealing 50 rage level when attacking,我方精靈攻擊時有20%概率偷取目標50點怒氣值,Allied Pokémons get a 20% chance of stealing 50 rage level when attacking,아군 포켓몬 공격 시 20%의 확률로 대상의 분노치를 50 훔친다.,,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80075,,,TRUE,,,,
1118,1000,Healing rate increases by 30% for allied Pokémons,我方精靈的治療率提升30%,Healing rate increases by 30% for allied Pokémons,아군 포켓몬의 치료율이 30% 증가한다.,,city/adventure/random_tower/icon/icon_qhzl.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,,,,,,,,,,,,,,80076,,,TRUE,,,,
1119,9999,Allied Pokémons will remove all buff effect of the enemy after using the Ultimate Skill,我方精靈使用必殺技時清除目標的所有增益效果,Allied Pokémons will remove all buff effect of the enemy after using the Ultimate Skill,아군 포켓몬이 필살기를 사용 시 대상의 모든 버프 효과를 디스펠한다.,,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80077,,,TRUE,,,,
1120,1000,"Ultimate damage of allied Pokémons increases by 30% in odd number rounds, but reduces by 15% in even number rounds",我方精靈奇數回合內增加30%必殺傷害，偶數回合降低15%必殺傷害,"Ultimate damage of allied Pokémons increases by 30% in odd number rounds, but reduces by 15% in even number rounds","""아군 포켓몬 홀수 턴에서 필살기 피해가 30% 증가하고, 짝수 턴에서는 필살기 피해가 15% 감소한다.""",,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80078,,,TRUE,,,,
1121,9999,Deals a true damage of 20% ATK of the Pokémon with the highest ATK in the allied team to all enemy Pokémons at the end of the final round,每大回合結束時對所有敵方精靈造成我方攻擊最高精靈20%攻擊的真實傷害,Deals a true damage of 20% ATK of the Pokémon with the highest ATK in the allied team to all enemy Pokémons at the end of the final round,매번 턴 종료 후 모든 적 포켓몬에게 아군 포켓몬 중 공격력이 가장 높은 포켓몬의 공격력의 20%에 해당하는 고정 피해를 입힌다.,,city/adventure/random_tower/icon/icon_fs.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80079,,,TRUE,,,,
1122,9999,"When entering a battle, your team gain a shield that can absorb all damage taken by all the allied Pokémons, the amount of absorption is equal to the allied Pokémon with the highest HP",進入戰鬥時獲得一個全體護盾，該護盾可以吸收所有我方精靈受到的傷害，其吸收值與我方精靈中最高生命值相同,"When entering a battle, your team gain a shield that can absorb all damage taken by all the allied Pokémons, the amount of absorption is equal to the allied Pokémon with the highest HP",전투 시작 시 전체 실드를 획득한다. 해당 실드는 아군 포켓몬이 받는 피해를 흡수하고 흡수량은 HP가 가장 높은 아군 포켓몬의 HP와 동일하다.,,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,4,,,,,,,,,,,,,,80080,,,TRUE,,,,
1123,200,Double the burning damage by allied Pokémons,我方精靈造成的灼燒傷害提升一倍,Double the burning damage by allied Pokémons,아군 포켓몬이 가하는 지속 피해가 1배 상승한다.,,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80081,,,TRUE,,,6,
1124,1000,"Full rage value during the first round of the battle, but Ultimate Skill reduces 20% for 1 round",戰鬥首回合滿怒，但必殺傷害降低20%1回合,"Full rage value during the first round of the battle, but Ultimate Skill reduces 20% for 1 round",전투 첫 턴에 분노치가 가득 찬 상태로 시작하지만 필살기 피해가 20% 감소한다. 지속 시간: 1턴,,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80082,,,TRUE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,101,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2002,102,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2003,103,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2004,104,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2005,105,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2006,106,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2007,107,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2008,108,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2009,109,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2010,110,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2011,200,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2012,1111,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2013,1000,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2014,9999,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2015,999,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,12221,"【Fire Strength】: Each time the caster deals damage, reduces the enemy's SP.ATK and P.ATK by 8%, up to 10% of own SP.ATK and P.ATK (【Evil Strength】 further improves the effects)",【火之力】：每次對敵人造成傷害，降低其8%雙攻，不超過自身10%（【惡之力】將提升額外效果）,"【Fire Strength】: Each time the caster deals damage, reduces the enemy's SP.ATK and P.ATK by 8%, up to 10% of own SP.ATK and P.ATK (【Evil Strength】 further improves the effects)",[불꽃의 힘]: 적에게 피해를 입힐 때마다 물리&특수 공격력이 8% 감소하고 자신의 10%를 초과하지 않는다([악의 힘]은 효과가 추가로 상승한다),,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80083,,,,,,,
2222,2221,"【Water Strength】: Each time the caster deals damage, reduces the enemy's SP.DEF and P.DEF by 8%, up to 10% of own SP.DEF and P.DEF (【Evil Strength】 further improves the effects)",【水之力】：每次對敵人造成傷害，降低其8%雙防，不超過自身10%（【惡之力】將提升額外效果）,"【Water Strength】: Each time the caster deals damage, reduces the enemy's SP.DEF and P.DEF by 8%, up to 10% of own SP.DEF and P.DEF (【Evil Strength】 further improves the effects)",[물의 힘]: 적에게 피해를 입힐 때마다 물리&특수 방어력이 8% 감소하고 자신의 10%를 초과하지 않는다([악의 힘]은 효과가 추가로 상승한다),,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80084,,,,,,,
2223,2221,"【Evil Strength】: Enhance the effects of 【Fire Strength, Water Strength】: Each attack steals SP.ATK and P.ATK and SP.DEF and P.DEF from the target. If the caster has 【Evil Strength, Fire Strength and Water Strength】 at the same time, all allies gain 10% extra Leech HP",【惡之力】：【火之力、水之力】效果強化：攻擊時降低目標雙攻和雙防時將等量屬性轉化給攻擊者，同時擁有【惡之力、火之力、水之力】，我方全體額外獲得10%吸血,"【Evil Strength】: Enhance the effects of 【Fire Strength, Water Strength】: Each attack steals SP.ATK and P.ATK and SP.DEF and P.DEF from the target. If the caster has 【Evil Strength, Fire Strength and Water Strength】 at the same time, all allies gain 10% extra Leech HP","""[악의 힘]: [불의 힘, 물의 힘] 효과 강화: 공격 시 대상의 물리&특수 공격력과 물리&특수 방어력을 감소시키면 감소 시킨 양만큼 공격자의 스탯이 상승한다. 동시에 [악의 힘, 불의 힘, 물의 힘]을 보유 시 아군 전체 포켓몬이 흡혈률을 10% 획득한다.""",,city/adventure/random_tower/icon/icon_xx.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80085,,,,,,,
2224,12222,"【Sun Stone】: Restores 200 Rage before the move. (If the carrier has 【Sun & Moon Stone】, increases 30% Rage Regen)",【日之石】：行動回合開始前回復200點怒氣值（同時擁有【日月之石】，怒氣回復速度提升30%）,"【Sun Stone】: Restores 200 Rage before the move. (If the carrier has 【Sun & Moon Stone】, increases 30% Rage Regen)",[태양의 돌]: 자신의 턴이 시작되기 전에 분노치를 200 회복한다([태양과 달의 돌]을 동시에 보유 시 분노치와 스피드가 30% 증가한다),,city/adventure/random_tower/icon/icon_qhzl.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,,,,,,,,,,,,,,80086,,,,,,,
2225,2222,"【Moon Stone】: Restores 10% of lost HP at the end of each big round (If the carrier has 【Sun & Moon Stone】, increases 30% Rage Regen)",【月之石】：大回合結束後回復自身已損失血量10%的生命值（同時擁有【日月之石】，怒氣回復速度提升30%）,"【Moon Stone】: Restores 10% of lost HP at the end of each big round (If the carrier has 【Sun & Moon Stone】, increases 30% Rage Regen)",[달의 돌]: 전체 턴 종료 시 자신이 손실한 HP의 10%만큼 회복한다([태양의 돌과 달의 돌]을 동시에 보유 시 분노치와 스피드가 30% 증가한다),,city/adventure/random_tower/icon/icon_qhzl.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,,,,,,,,,,,,,,80087,,,,,,,
2226,12223,"【Anger】 At the start of the battle, gives all allies 100 Rage (For each 【Frustration, Rage Attack, Drain Rage, Irritate, Rage】 effect gained, increases 100 Rage)",【怒火】：戰鬥開始時，友方全體獲得100怒氣值（其他【遷怒、怒擊、汲怒、激怒、暴怒】效果每一個效果提升100點怒氣值）,"【Anger】 At the start of the battle, gives all allies 100 Rage (For each 【Frustration, Rage Attack, Drain Rage, Irritate, Rage】 effect gained, increases 100 Rage)","""[분노]: 전투 시작 시 아군 전체 포켓몬이 분노치를 100 획득한다(기타[화풀이, 분노 어택, 분노 흡수, 격노, 폭노] 효과마다 분노가 100 증가한다)""",,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80088,,,,,,,
2227,2223,"【Frustration】: When damaged, gains 100 Rage (Increases Rage for 【Fury】)",【遷怒】：受到傷害時，獲得100怒氣值（可提高【怒火】的怒氣值）,"【Frustration】: When damaged, gains 100 Rage (Increases Rage for 【Fury】)",[화풀이]: 피해를 받으면 분노치를 추가로 100 회복한다([분노]의 분노치를 상승시킨다),,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect,4,,,,,,,,,,,,,,80089,,,TRUE,,,,
2228,2223,"【Rage Attack】: When an ally Pokémon knocks out an enemy, restores 10% HP and 200 Rage (Increases Rage for 【Anger】)",【怒擊】：我方精靈擊敗敵方精靈時，回復自身10%生命值和200點怒氣值（可提高【怒火】的怒氣值）,"【Rage Attack】: When an ally Pokémon knocks out an enemy, restores 10% HP and 200 Rage (Increases Rage for 【Anger】)","""[분노 어택]: 아군 포켓몬이 적 포켓몬 처치 시 자신의 HP를 10%, 분노치를 200 회복한다([분노]의 분노치를 상승시킨다)""",,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect,4,,,,,,,,,,,,,,80090,,,TRUE,,,,
2229,2223,【Drain Rage】: Every ally Pokémon has a 30% chance to steal 100 Rage with each move (Increases Rage for 【Anger】),【汲怒】：我方精靈攻擊時有30%概率偷取目標100點怒氣值（可提高【怒火】的怒氣值）,【Drain Rage】: Every ally Pokémon has a 30% chance to steal 100 Rage with each move (Increases Rage for 【Anger】),[분노 흡수]: 아군 포켓몬 공격 시 30%의 확률로 대상의 분노치를 100 훔친다([분노]의 분노치를 상승시킨다),,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80091,,,TRUE,,,,
2230,2223,【Irritate】: Using the small skill or basic attack grants 100 extra Rage (Increases Rage for 【Anger】),【激怒】：使用小技能或者普攻時額外獲得100點怒氣（可提高【怒火】的怒氣值）,【Irritate】: Using the small skill or basic attack grants 100 extra Rage (Increases Rage for 【Anger】),[폭노]: 일반 스킬 혹은 일반 공격 시 분노치를 추가로 100 회복한다([분노]의 분노치를 상승시킨다),,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80092,,,TRUE,,,,
2231,2223,【Rage】: Using a move other than Ultimate increases DMG dealt by 1% for every 1% Rage used. (Increases Rage for 【Anger】),【暴怒】：使用非必殺技時每1%怒氣值將提供1%傷害加成造成傷害（可提高【怒火】的怒氣值）,【Rage】: Using a move other than Ultimate increases DMG dealt by 1% for every 1% Rage used. (Increases Rage for 【Anger】),[격노]: 필살기 사용 시 분노치 1%마다 피해 보너스 1%를 획득한다([분노]의 분노치를 상승시킨다),,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80093,,,TRUE,,,,
2232,12224,"【Generate Shield】: At the start of the battle, grants a shield for all allies which absorbs damage equal to 10% of their HP (For every 【Shield Armor, Shield Immune, Shield Heal, Shield Attack, Shield Break, Shield Defense】 effect, Generate Shield gains 4% more points)",【盾生】：戰鬥開始時，為全體友方單位生成一個吸收自身生命值10%傷害的護盾（其他【盾甲、盾免、盾愈、盾擊、盾破、盾守】效果每存在一個會提升盾生4%的護盾量）,"【Generate Shield】: At the start of the battle, grants a shield for all allies which absorbs damage equal to 10% of their HP (For every 【Shield Armor, Shield Immune, Shield Heal, Shield Attack, Shield Break, Shield Defense】 effect, Generate Shield gains 4% more points)","""[실드 HP]: 전투 시작 시 아군 전체 포켓몬에게 자신 HP의10% 피해를 흡수하는 실드를 생성한다(기타 [실드 방어, 실드 면역, 실드 치료, 실드 어택, 실드 파괴, 실드 수호] 효과가 1개 존재할 때마다 '실드 생성'의 실드치가 4% 증가한다.)""",,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,,,,,,,,,,,,,,80094,,,,,,,
2233,2224,【Shield Armor】: Increases 20% SP.DEF and P.DEF when shielded (Increases shield points for 【Generate Shield】),【盾甲】：護盾存在期間，為其提供其20%的雙防（可提高【盾生】的護盾量）,【Shield Armor】: Increases 20% SP.DEF and P.DEF when shielded (Increases shield points for 【Generate Shield】),[실드 방어]: 실드가 존재하는 동안 물리&특수 방어력이 20% 증가한다([실드 생성]의 실드치가 증가한다),,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect,4,,,,,,,,,,,,,,80095,,,TRUE,,,,
2234,2224,【Shield Immune】: Becomes immune to control and negative effect when shielded (Increases shield points for 【Generate Shield】),【盾免】：護盾存在期間，免疫控制與負面效果（可提高【盾生】的護盾量）,【Shield Immune】: Becomes immune to control and negative effect when shielded (Increases shield points for 【Generate Shield】),[실드 면역]: 실드가 있으면 제어와 디버프에 면역된다([실드 생성]의 실드치가 증가한다),,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect,4,,,,,,,,,,,,,,80096,,,TRUE,,,,
2235,2224,【Shield Attack】: Each attack inflicts extra True DMG equal to 20% of current shield points (Increases shield points for 【Generate Shield】),【盾擊】：每次攻擊附帶自身20%當前護盾值的真實傷害（可提高【盾生】的護盾量）,【Shield Attack】: Each attack inflicts extra True DMG equal to 20% of current shield points (Increases shield points for 【Generate Shield】),[실드 어택]: 공격할 때마다 현재 실드치의 20%만큼 고정 피해를 입힌다([실드 생성]의 실드치가 증가한다),,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,,,,,,,,,,,,,,80097,,,TRUE,,,,
2236,2224,【Shield Defense】: Gains 10% of own Max HP as a shield for all allies for each taken critical attack (Increases shield points for 【Generate Shield】),【盾守】：受到暴擊時，友方全體單位獲得一個10%的自身最大生命值的護盾（可提高【盾生】的護盾量）,【Shield Defense】: Gains 10% of own Max HP as a shield for all allies for each taken critical attack (Increases shield points for 【Generate Shield】),[실드 수호]: 치명타 피해를 받으면 아군 전체 포켓몬이 자신의 최대 HP의 10%에 해당하는 실드를 획득한다([실드 생성]의 실드치가 증가한다),,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,,,,,,,,,,,,,,80098,,,TRUE,,,,
2237,2224,"【Shield Break】: When the shield breaks, causes all enemies to lose 6% of max HP (Increases shield points for 【Generate Shield】)",【盾破】：護盾爆破時，對敵方全體造成6%生命上限的血量（可提高【盾生】的護盾量）,"【Shield Break】: When the shield breaks, causes all enemies to lose 6% of max HP (Increases shield points for 【Generate Shield】)",[실드 파괴]: 실드가 파괴되면 적 전체 포켓몬에게 최대 HP의 6%에 해당하는 피해를 입힌다([실드 생성]의 실드치가 증가한다),,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,,,,,,,,,,,,,,80099,,,TRUE,,,,
2238,2224,"【Shield Heal】: When the shield breaks, restores 5% of max HP (Increases shield points for 【Generate Shield】)",【盾愈】：護盾爆破時，回復自身5%生命上限的生命值（可提高【盾生】的護盾量）,"【Shield Heal】: When the shield breaks, restores 5% of max HP (Increases shield points for 【Generate Shield】)",[실드 치료]: 실드가 파괴되면 자신의 최대 HP의 5%만큼 회복한다([실드 생성]의 실드치가 증가한다),,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,,,,,,,,,,,,,,80100,,,TRUE,,,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2227,【Momentum】: Inflicts 30% extra DMG to the target with more than 70% HP (Owning 【Momentum】 and 【Autumn Wind】 at the same time increases extra 20% Crit Rate),【勢如破竹】：對生命值高於70%的單位額外造成30%傷害（同時擁有【勢如破竹】與【秋風掃落葉】效果，額外提升20%暴擊率）,【Momentum】: Inflicts 30% extra DMG to the target with more than 70% HP (Owning 【Momentum】 and 【Autumn Wind】 at the same time increases extra 20% Crit Rate),[파죽지세]: HP가 70%를 초과한 포켓몬에게 추가로 30%의 피해를 입힌다([파죽지세]와 [추풍낙엽쓸기] 효과를 동시에 보유 시 치명타율이 20% 증가한다.),,city/adventure/random_tower/icon/icon_js.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80102,,,TRUE,,,,
2242,2227,【Autumn Wind】: Inflicts 40% extra DMG to target with less than 30% HP (Owning 【Momentum】 and 【Autumn Wind】 at the same time increases extra 20% Crit Rate),【秋風掃落葉】：對生命值低於30%的單位額外造成40%傷害（同時擁有【勢如破竹】與【秋風掃落葉】效果，額外提升20%暴擊率）,【Autumn Wind】: Inflicts 40% extra DMG to target with less than 30% HP (Owning 【Momentum】 and 【Autumn Wind】 at the same time increases extra 20% Crit Rate),[가을 낙엽 쓸기]: HP가 30% 미만인 포켓몬에게 추가로 40%의 피해를 입힌다([파죽지세]와 [추풍낙엽쓸기] 효과를 동시에 보유 시 치명타율이 20% 증가한다.),,city/adventure/random_tower/icon/icon_fs.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80103,,,TRUE,,,,
