变量名,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
1492707,1392,7,7,{gold=3830000;51391=15;59002=15},225,1,0,1,1447,7,287,8,287,9,202,10,202,,,,,
1492708,1392,7,8,{gold=4130000;51391=15;59002=15},225,1,0,1,1460,7,289,8,289,9,204,10,204,,,,,
1492801,1392,8,1,{gold=2700000;51391=13;59002=13},300,1,0,1,1450,7,287,8,287,9,202,10,202,,,,,
1492802,1392,8,2,{gold=3150000;51391=13;59002=13},300,1,0,1,1465,7,290,8,290,9,204,10,204,,,,,
1492803,1392,8,3,{gold=3650000;51391=14;59002=14},300,1,0,1,1479,7,293,8,293,9,206,10,206,,,,,
1492804,1392,8,4,{gold=4130000;51391=14;59002=14},300,1,0,1,1494,7,296,8,296,9,208,10,208,,,,,
1492805,1392,8,5,{gold=4730000;51391=15;59002=15},300,1,0,1,1508,7,299,8,299,9,210,10,210,,,,,
1492806,1392,8,6,{gold=5180000;51391=15;59002=15},300,1,0,1,1523,7,302,8,302,9,212,10,212,,,,,
1492807,1392,8,7,{gold=5750000;51391=16;59002=16},300,1,0,1,1537,7,305,8,305,9,214,10,214,,,,,
1492808,1392,8,8,{gold=6200000;51391=16;59002=16},300,1,0,1,1552,7,307,8,307,9,216,10,216,,,,,
1521101,1421,1,1,{gold=150000;51421=4;59002=4},75,1,0,1,853,7,169,8,169,9,119,10,119,,,,,
1521102,1421,1,2,{gold=180000;51421=4;59002=4},75,1,0,1,862,7,171,8,171,9,120,10,120,,,,,
1521103,1421,1,3,{gold=210000;51421=5;59002=5},75,1,0,1,870,7,172,8,172,9,121,10,121,,,,,
1521104,1421,1,4,{gold=240000;51421=5;59002=5},75,1,0,1,879,7,174,8,174,9,123,10,123,,,,,
1521105,1421,1,5,{gold=270000;51421=6;59002=6},75,1,0,1,887,7,176,8,176,9,124,10,124,,,,,
1521106,1421,1,6,{gold=300000;51421=6;59002=6},75,1,0,1,896,7,177,8,177,9,125,10,125,,,,,
1521107,1421,1,7,{gold=330000;51421=7;59002=7;501=1},75,1,0,1,904,7,179,8,179,9,126,10,126,,,,,
1521108,1421,1,8,{gold=360000;51421=7;59002=7;501=1},75,1,0,1,913,7,181,8,181,9,127,10,127,<0>,{24=300;25=300},,,
1521201,1421,2,1,{gold=230000;51421=6;59002=6},90,1,0,1,938,7,186,8,186,9,131,10,131,,,,,
1521202,1421,2,2,{gold=270000;51421=6;59002=6},90,1,0,1,948,7,188,8,188,9,132,10,132,,,,,
1521203,1421,2,3,{gold=320000;51421=7;59002=7},90,1,0,1,957,7,190,8,190,9,134,10,134,,,,,
1521204,1421,2,4,{gold=360000;51421=7;59002=7},90,1,0,1,966,7,191,8,191,9,135,10,135,,,,,
1521205,1421,2,5,{gold=410000;51421=8;59002=8;501=1},90,1,0,1,976,7,193,8,193,9,136,10,136,,,,,
1521206,1421,2,6,{gold=450000;51421=8;59002=8;501=1},90,1,0,1,985,7,195,8,195,9,137,10,137,,,,,
1521207,1421,2,7,{gold=500000;51421=9;59002=9;501=1},90,1,0,1,995,7,197,8,197,9,139,10,139,,,,,
1521208,1421,2,8,{gold=540000;51421=9;59002=9;501=1},90,1,0,1,1004,7,199,8,199,9,140,10,140,,,79001,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108}
1521301,1421,3,1,{gold=350000;51421=7;59002=7},105,1,0,1,1024,7,203,8,203,9,143,10,143,,,,,
1521302,1421,3,2,{gold=410000;51421=7;59002=7},105,1,0,1,1034,7,205,8,205,9,144,10,144,,,,,
1521303,1421,3,3,{gold=480000;51421=8;59002=8;501=1},105,1,0,1,1044,7,207,8,207,9,146,10,146,,,,,
1521304,1421,3,4,{gold=540000;51421=8;59002=8;501=1},105,1,0,1,1054,7,209,8,209,9,147,10,147,<2;12>,{24=500;25=500},,,
1521305,1421,3,5,{gold=620000;51421=9;59002=9;501=1},105,1,0,1,1065,7,211,8,211,9,149,10,149,,,,,
1521306,1421,3,6,{gold=680000;51421=9;59002=9;501=1},105,1,0,1,1075,7,213,8,213,9,150,10,150,,,,,
1521307,1421,3,7,{gold=750000;51421=10;59002=10;501=1},105,1,0,1,1085,7,215,8,215,9,151,10,151,,,,,
1521308,1421,3,8,{gold=810000;51421=10;59002=10;501=1;221=1},105,1,0,1,1095,7,217,8,217,9,153,10,153,,,79002,,{advance=15;goodFeel=160;star=9;zawakeStage=208}
1521401,1421,4,1,{gold=530000;51421=9;59002=9},120,1,0,1,1109,7,220,8,220,9,155,10,155,,,,,
1521402,1421,4,2,{gold=620000;51421=9;59002=9},120,1,0,1,1120,7,222,8,222,9,156,10,156,,,,,
1521403,1421,4,3,{gold=720000;51421=10;59002=10;501=1},120,1,0,1,1131,7,224,8,224,9,158,10,158,,,,,
1521404,1421,4,4,{gold=810000;51421=10;59002=10;501=1},120,1,0,1,1142,7,226,8,226,9,159,10,159,<0>,{14=300;16=300},,,
1521405,1421,4,5,{gold=930000;51421=11;59002=11;501=2},120,1,0,1,1153,7,228,8,228,9,161,10,161,,,,,
1521406,1421,4,6,{gold=1020000;51421=11;59002=11;501=2},120,1,0,1,1164,7,231,8,231,9,162,10,162,,,,,
1521407,1421,4,7,{gold=1130000;51421=12;59002=12;501=2;231=1},120,1,0,1,1175,7,233,8,233,9,164,10,164,,,,,
1521408,1421,4,8,{gold=1220000;51421=12;59002=12;501=2;2152=1},120,1,0,1,1187,7,235,8,235,9,166,10,166,,,79004,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308}
1521501,1421,5,1,{gold=800000;51421=10;59002=10;502=2},150,1,0,1,1194,7,237,8,237,9,167,10,167,,,,,
1521502,1421,5,2,{gold=930000;51421=10;59002=10;502=2},150,1,0,1,1206,7,239,8,239,9,168,10,168,,,,,
1521503,1421,5,3,{gold=1080000;51421=11;59002=11;502=2;501=1},150,1,0,1,1218,7,241,8,241,9,170,10,170,,,,,
1521504,1421,5,4,{gold=1220000;51421=11;59002=11;502=2;501=2},150,1,0,1,1230,7,244,8,244,9,172,10,172,<6;10>,{14=500;16=500},,,
1521505,1421,5,5,{gold=1400000;51421=12;59002=12;502=2;501=2},150,1,0,1,1242,7,246,8,246,9,173,10,173,,,,,
1521506,1421,5,6,{gold=1530000;51421=12;59002=12;502=3;501=2},150,1,0,1,1254,7,248,8,248,9,175,10,175,,,,,
1521507,1421,5,7,{gold=1700000;51421=13;59002=13;502=3;501=2},150,1,0,1,1266,7,251,8,251,9,177,10,177,,,,,
1521508,1421,5,8,{gold=1830000;51421=13;59002=13;201=1;211=1},150,1,0,1,1278,7,253,8,253,9,178,10,178,<0>,{22=300;23=300},,,
1521601,1421,6,1,{gold=1200000;51421=11;59002=11;502=2},188,1,0,1,1280,7,254,8,254,9,179,10,179,,,,,
1521602,1421,6,2,{gold=1400000;51421=11;59002=11;502=2},188,1,0,1,1292,7,256,8,256,9,180,10,180,,,,,
1521603,1421,6,3,{gold=1620000;51421=12;59002=12;502=3;501=2},188,1,0,1,1305,7,259,8,259,9,182,10,182,,,,,
1521604,1421,6,4,{gold=1830000;51421=12;59002=12;502=3;501=2},188,1,0,1,1318,7,261,8,261,9,184,10,184,<13>,{22=800;23=800},,,
1521605,1421,6,5,{gold=2100000;51421=13;59002=13;502=3;501=3},188,1,0,1,1331,7,264,8,264,9,186,10,186,,,,,
1521606,1421,6,6,{gold=2300000;51421=13;59002=13;502=3;501=3},188,1,0,1,1343,7,266,8,266,9,187,10,187,,,,,
1521607,1421,6,7,{gold=2550000;51421=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1356,7,269,8,269,9,189,10,189,,,,,
1521608,1421,6,8,{gold=2750000;51421=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1369,7,271,8,271,9,191,10,191,,,79003,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508}
1521701,1421,7,1,{gold=1800000;51421=12;59002=12},225,1,0,1,1365,7,270,8,270,9,190,10,190,,,,,
1521702,1421,7,2,{gold=2100000;51421=12;59002=12},225,1,0,1,1378,7,273,8,273,9,192,10,192,,,,,
1521703,1421,7,3,{gold=2430000;51421=13;59002=13},225,1,0,1,1392,7,276,8,276,9,194,10,194,,,,,
1521704,1421,7,4,{gold=2750000;51421=13;59002=13},225,1,0,1,1406,7,279,8,279,9,196,10,196,,,,,
1521705,1421,7,5,{gold=3150000;51421=14;59002=14},225,1,0,1,1419,7,281,8,281,9,198,10,198,,,,,
1521706,1421,7,6,{gold=3450000;51421=14;59002=14},225,1,0,1,1433,7,284,8,284,9,200,10,200,,,,,
1521707,1421,7,7,{gold=3830000;51421=15;59002=15},225,1,0,1,1447,7,287,8,287,9,202,10,202,,,,,
1521708,1421,7,8,{gold=4130000;51421=15;59002=15},225,1,0,1,1460,7,289,8,289,9,204,10,204,,,,,
1521801,1421,8,1,{gold=2700000;51421=13;59002=13},300,1,0,1,1450,7,287,8,287,9,202,10,202,,,,,
1521802,1421,8,2,{gold=3150000;51421=13;59002=13},300,1,0,1,1465,7,290,8,290,9,204,10,204,,,,,
1521803,1421,8,3,{gold=3650000;51421=14;59002=14},300,1,0,1,1479,7,293,8,293,9,206,10,206,,,,,
1521804,1421,8,4,{gold=4130000;51421=14;59002=14},300,1,0,1,1494,7,296,8,296,9,208,10,208,,,,,
1521805,1421,8,5,{gold=4730000;51421=15;59002=15},300,1,0,1,1508,7,299,8,299,9,210,10,210,,,,,
1521806,1421,8,6,{gold=5180000;51421=15;59002=15},300,1,0,1,1523,7,302,8,302,9,212,10,212,,,,,
1521807,1421,8,7,{gold=5750000;51421=16;59002=16},300,1,0,1,1537,7,305,8,305,9,214,10,214,,,,,
1521808,1421,8,8,{gold=6200000;51421=16;59002=16},300,1,0,1,1552,7,307,8,307,9,216,10,216,,,,,
1541101,1441,1,1,{gold=100000;51441=3;59001=3},50,1,0,1,731,7,145,8,145,9,102,10,102,,,,,
1541102,1441,1,2,{gold=120000;51441=3;59001=3},50,1,0,1,738,7,146,8,146,9,103,10,103,,,,,
1541103,1441,1,3,{gold=140000;51441=4;59001=4},50,1,0,1,746,7,148,8,148,9,104,10,104,,,,,
1541104,1441,1,4,{gold=160000;51441=4;59001=4},50,1,0,1,753,7,149,8,149,9,105,10,105,,,,,
1541105,1441,1,5,{gold=180000;51441=5;59001=5},50,1,0,1,760,7,151,8,151,9,106,10,106,,,,,
1541106,1441,1,6,{gold=200000;51441=5;59001=5},50,1,0,1,768,7,152,8,152,9,107,10,107,,,,,
1541107,1441,1,7,{gold=220000;51441=6;59001=6},50,1,0,1,775,7,154,8,154,9,108,10,108,,,,,
1541108,1441,1,8,{gold=240000;51441=6;59001=6;501=1},50,1,0,1,782,7,155,8,155,9,109,10,109,<0>,{24=300;25=300},,,
1541201,1441,2,1,{gold=150000;51441=5;59001=5},60,1,0,1,804,7,160,8,160,9,112,10,112,,,,,
1541202,1441,2,2,{gold=180000;51441=5;59001=5},60,1,0,1,812,7,161,8,161,9,113,10,113,,,,,
1541203,1441,2,3,{gold=210000;51441=6;59001=6},60,1,0,1,820,7,163,8,163,9,114,10,114,,,,,
1541204,1441,2,4,{gold=240000;51441=6;59001=6},60,1,0,1,828,7,164,8,164,9,116,10,116,,,,,
1541205,1441,2,5,{gold=270000;51441=7;59001=7},60,1,0,1,836,7,166,8,166,9,117,10,117,,,,,
1541206,1441,2,6,{gold=300000;51441=7;59001=7},60,1,0,1,844,7,167,8,167,9,118,10,118,,,,,
1541207,1441,2,7,{gold=330000;51441=8;59001=8;501=1},60,1,0,1,852,7,169,8,169,9,119,10,119,,,,,
1541208,1441,2,8,{gold=360000;51441=8;59001=8;501=1},60,1,0,1,860,7,171,8,171,9,120,10,120,,,79001,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108}
1541301,1441,3,1,{gold=230000;51441=6;59001=6},70,1,0,1,877,7,174,8,174,9,122,10,122,,,,,
1541302,1441,3,2,{gold=270000;51441=6;59001=6},70,1,0,1,886,7,176,8,176,9,124,10,124,,,,,
1541303,1441,3,3,{gold=320000;51441=7;59001=7},70,1,0,1,895,7,177,8,177,9,125,10,125,,,,,
1541304,1441,3,4,{gold=360000;51441=7;59001=7},70,1,0,1,904,7,179,8,179,9,126,10,126,<2;12>,{24=500;25=500},,,
1541305,1441,3,5,{gold=410000;51441=8;59001=8},70,1,0,1,912,7,181,8,181,9,127,10,127,,,,,
1541306,1441,3,6,{gold=450000;51441=8;59001=8;501=1},70,1,0,1,921,7,183,8,183,9,129,10,129,,,,,
1541307,1441,3,7,{gold=500000;51441=9;59001=9;501=1},70,1,0,1,930,7,184,8,184,9,130,10,130,,,,,
1541308,1441,3,8,{gold=540000;51441=9;59001=9;501=1;221=1},70,1,0,1,939,7,186,8,186,9,131,10,131,,,79002,,{advance=14;goodFeel=150;star=9;zawakeStage=208}
1541401,1441,4,1,{gold=350000;51441=8;59001=8},80,1,0,1,950,7,189,8,189,9,133,10,133,,,,,
1541402,1441,4,2,{gold=410000;51441=8;59001=8},80,1,0,1,960,7,190,8,190,9,134,10,134,,,,,
1541403,1441,4,3,{gold=480000;51441=9;59001=9},80,1,0,1,969,7,192,8,192,9,135,10,135,,,,,
1541404,1441,4,4,{gold=540000;51441=9;59001=9},80,1,0,1,979,7,194,8,194,9,137,10,137,<0>,{14=300;16=300},,,
1541405,1441,4,5,{gold=620000;51441=10;59001=10},80,1,0,1,988,7,196,8,196,9,138,10,138,,,,,
1541406,1441,4,6,{gold=680000;51441=10;59001=10;501=1},80,1,0,1,998,7,198,8,198,9,139,10,139,,,,,
1541407,1441,4,7,{gold=750000;51441=11;59001=11;501=1},80,1,0,1,1007,7,200,8,200,9,141,10,141,,,,,
1541408,1441,4,8,{gold=810000;51441=11;59001=11;501=1;231=1},80,1,0,1,1017,7,202,8,202,9,142,10,142,,,79004,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308}
1541501,1441,5,1,{gold=530000;51441=9;59001=9},100,1,0,1,1023,7,203,8,203,9,143,10,143,,,,,
1541502,1441,5,2,{gold=620000;51441=9;59001=9},100,1,0,1,1034,7,205,8,205,9,144,10,144,,,,,
1541503,1441,5,3,{gold=720000;51441=10;59001=10},100,1,0,1,1044,7,207,8,207,9,146,10,146,,,,,
1541504,1441,5,4,{gold=810000;51441=10;59001=10},100,1,0,1,1054,7,209,8,209,9,147,10,147,<6;10>,{14=500;16=500},,,
1541505,1441,5,5,{gold=930000;51441=11;59001=11;502=1;501=1},100,1,0,1,1064,7,211,8,211,9,149,10,149,,,,,
1541506,1441,5,6,{gold=1020000;51441=11;59001=11;502=1;501=1},100,1,0,1,1075,7,213,8,213,9,150,10,150,,,,,
1541507,1441,5,7,{gold=1130000;51441=12;59001=12;502=1;501=1},100,1,0,1,1085,7,215,8,215,9,151,10,151,,,,,
1541508,1441,5,8,{gold=1220000;51441=12;59001=12;502=1;501=1;201=1},100,1,0,1,1095,7,217,8,217,9,153,10,153,<0>,{22=300;23=300},,,
1541601,1441,6,1,{gold=800000;51441=10;59001=10},125,1,0,1,1097,7,218,8,218,9,153,10,153,,,,,
1541602,1441,6,2,{gold=930000;51441=10;59001=10},125,1,0,1,1107,7,220,8,220,9,155,10,155,,,,,
1541603,1441,6,3,{gold=1080000;51441=11;59001=11;502=1;501=1},125,1,0,1,1118,7,222,8,222,9,156,10,156,,,,,
1541604,1441,6,4,{gold=1220000;51441=11;59001=11;502=1;501=1},125,1,0,1,1129,7,224,8,224,9,158,10,158,<13>,{22=800;23=800},,,
1541605,1441,6,5,{gold=1400000;51441=12;59001=12;502=1;501=1},125,1,0,1,1140,7,226,8,226,9,159,10,159,,,,,
1541606,1441,6,6,{gold=1530000;51441=12;59001=12;502=1;501=1},125,1,0,1,1151,7,228,8,228,9,161,10,161,,,,,
1541607,1441,6,7,{gold=1700000;51441=13;59001=13;502=2;501=2;201=1},125,1,0,1,1162,7,231,8,231,9,162,10,162,,,,,
1541608,1441,6,8,{gold=1830000;51441=13;59001=13;502=2;501=2;2152=1},125,1,0,1,1173,7,233,8,233,9,164,10,164,,,79003,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508}
1541701,1441,7,1,{gold=1200000;51441=11;59001=11},150,1,0,1,1170,7,232,8,232,9,163,10,163,,,,,
1541702,1441,7,2,{gold=1400000;51441=11;59001=11},150,1,0,1,1181,7,234,8,234,9,165,10,165,,,,,
1541703,1441,7,3,{gold=1620000;51441=12;59001=12},150,1,0,1,1193,7,237,8,237,9,166,10,166,,,,,
1541704,1441,7,4,{gold=1830000;51441=12;59001=12},150,1,0,1,1205,7,239,8,239,9,168,10,168,,,,,
1541705,1441,7,5,{gold=2100000;51441=13;59001=13},150,1,0,1,1216,7,241,8,241,9,170,10,170,,,,,
1541706,1441,7,6,{gold=2300000;51441=13;59001=13},150,1,0,1,1228,7,244,8,244,9,171,10,171,,,,,
1541707,1441,7,7,{gold=2550000;51441=14;59001=14},150,1,0,1,1240,7,246,8,246,9,173,10,173,,,,,
1541708,1441,7,8,{gold=2750000;51441=14;59001=14},150,1,0,1,1251,7,248,8,248,9,175,10,175,,,,,
1541801,1441,8,1,{gold=1800000;51441=12;59001=12},200,1,0,1,1243,7,247,8,247,9,173,10,173,,,,,
1541802,1441,8,2,{gold=2100000;51441=12;59001=12},200,1,0,1,1255,7,249,8,249,9,175,10,175,,,,,
1541803,1441,8,3,{gold=2430000;51441=13;59001=13},200,1,0,1,1268,7,251,8,251,9,177,10,177,,,,,
1541804,1441,8,4,{gold=2750000;51441=13;59001=13},200,1,0,1,1280,7,254,8,254,9,179,10,179,,,,,
1541805,1441,8,5,{gold=3150000;51441=14;59001=14},200,1,0,1,1292,7,256,8,256,9,180,10,180,,,,,
1541806,1441,8,6,{gold=3450000;51441=14;59001=14},200,1,0,1,1305,7,259,8,259,9,182,10,182,,,,,
1541807,1441,8,7,{gold=3830000;51441=15;59001=15},200,1,0,1,1317,7,261,8,261,9,184,10,184,,,,,
1541808,1441,8,8,{gold=4130000;51441=15;59001=15},200,1,0,1,1330,7,264,8,264,9,186,10,186,,,,,
1601101,1501,1,1,{gold=150000;51501=4;59002=4},75,1,0,1,853,7,169,8,169,9,119,10,119,,,,,
1601102,1501,1,2,{gold=180000;51501=4;59002=4},75,1,0,1,862,7,171,8,171,9,120,10,120,,,,,
1601103,1501,1,3,{gold=210000;51501=5;59002=5},75,1,0,1,870,7,172,8,172,9,121,10,121,,,,,
1601104,1501,1,4,{gold=240000;51501=5;59002=5},75,1,0,1,879,7,174,8,174,9,123,10,123,,,,,
1601105,1501,1,5,{gold=270000;51501=6;59002=6},75,1,0,1,887,7,176,8,176,9,124,10,124,,,,,
1601106,1501,1,6,{gold=300000;51501=6;59002=6},75,1,0,1,896,7,177,8,177,9,125,10,125,,,,,
1601107,1501,1,7,{gold=330000;51501=7;59002=7;501=1},75,1,0,1,904,7,179,8,179,9,126,10,126,,,,,
1601108,1501,1,8,{gold=360000;51501=7;59002=7;501=1},75,1,0,1,913,7,181,8,181,9,127,10,127,<0>,{24=300;25=300},,,
1601201,1501,2,1,{gold=230000;51501=6;59002=6},90,1,0,1,938,7,186,8,186,9,131,10,131,,,,,
1601202,1501,2,2,{gold=270000;51501=6;59002=6},90,1,0,1,948,7,188,8,188,9,132,10,132,,,,,
1601203,1501,2,3,{gold=320000;51501=7;59002=7},90,1,0,1,957,7,190,8,190,9,134,10,134,,,,,
1601204,1501,2,4,{gold=360000;51501=7;59002=7},90,1,0,1,966,7,191,8,191,9,135,10,135,,,,,
1601205,1501,2,5,{gold=410000;51501=8;59002=8;501=1},90,1,0,1,976,7,193,8,193,9,136,10,136,,,,,
1601206,1501,2,6,{gold=450000;51501=8;59002=8;501=1},90,1,0,1,985,7,195,8,195,9,137,10,137,,,,,
1601207,1501,2,7,{gold=500000;51501=9;59002=9;501=1},90,1,0,1,995,7,197,8,197,9,139,10,139,,,,,
1601208,1501,2,8,{gold=540000;51501=9;59002=9;501=1},90,1,0,1,1004,7,199,8,199,9,140,10,140,,,79001,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108}
1601301,1501,3,1,{gold=350000;51501=7;59002=7},105,1,0,1,1024,7,203,8,203,9,143,10,143,,,,,
1601302,1501,3,2,{gold=410000;51501=7;59002=7},105,1,0,1,1034,7,205,8,205,9,144,10,144,,,,,
1601303,1501,3,3,{gold=480000;51501=8;59002=8;501=1},105,1,0,1,1044,7,207,8,207,9,146,10,146,,,,,
1601304,1501,3,4,{gold=540000;51501=8;59002=8;501=1},105,1,0,1,1054,7,209,8,209,9,147,10,147,<2;12>,{24=500;25=500},,,
1601305,1501,3,5,{gold=620000;51501=9;59002=9;501=1},105,1,0,1,1065,7,211,8,211,9,149,10,149,,,,,
1601306,1501,3,6,{gold=680000;51501=9;59002=9;501=1},105,1,0,1,1075,7,213,8,213,9,150,10,150,,,,,
1601307,1501,3,7,{gold=750000;51501=10;59002=10;501=1},105,1,0,1,1085,7,215,8,215,9,151,10,151,,,,,
1601308,1501,3,8,{gold=810000;51501=10;59002=10;501=1;224=1},105,1,0,1,1095,7,217,8,217,9,153,10,153,,,79002,,{advance=15;goodFeel=160;star=9;zawakeStage=208}
1601401,1501,4,1,{gold=530000;51501=9;59002=9},120,1,0,1,1109,7,220,8,220,9,155,10,155,,,,,
1601402,1501,4,2,{gold=620000;51501=9;59002=9},120,1,0,1,1120,7,222,8,222,9,156,10,156,,,,,
1601403,1501,4,3,{gold=720000;51501=10;59002=10;501=1},120,1,0,1,1131,7,224,8,224,9,158,10,158,,,,,
1601404,1501,4,4,{gold=810000;51501=10;59002=10;501=1},120,1,0,1,1142,7,226,8,226,9,159,10,159,<0>,{14=300;16=300},,,
1601405,1501,4,5,{gold=930000;51501=11;59002=11;501=2},120,1,0,1,1153,7,228,8,228,9,161,10,161,,,,,
1601406,1501,4,6,{gold=1020000;51501=11;59002=11;501=2},120,1,0,1,1164,7,231,8,231,9,162,10,162,,,,,
1601407,1501,4,7,{gold=1130000;51501=12;59002=12;501=2;234=1},120,1,0,1,1175,7,233,8,233,9,164,10,164,,,,,
1601408,1501,4,8,{gold=1220000;51501=12;59002=12;501=2;2152=1},120,1,0,1,1187,7,235,8,235,9,166,10,166,,,79004,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308}
1601501,1501,5,1,{gold=800000;51501=10;59002=10;502=2},150,1,0,1,1194,7,237,8,237,9,167,10,167,,,,,
1601502,1501,5,2,{gold=930000;51501=10;59002=10;502=2},150,1,0,1,1206,7,239,8,239,9,168,10,168,,,,,
1601503,1501,5,3,{gold=1080000;51501=11;59002=11;502=2;501=1},150,1,0,1,1218,7,241,8,241,9,170,10,170,,,,,
1601504,1501,5,4,{gold=1220000;51501=11;59002=11;502=2;501=2},150,1,0,1,1230,7,244,8,244,9,172,10,172,<6;10>,{14=500;16=500},,,
1601505,1501,5,5,{gold=1400000;51501=12;59002=12;502=2;501=2},150,1,0,1,1242,7,246,8,246,9,173,10,173,,,,,
1601506,1501,5,6,{gold=1530000;51501=12;59002=12;502=3;501=2},150,1,0,1,1254,7,248,8,248,9,175,10,175,,,,,
1601507,1501,5,7,{gold=1700000;51501=13;59002=13;502=3;501=2},150,1,0,1,1266,7,251,8,251,9,177,10,177,,,,,
1601508,1501,5,8,{gold=1830000;51501=13;59002=13;204=1;214=1},150,1,0,1,1278,7,253,8,253,9,178,10,178,<0>,{22=300;23=300},,,
1601601,1501,6,1,{gold=1200000;51501=11;59002=11;502=2},188,1,0,1,1280,7,254,8,254,9,179,10,179,,,,,
1601602,1501,6,2,{gold=1400000;51501=11;59002=11;502=2},188,1,0,1,1292,7,256,8,256,9,180,10,180,,,,,
1601603,1501,6,3,{gold=1620000;51501=12;59002=12;502=3;501=2},188,1,0,1,1305,7,259,8,259,9,182,10,182,,,,,
1601604,1501,6,4,{gold=1830000;51501=12;59002=12;502=3;501=2},188,1,0,1,1318,7,261,8,261,9,184,10,184,<13>,{22=800;23=800},,,
1601605,1501,6,5,{gold=2100000;51501=13;59002=13;502=3;501=3},188,1,0,1,1331,7,264,8,264,9,186,10,186,,,,,
1601606,1501,6,6,{gold=2300000;51501=13;59002=13;502=3;501=3},188,1,0,1,1343,7,266,8,266,9,187,10,187,,,,,
1601607,1501,6,7,{gold=2550000;51501=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1356,7,269,8,269,9,189,10,189,,,,,
1601608,1501,6,8,{gold=2750000;51501=14;59002=14;502=4;501=3;2152=1},188,1,0,1,1369,7,271,8,271,9,191,10,191,,,79003,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508}
1601701,1501,7,1,{gold=1800000;51501=12;59002=12},225,1,0,1,1365,7,270,8,270,9,190,10,190,,,,,
1601702,1501,7,2,{gold=2100000;51501=12;59002=12},225,1,0,1,1378,7,273,8,273,9,192,10,192,,,,,
1601703,1501,7,3,{gold=2430000;51501=13;59002=13},225,1,0,1,1392,7,276,8,276,9,194,10,194,,,,,
1601704,1501,7,4,{gold=2750000;51501=13;59002=13},225,1,0,1,1406,7,279,8,279,9,196,10,196,,,,,
1601705,1501,7,5,{gold=3150000;51501=14;59002=14},225,1,0,1,1419,7,281,8,281,9,198,10,198,,,,,
1601706,1501,7,6,{gold=3450000;51501=14;59002=14},225,1,0,1,1433,7,284,8,284,9,200,10,200,,,,,
1601707,1501,7,7,{gold=3830000;51501=15;59002=15},225,1,0,1,1447,7,287,8,287,9,202,10,202,,,,,
1601708,1501,7,8,{gold=4130000;51501=15;59002=15},225,1,0,1,1460,7,289,8,289,9,204,10,204,,,,,
1601801,1501,8,1,{gold=2700000;51501=13;59002=13},300,1,0,1,1450,7,287,8,287,9,202,10,202,,,,,
1601802,1501,8,2,{gold=3150000;51501=13;59002=13},300,1,0,1,1465,7,290,8,290,9,204,10,204,,,,,
1601803,1501,8,3,{gold=3650000;51501=14;59002=14},300,1,0,1,1479,7,293,8,293,9,206,10,206,,,,,
1601804,1501,8,4,{gold=4130000;51501=14;59002=14},300,1,0,1,1494,7,296,8,296,9,208,10,208,,,,,
1601805,1501,8,5,{gold=4730000;51501=15;59002=15},300,1,0,1,1508,7,299,8,299,9,210,10,210,,,,,
1601806,1501,8,6,{gold=5180000;51501=15;59002=15},300,1,0,1,1523,7,302,8,302,9,212,10,212,,,,,
1601807,1501,8,7,{gold=5750000;51501=16;59002=16},300,1,0,1,1537,7,305,8,305,9,214,10,214,,,,,
1601808,1501,8,8,{gold=6200000;51501=16;59002=16},300,1,0,1,1552,7,307,8,307,9,216,10,216,,,,,
1711101,1611,1,1,{gold=100000;51611=3;59001=3},50,1,0,1,731,7,145,8,145,9,102,10,102,,,,,
1711102,1611,1,2,{gold=120000;51611=3;59001=3},50,1,0,1,738,7,146,8,146,9,103,10,103,,,,,
1711103,1611,1,3,{gold=140000;51611=4;59001=4},50,1,0,1,746,7,148,8,148,9,104,10,104,,,,,
1711104,1611,1,4,{gold=160000;51611=4;59001=4},50,1,0,1,753,7,149,8,149,9,105,10,105,,,,,
1711105,1611,1,5,{gold=180000;51611=5;59001=5},50,1,0,1,760,7,151,8,151,9,106,10,106,,,,,
1711106,1611,1,6,{gold=200000;51611=5;59001=5},50,1,0,1,768,7,152,8,152,9,107,10,107,,,,,
1711107,1611,1,7,{gold=220000;51611=6;59001=6},50,1,0,1,775,7,154,8,154,9,108,10,108,,,,,
1711108,1611,1,8,{gold=240000;51611=6;59001=6;501=1},50,1,0,1,782,7,155,8,155,9,109,10,109,<0>,{24=300;25=300},,,
