"﻿变量名",zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,awakeDes1_tw,awakeDes1_en,awakeDes1_vn,awakeDes1_kr,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
145107,1351,Lotte Kappa,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
145108,1351,Lotte Kappa,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
149101,1391,Xanadu,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
149102,1391,Xanadu,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
149103,1391,Xanadu,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
149104,1391,Xanadu,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
149105,1391,Xanadu,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
149106,1391,Xanadu,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
149107,1391,Xanadu,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
149108,1391,Xanadu,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
149201,1392,Already,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
149202,1392,Already,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
149203,1392,Already,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
149204,1392,Already,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
149205,1392,Already,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
149206,1392,Already,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
149207,1392,Already,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
149208,1392,Already,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
152101,1421,leave king,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
152102,1421,leave king,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
152103,1421,leave king,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
152104,1421,leave king,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
152105,1421,leave king,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
152106,1421,leave king,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
152107,1421,leave king,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
152108,1421,leave king,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
154101,1441,Boom,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
154102,1441,Boom,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
154103,1441,Boom,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
154104,1441,Boom,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
154105,1441,Boom,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
154106,1441,Boom,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
154107,1441,Boom,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
154108,1441,Boom,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
160101,1501,Boss Cordora,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
160102,1501,Boss Cordora,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
160103,1501,Boss Cordora,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
160104,1501,Boss Cordora,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
160105,1501,Boss Cordora,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
160106,1501,Boss Cordora,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
160107,1501,Boss Cordora,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
160108,1501,Boss Cordora,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
171101,1611,fire camel,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
171102,1611,fire camel,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
171103,1611,fire camel,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
171104,1611,fire camel,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
171105,1611,fire camel,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
171106,1611,fire camel,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
171107,1611,fire camel,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
171108,1611,fire camel,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
190101,1801,curse doll,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
190102,1801,curse doll,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
190103,1801,curse doll,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
190104,1801,curse doll,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
190105,1801,curse doll,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
190106,1801,curse doll,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
190107,1801,curse doll,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
190108,1801,curse doll,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
191101,1811,night genie,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
191102,1811,night genie,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
191103,1811,night genie,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
191104,1811,night genie,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
191105,1811,night genie,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
191106,1811,night genie,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
191107,1811,night genie,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
191108,1811,night genie,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
194101,1841,Absolu,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
194102,1841,Absolu,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
194103,1841,Absolu,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
194104,1841,Absolu,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
194105,1841,Absolu,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
194106,1841,Absolu,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
194107,1841,Absolu,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
194108,1841,Absolu,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
195101,1851,ice ghost guard,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
195102,1851,ice ghost guard,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
195103,1851,ice ghost guard,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
195104,1851,ice ghost guard,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
195105,1851,ice ghost guard,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
195106,1851,ice ghost guard,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
195107,1851,ice ghost guard,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
195108,1851,ice ghost guard,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
195201,1852,Snow Fairy,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
195202,1852,Snow Fairy,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
195203,1852,Snow Fairy,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
195204,1852,Snow Fairy,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
195205,1852,Snow Fairy,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
195206,1852,Snow Fairy,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
195207,1852,Snow Fairy,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
195208,1852,Snow Fairy,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
196101,1861,Diya sea lion,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
196102,1861,Diya sea lion,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
196103,1861,Diya sea lion,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
196104,1861,Diya sea lion,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
196105,1861,Diya sea lion,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
196106,1861,Diya sea lion,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
196107,1861,Diya sea lion,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
196108,1861,Diya sea lion,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
199101,1891,Tyrannosaurus,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
199102,1891,Tyrannosaurus,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
199103,1891,Tyrannosaurus,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
199104,1891,Tyrannosaurus,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
199105,1891,Tyrannosaurus,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
199106,1891,Tyrannosaurus,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
199107,1891,Tyrannosaurus,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
199108,1891,Tyrannosaurus,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
200101,1901,Metagros,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
200102,1901,Metagros,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
200103,1901,Metagros,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
200104,1901,Metagros,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
200105,1901,Metagros,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
200106,1901,Metagros,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
200107,1901,Metagros,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
200108,1901,Metagros,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
201101,1911,reggie lock,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
201102,1911,reggie lock,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
201103,1911,reggie lock,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
201104,1911,reggie lock,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
201105,1911,reggie lock,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
201106,1911,reggie lock,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
201107,1911,reggie lock,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
201108,1911,reggie lock,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
202101,1921,Regis,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
202102,1921,Regis,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
202103,1921,Regis,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
202104,1921,Regis,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
202105,1921,Regis,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
202106,1921,Regis,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
202107,1921,Regis,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
202108,1921,Regis,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
203101,1931,Regis Chilloo,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
203102,1931,Regis Chilloo,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
203103,1931,Regis Chilloo,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
203104,1931,Regis Chilloo,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
203105,1931,Regis Chilloo,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
203106,1931,Regis Chilloo,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
203107,1931,Regis Chilloo,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
203108,1931,Regis Chilloo,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
204101,1941,Ladias,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
204102,1941,Ladias,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
204103,1941,Ladias,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
204104,1941,Ladias,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
204105,1941,Ladias,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
204106,1941,Ladias,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
204107,1941,Ladias,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
204108,1941,Ladias,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
205101,1951,Latios,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
205102,1951,Latios,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
205103,1951,Latios,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
205104,1951,Latios,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
205105,1951,Latios,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
205106,1951,Latios,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
205107,1951,Latios,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
205108,1951,Latios,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
206101,1961,Gayoka,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
206102,1961,Gayoka,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
206103,1961,Gayoka,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,
206104,1961,Gayoka,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=160;equipStarSum=12;zawakeStage=308},,
206105,1961,Gayoka,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,
206106,1961,Gayoka,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
206107,1961,Gayoka,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,
206108,1961,Gayoka,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=160;equipStarSum=24;zawakeStage=708},,
207101,1971,Gulardo,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
207102,1971,Gulardo,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
207103,1971,Gulardo,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,
207104,1971,Gulardo,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=160;equipStarSum=12;zawakeStage=308},,
207105,1971,Gulardo,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,
