"﻿变量名",name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
,Tropius·Z Awake Shard,熱帶龍·Z覺醒碎片,Tropius·Z Awake Shard,,,,,,Z Awakening cultivation for improving Tropical Dragon,,,,Z Awakening cultivation for improving Tropical Dragon,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,鈴鐺響·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Bell Ringing,,,,Z Awakening Cultivation for Raising the Bell Ringing,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51841,Absol·Z Awake Shard,阿勃梭魯·Z覺醒碎片,Absol·Z Awake Shard,,,,1841,config/portrait/jinglingtouxiang/img_359_absl@.png,Z Awakening Cultivation Used to Improve Absolu,,,,Z Awakening Cultivation Used to Improve Absolu,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51851,Squirtle·Z Awake Shard,雪童子·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1851,config/portrait/jinglingtouxiang/img_361_xtz@.png,Z Awakening Cultivation Used to Improve Snow Boy,,,,Z Awakening Cultivation Used to Improve Snow Boy,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51861,Spheal·Z Awake Shard,海豹球·Z覺醒碎片,Spheal·Z Awake Shard,,,,1861,config/portrait/jinglingtouxiang/img_363_hbq@.png,Z Awakening cultivation for improving seal balls,,,,Z Awakening cultivation for improving seal balls,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,珍珠貝·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Pearl Oyster,,,,Z Awakening Cultivation Used to Improve Pearl Oyster,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Relicanth·Z Awake Shard,古空棘魚·Z覺醒碎片,Relicanth·Z Awake Shard,,,,,,The Z-awakening cultivation used to improve the ancient coelacanth,,,,The Z-awakening cultivation used to improve the ancient coelacanth,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51891,Squirtle·Z Awake Shard,寶貝龍·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1891,config/portrait/jinglingtouxiang/img_371_bbl@.png,Z awakening cultivation for raising baby dragons,,,,Z awakening cultivation for raising baby dragons,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51901,Beldum·Z Awake Shard,鐵啞鈴·Z覺醒碎片,Beldum·Z Awake Shard,,,,1901,config/portrait/jinglingtouxiang/img_374_tyl@.png,Z Awakening Formation for Lifting Iron Dumbbells,,,,Z Awakening Formation for Lifting Iron Dumbbells,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51911,Squirtle·Z Awake Shard,雷吉洛克·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1911,config/portrait/jinglingtouxiang/img_377_ljlk@.png,Z Awakening Cultivation for Raising Reggie Locke,,,,Z Awakening Cultivation for Raising Reggie Locke,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51921,Regice·Z Awake Shard,雷吉艾斯·Z覺醒碎片,Regice·Z Awake Shard,,,,1921,config/portrait/jinglingtouxiang/img_378_ljas@.png,Z Awakening Cultivation for Raising Regis,,,,Z Awakening Cultivation for Raising Regis,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51931,Squirtle·Z Awake Shard,雷吉斯奇魯·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1931,config/portrait/jinglingtouxiang/img_379_ljsql@.png,Z Awakening Cultivation for Raising Registeel,,,,Z Awakening Cultivation for Raising Registeel,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51941,Latias·Z Awake Shard,拉帝亞斯·Z覺醒碎片,Latias·Z Awake Shard,,,,1941,config/portrait/jinglingtouxiang/img_380_ldys@.png,Z Awakening Cultivation Used to Raise Latias,,,,Z Awakening Cultivation Used to Raise Latias,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51951,Squirtle·Z Awake Shard,拉帝歐斯·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1951,config/portrait/jinglingtouxiang/img_381_ldos@.png,Z Awakening Cultivation for Raising Latios,,,,Z Awakening Cultivation for Raising Latios,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51961,Kyogre·Z Awake Shard,蓋歐卡·Z覺醒碎片,Kyogre·Z Awake Shard,,,,1961,config/portrait/jinglingtouxiang/img_382_gok@.png,Z Awakening Cultivation for Raising Kyoka,,,,Z Awakening Cultivation for Raising Kyoka,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51971,Squirtle·Z Awake Shard,固拉多·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1971,config/portrait/jinglingtouxiang/img_383_gld@.png,Z Awakening cultivation for improving Gulardo,,,,Z Awakening cultivation for improving Gulardo,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Groudon·Z Awake Shard,固拉多·原始回歸的樣子·Z覺醒碎片,Groudon·Z Awake Shard,,,,,config/portrait/jinglingtouxiang/img_383_cjgld@.png,Z Awakening cultivation for improving the appearance of Groudon Primordial Return,,,,Z Awakening cultivation for improving the appearance of Groudon Primordial Return,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
51981,Squirtle·Z Awake Shard,裂空座·Z覺醒碎片,Squirtle·Z Awake Shard,,,,1981,config/portrait/jinglingtouxiang/img_384_lkz@.png,Z Awakening Cultivation for Raising the Rift Seat,,,,Z Awakening Cultivation for Raising the Rift Seat,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Jirachi·Z Awake Shard,基拉祈·Z覺醒碎片,Jirachi·Z Awake Shard,,,,,config/portrait/jinglingtouxiang/img_385_jlq@.png,Used to improve Kiraqi's Z Awakening cultivation,,,,Used to improve Kiraqi's Z Awakening cultivation,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,代歐奇希斯·普通形態·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving Deoxys normal form,,,,Z Awakening cultivation for improving Deoxys normal form,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52011,Turtwig·Z Awake Shard,草苗龜·Z覺醒碎片,Turtwig·Z Awake Shard,,,,2011,config/portrait/jinglingtouxiang/img_387_cmg@.png,It is used to improve the Z-awakening cultivation of the tortoise,,,,It is used to improve the Z-awakening cultivation of the tortoise,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,小火焰猴·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Little Flame Monkey,,,,Z Awakening Cultivation Used to Improve Little Flame Monkey,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52031,Piplup·Z Awake Shard,波加曼·Z覺醒碎片,Piplup·Z Awake Shard,,,,2031,config/portrait/jinglingtouxiang/img_393_bjm@.png,Z Awakening Cultivation for Raising Pogaman,,,,Z Awakening Cultivation for Raising Pogaman,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,姆克兒·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Used to improve Mukle's Z Awakening cultivation,,,,Used to improve Mukle's Z Awakening cultivation,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Bidoof·Z Awake Shard,大牙狸·Z覺醒碎片,Bidoof·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of Big Tooth Beaver,,,,It is used to improve the Z-awakening development of Big Tooth Beaver,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,圓法師·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Yuan Mage,,,,Z Awakening Cultivation for Raising Yuan Mage,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52071,Shinx·Z Awake Shard,小貓怪·Z覺醒碎片,Shinx·Z Awake Shard,,,,2071,config/portrait/jinglingtouxiang/img_403_xmg@.png,Z Awakening cultivation for improving kitty monsters,,,,Z Awakening cultivation for improving kitty monsters,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,頭蓋龍·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for raising the head cover dragon,,,,Z Awakening cultivation for raising the head cover dragon,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Shieldon·Z Awake Shard,盾甲龍·Z覺醒碎片,Shieldon·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve the armored dragon,,,,The Z Awakening cultivation used to improve the armored dragon,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,結草兒·草木蓑衣·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of Knot Grass · Grass Cloak,,,,It is used to improve the Z-awakening development of Knot Grass · Grass Cloak,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Combee·Z Awake Shard,三蜜蜂·Z覺醒碎片,Combee·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Three Bees,,,,Z Awakening Cultivation for Raising Three Bees,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,帕奇里茲·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Raise Patch Leeds,,,,Z Awakening Cultivation Used to Raise Patch Leeds,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Buizel·Z Awake Shard,泳圈鼬·Z覺醒碎片,Buizel·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the swimming ring ferret,,,,It is used to improve the Z awakening cultivation of the swimming ring ferret,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,櫻花寶·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Cherry Blossom Treasure,,,,Z Awakening Cultivation for Raising Cherry Blossom Treasure,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,West Sea Shellos·Z Awake Shard,無殼海兔·西海·Z覺醒碎片,West Sea Shellos·Z Awake Shard,,,,,,It is used to improve the Z-awakening cultivation of shellless sea rabbit Xihai,,,,It is used to improve the Z-awakening cultivation of shellless sea rabbit Xihai,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,飄飄球·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Floating Ball,,,,Z Awakening Cultivation for Improving Floating Ball,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Buneary·Z Awake Shard,卷卷耳·Z覺醒碎片,Buneary·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Curly Ears,,,,Z Awakening Cultivation for Raising Curly Ears,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,魅力喵·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Charming Meow,,,,Z Awakening Cultivation for Improving Charming Meow,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Stunky·Z Awake Shard,臭鼬噗·Z覺醒碎片,Stunky·Z Awake Shard,,,,,,Z Awakening perk for raising Skunkpoof,,,,Z Awakening perk for raising Skunkpoof,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,銅鏡怪·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve the Bronze Mirror Monster,,,,Z Awakening Cultivation Used to Improve the Bronze Mirror Monster,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Chatot·Z Awake Shard,聒噪鳥·Z覺醒碎片,Chatot·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the noisy bird,,,,It is used to improve the Z awakening cultivation of the noisy bird,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,花岩怪·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of Huayan monster,,,,It is used to improve the Z awakening cultivation of Huayan monster,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52231,Gible·Z Awake Shard,圓陸鯊·Z覺醒碎片,Gible·Z Awake Shard,,,,2231,config/portrait/jinglingtouxiang/img_443_yls@.png,It is used to improve the Z awakening cultivation of the round land shark,,,,It is used to improve the Z awakening cultivation of the round land shark,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52241,Squirtle·Z Awake Shard,利歐路·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2241,config/portrait/jinglingtouxiang/img_447_lol@.png,Z Awakening Cultivation for Raising Riolu,,,,Z Awakening Cultivation for Raising Riolu,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Hippopotas·Z Awake Shard,沙河馬·Z覺醒碎片,Hippopotas·Z Awake Shard,,,,,,The Z-awakening cultivation used to improve the sand hippopotamus,,,,The Z-awakening cultivation used to improve the sand hippopotamus,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,鉗尾蠍·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Pincertail Scorpion,,,,Z Awakening Cultivation for Raising Pincertail Scorpion,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52271,Croagunk·Z Awake Shard,不良蛙·Z覺醒碎片,Croagunk·Z Awake Shard,,,,2271,config/portrait/jinglingtouxiang/img_453_blw@.png,Z Awakening cultivation for improving bad frogs,,,,Z Awakening cultivation for improving bad frogs,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,尖牙籠·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for raising Fang Cage,,,,Z Awakening cultivation for raising Fang Cage,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Finneon·Z Awake Shard,螢光魚·Z覺醒碎片,Finneon·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of fluorescent fish,,,,It is used to improve the Z awakening cultivation of fluorescent fish,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52301,Squirtle·Z Awake Shard,雪笠怪·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2301,config/portrait/jinglingtouxiang/img_459_xzg@.png,Z Awakening Cultivation Used to Improve Snow Hat Monster,,,,Z Awakening Cultivation Used to Improve Snow Hat Monster,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Rotom·Z Awake Shard,洛托姆·Z覺醒碎片,Rotom·Z Awake Shard,,,,,,Z awakening cultivation for raising Rotom,,,,Z awakening cultivation for raising Rotom,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,由克希·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Used to enhance the Z Awakening cultivated by Kirsi,,,,Used to enhance the Z Awakening cultivated by Kirsi,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Mesprit·Z Awake Shard,艾姆利多·Z覺醒碎片,Mesprit·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Emrido,,,,Z Awakening Cultivation Used to Improve Emrido,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,亞克諾姆·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Ascension of Yak Nome,,,,Z Awakening Cultivation for Ascension of Yak Nome,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52351,Dialga·Z Awake Shard,帝牙盧卡·Z覺醒碎片,Dialga·Z Awake Shard,,,,2351,config/portrait/jinglingtouxiang/img_483_dylk@.png,Z Awakening Cultivation for Improving Dialga,,,,Z Awakening Cultivation for Improving Dialga,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52361,Squirtle·Z Awake Shard,帕路奇亞·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2361,config/portrait/jinglingtouxiang/img_484_plqy@.png,Z Awakening Cultivation for Raising Palkia,,,,Z Awakening Cultivation for Raising Palkia,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Heatran·Z Awake Shard,席多藍恩·Z覺醒碎片,Heatran·Z Awake Shard,,,,,,It is used to improve the Z Awakening cultivation of Xidoran,,,,It is used to improve the Z Awakening cultivation of Xidoran,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52381,Squirtle·Z Awake Shard,雷吉奇卡斯·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2381,config/portrait/jinglingtouxiang/img_486_ljqks@.png,Z Awakening Cultivation for Raising Regikikas,,,,Z Awakening Cultivation for Raising Regikikas,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52391,Giratina·Z Awake Shard,騎拉帝納·Z覺醒碎片,Giratina·Z Awake Shard,,,,2391,config/portrait/jinglingtouxiang/img_487_qldn@.png,Z Awakening cultivation for improving Giratina,,,,Z Awakening cultivation for improving Giratina,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52401,Squirtle·Z Awake Shard,克雷色利亞·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2401,config/portrait/jinglingtouxiang/img_488_klsly@.png,Z Awakening cultivation for improving Cresselia,,,,Z Awakening cultivation for improving Cresselia,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Phione·Z Awake Shard,霏歐納·Z覺醒碎片,Phione·Z Awake Shard,,,,,,Used to improve Fiona's Z Awakening cultivation,,,,Used to improve Fiona's Z Awakening cultivation,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,瑪納霏·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Manafei,,,,Z Awakening Cultivation Used to Improve Manafei,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52431,Darkrai·Z Awake Shard,達克萊伊·Z覺醒碎片,Darkrai·Z Awake Shard,,,,2431,config/portrait/jinglingtouxiang/img_491_dkly@.png,Z Awakening cultivation for raising Darkrai,,,,Z Awakening cultivation for raising Darkrai,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52441,Squirtle·Z Awake Shard,謝米·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2441,config/portrait/jinglingtouxiang/img_492_xm@.png,It is used to improve Shaymi's Z Awakening cultivation,,,,It is used to improve Shaymi's Z Awakening cultivation,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Arceus·Z Awake Shard,阿爾宙斯·Z覺醒碎片,Arceus·Z Awake Shard,,,,,,Z Awakening Cultivation for Ascension of Arceus,,,,Z Awakening Cultivation for Ascension of Arceus,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,比克提尼·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Nurturing for Boosting Victini,,,,Z Awakening Nurturing for Boosting Victini,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52471,Snivy·Z Awake Shard,藤藤蛇·Z覺醒碎片,Snivy·Z Awake Shard,,,,2471,config/portrait/jinglingtouxiang/img_495_tts@.png,The Z Awakening cultivation used to improve the rattan snake,,,,The Z Awakening cultivation used to improve the rattan snake,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52481,Squirtle·Z Awake Shard,暖暖豬·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2481,config/portrait/jinglingtouxiang/img_498_nnz@.png,It is used to improve the Z awakening cultivation of Nuannuan pig,,,,It is used to improve the Z awakening cultivation of Nuannuan pig,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Oshawott·Z Awake Shard,水水獺·Z覺醒碎片,Oshawott·Z Awake Shard,,,,,,Z Awakening Brought Up for Raising Otters,,,,Z Awakening Brought Up for Raising Otters,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,探探鼠·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of Tantanmouse,,,,It is used to improve the Z awakening cultivation of Tantanmouse,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Lillipup·Z Awake Shard,小約克·Z覺醒碎片,Lillipup·Z Awake Shard,,,,,,Z Awakening cultivation for raising Little York,,,,Z Awakening cultivation for raising Little York,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,扒手貓·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z Awakening cultivation of Pickpocket Cat,,,,It is used to improve the Z Awakening cultivation of Pickpocket Cat,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Pansage·Z Awake Shard,花椰猴·Z覺醒碎片,Pansage·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Coconut Monkeys,,,,Z Awakening Cultivation for Raising Coconut Monkeys,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,爆香猴·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the sauté monkey,,,,It is used to improve the Z awakening cultivation of the sauté monkey,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Panpour·Z Awake Shard,冷水猴·Z覺醒碎片,Panpour·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of cold water monkeys,,,,It is used to improve the Z awakening cultivation of cold water monkeys,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,食夢夢·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Dream Eater,,,,Z Awakening Cultivation for Improving Dream Eater,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Pidove·Z Awake Shard,豆豆鴿·Z覺醒碎片,Pidove·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of Doudouge,,,,It is used to improve the Z-awakening development of Doudouge,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,斑斑馬·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Zebra,,,,Z Awakening Cultivation for Raising Zebra,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52591,Roggenrola·Z Awake Shard,石丸子·Z覺醒碎片,Roggenrola·Z Awake Shard,,,,2591,config/portrait/jinglingtouxiang/img_524_swz@.png,Z Awakening Cultivation for Improving Ishiwano,,,,Z Awakening Cultivation for Improving Ishiwano,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,滾滾蝙蝠·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving Rolling Bat,,,,Z Awakening cultivation for improving Rolling Bat,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52611,Drilbur·Z Awake Shard,螺釘地鼠·Z覺醒碎片,Drilbur·Z Awake Shard,,,,2611,config/portrait/jinglingtouxiang/img_529_ldds@.png,Z Awakening Brought Up for Raising Screw Gophers,,,,Z Awakening Brought Up for Raising Screw Gophers,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,差不多娃娃·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Almost Dolls,,,,Z Awakening Cultivation for Raising Almost Dolls,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52631,Timburr·Z Awake Shard,搬運小匠·Z覺醒碎片,Timburr·Z Awake Shard,,,,2631,config/portrait/jinglingtouxiang/img_532_byxj@.png,It is used to improve the Z-awakening development of the small transporter,,,,It is used to improve the Z-awakening development of the small transporter,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,圓蝌蚪·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening nurturing for raising round tadpoles,,,,Z Awakening nurturing for raising round tadpoles,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Throh·Z Awake Shard,投摔鬼·Z覺醒碎片,Throh·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Throwing Ghost,,,,Z Awakening Cultivation for Improving Throwing Ghost,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,打擊鬼·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Fighting Ghosts,,,,Z Awakening Cultivation for Improving Fighting Ghosts,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Sewaddle·Z Awake Shard,蟲寶包·Z覺醒碎片,Sewaddle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Zongbao Pack,,,,Z Awakening Cultivation for Raising the Zongbao Pack,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52681,Squirtle·Z Awake Shard,百足蜈蚣·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2681,config/portrait/jinglingtouxiang/img_543_bzwg@.png,The Z Awakening cultivation used to improve Centipede,,,,The Z Awakening cultivation used to improve Centipede,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Cottonee·Z Awake Shard,木棉球·Z覺醒碎片,Cottonee·Z Awake Shard,,,,,,Z awakening cultivation for raising kapok balls,,,,Z awakening cultivation for raising kapok balls,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,百合根娃娃·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Lily Root Dolls,,,,Z Awakening Cultivation for Raising Lily Root Dolls,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Basculin - Red-Striped Form·Z Awake Shard,野蠻鱸魚·紅條紋的樣子·Z覺醒碎片,Basculin - Red-Striped Form·Z Awake Shard,,,,,,Z Awakening cultivation for improving the appearance of Savage Bass Red Stripe,,,,Z Awakening cultivation for improving the appearance of Savage Bass Red Stripe,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52721,Squirtle·Z Awake Shard,黑眼鱷·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2721,config/portrait/jinglingtouxiang/img_551_hye@.png,It is used to improve the Z awakening cultivation of the black-eyed crocodile,,,,It is used to improve the Z awakening cultivation of the black-eyed crocodile,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Darumaka·Z Awake Shard,火紅不倒翁·Z覺醒碎片,Darumaka·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Raise the Flaming Tumbler,,,,Z Awakening Cultivation Used to Raise the Flaming Tumbler,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,沙鈴仙人掌·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z-Awakening nurturing for raising Sandbell Cactus,,,,Z-Awakening nurturing for raising Sandbell Cactus,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Dwebble·Z Awake Shard,石居蟹·Z覺醒碎片,Dwebble·Z Awake Shard,,,,,,The Z-awakening cultivation used to improve the stone crab,,,,The Z-awakening cultivation used to improve the stone crab,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
