变量名,gateID,extraVersion,_beizhu,itemMap,count,probability,probability_tw,probability_kr,itemCount
2175,11908,4,( Random drop from ordinary levels in mobile games ) ( Normal 19-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2176,11909,4,( Random drop from ordinary levels in mobile games ) ( Normal 19-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2177,11910,4,( Random drop from ordinary levels in mobile games ) ( Normal 19-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2178,12001,4,( Random drop from normal levels in mobile games ) ( Normal 20-01) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2179,12002,4,( Normal levels of mobile games drop randomly ) ( Normal 20-02) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2180,12003,4,( Random drop from normal levels in mobile games ) ( Normal 20-03) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2181,12004,4,( Random drop from ordinary levels in mobile games ) ( Normal 20-04) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2182,12005,4,( Random drop from ordinary levels in mobile games ) ( Normal 20-05) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2183,12006,4,( Normal levels of mobile games drop randomly ) ( Normal 20-06) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2184,12007,4,( Random drop from normal levels in mobile games ) ( Normal 20-07) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2185,12008,4,( Random drop from ordinary levels in mobile games ) ( Normal 20-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2186,12009,4,( Random drop from normal levels in mobile games ) ( Normal 20-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2187,12010,4,( Random drop from ordinary levels in mobile games ) ( Normal 20-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2188,12101,4,( Normal level of mobile game drops randomly ) ( Normal 21-01) ( Normal level ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2189,12102,4,( Random drop from normal levels in mobile games ) ( Normal 21-02) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2190,12103,4,( Normal levels of mobile games drop randomly ) ( Normal 21-03) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2191,12104,4,( Random drop from normal levels in mobile games ) ( Normal 21-04) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2192,12105,4,( Random drop from ordinary levels in mobile games ) ( Normal 21-05) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2193,12106,4,( Random drop from ordinary levels in mobile games ) ( Normal 21-06) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2194,12107,4,( Random drop from normal levels in mobile games ) ( Normal 21-07) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2195,12108,4,( Random drop from common levels in mobile games ) ( Normal 21-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2196,12109,4,( Random drop from normal levels in mobile games ) ( Normal 21-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2197,12110,4,( Random drop from ordinary levels in mobile games ) ( Normal 21-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2198,12201,4,( Random drop from common levels in mobile games ) ( Normal 22-01) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2199,12202,4,( Random drop from normal levels in mobile games ) ( Normal 22-02) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2200,12203,4,( Random drop from common levels in mobile games ) ( Normal 22-03) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2201,12204,4,( Random drop from common levels in mobile games ) ( Normal 22-04) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2202,12205,4,( Random drop from ordinary levels in mobile games ) ( Normal 22-05) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2203,12206,4,( Random drop from common levels in mobile games ) ( Normal 22-06) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2204,12207,4,( Random drop from common levels in mobile games ) ( Normal 22-07) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2205,12208,4,( Random drop from normal levels in mobile games ) ( Normal 22-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2206,12209,4,( Random drop from common levels in mobile games ) ( Normal 22-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2207,12210,4,( Random drop from normal levels in mobile games ) ( Normal 22-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2208,12301,4,( Normal level of mobile game drops randomly ) ( Normal 23-01) ( Normal level ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2209,12302,4,( Random drop from common levels in mobile games ) ( Normal 23-02) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2210,12303,4,( Random drop from common levels in mobile games ) ( Normal 23-03) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2211,12304,4,( Random drop from normal levels in mobile games ) ( Normal 23-04) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2212,12305,4,( Random drop from ordinary levels in mobile games ) ( Normal 23-05) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2213,12306,4,( Random drop from common levels in mobile games ) ( Normal 23-06) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2214,12307,4,( Random drop from ordinary levels in mobile games ) ( Normal 23-07) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2215,12308,4,( Random drop from normal levels in mobile games ) ( Normal 23-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2216,12309,4,( Random drop from ordinary levels in mobile games ) ( Normal 23-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2217,12310,4,( Random drop from ordinary levels in mobile games ) ( Normal 23-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2218,12401,4,( Random drop from common levels in mobile games ) ( Normal 24-01) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2219,12402,4,( Random drop from ordinary levels in mobile games ) ( Normal 24-02) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2220,12403,4,( Random drop from normal levels in mobile games ) ( Normal 24-03) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2221,12404,4,( Random drop from normal levels in mobile games ) ( Normal 24-04) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2222,12405,4,( Random drop from ordinary levels in mobile games ) ( Normal 24-05) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2223,12406,4,( Random drop from normal levels in mobile games ) ( Normal 24-06) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2224,12407,4,( Random drop from ordinary levels in mobile games ) ( Normal 24-07) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2225,12408,4,( Random drop from ordinary levels in mobile games ) ( Normal 24-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2226,12409,4,( Random drop from common levels in mobile games ) ( Normal 24-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2227,12410,4,( Random drop from ordinary levels in mobile games ) ( Normal 24-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2228,12501,4,( Random drop from normal levels in mobile games ) ( Normal 25-01) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2229,12502,4,( Random drop from ordinary levels in mobile games ) ( Normal 25-02) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2230,12503,4,( Random drop from ordinary levels in mobile games ) ( Normal 25-03) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2231,12504,4,( Random drop from common levels in mobile games ) ( Normal 25-04) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2232,12505,4,( Random drop from ordinary levels in mobile games ) ( Normal 25-05) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2233,12506,4,( Random drop from normal levels in mobile games ) ( Normal 25-06) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2234,12507,4,( Random drop from ordinary levels in mobile games ) ( Normal 25-07) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2235,12508,4,( Random drop from common levels in mobile games ) ( Normal 25-08) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2236,12509,4,( Random drop from ordinary levels in mobile games ) ( Normal 25-09) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2237,12510,4,( Random drop from ordinary levels in mobile games ) ( Normal 25-10) ( Normal levels ),{6368=100;6369=100;6370=100;6371=100},1,7.5,7.5,7.5,
2238,20101,4,( Random drops from mobile game elite level ) ( Elite 1-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2239,20102,4,( Random drops from mobile game elite level ) ( Elite 1-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2240,20103,4,( Random drops from mobile game elite level ) ( Elite 1-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2241,20201,4,( Random drops from mobile game elite level ) ( Elite 2-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2242,20202,4,( Random drops from mobile game elite level ) ( Elite 2-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2243,20203,4,( Random drops from mobile game elite level ) ( Elite 2-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2244,20301,4,( Random drops from mobile game elite level ) ( Elite 3-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2245,20302,4,( Random drops from mobile game elite level ) ( Elite 3-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2246,20303,4,( Random drops from mobile game elite level ) ( Elite 3-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2247,20304,4,( Random drops from mobile game elite level ) ( Elite 3-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2248,20401,4,( Random drops from mobile game elite level ) ( Elite 4-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2249,20402,4,( Random drops from mobile game elite level ) ( Elite 4-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2250,20403,4,( Random drops from mobile game elite level ) ( Elite 4-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2251,20404,4,( Random drops from mobile game elite level ) ( Elite 4-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2252,20501,4,( Random drops from mobile game elite level ) ( Elite 5-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2253,20502,4,( Random drops from mobile game elite level ) ( Elite 5-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2254,20503,4,( Random drops from mobile game elite level ) ( Elite 5-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2255,20504,4,( Random drops from mobile game elite level ) ( Elite 5-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2256,20505,4,( Random drops from mobile game elite level ) ( Elite 5-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2257,20601,4,( Random drops from mobile game elite level ) ( Elite 6-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2258,20602,4,( Random drops from mobile game elite level ) ( Elite 6-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2259,20603,4,( Random drops from mobile game elite level ) ( Elite 6-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2260,20604,4,( Random drops from mobile game elite level ) ( Elite 6-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2261,20605,4,( Random drops from mobile game elite level ) ( Elite 6-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2262,20701,4,( Random drops from mobile game elite level ) ( Elite 7-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2263,20702,4,( Random drops from mobile game elite level ) ( Elite 7-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2264,20703,4,( Random drops from mobile game elite level ) ( Elite 7-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2265,20704,4,( Random drops from mobile game elite level ) ( Elite 7-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2266,20705,4,( Random drops from mobile game elite level ) ( Elite 7-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2267,20801,4,( Random drops from mobile game elite level ) ( Elite 8-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2268,20802,4,( Random drops from mobile game elite level ) ( Elite 8-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2269,20803,4,( Random drops from mobile game elite level ) ( Elite 8-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2270,20804,4,( Random drops from mobile game elite level ) ( Elite 8-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2271,20805,4,( Random drops from mobile game elite level ) ( Elite 8-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2272,20901,4,( Random drops from mobile game elite level ) ( Elite 9-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2273,20902,4,( Random drops from mobile game elite level ) ( Elite 9-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2274,20903,4,( Random drops from mobile game elite level ) ( Elite 9-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2275,20904,4,( Random drops from mobile game elite level ) ( Elite 9-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2276,20905,4,( Random drops from mobile game elite level ) ( Elite 9-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2277,21001,4,( Random drops from mobile game elite level ) ( Elite 10-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2278,21002,4,( Random drops from mobile game elite level ) ( Elite 10-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2279,21003,4,( Random drops from mobile game elite level ) ( Elite 10-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2280,21004,4,( Random drops from mobile game elite level ) ( Elite 10-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2281,21005,4,( Random drops from mobile game elite level ) ( Elite 10-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2282,21101,4,( Random drops from mobile game elite level ) ( Elite 11-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2283,21102,4,( Random drops from mobile game elite level ) ( Elite 11-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2284,21103,4,( Random drops from mobile game elite level ) ( Elite 11-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2285,21104,4,( Random drops from mobile game elite level ) ( Elite 11-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2286,21105,4,( Random drops from mobile game elite level ) ( Elite 11-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2287,21201,4,( Random drops from mobile game elite level ) ( Elite 12-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2288,21202,4,( Random drops from mobile game elite level ) ( Elite 12-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2289,21203,4,( Random drops from mobile game elite level ) ( Elite 12-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2290,21204,4,( Random drops from mobile game elite level ) ( Elite 12-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2291,21205,4,( Random drops from mobile game elite level ) ( Elite 12-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2292,21301,4,( Random drops from mobile game elite level ) ( Elite 13-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2293,21302,4,( Random drops from mobile game elite level ) ( Elite 13-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2294,21303,4,( Random drops from mobile game elite level ) ( Elite 13-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2295,21304,4,( Random drops from mobile game elite level ) ( Elite 13-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2296,21305,4,( Random drops from mobile game elite level ) ( Elite 13-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2297,21401,4,( Random drops from mobile game elite level ) ( Elite 14-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2298,21402,4,( Random drops from mobile game elite level ) ( Elite 14-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2299,21403,4,( Random drops from mobile game elite level ) ( Elite 14-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2300,21404,4,( Random drops from mobile game elite level ) ( Elite 14-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2301,21405,4,( Random drops from mobile game elite level ) ( Elite 14-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2302,21501,4,( Random drops from mobile game elite level ) ( Elite 15-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2303,21502,4,( Random drops from mobile game elite level ) ( Elite 15-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2304,21503,4,( Random drops from mobile game elite level ) ( Elite 15-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2305,21504,4,( Random drops from mobile game elite level ) ( Elite 15-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2306,21505,4,( Random drops from mobile game elite level ) ( Elite 15-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2307,21601,4,( Random drops from mobile game elite level ) ( Elite 16-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2308,21602,4,( Random drops from mobile game elite level ) ( Elite 16-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2309,21603,4,( Random drops from mobile game elite level ) ( Elite 16-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2310,21604,4,( Random drops from mobile game elite level ) ( Elite 16-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2311,21605,4,( Random drops from mobile game elite level ) ( Elite 16-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2312,21701,4,( Random drops from mobile game elite level ) ( Elite 17-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2313,21702,4,( Random drops from mobile game elite level ) ( Elite 17-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2314,21703,4,( Random drops from mobile game elite level ) ( Elite 17-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2315,21704,4,( Random drops from mobile game elite level ) ( Elite 17-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2316,21705,4,( Random drops from mobile game elite level ) ( Elite 17-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2317,21801,4,( Random drops from mobile game elite level ) ( Elite 18-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2318,21802,4,( Random drops from mobile game elite level ) ( Elite 18-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2319,21803,4,( Random drops from mobile game elite level ) ( Elite 18-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2320,21804,4,( Random drops from mobile game elite level ) ( Elite 18-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2321,21805,4,( Random drops from mobile game elite level ) ( Elite 18-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2322,21901,4,( Random drops from mobile game elite level ) ( Elite 19-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2323,21902,4,( Random drops from mobile game elite level ) ( Elite 19-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2324,21903,4,( Random drops from mobile game elite level ) ( Elite 19-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2325,21904,4,( Random drops from mobile game elite level ) ( Elite 19-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2326,21905,4,( Random drops from mobile game elite level ) ( Elite 19-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2327,22001,4,( Random drops from mobile game elite level ) ( Elite 20-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2328,22002,4,( Random drops from mobile game elite level ) ( Elite 20-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2329,22003,4,( Random drops from mobile game elite level ) ( Elite 20-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2330,22004,4,( Random drops from mobile game elite level ) ( Elite 20-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2331,22005,4,( Random drops from mobile game elite level ) ( Elite 20-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2332,22101,4,( Random drops from mobile game elite level ) ( Elite 21-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2333,22102,4,( Random drops from mobile game elite level ) ( Elite 21-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2334,22103,4,( Random drops from mobile game elite level ) ( Elite 21-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2335,22104,4,( Random drops from mobile game elite level ) ( Elite 21-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2336,22105,4,( Random drops from mobile game elite level ) ( Elite 21-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2337,22201,4,( Random drops from mobile game elite level ) ( Elite 22-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2338,22202,4,( Random drops from mobile game elite level ) ( Elite 22-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2339,22203,4,( Random drops from mobile game elite level ) ( Elite 22-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2340,22204,4,( Random drops from mobile game elite level ) ( Elite 22-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2341,22205,4,( Random drops from mobile game elite level ) ( Elite 22-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2342,22301,4,( Random drops from mobile game elite level ) ( Elite 23-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2343,22302,4,( Random drops from mobile game elite level ) ( Elite 23-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2344,22303,4,( Random drops from mobile game elite level ) ( Elite 23-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2345,22304,4,( Random drops from mobile game elite level ) ( Elite 23-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2346,22305,4,( Random drops from mobile game elite level ) ( Elite 23-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2347,22401,4,( Random drops from mobile game elite level ) ( Elite 24-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2348,22402,4,( Random drops from mobile game elite level ) ( Elite 24-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2349,22403,4,( Random drops from mobile game elite level ) ( Elite 24-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2350,22404,4,( Random drops from mobile game elite level ) ( Elite 24-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2351,22405,4,( Random drops from mobile game elite level ) ( Elite 24-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2352,22501,4,( Random drops from mobile game elite level ) ( Elite 25-01) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2353,22502,4,( Random drops from mobile game elite level ) ( Elite 25-02) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2354,22503,4,( Random drops from mobile game elite level ) ( Elite 25-03) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2355,22504,4,( Random drops from mobile game elite level ) ( Elite 25-04) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
2356,22505,4,( Random drops from mobile game elite level ) ( Elite 25-05) ( Elite level ),{6368=100;6369=100;6370=100;6371=100},1,15,15,15,
,,,,,,,,,
3001,10101,5,( Random drop from common levels in mobile games ) ( Normal 1-01) ( Normal levels ),{6312=100;6313=100},1,20,20,20,
3002,10102,5,( Random drop from normal levels in mobile games ) ( Normal 1-02) ( Normal levels ),{6312=100;6313=100},1,20,20,20,
3003,10103,5,( Normal level of mobile game drops randomly ) ( Normal 1-03) ( Normal level ),{6312=100;6313=100},1,20,20,20,
3004,10104,5,( Random drop from common levels in mobile games ) ( Normal 1-04) ( Normal levels ),{6312=100;6313=100},1,20,20,20,
3005,10105,5,( Random drop from common levels in mobile games ) ( Normal 1-05) ( Normal levels ),{6312=100;6313=100},1,20,20,20,
3006,10201,5,( Random drop from common levels in mobile games ) ( Normal 2-01) ( Normal levels ),{6312=100;6313=100},1,20,20,20,
