"﻿变量名",name,name_tw,name_en,name_vn,name_kr,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60943,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_3.png,9,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60944,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_3.png,9,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60945,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_3.png,9,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60946,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_3.png,9,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60951,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_4.png,9,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60952,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_4.png,9,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60953,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_4.png,9,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60954,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_4.png,9,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60955,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_4.png,9,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60956,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_4.png,9,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60961,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_5.png,9,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60962,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_5.png,9,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60963,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_5.png,9,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60964,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_5.png,9,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60965,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_5.png,9,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60966,Sacrifice,獻祭,Sacrifice,404,400404,config/chip/icon_kz_3_5.png,9,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
