"﻿变量名",_beizhu,cardID,unitID,desc,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
100311,Suicune,1241,,Copy 4_Player Card 11,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100313,Koga Ninja Frog,3303,,Copy 4_Player Card 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100316,flame bird,741,,Copy 4_Player Card 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100318,Bangeras,1253,,Copy 4_Player Card 14,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400301,Super Charizard X,14,400301,copy 4_monster 1,3,,,,,{141=80;142=80;143=80;146=80;40003016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400302,Super Charizard Y,15,400302,copy 4_monster 2,3,,,,,{151=80;152=80;153=80;156=80;40003026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401,night genie,1813,,Copy 5_Player Card 1,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100402,Hu Di,263,,Copy 5_Player Card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100403,Gengar,393,,Copy 5_Player Card 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100404,Giant Pincer Mantis,572,,copy 5_player card 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100405,Gyarados,631,,Copy 5_Player Card 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100406,flame bird,741,,Copy 5_Player Card 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100407,flame chicken,1303,,Copy 5_Player Card 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100408,Xanadu,1393,,copy 5_player card 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100409,leave king,1423,,Copy 5_Player Card 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100410,Koga Ninja Frog,3303,,Copy 5_Player Card 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400401,Hu Di,263,400401,copy 5_monster 1,3,,,,,{2631=80;2632=80;2633=80;2636=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400402,Hu Di,263,400402,copy 5_monster 2,3,,,,,{2631=80;2632=80;2633=80;2636=80;40004016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400403,Hu Di,263,400403,copy 5_monster 3,3,,,,,{2631=80;2632=80;2633=80;2636=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100501,Kyurem,3241,,Copy 6_Player Card 1,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,1000%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100502,pikachu,92,,Copy 6_Player Card 1,4,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,1000%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400501,Punish Hoopa,3641,400501,copy 6_monster 1,4,,,,,{36411=80;36412=80;36413=80;40005016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400502,Punish Hoopa,3641,400502,copy 6_monster 2,4,,,,,{36411=80;36412=80;36413=80;40005016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400503,Punish Hoopa,3641,400503,copy 6_monster 3,4,,,,,{36411=80;36412=80;36413=80;40005016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400504,Punish Hoopa,3641,400504,copy 6_monster 4,4,,,,,{36411=80;36412=80;36413=80;40005016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400505,Punish Hoopa,3641,400505,copy 6_monster 5,4,,,,,{36411=80;36412=80;36413=80;40005016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400506,Punish Hoopa,3641,400506,copy 6_monster 6,4,,,,,{36411=80;36412=80;36413=80;40005026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100601,Cresselia,2401,,Copy 7_Player Card 1,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100602,Blastoise,23,,Copy 7_Player Card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100603,Shield Sword Monster Shield,3413,,Copy 7_Player Card 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100604,Coppaluong,3161,,Copy 7_Player Card 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100605,dream,771,,Copy 7_Player Card 5,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100606,Koga Ninja Frog,3303,,Copy 7_Player Card 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100607,Hu Di,263,,Copy 7_Player Card 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100608,Platypus,603,,Copy 7_Player Card 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100609,flame chicken,1303,,Copy 7_Player Card 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100610,Suicune,1241,,Copy 7_Player Card 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100611,Ugly fish,1771,400607,Copy 7_Player Card 11,3,,,,,{17711=80;17712=80;17713=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100621,Mrs. Hua Jie,3353,,Copy 7_Player Card 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100624,Giant Pincer Mantis,572,,Copy 7_Player Card 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400601,Tyrannosaurus,1893,400601,copy 7_monster 1,3,,,,,{18931=80;18932=80;18933=80;18936=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400602,night genie,1813,400602,copy 7_monster 2,3,,,,,{18131=80;18132=80;18133=80;18136=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400603,geometric snowflake,3021,400603,Copy 7_Monster 3,3,,,,,{30211=80;30212=80;30213=80;30214=80;30216=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400604,Mala,1082,400604,copy 7_monster 4,3,,,,,{10821=80;10822=80;10823=80;10826=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400605,Mrs. Hua Jie,3353,400605,copy 7_monster 5,3,,,,,{33531=80;33532=80;33533=80;33536=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400606,Regis Chilloo,1931,400606,copy 7_monster 6,3,,,,,{19311=80;19312=80;19313=80;19316=80;40006016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100701,pikachu,92,,Copy 8_Player Card 1,2,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100702,pikachu,92,,Copy 8_Player Card 2,2,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100703,pikachu,92,,Copy 8_Player Card 3,2,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100704,pikachu,92,,Copy 8_Player Card 4,2,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100705,pikachu,92,,Copy 8_Player Card 5,2,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100706,pikachu,92,,Copy 8_Player Card 6,2,,,,,{921=80;922=80;923=80;924=80;926=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400701,reggie lock,1911,400701,copy 8_monster 1,3,,,,,{19111=80;19112=80;19113=80;19114=80;19116=80;40007016=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400702,reggie lock,1911,400702,copy 8_monster 2,3,,,,,{19111=80;19112=80;19113=80;19114=80;19116=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400703,reggie lock,1911,400703,Copy 8_Monster 3,3,,,,,{19111=80;19112=80;19113=80;19114=80;19116=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400704,reggie lock,1911,400704,copy 8_monster 4,3,,,,,{19111=80;19112=80;19113=80;19114=80;19116=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400705,reggie lock,1911,400705,copy 8_monster 5,3,,,,,{19111=80;19112=80;19113=80;19114=80;19116=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400706,reggie lock,1911,400706,copy 8_monster 6,3,,,,,{19111=80;19112=80;19113=80;19114=80;19116=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,Blastoise,23,,Copy 9_Player Card 1,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100802,Thunder God,1221,,Copy 9_Player Card 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100803,marsh monster,1313,,Copy 9_Player Card 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100804,Mala,1082,,Copy 9_Player Card 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100805,Magneto,333,,Copy 9_Player Card 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100806,Hu Di,263,,Copy 9_Player Card 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100807,fire camel,1612,,Copy 9_Player Card 7,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100808,Xanadu,1393,,Copy 9_Player Card 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100809,Koga Ninja Frog,3303,,Copy 9_Player Card 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100810,flame chicken,1303,,copy 9_player card 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400801,double bomb gas,482,400801,copy 9_monster 1,2,,,,,{4821=80;4822=80;4823=80;4826=80;40008026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400802,good and bad stars,3771,400802,copy 9_monster 2,3,,,,,{37711=80;37712=80;37713=80;37716=80;40008026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400803,big food flower,283,400803,copy 9_monster 3,2,,,,,{2831=80;2832=80;2833=80;2836=80;40008026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400804,Ghost,391,400804,copy 9_monster 4,3,,,,,{3911=80;3912=80;3913=80;3916=80;40008026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400805,Menas Statue,1772,400805,copy 9_monster 5,3,,,,,{40008056=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400806,up to duck,221,400806,copy 9_monster 6,2,,,,,{2211=80;2212=80;2213=80;2216=80;40008026=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100901,jewel starfish,552,,Copy 10_Player Card 1,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100902,Geranium,783,,Copy 10_Player Card 2,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100903,Blastoise,23,,Copy 10_Player Card 3,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100904,Strange power,273,,Copy 10_Player Card 4,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100905,Charizard,13,,Copy 10_Player Card 5,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100906,curse doll,1802,,Copy 10_Player Card 6,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100907,King Yanwu,2483,,Copy 10_Player Card 7,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100908,Gear Monster,2963,,Copy 10_Player Card 8,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100909,blizzard king,2302,,Copy 10_Player Card 9,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100910,Frog Flower,3,,Copy 10_Player Card 10,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100911,Menus,1772,,Copy 10_Player Card 11,3,,,,,{17721=80;17722=80;17723=80;17726=80;17727=80},,,,,,,,160%,100%,120%,100%,150%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100916,construction veteran,2633,,Copy 10_Player Card 10,2,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400901,flame bird,741,400901,Copy 10_Monster 1,3,,,,,{7411=80;7412=80;7413=80;7416=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400902,super bad star,3772,400902,Copy 10_Monster 2,3,,,,,{37721=80;37722=80;37723=80;37726=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400903,Platypus,603,400903,Copy 10_Monster 3,3,,,,,{6031=80;6032=80;6033=80;6036=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400904,Forked bat,163,400904,Copy 10_Monster 4,3,,,,,{1631=80;1632=80;1633=80;1636=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400905,Super Charizard X,14,400905,Copy 10_Monster 5,3,,,,,{141=80;142=80;143=80;146=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
400906,Tetragnathus,4132,400906,Copy 10_Monster 6,3,,,,,{41321=80;41322=80;41323=80;41326=80},,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
,,,400907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,400912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
