变量名,feelType,level,needExp,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
2278,2,277,290,7,3780,8,3780,1,12420,9,1242,10,1242,13,414
2279,2,278,290,7,3780,8,3780,1,12600,9,1242,10,1242,13,414
2280,2,279,290,7,3780,8,3780,1,12600,9,1260,10,1260,13,414
2281,2,280,290,7,3780,8,3780,1,12600,9,1260,10,1260,13,420
2282,2,281,290,7,3834,8,3834,1,12600,9,1260,10,1260,13,420
2283,2,282,290,7,3834,8,3834,1,12780,9,1260,10,1260,13,420
2284,2,283,290,7,3834,8,3834,1,12780,9,1278,10,1278,13,420
2285,2,284,290,7,3834,8,3834,1,12780,9,1278,10,1278,13,426
2286,2,285,290,7,3888,8,3888,1,12780,9,1278,10,1278,13,426
2287,2,286,290,7,3888,8,3888,1,12960,9,1278,10,1278,13,426
2288,2,287,290,7,3888,8,3888,1,12960,9,1296,10,1296,13,426
2289,2,288,290,7,3888,8,3888,1,12960,9,1296,10,1296,13,432
2290,2,289,290,7,3942,8,3942,1,12960,9,1296,10,1296,13,432
2291,2,290,300,7,3942,8,3942,1,13140,9,1296,10,1296,13,432
2292,2,291,300,7,3942,8,3942,1,13140,9,1314,10,1314,13,432
2293,2,292,300,7,3942,8,3942,1,13140,9,1314,10,1314,13,438
2294,2,293,300,7,3996,8,3996,1,13140,9,1314,10,1314,13,438
2295,2,294,300,7,3996,8,3996,1,13320,9,1314,10,1314,13,438
2296,2,295,300,7,3996,8,3996,1,13320,9,1332,10,1332,13,438
2297,2,296,300,7,3996,8,3996,1,13320,9,1332,10,1332,13,444
2298,2,297,300,7,4050,8,4050,1,13320,9,1332,10,1332,13,444
2299,2,298,300,7,4050,8,4050,1,13500,9,1332,10,1332,13,444
2300,2,299,300,7,4050,8,4050,1,13500,9,1350,10,1350,13,444
2301,2,300,300,7,4320,8,4320,1,14400,9,1440,10,1440,13,480
2302,2,301,310,7,4378,8,4378,1,14400,9,1440,10,1440,13,480
2303,2,302,310,7,4378,8,4378,1,14592,9,1440,10,1440,13,480
2304,2,303,310,7,4378,8,4378,1,14592,9,1459,10,1459,13,480
2305,2,304,310,7,4378,8,4378,1,14592,9,1459,10,1459,13,486
2306,2,305,310,7,4435,8,4435,1,14592,9,1459,10,1459,13,486
2307,2,306,310,7,4435,8,4435,1,14784,9,1459,10,1459,13,486
2308,2,307,310,7,4435,8,4435,1,14784,9,1478,10,1478,13,486
2309,2,308,310,7,4435,8,4435,1,14784,9,1478,10,1478,13,493
2310,2,309,310,7,4493,8,4493,1,14784,9,1478,10,1478,13,493
2311,2,310,310,7,4493,8,4493,1,14976,9,1478,10,1478,13,493
2312,2,311,310,7,4493,8,4493,1,14976,9,1498,10,1498,13,493
2313,2,312,320,7,4493,8,4493,1,14976,9,1498,10,1498,13,499
2314,2,313,320,7,4550,8,4550,1,14976,9,1498,10,1498,13,499
2315,2,314,320,7,4550,8,4550,1,15168,9,1498,10,1498,13,499
2316,2,315,320,7,4550,8,4550,1,15168,9,1517,10,1517,13,499
2317,2,316,320,7,4550,8,4550,1,15168,9,1517,10,1517,13,506
2318,2,317,320,7,4608,8,4608,1,15168,9,1517,10,1517,13,506
2319,2,318,320,7,4608,8,4608,1,15360,9,1517,10,1517,13,506
2320,2,319,320,7,4608,8,4608,1,15360,9,1536,10,1536,13,506
2321,2,320,320,7,4608,8,4608,1,15360,9,1536,10,1536,13,512
2322,2,321,320,7,4666,8,4666,1,15360,9,1536,10,1536,13,512
2323,2,322,320,7,4666,8,4666,1,15552,9,1536,10,1536,13,512
2324,2,323,330,7,4666,8,4666,1,15552,9,1555,10,1555,13,512
2325,2,324,330,7,4666,8,4666,1,15552,9,1555,10,1555,13,518
2326,2,325,330,7,4723,8,4723,1,15552,9,1555,10,1555,13,518
2327,2,326,330,7,4723,8,4723,1,15744,9,1555,10,1555,13,518
2328,2,327,330,7,4723,8,4723,1,15744,9,1574,10,1574,13,518
2329,2,328,330,7,4723,8,4723,1,15744,9,1574,10,1574,13,525
2330,2,329,330,7,4781,8,4781,1,15744,9,1574,10,1574,13,525
2331,2,330,330,7,4781,8,4781,1,15936,9,1574,10,1574,13,525
2332,2,331,330,7,4781,8,4781,1,15936,9,1594,10,1594,13,525
2333,2,332,330,7,4781,8,4781,1,15936,9,1594,10,1594,13,531
2334,2,333,330,7,4838,8,4838,1,15936,9,1594,10,1594,13,531
2335,2,334,340,7,4838,8,4838,1,16128,9,1594,10,1594,13,531
2336,2,335,340,7,4838,8,4838,1,16128,9,1613,10,1613,13,531
2337,2,336,340,7,4838,8,4838,1,16128,9,1613,10,1613,13,538
2338,2,337,340,7,4896,8,4896,1,16128,9,1613,10,1613,13,538
2339,2,338,340,7,4896,8,4896,1,16320,9,1613,10,1613,13,538
2340,2,339,340,7,4896,8,4896,1,16320,9,1632,10,1632,13,538
2341,2,340,340,7,4896,8,4896,1,16320,9,1632,10,1632,13,544
2342,2,341,340,7,4954,8,4954,1,16320,9,1632,10,1632,13,544
2343,2,342,340,7,4954,8,4954,1,16512,9,1632,10,1632,13,544
2344,2,343,340,7,4954,8,4954,1,16512,9,1651,10,1651,13,544
2345,2,344,340,7,4954,8,4954,1,16512,9,1651,10,1651,13,550
2346,2,345,350,7,5011,8,5011,1,16512,9,1651,10,1651,13,550
2347,2,346,350,7,5011,8,5011,1,16704,9,1651,10,1651,13,550
2348,2,347,350,7,5011,8,5011,1,16704,9,1670,10,1670,13,550
2349,2,348,350,7,5011,8,5011,1,16704,9,1670,10,1670,13,557
2350,2,349,350,7,5069,8,5069,1,16704,9,1670,10,1670,13,557
2351,2,350,350,7,5069,8,5069,1,16896,9,1670,10,1670,13,557
2352,2,351,350,7,5069,8,5069,1,16896,9,1690,10,1690,13,557
2353,2,352,350,7,5069,8,5069,1,16896,9,1690,10,1690,13,563
2354,2,353,350,7,5126,8,5126,1,16896,9,1690,10,1690,13,563
2355,2,354,350,7,5126,8,5126,1,17088,9,1690,10,1690,13,563
2356,2,355,350,7,5126,8,5126,1,17088,9,1709,10,1709,13,563
2357,2,356,360,7,5126,8,5126,1,17088,9,1709,10,1709,13,570
2358,2,357,360,7,5184,8,5184,1,17088,9,1709,10,1709,13,570
2359,2,358,360,7,5184,8,5184,1,17280,9,1709,10,1709,13,570
2360,2,359,360,7,5184,8,5184,1,17280,9,1728,10,1728,13,570
2361,2,360,360,7,5508,8,5508,1,18360,9,1836,10,1836,13,612
2362,2,361,360,7,5569,8,5569,1,18360,9,1836,10,1836,13,612
2363,2,362,360,7,5569,8,5569,1,18564,9,1836,10,1836,13,612
2364,2,363,360,7,5569,8,5569,1,18564,9,1856,10,1856,13,612
2365,2,364,360,7,5569,8,5569,1,18564,9,1856,10,1856,13,619
2366,2,365,360,7,5630,8,5630,1,18564,9,1856,10,1856,13,619
2367,2,366,360,7,5630,8,5630,1,18768,9,1856,10,1856,13,619
2368,2,367,370,7,5630,8,5630,1,18768,9,1877,10,1877,13,619
2369,2,368,370,7,5630,8,5630,1,18768,9,1877,10,1877,13,626
2370,2,369,370,7,5692,8,5692,1,18768,9,1877,10,1877,13,626
2371,2,370,370,7,5692,8,5692,1,18972,9,1877,10,1877,13,626
2372,2,371,370,7,5692,8,5692,1,18972,9,1897,10,1897,13,626
2373,2,372,370,7,5692,8,5692,1,18972,9,1897,10,1897,13,632
2374,2,373,370,7,5753,8,5753,1,18972,9,1897,10,1897,13,632
2375,2,374,370,7,5753,8,5753,1,19176,9,1897,10,1897,13,632
2376,2,375,370,7,5753,8,5753,1,19176,9,1918,10,1918,13,632
2377,2,376,370,7,5753,8,5753,1,19176,9,1918,10,1918,13,639
2378,2,377,370,7,5814,8,5814,1,19176,9,1918,10,1918,13,639
2379,2,378,380,7,5814,8,5814,1,19380,9,1918,10,1918,13,639
2380,2,379,380,7,5814,8,5814,1,19380,9,1938,10,1938,13,639
2381,2,380,380,7,5814,8,5814,1,19380,9,1938,10,1938,13,646
2382,2,381,380,7,5875,8,5875,1,19380,9,1938,10,1938,13,646
2383,2,382,380,7,5875,8,5875,1,19584,9,1938,10,1938,13,646
2384,2,383,380,7,5875,8,5875,1,19584,9,1958,10,1958,13,646
2385,2,384,380,7,5875,8,5875,1,19584,9,1958,10,1958,13,653
2386,2,385,380,7,5936,8,5936,1,19584,9,1958,10,1958,13,653
2387,2,386,380,7,5936,8,5936,1,19788,9,1958,10,1958,13,653
2388,2,387,380,7,5936,8,5936,1,19788,9,1979,10,1979,13,653
2389,2,388,380,7,5936,8,5936,1,19788,9,1979,10,1979,13,660
2390,2,389,390,7,5998,8,5998,1,19788,9,1979,10,1979,13,660
2391,2,390,390,7,5998,8,5998,1,19992,9,1979,10,1979,13,660
2392,2,391,390,7,5998,8,5998,1,19992,9,1999,10,1999,13,660
2393,2,392,390,7,5998,8,5998,1,19992,9,1999,10,1999,13,666
2394,2,393,390,7,6059,8,6059,1,19992,9,1999,10,1999,13,666
2395,2,394,390,7,6059,8,6059,1,20196,9,1999,10,1999,13,666
2396,2,395,390,7,6059,8,6059,1,20196,9,2020,10,2020,13,666
2397,2,396,390,7,6059,8,6059,1,20196,9,2020,10,2020,13,673
2398,2,397,390,7,6120,8,6120,1,20196,9,2020,10,2020,13,673
2399,2,398,390,7,6120,8,6120,1,20400,9,2020,10,2020,13,673
2400,2,399,390,7,6120,8,6120,1,20400,9,2040,10,2040,13,673
2401,2,400,400,7,6120,8,6120,1,20400,9,2040,10,2040,13,680
2402,2,401,400,7,6181,8,6181,1,20400,9,2040,10,2040,13,680
2403,2,402,400,7,6181,8,6181,1,20604,9,2040,10,2040,13,680
2404,2,403,400,7,6181,8,6181,1,20604,9,2060,10,2060,13,680
2405,2,404,400,7,6181,8,6181,1,20604,9,2060,10,2060,13,687
2406,2,405,400,7,6242,8,6242,1,20604,9,2060,10,2060,13,687
2407,2,406,400,7,6242,8,6242,1,20808,9,2060,10,2060,13,687
2408,2,407,400,7,6242,8,6242,1,20808,9,2081,10,2081,13,687
2409,2,408,400,7,6242,8,6242,1,20808,9,2081,10,2081,13,694
2410,2,409,400,7,6304,8,6304,1,20808,9,2081,10,2081,13,694
2411,2,410,400,7,6304,8,6304,1,21012,9,2081,10,2081,13,694
2412,2,411,410,7,6304,8,6304,1,21012,9,2101,10,2101,13,694
2413,2,412,410,7,6304,8,6304,1,21012,9,2101,10,2101,13,700
2414,2,413,410,7,6365,8,6365,1,21012,9,2101,10,2101,13,700
2415,2,414,410,7,6365,8,6365,1,21216,9,2101,10,2101,13,700
2416,2,415,410,7,6365,8,6365,1,21216,9,2122,10,2122,13,700
2417,2,416,410,7,6365,8,6365,1,21216,9,2122,10,2122,13,707
2418,2,417,410,7,6426,8,6426,1,21216,9,2122,10,2122,13,707
2419,2,418,410,7,6426,8,6426,1,21420,9,2122,10,2122,13,707
2420,2,419,410,7,6426,8,6426,1,21420,9,2142,10,2142,13,707
2421,2,420,410,7,6804,8,6804,1,22680,9,2268,10,2268,13,756
2422,2,421,410,7,6869,8,6869,1,22680,9,2268,10,2268,13,756
2423,2,422,420,7,6869,8,6869,1,22896,9,2268,10,2268,13,756
2424,2,423,420,7,6869,8,6869,1,22896,9,2290,10,2290,13,756
2425,2,424,420,7,6869,8,6869,1,22896,9,2290,10,2290,13,763
2426,2,425,420,7,6934,8,6934,1,22896,9,2290,10,2290,13,763
2427,2,426,420,7,6934,8,6934,1,23112,9,2290,10,2290,13,763
2428,2,427,420,7,6934,8,6934,1,23112,9,2311,10,2311,13,763
2429,2,428,420,7,6934,8,6934,1,23112,9,2311,10,2311,13,770
2430,2,429,420,7,6998,8,6998,1,23112,9,2311,10,2311,13,770
2431,2,430,420,7,6998,8,6998,1,23328,9,2311,10,2311,13,770
2432,2,431,420,7,6998,8,6998,1,23328,9,2333,10,2333,13,770
2433,2,432,420,7,6998,8,6998,1,23328,9,2333,10,2333,13,778
2434,2,433,430,7,7063,8,7063,1,23328,9,2333,10,2333,13,778
2435,2,434,430,7,7063,8,7063,1,23544,9,2333,10,2333,13,778
2436,2,435,430,7,7063,8,7063,1,23544,9,2354,10,2354,13,778
2437,2,436,430,7,7063,8,7063,1,23544,9,2354,10,2354,13,785
2438,2,437,430,7,7128,8,7128,1,23544,9,2354,10,2354,13,785
2439,2,438,430,7,7128,8,7128,1,23760,9,2354,10,2354,13,785
2440,2,439,430,7,7128,8,7128,1,23760,9,2376,10,2376,13,785
2441,2,440,430,7,7128,8,7128,1,23760,9,2376,10,2376,13,792
2442,2,441,430,7,7193,8,7193,1,23760,9,2376,10,2376,13,792
2443,2,442,430,7,7193,8,7193,1,23976,9,2376,10,2376,13,792
2444,2,443,430,7,7193,8,7193,1,23976,9,2398,10,2398,13,792
2445,2,444,440,7,7193,8,7193,1,23976,9,2398,10,2398,13,799
2446,2,445,440,7,7258,8,7258,1,23976,9,2398,10,2398,13,799
2447,2,446,440,7,7258,8,7258,1,24192,9,2398,10,2398,13,799
2448,2,447,440,7,7258,8,7258,1,24192,9,2419,10,2419,13,799
2449,2,448,440,7,7258,8,7258,1,24192,9,2419,10,2419,13,806
2450,2,449,440,7,7322,8,7322,1,24192,9,2419,10,2419,13,806
2451,2,450,440,7,7322,8,7322,1,24408,9,2419,10,2419,13,806
2452,2,451,440,7,7322,8,7322,1,24408,9,2441,10,2441,13,806
2453,2,452,440,7,7322,8,7322,1,24408,9,2441,10,2441,13,814
2454,2,453,440,7,7387,8,7387,1,24408,9,2441,10,2441,13,814
2455,2,454,440,7,7387,8,7387,1,24624,9,2441,10,2441,13,814
2456,2,455,450,7,7387,8,7387,1,24624,9,2462,10,2462,13,814
2457,2,456,450,7,7387,8,7387,1,24624,9,2462,10,2462,13,821
2458,2,457,450,7,7452,8,7452,1,24624,9,2462,10,2462,13,821
2459,2,458,450,7,7452,8,7452,1,24840,9,2462,10,2462,13,821
2460,2,459,450,7,7452,8,7452,1,24840,9,2484,10,2484,13,821
2461,2,460,450,7,7452,8,7452,1,24840,9,2484,10,2484,13,828
2462,2,461,450,7,7517,8,7517,1,24840,9,2484,10,2484,13,828
2463,2,462,450,7,7517,8,7517,1,25056,9,2484,10,2484,13,828
2464,2,463,450,7,7517,8,7517,1,25056,9,2506,10,2506,13,828
2465,2,464,450,7,7517,8,7517,1,25056,9,2506,10,2506,13,835
2466,2,465,450,7,7582,8,7582,1,25056,9,2506,10,2506,13,835
2467,2,466,460,7,7582,8,7582,1,25272,9,2506,10,2506,13,835
2468,2,467,460,7,7582,8,7582,1,25272,9,2527,10,2527,13,835
2469,2,468,460,7,7582,8,7582,1,25272,9,2527,10,2527,13,842
2470,2,469,460,7,7646,8,7646,1,25272,9,2527,10,2527,13,842
2471,2,470,460,7,7646,8,7646,1,25488,9,2527,10,2527,13,842
2472,2,471,460,7,7646,8,7646,1,25488,9,2549,10,2549,13,842
2473,2,472,460,7,7646,8,7646,1,25488,9,2549,10,2549,13,850
2474,2,473,460,7,7711,8,7711,1,25488,9,2549,10,2549,13,850
2475,2,474,460,7,7711,8,7711,1,25704,9,2549,10,2549,13,850
2476,2,475,460,7,7711,8,7711,1,25704,9,2570,10,2570,13,850
2477,2,476,460,7,7711,8,7711,1,25704,9,2570,10,2570,13,857
2478,2,477,470,7,7776,8,7776,1,25704,9,2570,10,2570,13,857
2479,2,478,470,7,7776,8,7776,1,25920,9,2570,10,2570,13,857
2480,2,479,470,7,7776,8,7776,1,25920,9,2592,10,2592,13,857
2481,2,480,470,7,8208,8,8208,1,27360,9,2736,10,2736,13,912
2482,2,481,470,7,8276,8,8276,1,27360,9,2736,10,2736,13,912
2483,2,482,470,7,8276,8,8276,1,27588,9,2736,10,2736,13,912
2484,2,483,470,7,8276,8,8276,1,27588,9,2759,10,2759,13,912
2485,2,484,470,7,8276,8,8276,1,27588,9,2759,10,2759,13,920
2486,2,485,470,7,8345,8,8345,1,27588,9,2759,10,2759,13,920
2487,2,486,470,7,8345,8,8345,1,27816,9,2759,10,2759,13,920
2488,2,487,470,7,8345,8,8345,1,27816,9,2782,10,2782,13,920
2489,2,488,480,7,8345,8,8345,1,27816,9,2782,10,2782,13,927
2490,2,489,480,7,8413,8,8413,1,27816,9,2782,10,2782,13,927
2491,2,490,480,7,8413,8,8413,1,28044,9,2782,10,2782,13,927
2492,2,491,480,7,8413,8,8413,1,28044,9,2804,10,2804,13,927
2493,2,492,480,7,8413,8,8413,1,28044,9,2804,10,2804,13,935
2494,2,493,480,7,8482,8,8482,1,28044,9,2804,10,2804,13,935
2495,2,494,480,7,8482,8,8482,1,28272,9,2804,10,2804,13,935
2496,2,495,480,7,8482,8,8482,1,28272,9,2827,10,2827,13,935
2497,2,496,480,7,8482,8,8482,1,28272,9,2827,10,2827,13,942
2498,2,497,480,7,8550,8,8550,1,28272,9,2827,10,2827,13,942
2499,2,498,480,7,8550,8,8550,1,28500,9,2827,10,2827,13,942
2500,2,499,490,7,8550,8,8550,1,28500,9,2850,10,2850,13,942
2501,2,500,490,7,8550,8,8550,1,28500,9,2850,10,2850,13,950
4001,3,0,30,7,0,8,0,1,0,9,0,10,0,13,0
4002,3,1,30,7,45,8,45,1,0,9,0,10,0,13,0
4003,3,2,30,7,45,8,45,1,150,9,0,10,0,13,0
4004,3,3,30,7,45,8,45,1,150,9,15,10,15,13,0
4005,3,4,30,7,45,8,45,1,150,9,15,10,15,13,5
4006,3,5,45,7,90,8,90,1,150,9,15,10,15,13,5
4007,3,6,45,7,90,8,90,1,300,9,15,10,15,13,5
4008,3,7,45,7,90,8,90,1,300,9,30,10,30,13,5
4009,3,8,45,7,90,8,90,1,300,9,30,10,30,13,10
4010,3,9,45,7,135,8,135,1,300,9,30,10,30,13,10
4011,3,10,60,7,135,8,135,1,450,9,30,10,30,13,10
4012,3,11,60,7,135,8,135,1,450,9,45,10,45,13,10
4013,3,12,60,7,135,8,135,1,450,9,45,10,45,13,15
4014,3,13,60,7,180,8,180,1,450,9,45,10,45,13,15
4015,3,14,60,7,180,8,180,1,600,9,45,10,45,13,15
4016,3,15,75,7,180,8,180,1,600,9,60,10,60,13,15
4017,3,16,75,7,180,8,180,1,600,9,60,10,60,13,20
4018,3,17,75,7,225,8,225,1,600,9,60,10,60,13,20
4019,3,18,75,7,225,8,225,1,750,9,60,10,60,13,20
4020,3,19,75,7,225,8,225,1,750,9,75,10,75,13,20
4021,3,20,90,7,248,8,248,1,825,9,83,10,83,13,28
4022,3,21,90,7,297,8,297,1,825,9,83,10,83,13,28
4023,3,22,90,7,297,8,297,1,990,9,83,10,83,13,28
4024,3,23,90,7,297,8,297,1,990,9,99,10,99,13,28
4025,3,24,90,7,297,8,297,1,990,9,99,10,99,13,33
4026,3,25,105,7,347,8,347,1,990,9,99,10,99,13,33
4027,3,26,105,7,347,8,347,1,1155,9,99,10,99,13,33
4028,3,27,105,7,347,8,347,1,1155,9,116,10,116,13,33
4029,3,28,105,7,347,8,347,1,1155,9,116,10,116,13,39
4030,3,29,105,7,396,8,396,1,1155,9,116,10,116,13,39
4031,3,30,120,7,396,8,396,1,1320,9,116,10,116,13,39
4032,3,31,120,7,396,8,396,1,1320,9,132,10,132,13,39
4033,3,32,120,7,396,8,396,1,1320,9,132,10,132,13,44
4034,3,33,120,7,446,8,446,1,1320,9,132,10,132,13,44
4035,3,34,120,7,446,8,446,1,1485,9,132,10,132,13,44
4036,3,35,135,7,446,8,446,1,1485,9,149,10,149,13,44
4037,3,36,135,7,446,8,446,1,1485,9,149,10,149,13,50
4038,3,37,135,7,495,8,495,1,1485,9,149,10,149,13,50
4039,3,38,135,7,495,8,495,1,1650,9,149,10,149,13,50
4040,3,39,135,7,495,8,495,1,1650,9,165,10,165,13,50
4041,3,40,150,7,495,8,495,1,1650,9,165,10,165,13,55
4042,3,41,150,7,545,8,545,1,1650,9,165,10,165,13,55
4043,3,42,150,7,545,8,545,1,1815,9,165,10,165,13,55
4044,3,43,150,7,545,8,545,1,1815,9,182,10,182,13,55
4045,3,44,150,7,545,8,545,1,1815,9,182,10,182,13,61
4046,3,45,150,7,594,8,594,1,1815,9,182,10,182,13,61
4047,3,46,150,7,594,8,594,1,1980,9,182,10,182,13,61
4048,3,47,150,7,594,8,594,1,1980,9,198,10,198,13,61
4049,3,48,150,7,594,8,594,1,1980,9,198,10,198,13,66
4050,3,49,150,7,644,8,644,1,1980,9,198,10,198,13,66
4051,3,50,165,7,644,8,644,1,2145,9,198,10,198,13,66
4052,3,51,165,7,644,8,644,1,2145,9,215,10,215,13,66
4053,3,52,165,7,644,8,644,1,2145,9,215,10,215,13,72
4054,3,53,165,7,693,8,693,1,2145,9,215,10,215,13,72
4055,3,54,165,7,693,8,693,1,2310,9,215,10,215,13,72
4056,3,55,165,7,693,8,693,1,2310,9,231,10,231,13,72
4057,3,56,165,7,693,8,693,1,2310,9,231,10,231,13,77
4058,3,57,165,7,743,8,743,1,2310,9,231,10,231,13,77
4059,3,58,165,7,743,8,743,1,2475,9,231,10,231,13,77
4060,3,59,165,7,743,8,743,1,2475,9,248,10,248,13,77
4061,3,60,180,7,810,8,810,1,2700,9,270,10,270,13,90
4062,3,61,180,7,864,8,864,1,2700,9,270,10,270,13,90
4063,3,62,180,7,864,8,864,1,2880,9,270,10,270,13,90
4064,3,63,180,7,864,8,864,1,2880,9,288,10,288,13,90
4065,3,64,180,7,864,8,864,1,2880,9,288,10,288,13,96
4066,3,65,180,7,918,8,918,1,2880,9,288,10,288,13,96
4067,3,66,180,7,918,8,918,1,3060,9,288,10,288,13,96
4068,3,67,180,7,918,8,918,1,3060,9,306,10,306,13,96
4069,3,68,180,7,918,8,918,1,3060,9,306,10,306,13,102
4070,3,69,180,7,972,8,972,1,3060,9,306,10,306,13,102
4071,3,70,195,7,972,8,972,1,3240,9,306,10,306,13,102
4072,3,71,195,7,972,8,972,1,3240,9,324,10,324,13,102
4073,3,72,195,7,972,8,972,1,3240,9,324,10,324,13,108
4074,3,73,195,7,1026,8,1026,1,3240,9,324,10,324,13,108
4075,3,74,195,7,1026,8,1026,1,3420,9,324,10,324,13,108
4076,3,75,195,7,1026,8,1026,1,3420,9,342,10,342,13,108
4077,3,76,195,7,1026,8,1026,1,3420,9,342,10,342,13,114
4078,3,77,195,7,1080,8,1080,1,3420,9,342,10,342,13,114
4079,3,78,195,7,1080,8,1080,1,3600,9,342,10,342,13,114
4080,3,79,195,7,1080,8,1080,1,3600,9,360,10,360,13,114
4081,3,80,210,7,1080,8,1080,1,3600,9,360,10,360,13,120
4082,3,81,210,7,1134,8,1134,1,3600,9,360,10,360,13,120
4083,3,82,210,7,1134,8,1134,1,3780,9,360,10,360,13,120
4084,3,83,210,7,1134,8,1134,1,3780,9,378,10,378,13,120
4085,3,84,210,7,1134,8,1134,1,3780,9,378,10,378,13,126
4086,3,85,210,7,1188,8,1188,1,3780,9,378,10,378,13,126
4087,3,86,210,7,1188,8,1188,1,3960,9,378,10,378,13,126
4088,3,87,210,7,1188,8,1188,1,3960,9,396,10,396,13,126
4089,3,88,210,7,1188,8,1188,1,3960,9,396,10,396,13,132
4090,3,89,210,7,1242,8,1242,1,3960,9,396,10,396,13,132
4091,3,90,225,7,1242,8,1242,1,4140,9,396,10,396,13,132
4092,3,91,225,7,1242,8,1242,1,4140,9,414,10,414,13,132
4093,3,92,225,7,1242,8,1242,1,4140,9,414,10,414,13,138
4094,3,93,225,7,1296,8,1296,1,4140,9,414,10,414,13,138
4095,3,94,225,7,1296,8,1296,1,4320,9,414,10,414,13,138
4096,3,95,225,7,1296,8,1296,1,4320,9,432,10,432,13,138
4097,3,96,225,7,1296,8,1296,1,4320,9,432,10,432,13,144
4098,3,97,225,7,1350,8,1350,1,4320,9,432,10,432,13,144
4099,3,98,225,7,1350,8,1350,1,4500,9,432,10,432,13,144
4100,3,99,225,7,1350,8,1350,1,4500,9,450,10,450,13,144
4101,3,100,240,7,1350,8,1350,1,4500,9,450,10,450,13,150
4102,3,101,240,7,1404,8,1404,1,4500,9,450,10,450,13,150
4103,3,102,240,7,1404,8,1404,1,4680,9,450,10,450,13,150
4104,3,103,240,7,1404,8,1404,1,4680,9,468,10,468,13,150
4105,3,104,240,7,1404,8,1404,1,4680,9,468,10,468,13,156
4106,3,105,240,7,1458,8,1458,1,4680,9,468,10,468,13,156
4107,3,106,240,7,1458,8,1458,1,4860,9,468,10,468,13,156
4108,3,107,240,7,1458,8,1458,1,4860,9,486,10,486,13,156
4109,3,108,240,7,1458,8,1458,1,4860,9,486,10,486,13,162
4110,3,109,240,7,1512,8,1512,1,4860,9,486,10,486,13,162
4111,3,110,255,7,1512,8,1512,1,5040,9,486,10,486,13,162
4112,3,111,255,7,1512,8,1512,1,5040,9,504,10,504,13,162
4113,3,112,255,7,1512,8,1512,1,5040,9,504,10,504,13,168
4114,3,113,255,7,1566,8,1566,1,5040,9,504,10,504,13,168
4115,3,114,255,7,1566,8,1566,1,5220,9,504,10,504,13,168
4116,3,115,255,7,1566,8,1566,1,5220,9,522,10,522,13,168
4117,3,116,255,7,1566,8,1566,1,5220,9,522,10,522,13,174
4118,3,117,255,7,1620,8,1620,1,5220,9,522,10,522,13,174
4119,3,118,255,7,1620,8,1620,1,5400,9,522,10,522,13,174
4120,3,119,255,7,1620,8,1620,1,5400,9,540,10,540,13,174
4121,3,120,270,7,1755,8,1755,1,5850,9,585,10,585,13,195
4122,3,121,270,7,1814,8,1814,1,5850,9,585,10,585,13,195
4123,3,122,270,7,1814,8,1814,1,6045,9,585,10,585,13,195
4124,3,123,270,7,1814,8,1814,1,6045,9,605,10,605,13,195
4125,3,124,270,7,1814,8,1814,1,6045,9,605,10,605,13,202
4126,3,125,270,7,1872,8,1872,1,6045,9,605,10,605,13,202
4127,3,126,270,7,1872,8,1872,1,6240,9,605,10,605,13,202
4128,3,127,270,7,1872,8,1872,1,6240,9,624,10,624,13,202
4129,3,128,270,7,1872,8,1872,1,6240,9,624,10,624,13,208
4130,3,129,270,7,1931,8,1931,1,6240,9,624,10,624,13,208
4131,3,130,285,7,1931,8,1931,1,6435,9,624,10,624,13,208
4132,3,131,285,7,1931,8,1931,1,6435,9,644,10,644,13,208
4133,3,132,285,7,1931,8,1931,1,6435,9,644,10,644,13,215
4134,3,133,285,7,1989,8,1989,1,6435,9,644,10,644,13,215
4135,3,134,285,7,1989,8,1989,1,6630,9,644,10,644,13,215
4136,3,135,285,7,1989,8,1989,1,6630,9,663,10,663,13,215
4137,3,136,285,7,1989,8,1989,1,6630,9,663,10,663,13,221
4138,3,137,285,7,2048,8,2048,1,6630,9,663,10,663,13,221
4139,3,138,285,7,2048,8,2048,1,6825,9,663,10,663,13,221
4140,3,139,285,7,2048,8,2048,1,6825,9,683,10,683,13,221
4141,3,140,300,7,2048,8,2048,1,6825,9,683,10,683,13,228
4142,3,141,300,7,2106,8,2106,1,6825,9,683,10,683,13,228
4143,3,142,300,7,2106,8,2106,1,7020,9,683,10,683,13,228
4144,3,143,300,7,2106,8,2106,1,7020,9,702,10,702,13,228
4145,3,144,300,7,2106,8,2106,1,7020,9,702,10,702,13,234
4146,3,145,300,7,2165,8,2165,1,7020,9,702,10,702,13,234
4147,3,146,300,7,2165,8,2165,1,7215,9,702,10,702,13,234
4148,3,147,300,7,2165,8,2165,1,7215,9,722,10,722,13,234
4149,3,148,300,7,2165,8,2165,1,7215,9,722,10,722,13,241
4150,3,149,300,7,2223,8,2223,1,7215,9,722,10,722,13,241
4151,3,150,300,7,2223,8,2223,1,7410,9,722,10,722,13,241
4152,3,151,300,7,2223,8,2223,1,7410,9,741,10,741,13,241
4153,3,152,300,7,2223,8,2223,1,7410,9,741,10,741,13,247
4154,3,153,300,7,2282,8,2282,1,7410,9,741,10,741,13,247
4155,3,154,300,7,2282,8,2282,1,7605,9,741,10,741,13,247
