"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
21904,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=50171;level=123;advance=15};{unitId=60464;level=123;advance=15};{unitId=53302;level=123;advance=15};{unitId=63561;level=123;advance=15};{unitId=60111;level=123;advance=15};>,<{unitId=180283;level=123;advance=16}>,config/portrait/jinglingtouxiang1/img_71_dsh@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_71_dsh@.png,,129,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,123,647,647,,,,3,12,80,12,{5000=0;100=0;20281=0},3360,,,,,,{14=4},{14=4;13=4},,,,1,{talent_point=1;rmb=20;gold=12000},{x=971;y=942},{x=1402;y=788},<<625;549>;<770;629>;<856;631>;<1015;663>;<971;942>>,,,,,
21905,Circus,馬戲團,Circus,Rạp Xiếc,서커스,,<{unitId=60632;level=124;advance=15};{unitId=60132;level=124;advance=15};{unitId=60093;level=124;advance=15};{unitId=63502;level=124;advance=15};>,<{unitId=180603;level=124;advance=16}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_467_yzys@.png,,129,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,124,654,654,,,,3,12,80,12,{5000=0;100=0;20601=0},3360,,,,,,{14=4},{14=4;13=4},,,,1,,{x=1302;y=1066},,<<971;942>;<1204;774>;<1402;788>;<1484;950>;<1458;1036>;<1302;1066>>,,,,,
22001,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=63303;level=126;advance=20};{unitId=63021;level=126;advance=20};{unitId=61812;level=126;advance=20};{unitId=60273;level=126;advance=20};>,<{unitId=70222;level=126;advance=22}>,config/portrait/jinglingtouxiang1/img_55_gdy@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_55_gdy@.png,,130,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,126,666,666,,,,3,12,80,12,{5000=0;100=0;20221=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1365;y=267},{x=854;y=373},<<1365;267>>,,,,,
22002,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=60052;level=127;advance=20};{unitId=60272;level=127;advance=20};{unitId=62633;level=127;advance=20};{unitId=63352;level=127;advance=20};>,<{unitId=180242;level=127;advance=22}>,config/portrait/jinglingtouxiang1/img_59_fsg@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_59_fsg@.png,,130,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,127,673,673,,,,3,12,80,12,{5000=0;100=0;20241=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=661;y=426},{x=713;y=747},<<1365;267>;<1234;385>;<1121;419>;<1009;323>;<854;373>;<661;426>>,,,,,
22003,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=63411;level=128;advance=20};{unitId=63301;level=128;advance=20};{unitId=63541;level=128;advance=20};>,<{unitId=182843;level=128;advance=22}>,config/portrait/jinglingtouxiang1/img_576_gdxj@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_576_gdxj@.png,,130,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,128,680,680,,,,3,12,80,12,{5000=0;100=0;22841=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=999;y=859},{x=1490;y=673},<<661;426>;<529;533>;<511;662>;<418;824>;<551;759>;<713;747>;<999;859>>,,,,,
22004,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=63543;level=129;advance=20};{unitId=62073;level=129;advance=20};{unitId=60301;level=129;advance=20};{unitId=60053;level=129;advance=20};>,<{unitId=182993;level=129;advance=22}>,config/portrait/jinglingtouxiang1/img_609_sjdhl@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_609_sjdhl@.png,,130,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,129,687,687,,,,3,12,80,12,{5000=0;100=0;22991=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1713;y=462},{x=1968;y=902},<<999;859>;<1287;693>;<1490;673>;<1574;508>;<1713;462>>,,,,,
22005,Shadow Mountain,暗影山,,404404,암영산,,<{unitId=70102;level=130;advance=20};{unitId=70192;level=130;advance=20};{unitId=71443;level=130;advance=20};{unitId=70283;level=130;advance=20};>,<{unitId=183592;level=130;advance=22}>,config/portrait/jinglingtouxiang1/img_715_ybl@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_715_ybl@.png,,130,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,130,694,694,,,,3,12,80,12,{5000=0;100=0;23591=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,,{x=1461;y=985},,<<1713;462>;<1930;539>;<2025;610>;<1892;749>;<1968;902>;<1753;926>;<1461;985>>,,,,,
22101,Aroma City,香薰市,,404404,향수시,困难21章,<{unitId=62351;level=131;advance=21};{unitId=60171;level=131;advance=21};{unitId=60013;level=131;advance=21};{unitId=60033;level=131;advance=21};>,<{unitId=70341;level=131;advance=23}>,config/portrait/jinglingtouxiang1/img_83_dcy@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_83_dcy@.png,,131,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,131,701,701,,,,3,12,80,12,{5000=0;100=0;20341=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=463;y=397},{x=1005;y=306},<<463;397>>,,,,,
22102,Aroma City,香薰市,,404404,향수시,困难21章,<{unitId=60351;level=132;advance=21};{unitId=61241;level=132;advance=21};{unitId=61811;level=132;advance=21};{unitId=63562;level=132;advance=21};>,<{unitId=180491;level=132;advance=23}>,config/portrait/jinglingtouxiang1/img_111_djxn@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_111_djxn@.png,,131,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,132,708,708,,,,3,12,80,12,{5000=0;100=0;20491=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=752;y=653},{x=1371;y=337},<<463;397>;<752;345>;<881;283>;<1005;306>;<881;463>;<883;596>;<752;653>>,,,,,
22103,Aroma City,香薰市,,404404,향수시,困难21章,<{unitId=60351;level=133;advance=21};{unitId=62301;level=133;advance=21};{unitId=62303;level=133;advance=21};>,<{unitId=181311;level=133;advance=23}>,config/portrait/jinglingtouxiang1/img_258_syy@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_258_syy@.png,,131,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,133,715,715,,,,3,12,80,12,{5000=0;100=0;21311=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1567;y=348},{x=1751;y=663},<<752;653>;<915;667>;<1154;448>;<1371;337>;<1567;348>>,,,,,
22104,Aroma City,香薰市,,404404,향수시,困难21章,<{unitId=62231;level=134;advance=21};{unitId=60332;level=134;advance=21};{unitId=63003;level=134;advance=21};{unitId=60331;level=134;advance=21};>,<{unitId=181802;level=134;advance=23}>,config/portrait/jinglingtouxiang1/img_354_zzww@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_354_zzww@.png,,131,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,134,722,722,,,,3,12,80,12,{5000=0;100=0;21801=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1835;y=822},{x=1034;y=931},<<1567;348>;<1747;389>;<1746;499>;<1559;663>;<1751;663>;<1835;822>>,,,,,
22105,Aroma City,香薰市,,404404,향수시,困难21章,<{unitId=71901;level=135;advance=21};{unitId=70031;level=135;advance=21};{unitId=73143;level=135;advance=21};{unitId=70282;level=135;advance=21};>,<{unitId=182721;level=135;advance=23}>,config/portrait/jinglingtouxiang1/img_551_hye@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_551_hye@.png,,131,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,135,729,729,,,,3,12,80,12,{5000=0;100=0;22721=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,,{x=1278;y=743},,<<1835;822>;<1601;956>;<1489;991>;<1034;931>;<881;994>;<986;779>;<1278;743>>,,,,,
22201,Dead Leaf City,枯葉市,,404404,향수시,困难22章,<{unitId=60601;level=136;advance=22};{unitId=61351;level=136;advance=22};{unitId=63282;level=136;advance=22};{unitId=61292;level=136;advance=22};>,<{unitId=180151;level=136;advance=24}>,config/portrait/jinglingtouxiang1/img_174_bbd@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_174_bbd@.png,,132,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,136,736,736,,,,3,12,80,12,{5000=0;100=0;20151=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1600;y=240},{x=978;y=356},<<1600;240>;>,,,,,
22202,Dead Leaf City,枯葉市,,404404,향수시,困难22章,<{unitId=60601;level=137;advance=22};{unitId=63282;level=137;advance=22};{unitId=60302;level=137;advance=22};>,<{unitId=242031;level=137;advance=24}>,config/portrait/jinglingtouxiang1/img_393_bjm@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_393_bjm@.png,,132,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,137,743,743,,,,3,12,80,12,{5000=0;100=0;22031=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=790;y=574},{x=1436;y=558},<<1600;240>;<1196;318>;<978;356>;<978;356>;<790;574>;>,,,,,
22203,Dead Leaf City,枯葉市,,404404,향수시,困难22章,<{unitId=61421;level=138;advance=22};{unitId=61421;level=138;advance=22};{unitId=60892;level=138;advance=22};{unitId=60692;level=138;advance=22};>,<{unitId=183001;level=138;advance=24}>,config/portrait/jinglingtouxiang1/img_610_yy@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_610_yy@.png,,132,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,138,750,750,,,,3,12,80,12,{5000=0;100=0;23001=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1736;y=718},{x=1488;y=1096},<<790;574>;<1276;612>;<1436;558>;<1436;558>;<1736;718>;>,,,,,
22204,Dead Leaf City,枯葉市,,404404,향수시,困难22章,<{unitId=72631;level=139;advance=22};{unitId=73302;level=139;advance=22};{unitId=70471;level=139;advance=22};{unitId=70791;level=139;advance=22};>,<{unitId=181081;level=139;advance=24}>,config/portrait/jinglingtouxiang1/img_215_nl@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_215_nl@.png,,132,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,139,757,757,,,,3,12,80,12,{5000=0;100=0;21081=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,{talent_point=1;rmb=20;gold=12000},{x=1260;y=944},{x=1118;y=812},<<1736;718>;<1910;840>;<1699;968>;<1488;1096>;<1520;952>;<1260;944>;>,,,,,
22205,Dead Leaf City,枯葉市,,404404,향수시,困难22章,<{unitId=60052;level=140;advance=22};{unitId=61241;level=140;advance=22};{unitId=63011;level=140;advance=22};{unitId=60331;level=140;advance=22};>,<{unitId=183661;level=140;advance=24}>,config/portrait/jinglingtouxiang1/img_722_mmx@.png,,5,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_722_mmx@.png,,132,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,140,764,764,,,,3,12,80,12,{5000=0;100=0;23661=0},3570,,,,,,{14=4;13=2},{14=6},,,,1,,{x=576;y=898},,<<1260;944>;<1118;812>;<976;680>;<576;898>;>,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101,Pallet Town,真新鎮,Pallet Town,404404,태초마을,,<{unitId=60051;level=9;advance=9};{unitId=60592;level=9;advance=9};{unitId=60793;level=9;advance=9};{unitId=60302;level=9;advance=9};{unitId=60482;level=9;advance=9};>,<{unitId=260001;level=9;advance=9}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_212_jqtl@.png,,211,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,9,205,205,,,,9999,12,80,12,{5000=0;100=0;20451=0},625,"Poison, ground, and fire spirits will increase their physical attack and special attack by an additional 10%.",上陣毒、地面、火屬性的精靈會額外提升10%物攻和特攻,"Pokémons with poison, ground, and fire attributes will gain an additional 10% physical and special attacks",404404,"""독, 바위, 불꽃 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=120},{talent_point=2;502=1;851=20},,,{x=966;y=936},,<<0;0>>,,,,,
30102,Pallet Town,真新鎮,Pallet Town,404404,태초마을,,<{unitId=63302;level=12;advance=9};{unitId=260002;level=12;advance=9};{unitId=60551;level=12;advance=9};{unitId=60601;level=12;advance=9};{unitId=60592;level=12;advance=9};>,<{unitId=260003;level=12;advance=9}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,6,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_254_xyw@.png,,211,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,12,219,219,,,,9999,12,80,12,{5000=0;100=0;20041=0},625,Please always pay attention to the gossip of the elves,請時刻關注精靈們的閒言碎語,Please always pay attention to the gossip of the Pokémons,404404,항상 포켓몬들이 잡다한 얘기를 귀담아들으세요,,,,{talent_point=1;502=1;850=120},{talent_point=2;502=1;851=20},,,{x=1200;y=600},,<<0;0>>,,,,,
30201,Mysterious Tribe,神秘部落,Mysterious Tribe,404404,신비한 부락,,<{unitId=60002;level=18;advance=10};{unitId=60001;level=18;advance=10};{unitId=63302;level=18;advance=10};{unitId=61612;level=18;advance=10};{unitId=60002;level=18;advance=10};>,<{unitId=260004;level=18;advance=10}>,config/portrait/jinglingtouxiang1/img_130_bll@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_130_bll@.png,,212,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,18,243,243,,,,9999,12,80,12,{5000=0;100=0;21351=0},650,"Grass, electricity, and ice-type elves will increase their physical attack and special attack by an additional 10%.",上陣草、電、冰屬性的精靈會額外提升10%物攻和特攻,"Pokémons with grass, electricity, and ice attributes will gain an additional 10% physical and special attacks.",404404,"""독, 땅, 불꽃 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=125},{talent_point=2;502=1;851=25},,,{x=763;y=601},,<<0;0>>,,,,,
30202,Mysterious Tribe,神秘部落,Mysterious Tribe,404404,신비한 부락,,<{unitId=260005;level=19;advance=10};{unitId=60053;level=19;advance=10};{unitId=70013;level=19;advance=10};{unitId=60731;level=19;advance=10};{unitId=60741;level=19;advance=10};>,<{unitId=260006;level=19;advance=10}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,,6,2,,,,,,,battle/scene/bg_zz.jpg,config/big_hero/normal/img_635_ssel@.png,,212,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,19,257,257,,,,9999,12,80,12,{5000=0;100=0;20011=0},650,Please always pay attention to the gossip of the elves,請時刻關注精靈們的閒言碎語,Please always pay attention to the gossip of the Pokémons,404404,항상 포켓몬들이 잡다한 얘기를 귀담아들으세요,,,,{talent_point=1;502=1;850=125},{talent_point=2;502=1;851=25},,,{x=1760;y=963},,<<0;0>>,,,,,
30301,Abandoned city,廢棄城市,Abandoned city,404404,버려진 도시,,<{unitId=60133;level=22;advance=10};{unitId=60392;level=22;advance=10};{unitId=62271;level=22;advance=10};{unitId=62482;level=22;advance=10};{unitId=60092;level=22;advance=10};>,<{unitId=260007;level=22;advance=10}>,config/portrait/jinglingtouxiang1/img_248_bjls@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_248_bjls@.png,,213,,,20801,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,22,281,281,,,,9999,12,80,12,{5000=0;100=0;20071=0},675,"Fighting, insect, and fairy-type elves will increase their physical attack and special attack by an additional 10%",上陣格鬥、蟲、妖精屬性的精靈會額外提升10%物攻和特攻,"Pokémons with combat, insect, and goblin attributes will gain an additional 10% physical and special attacks",404404,"""격투, 벌레, 요정 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=130},{talent_point=2;502=1;851=30},,,{x=985;y=442},,<<0;0>>,,,,,
30302,Abandoned city,廢棄城市,Abandoned city,404404,버려진 도시,,<{unitId=60552;level=25;advance=10};{unitId=70692;level=25;advance=10};{unitId=63471;level=25;advance=10};{unitId=72271;level=25;advance=10};{unitId=71351;level=25;advance=10};>,<{unitId=260008;level=25;advance=10}>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_214_hlkls@.png,,213,,,20801,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,25,295,295,,,,9999,12,80,12,{5000=0;100=0;20091=0},675,Please always pay attention to the gossip of the elves,請時刻關注精靈們的閒言碎語,Please always pay attention to the gossip of the Pokémons,404404,항상 포켓몬들이 잡다한 얘기를 귀담아들으세요,,,,{talent_point=1;502=1;850=130},{talent_point=2;502=1;851=30},,,{x=1370;y=940},,<<0;0>>,,,,,
30401,Resort Island,度假島,Resort Island,404404,리조트 섬,,<{unitId=60602;level=30;advance=11};{unitId=60552;level=30;advance=11};{unitId=60482;level=30;advance=11};{unitId=60262;level=30;advance=11};{unitId=61422;level=30;advance=11};>,<{unitId=260009;level=30;advance=11}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_467_yzys@.png,,214,,,20901,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,30,319,319,,,,9999,12,80,12,{5000=0;100=0;20061=0},700,"Spirits with ground, rock, and water attributes will increase their physical attack and special attack by an additional 10%.",上陣地面、岩石、水屬性的精靈會額外提升10%物攻和特攻,"Pokémons in the ground, rock, and water attributes will gain an additional 10% physical and special attacks",404404,"""땅, 바위, 물 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=135},{talent_point=2;502=1;851=35},,,{x=703;y=842},,<<0;0>>,,,,,
30402,Resort Island,度假島,Resort Island,404404,리조트 섬,,<{unitId=70332;level=33;advance=11};{unitId=63302;level=33;advance=11};{unitId=70893;level=33;advance=11};{unitId=260022;level=33;advance=11};{unitId=61351;level=33;advance=11};>,<{unitId=260010;level=33;advance=11}>,config/portrait/jinglingtouxiang1/img_260_jzg@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_260_jzg@.png,,214,,,20901,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,33,333,333,,,,9999,12,80,12,{5000=0;100=0;20261=0},700,Please always pay attention to the gossip of the elves,請時刻關注精靈們的閒言碎語,Please always pay attention to the gossip of the Pokémons,404404,항상 포켓몬들이 잡다한 얘기를 귀담아들으세요,,,,{talent_point=1;502=1;850=135},{talent_point=2;502=1;851=35},,,{x=1907;y=620},,<<0;0>>,,,,,
30501,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=60271;level=37;advance=11};{unitId=50071;level=37;advance=11};{unitId=62271;level=37;advance=11};{unitId=61351;level=37;advance=11};{unitId=61422;level=37;advance=11};>,<{unitId=260011;level=37;advance=11}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_445_lyls@.png,,215,,,20903,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,37,357,357,,,,9999,12,80,12,{5000=0;100=0;20101=0},725,"Ice, dragon, and fairy-type elves will increase their physical attack and special attack by an additional 10%.",上陣冰、龍、妖精屬性的精靈會額外提升10%物攻和特攻,"Pokémons with ice, dragon, and Fairy type will gain an additional 10% physical and special attacks",404404,"""얼음, 드래곤, 요정 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=140},{talent_point=2;502=1;851=40},,,{x=876;y=484},,<<0;0>>,,,,,
30502,Sandgem Town,砂石鎮,Sandgem Town,404404,잔모래 마을,,<{unitId=60052;level=40;advance=11};{unitId=70001;level=40;advance=11};{unitId=60551;level=40;advance=11};{unitId=70132;level=40;advance=11};{unitId=70301;level=40;advance=11};>,<{unitId=260012;level=40;advance=11}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_150_cm@.png,,215,,,20903,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,40,371,371,,,,9999,12,80,12,{5000=0;100=0;20051=0},725,Please always pay attention to the gossip of the elves,請時刻關注精靈們的閒言碎語,Please always pay attention to the gossip of the Pokémons,404404,항상 포켓몬들이 잡다한 얘기를 귀담아들으세요,,,,{talent_point=1;502=1;850=140},{talent_point=2;502=1;851=40},,,{x=2044;y=631},,<<0;0>>,,,,,
30601,Snow field,雪原,Snow field,404404,설원,,<{unitId=61422;level=44;advance=12};{unitId=60061;level=44;advance=12};{unitId=62012;level=44;advance=12};{unitId=61421;level=44;advance=12};{unitId=60092;level=44;advance=12};>,<{unitId=260013;level=44;advance=12}>,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_615_jhxh@.png,,216,,,21001,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,44,381,381,,,,9999,12,80,12,{5000=0;100=0;20101=0},750,"Spirits with fighting, rock, and steel attributes will increase their physical attack and special attack by an additional 10%",上陣格鬥、岩石、鋼屬性的精靈會額外提升10%物攻和特攻,"Fighting, rock, and steel Pokémons will increase physical attack and special attack by 10%.",404404,"""격투, 바위, 강철 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=145},{talent_point=2;502=1;851=45},,,{x=827;y=561},,<<0;0>>,,,,,
30602,Snow field,雪原,Snow field,404404,설원,,<{unitId=61351;level=47;advance=12};{unitId=61292;level=47;advance=12};{unitId=60053;level=47;advance=12};{unitId=60001;level=47;advance=12};{unitId=60262;level=47;advance=12};>,<{unitId=260014;level=47;advance=12}>,config/portrait/jinglingtouxiang1/img_477_hyml@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_477_hyml@.png,,216,,,21001,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,47,395,395,,,,9999,12,80,12,{5000=0;100=0;20051=0},750,"Spirits with ghost, evil, and super attributes will increase their physical attack and special attack by an additional 10%",上陣幽靈、惡、超能屬性的精靈會額外提升10%物攻和特攻,"Pokémons with ghost, evil, and super powers will gain an additional 10% physical and special attacks",404404,"""유령, 악마, 에스퍼 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=145},{talent_point=2;502=1;851=45},,,{x=1501;y=340},,<<0;0>>,,,,,
30603,Snow field,雪原,Snow field,404404,설원,,<{unitId=60013;level=50;advance=12};{unitId=71971;level=50;advance=12};{unitId=60793;level=50;advance=12};{unitId=61231;level=50;advance=12};{unitId=60741;level=50;advance=12};>,<{unitId=260015;level=50;advance=12}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_250_fw@.png,,216,,,21001,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,50,409,409,,,,9999,12,80,12,{5000=0;100=0;20591=0},750,Please always pay attention to the gossip of the elves,請時刻關注精靈們的閒言碎語,Please always pay attention to the gossip of the Pokémons,404404,항상 포켓몬들이 잡다한 얘기를 귀담아들으세요,,,,{talent_point=1;502=1;850=145},{talent_point=2;502=1;851=45},,,{x=1886;y=968},,<<0;0>>,,,,,
30701,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=60551;level=55;advance=12};{unitId=61352;level=55;advance=12};{unitId=60043;level=55;advance=12};{unitId=60571;level=55;advance=12};{unitId=60391;level=55;advance=12};>,<{unitId=260016;level=55;advance=12}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_706_nml@.png,,217,,,21003,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,55,416,416,,,,9999,12,80,12,{5000=0;100=0;20101=0},775,"Ice, dragon, and fairy-type elves will increase their physical attack and special attack by an additional 10%.",上陣冰、龍、妖精屬性的精靈會額外提升10%物攻和特攻,"Pokémons with ice, dragon, and goblin attributes will gain an additional 10% physical and special attacks",404404,"""얼음, 드래곤, 요정 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=150},{talent_point=2;502=1;851=50},,,{x=621;y=459},,<<0;0>>,,,,,
30702,Poni Island,波尼島,Poni Island,404404,포니섬,,<{unitId=60592;level=58;advance=12};{unitId=60043;level=58;advance=12};{unitId=60552;level=58;advance=12};{unitId=60011;level=58;advance=12};{unitId=63291;level=58;advance=12};>,<{unitId=260017;level=58;advance=12}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,,6,2,,,,,,,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_658_jhrw@.png,,217,,,21003,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,58,430,430,,,,9999,12,80,12,{5000=0;100=0;20051=0},775,"Grass, electricity, and bug attribute elves will increase their physical attack and special attack by an additional 10%",上陣草、電、蟲屬性的精靈會額外提升10%物攻和特攻,"Pokémons with the attributes of grass, electricity, and insects will have an additional 10% physical and special attacks.",404404,"""풀, 전기, 벌레 타입의 포켓몬 출전 시 공격 및 특수 공격이 추가로 10% 증가한다""",,,,{talent_point=1;502=1;850=150},{talent_point=2;502=1;851=50},,,{x=1471;y=556},,<<0;0>>,,,,,
