﻿"﻿变量名",type,desc,desc_tw,desc_en,desc_vn,desc_kr,icon,title,title_tw,title_en,title_vn,title_kr,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,任务描述,任务描述_越南,任务描述_韩,任务图标,任务标题,任务标题,任务标题,任务标题_越南,任务标题_韩,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1138,0,Pass Instance  Chapter 14 (Normal) Stage7,通關第十四章普通關卡7,Pass Instance  Chapter 14 (Normal) Stage7,404404,챕터14 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11407,,1,1,,,,,,,1100,38,,{gold=19000;13=5},11407
1139,0,Pass Instance  Chapter 14 (Normal) Stage10,通關第十四章普通關卡10,Pass Instance  Chapter 14 (Normal) Stage10,404404,챕터14 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11410,,1,1,,,,,,,1100,39,,{gold=19000;13=5},11410
1140,0,Pass Instance  Chapter 15 (Normal) Stage4,通關第十五章普通關卡4,Pass Instance  Chapter 15 (Normal) Stage4,404404,챕터15 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11504,,1,1,,,,,,,1100,40,,{gold=21000;13=5},11504
1141,0,Pass Instance  Chapter 15 (Normal) Stage7,通關第十五章普通關卡7,Pass Instance  Chapter 15 (Normal) Stage7,404404,챕터15 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11507,,1,1,,,,,,,1100,41,,{gold=21000;13=5},11507
1142,0,Pass Instance  Chapter 15 (Normal) Stage10,通關第十五章普通關卡10,Pass Instance  Chapter 15 (Normal) Stage10,404404,챕터15 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11510,,1,1,,,,,,,1100,42,,{gold=21000;13=5},11510
1143,0,Pass Instance  Chapter 16 (Normal) Stage4,通關第十六章普通關卡4,Pass Instance  Chapter 16 (Normal) Stage4,404404,챕터16 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11604,,1,1,,,,,,,1100,43,,{gold=23000;13=5},11604
1144,0,Pass Instance  Chapter 16 (Normal) Stage7,通關第十六章普通關卡7,Pass Instance  Chapter 16 (Normal) Stage7,404404,챕터16 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11607,,1,1,,,,,,,1100,44,,{gold=23000;13=5},11607
1145,0,Pass Instance  Chapter 16 (Normal) Stage10,通關第十六章普通關卡10,Pass Instance  Chapter 16 (Normal) Stage10,404404,챕터16 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11610,,1,1,,,,,,,1100,45,,{gold=23000;13=5},11610
1146,0,Pass Instance  Chapter 17 (Normal) Stage4,通關第十七章普通關卡4,Pass Instance  Chapter 17 (Normal) Stage4,404404,챕터17 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11704,,1,1,,,,,,,1100,46,,{gold=25000;13=5},11704
1147,0,Pass Instance  Chapter 17 (Normal) Stage7,通關第十七章普通關卡7,Pass Instance  Chapter 17 (Normal) Stage7,404404,챕터17 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11707,,1,1,,,,,,,1100,47,,{gold=25000;13=5},11707
1148,0,Pass Instance  Chapter 17 (Normal) Stage10,通關第十七章普通關卡10,Pass Instance  Chapter 17 (Normal) Stage10,404404,챕터17 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11710,,1,1,,,,,,,1100,48,,{gold=25000;13=5},11710
1149,0,Pass Instance  Chapter 18 (Normal) Stage4,通關第十八章普通關卡4,Pass Instance  Chapter 18 (Normal) Stage4,404404,챕터18 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11804,,1,1,,,,,,,1100,49,,{gold=27000;13=5},11804
1150,0,Pass Instance  Chapter 18 (Normal) Stage7,通關第十八章普通關卡7,Pass Instance  Chapter 18 (Normal) Stage7,404404,챕터18 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11807,,1,1,,,,,,,1100,50,,{gold=27000;13=5},11807
1151,0,Pass Instance  Chapter 18 (Normal) Stage10,通關第十八章普通關卡10,Pass Instance  Chapter 18 (Normal) Stage10,404404,챕터18 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11810,,1,1,,,,,,,1100,51,,{gold=27000;13=5},11810
1152,0,Pass Instance  Chapter 19 (Normal) Stage4,通關第十九章普通關卡4,Pass Instance  Chapter 19 (Normal) Stage4,404404,챕터19 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11904,,1,1,,,,,,,1100,52,,{gold=29000;14=5},11904
1153,0,Pass Instance  Chapter 19 (Normal) Stage7,通關第十九章普通關卡7,Pass Instance  Chapter 19 (Normal) Stage7,404404,챕터19 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11907,,1,1,,,,,,,1100,53,,{gold=29000;14=5},11907
1154,0,Pass Instance  Chapter 19 (Normal) Stage10,通關第十九章普通關卡10,Pass Instance  Chapter 19 (Normal) Stage10,404404,챕터19 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,11910,,1,1,,,,,,,1100,54,,{gold=29000;14=5},11910
1155,0,Pass Instance  Chapter 20 (Normal) Stage4,通關第二十章普通關卡4,Pass Instance  Chapter 20 (Normal) Stage4,404404,챕터20 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12004,,1,1,,,,,,,1100,55,,{gold=31000;14=5},12004
1156,0,Pass Instance  Chapter 20 (Normal) Stage7,通關第二十章普通關卡7,Pass Instance  Chapter 20 (Normal) Stage7,404404,챕터20 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12007,,1,1,,,,,,,1100,56,,{gold=31000;14=5},12007
1157,0,Pass Instance  Chapter 20 (Normal) Stage10,通關第二十章普通關卡10,Pass Instance  Chapter 20 (Normal) Stage10,404404,챕터20 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12010,,1,1,,,,,,,1100,57,,{gold=31000;14=5},12010
1158,0,Pass Instance  Chapter 21 (Normal) Stage4,通關第二十一章普通關卡4,Pass Instance  Chapter 21 (Normal) Stage4,404404,챕터21 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12104,,1,1,,,,,,,1100,58,,{gold=33000;14=5},12104
1159,0,Pass Instance  Chapter 21 (Normal) Stage7,通關第二十一章普通關卡7,Pass Instance  Chapter 21 (Normal) Stage7,404404,챕터21 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12107,,1,1,,,,,,,1100,59,,{gold=33000;14=5},12107
1160,0,Pass Instance  Chapter 21 (Normal) Stage10,通關第二十一章普通關卡10,Pass Instance  Chapter 21 (Normal) Stage10,404404,챕터21 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12110,,1,1,,,,,,,1100,60,,{gold=33000;14=5},12110
1161,0,Pass Instance  Chapter 22 (Normal) Stage4,通關第二十二十章普通關卡4,Pass Instance  Chapter 22 (Normal) Stage4,404404,챕터22 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12204,,1,1,,,,,,,1100,61,,{gold=35000;14=5},12204
1162,0,Pass Instance  Chapter 22 (Normal) Stage7,通關第二十二十章普通關卡7,Pass Instance  Chapter 22 (Normal) Stage7,404404,챕터22 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12207,,1,1,,,,,,,1100,62,,{gold=35000;14=5},12207
1163,0,Pass Instance  Chapter 22 (Normal) Stage10,通關第二十二十章普通關卡10,Pass Instance  Chapter 22 (Normal) Stage10,404404,챕터22 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12210,,1,1,,,,,,,1100,63,,{gold=35000;14=5},12210
1164,0,Pass Instance  Chapter 23 (Normal) Stage4,通關第二十三章普通關卡4,Pass Instance  Chapter 23 (Normal) Stage4,404404,챕터23 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12304,,1,1,,,,,,,1100,64,,{gold=37000;14=5},12304
1165,0,Pass Instance  Chapter 23 (Normal) Stage7,通關第二十三章普通關卡7,Pass Instance  Chapter 23 (Normal) Stage7,404404,챕터23 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12307,,1,1,,,,,,,1100,65,,{gold=37000;14=5},12307
1166,0,Pass Instance  Chapter 23 (Normal) Stage10,通關第二十三章普通關卡10,Pass Instance  Chapter 23 (Normal) Stage10,404404,챕터23 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12310,,1,1,,,,,,,1100,66,,{gold=37000;14=5},12310
1167,0,Pass Instance  Chapter 24 (Normal) Stage4,通關第二十四章普通關卡4,Pass Instance  Chapter 24 (Normal) Stage4,404404,챕터24 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12404,,1,1,,,,,,,1100,67,,{gold=39000;14=5},12404
1168,0,Pass Instance  Chapter 24 (Normal) Stage7,通關第二十四章普通關卡7,Pass Instance  Chapter 24 (Normal) Stage7,404404,챕터24 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12407,,1,1,,,,,,,1100,68,,{gold=39000;14=5},12407
1169,0,Pass Instance  Chapter 24 (Normal) Stage10,通關第二十四章普通關卡10,Pass Instance  Chapter 24 (Normal) Stage10,404404,챕터24 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12410,,1,1,,,,,,,1100,69,,{gold=39000;14=5},12410
1170,0,Pass Instance  Chapter 25 (Normal) Stage4,通關第二十五章普通關卡4,Pass Instance  Chapter 25 (Normal) Stage4,404404,챕터25 일반 스테이지4 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12504,,1,1,,,,,,,1100,70,,{gold=41000;14=5},12504
1171,0,Pass Instance  Chapter 25 (Normal) Stage7,通關第二十五章普通關卡7,Pass Instance  Chapter 25 (Normal) Stage7,404404,챕터25 일반 스테이지7 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12507,,1,1,,,,,,,1100,71,,{gold=41000;14=5},12507
1172,0,Pass Instance  Chapter 25 (Normal) Stage10,通關第二十五章普通關卡10,Pass Instance  Chapter 25 (Normal) Stage10,404404,챕터25 일반 스테이지10 클리어,city/task/icon_action.png,Fight Hard,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,2,12510,,1,1,,,,,,,1100,72,,{gold=41000;14=5},12510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,0,Upgrade 1 Pokémon to Uncommon,1個精靈升至綠色品質,Upgrade 1 Pokémon to Uncommon,1 sprite được nâng cấp lên chất lượng xanh,포켓몬 1마리 초록색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,2,1,1,1,,,,,,,1200,1,,{gold=3000;5000=3},strengthen-advance
1202,0,Upgrade 3 Pokémons to Uncommon,3個精靈升至綠色品質,Upgrade 3 Pokémons to Uncommon,3 yêu tinh được nâng cấp lên chất lượng xanh,포켓몬 3마리 초록색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,2,3,3,1,,,,,,,1200,2,,{gold=3000;5000=3},strengthen-advance
1203,0,Upgrade 6 Pokémons to Uncommon,6個精靈升至綠色品質,Upgrade 6 Pokémons to Uncommon,6 yêu tinh tăng chất lượng xanh,포켓몬 6마리 초록색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,2,6,6,1,,,,,,,1200,3,,{gold=3000;5000=3},strengthen-advance
1204,0,Upgrade 1 Pokémon to Uncommon+1,1個精靈升至綠+1品質,Upgrade 1 Pokémon to Uncommon+1,1 tinh thần được nâng cấp lên chất lượng xanh +1,포켓몬 1마리 초록색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,3,1,1,1,,,,,,,1200,4,,{gold=3000;5000=3},strengthen-advance
1205,0,Upgrade 3 Pokémons to Uncommon+1,3個精靈升至綠+1品質,Upgrade 3 Pokémons to Uncommon+1,3 yêu tinh được nâng cấp lên chất lượng +1 xanh,포켓몬 3마리 초록색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,3,3,3,1,,,,,,,1200,5,,{gold=3000;5000=3},strengthen-advance
1206,0,Upgrade 6 Pokémons to Uncommon+1,6個精靈升至綠+1品質,Upgrade 6 Pokémons to Uncommon+1,6 yêu tinh được nâng cấp lên chất lượng xanh +1,포켓몬 6마리 초록색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,3,6,6,1,,,,,,,1200,6,,{gold=3000;5000=3},strengthen-advance
1207,0,Upgrade 1 Pokémon to Uncommon+2,1個精靈升至綠+2品質,Upgrade 1 Pokémon to Uncommon+2,1 tinh thần tăng lên chất lượng xanh +2,포켓몬 1마리 초록색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,4,1,1,1,,,,,,,1200,7,,{gold=3000;5000=3},strengthen-advance
1208,0,Upgrade 3 Pokémons to Uncommon+2,3個精靈升至綠+2品質,Upgrade 3 Pokémons to Uncommon+2,3 tinh thần tăng lên chất lượng xanh +2,포켓몬 3마리 초록색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,4,3,3,1,,,,,,,1200,8,,{gold=3000;5000=3},strengthen-advance
1209,0,Upgrade 6 Pokémons to Uncommon+2,6個精靈升至綠+2品質,Upgrade 6 Pokémons to Uncommon+2,6 yêu tinh nâng cấp lên chất lượng xanh +2,포켓몬 6마리 초록색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,4,6,6,1,,,,,,,1200,9,,{gold=3000;5000=3},strengthen-advance
1210,0,Upgrade 1 Pokémon to Rare,1個精靈升至藍色品質,Upgrade 1 Pokémon to Rare,1 sprite được nâng cấp lên chất lượng màu xanh,포켓몬 1마리 파란색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,5,1,1,1,,,,,,,1200,10,,{gold=3000;5000=3},strengthen-advance
1211,0,Upgrade 3 Pokémons to Rare,3個精靈升至藍色品質,Upgrade 3 Pokémons to Rare,3 sprite nâng cấp lên chất lượng màu xanh,포켓몬 3마리 파란색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,5,3,3,1,,,,,,,1200,11,,{gold=3000;5000=3},strengthen-advance
1212,0,Upgrade 6 Pokémons to Rare,6個精靈升至藍色品質,Upgrade 6 Pokémons to Rare,6 sprite nâng cấp lên chất lượng màu xanh,포켓몬 6마리 파란색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,5,6,6,1,,,,,,,1200,12,,{gold=3000;5000=3},strengthen-advance
1213,0,Upgrade 1 Pokémon to Rare+1,1個精靈升至藍+1品質,Upgrade 1 Pokémon to Rare+1,1 sprite được nâng cấp lên chất lượng +1 màu xanh,포켓몬 1마리 파란색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,6,1,1,1,,,,,,,1200,13,,{gold=3000;5000=3},strengthen-advance
1214,0,Upgrade 3 Pokémons to Rare+1,3個精靈升至藍+1品質,Upgrade 3 Pokémons to Rare+1,3 yêu tinh được nâng cấp lên chất lượng +1 màu xanh,포켓몬 3마리 파란색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,6,3,3,1,,,,,,,1200,14,,{gold=3000;5000=3},strengthen-advance
1215,0,Upgrade 6 Pokémons to Rare+1,6個精靈升至藍+1品質,Upgrade 6 Pokémons to Rare+1,6 yêu tinh nâng cấp lên chất lượng +1 màu xanh,포켓몬 6마리 파란색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,6,6,6,1,,,,,,,1200,15,,{gold=3000;5000=3},strengthen-advance
1216,0,Upgrade 1 Pokémon to Rare+2,1個精靈升至藍+2品質,Upgrade 1 Pokémon to Rare+2,1 sprite tăng lên màu xanh +2 chất lượng,포켓몬 1마리 파란색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,7,1,1,1,,,,,,,1200,16,,{gold=3000;5000=3},strengthen-advance
1217,0,Upgrade 3 Pokémons to Rare+2,3個精靈升至藍+2品質,Upgrade 3 Pokémons to Rare+2,Nâng cấp 3 yêu tinh lên màu xanh +2,포켓몬 3마리 파란색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,7,3,3,1,,,,,,,1200,17,,{gold=3000;5000=3},strengthen-advance
1218,0,Upgrade 6 Pokémons to Rare+2,6個精靈升至藍+2品質,Upgrade 6 Pokémons to Rare+2,6 yêu tinh nâng cấp lên màu xanh +2 chất lượng,포켓몬 6마리 파란색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,7,6,6,1,,,,,,,1200,18,,{gold=3000;5000=3},strengthen-advance
1219,0,Upgrade 1 Pokémon to Rare+3,1個精靈升至藍+3品質,Upgrade 1 Pokémon to Rare+3,1 sprite tăng lên màu xanh +3 chất lượng,포켓몬 1마리 파란색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,8,1,1,1,,,,,,,1200,18,,{gold=3000;5000=3},strengthen-advance
1220,0,Upgrade 3 Pokémons to Rare+3,3個精靈升至藍+3品質,Upgrade 3 Pokémons to Rare+3,Nâng cấp 3 yêu tinh lên màu xanh +3,포켓몬 3마리 파란색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,8,3,3,1,,,,,,,1200,19,,{gold=3000;5000=3},strengthen-advance
1221,0,Upgrade 6 Pokémons to Rare+3,6個精靈升至藍+3品質,Upgrade 6 Pokémons to Rare+3,6 yêu tinh nâng cấp lên màu xanh +3 chất lượng,포켓몬 6마리 파란색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,8,6,6,1,,,,,,,1200,20,,{gold=3000;5000=3},strengthen-advance
1222,0,Upgrade 1 Pokémon to Epic,1個精靈升至紫色品質,Upgrade 1 Pokémon to Epic,1 sprite được nâng cấp lên chất lượng màu tím,포켓몬 1마리 보라색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,9,1,1,1,,,,,,,1200,21,,{gold=3000;5000=3},strengthen-advance
1223,0,Upgrade 3 Pokémons to Epic,3個精靈升至紫色品質,Upgrade 3 Pokémons to Epic,3 yêu tinh được nâng cấp lên chất lượng màu tím,포켓몬 3마리 보라색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,9,3,3,1,,,,,,,1200,22,,{gold=3000;5000=3},strengthen-advance
1224,0,Upgrade 6 Pokémons to Epic,6個精靈升至紫色品質,Upgrade 6 Pokémons to Epic,6 yêu tinh tăng chất lượng màu tím,포켓몬 6마리 보라색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,9,6,6,1,,,,,,,1200,23,,{gold=3000;5000=3},strengthen-advance
1225,0,Upgrade 1 Pokémon to Epic+1,1個精靈升至紫+1品質,Upgrade 1 Pokémon to Epic+1,Nâng cấp 1 elf lên chất lượng +1 màu tím,포켓몬 1마리 보라색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,10,1,1,1,,,,,,,1200,24,,{gold=3000;5000=3},strengthen-advance
1226,0,Upgrade 3 Pokémons to Epic+1,3個精靈升至紫+1品質,Upgrade 3 Pokémons to Epic+1,3 yêu tinh được nâng cấp lên màu tím +1 chất lượng,포켓몬 3마리 보라색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,10,3,3,1,,,,,,,1200,25,,{gold=3000;5000=3},strengthen-advance
1227,0,Upgrade 6 Pokémons to Epic+1,6個精靈升至紫+1品質,Upgrade 6 Pokémons to Epic+1,6 yêu tinh được nâng cấp lên màu tím +1 chất lượng,포켓몬 6마리 보라색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,10,6,6,1,,,,,,,1200,26,,{gold=3000;5000=3},strengthen-advance
1228,0,Upgrade 1 Pokémon to Epic+2,1個精靈升至紫+2品質,Upgrade 1 Pokémon to Epic+2,1 tinh thần tăng lên màu tím +2 chất lượng,포켓몬 1마리 보라색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,11,1,1,1,,,,,,,1200,27,,{gold=3000;5000=3},strengthen-advance
1229,0,Upgrade 3 Pokémons to Epic+2,3個精靈升至紫+2品質,Upgrade 3 Pokémons to Epic+2,3 yêu tinh tăng lên màu tím +2 chất lượng,포켓몬 3마리 보라색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,11,3,3,1,,,,,,,1200,28,,{gold=3000;5000=3},strengthen-advance
1230,0,Upgrade 6 Pokémons to Epic+2,6個精靈升至紫+2品質,Upgrade 6 Pokémons to Epic+2,6 yêu tinh tăng lên màu tím +2 chất lượng,포켓몬 6마리 보라색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,11,6,6,1,,,,,,,1200,29,,{gold=3000;5000=3},strengthen-advance
1231,0,Upgrade 1 Pokémon to Epic+3,1個精靈升至紫+3品質,Upgrade 1 Pokémon to Epic+3,1 tinh thần tăng lên màu tím +3 chất lượng,포켓몬 1마리 보라색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,12,1,1,1,,,,,,,1200,30,,{gold=3000;5000=3},strengthen-advance
1232,0,Upgrade 3 Pokémons to Epic+3,3個精靈升至紫+3品質,Upgrade 3 Pokémons to Epic+3,3 yêu tinh tăng lên màu tím +3 chất lượng,포켓몬 3마리 보라색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,12,3,3,1,,,,,,,1200,31,,{gold=3000;5000=3},strengthen-advance
1233,0,Upgrade 6 Pokémons to Epic+3,6個精靈升至紫+3品質,Upgrade 6 Pokémons to Epic+3,6 yêu tinh tăng lên màu tím +3 chất lượng,포켓몬 6마리 보라색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,12,6,6,1,,,,,,,1200,32,,{gold=3000;5000=3},strengthen-advance
1234,0,Upgrade 1 Pokémon to Epic+4,1個精靈升至紫+4品質,Upgrade 1 Pokémon to Epic+4,1 tinh thần tăng lên màu tím +4 chất lượng,포켓몬 1마리 보라색+4 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,13,1,1,1,,,,,,,1200,33,,{gold=3000;5000=3},strengthen-advance
1235,0,Upgrade 3 Pokémons to Epic+4,3個精靈升至紫+4品質,Upgrade 3 Pokémons to Epic+4,3 yêu tinh tăng chất lượng tím +4,포켓몬 3마리 보라색+4 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,13,3,3,1,,,,,,,1200,34,,{gold=3000;5000=3},strengthen-advance
1236,0,Upgrade 6 Pokémons to Epic+4,6個精靈升至紫+4品質,Upgrade 6 Pokémons to Epic+4,6 yêu tinh tăng lên màu tím +4 chất lượng,포켓몬 6마리 보라색+4 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,13,6,6,1,,,,,,,1200,35,,{gold=3000;5000=3},strengthen-advance
1237,0,"Upgrade 1 Pokémon to Legendary ",1個精靈升至橙色品質,"Upgrade 1 Pokémon to Legendary ",1 sprite được nâng cấp lên chất lượng màu cam,포켓몬 1마리 주황색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,14,1,1,1,,,,,,,1200,36,,{gold=3000;5000=3},strengthen-advance
