"﻿变量名",markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
185005,1851,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
185006,1851,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
185007,1851,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
185008,1851,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
185009,1851,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
185010,1851,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
185011,1851,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
185012,1851,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
185013,1851,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
186001,1861,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
186002,1861,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
186003,1861,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
186004,1861,80,2,0,6,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
186005,1861,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
186006,1861,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
186007,1861,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
186008,1861,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
186009,1861,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
186010,1861,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
186011,1861,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
186012,1861,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
186013,1861,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
189001,1891,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
189002,1891,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
189003,1891,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
189004,1891,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
189005,1891,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
189006,1891,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
189007,1891,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
189008,1891,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
189009,1891,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
189010,1891,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
189011,1891,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
189012,1891,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
189013,1891,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
190001,1901,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
190002,1901,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
190003,1901,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
190004,1901,80,2,0,17,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
190005,1901,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
190006,1901,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
190007,1901,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
190008,1901,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
190009,1901,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
190010,1901,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
190011,1901,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
190012,1901,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
190013,1901,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
191001,1911,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
191002,1911,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
191003,1911,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
191004,1911,80,2,0,13,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
191005,1911,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
191006,1911,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
191007,1911,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
191008,1911,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
191009,1911,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
191010,1911,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
191011,1911,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
191012,1911,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
191013,1911,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
192001,1921,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
192002,1921,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
192003,1921,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
192004,1921,80,2,0,6,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
192005,1921,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
192006,1921,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
192007,1921,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
192008,1921,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
192009,1921,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
192010,1921,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
192011,1921,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
192012,1921,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
192013,1921,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
193001,1931,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
193002,1931,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
193003,1931,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
193004,1931,80,2,0,17,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
193005,1931,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
193006,1931,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
193007,1931,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
193008,1931,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
193009,1931,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
193010,1931,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
193011,1931,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
193012,1931,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
193013,1931,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
194001,1941,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
194002,1941,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
194003,1941,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
194004,1941,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
194005,1941,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
194006,1941,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
194007,1941,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
194008,1941,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
194009,1941,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
194010,1941,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
194011,1941,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
194012,1941,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
194013,1941,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
195001,1951,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
195002,1951,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
195003,1951,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
195004,1951,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
195005,1951,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
195006,1951,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
195007,1951,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
195008,1951,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
195009,1951,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
195010,1951,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
195011,1951,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
195012,1951,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
195013,1951,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
196001,1961,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
196002,1961,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
196003,1961,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
196004,1961,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
196005,1961,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
196006,1961,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
196007,1961,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
196008,1961,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
196009,1961,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
196010,1961,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
196011,1961,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
196012,1961,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
196013,1961,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
197001,1971,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
197002,1971,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
197003,1971,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
197004,1971,80,2,0,9,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
197005,1971,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
197006,1971,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
197007,1971,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
197008,1971,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
197009,1971,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
197010,1971,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
197011,1971,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
197012,1971,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
197013,1971,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
198001,1981,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
198002,1981,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
198003,1981,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
198004,1981,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
198005,1981,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
198006,1981,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
198007,1981,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
198008,1981,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
198009,1981,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
198010,1981,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
198011,1981,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
198012,1981,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
198013,1981,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
199001,1991,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
199002,1991,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
199003,1991,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
199004,1991,80,2,0,17,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
199005,1991,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
199006,1991,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
199007,1991,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
199008,1991,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
199009,1991,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
199010,1991,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
199011,1991,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
199012,1991,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
199013,1991,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
201001,2011,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
201002,2011,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
201003,2011,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
201004,2011,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
201005,2011,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
201006,2011,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
201007,2011,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
201008,2011,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
201009,2011,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
201010,2011,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
201011,2011,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
201012,2011,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
201013,2011,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
202001,2021,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
202002,2021,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
202003,2021,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
202004,2021,80,2,0,2,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
202005,2021,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
202006,2021,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
202007,2021,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
202008,2021,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
202009,2021,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
202010,2021,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
202011,2021,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
202012,2021,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
202013,2021,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
203001,2031,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
203002,2031,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
203003,2031,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
203004,2031,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
203005,2031,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
203006,2031,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
203007,2031,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
203008,2031,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
203009,2031,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
203010,2031,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
203011,2031,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
203012,2031,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
203013,2031,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
207001,2071,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
207002,2071,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
207003,2071,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
207004,2071,80,2,0,5,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
207005,2071,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
207006,2071,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
207007,2071,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
207008,2071,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
207009,2071,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
207010,2071,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
207011,2071,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
207012,2071,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
207013,2071,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
223001,2231,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
223002,2231,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
223003,2231,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
