"﻿变量名",_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
607063,Activity 6,4000,6000,,TRUE,,,,,2,,,2,,281018,{x=0;y=-150},,"Hmph, even Arceus can't save you today",哼，今天就是阿爾宙斯來也救不了你們,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608011,Activity 1,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,"It’s the annual Labor Day again, hereby hold a general meeting to vote for the most industrious Pokémon, please cast your precious vote for the most industrious Pokémon in your mind!",又到了一年一度的勞動節，特此召開大會票選最勤勞寶可夢，請大家為心目中的最勤勞寶可夢投出寶貴的一票！,,,,,,,,,,,,,,,,,,,,,,,,,,
608012,Activity 1,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,Let’s invite the first model worker representative—the veteran builder to give a speech,下面有請第一位勞動模範代表——修建老匠發表感言,,,,,,,,,,,,,,,,,,,,,,,,,,
608013,Activity 1,0,2000,,TRUE,,,,,2,,,1,,282013,{x=150;y=-150},,We workers have power!,咱們工人有力量！,,,,,,,,,,,,,,,,,,,,,,,,,,
608014,Activity 1,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,"By the way, before the voting begins, I will interview you at the request of the audience. What do you think of the fact that the elves have the lowest score?",對了，在投票開始之前，應觀眾要求採訪您一下，對於精靈評分墊底這件事，您怎麼看？,,,,,,,,,,,,,,,,,,,,,,,,,,
608015,Activity 1,0,2000,,TRUE,,,,,2,,,1,,282013,{x=150;y=-150},,... (slaps the host away) Hey! We workers have power!,……（把主持人打飛）嘿！咱們工人有力量！,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608021,Activity 2,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,The second model worker representative is the moving team from Lida Moving Company,第二位勞動模範代表是來自力大搬家公司的搬家團隊,,,,,,,,,,,,,,,,,,,,,,,,,,
608022,Activity 2,0,2000,,TRUE,,,,,2,,,1,,282014,{x=0;y=-150},,(Show muscles) Our slogan is!,（展示肌肉）我們的口號是！,,,,,,,,,,,,,,,,,,,,,,,,,,
608023,Activity 2,0,2000,,TRUE,,,,,2,,,1,,282015,{x=150;y=0},,"(Show muscles) There is strength in numbers! No matter how many things there are, don’t be afraid!",（展示肌肉）人多力量大！東西再多也不怕！,,,,,,,,,,,,,,,,,,,,,,,,,,
608024,Activity 2,0,2000,,TRUE,,,,,2,,,1,,282016,{x=0;y=-100},,(Show chicken) Chirp...,（展示雞肉）啾啾……,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608031,Activity 3,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,Next I have the members of the Jenny fire brigade,接下來有請傑尼消防隊的成員,,,,,,,,,,,,,,,,,,,,,,,,,,
608032,Activity 3,0,2000,,TRUE,,,,,2,,,1,,282017,{x=50;y=-100},,Jenny Jenny! (Spray water on the host),傑尼傑尼！（向主持人噴水玩）,,,,,,,,,,,,,,,,,,,,,,,,,,
608033,Activity 3,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,(wipes water) I announce the cancellation of your participation in the election...,（擦水）我宣佈取消你們的參選資……,,,,,,,,,,,,,,,,,,,,,,,,,,
608034,Activity 3,0,2000,,TRUE,,,,,2,,,1,,282019,{x=150;y=-200},,Pfft--(Spraying the host into the air),噗--（噴水擊飛主持人）,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608041,Activity 4,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,next...,接下……,,,,,,,,,,,,,,,,,,,,,,,,,,
608042,Activity 4,0,2000,,TRUE,,,,,2,,,1,,282020,{x=150;y=-300},,Whoosh--(runs out of the venue quickly),嗖--（飛快地跑出會場）,,,,,,,,,,,,,,,,,,,,,,,,,,
608043,Activity 4,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,...come to us...,……來我們……,,,,,,,,,,,,,,,,,,,,,,,,,,
608044,Activity 4,0,2000,,TRUE,,,,,2,,,1,,282020,{x=150;y=-300},,Whoosh--(quickly ran back to the venue),嗖--（飛快地跑回會場）,,,,,,,,,,,,,,,,,,,,,,,,,,
608045,Activity 4,0,2000,,TRUE,,,,,2,,,1,,282020,{x=150;y=-300},,"He held up a sign in his hand: I am Kuailong who delivers the courier, everyone should pick me! (compare heart)",手裡舉了個牌子：我是送快遞的快龍，大家要pick我哦！（比心）,,,,,,,,,,,,,,,,,,,,,,,,,,
608046,Activity 4,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,...,……,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608051,Activity 5,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,"The last model worker representative is Nurse Fat Keding, who is widely praised by patients. Please!",最後一位勞動模範代表是廣受病人好評的胖可丁護士，有請！,,,,,,,,,,,,,,,,,,,,,,,,,,
608052,Activity 5,0,2000,,TRUE,,,,,2,,,1,,282022,{x=0;y=-100},,La la la (come on stage humming),啦啦啦（哼著歌上臺）,,,,,,,,,,,,,,,,,,,,,,,,,,
608053,Activity 5,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,...zzZZ...,……zzZZ……,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608061,Activity 6,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,The Labor Commendation Conference has come to a successful conclusion. Please leave Pokémon and trainers in an orderly manner...,本次勞動表彰大會圓滿落幕，請各位寶可夢和訓練家們有序退場……,,,,,,,,,,,,,,,,,,,,,,,,,,
608062,Activity 6,0,2000,,TRUE,,,,,2,,,1,,282027,{x=150;y=-100},,Snoring... ZZzz...,呼嚕……ZZzz…,,,,,,,,,,,,,,,,,,,,,,,,,,
608063,Activity 6,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,...When did you appear on the stage? Are you here to run for the election?,……什麼時候出現在臺上的，你也是來參選的嗎,,,,,,,,,,,,,,,,,,,,,,,,,,
608064,Activity 6,0,2000,,TRUE,,,,,2,,,1,,282027,{x=150;y=-100},,(Nods while snoring) ZZzz...,（一邊打呼嚕一邊點了點頭）ZZzz…,,,,,,,,,,,,,,,,,,,,,,,,,,
608065,Activity 6,0,2000,,TRUE,,,,,2,,,2,<32>,,{x=0;y=-150},,"We voted for the hardest-working Pokémon, are you sure... (being kicked out of the field by a punch)... Are you...",我們可是票選最勤勞寶可夢，你確定……（被一拳打飛出場外）……嗎……,,,,,,,,,,,,,,,,,,,,,,,,,,
608066,Activity 6,0,2000,,TRUE,,,,,2,,,1,,282027,{x=150;y=-100},,"(Glanced sleepily at the venue, then lazily turned over, and saw two big characters written on the buttocks: Vote for me!)",（睡眼惺忪地瞟了一眼會場，然後懶洋洋地翻了個身，只見屁股上寫了兩個大字：投我！）,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609010,National Day Event 1,0,2000,,TRUE,,,,,2,,,1,<1>,,,,What happened down there? Why it is like on fire?,前面發生了什麼？怎麼像是著火了一樣？,What happened down there? Why it is like on fire?,,앞에 무슨 일이야? 왜 불이 난 것 같은데?,,,,,,,,,,,,,,,,,,,,,,,
609012,National Day Event 1,2000,2000,,TRUE,,,,,2,,,1,<1>,,,,"What! It's the flames from that Chimchar...Wait a minute, why do all those Pokémons seem to be attacking it?",咦！是那只小火焰猴發出的火焰……等一下，那些精靈怎麼好像都在攻擊它？,"What! It's the flames from that Chimchar...Wait a minute, why do all those Pokémons seem to be attacking it?",,"어! 저 불꽃숭이가 내뿜는 불꽃인데... 잠깐만, 저 포켓몬들이 왜 모두 얘를 공격하는거야?",,,,,,,,,,,,,,,,,,,,,,,
609013,National Day Event 1,0,2000,,TRUE,,,,,2,,,1,,,,,"I saw a group of ferocious Pokémons besieging a scarred Chimchar,",只見一群兇惡的精靈在圍攻一隻傷痕累累的小火焰猴。,"I saw a group of ferocious Pokémons besieging a scarred Chimchar,",,여러 흉악한 포켓몬들이 한 상처 많은 불꽃숭이를 포위 공격하고 있다.,,,,,,,,,,,,,,,,,,,,,,,
609014,National Day Event 1,0,2000,,TRUE,,,,,2,,,2,,2021,{x=0;y=-150},,Charrrr……,唔……,Charrrr……,,움...,,,,,,,,,,,,,,,,,,,,,,,
609015,National Day Event 1,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Hey, it’s time to stop! You are bullying Chimchar!",喂喂，住手啊，這麼多人欺負一個，太過分了吧！,"Hey, it’s time to stop! You are bullying Chimchar!",,"야, 그만해, 이렇게 많은 사람들이 얘 하나를 괴롭히다니, 너무한 거 아니야!",,,,,,,,,,,,,,,,,,,,,,,
609016,National Day Event 1,0,2000,,TRUE,,,,,1,,,1,,,{x=-100;y=400},,Victory conditions: Protect Chimchar and defeat other Pokémons!,勝利條件：保護小火焰猴，擊退其他精靈！,Victory conditions: Protect Chimchar and defeat other Pokémons!,,승리 조건: 불꽃숭이를 보호하고 다른 포켓몬을 물리치기!,,,,,,,,,,,,,,,,,,,,,,,
609018,National Day Event 1-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Phew...Fought them off temporarily,呼……暫時擊退他們了。,Phew...Fought them off temporarily,,휴…일단 그들을 물리쳤다.,,,,,,,,,,,,,,,,,,,,,,,
609019,National Day Event 1-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Are you OK? Chimchar!,你沒事吧？小火焰猴！,Are you OK? Chimchar!,,너 괜찮니? 불꽃숭이!,,,,,,,,,,,,,,,,,,,,,,,
609021,National Day Event 1 - Lose,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Oh! Accidentally injured Chimchar.,啊這，不小心傷到了小火焰猴。,Oh! Accidentally injured Chimchar.,,"아, 불꽃숭이를 다치게 했구나.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609025,National Day Event 2,0,2000,,TRUE,,,,,2,,,2,,2021,{x=0;y=-150},,Char~ (painful) char ah ah ah ah! !,嘿哢~（痛苦）哢啊啊啊啊！！,Char~ (painful) char ah ah ah ah! !,,흐카~ (아픔) 캬아아아아!!,,,,,,,,,,,,,,,,,,,,,,,
609026,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,<1>,,,,What happened to you? Chimchar!,你怎麼了？小火焰猴！,What happened to you? Chimchar!,,왜 그래? 불꽃숭이!,,,,,,,,,,,,,,,,,,,,,,,
609027,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,,,,,"The body of the dying Chimchar burst into flames and ignited the surroundings, and several fire pillars that twisted like fire snakes emerged from the tail.",原本奄奄一息的小火焰猴身體爆發出了烈焰點燃了周圍，尾部冒出數條如火蛇般扭動的火柱。,"The body of the dying Chimchar burst into flames and ignited the surroundings, and several fire pillars that twisted like fire snakes emerged from the tail.",,죽어가던 불꽃숭이가 몸에서 불꽃이 튀어 주변에 불을 붙이고 꼬리에서 불뱀처럼 뒤틀린 수많은 불기둥이 솟구쳤다.,,,,,,,,,,,,,,,,,,,,,,,
609028,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,<1>,,,,What a strong fire...,好強的猛火……,What a strong fire...,,불길이 너무 세..,,,,,,,,,,,,,,,,,,,,,,,
609029,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,,,,,"Suddenly, the body of Chimchar emitted a dazzling white light.",突然小火焰猴的身子發出了一陣耀眼的白光。,"Suddenly, the body of Chimchar emitted a dazzling white light.",,갑자기 불꽃숭이의 몸이 눈부신 흰 빛을 발했다.,,,,,,,,,,,,,,,,,,,,,,,
609030,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Is this evolution?!! ?,這難道是——進化！？,Is this evolution?!! ?,,설마-- 진화!?,,,,,,,,,,,,,,,,,,,,,,,
609031,National Day Event 2,0,2000,,TRUE,,,,,2,,,2,,2022,{x=0;y=-150},,Charr~ Charrr ah ah ah! ! (The evolved Monferno keeps spurting flames at its surroundings with red eyes),嘿哢~嘿哢啊啊！！（進化後的猛火猴紅著眼持續朝周圍噴射火焰）,Charr~ Charrr ah ah ah! ! (The evolved Monferno keeps spurting flames at its surroundings with red eyes),,흐카~흐카아아!! (진화된 파이숭이는 눈이 빨개지고 계속 주변을 향해 화염을 내뿜었다.),,,,,,,,,,,,,,,,,,,,,,,
609032,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"No, the Monferno seems to out of control!",不好，猛火猴好像失控暴走了！,"No, the Monferno seems to out of control!",,파이숭이가 컨트롤하지 못하고 폭주한 것 같다!,,,,,,,,,,,,,,,,,,,,,,,
609033,National Day Event 2,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Wake up! Monferno!,清醒一點啊，猛火猴！,Wake up! Monferno!,,"정신 차려, 파이숭이!",,,,,,,,,,,,,,,,,,,,,,,
609034,National Day Event 2,0,2000,,TRUE,,,,,1,,,1,,,{x=-100;y=400},,Victory condition: Subdue the Monferno that is out of control,勝利條件：制服發狂暴走的猛火猴,Victory condition: Subdue the Monferno that is out of control,,승리 조건: 미치게 복주한 파이숭이를 제압하기.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609040,National Day Event 3,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Monferno, are you okay?",猛火猴，你沒事吧？,"Monferno, are you okay?",,"파이숭이, 괜찮아?",,,,,,,,,,,,,,,,,,,,,,,
609041,National Day Event 3,0,2000,,TRUE,,,,,2,,,2,,2723,{x=0;y=-150},,Heyha!,嘿哈！,Heyha!,,히하!,,,,,,,,,,,,,,,,,,,,,,,
609042,National Day Event 3,0,2000,,TRUE,,,,,2,,,1,,,,,"Oncoming stone blades blocked your way, and saw another group of vicious Pokémons descend from the sky.",迎面而來的石刃擋住了你的去路，只見又一群兇惡的精靈從天而降。,"Oncoming stone blades blocked your way, and saw another group of vicious Pokémons descend from the sky.",,마주 오는 돌날이 당신의 길을 가로막고 하늘에서 흉악한 포켓몬들이 내려왔다.,,,,,,,,,,,,,,,,,,,,,,,
609044,National Day Event 3,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Oh no, it seems that these Pokémons are in the same side as those just now.",糟糕，看樣子這些精靈和剛才那些是一夥兒的。,"Oh no, it seems that these Pokémons are in the same side as those just now.",,"아뿔싸, 이 포켓몬들은 아까 저것들과 같은 편인 모양이네.",,,,,,,,,,,,,,,,,,,,,,,
609045,National Day Event 3,0,2000,,TRUE,,,,,2,,,1,<1>,,,,You must protect the Monferno.,得趕緊保護好猛火猴。,You must protect the Monferno.,,파이숭이를 얼른 보호해야 한다.,,,,,,,,,,,,,,,,,,,,,,,
609046,National Day Event 3,0,2000,,TRUE,,,,,1,,,1,,,{x=-100;y=400},,Victory condition: defeat the Pokémons who came to make trouble,勝利條件：擊退前來搗亂的精靈,Victory condition: defeat the Pokémons who came to make trouble,,승리 조건: 소란을 피우러 온 포켓몬을 물리치기.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609050,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Pikachu, use Thunderbolt!",皮卡丘，十萬伏特！,"Pikachu, use Thunderbolt!",,"피카츄, 10만볼트!",,,,,,,,,,,,,,,,,,,,,,,
609051,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,,92,{x=60;y=-100},,Pika-----Chuuuu!!!!!!!!!!,皮卡——丘！,Pika-----Chuuuu!!!!!!!!!!,,피카--츄!,,,,,,,,,,,,,,,,,,,,,,,
609052,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,,,,,"Krookodile struggled to avoid the Thunderbolt released by Pikachu, and the Thunderbolt hit the grass behind it, waking up the Slaking.",流氓鱷奮力躲開了皮卡丘釋放的十萬伏特，電流打向了他身後的草叢，吵醒了正在睡覺的請假王。,"Krookodile struggled to avoid the Thunderbolt released by Pikachu, and the Thunderbolt hit the grass behind it, waking up the Slaking.",,"악비아르는 피카츄가 내뿜는 10만볼트를 피했고, 그의 뒤에 있는 풀숲에 전류가 흘러들어 잠을 자고 있는 게을킹을 깨웠다.",,,,,,,,,,,,,,,,,,,,,,,
609053,National Day Event 4,0,2000,,TRUE,,,,,2,,,2,,1423,{x=0;y=-100},,……,……,……,,......,,,,,,,,,,,,,,,,,,,,,,,
609054,National Day Event 4,0,2000,,TRUE,,,,,2,,,2,,2723,{x=0;y=-150},,"(Thirty-six ways to flee, but to run away is the best)",（腳底抹油，瞬間開溜）,"(Thirty-six ways to flee, but to run away is the best)",,(발바닥에 기름을 바르고 바로 빠져나간다),,,,,,,,,,,,,,,,,,,,,,,
609055,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Ah, sorry, Slaking, we didn’t mean it...",啊，抱歉，請假王，我們不是有意的……,"Ah, sorry, Slaking, we didn’t mean it...",,"아, 죄송해 게을킹, 저희들이 일부러가 아니었는데...",,,,,,,,,,,,,,,,,,,,,,,
609056,National Day Event 4,0,2000,,TRUE,,,,,2,,,2,,1423,{x=0;y=-100},,Ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah! (Angry pounding its chest! ),啊啊啊啊啊啊啊啊！（生氣捶胸！）,Ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah! (Angry pounding its chest! ),,아아아아아아아아! (화나게 가슴을 친다!),,,,,,,,,,,,,,,,,,,,,,,
609057,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"It can't listen at all, we can only fight...",完全聽不進去，只能迎戰了……,"It can't listen at all, we can only fight...",,도무지 안들려서 싸울 수 밖에 없네...,,,,,,,,,,,,,,,,,,,,,,,
609058,National Day Event 4,0,2000,,TRUE,,,,,1,,,1,,,{x=-100;y=400},,Victory condition: defeat the angry Slaking,勝利條件：擊退憤怒的請假王,Victory condition: defeat the angry Slaking,,승리 조건: 분노한 게을킹을 물리치기.,,,,,,,,,,,,,,,,,,,,,,,
609060,National Day Activities 4-,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Wow, this Slaking is so strong!",唔，這只請假王好強的戰鬥力啊！,"Wow, this Slaking is so strong!",,"음, 이 게을킹의 전투력은 너무 대단해!",,,,,,,,,,,,,,,,,,,,,,,
609061,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,,,,,"The more and more courageous Slaking threw a full punch, and was about to hit the tired Pikachu——",愈戰愈勇的請假王揮出全力一拳，眼看就要打中疲憊的皮卡丘——,"The more and more courageous Slaking threw a full punch, and was about to hit the tired Pikachu——",,싸울수록 용맹한 게을킹이 온 힘을 다하여 주먹을 휘두르고 지친 피카츄를 곧 맞힐 것 같았다--,,,,,,,,,,,,,,,,,,,,,,,
609062,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Watch out! Pikachu!,皮卡丘小心！,Watch out! Pikachu!,,피카츄 조심!,,,,,,,,,,,,,,,,,,,,,,,
609063,National Day Event 4,0,2000,,TRUE,,,,,2,,,2,,,,,"At this time, a fire ran across and rescued Pikachu from the fist of Slaking. The flame wheel stopped not far away, then the flame dissipated, and the Infernape appeared.",這時一道火光竄過，將皮卡丘從請假王的拳下救出，火焰輪在不遠處停下，火焰消散，現出了烈焰猴的身影。,"At this time, a fire ran across and rescued Pikachu from the fist of Slaking. The flame wheel stopped not far away, then the flame dissipated, and the Infernape appeared.",,"이때 한 불빛이 치솟아 피카츄를 게을킹의 주먹 아래서 구해냈다. 화염륜이 멀지 않은 곳에서 멈추면서 화염이 사라졌고, 초염몽의 모습을 나타났다.",,,,,,,,,,,,,,,,,,,,,,,
609064,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Ah the Monferno...no, the Infernape?",啊猛火猴……不，烈焰猴？,"Ah the Monferno...no, the Infernape?",,"파이숭이... 아니다, 초염몽?",,,,,,,,,,,,,,,,,,,,,,,
609065,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"That's amazing, you have evolved into Infernape!",好厲害，你進化成烈焰猴了誒！,"That's amazing, you have evolved into Infernape!",,"대박, 넌 초염몽으로 진화했구나!",,,,,,,,,,,,,,,,,,,,,,,
609066,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,,2023,{x=100;y=-100},,"(Let go of Pikachu, turn around and confront the Slaking)",（放下皮卡丘，轉身與請假王對峙）,"(Let go of Pikachu, turn around and confront the Slaking)",,(피카츄를 내려놓고 돌아서서 게을킹과 대치한다),,,,,,,,,,,,,,,,,,,,,,,
609067,National Day Event 4,0,2000,,TRUE,,,,,2,,,2,,1423,{x=0;y=-100},,……,……,……,,......,,,,,,,,,,,,,,,,,,,,,,,
609068,National Day Event 4,0,2000,,TRUE,,,,,2,,,1,,,,,"The two sides were staring each other. For a long time, Slaking leave with a cold snort, turned around and went back to sleep in the grass.",雙方劍拔弩張，良久，請假王冷哼一聲，轉身回到了草叢中繼續睡覺。,"The two sides were staring each other. For a long time, Slaking leave with a cold snort, turned around and went back to sleep in the grass.",,"쌍방이 일촉즉발이고, 한참 후 게을킹은 끙끙거리면서 풀숲으로 돌아가 계속 잠을 잤다.",,,,,,,,,,,,,,,,,,,,,,,
609070,National Day Event 4-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Phew... It seems like we have escaped!,呼……看樣子是躲過一劫了！,Phew... It seems like we have escaped!,,휴…잘 피했나봐!,,,,,,,,,,,,,,,,,,,,,,,
609071,National Day Event 4-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Thank you, Infernape!",謝謝你啊，烈焰猴！,"Thank you, Infernape!",,고마워 초염몽!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609081,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,,,,"Suddenly a gust of wind blew, and then a lot of smoke came.",忽然一陣疾風刮來，之後湧來了大量煙霧。,"Suddenly a gust of wind blew, and then a lot of smoke came.",,갑자기 질풍이 불어오더니 대량의 연기가 몰려왔다.,,,,,,,,,,,,,,,,,,,,,,,
609082,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,,,,Ah ha ha ha ha~~,哇哈哈哈哈~~,Ah ha ha ha ha~~,,와하하하하~~,,,,,,,,,,,,,,,,,,,,,,,
609083,National Day Activities 5,2000,2000,,TRUE,,,,,2,,,1,<1>,,,,What happened! ?,怎麼回事！？,What happened! ?,,웬일이야!?,,,,,,,,,,,,,,,,,,,,,,,
609084,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36>,,,,"Listen, is that a ""What's going on ? "" I hear",聽到“怎麼回事！？”的聲音，,"Listen, is that a ""What's going on ? "" I hear",,"웬일이야!?' 하는 소리가 들렸고,",,,,,,,,,,,,,,,,,,,,,,,
609085,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35>,,,,It's speaking to me loud and clear.,就立刻以光速趕來。,It's speaking to me loud and clear.,,바로 광속으로 달려왔다.,,,,,,,,,,,,,,,,,,,,,,,
609086,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36;resAct>,,{x=130;y=0},,On the wind!,風兒啊！,On the wind!,,바람아!,,,,,,,,,,,,,,,,,,,,,,,
609087,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35;resAct>,,{x=130;y=0},,Past the stars!,大地啊！,Past the stars!,,땅야!,,,,,,,,,,,,,,,,,,,,,,,
609088,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,211,{x=150;y=-150},,In your ear!,天空啊！,In your ear!,,하늘아!,,,,,,,,,,,,,,,,,,,,,,,
609089,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36>,,,,Bringing chaos at a breakneck pace.,危險啊降臨到這世界吧！,Bringing chaos at a breakneck pace.,,"위험아, 이 세상에 내려와라!",,,,,,,,,,,,,,,,,,,,,,,
609090,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35>,,,,"Dashing hope, putting fear in its place.",危機啊在宇宙中穿梭吧！,"Dashing hope, putting fear in its place.",,"위기야, 우주에서 누비자!",,,,,,,,,,,,,,,,,,,,,,,
609091,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36>,,,,A rose by any other name is just as sweet.,它的名字可以用天使或惡魔來呼喚，,A rose by any other name is just as sweet.,,"그의 이름은 천사나 악마로 부를 수 있고,",,,,,,,,,,,,,,,,,,,,,,,
609092,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35>,,,,"When everything's worse, our work is complete.",讓任何人都為之震顫而迷惑的聲響，,"When everything's worse, our work is complete.",,"누구라도 떨리게 하는 미혹한 소리,",,,,,,,,,,,,,,,,,,,,,,,
609093,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36;resAct>,,{x=130;y=0},,Jessie!,武藏！,Jessie!,,로사!,,,,,,,,,,,,,,,,,,,,,,,
609094,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35;resAct>,,{x=130;y=0},,And it's James!,小次郎！,And it's James!,,로이!,,,,,,,,,,,,,,,,,,,,,,,
609095,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,211,{x=150;y=-150},,"And Meowth, now that's a name!",我是喵喵！,"And Meowth, now that's a name!",,나는 냐옹!,,,,,,,,,,,,,,,,,,,,,,,
609096,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36>,,,,Putting the do-gooders in their place...,時代的主角就是我們，,Putting the do-gooders in their place...,,"시대의 주인공은 바로 우리다,",,,,,,,,,,,,,,,,,,,,,,,
609097,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35>,,,,.we're Team Rocket...,我們是無敵的……,.we're Team Rocket...,,우리는 무적이다…,,,,,,,,,,,,,,,,,,,,,,,
609098,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,,,,"Jessie, James, and Meowth: ...and we’re in your face!",齊聲：火箭隊！！,"Jessie, James, and Meowth:  ...and we’re in your face!",,한목소리로: 로켓단!!,,,,,,,,,,,,,,,,,,,,,,,
609099,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Team Rockets, it's you again!",火箭隊！又是你們！,"Team Rockets, it's you again!",,로켓단! 또 너희들!,,,,,,,,,,,,,,,,,,,,,,,
