变量名,eventID,"
  _name
  ",delay,sound,damageSeg,hpSeg,segInterval,shaker,music,"zOrder ",move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control
186131,363005,"
  seal ball
  ",,,<1>,,<0>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
186211,364001,"
  sea mage
  ",,,<0.25;0.25;0.25;0.25>,,<0;233.33;333.33;266.67>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
186221,364005,"
  sea mage
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
186231,364006,"
  sea mage
  ",,,<1>,,<0>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
186311,365001,"
  Diya sea lion
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
186321,365002,"
  Diya sea lion
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<0;266.6;266.6;233.3;233.3>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
186331,365007,"
  Diya sea lion
  ",,,<0.25;0.25;0.25;0.25>,,<0;133.3;133.3;133.3>,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
189111,371001,"
  baby dragon
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
189121,371002,,,,<0.5;0.5>,,<0;733.33>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
189131,371004,,,,<0.5;0.5>,,<0;200>,{beginT=0;endT=100;disx=30;disy=30;count=1;interval=100},,,,,,,,,,TRUE,,
189132,371091,"
  tiankong
  ",,,,,,,,,<{delay=0;t=0;absX=1950;absY=600;teamClose=1.9;}>,<{delay=0;hide=true;lastTime=4866.67}>,1,koudai_beijing/tiankong.skel,"{addTolayer=-1;offsetX=0;offsetY=0;zorder=-1000;aniName=baobeilong_skill2;aniLoop=false;lastTime=9366.67;screenPos=0;scale=0.75} ",<90;371092;371093>,,TRUE,,
189133,371092,"
  huangtu
  ",,,,,,,,,,,1,koudai_beijing/huangtu.skel,"{addTolayer=-1;offsetX=-400;offsetY=-100;zorder=-100;aniName=baobeilong_skill2;aniLoop=false;lastTime=9366.67;screenPos=0;scale=0.9} ",,,TRUE,,
189134,371093,,,,,,,,,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
189211,372001,"
  Crustosaurus _
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
189221,372002,,,,<0.2;0.2;0.1;0.1;0.2;0.2>,,<0;166.67;133.33;133.33;133.33;133.33>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
189231,372008,,,,<0.3;0.7>,,<0;1733.33>,{beginT=1800;endT=1900;disx=30;disy=30;count=1;interval=100},,,,,,,,,,TRUE,,
189232,372091,,,,,,,,,,<{delay=0;t=0;x=700;};{delay=4290;t=100;x=-160;y=0};{delay=4390;t=400;x=-280;y=0};{delay=4790;t=220;x=-2500;y=0};{delay=5100;t=0;x=0;y=0}>,<{delay=0;hide=true;lastTime=4333.33};{delay=5100;hide=true;lastTime=800}>,,,,<90;372092>,,TRUE,,
189233,372092,"
  paodong
  ",,,,,,,,,,,1,koudai_beijing/paodong.skel,"{addTolayer=-1;offsetX=0;offsetY=-200;zorder=-1000;aniName=jiakelong_skill2;aniLoop=false;lastTime=5110;screenPos=0;scale=0.75} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
189311,373001,"
  Tyrannosaurus _
  ",,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
189321,373002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,,,,,,,,,,,FALSE,,{lifeBar={show=true}}
189331,373003,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;100;100;100>,{beginT=0;endT=100;disx=30;disy=30;count=1;interval=100},,,,,,,,,,TRUE,,
189332,1,,,,,,,,,,<{delay=1450;t=0;absX=1350;absY=740;scale=0.15;teamClose=1.1};{delay=1486;t=900;absX=1370;absY=760;scale=0.15;teamClose=1.1};{delay=2500;t=0;absX=1620;absY=-100;scale=0.3;teamClose=1.1};{delay=7966.67;t=250;absX=1450;absY=490;scale=0.4;teamClose=1.3;}>,<{delay=2300;hide=true;lastTime=5733.33};{delay=9400;hide=true;lastTime=1000};>,,,,<90;373092;373093>,,TRUE,,
189333,373092,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{addTolayer=-1;offsetX=0;offsetY=0;zorder=-1000;aniName=baofeilong_skill2;aniLoop=false;lastTime=9366.67;screenPos=0;scale=0.75} ",,,TRUE,,
189334,373093,"
  huangtu
  ",,,,,,,,,,,1,koudai_beijing/huangtu.skel,"{addTolayer=-1;offsetX=0;offsetY=0;zorder=-100;aniName=baofeilong_skill2;aniLoop=false;lastTime=9366.67;screenPos=0;scale=0.75} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
190111,374001,"
  iron dumbbell
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
190121,374002,,,,<0.5;0.5>,,<0;200>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
190131,374004,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;166.67;166.67;266.67;400;133.33;233.33;166.67;833.33>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
190211,375001,"
  metal monster
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
190221,375002,,,,<0.5;0.5>,,<0;233.33>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
190231,375004,,,,<0.5;0.5>,,<0;200>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
190232,375091,,,,,,,,,<{delay=0;zorder=-999;lastTime=4666.67}>,,<{delay=0;hide=true;lastTime=3900}>,,,,<90;375092>,,TRUE,,
190233,375092,"
  sudu_bj
  ",,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-100;zorder=10;scale=1;aniName=jinshuguai_skill2;aniLoop=false;lastTime=3900;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
190311,376001,"
  Metagros
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
190321,376002,,,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
190331,376003,,,,<0.2;0.2;0.2;0.2;0.2>,,<150;433.33;200;200;200>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
190332,376091,,,,,,,,,<{delay=0;zorder=-999;lastTime=7333.33}>,<{delay=0;t=0;x=800;y=-200;scale=0.1;teamClose=0.1};{delay=5640;t=200;x=280;y=-450;scale=0.6;teamClose=0.3}>,<{delay=0;hide=true;lastTime=5640}>,,,,<90;376092;376093;376094>,,TRUE,,
190333,376092,"
  moren_bj
  ",,,,,,,,,,,1,koudai_beijing/moren_bj.skel,"{delay=0;addTolayer=-1;offsetX=-140;offsetY=0;zorder=10;scale=0.75;aniName=jujinguai_skill2;aniLoop=false;lastTime=7333.33;screenPos=0} ",,,TRUE,,
190334,376093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=100;scale=0.75;aniName=jujinguai_skill2;aniLoop=false;lastTime=7333.33;screenPos=0} ",,,TRUE,,
190335,376094,"
  dizhen
  ",,,,,,,,,,,1,koudai_beijing/dizhen.skel,"{delay=0;addTolayer=-1;offsetX=-130;offsetY=50;zorder=1000;scale=0.75;aniName=jujinguai_skill2;aniLoop=false;lastTime=7333.33;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
191111,377001,"
  reggie lock
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
191121,377002,"
  reggie lock
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
191122,377081,"
  lower level
  ",,,,,,,,,,,1,koudai_leijiluoke/hero_leijiluoke.skel,"{delay=0;addTolayer=-1;offsetX=-300;offsetY=150;zorder=10;scale=0.66;aniName=skill1_hou;aniLoop=false;lastTime=3333.3;screenPos=1} ",,,FALSE,,{lifeBar={show=true}}
191131,377003,"
  reggie lock
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<0;1133.3;166.6;166.6;166.6>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
191132,1,,,,,,,,,,,,,,,<90;377091;377092;377093>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},TRUE,,
191133,377091,"
  shamo
  ",,,,,,,,,,,1,koudai_beijing/shamo.skel,"{delay=0;addTolayer=1;offsetX=-200;offsetY=-200;zorder=10;scale=0.75;aniName=leijiluoke_skill2_qian;aniLoop=false;lastTime=10500;screenPos=0} ",,,TRUE,,
191134,377092,"
  shamo
  ",,,,,,,,,,,1,koudai_beijing/shamo.skel,"{delay=0;addTolayer=-1;offsetX=-200;offsetY=-200;zorder=5;scale=0.75;aniName=leijiluoke_skill2_hou;aniLoop=false;lastTime=10500;screenPos=0} ",,,TRUE,,
191135,377093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=-200;offsetY=-200;zorder=1;scale=0.75;aniName=leijiluoke_skill2;aniLoop=false;lastTime=10500;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
192111,378001,"
  Regis
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
192121,378006,,,,<0.4;0.6>,,<0;561>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
192131,378008,,,,<0.33;0.33;0.34>,,<0;100;100>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
192132,1,,,,,,,,,,,,,,,<90;378091;378092>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6;>},TRUE,,
192133,378091,"
  bingchuan
  ",,,,,,,,,,,1,koudai_beijing/bingchuan.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-100;zorder=10;scale=1;aniName=leijiaisi_skill2;aniLoop=false;lastTime=10759;screenPos=0} ",,,TRUE,,
192134,378092,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-100;zorder=9;scale=1;aniName=leijiaisi_skill2;aniLoop=false;lastTime=10759;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
193111,379001,"
  Regis Chilloo
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
193121,379002,,,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
193131,379003,,,,<0.5;0.5>,,<0;200>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
193132,1,,,,,,,,,,,<{delay=0;hide=true;lastTime=9666.6}>,,,,<90;379091;379092;379093>,,TRUE,,
193133,379091,"
  shanlin
  ",,,,,,,,,,,1,koudai_beijing/shanlin.skel,"{delay=0;addTolayer=1;offsetX=0;offsetY=-200;zorder=10;scale=0.8;aniName=leijisiqilu_skill2_qian;aniLoop=false;lastTime=9666.6;screenPos=0} ",,,,,
193134,379092,"
  shanlin
  ",,,,,,,,,,,1,koudai_beijing/shanlin.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-100;zorder=5;scale=1;aniName=leijisiqilu_skill2_hou;aniLoop=false;lastTime=9666.6;screenPos=0} ",,,,,
193135,379093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-100;zorder=1;scale=1;aniName=leijisiqilu_skill2;aniLoop=false;lastTime=9666.6;screenPos=0} ",,,,,
,,,,,,,,,,,,,,,,,,,,
194111,380001,"
  Ladias _
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
194121,380002,"
  Ladias _
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
194131,380003,"
  Ladias _
  ",,,<0.1;0.1;0.1;0.1;0.1;0.2;0.3>,,<0;100;1000;100;100;100;100>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
194132,1,"
  target moving
  hide
  ",,,,,,,,,<{delay=0;t=0;absX=1170;absY=540;scale=1;teamClose=1.4}>,<{delay=0;hide=true;lastTime=6000}>,,,,<90;380091;380092;380093>,{bones=<hitman_move1;hitman_move2;hitman_move3>},TRUE,,
194133,380091,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=1;offsetX=-100;offsetY=-100;zorder=10;scale=0.65;aniName=ladiyasi_skill2_qian;aniLoop=false;lastTime=9700;screenPos=0} ",,,TRUE,,
194134,380092,"
  dushi
  ",,,,,,,,,,,1,koudai_beijing/dushi.skel,"{delay=0;addTolayer=-1;offsetX=370;offsetY=-50;zorder=-1;scale=0.78;aniName=ladiyasi_skill2;aniLoop=false;lastTime=9700;screenPos=0} ",,,TRUE,,
194135,380093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=50;offsetY=-150;zorder=-2;scale=0.75;aniName=ladiyasi_skill2_hou;aniLoop=false;lastTime=9700;screenPos=0} ",,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
194141,380191,"
  Latias combined skills
  ",,,<0.1;0.3;0.3;0.3>,,<0;300;300;800>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
194142,1,"
  target moving
  hide
  ",,,,,,,,,,,,,,<90;380192;380193;380194;380195>,,TRUE,,
194143,380192,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,"{delay=0;addTolayer=1;offsetX=0;offsetY=50;zorder=999;scale=0.8;aniName=ladixiongmei_hetiji_qian;aniLoop=false;lastTime=9900;} ",,,,,
194144,380193,"
  ladious
  ",,,,,,,,,,,1,koudai_ladiousi/hero_ladiousi.skel,"{delay=0;addTolayer=1;offsetX=0;offsetY=0;zorder=998;scale=0.63;aniName=hetiji;aniLoop=false;lastTime=9900;} ",,,,,
194145,380194,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=50;zorder=3;scale=0.8;aniName=ladixiongmei_hetiji_hou;aniLoop=false;lastTime=9900;} ",,,,,
194146,380195,"
  tiankong_x
  ",,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=2;scale=0.65;aniName=ladixiongmei_hetiji;aniLoop=false;lastTime=9900;} ",,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
195111,381001,"
  Latios
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
195121,381002,"
  Latios
  ",,,<0.2;0.2;0.6>,,<0;200;266.6>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
195131,381005,"
  Latios
  ",,,<0.2;0.2;0.2;0.2;0.2>,,<100;300;300;300>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
195132,1,"
  target moving
  hide
  ",,,,,,,,,<{delay=0;t=0;absX=1600;absY=600;scale=1}>,<{delay=0;hide=true;lastTime=10500}>,,,,<90;381091;381092;381093;381094;381095>,,TRUE,,
195133,381091,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=1;offsetX=0;offsetY=0;zorder=999;scale=0.65;aniName=ladiousi_skill2_qian;aniLoop=false;lastTime=10500;} ",,,,,
195134,381092,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,"{delay=0;addTolayer=1;offsetX=0;offsetY=0;zorder=800;scale=0.7;aniName=ladiousi_skill2_qian;aniLoop=false;lastTime=10500;} ",,,,,
195135,381093,"
  dushi
  ",,,,,,,,,,,1,koudai_beijing/dushi.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=0;scale=0.63;aniName=ladiousi_skill2;aniLoop=false;lastTime=10500;} ",,,,,
195136,381094,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=-40;zorder=-1;scale=0.66;aniName=ladiousi_skill2_hou;aniLoop=false;lastTime=10500;} ",,,,,
195137,381095,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=-2;scale=0.66;aniName=ladiousi_skill2_hou;aniLoop=false;lastTime=10500;} ",,,,,
,,,,,,,,,,,,,,,,,,,,
195141,381191,"
  Latios Fusion Technique
  ",,,<0.1;0.3;0.3;0.3>,,<0;300;300;800>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
195142,1,"
  target moving
  hide
  ",,,,,,,,,,,,,,<90;381192;381193;381194;381195>,,TRUE,,
195143,381192,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,{delay=0;addTolayer=1;offsetX=0;offsetY=50;zorder=999;scale=0.8;aniName=ladixiongmei_hetiji_qian;aniLoop=false;lastTime=10000;},,,,,
195144,381193,"
  ladiyasi
  ",,,,,,,,,,,1,koudai_ladiyasi/hero_ladiyasi.skel,{delay=0;addTolayer=1;offsetX=0;offsetY=0;zorder=4;scale=0.63;aniName=hetiji;aniLoop=false;lastTime=10000;},,,,,
195145,381194,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=50;zorder=-1;scale=0.8;aniName=ladixiongmei_hetiji_hou;aniLoop=false;lastTime=10000;},,,,,
195146,381195,"
  tiankong_x
  ",,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{delay=0;addTolayer=-1;offsetX=0;offsetY=0;zorder=-2;scale=0.65;aniName=ladixiongmei_hetiji;aniLoop=false;lastTime=10000;},,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
196111,382001,"
  Gayoka
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=20;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
196121,382002,,,,<0.5;0.5>,,<0;100>,{beginT=0;endT=100;disx=25;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
196131,382003,,,,<1>,,<0>,,,"<{delay=0;zorder=999;lastTime=2000}> ",,<{delay=0;hide=false;lastTime=2000}>,,,,,{bones=<hitman_move1>},TRUE,,
196132,382004,,,,<1>,,<0>,,,"<{delay=0;zorder=999;lastTime=2000}> ",,<{delay=0;hide=false;lastTime=2000}>,,,,,{bones=<hitman_move2>},TRUE,,
196133,382005,,,,<1>,,<0>,,,"<{delay=0;zorder=999;lastTime=2000}> ",,<{delay=0;hide=false;lastTime=2000}>,,,,,{bones=<hitman_move3>},TRUE,,
196134,382006,,,,<1>,,<0>,,,"<{delay=0;zorder=999;lastTime=2000}> ",,<{delay=0;hide=false;lastTime=2000}>,,,,,{bones=<hitman_move4>},TRUE,,
196135,382007,,,,<1>,,<0>,,,"<{delay=0;zorder=999;lastTime=2000}> ",,<{delay=0;hide=false;lastTime=2000}>,,,,,{bones=<hitman_move5>},TRUE,,
196136,382008,,,,<1>,,<0>,,,"<{delay=0;zorder=999;lastTime=2000}> ",,,,,,,,TRUE,,
196137,382010,"
  a straight line
  ",,,,,,,,"<{delay=0;zorder=999;lastTime=2000}> ",,<{delay=0;hide=false;lastTime=2000}>,,,,,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},TRUE,,
196138,1,,,,,,,,,,,<{delay=0;hide=true;lastTime=13500}>,,,,<90;382091;382092;382093;382094;382095>,,TRUE,,
196139,382091,"
  shuizhu
  ",,,,,,,,,,,1,koudai_beijing/shuizhu.skel,"{addTolayer=1;offsetX=-185;offsetY=-120;zorder=6;aniName=gaiouka_skill2;aniLoop=false;lastTime=13500;screenPos=0;scale=0.71} ",,,TRUE,,
196140,382092,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,"{addTolayer=1;offsetX=-160;offsetY=-110;zorder=5;aniName=gaiouka_skill2_qian;aniLoop=false;lastTime=13500;screenPos=0;scale=0.67} ",,,TRUE,,
196141,382093,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{addTolayer=-1;offsetX=-130;offsetY=-130;zorder=3;aniName=gaiouka_skill2_qian;aniLoop=false;lastTime=13500;screenPos=0;scale=0.68} ",,,TRUE,,
196142,382094,"
  Hailang
  ",,,,,,,,,,,1,koudai_beijing/hailang.skel,"{addTolayer=-1;offsetX=-170;offsetY=-120;zorder=2;aniName=gaiouka_skill2;aniLoop=false;lastTime=13500;screenPos=0;scale=0.69} ",,,TRUE,,
196143,382095,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,"{addTolayer=-1;offsetX=-130;offsetY=-150;zorder=1;aniName=gaiouka_skill2;aniLoop=false;lastTime=13500;screenPos=0;scale=0.70} ",,,TRUE,,
,,,,,,,,,,<{delay=0;zorder=4;lastTime=20000}>,<{delay=0;t=0;absX=2050;absY=840;}>,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,{bones=<hitman_move1>},,,
,,,,,,,,,,,,,,,,,{bones=<hitman_move2>},,,
,,,,,,,,,,,,,,,,,{bones=<hitman_move3>},,,
,,,,,,,,,,,,,,,,,{bones=<hitman_move4>},,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
197111,383001,"
  Gulardo
  ",,,<0.5;0.5>,,<0;600>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
197121,383003,,,,<0.25;0.25;0.25;0.25>,,<0;733.3;966.6;300>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
197131,383007,,,,<1>,,<0>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
197132,1,,,,,,,,,,,,,,,<90;383092;383093>,{bones=<hitman_move>},TRUE,,
197133,383092,,,,,,,,,,,,1,koudai_beijing/dizhen.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=20;aniName=guladuo_skill2;aniLoop=false;lastTime=12000;screenPos=0;scale=0.66},,,TRUE,,
197134,383093,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=1;aniName=guladuo_skill2;aniLoop=false;lastTime=12000;screenPos=0;scale=0.66},,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
197211,383101,"
  Original Gulardo
  ",,,<0.5;0.5>,,<0;766.6>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
197221,383103,"
  Original Gulardo
  ",,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;100;100;100;200;100>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
197231,383109,"
  Original Gulardo
  ",,,<1>,,<0>,{beginT=0;endT=100;disx=20;disy=30;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
197232,1,"
  Original Gulardo
  ",,,,,,,,,,,,,,<90;383192;383193;383194>,{bones=<hitman_move>},TRUE,,
197233,383192,"
  huoshan
  ",,,,,,,,,,,1,koudai_beijing/huoshan_mega.skel,{addTolayer=1;offsetX=0;offsetY=0;zorder=20;aniName=guladuomega_skill2_qian;aniLoop=false;lastTime=16666.6;screenPos=0;scale=0.66},,,TRUE,,
197234,383193,"
  huoshan2
  ",,,,,,,,,,,1,koudai_beijing/huoshan_mega.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=20;aniName=guladuomega_skill2_hou;aniLoop=false;lastTime=16666.6;screenPos=0;scale=0.66},,,TRUE,,
197235,383194,"
  tiankongx
  ",,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{addTolayer=-1;offsetX=0;offsetY=0;zorder=10;aniName=guladuomega_skill2;aniLoop=false;lastTime=16666.6;screenPos=0;scale=0.66},,,TRUE,,
,,,,,,,,,,,,,,,,,,,,
198111,384001,"
  Rift seat
  ",,,<0.25;0.25;0.25;0.25>,,<50;260;260;260>,{beginT=0;endT=100;disx=10;disy=10;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
198121,384006,,,,<0.25;0.25;0.25;0.25>,,<50;260;260;260>,{beginT=0;endT=100;disx=15;disy=20;count=1;interval=0;isRepeat=true},,,,,,,,,,FALSE,,{lifeBar={show=true}}
198122,384015,,,,,,,,,,,,,,,,{bones=<hitman_move7;>;notback = TRUE},FALSE,,
198131,384012,,,,<0.3;0.3;0.4>,,<150;150;150>,{beginT=0;endT=100;disx=30;disy=40;count=1;interval=0;isRepeat=true},,,,,,,,,,TRUE,,
198132,1,,,,,,,,,<{delay=0;zorder=4;lastTime=20000}>,,,,,,<90;384091;384092;384093;>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6;>},TRUE,,
198133,384091,"
  tiankong
  ",,,,,,,,,,,1,koudai_beijing/tiankong.skel,{addTolayer=1;offsetX=-185;offsetY=0;zorder=6;aniName=liekongzuo_skill2_qian;aniLoop=false;lastTime=11600;screenPos=0;scale=0.71},,,TRUE,,
