变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
id,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
1634,Gym 5_difficulty 3,80421,{11=1.3},2,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1635,Gym 5_Difficulty 3,80421,{11=1.3},3,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1636,Gym 5_Difficulty 3,80421,{11=1.3},4,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1637,Gym 5_Difficulty 3,80421,{11=1.3},5,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1638,Gym 5_Difficulty 3,80421,{11=1.3},6,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1639,Gym 5_Difficulty 3,80421,{11=1.3},7,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1640,Gym 5_Difficulty 3,80421,{11=1.3},8,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1641,Gym 5_difficulty 3,80421,{11=1.3},9,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1642,Gym 5_difficulty 3,80421,{11=1.3},10,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1643,Gym 5_difficulty 3,80421,{11=1.3},11,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1644,Gym 5_difficulty 3,80421,{11=1.3},12,<4.97;4.22>,<1.96;2.19>,<1.96;2.19>,<2.61;2.24>,<2.61;2.24>,<1.05;1.05>,,,,,,
1645,Gym 5_Difficulty 3,80422,{11=0.47},1,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1646,Gym 5_Difficulty 3,80422,{11=0.47},2,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1647,Gym 5_Difficulty 3,80422,{11=0.47},3,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1648,Gym 5_Difficulty 3,80422,{11=0.47},4,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1649,Gym 5_Difficulty 3,80422,{11=0.47},5,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1650,Gym 5_Difficulty 3,80422,{11=0.47},6,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1651,Gym 5_Difficulty 3,80422,{11=0.47},7,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1652,Gym 5_Difficulty 3,80422,{11=0.47},8,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1653,Gym 5_Difficulty 3,80422,{11=0.47},9,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1654,Gym 5_Difficulty 3,80422,{11=0.47},10,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1655,Gym 5_Difficulty 3,80422,{11=0.47},11,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1656,Gym 5_difficulty 3,80422,{11=0.47},12,<15.46;13.14>,<6.11;6.8>,<6.11;6.8>,<8.11;6.96>,<8.11;6.96>,<1.57;1.57>,,,,,,
1657,Gym 5_Difficulty 3,80423,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1658,Gym 5_difficulty 3,80423,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1659,Gym 5_Difficulty 3,80423,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1660,Gym 5_Difficulty 3,80423,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1661,Gym 5_Difficulty 3,80423,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1662,Gym 5_Difficulty 3,80423,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1663,Gym 5_Difficulty 3,80423,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1664,Gym 5_Difficulty 3,80423,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1665,Gym 5_Difficulty 3,80423,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1666,Gym 5_Difficulty 3,80423,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1667,Gym 5_Difficulty 3,80423,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1668,Gym 5_Difficulty 3,80423,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1669,Gym 5_Difficulty 3,80424,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1670,Gym 5_Difficulty 3,80424,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1671,Gym 5_Difficulty 3,80424,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1672,Gym 5_Difficulty 3,80424,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1673,Gym 5_difficulty 3,80424,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1674,Gym 5_Difficulty 3,80424,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1675,Gym 5_Difficulty 3,80424,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1676,Gym 5_Difficulty 3,80424,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1677,Gym 5_Difficulty 3,80424,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1678,Gym 5_Difficulty 3,80424,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1679,Gym 5_Difficulty 3,80424,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1680,Gym 5_difficulty 3,80424,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1681,Gym 5_Difficulty 3,80425,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1682,Gym 5_difficulty 3,80425,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1683,Gym 5_difficulty 3,80425,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1684,Gym 5_difficulty 3,80425,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1685,Gym 5_difficulty 3,80425,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1686,Gym 5_difficulty 3,80425,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1687,Gym 5_difficulty 3,80425,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1688,Gym 5_difficulty 3,80425,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1689,Gym 5_difficulty 3,80425,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1690,Gym 5_difficulty 3,80425,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1691,Gym 5_difficulty 3,80425,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1692,Gym 5_difficulty 3,80425,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1693,Gym 5_difficulty 3,80426,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1694,Gym 5_difficulty 3,80426,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1695,Gym 5_difficulty 3,80426,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1696,Gym 5_difficulty 3,80426,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1697,Gym 5_difficulty 3,80426,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1698,Gym 5_difficulty 3,80426,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1699,Gym 5_difficulty 3,80426,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1700,Gym 5_difficulty 3,80426,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1701,Gym 5_difficulty 3,80426,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1702,Gym 5_difficulty 3,80426,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1703,Gym 5_difficulty 3,80426,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1704,Gym 5_difficulty 3,80426,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1705,Gym 5_Difficulty 4,80431,{12=1.1},1,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1706,Gym 5_Difficulty 4,80431,{12=1.1},2,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1707,Gym 5_Difficulty 4,80431,{12=1.1},3,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1708,Gym 5_Difficulty 4,80431,{12=1.1},4,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1709,Gym 5_Difficulty 4,80431,{12=1.1},5,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1710,Gym 5_Difficulty 4,80431,{12=1.1},6,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1711,Gym 5_Difficulty 4,80431,{12=1.1},7,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1712,Gym 5_Difficulty 4,80431,{12=1.1},8,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1713,Gym 5_Difficulty 4,80431,{12=1.1},9,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1714,Gym 5_Difficulty 4,80431,{12=1.1},10,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1715,Gym 5_Difficulty 4,80431,{12=1.1},11,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1716,Gym 5_Difficulty 4,80431,{12=1.1},12,<8.8;7.48>,<3.48;3.87>,<3.48;3.87>,<4.62;3.96>,<4.62;3.96>,<1.33;1.33>,,,,,,
1717,Gym 5_difficulty 4,80432,{11=1.1},1,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1718,Gym 5_Difficulty 4,80432,{11=1.1},2,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1719,Gym 5_difficulty 4,80432,{11=1.1},3,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1720,Gym 5_difficulty 4,80432,{11=1.1},4,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1721,Gym 5_difficulty 4,80432,{11=1.1},5,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1722,Gym 5_difficulty 4,80432,{11=1.1},6,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1723,Gym 5_difficulty 4,80432,{11=1.1},7,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1724,Gym 5_Difficulty 4,80432,{11=1.1},8,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1725,Gym 5_Difficulty 4,80432,{11=1.1},9,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1726,Gym 5_Difficulty 4,80432,{11=1.1},10,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1727,Gym 5_Difficulty 4,80432,{11=1.1},11,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1728,Gym 5_Difficulty 4,80432,{11=1.1},12,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1729,Gym 5_Difficulty 4,80433,{11=1.1},1,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1730,Gym 5_Difficulty 4,80433,{11=1.1},2,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1731,Gym 5_Difficulty 4,80433,{11=1.1},3,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1732,Gym 5_Difficulty 4,80433,{11=1.1},4,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1733,Gym 5_Difficulty 4,80433,{11=1.1},5,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1734,Gym 5_Difficulty 4,80433,{11=1.1},6,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1735,Gym 5_Difficulty 4,80433,{11=1.1},7,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1736,Gym 5_Difficulty 4,80433,{11=1.1},8,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1737,Gym 5_Difficulty 4,80433,{11=1.1},9,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1738,Gym 5_difficulty 4,80433,{11=1.1},10,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1739,Gym 5_difficulty 4,80433,{11=1.1},11,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1740,Gym 5_difficulty 4,80433,{11=1.1},12,<5.08;4.32>,<2.01;2.24>,<2.01;2.24>,<2.67;2.29>,<2.67;2.29>,<1.02;1.02>,,,,,,
1741,Gym 5_difficulty 4,80434,,1,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1742,Gym 5_difficulty 4,80434,,2,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1743,Gym 5_difficulty 4,80434,,3,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1744,Gym 5_difficulty 4,80434,,4,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1745,Gym 5_difficulty 4,80434,,5,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1746,Gym 5_difficulty 4,80434,,6,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1747,Gym 5_difficulty 4,80434,,7,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1748,Gym 5_difficulty 4,80434,,8,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1749,Gym 5_difficulty 4,80434,,9,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1750,Gym 5_difficulty 4,80434,,10,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1751,Gym 5_difficulty 4,80434,,11,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1752,Gym 5_difficulty 4,80434,,12,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1753,Gym 5_difficulty 4,80435,,1,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1754,Gym 5_difficulty 4,80435,,2,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1755,Gym 5_difficulty 4,80435,,3,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1756,Gym 5_difficulty 4,80435,,4,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1757,Gym 5_Difficulty 4,80435,,5,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1758,Gym 5_difficulty 4,80435,,6,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1759,Gym 5_difficulty 4,80435,,7,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1760,Gym 5_Difficulty 4,80435,,8,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1761,Gym 5_Difficulty 4,80435,,9,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1762,Gym 5_Difficulty 4,80435,,10,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1763,Gym 5_Difficulty 4,80435,,11,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1764,Gym 5_Difficulty 4,80435,,12,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1765,Gym 5_Difficulty 4,80436,,1,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1766,Gym 5_Difficulty 4,80436,,2,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1767,Gym 5_Difficulty 4,80436,,3,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1768,Gym 5_Difficulty 4,80436,,4,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1769,Gym 5_Difficulty 4,80436,,5,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1770,Gym 5_difficulty 4,80436,,6,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1771,Gym 5_Difficulty 4,80436,,7,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1772,Gym 5_difficulty 4,80436,,8,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1773,Gym 5_difficulty 4,80436,,9,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1774,Gym 5_difficulty 4,80436,,10,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1775,Gym 5_difficulty 4,80436,,11,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1776,Gym 5_difficulty 4,80436,,12,<4.42;3.76>,<1.75;1.94>,<1.75;1.94>,<2.32;1.99>,<2.32;1.99>,<1.02;1.02>,,,,,,
1777,Gym 5_difficulty 5,80441,{11=1.2},1,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1778,Gym 5_difficulty 5,80441,{11=1.2},2,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1779,Gym 5_difficulty 5,80441,{11=1.2},3,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1780,Gym 5_difficulty 5,80441,{11=1.2},4,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1781,Gym 5_difficulty 5,80441,{11=1.2},5,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1782,Gym 5_difficulty 5,80441,{11=1.2},6,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1783,Gym 5_difficulty 5,80441,{11=1.2},7,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
