变量名,name,name_tw,name_en,name_kr,desc,desc_tw,desc_en,desc_vn,desc_th,cards,equipID,skinID,attrMap
31614,Adventure Parter,探險同伴,Adventure Parter,탐험 파트너,,,,,,<3021;1911;2481;>,,,{14=500}
31711,Rock Slide,岩崩,Rock Slide,무너진 바위,,,,,,<701;401;2591;>,,,{7=10%;8=10%}
31712,Fighter,格鬥家,Fighter,격투가,,,,,,<3251;2241;461;>,,,{1=12%}
31713,Swords of Justice,聖劍士,Swords of Justice,성검사,,,,,,<3161;3181>,,,{7=10%;8=10%}
31714,Sword Dance,劍舞,Sword Dance,칼춤,,,,,,<1071;3001;341;>,,,{14=500}
31811,Leaf Storm,草葉風暴,Leaf Storm,풀잎 폭풍,,,,,,<3661;3841;2301;>,,,{7=10%;8=10%}
31812,Fighter,搏命者,Fighter,목숨을 버린 자,,,,,,<3251;1071;3511;>,,,{1=12%}
31813,Swords of Justice,聖劍士,Swords of Justice,성검사,,,,,,<3161;3171>,,,{7=10%;8=10%}
31814,Mystery Debut,神秘登場,Mystery Debut,신비 등장,,,,,,<2401;3351;2841;2891>,,,{23=500}
32011,,雷電打擊,,,,,,,,<591;731;1221;>,,,{7=10%;8=10%}
32012,,飛來飛去,,,,,,,,<51;2891;3511;>,,,{1=12%}
32013,,形體變化,,,,,,,,<3411;461;1851;>,,,{7=10%;8=10%}
32014,,傳說三雲神,,,,,,,,<3191;3231>,,,{14=500}
32111,Dragon Pulse,龍之波動,Dragon Pulse,용의 파동,,,,,,<2351;3141;4131;>,,,{7=15%;8=15%}
32112,Force of Fire,火之勢力,Force of Fire,불꽃의 세력,,,,,,<1271;3151;1171;1301>,,,{1=20%}
32113,Vow Companion,誓約同伴,Vow Companion,서약 파트너,,,,,,<2721;3001;2471;2841>,,,{7=15%;8=15%}
32114,Unova Legend,合眾傳說,Unova Legend,하나의 전설,,,,,,<3221;601;881;>,,,{23=750}
32211,Dragon Series,龍系出擊,Dragon Series,드래곤계 출격,,,,,,<2361;3001;2231;>,,,{7=15%;8=15%}
32212,Thunder Control,雷電操控,Thunder Control,번개 조종,,,,,,<731;1221;881;>,,,{1=20%}
32213,Summon Power,召喚之力,Summon Power,소환의 힘,,,,,,<3641;1941;1951;>,,,{7=15%;8=15%}
32214,Black & White Hero,黑白英雄,Black & White Hero,흑백 영웅,,,,,,<3211;861;2471;>,,,{14=750}
32411,Blizzard Incoming,暴雪降臨,Blizzard Incoming,폭설 강림,,,,,,<721;641;1921>,,,{7=15%;8=15%}
32412,Tao Trio,道之三龍,Tao Trio,음양 트리오,,,,,,<3211;3221>,,,{1=20%}
32413,Sacred Sword Duel,聖劍決鬥,Sacred Sword Duel,성검의 결투,,,,,,<3251;2471;3001;3021>,,,{7=15%;8=15%}
32414,Hoopa's Call,胡帕的召喚,Hoopa's Call,후파의 부름,,,,,,<2391;3301;751;>,,,{23=750}
32511,Overturning,覆舟之勢,Overturning,난파한 형세,,,,,,<1241;3771;801;>,,,{7=10%;8=10%}
32512,Fighter,格鬥家,Fighter,격투가,,,,,,<2241;1301;461;>,,,{1=12%}
32513,Vow Companion,誓約同伴,Vow Companion,서약 파트너,,,,,,<3151;3511;551;>,,,{7=10%;8=10%}
32514,Telepathy,心靈感應,Telepathy,텔레파시,,,,,,<1951;771>,,,{14=500}
32611,General Relationship,一般關係,General Relationship,보통 관계,,,,,,<2381;711;341;>,,,{7=15%;8=15%}
32612,Mental Synchronize,精神同步,Mental Synchronize,정신 동기화,,,,,,<3641;1391;1901;>,,,{1=20%}
32613,Sacred Sword Companion,聖劍同行,Sacred Sword Companion,성검 동행,,,,,,<3161;2821;2721;>,,,{7=15%;8=15%}
32614,Crisis Sensing,危機感應,Crisis Sensing,위기 감응,,,,,,<2441;1251;701;>,,,{22=750}
32711,,蟲系軍團,,,,,,,,<571;1071;3151;611>,,,{7=15%;8=15%}
32712,,鋼鐵守護,,,,,,,,<4171;1501;1901;>,,,{1=20%}
32713,,遠古生物,,,,,,,,<1991;701;3501;691>,,,{7=15%;8=15%}
32714,,鋼鐵炮臺,,,,,,,,<2351;1931;3161;>,,,{14=750}
32811,Grass Pledge,草之誓約,Grass Pledge,풀의 맹세,,,,,,<281;781;2301;>,,,{7=10%;8=10%}
32812,Forest Will,森林意志,Forest Will,숲의 의지,,,,,,<1351;2011;3511;>,,,{1=10%}
32813,Adventure Partner,冒險同伴,Adventure Partner,모험 동반자,,,,,,<3431;1071;1611;>,,,{7=10%;8=10%}
32911,Flame Control,火焰掌控,Flame Control,화염 제어,,,,,,<2481;11;1611;>,,,{7=10%;8=10%}
32912,Power of Fire,炎焰之力,Power of Fire,화염의 힘,,,,,,<3341;3281;791;>,,,{1=10%}
32913,Sun will,太陽意志,Sun will,태양의 의지,,,,,,<121;2271;2611;>,,,{7=10%;8=10%}
33011,Rising Above All,出類拔萃,Rising Above All,훌륭해,,,,,,<3291;3281>,,,{7=10%;8=10%}
33012,Water Pulse,水之波動,Water Pulse,물의파동,,,,,,<1241;631;1311;21>,,,{1=12%}
33013,Showdown,勁敵對決,Showdown,라이벌 대결,,,,,,<1291;11>,,,{7=10%;8=10%}
33014,Eradicate evil,除惡務盡,Eradicate evil,악을 멀리하십시오,,,,,,<2821;1841>,,,{14=500}
33411,Flame Control,火焰掌控,Flame Control,화염 제어,,,,,,<471;1611;101;>,,,{7=10%;8=10%}
33412,Power of Fire,炎焰之力,Power of Fire,화염의 힘,,,,,,<1441;2481;271;>,,,{1=10%}
33413,Sun will,太陽意志,Sun will,태양의 의지,,,,,,<471;3511;2071;>,,,{7=10%;8=10%}
33511,Pokémon Alliance,妖精聯盟,Pokémon Alliance,페어리 리그,,,,,,<131;3431;1391;>,,,{7=10%;8=10%}
33512,Battle on the Wetlands,濕地之戰,Battle on the Wetlands,습지 전투,,,,,,<3541;3511;2071;>,,,{1=12%}
33513,Symbiosis,花草共生,Symbiosis,꽃과 식물의 공생,,,,,,<1291;281;781;>,,,{7=10%;8=10%}
33514,Princess Link,公主連結,Princess Link,프린세스 링크,,,,,,<3631;2841>,,,{23=500}
34111,Appearance of Ghosts,幽靈出沒,Appearance of Ghosts,유령 유령,,,,,,<391;1811>,,,{7=10%;8=10%}
34112,Steel Will,鋼鐵意志,Steel Will,강철 같은 의지,,,,,,<1901;331;2961;>,,,{1=12%}
34113,Knives Out,利刃出鞘,Knives Out,칼집에서 칼,,,,,,<571;691>,,,{7=10%;8=10%}
34114,Shield of the Brave,盾之勇者,Shield of the Brave,방패 영웅,,,,,,<3021;3501;2011;>,,,{23=500}
34311,Dragon Buster,龍族剋星,Dragon Buster,드래곤 네메시스,,,,,,<171;281;2631;>,,,{7=10%;8=10%}
34312,Wide Companion,廣域夥伴,Wide Companion,광역 파트너,,,,,,<471;691;2961;>,,,{1=10%}
34313,Moonblast,月亮之力,Moonblast,달의 힘,,,,,,<131;2301;2011;>,,,{7=10%;8=10%}
34711,Force of Current,水流力量,Force of Current,현재 힘,,,,,,<551;21;801;>,,,{7=10%;8=10%}
34712,Water Pulse,水之波動,Water Pulse,물의파동,,,,,,<1441;1861;2871;>,,,{1=10%}
34713,Overturn,覆舟之勢,Overturn,전복,,,,,,<2922;2011;3011;>,,,{7=10%;8=10%}
35011,Rock Barrier,岩石壁壘,Rock Barrier,바위 장벽,,,,,,<301;691;2591;>,,,{7=10%;8=10%}
35012,Sandstorm,沙暴之勢,Sandstorm,모래 폭풍,,,,,,<1081;2871;3011;>,,,{1=10%}
35013,Natural combination,自然組合,Natural combination,자연스러운 조합,,,,,,<541;2301;1861;>,,,{7=10%;8=10%}
35111,Fighting Forces,格鬥勢力,Fighting Forces,싸우는 힘,,,,,,<271;2631;2271;>,,,{7=10%;8=10%}
35112,Fist Power,拳之力量,Fist Power,주먹의 힘,,,,,,<231;461;1441;51>,,,{1=10%}
35113,Technique control,技巧掌控,Technique control,스킬 컨트롤,,,,,,<2961;791;3431;>,,,{7=10%;8=10%}
35411,Dragon Pulse,龍之波動,Dragon Pulse,용의 파동,,,,,,<3141;1891>,,,{7=10%;8=10%}
35412,Extra-large size,肥大體型,Extra-large size,비대,,,,,,<751;711;2481;>,,,{1=12%}
35413,Shield of the Brave,盾之勇者,Shield of the Brave,방패 영웅,,,,,,<3021;3501;2011;>,,,{7=10%;8=10%}
35414,Companions,同行夥伴,Companions,동료 파트너,,,,,,<3301;3511;91;>,,,{23=500}
35611,Ghost Detection,幽靈感應,Ghost Detection,영감은,,,,,,<1351;801;781;>,,,{7=8%;8=8%}
35612,Phantom Companion,魅影同伴,Phantom Companion,팬텀 컴패니언,,,,,,<171;2011;3281;>,,,{1=10%}
35613,Soul Power,魂魄之力,Soul Power,아스트랄 파워,,,,,,<2961;111;301;>,,,{7=8%;8=8%}
35911,Low-altitude forces,低空勢力,Low-altitude forces,낮은 고도의 힘,,,,,,<571;51>,,,{7=10%;8=10%}
35912,Dealing damage with a roar,輸出全靠吼,Dealing damage with a roar,출력은 모두 포효에 달려 있습니다.,,,,,,<1391;1441;61;>,,,{1=12%}
35913,Dragon Team,龍龍軍團,Dragon Team,드래곤 아미,,,,,,<2231;3541>,,,{7=10%;8=10%}
35914,Cave Living,洞穴索居,Cave Living,동굴 체류,,,,,,<401;301>,,,{23=500}
36011,,美麗動人,,,,,,,,<3261;1771;2401;>,,,{7=15%;8=15%}
36012,,妖精同盟,,,,,,,,<3351;1391;861;3681>,,,{1=20%}
36013,,大地復蘇,,,,,,,,<1971;2441;3631;>,,,{7=15%;8=15%}
36014,,X/Y,,,,,,,,<3611;>,,,{23=750}
36111,King of Destruction,破壞之王,King of Destruction,파괴의 왕,,,,,,<2431;3171;1031;>,,,{7=15%;8=15%}
36112,Demon Prayer,惡魔禱告,Demon Prayer,악마 기도,,,,,,<3641;4131;381;>,,,{1=20%}
36113,Dark Legion,惡系軍團,Dark Legion,악계 군단,,,,,,<1171;1841;2821;1801>,,,{7=15%;8=15%}
36114,Tooth for tooth,以牙還牙,Tooth for tooth,첨예한 대립,,,,,,<3241;1911;1811;>,,,{14=750}
36311,Gifted,天賦異稟,Gifted,하늘이 내린 재능,,,,,,<761;771;3541;>,,,{7=15%;8=15%}
36312,The Diamond Glow,鑽石輝光,The Diamond Glow,다이아몬드 글로우,,,,,,<1251;1501;491;>,,,{1=20%}
36313,Princess Link,公主連結,Princess Link,프린세스 링크,,,,,,<1271;1391;2841;>,,,{7=15%;8=15%}
36314,Enhance and counteract,相生相剋,Enhance and counteract,타감,,,,,,<3431;1981;131;3541>,,,{23=750}
36411,Extraordinary Will,超凡意志,Extraordinary Will,비범한 의지,,,,,,<261;1941;1951;1901>,,,{7=15%;8=15%}
36412,Retribution Aura,懲戒光環,Retribution Aura,징계 후광,,,,,,<2391;2991;3661;>,,,{1=20%}
36413,Raw Power,原始力量,Raw Power,원초의 힘,,,,,,<1971;751;401;301>,,,{7=15%;8=15%}
36414,Counter Destroy,毀滅對抗,Counter Destroy,파멸 대항,,,,,,<3211;3301;1031;>,,,{14=750}
36611,Grass Power,草系力量,Grass Power,잔디 힘,,,,,,<1291;2471;281;>,,,{7=10%;8=10%}
36612,Ghost Around,鬼影出沒,Ghost Around,유령 감염,,,,,,<3411;1851;2922;>,,,{1=12%}
36613,Vow Partner,誓約夥伴,Vow Partner,맹세 파트너,,,,,,<591;271;91;>,,,{7=10%;8=10%}
36614,Precision Hunting,精准狩獵,Precision Hunting,정밀 사냥,,,,,,<3001;571;3511;>,,,{14=500}
36811,,妖精同盟,,,,,,,,<3351;1391;3431;>,,,{7=10%;8=10%}
36812,,水樣年華,,,,,,,,<1241;641;1311;>,,,{1=12%}
36813,,海洋生物,,,,,,,,<3771;381;3471;1861>,,,{7=10%;8=10%}
36814,,美麗動人,,,,,,,,<1771;2401;>,,,{23=500}
37711,Poison Strike,毒擊學習,Poison Strike,악랄학습,,,,,,<161;371;81;>,,,{7=10%;8=10%}
37712,Aqua Smash,水流衝擊,Aqua Smash,물살충격,,,,,,<641;631>,,,{1=12%}
37713,James!,小次郎!,James!,코지로！,,,,,,<3661;391;3011;>,,,{7=10%;8=10%}
37714,Adventure Companion,冒險同伴,Adventure Companion,모험 짝꿍,,,,,,<241;301;481;>,,,{23=500}
38411,Grass Power,草系力量,Grass Power,잔디 힘,,,,,,<3661;2011;781;>,,,{7=10%;8=10%}
38412,Super Encounter,超級對抗,Super Encounter,슈퍼 대결,,,,,,<381;3771;221;1861>,,,{1=12%}
38413,Aroma Pervade,香氣彌漫,Aroma Pervade," 향기 자욱",,,,,,<711;3281;281;>,,,{7=10%;8=10%}
38414,Run Companion,竟跑同伴,Run Companion,달리기 파트너,,,,,,<241;2241;271;>,,,{14=500}
41311,Gas Attack,毒氣攻擊,Gas Attack,독가스 공격,,,,,,<161;3771;2681;>,,,{7=10%;8=10%}
41312,Dragon Like,似龍非龍,Dragon Like,용과 닮음,,,,,,<3591;1891;701;>,,,{1=12%}
41313,Power of Oath,誓約之力,Power of Oath,서약의 힘,,,,,,<3661;3841;221;>,,,{7=10%;8=10%}
41314,Peer Partner,同行夥伴,Peer Partner,동행 파트너,,,,,,<751;91;341;>,,,{14=500}
41611,,大型幻獸,,,,,,,,<2431;4171;3251;>,,,{7=15%;8=15%}
41612,,無影無蹤,,,,,,,,<3201;701;731;3661>,,,{1=20%}
41613,,高速儲能,,,,,,,,<3271;591;881;>,,,{7=15%;8=15%}
41614,,雷電身法,,,,,,,,<3221;7001;1221;>,,,{14=750}
41711,Extreme Steel,極限鋼鐵,Extreme Steel,극한 강철,,,,,,<1991;3161;3411;>,,,{7=15%;8=15%}
41712,Laser Cannon,加農光炮,Laser Cannon,캐논 빔,,,,,,<1901;331;1931;21>,,,{1=20%}
41713,Metal Uproar,金屬大騷動,Metal Uproar,금속 대소동,,,,,,<2441;3661;3771;>,,,{7=15%;8=15%}
41714,Alliance Battle,聯盟對戰,Alliance Battle,연맹 대전,,,,,,<3221;3841;571;1301>,,,{23=750}
70011,Quick Attack,電光一閃,Quick Attack,전광 번쩍,,,,,,<331;731;2071;91>,,,{7=10%;8=10%}
70012,Sacred Fire,神聖之火,Sacred Fire,성스러운 불꽃,,,,,,<1301;2991;2481;11>,,,{1=12%}
70013,Oath of Water,水之誓約,Oath of Water,물의 서약,,,,,,<3301;3771;221;21>,,,{7=10%;8=10%}
70014,Gravity,萬有引力,Gravity,만유인력,,,,,,<2471;3841;781;1>,,,{22=500}
90011,Best Partner,最佳拍檔,Best Partner,최고의 파트너,,,,,,<9002;9003>,,,{7=10%;8=10%}
90021,Best Partner,最佳拍檔,Best Partner,최고의 파트너,,,,,,<9001;9003>,,,{7=10%;8=10%}
90031,Best Partner,最佳拍檔,Best Partner,최고의 파트너,,,,,,<9001;9002>,,,{7=15%;8=15%}
29221,Force of Current,水流力量,Force of Current,현재 힘,,,,,,<2921;801;891;>,,,{7=10%;8=10%}
29222,Water Pulse,水之波動,Water Pulse,물의파동,,,,,,<3471;541;691;>,,,{1=10%}
29223,Overturn,覆舟之勢,Overturn,전복,,,,,,<2011;121;3011;>,,,{7=10%;8=10%}
