变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
2641,2201,Bronze Mirror,17,2,2,1,,0%,,
2642,2201,Bronze Mirror,17,2,2,2,,0%,,
2643,2201,Bronze Mirror,17,2,2,3,,0%,,
2644,2201,Bronze Mirror,17,2,2,4,,0%,,
2645,2201,Bronze Mirror,17,2,2,5,,0%,,
2646,2201,Bronze Mirror,17,2,2,6,,0%,,
2647,2201,Bronze Mirror,17,2,2,7,,0%,,
2648,2201,Bronze Mirror,17,2,2,8,,0%,,
2649,2201,Bronze Mirror,17,2,2,9,,0%,,
2650,2201,Bronze Mirror,17,2,2,10,,0%,,
2651,2201,Bronze Mirror,17,2,2,11,,0%,,
2652,2201,Bronze Mirror,17,2,2,12,,0%,,
2653,2211,squawking bird,1,1,2,1,,0%,,
2654,2211,squawking bird,1,1,2,2,,0%,,
2655,2211,squawking bird,1,1,2,3,,0%,,
2656,2211,squawking bird,1,1,2,4,,0%,,
2657,2211,squawking bird,1,1,2,5,,0%,,
2658,2211,squawking bird,1,1,2,6,,0%,,
2659,2211,squawking bird,1,1,2,7,,0%,,
2660,2211,squawking bird,1,1,2,8,,0%,,
2661,2211,squawking bird,1,1,2,9,,0%,,
2662,2211,squawking bird,1,1,2,10,,0%,,
2663,2211,squawking bird,1,1,2,11,,0%,,
2664,2211,squawking bird,1,1,2,12,,0%,,
2665,2221,Flower Rock Monster,14,2,2,1,,0%,,
2666,2221,Flower Rock Monster,14,2,2,2,,0%,,
2667,2221,Flower Rock Monster,14,2,2,3,,0%,,
2668,2221,Flower Rock Monster,14,2,2,4,,0%,,
2669,2221,Flower Rock Monster,14,2,2,5,,0%,,
2670,2221,Flower Rock Monster,14,2,2,6,,0%,,
2671,2221,Flower Rock Monster,14,2,2,7,,0%,,
2672,2221,Flower Rock Monster,14,2,2,8,,0%,,
2673,2221,Flower Rock Monster,14,2,2,9,,0%,,
2674,2221,Flower Rock Monster,14,2,2,10,,0%,,
2675,2221,Flower Rock Monster,14,2,2,11,,0%,,
2676,2221,Flower Rock Monster,14,2,2,12,,0%,,
2677,2231,round land shark,15,3,3,1,10,0%,,
2678,2231,round land shark,15,3,3,2,10,0%,,
2679,2231,round land shark,15,3,3,3,10,0.10%,,
2680,2231,round land shark,15,3,3,4,10,0.25%,,
2681,2231,round land shark,15,3,3,5,10,0.40%,,
2682,2231,round land shark,15,3,3,6,10,0.70%,,
2683,2231,round land shark,15,3,3,7,10,1%,,
2684,2231,round land shark,15,3,3,8,10,1.30%,,
2685,2231,round land shark,15,3,3,9,10,1.75%,,
2686,2231,round land shark,15,3,3,10,10,2.20%,,
2687,2231,round land shark,15,3,3,11,10,2.65%,,
2688,2231,round land shark,15,3,3,12,10,3.25%,,
2689,2241,Riolu,7,3,3,1,8,0%,,
2690,2241,Riolu,7,3,3,2,8,0%,,
2691,2241,Riolu,7,3,3,3,8,0.10%,,
2692,2241,Riolu,7,3,3,4,8,0.25%,,
2693,2241,Riolu,7,3,3,5,8,0.40%,,
2694,2241,Riolu,7,3,3,6,8,0.70%,,
2695,2241,Riolu,7,3,3,7,8,1%,,
2696,2241,Riolu,7,3,3,8,8,1.30%,,
2697,2241,Riolu,7,3,3,9,8,1.75%,,
2698,2241,Riolu,7,3,3,10,8,2.20%,,
2699,2241,Riolu,7,3,3,11,8,2.65%,,
2700,2241,Riolu,7,3,3,12,8,3.25%,,
2701,2251,Sand hippopotamus,9,2,2,1,,0%,,
2702,2251,Sand hippopotamus,9,2,2,2,,0%,,
2703,2251,Sand hippopotamus,9,2,2,3,,0%,,
2704,2251,Sand hippopotamus,9,2,2,4,,0%,,
2705,2251,Sand hippopotamus,9,2,2,5,,0%,,
2706,2251,Sand hippopotamus,9,2,2,6,,0%,,
2707,2251,Sand hippopotamus,9,2,2,7,,0%,,
2708,2251,Sand hippopotamus,9,2,2,8,,0%,,
2709,2251,Sand hippopotamus,9,2,2,9,,0%,,
2710,2251,Sand hippopotamus,9,2,2,10,,0%,,
2711,2251,Sand hippopotamus,9,2,2,11,,0%,,
2712,2251,Sand hippopotamus,9,2,2,12,,0%,,
2713,2261,Pintail scorpion,8,2,2,1,,0%,,
2714,2261,Pintail scorpion,8,2,2,2,,0%,,
2715,2261,Pintail scorpion,8,2,2,3,,0%,,
2716,2261,Pintail scorpion,8,2,2,4,,0%,,
2717,2261,Pintail scorpion,8,2,2,5,,0%,,
2718,2261,Pintail scorpion,8,2,2,6,,0%,,
2719,2261,Pintail scorpion,8,2,2,7,,0%,,
2720,2261,Pintail scorpion,8,2,2,8,,0%,,
2721,2261,Pintail scorpion,8,2,2,9,,0%,,
2722,2261,Pintail scorpion,8,2,2,10,,0%,,
2723,2261,Pintail scorpion,8,2,2,11,,0%,,
2724,2261,Pintail scorpion,8,2,2,12,,0%,,
2725,2271,bad frog,8,2,2,1,7,0%,,
2726,2271,bad frog,8,2,2,2,7,0.08%,,
2727,2271,bad frog,8,2,2,3,7,0.16%,,
2728,2271,bad frog,8,2,2,4,7,0.24%,,
2729,2271,bad frog,8,2,2,5,7,0.40%,,
2730,2271,bad frog,8,2,2,6,7,0.56%,,
2731,2271,bad frog,8,2,2,7,7,0.80%,,
2732,2271,bad frog,8,2,2,8,7,1.04%,,
2733,2271,bad frog,8,2,2,9,7,1.36%,,
2734,2271,bad frog,8,2,2,10,7,1.68%,,
2735,2271,bad frog,8,2,2,11,7,2%,,
2736,2271,bad frog,8,2,2,12,7,2.40%,,
2737,2281,Tooth Cage,4,1,2,1,,0%,,
2738,2281,Tooth Cage,4,1,2,2,,0%,,
2739,2281,Tooth Cage,4,1,2,3,,0%,,
2740,2281,Tooth Cage,4,1,2,4,,0%,,
2741,2281,Tooth Cage,4,1,2,5,,0%,,
2742,2281,Tooth Cage,4,1,2,6,,0%,,
2743,2281,Tooth Cage,4,1,2,7,,0%,,
2744,2281,Tooth Cage,4,1,2,8,,0%,,
2745,2281,Tooth Cage,4,1,2,9,,0%,,
2746,2281,Tooth Cage,4,1,2,10,,0%,,
2747,2281,Tooth Cage,4,1,2,11,,0%,,
2748,2281,Tooth Cage,4,1,2,12,,0%,,
2749,2291,fluorescent fish,3,1,2,1,,0%,,
2750,2291,fluorescent fish,3,1,2,2,,0%,,
2751,2291,fluorescent fish,3,1,2,3,,0%,,
2752,2291,fluorescent fish,3,1,2,4,,0%,,
2753,2291,fluorescent fish,3,1,2,5,,0%,,
2754,2291,fluorescent fish,3,1,2,6,,0%,,
2755,2291,fluorescent fish,3,1,2,7,,0%,,
2756,2291,fluorescent fish,3,1,2,8,,0%,,
2757,2291,fluorescent fish,3,1,2,9,,0%,,
2758,2291,fluorescent fish,3,1,2,10,,0%,,
2759,2291,fluorescent fish,3,1,2,11,,0%,,
2760,2291,fluorescent fish,3,1,2,12,,0%,,
2761,2301,Snow hat monster,4,2,2,1,13,0%,,
2762,2301,Snow hat monster,4,2,2,2,13,0.08%,,
2763,2301,Snow hat monster,4,2,2,3,13,0.16%,,
2764,2301,Snow hat monster,4,2,2,4,13,0.24%,,
2765,2301,Snow hat monster,4,2,2,5,13,0.40%,,
2766,2301,Snow hat monster,4,2,2,6,13,0.56%,,
2767,2301,Snow hat monster,4,2,2,7,13,0.80%,,
2768,2301,Snow hat monster,4,2,2,8,13,1.04%,,
2769,2301,Snow hat monster,4,2,2,9,13,1.36%,,
2770,2301,Snow hat monster,4,2,2,10,13,1.68%,,
2771,2301,Snow hat monster,4,2,2,11,13,2%,,
2772,2301,Snow hat monster,4,2,2,12,13,2.40%,,
2773,2311,Rotom,5,2,2,1,,0%,,
2774,2311,Rotom,5,2,2,2,,0%,,
2775,2311,Rotom,5,2,2,3,,0%,,
2776,2311,Rotom,5,2,2,4,,0%,,
2777,2311,Rotom,5,2,2,5,,0%,,
2778,2311,Rotom,5,2,2,6,,0%,,
2779,2311,Rotom,5,2,2,7,,0%,,
2780,2311,Rotom,5,2,2,8,,0%,,
2781,2311,Rotom,5,2,2,9,,0%,,
2782,2311,Rotom,5,2,2,10,,0%,,
2783,2311,Rotom,5,2,2,11,,0%,,
2784,2311,Rotom,5,2,2,12,,0%,,
2785,2321,Yuksi,11,3,3,1,,0%,,
2786,2321,Yuksi,11,3,3,2,,0%,,
2787,2321,Yuksi,11,3,3,3,,0%,,
2788,2321,Yuksi,11,3,3,4,,0%,,
2789,2321,Yuksi,11,3,3,5,,0%,,
2790,2321,Yuksi,11,3,3,6,,0%,,
2791,2321,Yuksi,11,3,3,7,,0%,,
2792,2321,Yuksi,11,3,3,8,,0%,,
2793,2321,Yuksi,11,3,3,9,,0%,,
2794,2321,Yuksi,11,3,3,10,,0%,,
2795,2321,Yuksi,11,3,3,11,,0%,,
2796,2321,Yuksi,11,3,3,12,,0%,,
2797,2331,Emrido,11,3,3,1,,0%,,
2798,2331,Emrido,11,3,3,2,,0%,,
2799,2331,Emrido,11,3,3,3,,0%,,
2800,2331,Emrido,11,3,3,4,,0%,,
2801,2331,Emrido,11,3,3,5,,0%,,
2802,2331,Emrido,11,3,3,6,,0%,,
2803,2331,Emrido,11,3,3,7,,0%,,
2804,2331,Emrido,11,3,3,8,,0%,,
2805,2331,Emrido,11,3,3,9,,0%,,
2806,2331,Emrido,11,3,3,10,,0%,,
2807,2331,Emrido,11,3,3,11,,0%,,
2808,2331,Emrido,11,3,3,12,,0%,,
2809,2341,Yaknom,11,3,3,1,,0%,,
2810,2341,Yaknom,11,3,3,2,,0%,,
2811,2341,Yaknom,11,3,3,3,,0%,,
2812,2341,Yaknom,11,3,3,4,,0%,,
2813,2341,Yaknom,11,3,3,5,,0%,,
2814,2341,Yaknom,11,3,3,6,,0%,,
2815,2341,Yaknom,11,3,3,7,,0%,,
2816,2341,Yaknom,11,3,3,8,,0%,,
2817,2341,Yaknom,11,3,3,9,,0%,,
2818,2341,Yaknom,11,3,3,10,,0%,,
2819,2341,Yaknom,11,3,3,11,,0%,,
2820,2341,Yaknom,11,3,3,12,,0%,,
2821,2351,Dialga _,17,4,4,1,9,0%,,
2822,2351,Dialga _,17,4,4,2,9,0%,,
2823,2351,Dialga _,17,4,4,3,9,0%,,
2824,2351,Dialga _,17,4,4,4,9,0.16%,,
2825,2351,Dialga _,17,4,4,5,9,0.48%,,
2826,2351,Dialga _,17,4,4,6,9,0.80%,,
2827,2351,Dialga _,17,4,4,7,9,1.44%,,
2828,2351,Dialga _,17,4,4,8,9,2.08%,,
2829,2351,Dialga _,17,4,4,9,9,2.72%,,
2830,2351,Dialga _,17,4,4,10,9,3.68%,,
2831,2351,Dialga _,17,4,4,11,9,4.64%,,
2832,2351,Dialga _,17,4,4,12,9,5.60%,,
2833,2361,Palkia,3,4,4,1,10,0%,,
2834,2361,Palkia,3,4,4,2,10,0%,,
2835,2361,Palkia,3,4,4,3,10,0%,,
2836,2361,Palkia,3,4,4,4,10,0.16%,,
2837,2361,Palkia,3,4,4,5,10,0.48%,,
2838,2361,Palkia,3,4,4,6,10,0.80%,,
2839,2361,Palkia,3,4,4,7,10,1.44%,,
2840,2361,Palkia,3,4,4,8,10,2.08%,,
2841,2361,Palkia,3,4,4,9,10,2.72%,,
2842,2361,Palkia,3,4,4,10,10,3.68%,,
2843,2361,Palkia,3,4,4,11,10,4.64%,,
2844,2361,Palkia,3,4,4,12,10,5.60%,,
2845,2371,Sid Lane _,2,3,3,1,,0%,,
2846,2371,Sid Lane _,2,3,3,2,,0%,,
2847,2371,Sid Lane _,2,3,3,3,,0%,,
2848,2371,Sid Lane _,2,3,3,4,,0%,,
2849,2371,Sid Lane _,2,3,3,5,,0%,,
2850,2371,Sid Lane _,2,3,3,6,,0%,,
2851,2371,Sid Lane _,2,3,3,7,,0%,,
2852,2371,Sid Lane _,2,3,3,8,,0%,,
2853,2371,Sid Lane _,2,3,3,9,,0%,,
2854,2371,Sid Lane _,2,3,3,10,,0%,,
2855,2371,Sid Lane _,2,3,3,11,,0%,,
2856,2371,Sid Lane _,2,3,3,12,,0%,,
2857,2381,Regichkas,1,4,4,1,7,0%,,
2858,2381,Regichkas,1,4,4,2,7,0%,,
2859,2381,Regichkas,1,4,4,3,7,0%,,
2860,2381,Regichkas,1,4,4,4,7,0.16%,,
2861,2381,Regichkas,1,4,4,5,7,0.48%,,
2862,2381,Regichkas,1,4,4,6,7,0.80%,,
2863,2381,Regichkas,1,4,4,7,7,1.44%,,
2864,2381,Regichkas,1,4,4,8,7,2.08%,,
2865,2381,Regichkas,1,4,4,9,7,2.72%,,
2866,2381,Regichkas,1,4,4,10,7,3.68%,,
2867,2381,Regichkas,1,4,4,11,7,4.64%,,
2868,2381,Regichkas,1,4,4,12,7,5.60%,,
2869,2391,Giratina,14,4,4,1,1,0%,,
2870,2391,Giratina,14,4,4,2,1,0%,,
2871,2391,Giratina,14,4,4,3,1,0%,,
2872,2391,Giratina,14,4,4,4,1,0.11%,,
2873,2391,Giratina,14,4,4,5,1,0.34%,,
2874,2391,Giratina,14,4,4,6,1,0.56%,,
2875,2391,Giratina,14,4,4,7,1,1.01%,,
2876,2391,Giratina,14,4,4,8,1,1.46%,,
2877,2391,Giratina,14,4,4,9,1,1.90%,,
2878,2391,Giratina,14,4,4,10,1,2.58%,,
2879,2391,Giratina,14,4,4,11,1,3.25%,,
2880,2391,Giratina,14,4,4,12,1,3.92%,,
2881,2401,Cresselia,11,3,3,1,13,0%,,
2882,2401,Cresselia,11,3,3,2,13,0%,,
2883,2401,Cresselia,11,3,3,3,13,0.10%,,
2884,2401,Cresselia,11,3,3,4,13,0.25%,,
2885,2401,Cresselia,11,3,3,5,13,0.40%,,
2886,2401,Cresselia,11,3,3,6,13,0.70%,,
2887,2401,Cresselia,11,3,3,7,13,1%,,
2888,2401,Cresselia,11,3,3,8,13,1.30%,,
2889,2401,Cresselia,11,3,3,9,13,1.75%,,
2890,2401,Cresselia,11,3,3,10,13,2.20%,,
2891,2401,Cresselia,11,3,3,11,13,2.65%,,
2892,2401,Cresselia,11,3,3,12,13,3.25%,,
2893,2411,Fiona,3,2,2,1,,0%,,
2894,2411,Fiona,3,2,2,2,,0%,,
2895,2411,Fiona,3,2,2,3,,0%,,
2896,2411,Fiona,3,2,2,4,,0%,,
2897,2411,Fiona,3,2,2,5,,0%,,
2898,2411,Fiona,3,2,2,6,,0%,,
2899,2411,Fiona,3,2,2,7,,0%,,
2900,2411,Fiona,3,2,2,8,,0%,,
2901,2411,Fiona,3,2,2,9,,0%,,
2902,2411,Fiona,3,2,2,10,,0%,,
2903,2411,Fiona,3,2,2,11,,0%,,
2904,2411,Fiona,3,2,2,12,,0%,,
2905,2421,Mana Fei,3,3,3,1,,0%,,
2906,2421,Mana Fei,3,3,3,2,,0%,,
2907,2421,Mana Fei,3,3,3,3,,0%,,
2908,2421,Mana Fei,3,3,3,4,,0%,,
2909,2421,Mana Fei,3,3,3,5,,0%,,
2910,2421,Mana Fei,3,3,3,6,,0%,,
2911,2421,Mana Fei,3,3,3,7,,0%,,
2912,2421,Mana Fei,3,3,3,8,,0%,,
2913,2421,Mana Fei,3,3,3,9,,0%,,
2914,2421,Mana Fei,3,3,3,10,,0%,,
2915,2421,Mana Fei,3,3,3,11,,0%,,
2916,2421,Mana Fei,3,3,3,12,,0%,,
2917,2431,Darkley,16,4,3,1,8,0%,,
2918,2431,Darkley,16,4,3,2,8,0%,,
2919,2431,Darkley,16,4,3,3,8,0%,,
2920,2431,Darkley,16,4,3,4,8,0.16%,,
2921,2431,Darkley,16,4,3,5,8,0.48%,,
2922,2431,Darkley,16,4,3,6,8,0.80%,,
2923,2431,Darkley,16,4,3,7,8,1.44%,,
2924,2431,Darkley,16,4,3,8,8,2.08%,,
2925,2431,Darkley,16,4,3,9,8,2.72%,,
2926,2431,Darkley,16,4,3,10,8,3.68%,,
2927,2431,Darkley,16,4,3,11,8,4.64%,,
2928,2431,Darkley,16,4,3,12,8,5.60%,,
2929,2441,Shamy Land Form,4,4,3,1,1,0%,,
2930,2441,Shamy Land Form,4,4,3,2,1,0%,,
2931,2441,Shamy Land Form,4,4,3,3,1,0%,,
2932,2441,Shamy Land Form,4,4,3,4,1,0.11%,,
2933,2441,Shamy Land Form,4,4,3,5,1,0.34%,,
2934,2441,Shamy Land Form,4,4,3,6,1,0.56%,,
2935,2441,Shamy Land Form,4,4,3,7,1,1.01%,,
2936,2441,Shamy Land Form,4,4,3,8,1,1.46%,,
2937,2441,Shamy Land Form,4,4,3,9,1,1.90%,,
2938,2441,Shamy Land Form,4,4,3,10,1,2.58%,,
2939,2441,Shamy Land Form,4,4,3,11,1,3.25%,,
2940,2441,Shamy Land Form,4,4,3,12,1,3.92%,,
2941,2451,Arceus _,1,4,4,1,,0%,,
2942,2451,Arceus _,1,4,4,2,,0%,,
2943,2451,Arceus _,1,4,4,3,,0%,,
2944,2451,Arceus _,1,4,4,4,,0%,,
2945,2451,Arceus _,1,4,4,5,,0%,,
2946,2451,Arceus _,1,4,4,6,,0%,,
2947,2451,Arceus _,1,4,4,7,,0%,,
2948,2451,Arceus _,1,4,4,8,,0%,,
2949,2451,Arceus _,1,4,4,9,,0%,,
2950,2451,Arceus _,1,4,4,10,,0%,,
2951,2451,Arceus _,1,4,4,11,,0%,,
2952,2451,Arceus _,1,4,4,12,,0%,,
2953,2461,Victini,11,3,3,1,,0%,,
2954,2461,Victini,11,3,3,2,,0%,,
2955,2461,Victini,11,3,3,3,,0%,,
2956,2461,Victini,11,3,3,4,,0%,,
2957,2461,Victini,11,3,3,5,,0%,,
2958,2461,Victini,11,3,3,6,,0%,,
2959,2461,Victini,11,3,3,7,,0%,,
2960,2461,Victini,11,3,3,8,,0%,,
2961,2461,Victini,11,3,3,9,,0%,,
2962,2461,Victini,11,3,3,10,,0%,,
2963,2461,Victini,11,3,3,11,,0%,,
2964,2461,Victini,11,3,3,12,,0%,,
2965,2471,vine snake,4,3,2,1,8,0%,,
2966,2471,vine snake,4,3,2,2,8,0%,,
2967,2471,vine snake,4,3,2,3,8,0.10%,,
2968,2471,vine snake,4,3,2,4,8,0.25%,,
2969,2471,vine snake,4,3,2,5,8,0.40%,,
2970,2471,vine snake,4,3,2,6,8,0.70%,,
2971,2471,vine snake,4,3,2,7,8,1%,,
2972,2471,vine snake,4,3,2,8,8,1.30%,,
2973,2471,vine snake,4,3,2,9,8,1.75%,,
2974,2471,vine snake,4,3,2,10,8,2.20%,,
2975,2471,vine snake,4,3,2,11,8,2.65%,,
2976,2471,vine snake,4,3,2,12,8,3.25%,,
2977,2481,warm pig,2,2,2,1,7,0%,,
2978,2481,warm pig,2,2,2,2,7,0.08%,,
2979,2481,warm pig,2,2,2,3,7,0.16%,,
2980,2481,warm pig,2,2,2,4,7,0.24%,,
2981,2481,warm pig,2,2,2,5,7,0.40%,,
2982,2481,warm pig,2,2,2,6,7,0.56%,,
2983,2481,warm pig,2,2,2,7,7,0.80%,,
2984,2481,warm pig,2,2,2,8,7,1.04%,,
2985,2481,warm pig,2,2,2,9,7,1.36%,,
2986,2481,warm pig,2,2,2,10,7,1.68%,,
2987,2481,warm pig,2,2,2,11,7,2%,,
2988,2481,warm pig,2,2,2,12,7,2.40%,,
2989,2491,water otter,3,2,2,1,1,0%,,
2990,2491,water otter,3,2,2,2,1,0%,,
2991,2491,water otter,3,2,2,3,1,0.07%,,
2992,2491,water otter,3,2,2,4,1,0.18%,,
2993,2491,water otter,3,2,2,5,1,0.28%,,
2994,2491,water otter,3,2,2,6,1,0.49%,,
2995,2491,water otter,3,2,2,7,1,0.70%,,
2996,2491,water otter,3,2,2,8,1,0.91%,,
2997,2491,water otter,3,2,2,9,1,1.23%,,
2998,2491,water otter,3,2,2,10,1,1.54%,,
2999,2491,water otter,3,2,2,11,1,1.86%,,
3000,2491,water otter,3,2,2,12,1,2.28%,,
3001,2501,Mouse detection,1,1,2,1,,0%,,
3002,2501,Mouse detection,1,1,2,2,,0%,,
3003,2501,Mouse detection,1,1,2,3,,0%,,
3004,2501,Mouse detection,1,1,2,4,,0%,,
3005,2501,Mouse detection,1,1,2,5,,0%,,
3006,2501,Mouse detection,1,1,2,6,,0%,,
3007,2501,Mouse detection,1,1,2,7,,0%,,
3008,2501,Mouse detection,1,1,2,8,,0%,,
3009,2501,Mouse detection,1,1,2,9,,0%,,
3010,2501,Mouse detection,1,1,2,10,,0%,,
3011,2501,Mouse detection,1,1,2,11,,0%,,
3012,2501,Mouse detection,1,1,2,12,,0%,,
3013,2511,little york,1,2,2,1,,0%,,
3014,2511,little york,1,2,2,2,,0%,,
3015,2511,little york,1,2,2,3,,0%,,
3016,2511,little york,1,2,2,4,,0%,,
3017,2511,little york,1,2,2,5,,0%,,
3018,2511,little york,1,2,2,6,,0%,,
3019,2511,little york,1,2,2,7,,0%,,
3020,2511,little york,1,2,2,8,,0%,,
3021,2511,little york,1,2,2,9,,0%,,
3022,2511,little york,1,2,2,10,,0%,,
3023,2511,little york,1,2,2,11,,0%,,
3024,2511,little york,1,2,2,12,,0%,,
3025,2521,pickpocket cat,16,1,2,1,,0%,,
3026,2521,pickpocket cat,16,1,2,2,,0%,,
3027,2521,pickpocket cat,16,1,2,3,,0%,,
3028,2521,pickpocket cat,16,1,2,4,,0%,,
3029,2521,pickpocket cat,16,1,2,5,,0%,,
3030,2521,pickpocket cat,16,1,2,6,,0%,,
3031,2521,pickpocket cat,16,1,2,7,,0%,,
3032,2521,pickpocket cat,16,1,2,8,,0%,,
3033,2521,pickpocket cat,16,1,2,9,,0%,,
3034,2521,pickpocket cat,16,1,2,10,,0%,,
3035,2521,pickpocket cat,16,1,2,11,,0%,,
3036,2521,pickpocket cat,16,1,2,12,,0%,,
3037,2531,flower monkey,4,2,2,1,,0%,,
3038,2531,flower monkey,4,2,2,2,,0%,,
3039,2531,flower monkey,4,2,2,3,,0%,,
3040,2531,flower monkey,4,2,2,4,,0%,,
3041,2531,flower monkey,4,2,2,5,,0%,,
3042,2531,flower monkey,4,2,2,6,,0%,,
3043,2531,flower monkey,4,2,2,7,,0%,,
3044,2531,flower monkey,4,2,2,8,,0%,,
3045,2531,flower monkey,4,2,2,9,,0%,,
3046,2531,flower monkey,4,2,2,10,,0%,,
3047,2531,flower monkey,4,2,2,11,,0%,,
3048,2531,flower monkey,4,2,2,12,,0%,,
3049,2541,sauté monkey,2,2,2,1,,0%,,
3050,2541,sauté monkey,2,2,2,2,,0%,,
3051,2541,sauté monkey,2,2,2,3,,0%,,
3052,2541,sauté monkey,2,2,2,4,,0%,,
3053,2541,sauté monkey,2,2,2,5,,0%,,
3054,2541,sauté monkey,2,2,2,6,,0%,,
3055,2541,sauté monkey,2,2,2,7,,0%,,
3056,2541,sauté monkey,2,2,2,8,,0%,,
3057,2541,sauté monkey,2,2,2,9,,0%,,
3058,2541,sauté monkey,2,2,2,10,,0%,,
3059,2541,sauté monkey,2,2,2,11,,0%,,
3060,2541,sauté monkey,2,2,2,12,,0%,,
3061,2551,cold water monkey,3,2,2,1,,0%,,
3062,2551,cold water monkey,3,2,2,2,,0%,,
3063,2551,cold water monkey,3,2,2,3,,0%,,
3064,2551,cold water monkey,3,2,2,4,,0%,,
3065,2551,cold water monkey,3,2,2,5,,0%,,
3066,2551,cold water monkey,3,2,2,6,,0%,,
3067,2551,cold water monkey,3,2,2,7,,0%,,
3068,2551,cold water monkey,3,2,2,8,,0%,,
3069,2551,cold water monkey,3,2,2,9,,0%,,
3070,2551,cold water monkey,3,2,2,10,,0%,,
3071,2551,cold water monkey,3,2,2,11,,0%,,
3072,2551,cold water monkey,3,2,2,12,,0%,,
3073,2561,dream eater,11,2,2,1,,0%,,
3074,2561,dream eater,11,2,2,2,,0%,,
3075,2561,dream eater,11,2,2,3,,0%,,
3076,2561,dream eater,11,2,2,4,,0%,,
3077,2561,dream eater,11,2,2,5,,0%,,
3078,2561,dream eater,11,2,2,6,,0%,,
3079,2561,dream eater,11,2,2,7,,0%,,
3080,2561,dream eater,11,2,2,8,,0%,,
3081,2561,dream eater,11,2,2,9,,0%,,
3082,2561,dream eater,11,2,2,10,,0%,,
3083,2561,dream eater,11,2,2,11,,0%,,
3084,2561,dream eater,11,2,2,12,,0%,,
3085,2571,Peas Pigeon,1,2,2,1,,0%,,
3086,2571,Peas Pigeon,1,2,2,2,,0%,,
3087,2571,Peas Pigeon,1,2,2,3,,0%,,
3088,2571,Peas Pigeon,1,2,2,4,,0%,,
3089,2571,Peas Pigeon,1,2,2,5,,0%,,
3090,2571,Peas Pigeon,1,2,2,6,,0%,,
3091,2571,Peas Pigeon,1,2,2,7,,0%,,
3092,2571,Peas Pigeon,1,2,2,8,,0%,,
3093,2571,Peas Pigeon,1,2,2,9,,0%,,
3094,2571,Peas Pigeon,1,2,2,10,,0%,,
3095,2571,Peas Pigeon,1,2,2,11,,0%,,
3096,2571,Peas Pigeon,1,2,2,12,,0%,,
3097,2581,zebra _,5,2,2,1,,0%,,
3098,2581,zebra _,5,2,2,2,,0%,,
3099,2581,zebra _,5,2,2,3,,0%,,
3100,2581,zebra _,5,2,2,4,,0%,,
3101,2581,zebra _,5,2,2,5,,0%,,
3102,2581,zebra _,5,2,2,6,,0%,,
3103,2581,zebra _,5,2,2,7,,0%,,
3104,2581,zebra _,5,2,2,8,,0%,,
3105,2581,zebra _,5,2,2,9,,0%,,
3106,2581,zebra _,5,2,2,10,,0%,,
3107,2581,zebra _,5,2,2,11,,0%,,
3108,2581,zebra _,5,2,2,12,,0%,,
3109,2591,stone balls,13,2,2,1,9,0%,,
3110,2591,stone balls,13,2,2,2,9,0.08%,,
3111,2591,stone balls,13,2,2,3,9,0.16%,,
3112,2591,stone balls,13,2,2,4,9,0.24%,,
3113,2591,stone balls,13,2,2,5,9,0.40%,,
3114,2591,stone balls,13,2,2,6,9,0.56%,,
3115,2591,stone balls,13,2,2,7,9,0.80%,,
3116,2591,stone balls,13,2,2,8,9,1.04%,,
3117,2591,stone balls,13,2,2,9,9,1.36%,,
3118,2591,stone balls,13,2,2,10,9,1.68%,,
3119,2591,stone balls,13,2,2,11,9,2%,,
3120,2591,stone balls,13,2,2,12,9,2.40%,,
3121,2601,rolling bat,11,1,2,1,,0%,,
3122,2601,rolling bat,11,1,2,2,,0%,,
3123,2601,rolling bat,11,1,2,3,,0%,,
3124,2601,rolling bat,11,1,2,4,,0%,,
3125,2601,rolling bat,11,1,2,5,,0%,,
3126,2601,rolling bat,11,1,2,6,,0%,,
3127,2601,rolling bat,11,1,2,7,,0%,,
3128,2601,rolling bat,11,1,2,8,,0%,,
3129,2601,rolling bat,11,1,2,9,,0%,,
3130,2601,rolling bat,11,1,2,10,,0%,,
3131,2601,rolling bat,11,1,2,11,,0%,,
3132,2601,rolling bat,11,1,2,12,,0%,,
3133,2611,screw gopher,9,2,2,1,9,0%,,
3134,2611,screw gopher,9,2,2,2,9,0.08%,,
3135,2611,screw gopher,9,2,2,3,9,0.16%,,
3136,2611,screw gopher,9,2,2,4,9,0.24%,,
3137,2611,screw gopher,9,2,2,5,9,0.40%,,
3138,2611,screw gopher,9,2,2,6,9,0.56%,,
3139,2611,screw gopher,9,2,2,7,9,0.80%,,
3140,2611,screw gopher,9,2,2,8,9,1.04%,,
3141,2611,screw gopher,9,2,2,9,9,1.36%,,
3142,2611,screw gopher,9,2,2,10,9,1.68%,,
3143,2611,screw gopher,9,2,2,11,9,2%,,
3144,2611,screw gopher,9,2,2,12,9,2.40%,,
3145,2621,almost doll,1,2,2,1,,0%,,
3146,2621,almost doll,1,2,2,2,,0%,,
3147,2621,almost doll,1,2,2,3,,0%,,
3148,2621,almost doll,1,2,2,4,,0%,,
3149,2621,almost doll,1,2,2,5,,0%,,
3150,2621,almost doll,1,2,2,6,,0%,,
3151,2621,almost doll,1,2,2,7,,0%,,
