变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,effectDesc_tw,effectDesc_en,effectDesc_vn,effectDesc_kr
86004,861,4,0,0,{7=6%;8=6%},,,,,
86005,861,5,0,0,{1=6%},,,,,
86006,861,6,0,0,{7=6%;8=6%},,,,,
86007,861,7,0,0,{16=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
86008,861,8,0,0,{1=12%},,,,,
86009,861,9,0,0,{7=12%;8=12%},,,,,
86010,861,10,0,0,{16=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
86011,861,11,0,0,{22=1200},,,,,
86012,861,12,0,0,{23=1200},,,,,
87001,871,1,0,0,,,,,,
88002,881,2,0,0,{1=300},,,,,
88003,881,3,0,0,{25=200},,,,,
88004,881,4,0,0,{9=6%;10=6%},,,,,
88005,881,5,0,0,{1=6%},,,,,
88006,881,6,0,0,{7=6%;8=6%},,,,,
88007,881,7,0,0,{5=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
88008,881,8,0,0,{1=12%},,,,,
88009,881,9,0,0,{9=12%;10=12%},,,,,
88010,881,10,0,0,{5=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
88011,881,11,0,0,{22=1200},,,,,
88012,881,12,0,0,{23=1200},,,,,
89002,891,2,0,0,{1=300},,,,,
89003,891,3,0,0,{25=200},,,,,
89004,891,4,0,0,{9=5%;10=5%},,,,,
89005,891,5,0,0,{1=5%},,,,,
89006,891,6,0,0,{7=5%;8=5%},,,,,
89007,891,7,0,0,{16=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
89008,891,8,0,0,{1=10%},,,,,
89009,891,9,0,0,{9=10%;10=10%},,,,,
89010,891,10,0,0,{16=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
89011,891,11,0,0,{22=1000},,,,,
89012,891,12,0,0,{23=1000},,,,,
90001,901,1,0,0,,,,,,
91001,911,1,0,0,,,,,,
92001,921,1,0,0,,,,,,
93001,931,1,0,0,,,,,,
94001,941,1,0,0,,,,,,
95001,951,1,0,0,,,,,,
96001,961,1,0,0,,,,,,
97002,971,2,0,0,{7=80;8=80},,,,,
97003,971,3,0,0,{24=200},,,,,
97004,971,4,0,0,{7=6%;8=6%},,,,,
97005,971,5,0,0,{1=6%},,,,,
97006,971,6,0,0,{9=6%;10=6%},,,,,
97007,971,7,0,0,{90=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
97008,971,8,0,0,{1=12%},,,,,
97009,971,9,0,0,{7=12%;8=12%},,,,,
97010,971,10,0,0,{90=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
97011,971,11,0,0,{22=1200},,,,,
97012,971,12,0,0,{23=1200},,,,,
98001,981,1,0,0,,,,,,
99001,991,1,0,0,,,,,,
100001,1001,1,0,0,,,,,,
101001,1011,1,0,0,,,,,,
102001,1021,1,0,0,,,,,,
103002,1031,2,0,0,{9=80;10=80},,,,,
103003,1031,3,0,0,{25=200},,,,,
103004,1031,4,0,0,{9=6%;10=6%},,,,,
103005,1031,5,0,0,{1=6%},,,,,
103006,1031,6,0,0,{9=6%;10=6%},,,,,
103007,1031,7,0,0,{25=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
103008,1031,8,0,0,{1=12%},,,,,
103009,1031,9,0,0,{9=12%;10=12%},,,,,
103010,1031,10,0,0,{25=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
103011,1031,11,0,0,{22=1200},,,,,
103012,1031,12,0,0,{23=1200},,,,,
104001,1041,1,0,0,,,,,,
105001,1051,1,0,0,,,,,,
106001,1061,1,0,0,,,,,,
107002,1071,2,0,0,{7=80;8=80},,,,,
107003,1071,3,0,0,{24=200},,,,,
107004,1071,4,0,0,{7=6%;8=6%},,,,,
107005,1071,5,0,0,{1=6%},,,,,
107006,1071,6,0,0,{7=6%;8=6%},,,,,
107007,1071,7,0,0,{24=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
107008,1071,8,0,0,{1=12%},,,,,
107009,1071,9,0,0,{7=12%;8=12%},,,,,
107010,1071,10,0,0,{24=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
107011,1071,11,0,0,{22=1200},,,,,
107012,1071,12,0,0,{23=1200},,,,,
108002,1081,2,0,0,{7=80;8=80},,,,,
108003,1081,3,0,0,{24=200},,,,,
108004,1081,4,0,0,{7=6%;8=6%},,,,,
108005,1081,5,0,0,{1=6%},,,,,
108006,1081,6,0,0,{7=6%;8=6%},,,,,
108007,1081,7,0,0,{24=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
108008,1081,8,0,0,{1=12%},,,,,
108009,1081,9,0,0,{7=12%;8=12%},,,,,
108010,1081,10,0,0,{24=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
108011,1081,11,0,0,{22=1200},,,,,
108012,1081,12,0,0,{23=1200},,,,,
109001,1091,1,0,0,,,,,,
110001,1101,1,0,0,,,,,,
111001,1111,1,0,0,,,,,,
112001,1121,1,0,0,,,,,,
113001,1131,1,0,0,,,,,,
114001,1141,1,0,0,,,,,,
115001,1151,1,0,0,,,,,,
116001,1161,1,0,0,,,,,,
117002,1171,2,0,0,{1=300},,,,,
117003,1171,3,0,0,{25=200},,,,,
117004,1171,4,0,0,{9=6%;10=6%},,,,,
117005,1171,5,0,0,{1=6%},,,,,
117006,1171,6,0,0,{7=6%;8=6%},,,,,
117007,1171,7,0,0,{15=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
117008,1171,8,0,0,{1=12%},,,,,
117009,1171,9,0,0,{9=12%;10=12%},,,,,
117010,1171,10,0,0,{15=1200},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
117011,1171,11,0,0,{22=1200},,,,,
117012,1171,12,0,0,{23=1200},,,,,
118001,1181,1,0,0,,,,,,
119001,1191,1,0,0,,,,,,
120001,1201,1,0,0,,,,,,
121001,1211,1,0,0,,,,,,
122002,1221,2,0,0,{7=80;8=80},,,,,
122003,1221,3,0,0,{24=200},,,,,
122004,1221,4,0,0,{7=6%;8=6%},,,,,
122005,1221,5,0,0,{1=6%},,,,,
122006,1221,6,0,0,{9=6%;10=6%},,,,,
122007,1221,7,0,0,{90=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
122008,1221,8,0,0,{1=12%},,,,,
122009,1221,9,0,0,{7=12%;8=12%},,,,,
122010,1221,10,0,0,{90=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
122011,1221,11,0,0,{22=1200},,,,,
122012,1221,12,0,0,{23=1200},,,,,
123002,1231,2,0,0,{9=80;10=80},,,,,
123003,1231,3,0,0,{25=200},,,,,
123004,1231,4,0,0,{9=6%;10=6%},,,,,
123005,1231,5,0,0,{1=6%},,,,,
123006,1231,6,0,0,{9=6%;10=6%},,,,,
123007,1231,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
123008,1231,8,0,0,{1=12%},,,,,
123009,1231,9,0,0,{9=12%;10=12%},,,,,
123010,1231,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
123011,1231,11,0,0,{22=1200},,,,,
123012,1231,12,0,0,{23=1200},,,,,
124002,1241,2,0,0,{1=300},,,,,
124003,1241,3,0,0,{25=200},,,,,
124004,1241,4,0,0,{9=6%;10=6%},,,,,
124005,1241,5,0,0,{1=6%},,,,,
124006,1241,6,0,0,{7=6%;8=6%},,,,,
124007,1241,7,0,0,{91=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
124008,1241,8,0,0,{1=12%},,,,,
124009,1241,9,0,0,{9=12%;10=12%},,,,,
124010,1241,10,0,0,{91=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
124011,1241,11,0,0,{22=1200},,,,,
124012,1241,12,0,0,{23=1200},,,,,
125002,1251,2,0,0,{9=80;10=80},,,,,
125003,1251,3,0,0,{25=200},,,,,
125004,1251,4,0,0,{9=6%;10=6%},,,,,
125005,1251,5,0,0,{1=6%},,,,,
125006,1251,6,0,0,{9=6%;10=6%},,,,,
125007,1251,7,0,0,{11=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
125008,1251,8,0,0,{1=12%},,,,,
125009,1251,9,0,0,{9=12%;10=12%},,,,,
125010,1251,10,0,0,{11=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
125011,1251,11,0,0,{22=1200},,,,,
125012,1251,12,0,0,{23=1200},,,,,
126002,1261,2,0,0,{1=500},,,,,
126003,1261,3,0,0,{25=300},,,,,
126004,1261,4,0,0,{9=8%;10=8%},,,,,
126005,1261,5,0,0,{1=8%},,,,,
126006,1261,6,0,0,{7=8%;8=8%},,,,,
126007,1261,7,0,0,{25=500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
126008,1261,8,0,0,{1=15%},,,,,
126009,1261,9,0,0,{9=15%;10=15%},,,,,
126010,1261,10,0,0,{25=1000},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
126011,1261,11,0,0,{22=1500},,,,,
126012,1261,12,0,0,{23=1500},,,,,
127002,1271,2,0,0,{1=500},,,,,
127003,1271,3,0,0,{25=300},,,,,
127004,1271,4,0,0,{9=8%;10=8%},,,,,
127005,1271,5,0,0,{1=8%},,,,,
127006,1271,6,0,0,{7=8%;8=8%},,,,,
127007,1271,7,0,0,{25=500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
127008,1271,8,0,0,{1=15%},,,,,
127009,1271,9,0,0,{9=15%;10=15%},,,,,
127010,1271,10,0,0,{25=1000},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
127011,1271,11,0,0,{22=1500},,,,,
127012,1271,12,0,0,{23=1500},,,,,
128002,1281,2,0,0,{1=500},,,,,
128003,1281,3,0,0,{25=300},,,,,
128004,1281,4,0,0,{9=8%;10=8%},,,,,
128005,1281,5,0,0,{1=8%},,,,,
128006,1281,6,0,0,{7=8%;8=8%},,,,,
128007,1281,7,0,0,{25=500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
128008,1281,8,0,0,{1=15%},,,,,
128009,1281,9,0,0,{9=15%;10=15%},,,,,
128010,1281,10,0,0,{25=1000},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
128011,1281,11,0,0,{22=1500},,,,,
128012,1281,12,0,0,{23=1500},,,,,
129002,1291,2,0,0,{7=80;8=80},,,,,
129003,1291,3,0,0,{24=200},,,,,
129004,1291,4,0,0,{7=6%;8=6%},,,,,
129005,1291,5,0,0,{1=6%},,,,,
129006,1291,6,0,0,{7=6%;8=6%},,,,,
129007,1291,7,0,0,{15=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
129008,1291,8,0,0,{1=12%},,,,,
129009,1291,9,0,0,{7=12%;8=12%},,,,,
129010,1291,10,0,0,{15=1200},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
129011,1291,11,0,0,{22=1200},,,,,
129012,1291,12,0,0,{23=1200},,,,,
130002,1301,2,0,0,{7=80;8=80},,,,,
130003,1301,3,0,0,{24=200},,,,,
130004,1301,4,0,0,{7=6%;8=6%},,,,,
130005,1301,5,0,0,{1=6%},,,,,
130006,1301,6,0,0,{7=6%;8=6%},,,,,
130007,1301,7,0,0,{14=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
130008,1301,8,0,0,{1=12%},,,,,
130009,1301,9,0,0,{7=12%;8=12%},,,,,
130010,1301,10,0,0,{14=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
130011,1301,11,0,0,{22=1200},,,,,
130012,1301,12,0,0,{23=1200},,,,,
131002,1311,2,0,0,{1=300},,,,,
131003,1311,3,0,0,{25=200},,,,,
131004,1311,4,0,0,{9=6%;10=6%},,,,,
131005,1311,5,0,0,{1=6%},,,,,
131006,1311,6,0,0,{7=6%;8=6%},,,,,
131007,1311,7,0,0,{16=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
131008,1311,8,0,0,{1=12%},,,,,
131009,1311,9,0,0,{9=12%;10=12%},,,,,
131010,1311,10,0,0,{16=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
131011,1311,11,0,0,{22=1200},,,,,
131012,1311,12,0,0,{23=1200},,,,,
132001,1321,1,0,0,,,,,,
133001,1331,1,0,0,,,,,,
134001,1341,1,0,0,,,,,,
135002,1351,2,0,0,{7=80;8=80},,,,,
135003,1351,3,0,0,{25=200},,,,,
135004,1351,4,0,0,{7=5%;8=5%},,,,,
135005,1351,5,0,0,{1=5%},,,,,
135006,1351,6,0,0,{9=5%;10=5%},,,,,
135007,1351,7,0,0,{28=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
135008,1351,8,0,0,{1=10%},,,,,
135009,1351,9,0,0,{7=10%;8=10%},,,,,
135010,1351,10,0,0,{28=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
135011,1351,11,0,0,{22=1000},,,,,
135012,1351,12,0,0,{23=1000},,,,,
136001,1361,1,0,0,,,,,,
137001,1371,1,0,0,,,,,,
138001,1381,1,0,0,,,,,,
139002,1391,2,0,0,{7=80;8=80},,,,,
139003,1391,3,0,0,{24=200},,,,,
139004,1391,4,0,0,{7=6%;8=6%},,,,,
139005,1391,5,0,0,{1=6%},,,,,
139006,1391,6,0,0,{9=6%;10=6%},,,,,
139007,1391,7,0,0,{90=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
139008,1391,8,0,0,{1=12%},,,,,
139009,1391,9,0,0,{7=12%;8=12%},,,,,
139010,1391,10,0,0,{90=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
139011,1391,11,0,0,{22=1200},,,,,
139012,1391,12,0,0,{23=1200},,,,,
140001,1401,1,0,0,,,,,,
141001,1411,1,0,0,,,,,,
142002,1421,2,0,0,{7=80;8=80},,,,,
142003,1421,3,0,0,{24=200},,,,,
142004,1421,4,0,0,{7=6%;8=6%},,,,,
142005,1421,5,0,0,{1=6%},,,,,
142006,1421,6,0,0,{7=6%;8=6%},,,,,
142007,1421,7,0,0,{11=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
142008,1421,8,0,0,{1=12%},,,,,
142009,1421,9,0,0,{7=12%;8=12%},,,,,
142010,1421,10,0,0,{11=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
142011,1421,11,0,0,{22=1200},,,,,
142012,1421,12,0,0,{23=1200},,,,,
143001,1431,1,0,0,,,,,,
144002,1441,2,0,0,{7=80;8=80},,,,,
144003,1441,3,0,0,{24=200},,,,,
144004,1441,4,0,0,{7=5%;8=5%},,,,,
144005,1441,5,0,0,{1=5%},,,,,
144006,1441,6,0,0,{9=5%;10=5%},,,,,
144007,1441,7,0,0,{90=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
144008,1441,8,0,0,{1=10%},,,,,
144009,1441,9,0,0,{7=10%;8=10%},,,,,
144010,1441,10,0,0,{90=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
144011,1441,11,0,0,{22=1000},,,,,
144012,1441,12,0,0,{23=1000},,,,,
145001,1451,1,0,0,,,,,,
146001,1461,1,0,0,,,,,,
147001,1471,1,0,0,,,,,,
148001,1481,1,0,0,,,,,,
149001,1491,1,0,0,,,,,,
150002,1501,2,0,0,{9=80;10=80},,,,,
150003,1501,3,0,0,{25=200},,,,,
150004,1501,4,0,0,{9=6%;10=6%},,,,,
150005,1501,5,0,0,{1=6%},,,,,
150006,1501,6,0,0,{9=6%;10=6%},,,,,
150007,1501,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
150008,1501,8,0,0,{1=12%},,,,,
150009,1501,9,0,0,{9=12%;10=12%},,,,,
150010,1501,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
150011,1501,11,0,0,{22=1200},,,,,
150012,1501,12,0,0,{23=1200},,,,,
151001,1511,1,0,0,,,,,,
152001,1521,1,0,0,,,,,,
153001,1531,1,0,0,,,,,,
154001,1541,1,0,0,,,,,,
155001,1551,1,0,0,,,,,,
156001,1561,1,0,0,,,,,,
157001,1571,1,0,0,,,,,,
158001,1581,1,0,0,,,,,,
159001,1591,1,0,0,,,,,,
160001,1601,1,0,0,,,,,,
161002,1611,2,0,0,{9=80;10=80},,,,,
161003,1611,3,0,0,{25=200},,,,,
161004,1611,4,0,0,{9=5%;10=5%},,,,,
161005,1611,5,0,0,{1=5%},,,,,
161006,1611,6,0,0,{9=5%;10=5%},,,,,
161007,1611,7,0,0,{14=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
161008,1611,8,0,0,{1=10%},,,,,
161009,1611,9,0,0,{9=10%;10=10%},,,,,
161010,1611,10,0,0,{14=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
161011,1611,11,0,0,{22=1000},,,,,
161012,1611,12,0,0,{23=1000},,,,,
162001,1621,1,0,0,,,,,,
163001,1631,1,0,0,,,,,,
164001,1641,1,0,0,,,,,,
165001,1651,1,0,0,,,,,,
166001,1661,1,0,0,,,,,,
167001,1671,1,0,0,,,,,,
168001,1681,1,0,0,,,,,,
169001,1691,1,0,0,,,,,,
170001,1701,1,0,0,,,,,,
171001,1711,1,0,0,,,,,,
172001,1721,1,0,0,,,,,,
173001,1731,1,0,0,,,,,,
174001,1741,1,0,0,,,,,,
175001,1751,1,0,0,,,,,,
176001,1761,1,0,0,,,,,,
177002,1771,2,0,0,{1=300},,,,,
177003,1771,3,0,0,{25=200},,,,,
177004,1771,4,0,0,{9=6%;10=6%},,,,,
177005,1771,5,0,0,{1=6%},,,,,
177006,1771,6,0,0,{7=6%;8=6%},,,,,
177007,1771,7,0,0,{16=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
177008,1771,8,0,0,{1=12%},,,,,
177009,1771,9,0,0,{9=12%;10=12%},,,,,
177010,1771,10,0,0,{16=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
177011,1771,11,0,0,{22=1200},,,,,
177012,1771,12,0,0,{23=1200},,,,,
178001,1781,1,0,0,,,,,,
179001,1791,1,0,0,,,,,,
180002,1801,2,0,0,{7=80;8=80},,,,,
180003,1801,3,0,0,{24=200},,,,,
180004,1801,4,0,0,{7=5%;8=5%},,,,,
180005,1801,5,0,0,{1=5%},,,,,
180006,1801,6,0,0,{9=5%;10=5%},,,,,
180007,1801,7,0,0,{90=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
180008,1801,8,0,0,{1=10%},,,,,
180009,1801,9,0,0,{7=10%;8=10%},,,,,
180010,1801,10,0,0,{90=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
180011,1801,11,0,0,{22=1000},,,,,
180012,1801,12,0,0,{23=1000},,,,,
181002,1811,2,0,0,{7=80;8=80},,,,,
181003,1811,3,0,0,{24=200},,,,,
181004,1811,4,0,0,{7=6%;8=6%},,,,,
181005,1811,5,0,0,{1=6%},,,,,
181006,1811,6,0,0,{9=6%;10=6%},,,,,
181007,1811,7,0,0,{90=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
181008,1811,8,0,0,{1=12%},,,,,
181009,1811,9,0,0,{7=12%;8=12%},,,,,
