变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
224134,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224161,extra damage,0,14,,,,,,,<2241116>,<99>,"<moreEqualThan(self:star(),8) and 1 or 0>",,"<<list(1,0,0);1;0>>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
224211,lucario,,1,,,,,,,,,,,,224211,
224212,speed boost,0,14,,,,,,,<2241111>,<2>,<1>,,<self:speed()*0.15>,,
224213,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224221,,,1,,,,,,,,,,,,224221,
224222,Shield Crit,0,14,,,,,,,<2241113;2241112>,<2;2>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0;self:curSkill():getDamageState('natureFlag')=='weak' and 1 or 0>,,<0;self:damage()*1.75>,,
224223,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224231,,,1,,,,,,,,,,,,224231,
224232,,,1,,,,,,,,,,,,224232,
224233,Will be in,0,14,,,,,,,<2241117>,<1>,<1>,,<<1;2>>,,
224234,Sustained damage,,1,,,,,,,<2241114>,<1>,<1>,,"<self:curSkill():getTotalDamage()*(moreEqualThan(self:star(),11) and 0.7 or 0.35)>",,
224235,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224261,,0,14,,,,,,,<2241116>,<99>,"<moreEqualThan(self:star(),8) and 1 or 0>",,"<<list(1,0,0);1;0>>",,
,,,,,,,,,,,,,,,,
224311,lucario skin,,1,,,,,,,,,,,,224311,
224312,speed boost,0,14,,,,,,,<2241111>,<2>,<1>,,<self:speed()*0.15>,,
224313,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224321,,,1,,,,,,,,,,,,224321,
224322,Shield Crit,0,14,,,,,,,<2241113;2241112>,<2;2>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0;self:curSkill():getDamageState('natureFlag')=='weak' and 1 or 0>,,<0;self:damage()*1.75>,,
224323,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224331,,,1,,,,,,,,,,,,224331,
224332,,,1,,,,,,,,,,,,224332,
224333,Will be in,0,14,,,,,,,<2241117>,<1>,<1>,,<<1;2>>,,
224334,Sustained damage,,1,,,,,,,<2241114>,<1>,<1>,,"<self:curSkill():getTotalDamage()*(moreEqualThan(self:star(),11) and 0.7 or 0.35)>",,
224335,,,1,,,,,,,,<1>,<self:curSkill():getDamageState('natureFlag')=='strong' and 1 or 0>,,"<self:curSkill():getTotalDamage()*(0.2+(skillLv(22416,22426,22436) or 0)*0.001-0.001)>",,
224361,,0,14,,,,,,,<2241116>,<99>,"<moreEqualThan(self:star(),8) and 1 or 0>",,"<<list(1,0,0);1;0>>",,
,,,,,,,,,,,,,,,,
227111,bad frog,,,,,,,,,,,,,,227111,
227112,bad frog,0,14,,,,,,,<2271230>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
227121,_skill2,,,,,,,,,,,,,,227121,
227122,_skill2_ attenuated resistance,,,,,,,,,<2271221;2271223>,<self:flagZ2() and 3 or 2;self:flagZ2() and 3 or 2>,<1;1>,,<0;0>,,
227131,_skill3,,,,,,,,,,,,,,227131,
227132,_skill3_ detonation poison,,1,,,,,,,<2271225;2271228>,<1;1>,"<target:hasBuff(1501,1511,1521) and 1 or 0;moreEqualThan(self:star(),11) and (target:hasBuff(1501,1511,1521) and 1 or 0) or 0 >",,"<(target:sumBuffLifeRoundByGroup(1501,1511,1521)*target:sumBuffOverlayByGroup(1501,1511,1521) * self:damage()*0.2)*(self:flagZ3() and 1.3 or 1);(target:sumBuffLifeRoundByGroup(1501,1511,1521)*target:sumBuffOverlayByGroup(1501,1511,1521) * self:damage()*0.2)*(self:flagZ3() and 1.3 or 1)>",,
227133,,,,,,,,,,,,,,,,
227161,Passive_Attack with Poison _,0,14,,,,,,,<2271227>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
227211,Poison Skeleton Frog,,,,,,,,,,,,,,227211,
227212,Poison Skeleton Frog,0,14,,,,,,,<2271230>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
227221,_skill2,,,,,,,,,,,,,,227221,
227222,_skill2_ attenuated resistance,,,,,,,,,<2271221;2271223>,<self:flagZ2() and 3 or 2;self:flagZ2() and 3 or 2>,<1;1>,,<0;0>,,
227231,_skill3,,1,,,,,,,,,,,,227231,
227232,_skill3_ detonation poison,,,,,,,,,<2271225;2271228>,<1;1>,"<target:hasBuff(1501,1511,1521) and 1 or 0;moreEqualThan(self:star(),11) and (target:hasBuff(1501,1511,1521) and 1 or 0) or 0 >",,"<(target:sumBuffLifeRoundByGroup(1501,1511,1521)*target:sumBuffOverlayByGroup(1501,1511,1521) * self:damage()*0.2)*(self:flagZ3() and 1.3 or 1);(target:sumBuffLifeRoundByGroup(1501,1511,1521)*target:sumBuffOverlayByGroup(1501,1511,1521) * self:damage()*0.2)*(self:flagZ3() and 1.3 or 1)>",,
227261,,0,14,,,,,,,<2271227>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
230111,Snow hat monster,,,,,,,,,,,,,,230111,
230112,Snow hat monster,0,14,,,,,,,<2301228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
230121,_skill2,,,,,,,,,,,,,,230121,
230122,_skill2_ treatment,,,selfForce,hpRatioMin,,,,,<2301311>,<1>,<1>,,<self:curSkill():getTotalDamage()*(self:flagZ2() and 1.5 or 1)>,,
230131,_skill3,,11,,,,,,,,,,,,230131,
230132,_skill3_ freezing,,11,,,,,,,<2301312;2301317>,<1;1>,"<self:flagZ3() and 0.2 or 0.12;((not target:hasBuff(2301312)) and moreE(self:star(),11)) and 1 or 0>",,<target:hpMax()*0.25;-target:speed()*0.1>,,
230133,_skill3_ plus double defense,0,14,,,,,,,,,,,,,
230161,Passive_Entry trigger _,0,11,,,,,,,<2301313;2301314;2301223;2301224>,<99;99;99;99>,"<1;1;(target:nature(1) ==6 or target:nature(2) ==6 and moreEqualThan(self:star(),8)) and 1 or 0;(target:nature(1) ==6 or target:nature(2) ==6 and moreEqualThan(self:star(),8)) and 1 or 0>",,<400+skillLevel*20-0.20;800+skillLevel*4-4;target:defence()*(0.2+(self:flagZ4() and 0.2 or 0));target:specialDefence()*(0.2+(self:flagZ4() and 0.2 or 0))>,,
,,,,,,,,,,,,,,,,
230211,blizzard king,,,,,,,,,,,,,,230211,
230212,blizzard king,0,14,,,,,,,<2301228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,
230221,_skill2,,,,,,,,,,,,,,230221,
230222,_skill2_ treatment,,,selfForce,hpRatioMin,,,,,<2301311>,<1>,<1>,,<self:curSkill():getTotalDamage()*(self:flagZ2() and 1.5 or 1)>,,
230231,_skill3,,11,,,,,,,,,,,,230231,
230232,_skill3_ freezing,,11,,,,,,,<2301312;2301317>,<1;1>,"<self:flagZ3() and 0.2 or 0.12;((not target:hasBuff(2301312)) and moreE(self:star(),11)) and 1 or 0>",,<target:hpMax()*0.25;-target:speed()*0.1>,,
230233,_skill3_ plus double defense,0,14,,,,,,,,,,,,,
230261,Passive_Entry trigger _,0,11,,,,,,,<2301313;2301314;2301223;2301224>,<99;99;99;99>,"<1;1;(target:nature(1) ==6 or target:nature(2) ==6) and (moreE(self:star(),8) and 1 or 0) or 0;(target:nature(1) ==6 or target:nature(2) ==6 and moreE(self:star(),8)) and 1 or 0>",,<400+skillLevel*20-0.20;800+skillLevel*4-4;target:defence()*(0.2+(self:flagZ4() and 0.2 or 0));target:specialDefence()*(0.2+(self:flagZ4() and 0.2 or 0))>,,
,,,,,,,,,,,,,,,,
230311,super blizzard king,,,,,,,,,,,,,,230311,
230312,_skill1_ physical attack increase,0,14,,,,,,,<2301320>,<2>,"<moreE((sumBuffOverlayByGroupInForce(1,2301318)+sumBuffOverlayByGroupInForce(2,2301318)),1) and 1 or 0>",,"<min(self:damage()*(self:flagZ1() and 0.1 or 0.05)*(sumBuffOverlayByGroupInForce(1,2301318)+sumBuffOverlayByGroupInForce(2,2301318)),self:damage()*(self:flagZ1() and 1.2 or 0.6))>",,
230321,_skill2,,,,,,,,,,,,,,230321,
230322,_skill2_ treatment,,,selfForce,hpRatioMin,,,,,<2301321>,<1>,<1>,,<self:curSkill():getTotalDamage()*(target:hasBuff(2301329) and 2 or 1 )>,,
230323,_skill2_ treatment,0,14,,,,,,,<2301321>,<1>,<self:flagZ2() and 1 or 0>,,<self:curSkill():getTotalDamage()*(target:hasBuff(2301329) and 2 or 1 )>,,
230331,_skill3,,11,,,,,,,,,,,,230331,
230332,_skill3_spine,,11,,,,,,,,,,,,230332,
230333,_skill3_blizzard _,1,11,,,,,,,<2301322>,<2>,<1>,,<3>,,
230334,,0,11,,,,,,,<2301329>,<2>,<1>,,<3>,,
230361,Passive_Entrance Aura _,,,selfForce,exclude(list(csvSelf:id())),,,,,<2301313;2301314;2301328>,<99;99;99>,"<1;1;moreE(self:star(),8) and (target:nature(1) ==6 or target:nature(2) ==6) and 1 or 0>",,<500+skillLevel*2-2;1000+skillLevel*5-5;0>,,
230362,Passive_self attack with cold,0,14,,,,,,,<2301327>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
235111,Dialga _,,,,,,,,,,,,,,235111,
235112,,,1,,,,,,,<2351137;2351138>,<1;1>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<-1700;900>,,
235113,_skill1_ Garter injury,0,14,,,,,,,<2351121;2351155;2351158>,<2;1;1>,"<1;(moreE(self:star(),11) and self:hasBuff(2351157)) and 1 or 0;1>",,<self:flagZ1() and 1500 or 1000;0;0>,,
235121,_skill2,,4,,,,,,,,,,,,235121,
235122,_skill2,,4,,,,,,,,,,,,235122,
235123,,,4,,,,,,,<2351137;2351138>,<1;1>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<-1700;900>,,
235124,random extra action,,,selfForce|nodead,"buffDifferExclude('group',{80004,80005,c.chaopin_fly_bingzhu_oc()})|random(1)",,,,,<2351122;2351123;2351124;2351125;2351154;2351167>,<1;1;1;1;1;1>,<1;1;1;1;1;self:flagZ2() and 1 or 0>,,<1;target:specialDamage()*0.1;target:damage()*0.1;1;1;1>,,
235131,_skill3,,4,,,,,,,,,,,,235131,
235132,_skill3_spine,,4,,,,,,,,,,,,235132,
235133,,,4,,,,,,,<2351137;2351138>,<1;1>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<-1700;900>,,
235134,direct damage,,4,,,,,,,<2351134>,<1>,<0>,,<1>,,
235135,Delayed damage,,4,,,,,,,<2351132;2351153>,<99;1>,<1;1>,,<1;1>,,
235136,to clear,0,14,,,,,,,<2351141;2351152>,<99;1>,<1;1>,,<<0.4+skillLevel*0.002-0.002;self:flagZ4() and 3 or 2>;1>,,
235137,big move mark,0,14,,,,,,,<2351131;2351148;2351170>,<1;1;1>,"<1;moreE(self:star(),11) and 1 or 0;self:flagZ3() and 1 or 0>",,<1;1;1000>,,
235161,delayed injury,0,14,,,,,,,<2351141;2351142;2351150>,<99;99;99>,<1;1;1>,,<<0.4+skillLevel*0.002-0.002;self:flagZ4() and 3 or 2>;0;0>,,
235162,record injury,1,11,,,,,,,<2351127>,<99>,<1>,,<1>,,
235163,fight together,0,14,,,,,,,<2351139;2351171>,<99;99>,<1;self:flagZ4() and 1 or 0>,,"<<list(1,0,0);1;0>;1>",,
235164,wake up,0,14,,,,,,,,,,,,,
235165,Special attack boosts rage,0,14,,,,,,,<2351140;2351149>,<99;99>,<1;1>,,<self:BspecialDamage()*0.02;2500>,,
235141,fight without anger,0,11,,,,,,,<2351159;2351161>,<99;99>,<(target:nature(1) ==17 or target:nature(2) ==17) and 1 or 0;(target:nature(1) ==17 or target:nature(2) ==17) and 1 or 0>,,<1;1>,,
,,,,selfForce|nodead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
236111,Palkya _,,1,,,,,,,,,,,,236111,
236112,_skill1_ Stealing Heads,,,enemyForce|nodead,useOtherProcess(236111),,,,,<2361121>,<2>,<1>,,"<list(list(1001,1002,1003,1004,1005,1011,1012,1013,1014,1015,1021,1022,1023,1024,1025,1201,1202,1203,1211,1212,1213,1221,1222,1223,1401,1411,1421,1431,1441,1451),2,1)>",,
236113,_skill1_ transfer negative,,,enemyForce|nodead,useOtherProcess(236111),,,,,<2361123>,<2>,<1>,,<1>,,
236114,,0,14,,,,,,,<2361184>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.2>,,
236121,_skill2,,1,,,,,,,,,,,,236121,
236122,_ crit _,0,14,,,,,,,<2361125>,<2>,<1>,,<1000>,,
236123,_skill2,,,enemyForce|nodead,useOtherProcess(236121),,,,,<2361126;2361186>,<1;1>,<1;self:flagZ2() and 1 or 0>,,<1;1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
236131,_skill3,,1,,,,,,,,,,,,236131,
236132,_skill3_spine,,,enemyForce|nodead,useOtherProcess(236131),,,,,,,,,,236132,
236133,_Improve the bonus of critical strike damage in the back row,0,3,,,,,,,<2361127;2361128>,<2;2>,<1;1>,,<1500;1500>,,
236134,itself,0,14,,,,,,,<2361127;2361128>,<2;2>,<1;1>,,"<1500*(moreE(self:star(),11) and 1.6 or 1);1500*(moreE(self:star(),11) and 1.6 or 1)>",,
236135,_Kill damage transfer,,,enemyForce|nodead,useOtherProcess(236131),,,,,<2361173>,<1>,<1>,,<1>,,
236161,hide,0,14,,,,,,,<2361133;2361151;2361162>,<99;99;99>,"<1;moreE(self:star(),8) and 1 or 0;1>",,<1;1;1>,,
236162,absorb,0,14,,,,,,,<2361140;2361171>,<99;99>,<1;1>,,<1;1>,,
,,,,,,,,,,,,,,,,
236141,phantom,,24,,,,,,,<2361220;2361138>,<99;99>,<1;1>,,<1;1>,,
236151,phantom - empty unit,,24,,,,,,,<2361222;2361149;2361221;2361223>,<99;99;99;99>,<1;1;1;1>,,<<1>;1;<0;1;0>;1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
236511,Palkya _,,3,,,,14,,,,,,,,9211,
236521,_skill2,,3,,,,14,,,,,,,,9221,
236531,_skill3,,3,,,,14,,,,,,,,9231,
236532,_skill3_spine,,,enemyForce|nodead,useOtherProcess(236131),,,,,,,,,,9232,
236561,phantom,0,14,,,,,,,<2361220;2361138>,<99;99>,<1;1>,,<1;1>,,
,,,,,,,,,,,,,,,,
236611,Palkya _,,3,,,,14,,,,,,,,9211,
236621,_skill2,,3,,,,14,,,,,,,,9221,
236631,_skill3,,3,,,,14,,,,,,,,9231,
236632,_skill3_spine,,,enemyForce|nodead,useOtherProcess(236131),,,,,,,,,,9232,
236661,empty unit,0,14,,,,,,,<2361221;2361222;2361149>,<99;99;99>,<1;1;1>,,<<0;0;0>;<1>;1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
238111,Regichkas,,,,,,,,,,,,,,238111,
238112,,,,,,,,,,,,,,,238112,
238113,_skill1_ Improve physical defense,,,,,,,,,<2381121>,<2>,<1>,,<target:flag(99) and -self:BhpMax()*0.3 or -target:hpMax()*0.15>,,
238114,_skill1_z,0,14,,,,,,,<2381161>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.15>,,
238121,_skill2,,4,,,,,,,,,,,,238121,
238122,_skill2_Health Restoration,0,14,,,,,,,<2381122;2381144>,<99;2>,<1;1>,,<self:BhpMax()*(0.2+0.05*(self:flagZ2() and 1 or 0));2000>,,
238131,_skill3,,2,,,,,,,,,,,,238131,
238132,_skill3_spine,,2,,,,,,,,,,,,238132,
238133,11 stars,,2,,,,,,,<2381136;2381162>,<1;1>,<1;self:flagZ3() and 1 or 0>,,<self:hpMax()*0.15+0.05*(self:flagZ3() and 1 or 0);self:curSkill():getTotalDamage()*0.6+self:hpMax()*0.12>,,
238134,itself,0,14,,,,,,,<2381130;2381131;2381147>,<99;99;99>,"<moreE(self:star(),11) and 1 or 0;moreE(self:star(),11) and 1 or 0;1>",,<2000;-250;1500>,,
238161,Passive_Physical attack increased,0,14,,,,,,,<2381148;2381124;2381125;2381126;2381127;2381128;2381132;2381139;2381141;2381138;2381134;2381151;2381142>,<4;4;4;4;4;4;99;4;99;4;99;4;99>,"<moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;1;moreE(self:getBuffOverlayCount(2381129),4) and 0 or 1;1>",,<1500;self:defence()*(0.5+skillLevel*0.004-0.004);self:specialDefence()*(0.5+skillLevel*0.004-0.004);5000+skillLevel*40-40;-self:damage()*0.5;-self:specialDamage()*0.5;0;-5000;<2;-1>;0;0;self:BhpMax()*(0.5+skillLevel*0.004-0.004);0>,,
238162,Passive_Physical attack increased,0,3,,,,,,,<2381133>,<99>,<1>,,<0>,,
238163,Passive_Physical attack increased,,,selfForce,"attrDiffer(""natureType"", {1})",,,,,<2381135>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<self:BhpMax()*0.1>,,
238164,Passive_Physical attack increased,,,selfForce,"battleFlagDiffer('battleFlag', {191})",,,,,<2381135>,<99>,"<moreE(self:star(),8) and 1 or 0>",,<self:BhpMax()*0.1>,,
,,,,,,,,,,,,,,,,
239111,Giratina,,,,,,,,,,,,,,239111,
239112,_skill1_ final damage reduction boost,0,14,,,,,,,<2391166;2391167;2391168>,<2;2;2>,<1;1;self:flagZ1() and 1 or 0>,,<self:defence()*0.5;self:specialDefence()*0.5;1500>,,
239113,_skill1_ ghosting increased,0,14,,,,,,,<2391140>,<99>,<1>,,<1>,,
239121,_skill2,,,,,,,,,,,,,,239121,
239122,_skill2_ Raise the upper limit of rage,1,1,,,,,,,,,,,,,
239123,_skill2_Ghost Shield,,,selfForce,selfColumn,,,,,<2391161>,<2>,<1>,,<1500+500*(self:flagZ2() and 1 or 0)>,,
239124,_skill1_ ghosting increased,0,14,,,,,,,<2391140;2391140>,<99;99>,<1;1>,,<1;1>,,
239125,_skill1_Ghost Shield,0,11,,,,,,,,,,,,,
239131,_skill3,1,2,,,,,,,,,,,,239131,
239132,_skill3_spine,1,2,,,,,,,,,,,,239132,
239133,_skill3_ Reduce Rage,1,2,,,,,,,<2391126>,<1>,<1>,,<-250>,,
239134,_skill3_ Transformation + attribute improvement,0,14,,,,,,,<2391127;2391162>,"<2+(moreE(self:star(),11) and 1 or 0);2+(moreE(self:star(),11) and 1 or 0)>",<1;1>,,"<moreE(self:star(),11) and 2393 or 2392;self:hpMax()*(0.45-0.2*((getGateType() == 10 or getGateType() == 14) and 1 or 0))>",,
239135,_skill1_ ghosting increased,0,14,,,,,,,<2391140;2391140;2391140>,<99;99;99>,<1;1;1>,,<1;1;1>,,
239136,_skill1_Passive Healing,0,14,,,,,,,<2391145;2391147;2391172>,"<1;2+(moreE(self:star(),11) and 1 or 0);99>","<1;moreE(self:star(),11) and 1 or 0;self:flagZ3() and 1 or 0>",,<(self:lostHp())*(0.3-0.1*((getGateType() == 10 or getGateType() == 14) and 1 or 0));0;0>,,
239161,Passive_Ghost 5 layers _ _,0,14,,,,,,,<2391140;2391140;2391140;2391140;2391140>,<99;99;99;99;99>,"<moreE(getForceNum(self:force()),2) and 1 or 0;moreE(getForceNum(self:force()),3) and 1 or 0;moreE(getForceNum(self:force()),4) and 1 or 0;moreE(getForceNum(self:force()),5) and 1 or 0;moreE(getForceNum(self:force()),6) and 1 or 0>",,<1;1;1;1;1>,,
239162,Passive_Ghost + Refresh Damage Reduction _,0,14,,,,,,,<2391141;2391143;2391146;2391132;2391181;2391182;2391183;2391184>,<99;99;99;99;99;99;99;99>,<1;1;1;1;self:flagZ1() and 1 or 0;self:flagZ2() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ4() and 1 or 0>,,<1;1;1;1;1;1;1;1>,,
239163,Passive_Trigger Ghost Shield _,0,11,,,,,,,<2391123>,<99>,<(self:flagZ4() and (target:nature(1) ==14 or target:nature(2) ==14 or target:nature(1) ==16 or target:nature(2) ==16)) and 1 or 0>,,<self:hpMax()*0.23>,,
,,,,,,,,,,,,,,,,
239211,Giratina Origin Form,,,,,,,,,,,,,,239211,
239212,_skill1_spine,,,,,,,,,,,,,,239212,
239213,_skill1_ final damage reduction boost,0,14,,,,,,,<2391166;2391167;2391168>,<2;2;2>,<1;1;(self:flagZ1() or self:hasBuff(2391181))and 1 or 0>,,<self:defence()*0.5;self:specialDefence()*0.5;1500>,,
239214,_skill1_ ghosting increased,0,14,,,,,,,<2391140>,<99>,<1>,,<1>,,
239221,_skill2,1,4,,,,,,,,,,,,239221,
239222,_skill2_ Raise the upper limit of rage,1,4,,,,,,,,,,,,,
239223,_skill2_Ghost Shield,,,selfForce,selfColumn,,,,,<2391161>,<2>,<1>,,<1500+500*(self:flagZ2() and 1 or 0)>,,
239224,_skill2_ ghosting increased,0,14,,,,,,,<2391140;2391140>,<99;99>,<1;1>,,<1;1>,,
239225,_skill2_ ghost fire,1,4,,,,,,,<2391134>,<2>,<0.5+0.3*((getGateType() == 10 or getGateType() == 14) and 0 or 1)>,,<0>,,
239226,_skill1_Ghost Shield,0,11,,,,,,,<2391123>,<99>,<((self:flagZ2() or self:hasBuff(2391182)) and (target:nature(1) ==14 or target:nature(2) ==14 or target:nature(1) ==16 or target:nature(2) ==16)) and 1 or 0>,,<self:hpMax()*0.23>,,
239231,_skill3,1,11,,,,,,,,,,,,239231,
239232,_skill3_spine,1,11,,,,,,,,,,,,239232,
239233,_skill3_ Reduce Rage,1,11,,,,,,,<2391126>,<1>,<1>,,<-250>,,
239234,_skill3,0,14,,,,,,,,,,,,,
239235,_skill3_ ghosting increased,0,14,,,,,,,<2391140;2391140;2391140>,<99;99;99>,<1;1;1>,,<1;1;1>,,
239236,_skill3_ ghost fire,,,enemyForce|nodead,"attr(""mp1"",""max"",4)",,,,,<2391134>,<2>,<0.5+0.25*((getGateType() == 10 or getGateType() == 14) and 0 or 1)>,,<0>,,
239237,_skill3_Passive Healing,0,14,,,,,,,,,,,,,
239238,_skill3_ scene skills,0,14,,,,,,,,,,,,,
239261,Passive_Ghost 5 layers _ _,0,14,,,,,,,<2391140;2391140;2391140;2391140;2391140>,<99;99;99;99;99>,"<moreE(getForceNum(self:force()),2) and 1 or 0;moreE(getForceNum(self:force()),3) and 1 or 0;moreE(getForceNum(self:force()),4) and 1 or 0;moreE(getForceNum(self:force()),5) and 1 or 0;moreE(getForceNum(self:force()),6) and 1 or 0>",,<1;1;1;1;1>,,
239262,Passive_Ghost + Refresh Damage Reduction _,0,14,,,,,,,<2391141;2391143;2391146;2391132;2391181;2391182;2391183;2391184>,<99;99;99;99;99;99;99;99>,<1;1;1;1;self:flagZ1() and 1 or 0;self:flagZ2() and 1 or 0;self:flagZ3() and 1 or 0;self:flagZ4() and 1 or 0>,,<1;1;1;1;1;1;1;1>,,
239263,Passive_Trigger Ghost Shield _,0,14,,,,,,,<2391123>,<99>,<((self:flagZ4() or self:hasBuff(2391184)) and (target:nature(1) ==14 or target:nature(2) ==14 or target:nature(1) ==16 or target:nature(2) ==16)) and 1 or 0>,,<self:hpMax()*0.23>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
243111,Darkley,,,,,,,,,,,,,,243111,
243112,,,,,,,,,,,,,,,243112,
243113,_skill1_ steals special attack and speed,,1,,,,,,,<2431121;2431124;2431155>,<1;1;1>,<1;1;1>,,<1;1;1>,,
243114,_8 star stealing,1,1,,,,,,,<2431148>,<1>,"<(moreE(self:star(),8) and target:hasBuffGroup(22,34)) and 1 or 0>",,"<list(list(1001,1002,1003,1004,1005,1011,1012,1013,1014,1015,1021,1022,1023,1024,1025,1201,1202,1203,1211,1212,1213,1221,1222,1223,1401,1411,1421,1431,1441,1451),2,1)>",,
243121,_skill2,,4,,,,,,,,,,,,243121,
243122,_skill2_sleep _,,4,,,,,,,<2431127>,<1>,<0.8>,,<2>,,
243123,_skill2_ blood sucking,0,14,,,,,,,<2431128;2431160;2431161>,<1;2;2>,<1;self:flagZ2() and 1 or 0;self:flagZ2() and 1 or 0>,,<0.5;self:curSkill():getTotalDamage()*0.5;1>,,
243124,_8 star stealing,,4,,,,,,,<2431148>,<1>,"<(moreE(self:star(),8) and target:hasBuffGroup(22,34)) and 1 or 0>",,"<list(list(1001,1002,1003,1004,1005,1011,1012,1013,1014,1015,1021,1022,1023,1024,1025,1201,1202,1203,1211,1212,1213,1221,1222,1223,1401,1411,1421,1431,1441,1451),2,1)>",,
243131,_skill3,,11,,,,,,,,,,,,243131,
243132,_skill3_spine,,11,,,,,,,,,,,,243132,
243133,_skill3_sleep _,,11,,,,,,,<2431129>,<1>,<(self:flagZ3() and 0.1 or 0)+0.42+(self:controlPer()-target:immuneControl())*0.4>,,<2>,,
243134,_skill3_ Nightmare scene,0,14,,,,,,,<2431144>,<1>,"< moreE(self:star(),11) and 1 or 0>",,<5000>,,
243135,_8 star stealing,,11,,,,,,,<2431148>,<1>,"<(moreE(self:star(),8) and target:hasBuffGroup(22,34)) and 1 or 0>",,"<list(list(1001,1002,1003,1004,1005,1011,1012,1013,1014,1015,1021,1022,1023,1024,1025,1201,1202,1203,1211,1212,1213,1221,1222,1223,1401,1411,1421,1431,1441,1451),2,1)>",,
243141,_Aura Technology _,0,11,,,,,,,<2431137;2431170>,<99;99>,<(target:nature(1) == 16 or target:nature(2) == 16 ) and 1 or 0;((target:nature(1)==16 or target:nature(2)==16 or target:nature(1)==14 or target:nature(2)==14) and self:flagZ4()) and 1 or 0>,,<1;1>,,
243161,_passive _,0,11,,,,,,,<2431174>,<99>,<((target:nature(1)==16 or target:nature(2)==16 or target:nature(1)==14 or target:nature(2)==14) and self:flagZ4()) and 1 or 0>,,<0>,,
243162,_8 stars,0,14,,,,,,,<2431134;2431136;2431147;2431171>,<99;99;99;1>,"<1;1;moreE(self:star(),8) and 1 or 0;((target:nature(1)==16 or target:nature(2)==16 or target:nature(1)==14 or target:nature(2)==14) and self:flagZ4()) and 1 or 0>",,<1;<>;0;0>,,
,,,,,,,,,,,,,,,,
243211,Darkrai skin,,,,,,,,,,,,,,243211,
