变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
13005,limit_up_gem_rmb10_3022,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,,0,,0,,0,,0,,0,,,,
13006,limit_up_gem_rmb10_3022,Regular ten companies - regular output,0,2,,,,,,,,,,{8201=5;8202=2;8203=1;8017=2},100,{8201=6;8202=1;8203=1;8017=2},50,{8201=5;8202=3;8203=1;8017=1},50,{8201=4;8202=4;8203=1;8017=1},50,{8201=4;8202=2;8203=2;8017=2},100,{8201=5;8202=1;8203=2;8017=2},50,{8201=4;8202=3;8203=2;8017=1},50,{8201=5;8202=2;8203=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13101,limit_up_gem_rmb1_3112,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8305=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13102,limit_up_gem_rmb1_3112,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13103,limit_up_gem_rmb1_3112,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13104,limit_up_gem_rmb1_3112,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13105,limit_up_gem_rmb1_3112,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8303=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13106,limit_up_gem_rmb1_3112,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13201,limit_up_gem_rmb10_3112,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,{8301=4;8302=2;8303=1;8305=1;8017=2},50,{8301=4;8302=3;8303=1;8305=1;8017=1},50,{8301=3;8302=3;8303=1;8305=1;8017=2},50,,,,,,,,
13202,limit_up_gem_rmb10_3112,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,,,,,,,,,,,,,,
13203,limit_up_gem_rmb10_3112,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8305=1;8017=2},100,{8301=4;8302=3;8305=1;8017=2},100,{8301=5;8302=3;8305=1;8017=1},100,,,,,,,,,,,,,,
13204,limit_up_gem_rmb10_3112,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8304=1;8017=2},100,{8301=4;8302=3;8304=1;8017=2},100,{8301=5;8302=3;8304=1;8017=1},100,{8301=4;8302=2;8303=1;8304=1;8017=2},50,{8301=4;8302=3;8303=1;8304=1;8017=1},50,{8301=3;8302=3;8303=1;8304=1;8017=2},50,,0,,0,,,,
13205,limit_up_gem_rmb10_3112,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8301=5;8302=2;8304=1;8017=2},100,{8301=4;8302=3;8304=1;8017=2},100,{8301=5;8302=3;8304=1;8017=1},100,,0,,0,,0,,0,,0,,,,
13206,limit_up_gem_rmb10_3112,Regular ten companies - regular output,0,2,,,,,,,,,,{8301=5;8302=2;8303=1;8017=2},100,{8301=6;8302=1;8303=1;8017=2},50,{8301=5;8302=3;8303=1;8017=1},50,{8301=4;8302=4;8303=1;8017=1},50,{8301=4;8302=2;8303=2;8017=2},100,{8301=5;8302=1;8303=2;8017=2},50,{8301=4;8302=3;8303=2;8017=1},50,{8301=5;8302=2;8303=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13301,limit_up_gem_rmb1_3192,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13302,limit_up_gem_rmb1_3192,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13303,limit_up_gem_rmb1_3192,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13304,limit_up_gem_rmb1_3192,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13305,limit_up_gem_rmb1_3192,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8103=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13306,limit_up_gem_rmb1_3192,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13401,limit_up_gem_rmb10_3192,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,{8101=4;8102=2;8103=1;8105=1;8017=2},50,{8101=4;8102=3;8103=1;8105=1;8017=1},50,{8101=3;8102=3;8103=1;8105=1;8017=2},50,,,,,,,,
13402,limit_up_gem_rmb10_3192,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
13403,limit_up_gem_rmb10_3192,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8101=5;8102=2;8105=1;8017=2},100,{8101=4;8102=3;8105=1;8017=2},100,{8101=5;8102=3;8105=1;8017=1},100,,,,,,,,,,,,,,
13404,limit_up_gem_rmb10_3192,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,{8101=4;8102=2;8103=1;8104=1;8017=2},50,{8101=4;8102=3;8103=1;8104=1;8017=1},50,{8101=3;8102=3;8103=1;8104=1;8017=2},50,,0,,0,,,,
13405,limit_up_gem_rmb10_3192,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8101=5;8102=2;8104=1;8017=2},100,{8101=4;8102=3;8104=1;8017=2},100,{8101=5;8102=3;8104=1;8017=1},100,,0,,0,,0,,0,,0,,,,
13406,limit_up_gem_rmb10_3192,Regular ten companies - regular output,0,2,,,,,,,,,,{8101=5;8102=2;8103=1;8017=2},100,{8101=6;8102=1;8103=1;8017=2},50,{8101=5;8102=3;8103=1;8017=1},50,{8101=4;8102=4;8103=1;8017=1},50,{8101=4;8102=2;8103=2;8017=2},100,{8101=5;8102=1;8103=2;8017=2},50,{8101=4;8102=3;8103=2;8017=1},50,{8101=5;8102=2;8103=2;8017=1},50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13501,limit_up_gem_rmb1_3322,Conventional single draw - the weight is about 140 times red on average,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13502,limit_up_gem_rmb1_3322,Conventional single draw - about 60 times red,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13503,limit_up_gem_rmb1_3322,Conventional single draw - the average value of orange is about 50 times,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13504,limit_up_gem_rmb1_3322,Conventional single draw - about 20 times to get orange,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13505,limit_up_gem_rmb1_3322,Regular Single Draw - Purple for the first time,3,1,,,1,,,,,,,{8203=1},100,,0,,0,,0,,0,,0,,0,,0,,,,
13506,limit_up_gem_rmb1_3322,Regular Single Draw - Regular Output,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13601,limit_up_gem_rmb10_3322,Regular ten consecutive rounds - the follow-up weight is red - an average of 12 times,1,11,0.054,0.113,,10,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,{8201=4;8202=2;8203=1;8205=1;8017=2},50,{8201=4;8202=3;8203=1;8205=1;8017=1},50,{8201=3;8202=3;8203=1;8205=1;8017=2},50,,,,,,,,
13602,limit_up_gem_rmb10_3322,Regular ten consecutive - the first 10 red,1,6,0.05,0.45,1,6,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
13603,limit_up_gem_rmb10_3322,Regular 10 consecutive rounds - red around the 4th time,1,1,0.3,0.4,1,1,,,,,,{8201=5;8202=2;8205=1;8017=2},100,{8201=4;8202=3;8205=1;8017=2},100,{8201=5;8202=3;8205=1;8017=1},100,,,,,,,,,,,,,,
13604,limit_up_gem_rmb10_3322,Regular ten consecutive rounds - the follow-up weight is orange - an average of 4 times,1,1,0.05,0.45,,1,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,{8201=4;8202=2;8203=1;8204=1;8017=2},50,{8201=4;8202=3;8203=1;8204=1;8017=1},50,{8201=3;8202=3;8203=1;8204=1;8017=2},50,,0,,0,,,,
13605,limit_up_gem_rmb10_3322,Regular ten consecutive - the first orange,3,1,,,1,,,,,,,{8201=5;8202=2;8204=1;8017=2},100,{8201=4;8202=3;8204=1;8017=2},100,{8201=5;8202=3;8204=1;8017=1},100,,0,,0,,0,,0,,0,,,,
13606,limit_up_gem_rmb10_3322,Regular ten companies - regular output,0,2,,,,,,,,,,{8201=5;8202=2;8203=1;8017=2},100,{8201=6;8202=1;8203=1;8017=2},50,{8201=5;8202=3;8203=1;8017=1},50,{8201=4;8202=4;8203=1;8017=1},50,{8201=4;8202=2;8203=2;8017=2},100,{8201=5;8202=1;8203=2;8017=2},50,{8201=4;8202=3;8203=2;8017=1},50,{8201=5;8202=2;8203=2;8017=1},50,,,,
