变量名,gateID,_ beizhu,itemMap,count,probability,itemCount
7021,60433,( Shard Dungeon 9)( Green Gift ) ( Difficulty 3),{606=100;609=100;612=100;615=100;618=100;621=100},18,60,
7022,60433,( Shard Dungeon 9)( Blue Gift ) ( Difficulty 3),{607=100;610=100;613=100;616=100;619=100;622=100},0,60,
7023,60433,( Shard Dungeon 9)( Purple Gift ) ( Difficulty 3),{608=100;611=100;614=100;617=100;620=100;623=100},2,60,
7031,60434,( Shard Dungeon 9)( Green Gift ) ( Difficulty 4),{606=100;609=100;612=100;615=100;618=100;621=100},21,60,
7032,60434,( Shard Dungeon 9)( Blue Gift ) ( Difficulty 4),{607=100;610=100;613=100;616=100;619=100;622=100},3,60,
7033,60434,( Shard Dungeon 9)( Purple Gift ) ( Difficulty 4),{608=100;611=100;614=100;617=100;620=100;623=100},2,60,
7041,60435,( Shard Dungeon 9)( Green Gift ) ( Difficulty 5),{606=100;609=100;612=100;615=100;618=100;621=100},24,60,
7042,60435,( Shard Dungeon 9)( Blue Gift ) ( Difficulty 5),{607=100;610=100;613=100;616=100;619=100;622=100},6,60,
7043,60435,( Shard Dungeon 9)( Purple Gift ) ( Difficulty 5),{608=100;611=100;614=100;617=100;620=100;623=100},2,60,
7051,60436,( Shard Dungeon 9)( Green Gift ) ( Difficulty 6),{606=100;609=100;612=100;615=100;618=100;621=100},36,60,
7052,60436,( Shard Dungeon 9)( Blue Gift ) ( Difficulty 6),{607=100;610=100;613=100;616=100;619=100;622=100},6,60,
7053,60436,( Shard Dungeon 9)( Purple Gift ) ( Difficulty 6),{608=100;611=100;614=100;617=100;620=100;623=100},3,60,
7061,60437,( Shard Dungeon 9)( Green Gift ) ( Difficulty 7),{606=100;609=100;612=100;615=100;618=100;621=100},45,60,
7062,60437,( Shard Dungeon 9)( Blue Gift ) ( Difficulty 7),{607=100;610=100;613=100;616=100;619=100;622=100},9,60,
7063,60437,( Shard Dungeon 9)( Purple Gift ) ( Difficulty 7),{608=100;611=100;614=100;617=100;620=100;623=100},3,60,
,,,,,,
7101,60441,( Shard Copy 10)( Green Gift ) ( Difficulty 1),{606=100;609=100;612=100;615=100;618=100;621=100},12,60,
7102,60441,( Shard copy 10) ( blue gift ) ( difficulty 1),{607=100;610=100;613=100;616=100;619=100;622=100},2,60,
7103,60441,( Shard copy 10) ( purple gift ) ( difficulty 1),{608=100;611=100;614=100;617=100;620=100;623=100},0,60,
7111,60442,( Shard Copy 10)( Green Gift ) ( Difficulty 2),{606=100;609=100;612=100;615=100;618=100;621=100},24,60,
7112,60442,( Shard copy 10) ( blue gift ) ( difficulty 2),{607=100;610=100;613=100;616=100;619=100;622=100},3,60,
7113,60442,( Shard Copy 10)( Purple Gift ) ( Difficulty 2),{608=100;611=100;614=100;617=100;620=100;623=100},0,60,
7121,60443,( Shard Copy 10)( Green Gift ) ( Difficulty 3),{606=100;609=100;612=100;615=100;618=100;621=100},18,60,
7122,60443,( Shard copy 10) ( blue gift ) ( difficulty 3),{607=100;610=100;613=100;616=100;619=100;622=100},0,60,
7123,60443,( Shard copy 10) ( purple gift ) ( Difficulty 3),{608=100;611=100;614=100;617=100;620=100;623=100},2,60,
7131,60444,( Shard Copy 10)( Green Gift ) ( Difficulty 4),{606=100;609=100;612=100;615=100;618=100;621=100},21,60,
7132,60444,( Shard copy 10) ( blue gift ) ( difficulty 4),{607=100;610=100;613=100;616=100;619=100;622=100},3,60,
7133,60444,( Shard copy 10) ( purple gift ) ( difficulty 4),{608=100;611=100;614=100;617=100;620=100;623=100},2,60,
7141,60445,( Shard Copy 10)( Green Gift ) ( Difficulty 5),{606=100;609=100;612=100;615=100;618=100;621=100},24,60,
7142,60445,( Shard copy 10) ( blue gift ) ( difficulty 5),{607=100;610=100;613=100;616=100;619=100;622=100},6,60,
7143,60445,( Shard copy 10) ( purple gift ) ( difficulty 5),{608=100;611=100;614=100;617=100;620=100;623=100},2,60,
7151,60446,( Shard copy 10)( Green Gift ) ( Difficulty 6),{606=100;609=100;612=100;615=100;618=100;621=100},36,60,
7152,60446,( Shard copy 10) ( blue gift ) ( difficulty 6),{607=100;610=100;613=100;616=100;619=100;622=100},6,60,
7153,60446,( Shard copy 10) ( purple gift ) ( Difficulty 6),{608=100;611=100;614=100;617=100;620=100;623=100},3,60,
7161,60447,( Shard Dungeon 10)( Green Gift ) ( Difficulty 7),{606=100;609=100;612=100;615=100;618=100;621=100},45,60,
7162,60447,( Shard copy 10) ( blue gift ) ( difficulty 7),{607=100;610=100;613=100;616=100;619=100;622=100},9,60,
7163,60447,( Shard copy 10) ( purple gift ) ( Difficulty 7),{608=100;611=100;614=100;617=100;620=100;623=100},3,60,
,,,,,,
7201,60301,( Shard Copy 1) ( Shard ) ( Difficulty 1),{20271=100},1,35,
7202,60301,( Shard Copy 1) ( Shard ) ( Difficulty 1),{20261=100},1,35,
7203,60301,( Shard Copy 1) ( Shard ) ( Difficulty 1),{20751=100},1,35,
7204,60301,( Shard Copy 1) ( Shard ) ( Difficulty 1),{20131=100},1,75,
7205,60301,( Shard Copy 1) ( Shard ) ( Difficulty 1),{21241=100},1,75,
7206,60301,( Shard Copy 1) ( Shard ) ( Difficulty 1),{22011=100},1,75,
7211,60302,( Shard Copy 1) ( Shard ) ( Difficulty 2),{20271=100},1,35,
7212,60302,( Shard Copy 1) ( Shard ) ( Difficulty 2),{20261=100},1,35,
7213,60302,( Shard Copy 1) ( Shard ) ( Difficulty 2),{20751=100},1,35,
7214,60302,( Shard Copy 1) ( Shard ) ( Difficulty 2),{20131=100},1,75,
7215,60302,( Shard Copy 1) ( Shard ) ( Difficulty 2),{21241=100},1,75,
7216,60302,( Shard Copy 1) ( Shard ) ( Difficulty 2),{22011=100},1,75,
7221,60303,( Shard Copy 1) ( Shard ) ( Difficulty 3),{20271=100},1,35,
7222,60303,( Shard Copy 1) ( Shard ) ( Difficulty 3),{20261=100},1,35,
7223,60303,( Shard Copy 1) ( Shard ) ( Difficulty 3),{20751=100},1,35,
7224,60303,( Shard Copy 1) ( Shard ) ( Difficulty 3),{20131=100},1,75,
7225,60303,( Shard Copy 1) ( Shard ) ( Difficulty 3),{21241=100},1,75,
7226,60303,( Shard Copy 1) ( Shard ) ( Difficulty 3),{22011=100},1,75,
7231,60304,( Shard Copy 1) ( Shard ) ( Difficulty 4),{20271=100},1,35,
7232,60304,( Shard Copy 1) ( Shard ) ( Difficulty 4),{20261=100},1,35,
7233,60304,( Shard Copy 1) ( Shard ) ( Difficulty 4),{20751=100},1,35,
7234,60304,( Shard Copy 1) ( Shard ) ( Difficulty 4),{20131=100},1,75,
7235,60304,( Shard Copy 1) ( Shard ) ( Difficulty 4),{21241=100},1,75,
7236,60304,( Shard Copy 1) ( Shard ) ( Difficulty 4),{22011=100},1,75,
7241,60305,( Shard Copy 1) ( Shard ) ( Difficulty 5),{20271=100},1,35,
7242,60305,( Shard Copy 1) ( Shard ) ( Difficulty 5),{20261=100},1,35,
7243,60305,( Shard Copy 1) ( Shard ) ( Difficulty 5),{20751=100},1,35,
7244,60305,( Shard Copy 1) ( Shard ) ( Difficulty 5),{20131=100},1,75,
7245,60305,( Shard Copy 1) ( Shard ) ( Difficulty 5),{21241=100},1,75,
7246,60305,( Shard Copy 1) ( Shard ) ( Difficulty 5),{22011=100},1,75,
7251,60306,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20271=100},1,35,
7252,60306,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20261=100},1,35,
7253,60306,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20751=100},1,35,
7254,60306,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20131=100},1,75,
7255,60306,( Shard Copy 1) ( Shard ) ( Difficulty 6),{21241=100},1,75,
7256,60306,( Shard Copy 1) ( Shard ) ( Difficulty 6),{22011=100},1,75,
7261,60307,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20271=100},1,35,
7262,60307,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20261=100},1,35,
7263,60307,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20751=100},1,35,
7264,60307,( Shard Copy 1) ( Shard ) ( Difficulty 6),{20131=100},1,75,
7265,60307,( Shard Copy 1) ( Shard ) ( Difficulty 6),{21241=100},1,75,
7266,60307,( Shard Copy 1) ( Shard ) ( Difficulty 6),{22011=100},1,75,
,,,,,,
7301,60321,( Shard Copy 2) ( Shard ) ( Difficulty 1),{21221=100},1,35,
7302,60321,( Shard Copy 2) ( Shard ) ( Difficulty 1),{20091=100},1,35,
7303,60321,( Shard Copy 2) ( Shard ) ( Difficulty 1),{20011=100},1,35,
7304,60321,( Shard Copy 2) ( Shard ) ( Difficulty 1),{21421=100},1,75,
7305,60321,( Shard Copy 2) ( Shard ) ( Difficulty 1),{20731=100},1,75,
7306,60321,( Shard Copy 2) ( Shard ) ( Difficulty 1),{22481=100},1,75,
7311,60322,( Shard Copy 2) ( Shard ) ( Difficulty 2),{21221=100},1,35,
7312,60322,( Shard Copy 2) ( Shard ) ( Difficulty 2),{20091=100},1,35,
7313,60322,( Shard Copy 2) ( Shard ) ( Difficulty 2),{20011=100},1,35,
7314,60322,( Shard Copy 2) ( Shard ) ( Difficulty 2),{21421=100},1,75,
7315,60322,( Shard Copy 2) ( Shard ) ( Difficulty 2),{20731=100},1,75,
7316,60322,( Shard Copy 2) ( Shard ) ( Difficulty 2),{22481=100},1,75,
7321,60323,( Shard Copy 2) ( Shard ) ( Difficulty 3),{21221=100},1,35,
7322,60323,( Shard Copy 2) ( Shard ) ( Difficulty 3),{20091=100},1,35,
7323,60323,( Shard Copy 2) ( Shard ) ( Difficulty 3),{20011=100},1,35,
7324,60323,( Shard Copy 2) ( Shard ) ( Difficulty 3),{21421=100},1,75,
7325,60323,( Shard Copy 2) ( Shard ) ( Difficulty 3),{20731=100},1,75,
7326,60323,( Shard Copy 2) ( Shard ) ( Difficulty 3),{22481=100},1,75,
7331,60324,( Shard Copy 2) ( Shard ) ( Difficulty 4),{21221=100},1,35,
7332,60324,( Shard Copy 2) ( Shard ) ( Difficulty 4),{20091=100},1,35,
7333,60324,( Shard Copy 2) ( Shard ) ( Difficulty 4),{20011=100},1,35,
7334,60324,( Shard Copy 2) ( Shard ) ( Difficulty 4),{21421=100},1,75,
7335,60324,( Shard Copy 2) ( Shard ) ( Difficulty 4),{20731=100},1,75,
7336,60324,( Shard Copy 2) ( Shard ) ( Difficulty 4),{22481=100},1,75,
7341,60325,( Shard Copy 2) ( Shard ) ( Difficulty 5),{21221=100},1,35,
7342,60325,( Shard Copy 2) ( Shard ) ( Difficulty 5),{20091=100},1,35,
7343,60325,( Shard Copy 2) ( Shard ) ( Difficulty 5),{20011=100},1,35,
7344,60325,( Shard Copy 2) ( Shard ) ( Difficulty 5),{21421=100},1,75,
7345,60325,( Shard Copy 2) ( Shard ) ( Difficulty 5),{20731=100},1,75,
7346,60325,( Shard Copy 2) ( Shard ) ( Difficulty 5),{22481=100},1,75,
7351,60326,( Shard Copy 2) ( Shard ) ( Difficulty 6),{21221=100},1,35,
7352,60326,( Shard Copy 2) ( Shard ) ( Difficulty 6),{20091=100},1,35,
7353,60326,( Shard Copy 2) ( Shard ) ( Difficulty 6),{20011=100},1,35,
7354,60326,( Shard Copy 2) ( Shard ) ( Difficulty 6),{21421=100},1,75,
7355,60326,( Shard Copy 2) ( Shard ) ( Difficulty 6),{20731=100},1,75,
7356,60326,( Shard Copy 2) ( Shard ) ( Difficulty 6),{22481=100},1,75,
7361,60327,( Shard Copy 2) ( Shard ) ( Difficulty 6),{21221=100},1,35,
7362,60327,( Shard Copy 2) ( Shard ) ( Difficulty 6),{20091=100},1,35,
7363,60327,( Shard Copy 2) ( Shard ) ( Difficulty 6),{20011=100},1,35,
7364,60327,( Shard Copy 2) ( Shard ) ( Difficulty 6),{21421=100},1,75,
7365,60327,( Shard Copy 2) ( Shard ) ( Difficulty 6),{20731=100},1,75,
7366,60327,( Shard Copy 2) ( Shard ) ( Difficulty 6),{22481=100},1,75,
,,,,,,
7401,60341,( Shard copy 3) ( Shard ) ( difficulty 1),{20471=100},1,35,
7402,60341,( Shard copy 3) ( Shard ) ( difficulty 1),{20391=100},1,35,
7403,60341,( Shard copy 3) ( Shard ) ( difficulty 1),{20721=100},1,35,
7404,60341,( Shard copy 3) ( Shard ) ( difficulty 1),{21611=100},1,75,
7405,60341,( Shard copy 3) ( Shard ) ( difficulty 1),{21291=100},1,75,
7406,60341,( Shard copy 3) ( Shard ) ( difficulty 1),{23291=100},1,75,
7411,60342,( Shard copy 3) ( Shard ) ( Difficulty 2),{20471=100},1,35,
7412,60342,( Shard copy 3) ( Shard ) ( Difficulty 2),{20391=100},1,35,
7413,60342,( Shard copy 3) ( Shard ) ( Difficulty 2),{20721=100},1,35,
7414,60342,( Shard copy 3) ( Shard ) ( Difficulty 2),{21611=100},1,75,
7415,60342,( Shard copy 3) ( Shard ) ( Difficulty 2),{21291=100},1,75,
7416,60342,( Shard copy 3) ( Shard ) ( Difficulty 2),{23291=100},1,75,
7421,60343,( Shard copy 3) ( Shard ) ( Difficulty 3),{20471=100},1,35,
7422,60343,( Shard copy 3) ( Shard ) ( Difficulty 3),{20391=100},1,35,
7423,60343,( Shard copy 3) ( Shard ) ( Difficulty 3),{20721=100},1,35,
7424,60343,( Shard copy 3) ( Shard ) ( Difficulty 3),{21611=100},1,75,
7425,60343,( Shard copy 3) ( Shard ) ( Difficulty 3),{21291=100},1,75,
7426,60343,( Shard copy 3) ( Shard ) ( Difficulty 3),{23291=100},1,75,
7431,60344,( Shard copy 3) ( Shard ) ( difficulty 4),{20471=100},1,35,
7432,60344,( Shard copy 3) ( Shard ) ( difficulty 4),{20391=100},1,35,
7433,60344,( Shard copy 3) ( Shard ) ( difficulty 4),{20721=100},1,35,
7434,60344,( Shard copy 3) ( Shard ) ( difficulty 4),{21611=100},1,75,
7435,60344,( Shard copy 3) ( Shard ) ( difficulty 4),{21291=100},1,75,
7436,60344,( Shard copy 3) ( Shard ) ( difficulty 4),{23291=100},1,75,
7441,60345,( Shard copy 3) ( Shard ) ( difficulty 5),{20471=100},1,35,
7442,60345,( Shard copy 3) ( Shard ) ( difficulty 5),{20391=100},1,35,
7443,60345,( Shard copy 3) ( Shard ) ( difficulty 5),{20721=100},1,35,
7444,60345,( Shard copy 3) ( Shard ) ( difficulty 5),{21611=100},1,75,
7445,60345,( Shard copy 3) ( Shard ) ( difficulty 5),{21291=100},1,75,
7446,60345,( Shard copy 3) ( Shard ) ( difficulty 5),{23291=100},1,75,
7451,60346,( Shard copy 3) ( Shard ) ( difficulty 6),{20471=100},1,35,
7452,60346,( Shard copy 3) ( Shard ) ( difficulty 6),{20391=100},1,35,
7453,60346,( Shard copy 3) ( Shard ) ( difficulty 6),{20721=100},1,35,
7454,60346,( Shard copy 3) ( Shard ) ( difficulty 6),{21611=100},1,75,
7455,60346,( Shard copy 3) ( Shard ) ( difficulty 6),{21291=100},1,75,
7456,60346,( Shard copy 3) ( Shard ) ( difficulty 6),{23291=100},1,75,
7461,60347,( Shard copy 3) ( Shard ) ( difficulty 6),{20471=100},1,35,
7462,60347,( Shard copy 3) ( Shard ) ( difficulty 6),{20391=100},1,35,
7463,60347,( Shard copy 3) ( Shard ) ( difficulty 6),{20721=100},1,35,
7464,60347,( Shard copy 3) ( Shard ) ( difficulty 6),{21611=100},1,75,
7465,60347,( Shard copy 3) ( Shard ) ( difficulty 6),{21291=100},1,75,
7466,60347,( Shard copy 3) ( Shard ) ( difficulty 6),{23291=100},1,75,
,,,,,,
7501,60361,( Fragment copy 4) ( Fragment ) ( Difficulty 1),{21171=100},1,35,
7502,60361,( Fragment copy 4) ( Fragment ) ( Difficulty 1),{20301=100},1,35,
7503,60361,( Fragment copy 4) ( Fragment ) ( Difficulty 1),{20001=100},1,35,
7504,60361,( Fragment copy 4) ( Fragment ) ( Difficulty 1),{23541=100},1,75,
7505,60361,( Fragment copy 4) ( Fragment ) ( Difficulty 1),{20021=100},1,75,
7506,60361,( Fragment copy 4) ( Fragment ) ( Difficulty 1),{21231=100},1,75,
7511,60362,( Fragment Copy 4) ( Fragment ) ( Difficulty 2),{21171=100},1,35,
7512,60362,( Fragment Copy 4) ( Fragment ) ( Difficulty 2),{20301=100},1,35,
7513,60362,( Fragment Copy 4) ( Fragment ) ( Difficulty 2),{20001=100},1,35,
7514,60362,( Fragment Copy 4) ( Fragment ) ( Difficulty 2),{23541=100},1,75,
7515,60362,( Fragment Copy 4) ( Fragment ) ( Difficulty 2),{20021=100},1,75,
7516,60362,( Fragment Copy 4) ( Fragment ) ( Difficulty 2),{21231=100},1,75,
7521,60363,( Fragment Copy 4) ( Fragment ) ( Difficulty 3),{21171=100},1,35,
7522,60363,( Fragment Copy 4) ( Fragment ) ( Difficulty 3),{20301=100},1,35,
7523,60363,( Fragment Copy 4) ( Fragment ) ( Difficulty 3),{20001=100},1,35,
7524,60363,( Fragment Copy 4) ( Fragment ) ( Difficulty 3),{23541=100},1,75,
7525,60363,( Fragment Copy 4) ( Fragment ) ( Difficulty 3),{20021=100},1,75,
7526,60363,( Fragment Copy 4) ( Fragment ) ( Difficulty 3),{21231=100},1,75,
7531,60364,( Fragment Copy 4) ( Fragment ) ( Difficulty 4),{21171=100},1,35,
7532,60364,( Fragment Copy 4) ( Fragment ) ( Difficulty 4),{20301=100},1,35,
7533,60364,( Fragment Copy 4) ( Fragment ) ( Difficulty 4),{20001=100},1,35,
7534,60364,( Fragment Copy 4) ( Fragment ) ( Difficulty 4),{23541=100},1,75,
7535,60364,( Fragment Copy 4) ( Fragment ) ( Difficulty 4),{20021=100},1,75,
7536,60364,( Fragment Copy 4) ( Fragment ) ( Difficulty 4),{21231=100},1,75,
7541,60365,( Fragment Copy 4) ( Fragment ) ( Difficulty 5),{21171=100},1,35,
7542,60365,( Fragment Copy 4) ( Fragment ) ( Difficulty 5),{20301=100},1,35,
7543,60365,( Fragment Copy 4) ( Fragment ) ( Difficulty 5),{20001=100},1,35,
7544,60365,( Fragment Copy 4) ( Fragment ) ( Difficulty 5),{23541=100},1,75,
7545,60365,( Fragment Copy 4) ( Fragment ) ( Difficulty 5),{20021=100},1,75,
7546,60365,( Fragment Copy 4) ( Fragment ) ( Difficulty 5),{21231=100},1,75,
7551,60366,( Shard copy 4) ( Shard ) ( difficulty 6),{21171=100},1,35,
7552,60366,( Shard copy 4) ( Shard ) ( difficulty 6),{20301=100},1,35,
7553,60366,( Shard copy 4) ( Shard ) ( difficulty 6),{20001=100},1,35,
7554,60366,( Shard copy 4) ( Shard ) ( difficulty 6),{23541=100},1,75,
7555,60366,( Shard copy 4) ( Shard ) ( difficulty 6),{20021=100},1,75,
7556,60366,( Shard copy 4) ( Shard ) ( difficulty 6),{21231=100},1,75,
7561,60367,( Shard copy 4) ( Shard ) ( difficulty 6),{21171=100},1,35,
7562,60367,( Shard copy 4) ( Shard ) ( difficulty 6),{20301=100},1,35,
7563,60367,( Shard copy 4) ( Shard ) ( difficulty 6),{20001=100},1,35,
7564,60367,( Shard copy 4) ( Shard ) ( difficulty 6),{23541=100},1,75,
7565,60367,( Shard copy 4) ( Shard ) ( difficulty 6),{20021=100},1,75,
7566,60367,( Shard copy 4) ( Shard ) ( difficulty 6),{21231=100},1,75,
,,,,,,
7601,60381,( Shard copy 5) ( Shard ) ( difficulty 1),{20631=100},1,35,
7602,60381,( Shard copy 5) ( Shard ) ( difficulty 1),{23281=100},1,35,
7603,60381,( Shard copy 5) ( Shard ) ( difficulty 1),{20791=100},1,35,
7604,60381,( Shard copy 5) ( Shard ) ( difficulty 1),{20741=100},1,75,
7605,60381,( Shard copy 5) ( Shard ) ( difficulty 1),{23301=100},1,75,
7606,60381,( Shard copy 5) ( Shard ) ( difficulty 1),{20691=100},1,75,
7611,60382,( Shard copy 5) ( Shard ) ( Difficulty 2),{20631=100},1,35,
7612,60382,( Shard copy 5) ( Shard ) ( Difficulty 2),{23281=100},1,35,
7613,60382,( Shard copy 5) ( Shard ) ( Difficulty 2),{20791=100},1,35,
7614,60382,( Shard copy 5) ( Shard ) ( Difficulty 2),{20741=100},1,75,
7615,60382,( Shard copy 5) ( Shard ) ( Difficulty 2),{23301=100},1,75,
7616,60382,( Shard copy 5) ( Shard ) ( Difficulty 2),{20691=100},1,75,
7621,60383,( Shard copy 5) ( Shard ) ( Difficulty 3),{20631=100},1,35,
7622,60383,( Shard copy 5) ( Shard ) ( Difficulty 3),{23281=100},1,35,
7623,60383,( Shard copy 5) ( Shard ) ( Difficulty 3),{20791=100},1,35,
7624,60383,( Shard copy 5) ( Shard ) ( Difficulty 3),{20741=100},1,75,
7625,60383,( Shard copy 5) ( Shard ) ( Difficulty 3),{23301=100},1,75,
7626,60383,( Shard copy 5) ( Shard ) ( Difficulty 3),{20691=100},1,75,
7631,60384,( Shard copy 5) ( Shard ) ( difficulty 4),{20631=100},1,35,
7632,60384,( Shard copy 5) ( Shard ) ( difficulty 4),{23281=100},1,35,
7633,60384,( Shard copy 5) ( Shard ) ( difficulty 4),{20791=100},1,35,
7634,60384,( Shard copy 5) ( Shard ) ( difficulty 4),{20741=100},1,75,
7635,60384,( Shard copy 5) ( Shard ) ( difficulty 4),{23301=100},1,75,
7636,60384,( Shard copy 5) ( Shard ) ( difficulty 4),{20691=100},1,75,
7641,60385,( Shard copy 5) ( Shard ) ( Difficulty 5),{20631=100},1,35,
7642,60385,( Shard copy 5) ( Shard ) ( Difficulty 5),{23281=100},1,35,
7643,60385,( Shard copy 5) ( Shard ) ( Difficulty 5),{20791=100},1,35,
7644,60385,( Shard copy 5) ( Shard ) ( Difficulty 5),{20741=100},1,75,
7645,60385,( Shard copy 5) ( Shard ) ( Difficulty 5),{23301=100},1,75,
7646,60385,( Shard copy 5) ( Shard ) ( Difficulty 5),{20691=100},1,75,
7651,60386,( Shard copy 5) ( Shard ) ( difficulty 6),{20631=100},1,35,
7652,60386,( Shard copy 5) ( Shard ) ( difficulty 6),{23281=100},1,35,
7653,60386,( Shard copy 5) ( Shard ) ( difficulty 6),{20791=100},1,35,
7654,60386,( Shard copy 5) ( Shard ) ( difficulty 6),{20741=100},1,75,
7655,60386,( Shard copy 5) ( Shard ) ( difficulty 6),{23301=100},1,75,
7656,60386,( Shard copy 5) ( Shard ) ( difficulty 6),{20691=100},1,75,
7661,60387,( Shard copy 5) ( Shard ) ( difficulty 6),{20631=100},1,35,
7662,60387,( Shard copy 5) ( Shard ) ( difficulty 6),{23281=100},1,35,
7663,60387,( Shard copy 5) ( Shard ) ( difficulty 6),{20791=100},1,35,
7664,60387,( Shard copy 5) ( Shard ) ( difficulty 6),{20741=100},1,75,
7665,60387,( Shard copy 5) ( Shard ) ( difficulty 6),{23301=100},1,75,
7666,60387,( Shard copy 5) ( Shard ) ( difficulty 6),{20691=100},1,75,
,,,,,,
7701,60401,( Shard Dungeon 6) ( Shard ) ( Difficulty 1),{21251=100},1,35,
7702,60401,( Shard Dungeon 6) ( Shard ) ( Difficulty 1),{20591=100},1,35,
7703,60401,( Shard Dungeon 6) ( Shard ) ( Difficulty 1),{22271=100},1,35,
7704,60401,( Shard Dungeon 6) ( Shard ) ( Difficulty 1),{23471=100},1,75,
7705,60401,( Shard Dungeon 6) ( Shard ) ( Difficulty 1),{20601=100},1,75,
7706,60401,( Shard Dungeon 6) ( Shard ) ( Difficulty 1),{20331=100},1,75,
7711,60402,( Shard Dungeon 6) ( Shard ) ( Difficulty 2),{21251=100},1,35,
7712,60402,( Shard Dungeon 6) ( Shard ) ( Difficulty 2),{20591=100},1,35,
7713,60402,( Shard Dungeon 6) ( Shard ) ( Difficulty 2),{22271=100},1,35,
7714,60402,( Shard Dungeon 6) ( Shard ) ( Difficulty 2),{23471=100},1,75,
7715,60402,( Shard Dungeon 6) ( Shard ) ( Difficulty 2),{20601=100},1,75,
7716,60402,( Shard Dungeon 6) ( Shard ) ( Difficulty 2),{20331=100},1,75,
7721,60403,( Shard Dungeon 6) ( Shard ) ( Difficulty 3),{21251=100},1,35,
7722,60403,( Shard Dungeon 6) ( Shard ) ( Difficulty 3),{20591=100},1,35,
7723,60403,( Shard Dungeon 6) ( Shard ) ( Difficulty 3),{22271=100},1,35,
7724,60403,( Shard Dungeon 6) ( Shard ) ( Difficulty 3),{23471=100},1,75,
7725,60403,( Shard Dungeon 6) ( Shard ) ( Difficulty 3),{20601=100},1,75,
7726,60403,( Shard Dungeon 6) ( Shard ) ( Difficulty 3),{20331=100},1,75,
7731,60404,( Shard Dungeon 6) ( Shard ) ( Difficulty 4),{21251=100},1,35,
7732,60404,( Shard Dungeon 6) ( Shard ) ( Difficulty 4),{20591=100},1,35,
7733,60404,( Shard Dungeon 6) ( Shard ) ( Difficulty 4),{22271=100},1,35,
7734,60404,( Shard Dungeon 6) ( Shard ) ( Difficulty 4),{23471=100},1,75,
7735,60404,( Shard Dungeon 6) ( Shard ) ( Difficulty 4),{20601=100},1,75,
7736,60404,( Shard Dungeon 6) ( Shard ) ( Difficulty 4),{20331=100},1,75,
7741,60405,( Shard Dungeon 6) ( Shard ) ( Difficulty 5),{21251=100},1,35,
7742,60405,( Shard Dungeon 6) ( Shard ) ( Difficulty 5),{20591=100},1,35,
7743,60405,( Shard Dungeon 6) ( Shard ) ( Difficulty 5),{22271=100},1,35,
7744,60405,( Shard Dungeon 6) ( Shard ) ( Difficulty 5),{23471=100},1,75,
7745,60405,( Shard Dungeon 6) ( Shard ) ( Difficulty 5),{20601=100},1,75,
7746,60405,( Shard Dungeon 6) ( Shard ) ( Difficulty 5),{20331=100},1,75,
7751,60406,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{21251=100},1,35,
7752,60406,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{20591=100},1,35,
7753,60406,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{22271=100},1,35,
7754,60406,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{23471=100},1,75,
7755,60406,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{20601=100},1,75,
7756,60406,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{20331=100},1,75,
7761,60407,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{21251=100},1,35,
7762,60407,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{20591=100},1,35,
7763,60407,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{22271=100},1,35,
7764,60407,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{23471=100},1,75,
7765,60407,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{20601=100},1,75,
7766,60407,( Shard Dungeon 6) ( Shard ) ( Difficulty 6),{20331=100},1,75,
,,,,,,
7801,60411,( Fragment Copy 7)( Fragment ) ( Difficulty 1),{20051=100},1,35,
7802,60411,( Fragment Copy 7)( Fragment ) ( Difficulty 1),{20801=100},1,35,
7803,60411,( Fragment Copy 7)( Fragment ) ( Difficulty 1),{22631=100},1,35,
7804,60411,( Fragment Copy 7)( Fragment ) ( Difficulty 1),{21841=100},1,75,
7805,60411,( Fragment Copy 7)( Fragment ) ( Difficulty 1),{23351=100},1,75,
7806,60411,( Fragment Copy 7)( Fragment ) ( Difficulty 1),{23411=100},1,75,
7811,60412,( Shard copy 7)( Shard ) ( difficulty 2),{20051=100},1,35,
7812,60412,( Shard copy 7)( Shard ) ( difficulty 2),{20801=100},1,35,
7813,60412,( Shard copy 7)( Shard ) ( difficulty 2),{22631=100},1,35,
7814,60412,( Shard copy 7)( Shard ) ( difficulty 2),{21841=100},1,75,
7815,60412,( Shard copy 7)( Shard ) ( difficulty 2),{23351=100},1,75,
7816,60412,( Shard copy 7)( Shard ) ( difficulty 2),{23411=100},1,75,
