"﻿变量名",name,name_tw,name_en,name_vn,name_kr,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr
1133,Ho-Oh,鳳王,Ho-Oh,404404,칠색조,config/portrait/speedranktouxiang/img_250_fw@.png,1271,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1134,Treecko,木守宮,Treecko,404404,나무지기,config/portrait/speedranktouxiang/img_252_msg@.png,1291,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1135,Grovyle,森林蜥蜴,Grovyle,404404,나무돌이,config/portrait/speedranktouxiang/img_253_slxy@.png,1292,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1136,Sceptile,蜥蜴王,Sceptile,404404,나무킹,config/portrait/speedranktouxiang/img_254_xyw@.png,1293,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1137,Mudkip,水躍魚,Mudkip,404404,물짱이,config/portrait/speedranktouxiang/img_258_syy@.png,1311,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1138,Marshtomp,沼躍魚,Marshtomp,404404,늪짱이,config/portrait/speedranktouxiang/img_259_zyy@.png,1312,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1139,Swampert,巨沼怪,Swampert,404404,대짱이,config/portrait/speedranktouxiang/img_260_jzg@.png,1313,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1140,Mega Swampert,超級巨沼怪,Mega Swampert,404404,메가대짱이,config/portrait/speedranktouxiang/img_260_cjjzg@.png,1314,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1141,Lotad,蓮葉童子,Lotad,404404,연꽃몬,config/portrait/speedranktouxiang/img_270_lytz@.png,1351,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1142,Lombre,蓮帽小童,Lombre,404404,로토스,config/portrait/speedranktouxiang/img_271_lmxt@.png,1352,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1143,Ludicolo,樂天河童,Ludicolo,404404,로파파,config/portrait/speedranktouxiang/img_272_ltht@.png,1353,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1144,Lapras,拉魯拉絲,Lapras,404404,랄토스,config/portrait/speedranktouxiang/img_280_llls@.png,1391,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1145,Kirlia,奇魯莉安,Kirlia,404404,킬리아,config/portrait/speedranktouxiang/img_281_qlla@.png,1392,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1146,Gardevoir,沙奈朵,Gardevoir,404404,가디안,config/portrait/speedranktouxiang/img_282_snd@.png,1393,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1147,Gallade,艾路雷朵,Gallade,404404,엘레이드,config/portrait/speedranktouxiang/img_475_alld@.png,1394,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1148,Slakoth,懶人獺,Slakoth,404404,게을로,config/portrait/speedranktouxiang/img_287_lrt@.png,1421,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1149,Vigoroth,過動猿,Vigoroth,404404,발바로,config/portrait/speedranktouxiang/img_288_gdy@.png,1422,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1150,Slaking,請假王,Slaking,404404,게을킹,config/portrait/speedranktouxiang/img_289_qjw@.png,1423,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1151,Whismur,咕妞妞,Whismur,404404,소곤룡,config/portrait/speedranktouxiang/img_293_gzz@.png,1441,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1152,Loudred,吼爆彈,Loudred,404404,노공룡,config/portrait/speedranktouxiang/img_294_hbd@.png,1442,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1153,Exploud,爆音怪,Exploud,404404,폭음룡,config/portrait/speedranktouxiang/img_295_byg@.png,1443,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1154,Aron,可哥朵拉,Aron,404404,가보리,config/portrait/speedranktouxiang/img_304_kkdl@.png,1501,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1155,Lairon,可朵拉,Lairon,404404,갱도라,config/portrait/speedranktouxiang/img_305_kdl@.png,1502,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1156,Aggron,波士可朵拉,Aggron,404404,보스로라,config/portrait/speedranktouxiang/img_306_bskdl@.png,1503,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1157,Numel,呆火駝,Numel,404404,둔타,config/portrait/speedranktouxiang/img_322_dht@.png,1611,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1158,Camerupt,噴火駝,Camerupt,404404,폭타,config/portrait/speedranktouxiang/img_323_pht@.png,1612,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1159,Duskull,夜巡靈,Duskull,404404,해골몽,config/portrait/speedranktouxiang/img_355_yxl@.png,1811,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1160,Dusclops,彷徨夜靈,Dusclops,404404,미라몽,config/portrait/speedranktouxiang/img_356_phyl@.png,1812,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1161,Dusknoir,黑夜魔靈,Dusknoir,404404,야느와르몽,config/portrait/speedranktouxiang/img_477_hyml@.png,1813,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1162,Absol,阿勃梭魯,Absol,404404,앱솔,config/portrait/speedranktouxiang/img_359_absl@.png,1841,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1163,Spheal,海豹球,Spheal,404404,대굴레오,config/portrait/speedranktouxiang/img_363_hbq@.png,1861,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1164,Sealeo,海魔獅,Sealeo,404404,씨레오,config/portrait/speedranktouxiang/img_364_hms@.png,1862,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1165,Walrein,帝牙海獅,Walrein,404404,씨카이저,config/portrait/speedranktouxiang/img_365_dyhs@.png,1863,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1166,Bagon,寶貝龍,Bagon,404404,아공이,config/portrait/speedranktouxiang/img_371_bbl@.png,1891,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1167,Shelgon,甲殼龍,Shelgon,404404,쉘곤,config/portrait/speedranktouxiang/img_372_jkl@.png,1892,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1168,Salamence,暴飛龍,Salamence,404404,보만다,config/portrait/speedranktouxiang/img_373_bfl@.png,1893,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1169,Beldum,鐵啞鈴,Beldum,404404,메탕,config/portrait/speedranktouxiang/img_374_tyl@.png,1901,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1170,Metang,金屬怪,Metang,404404,메탕구,config/portrait/speedranktouxiang/img_375_jsg@.png,1902,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1171,Metagross,巨金怪,Metagross,Cự kim quái,메타그로스,config/portrait/speedranktouxiang/img_376_jjg@.png,1903,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1172,Turtwig,草苗龜,Turtwig,404404,모부기,config/portrait/speedranktouxiang/img_387_cmg@.png,2011,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1173,Grotle,樹林龜,Grotle,404404,수풀부기,config/portrait/speedranktouxiang/img_388_slg@.png,2012,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1174,Torterra,土台龜,Torterra,404404,토대부기,config/portrait/speedranktouxiang/img_389_ttg@.png,2013,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1175,Shinx,小貓怪,Shinx,404404,꼬링크,config/portrait/speedranktouxiang/img_403_xmg@.png,2071,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1176,Luxio,勒克貓,Luxio,404404,럭시오,config/portrait/speedranktouxiang/img_404_lkm@.png,2072,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1177,Luxray,倫琴貓,Luxray,404404,렌트라,config/portrait/speedranktouxiang/img_405_lqm@.png,2073,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1178,Gible,圓陸鯊,Gible,404404,딥상어동,config/portrait/speedranktouxiang/img_443_yls@.png,2231,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1179,Gabite,尖牙陸鯊,Gabite,404404,한바이트,config/portrait/speedranktouxiang/img_444_jyls@.png,2232,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1180,Garchomp,烈咬陸鯊,Garchomp,404404,한카리아스,config/portrait/speedranktouxiang/img_445_lyls@.png,2233,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1181,Croagunk,不良蛙,Croagunk,404404,삐딱구리,config/portrait/speedranktouxiang/img_453_blw@.png,2271,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1182,Toxicroak,毒骷蛙,Toxicroak,404404,독개굴,config/portrait/speedranktouxiang/img_454_dzw@.png,2272,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1183,Snover,雪笠怪,Snover,404404,눈쓰개,config/portrait/speedranktouxiang/img_459_xzg@.png,2301,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1184,Abomasnow,暴雪王,Abomasnow,404404,눈설왕,config/portrait/speedranktouxiang/img_460_bxw@.png,2302,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Mega Abomasnow,超級暴雪王,Mega Abomasnow,404404,메가눈설왕,config/portrait/speedranktouxiang/img_460_cjbxw@.png,2303,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1186,Tepig,暖暖豬,Tepig,404404,뚜꾸리,config/portrait/speedranktouxiang/img_498_nnz@.png,2481,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1187,Pignite,炒炒豬,Pignite,404404,챠오꿀,config/portrait/speedranktouxiang/img_499_ccz@.png,2482,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1188,Emboar,炎武王,Emboar,404404,염무왕,config/portrait/speedranktouxiang/img_500_yww@.png,2483,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1189,Roggenrola,石丸子,Roggenrola,404404,단굴,config/portrait/speedranktouxiang/img_524_swz@.png,2591,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1190,Boldore,地幔岩,Boldore,404404,암트르,config/portrait/speedranktouxiang/img_525_dzy@.png,2592,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1191,Gigalith,龐岩怪,Gigalith,404404,기가이어스,config/portrait/speedranktouxiang/img_526_pyg@.png,2593,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1192,Drilbur,螺釘地鼠,Drilbur,404404,두더류,config/portrait/speedranktouxiang/img_529_ldds@.png,2611,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1193,Excadrill,龍頭地鼠,Excadrill,404404,몰드류,config/portrait/speedranktouxiang/img_530_ltds@.png,2612,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1194,Timburr,搬運小匠,Timburr,404404,으랏차,config/portrait/speedranktouxiang/img_532_byxj@.png,2631,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1195,Gurdurr,鐵骨土人,Gurdurr,404404,토쇠골,config/portrait/speedranktouxiang/img_533_tgtr@.png,2632,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1196,Experienced Craftsman,修建老匠,Experienced Craftsman,404404,노보청,config/portrait/speedranktouxiang/img_534_xjlj@.png,2633,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1197,Venipede,百足蜈蚣,Venipede,404404,마디네,config/portrait/speedranktouxiang/img_543_bzwg@.png,2681,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1198,Whirlipede,車輪球,Whirlipede,404404,휠구,config/portrait/speedranktouxiang/img_544_clq@.png,2682,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1199,Scolipede,蜈蚣王,Scolipede,404404,펜드라,config/portrait/speedranktouxiang/img_545_wgw@.png,2683,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1200,Sandile,黑眼鱷,Sandile,404404,깜눈크,config/portrait/speedranktouxiang/img_551_hye@.png,2721,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1201,Krokorok,混混鱷,Krokorok,404404,악비르,config/portrait/speedranktouxiang/img_552_hhe@.png,2722,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1202,Krookodile,流氓鱷,Krookodile,404404,악비아르,config/portrait/speedranktouxiang/img_553_lme@.png,2723,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1203,Zorua,索羅亞,Zorua,404404,조로아,config/portrait/speedranktouxiang/img_570_sly@.png,2821,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1204,Zoroark,索羅亞克,Zoroark,404404,조로아크,config/portrait/speedranktouxiang/img_571_slyk@.png,2822,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1205,Vanillite,迷你冰,Vanillite,404404,바닐프티,config/portrait/speedranktouxiang/img_582_mnb@.png,2871,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1206,Vanillish,多多冰,Vanillish,404404,바닐리치,config/portrait/speedranktouxiang/img_583_ddb@.png,2872,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1207,Vanilluxe,雙倍多多冰,Vanilluxe,404404,배바닐라,config/portrait/speedranktouxiang/img_584_sbddb@.png,2873,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1208,Klink,齒輪兒,Klink,404404,기어르,config/portrait/speedranktouxiang/img_599_cle@.png,2961,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1209,Klang,齒輪組,Klang,404404,기기어르,config/portrait/speedranktouxiang/img_600_clz@.png,2962,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1210,Klinklang,齒輪怪,Klinklang,404404,기기기어르,config/portrait/speedranktouxiang/img_601_clg@.png,2963,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1211,Axew,牙牙,Axew,404404,터검니,config/portrait/speedranktouxiang/img_610_yy@.png,3001,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1212,Fraxure,斧牙龍,Fraxure,404404,액슨도,config/portrait/speedranktouxiang/img_611_fyl@.png,3002,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1213,Haxorus,雙斧戰龍,Haxorus,404404,액스라이즈,config/portrait/speedranktouxiang/img_612_sfzl@.png,3003,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1214,Cubchoo,噴嚏熊,Cubchoo,404404,코고미,config/portrait/speedranktouxiang/img_613_ptx@.png,3011,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1215,Beartic,凍原熊,Beartic,404404,툰베어,config/portrait/speedranktouxiang/img_614_dyx@.png,3012,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1216,Deino,單首龍,Deino,404404,모노두,config/portrait/speedranktouxiang/img_633_dsl@.png,3141,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1217,Zweilous,雙首暴龍,Zweilous,404404,디헤드,config/portrait/speedranktouxiang/img_634_ssbl@.png,3142,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1218,Hydreigon,三首惡龍,Hydreigon,404404,삼삼드래,config/portrait/speedranktouxiang/img_635_ssel@.png,3143,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1219,Chespin,哈力栗,Chespin,404404,도치마론,config/portrait/speedranktouxiang/img_650_hll@.png,3281,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1220,Quilladin,胖胖哈力,Quilladin,404404,도치보구,config/portrait/speedranktouxiang/img_651_pphl@.png,3282,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1221,Chesnaught,布裡卡隆,Chesnaught,404404,브리가론,config/portrait/speedranktouxiang/img_652_blkl@.png,3283,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1222,Fennekin,火狐狸,Fennekin,404404,푸호꼬,config/portrait/speedranktouxiang/img_653_hhl@.png,3291,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1223,Braixen,長尾火狐,Braixen,404404,테르나,config/portrait/speedranktouxiang/img_654_cwhh@.png,3292,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1224,Delphox,妖火紅狐,Delphox,404404,마폭시,config/portrait/speedranktouxiang/img_655_yhhh@.png,3293,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1225,Froakie,呱呱泡蛙,Froakie,404404,개구마르,config/portrait/speedranktouxiang/img_656_ggpw@.png,3301,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1226,Frogadier,呱頭蛙,Frogadier,404404,개굴반장,config/portrait/speedranktouxiang/img_657_gtw@.png,3302,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1227,Greninja,甲賀忍蛙,Greninja,404404,개굴닌자,config/portrait/speedranktouxiang/img_658_jhrw@.png,3303,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1228,Litleo,小獅獅,Litleo,404404,레오꼬,config/portrait/speedranktouxiang/img_667_xss@.png,3341,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1229,Pyroar,火炎獅,Pyroar,404404,화염레오,config/portrait/speedranktouxiang/img_668_hys@.png,3342,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1230,Flabébé,花蓓蓓,Flabébé,404404,플라베베,config/portrait/speedranktouxiang/img_669_hbb@.png,3351,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1231,Floette,花葉蒂,Floette,404404,플라엣테,config/portrait/speedranktouxiang/img_670_hyd@.png,3352,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1232,Florges,花潔夫人,Florges,404404,플라제스,config/portrait/speedranktouxiang/img_671_hjfr@.png,3353,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1233,Honedge,獨劍鞘,Honedge,404404,단칼빙,config/portrait/speedranktouxiang/img_679_djq@.png,3411,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1234,Doublade,雙劍鞘,Doublade,404404,쌍검킬,config/portrait/speedranktouxiang/img_680_sjq@.png,3412,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1235,Swirlix,綿綿泡芙,Swirlix,404404,나룸퍼프,config/portrait/speedranktouxiang/img_684_mmpf@.png,3431,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1236,Slurpuff,胖甜妮,Slurpuff,404404,나루림,config/portrait/speedranktouxiang/img_685_ptn@.png,3432,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1237,Clauncher,鐵臂槍蝦,Clauncher,404404,완철포,config/portrait/speedranktouxiang/img_692_tbqx@.png,3471,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1238,Clawitzer,鋼炮臂蝦,Clawitzer,404404,블로스터,config/portrait/speedranktouxiang/img_693_gpbx@.png,3472,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
