变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
1422,1422,"There are red envelopes that the guild can receive every day, but the number is limited, so be quick!",143,,,,,,,,,,,,,0.3,1,1,,,{x=-700;y=600},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"There are Red Packets to be collected in the union every day, but as the quantity is limited, fastest fingers get it first.",這裡有每天公會可以領取的紅包，不過數量有限，手快有手慢無哦,"There are Red Packets to be collected in the union every day, but as the quantity is limited, fastest fingers get it first.",,매일 길드에서 보너스를 수령할 수 있어 로토. 하지만 수량이 정해져 있으니까 서둘러야 해 로토.,,,<list1>,,,,,,TRUE,,,,,
1423,1423,"Participate in the construction of the guild. After the guild is upgraded, the weight and quantity of red envelopes can be increased.",143,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Participate in the construction of the union and increase the weight and quantity of Red Packets after the union is levels up.,參與公會建設，公會升級後可以增加紅包的重量和數量哦,Participate in the construction of the union and increase the weight and quantity of Red Packets after the union is levels up.,,길드 건설에 참가하면 길드 레벨업 시 보너스의 중량과 수량을 늘릴 수 있어 로토.,,,,,,,,,,,,,,
1424,1424,"Here are red envelopes sent by guild leaders. If you see red envelopes here, don’t hesitate to start!",143,,,,,,,,,,,,,,1,3,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to check the Red Packets given by your comrades.,點擊這裡可以檢視戰友們發放的紅包,Tap here to check the Red Packets given by your comrades.,,이곳을 터치하면 동료들이 보낸 보너스를 확인할 수 있어 로토.,,,<leftList;tab2;btnClick>,,,,,,TRUE,,,,,
1425,1425,Here are the red envelopes you can send. Sending red envelopes does not require any resources,143,,,,,,,,,,,,,,1,3,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"There are Red Packets for you to distribute here, it is free!",這裡有你可以發放的紅包，發紅包不花錢哦,"There are Red Packets for you to distribute here, it is free!",,여기에는 네가 보낸 보너스를 확인할 수 있어. 보너스를 보내는 건 무료야 로토.,,,<leftList;tab3;btnClick>,,,,,,TRUE,,,,,
1426,1426,"If you don't have any red envelopes yet, you can click here to see how to get them",143,,,,,,,1,,,,,,,1,3,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"If you do not have any Red Packet to distribute, tap here to see how you can get a Red Packet.",如果你還沒有可發放的紅包，你可以點擊這裡，檢視如何獲取紅包,"If you do not have any Red Packet to distribute, tap here to see how you can get a Red Packet.",,"""아직 보낼 수 있는 보너스가 없다면, 여길 터치해서 어떻게 보너스를 획득하는지 확인해 봐 로토.""",,,<leftList;tab4;btnClick>,,,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1501,Infinity Tower-Drama Dialogue,151,,city.view,24,,,,1,,,,1,,0.1,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Dear trainer, the Adventure Road is open. You may now challenge it!",親愛的訓練師，冒險之路已開啟，可進行前往挑戰！,"Dear trainer, the Adventure Road is open. You may now challenge it!",,"""트레이너님, 모험의 길이 개방됐어요. 이제 도전을 시작해 보세요!""",,,,,,,,,,,,,,
1502,1502,Infinity Tower - Functional Entrance,151,,,,,,,,,,,,,,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to enter the ""Adventure""",請點擊這裡，進入“冒險”,"Tap here to enter the ""Adventure""",,모험에 진입하세요.,,冒险,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,,,,,,,,,
1503,1503,Infinity Tower - Functional Entrance,151,,,,,,,,,,,,,0.4,1,1,,,{x=-600;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to enter the ""Adventure Road""",點擊這裡，進入“冒險之路”,"Tap here to enter the ""Adventure Road""",,여길 터치해 “모험의 길”로 입장하세요.,,无限塔,<list;endlessTower>,,effect/shouyindao.skel,,,,,,,,,
1504,1504,infinity tower,151,,,,,,,,,,,,,,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Levels to be challenged are shown here.,這裡顯示可挑戰的關卡,Levels to be challenged are shown here.,,이곳에서는 도전할 수 있는 스테이지가 나타납니다.,,,<scroll;gate1;baseNode>,,,,,,TRUE,,,,,
1505,1505,infinity tower,151,,,,,,,,,,,,,,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"You get a chance to reset the level once a day, it will restore to the initial level status after the reset.",每日有一次重置關卡機會，重置後初始關卡狀態,"You get a chance to reset the level once a day, it will restore to the initial level status after the reset.",,"""매일 스테이지 초기화 기회가 한 번 주어지며, 초기화 시 스테이지의 상태가 초기 상태로 돌아가요.""",,,<rightDown;btnReset>,,,,,,TRUE,,,,,
1506,1506,infinity tower,151,,,,,,,,,,,,,,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"After the level is initialized, trainers can use one-tap blitz to reach the highest level to be challenged currently.",關卡初始化後，可使用一鍵掃蕩通關至當前可挑戰的最大關卡,"After the level is initialized, trainers can use one-tap blitz to reach the highest level to be challenged currently.",,"""스테이지를 초기화한 후, 간편소탕을 사용해 현재 도전 가능한 최고 스테이지까지 클리어할 수 있어요.""",,,<rightDown;btnSweep>,,,,,,TRUE,,,,,
1507,1507,infinity tower,151,,,,,,,,,,,,,,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap the first level!,現在讓我們點擊第一關吧！,Tap the first level!,,이제 첫 스테이지를 터치해 보세요!,,,<scroll;gate1;baseNode>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,1601,Jewelry Draw Card - Dialogue,161,,,26,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,,,,,Trinket Card can give Star Up items to greatly boost the types of the trinkets.,飾品抽卡能夠獲取升星道具，可以大幅度提升飾品屬性,Trinket Card can give Star Up items to greatly boost the types of the trinkets.,,액세서리 뽑기를 통해 승급 아이템을 획득하면 액세서리의 속성을 대폭 증가시킬 수 있어요.,,,,,,,,,,,,,,
1602,1602,Accessory Draw Card-Enter Draw Card,161,,,,,,,1,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Card Draw interface.,點擊這裡，進入抽卡介面。,Tap here to enter the Card Draw interface.,,뽑기 메뉴로 들어가 봐 로토.,,抽卡,<centerBottomPanel;actionList;drawCard>,,effect/shouyindao.skel,270,,,,,,,,
1603,1603,Initial card draw—single draw,161,,,,,,,,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to join the Trinket Draw.,點擊這裡打開飾品抽卡,Tap here to join the Trinket Draw.,,여길 터치해서 액세서리 뽑기를 열어 보세요.,,单抽,<list;equip>,,effect/shouyindao.skel,270,,,,,,,,
1604,1604,Jewelry Draw Card - Dialogue,161,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,{x=-200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Don't forget that you can draw the trinket card for free once every day!,飾品抽卡每天都可以免費抽取一次，千萬不要忘記哦!,Don't forget that you can draw the trinket card for free once every day!,,액세서리 뽑기는 매일 무료로 한 번 진행할 수 있으니 잊지 마세요!,,,,,,,,,,,,,,
1605,1605,Accessory draw card - open the box,161,,,,,,,,,,,,,,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},,,,,,,,,,,,<drawOnePanel>,,effect/shouyindao.skel,270,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jewelry draw card-server archive,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Initial Card Draw - Dialogue,13,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,,,,,There are all sorts of Pokémons in this magical world. Don't you want to catch more of them?,在這個神奇的世界裡，存在著各種各樣的精靈，你想不想擁有更多的精靈呢？,There are all sorts of Pokémons in this magical world. Don't you want to catch more of them?,,이 신비한 세계에서는 다양한 포켓몬이 존재한다 로토. 더 많은 포켓몬을 얻고 싶지 않아 로토?,,,,,,,,,,,,,,
,,Initial Card Draw - Dialogue,13,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,,,,,Let's try drawing some cards and summon new Pokémons!,讓我們去試試抽卡召喚新的精靈吧！,Let's try drawing some cards and summon new Pokémons!,,그럼 포켓몬 뽑기로 새로운 포켓몬을 소환해 보자 로토!,,,,,,,,,,,,,,
,,Initial card draw - main city,13,,,,,,,,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the Card Draw interface.,點擊這裡，進入抽卡介面。,Tap here to enter the Card Draw interface.,,뽑기 메뉴로 들어가 봐 로토.,,抽卡,<centerBottomPanel;actionList;drawCard>,,effect/shouyindao.skel,270,,,,,,,,
,,Initial card draw—single draw,13,,,,,,,1,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to draw a card!,點擊這裡開始抽卡吧！,Tap here to draw a card!,,터치해서 뽑기를 시작해봐 로토!,,单抽,<drawOnePanel>,,effect/shouyindao.skel,270,,,,,,,,
,,blank,13,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,blank,13,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sure,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<baseNode;btnOk>,,effect/shouyindao.skel,270,,,,,,,,
,,Initial Card Draw—Story,13,,city.view,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations on getting a new Pokémon, let's add it to the line-up!",恭喜你獲得了新精靈，讓我們把它加入陣容吧！,"Congratulations on getting a new Pokémon, let's add it to the line-up!",,"""축하해, 새로운 포켓몬을 획득했어 로토. 그럼 어서 라인업에 추가해 보자 로토!""",,,,,,,,,,,,,,
,,Main city layout - return to the main interface,13,,,,,,,,,,,1,,0.1,,2,,,{x=0;y=100},login/new_character/img_tjltm@.png,{x=0;y=100},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,#C0xE77421#Tap#C0x5B545B# here to return to the main interface.,#C0xE77421#點擊#C0x5B545B#這裡，返回主介面,#C0xE77421#Tap#C0x5B545B# here to return to the main interface.,,여길 #C0xE77421#터치#C0x5B545B#해 메인화면으로 돌아가 로토.,,,<leftTopPanel;back>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,1701,Unlock Talent - Plot Dialogue,171,,city.view,27,,,,1,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations, you have successfully activated the talent feature. Let's go and check it out.",恭喜你，成功開啟了天賦系統，讓我們去看一看吧,"Congratulations, you have successfully activated the talent feature. Let's go and check it out.",,축하드려요. 특성 시스템이 개방됐어요. 그럼 어서 살펴볼까요?,,养成,,,,,,,,,,,,
1702,1702,Open talent - function entrance,171,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=200},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations, you have successfully activated the talent feature. Tap ""Training"".",恭喜你，成功開啟了天賦系統，點擊“養成”,"Congratulations, you have successfully activated the talent feature. Tap ""Training"".",,축하드려요. 특성 시스템이 개방됐어요. “육성”을 터치해 보세요.,,,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
1703,1703,Open talent - function entrance,171,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap ""Talent"" to enter the control panel.",點擊“天賦”進入功能面板,"Tap ""Talent"" to enter the control panel.",,터치해 “특성” 메뉴로 진입하세요.,,,<developPanel;developList;listItem;talent>,,effect/shouyindao.skel,,,,,,,,,
1704,1704,Unlock Talent - Plot Dialogue,171,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Talent points can be obtained in adventures. It can increase talent levels and increase combat capabilities.,冒險中可以獲得天賦點，天賦點提升天賦等級，增加戰鬥能力,Talent points can be obtained in adventures. It can increase talent levels and increase combat capabilities.,,"""모험 중에는 특성포인트를 획득할 수 있어요. 특성포인트는 특성의 레벨을 높여, 전투 능력을 증가시킬 수 있죠.""",,养成,,,,,,,,,,,,
1705,1705,Open talent - open skills,171,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to view the Talent Moves.,點一下這裡，可以打開天賦技能,Tap here to view the Talent Moves.,,여길 터치해서 특성 기술을 열어 보세요.,,,<rightPanel;begin;btn>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,1901,dispatch task,191,,city.view,30,,,,1,,,,1,,0.1,2,1,,,{x=-100;y=500},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Congratulations trainer, you can now dispatch Pokémons on a quest!",恭喜訓練師，你現在可以委派精靈去做任務啦！,"Congratulations trainer, you can now dispatch Pokémons on a quest!",,"""축하드려요, 트레이너님, 이제 포켓몬을 파견해 퀘스트를 진행할 수 있어요!""",,,,,,,,,TRUE,,,,,
1902,1902,dispatch task,191,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap to enter ""Adventure""",點擊進入“冒險”,"Tap to enter ""Adventure""",,모험에 진입하세요.,,,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,,,,,,,,,
1903,1903,dispatch task,191,,,,,,,,,,,,,0.4,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap to select ""Dispatch""",點擊選擇“派遣”,"Tap to select ""Dispatch""",,파견을 선택하세요.,,,<list;dispatchTask>,,effect/shouyindao.skel,,,,,,,,,
1904,1904,dispatch task,191,,,,,,,,,,,,,,2,1,,,{x=-100;y=500},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"The trainer can assign various quests to the Pokémons, where they will be rewarded upon completion of the quests.",訓練師可委派精靈接取各種任務，任務完成可獲得相應獎勵,"The trainer can assign various quests to the Pokémons, where they will be rewarded upon completion of the quests.",,"""트레이너님은 포켓몬을 파견해 각종 퀘스트를 진행할 수 있고, 퀘스트를 완료하면 해당하는 보상을 획득할 수 있어요.""",,,,,,,,,TRUE,,,,,
1905,1905,dispatch task,191,,,,,,,,,,,,,,2,1,,,{x=-100;y=500},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"All quests are given a grade. The higher the grade, the better the reward.",每個任務有對應的品質，品質越高獎勵越好。,"All quests are given a grade. The higher the grade, the better the reward.",,각 퀘스트의 등급에 따라 보상이 증가한답니다.,,,,,,,,,TRUE,,,,,
1906,1906,dispatch task,191,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,The corresponding quest information and rewards are displayed on the quest interface.,任務面板上顯示對應的任務資訊和獎勵,The corresponding quest information and rewards are displayed on the quest interface.,,퀘스트 화면에서는 해당 퀘스트의 정보와 보상을 확인할 수 있어요.,,,<list;item1>,,,,,,TRUE,,,,,
1907,1907,dispatch tasks,191,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap to select quest and begin dispatching your Pokémons.,點擊選擇任務，開始進行任務派遣吧。,Tap to select quest and begin dispatching your Pokémons.,,퀘스트를 선택하고 퀘스트 파견을 시작하세요.,,,<list;item1>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2001,explorer,200,,city.view,33,,,,1,,,,1,,0.1,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Dear trainer, you have successfully activated the explorer device feature, let's check it out!",親愛的訓練家，你已成功開啟探險器的玩法，讓我們來看一下吧！,"Dear trainer, you have successfully activated the explorer device feature, let's check it out!",,"""트레이너님, 탐지기 시스템이 개방됐어요. 어서 같이 살펴보아요!""",,,,,,,,,,,,,,
2002,2002,explorer,200,,,,,,,,,,,,,0.1,1,2,,,{x=400;y=0},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to open the ""Training"" interface.",點擊這裡打開“養成”,"Tap here to open the ""Training"" interface.",,여길 터치해서 “육성”을 열어 보세요.,,,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
2003,2003,explorer,200,,,,,,,,,,,,,0.1,1,2,,,{x=400;y=0},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to open the ""Training"" interface.",點擊這裡打開“養成”,"Tap here to open the ""Training"" interface.",,여길 터치해서 “육성”을 열어 보세요.,,,<developPanel;developList;listItem;explore>,,effect/shouyindao.skel,,,,,,,,,
2004,2004,explorer,200,,,,,,,,,,,,,0.1,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Trainers can get the Explorer Device component to activate and upgrade the Explorer Device. Let's go for a treasure hunt to get a component!,訓練師可通過獲得探險器元件來啟動和進階探險器。讓我們來尋寶一次來獲得元件吧！,Trainers can get the Explorer Device component to activate and upgrade the Explorer Device. Let's go for a treasure hunt to get a component!,,트레이너님은 탐지기 부품을 획득해 탐지기를 활성화하고 진급시킬 수 있어요. 그럼 보물찾기를 통해 부품을 획득해 볼까요?,,,,,,,,,,,,,,
2005,2005,explorer,200,,,,,,,,,,,,,0.1,1,2,,,{x=-50;y=50},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to enter ""Treasure Hunt""",點擊這裡進入“尋寶”,"Tap here to enter ""Treasure Hunt""",,보물찾기로 입장하세요.,,,<upLeftPanel;btnFind>,,effect/shouyindao.skel,,,,,,,,,
2006,2006,explorer,200,,,,,,,,,,,,,0.1,1,2,,,{x=-50;y=50},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to conduct ""free treasure hunt"" 1 time.",點擊這裡進行“免費尋寶”一次,"Tap here to conduct ""free treasure hunt"" 1 time.",,여길 터치해 “무료 보물찾기”를 진행하세요.,,,<onePanel;btn>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2010,explorer,201,,city.develop.explorer.view,33,,,,1,,,,,,0.1,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to activate and upgrade the correspond component.,點擊對應元件可進行元件的啟動和升級,Tap here to activate and upgrade the correspond component.,,해당 부품을 터치하면 부품의 활성화 및 레벨업을 진행할 수 있어요.,,,,,,,,,,,,,,
2011,2011,explorer,201,,,,,,,,,,,,,0.1,1,1,,,{x=-800;y=50},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Unused components can be decomposed here, which give you Exploration Coins.",多餘元件可在這裡進行分解，可獲得探險幣,"Unused components can be decomposed here, which give you Exploration Coins.",,남는 부품은 이곳에서 분해를 진행해 탐험 주화를 획득할 수 있답니다.,,,<upLeftPanel;btnDecompose>,,,,,,TRUE,,,,,
2012,2012,explorer,201,,,,,,,,,,,,,0.1,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Adventure Coins can be used to buy components in shops.,探險幣可用作商店購買訓練師需要的元件,Adventure Coins can be used to buy components in shops.,,탐험 주화는 상점에서 트레이너에게 필요한 부품을 구매할 때 사용할 수 있어요.,,,,,,,,,,,,,,
2013,2013,explorer,201,,,,,,,,,,,,,0.1,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Trainer, please continue your adventure!",訓練師，請繼續冒險吧！,"Trainer, please continue your adventure!",,"""트레이너님, 그럼 모험을 계속하세요!""",,,,,,,,,,,,,,
,,Unlock Talent - Plot Dialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2101,turn on reminder,211,,city.view,33,,not finish(212),,,,,,1,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You may now proceed to #C0xE77421#[Aether Paradise]#C0x5B545B# for treasure hunt!,可以到#C0xE77421#【以太樂園】#C0x5B545B#探索尋寶了哦,You may now proceed to #C0xE77421#[Aether Paradise]#C0x5B545B# for treasure hunt!,,#C0xE77421#[에테르파라다이스]#C0x5B545B#에서 보물찾기를 진행할 수 있어요.,,,,,,,,,,,,,,
2102,2102,Enter the PVE selection,211,,,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap here to enter the #C0x5B545B# selection interface for #C0xE77421# [Adventure] ",點擊這裡進入#C0xE77421#【冒險】#C0x5B545B#的選擇介面,"Tap here to enter the #C0x5B545B# selection interface for #C0xE77421# [Adventure] ",,여길 터치해 #C0xE77421#[모험]#C0x5B545B# 선택 메뉴로 들어가세요.,,,<rightBottomPanel; btnAdventure>,,effect/shouyindao.skel,180,,,,,,,,
2103,2103,Enter Ether Paradise,211,,,,,,,1,,,,,,0.4,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter #C0xE77421#[Aether Paradise],從這裡可以點擊進入#C0xE77421#【以太樂園】,Tap here to enter #C0xE77421#[Aether Paradise],,이곳에서 #C0xE77421#[에테르파라다이스]에 입장할 수 있어요.,,,<list;randomTower>,randomTower,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,2111,welcome,212,,city.adventure.random_tower.view,33,,,,1,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Welcome to the#C0xE77421#[Aether Paradise]#C0x5B545B#! At the Paradise, you will experience the fun challenges of wisdom and opportunity!",歡迎來到#C0xE77421#【以太樂園】#C0x5B545B#，在這裡你可以體驗智慧與機緣帶來的挑戰的樂趣,"Welcome to the#C0xE77421#[Aether Paradise]#C0x5B545B#! At the Paradise, you will experience the fun challenges of wisdom and opportunity!",,#C0xE77421#[에테르파라다이스]#C0x5B545B#에 오신 것을 환영합니다. 이곳에서는 지혜와 인연을 통한 도전의 즐거움을 체험할 수 있답니다.,,,,,,,,,,,,,,
2112,2112,start,212,,,,,,,,,,,,,0.1,1,1,,,{x=-600;y=400},login/new_character/img_tjltm@.png,{x=-600;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to begin today's adventure.,點此開始今日的冒險,Tap here to begin today's adventure.,,터치해 오늘의 모험을 시작하세요.,,,<item>,,effect/shouyindao.skel,,,,,{dy=-70},,,,
2113,2113,introduce,212,,,,,,,,,,,,,0.1,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"There is a total of X floors in the Aether Paradise, each floor has 7-12 rooms, and each room has 1-4 options.",以太樂園共有X層，每層有7-12個房間，每個房間有1-4個選項,"There is a total of X floors in the Aether Paradise, each floor has 7-12 rooms, and each room has 1-4 options.",,"""에테르파라다이스에는 총 X개의 층이 존재합니다. 각 층은 7~12개의 방으로 이루어져 있고, 방마다 1~4개의 선택지가 있답니다.""",,,,,,,,,,,,,,
