变量名,"
  _comment
  ",weightList,cardWeightMap,specialWeightMap
8102,"
  Blue Runestone Library 138
  ",<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;0;1>;<40232;0;1>;<40233;0;1>;<40234;0;1>;<40235;0;1>;<40236;0;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;0;1>;<40432;0;1>;<40433;0;1>;<40434;0;1>;<40435;0;1>;<40436;0;1>;<40531;0;1>;<40532;0;1>;<40533;0;1>;<40534;0;1>;<40535;0;1>;<40536;0;1>;<40631;0;1>;<40632;0;1>;<40633;0;1>;<40634;0;1>;<40635;0;1>;<40636;0;1>;<40731;0;1>;<40732;0;1>;<40733;0;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;0;1>;<40932;0;1>;<40933;0;1>>,,
8103,"
  Purple Runestone Library 138
  ",<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;0;1>;<40242;0;1>;<40243;0;1>;<40244;0;1>;<40245;0;1>;<40246;0;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;0;1>;<40442;0;1>;<40443;0;1>;<40444;0;1>;<40445;0;1>;<40446;0;1>;<40541;0;1>;<40542;0;1>;<40543;0;1>;<40544;0;1>;<40545;0;1>;<40546;0;1>;<40641;0;1>;<40642;0;1>;<40643;0;1>;<40644;0;1>;<40645;0;1>;<40646;0;1>;<40741;0;1>;<40742;0;1>;<40743;0;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;0;1>;<40942;0;1>;<40943;0;1>>,,
8104,"
  Orange Runestone Library 138
  ",<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;0;1>;<40252;0;1>;<40253;0;1>;<40254;0;1>;<40255;0;1>;<40256;0;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;0;1>;<40452;0;1>;<40453;0;1>;<40454;0;1>;<40455;0;1>;<40456;0;1>;<40551;0;1>;<40552;0;1>;<40553;0;1>;<40554;0;1>;<40555;0;1>;<40556;0;1>;<40651;0;1>;<40652;0;1>;<40653;0;1>;<40654;0;1>;<40655;0;1>;<40656;0;1>;<40751;0;1>;<40752;0;1>;<40753;0;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;0;1>;<40952;0;1>;<40953;0;1>>,,
8105,"
  Red Runestone Library 138
  ",<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;0;1>;<40262;0;1>;<40263;0;1>;<40264;0;1>;<40265;0;1>;<40266;0;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;0;1>;<40462;0;1>;<40463;0;1>;<40464;0;1>;<40465;0;1>;<40466;0;1>;<40561;0;1>;<40562;0;1>;<40563;0;1>;<40564;0;1>;<40565;0;1>;<40566;0;1>;<40661;0;1>;<40662;0;1>;<40663;0;1>;<40664;0;1>;<40665;0;1>;<40666;0;1>;<40761;0;1>;<40762;0;1>;<40763;0;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;0;1>;<40962;0;1>;<40963;0;1>>,,
,,,,
8201,"
  Green Runestone Library 257
  ",<<40121;0;1>;<40122;0;1>;<40123;0;1>;<40124;0;1>;<40125;0;1>;<40126;0;1>;<40221;100;1>;<40222;100;1>;<40223;100;1>;<40224;100;1>;<40225;100;1>;<40226;100;1>;<40321;0;1>;<40322;0;1>;<40323;0;1>;<40324;0;1>;<40325;0;1>;<40326;0;1>;<40421;0;1>;<40422;0;1>;<40423;0;1>;<40424;0;1>;<40425;0;1>;<40426;0;1>;<40521;100;1>;<40522;100;1>;<40523;100;1>;<40524;100;1>;<40525;100;1>;<40526;100;1>;<40621;0;1>;<40622;0;1>;<40623;0;1>;<40624;0;1>;<40625;0;1>;<40626;0;1>;<40721;100;1>;<40722;100;1>;<40723;100;1>;<40821;0;1>;<40822;0;1>;<40823;0;1>;<40921;0;1>;<40922;0;1>;<40923;0;1>>,,
8202,"
  Blue Runestone Library 257
  ",<<40131;0;1>;<40132;0;1>;<40133;0;1>;<40134;0;1>;<40135;0;1>;<40136;0;1>;<40231;100;1>;<40232;100;1>;<40233;100;1>;<40234;100;1>;<40235;100;1>;<40236;100;1>;<40331;0;1>;<40332;0;1>;<40333;0;1>;<40334;0;1>;<40335;0;1>;<40336;0;1>;<40431;0;1>;<40432;0;1>;<40433;0;1>;<40434;0;1>;<40435;0;1>;<40436;0;1>;<40531;100;1>;<40532;100;1>;<40533;100;1>;<40534;100;1>;<40535;100;1>;<40536;100;1>;<40631;0;1>;<40632;0;1>;<40633;0;1>;<40634;0;1>;<40635;0;1>;<40636;0;1>;<40731;100;1>;<40732;100;1>;<40733;100;1>;<40831;0;1>;<40832;0;1>;<40833;0;1>;<40931;0;1>;<40932;0;1>;<40933;0;1>>,,
8203,"
  Purple Runestone Library 257
  ",<<40141;0;1>;<40142;0;1>;<40143;0;1>;<40144;0;1>;<40145;0;1>;<40146;0;1>;<40241;100;1>;<40242;100;1>;<40243;100;1>;<40244;100;1>;<40245;100;1>;<40246;100;1>;<40341;0;1>;<40342;0;1>;<40343;0;1>;<40344;0;1>;<40345;0;1>;<40346;0;1>;<40441;0;1>;<40442;0;1>;<40443;0;1>;<40444;0;1>;<40445;0;1>;<40446;0;1>;<40541;100;1>;<40542;100;1>;<40543;100;1>;<40544;100;1>;<40545;100;1>;<40546;100;1>;<40641;0;1>;<40642;0;1>;<40643;0;1>;<40644;0;1>;<40645;0;1>;<40646;0;1>;<40741;100;1>;<40742;100;1>;<40743;100;1>;<40841;0;1>;<40842;0;1>;<40843;0;1>;<40941;0;1>;<40942;0;1>;<40943;0;1>>,,
8204,"
  Orange Runestone Library 257
  ",<<40151;0;1>;<40152;0;1>;<40153;0;1>;<40154;0;1>;<40155;0;1>;<40156;0;1>;<40251;100;1>;<40252;100;1>;<40253;100;1>;<40254;100;1>;<40255;100;1>;<40256;100;1>;<40351;0;1>;<40352;0;1>;<40353;0;1>;<40354;0;1>;<40355;0;1>;<40356;0;1>;<40451;0;1>;<40452;0;1>;<40453;0;1>;<40454;0;1>;<40455;0;1>;<40456;0;1>;<40551;100;1>;<40552;100;1>;<40553;100;1>;<40554;100;1>;<40555;100;1>;<40556;100;1>;<40651;0;1>;<40652;0;1>;<40653;0;1>;<40654;0;1>;<40655;0;1>;<40656;0;1>;<40751;100;1>;<40752;100;1>;<40753;100;1>;<40851;0;1>;<40852;0;1>;<40853;0;1>;<40951;0;1>;<40952;0;1>;<40953;0;1>>,,
8205,"
  Red Runestone Library 257
  ",<<40161;0;1>;<40162;0;1>;<40163;0;1>;<40164;0;1>;<40165;0;1>;<40166;0;1>;<40261;100;1>;<40262;100;1>;<40263;100;1>;<40264;100;1>;<40265;100;1>;<40266;100;1>;<40361;0;1>;<40362;0;1>;<40363;0;1>;<40364;0;1>;<40365;0;1>;<40366;0;1>;<40461;0;1>;<40462;0;1>;<40463;0;1>;<40464;0;1>;<40465;0;1>;<40466;0;1>;<40561;100;1>;<40562;100;1>;<40563;100;1>;<40564;100;1>;<40565;100;1>;<40566;100;1>;<40661;0;1>;<40662;0;1>;<40663;0;1>;<40664;0;1>;<40665;0;1>;<40666;0;1>;<40761;100;1>;<40762;100;1>;<40763;100;1>;<40861;0;1>;<40862;0;1>;<40863;0;1>;<40961;0;1>;<40962;0;1>;<40963;0;1>>,,
,,,,
8301,"
  Green Runestone Library 469
  ",<<40121;0;1>;<40122;0;1>;<40123;0;1>;<40124;0;1>;<40125;0;1>;<40126;0;1>;<40221;0;1>;<40222;0;1>;<40223;0;1>;<40224;0;1>;<40225;0;1>;<40226;0;1>;<40321;0;1>;<40322;0;1>;<40323;0;1>;<40324;0;1>;<40325;0;1>;<40326;0;1>;<40421;100;1>;<40422;100;1>;<40423;100;1>;<40424;100;1>;<40425;100;1>;<40426;100;1>;<40521;0;1>;<40522;0;1>;<40523;0;1>;<40524;0;1>;<40525;0;1>;<40526;0;1>;<40621;100;1>;<40622;100;1>;<40623;100;1>;<40624;100;1>;<40625;100;1>;<40626;100;1>;<40721;0;1>;<40722;0;1>;<40723;0;1>;<40821;0;1>;<40822;0;1>;<40823;0;1>;<40921;100;1>;<40922;100;1>;<40923;100;1>>,,
8302,"
  Blue Runestone Library
  ",<<40131;0;1>;<40132;0;1>;<40133;0;1>;<40134;0;1>;<40135;0;1>;<40136;0;1>;<40231;0;1>;<40232;0;1>;<40233;0;1>;<40234;0;1>;<40235;0;1>;<40236;0;1>;<40331;0;1>;<40332;0;1>;<40333;0;1>;<40334;0;1>;<40335;0;1>;<40336;0;1>;<40431;100;1>;<40432;100;1>;<40433;100;1>;<40434;100;1>;<40435;100;1>;<40436;100;1>;<40531;0;1>;<40532;0;1>;<40533;0;1>;<40534;0;1>;<40535;0;1>;<40536;0;1>;<40631;100;1>;<40632;100;1>;<40633;100;1>;<40634;100;1>;<40635;100;1>;<40636;100;1>;<40731;0;1>;<40732;0;1>;<40733;0;1>;<40831;0;1>;<40832;0;1>;<40833;0;1>;<40931;100;1>;<40932;100;1>;<40933;100;1>>,,
8303,"
  Purple Runestone Vault
  ",<<40141;0;1>;<40142;0;1>;<40143;0;1>;<40144;0;1>;<40145;0;1>;<40146;0;1>;<40241;0;1>;<40242;0;1>;<40243;0;1>;<40244;0;1>;<40245;0;1>;<40246;0;1>;<40341;0;1>;<40342;0;1>;<40343;0;1>;<40344;0;1>;<40345;0;1>;<40346;0;1>;<40441;100;1>;<40442;100;1>;<40443;100;1>;<40444;100;1>;<40445;100;1>;<40446;100;1>;<40541;0;1>;<40542;0;1>;<40543;0;1>;<40544;0;1>;<40545;0;1>;<40546;0;1>;<40641;100;1>;<40642;100;1>;<40643;100;1>;<40644;100;1>;<40645;100;1>;<40646;100;1>;<40741;0;1>;<40742;0;1>;<40743;0;1>;<40841;0;1>;<40842;0;1>;<40843;0;1>;<40941;100;1>;<40942;100;1>;<40943;100;1>>,,
8304,"
  Orange Runestone Library
  ",<<40151;0;1>;<40152;0;1>;<40153;0;1>;<40154;0;1>;<40155;0;1>;<40156;0;1>;<40251;0;1>;<40252;0;1>;<40253;0;1>;<40254;0;1>;<40255;0;1>;<40256;0;1>;<40351;0;1>;<40352;0;1>;<40353;0;1>;<40354;0;1>;<40355;0;1>;<40356;0;1>;<40451;100;1>;<40452;100;1>;<40453;100;1>;<40454;100;1>;<40455;100;1>;<40456;100;1>;<40551;0;1>;<40552;0;1>;<40553;0;1>;<40554;0;1>;<40555;0;1>;<40556;0;1>;<40651;100;1>;<40652;100;1>;<40653;100;1>;<40654;100;1>;<40655;100;1>;<40656;100;1>;<40751;0;1>;<40752;0;1>;<40753;0;1>;<40851;0;1>;<40852;0;1>;<40853;0;1>;<40951;100;1>;<40952;100;1>;<40953;100;1>>,,
8305,"
  Red Runestone Library
  ",<<40161;0;1>;<40162;0;1>;<40163;0;1>;<40164;0;1>;<40165;0;1>;<40166;0;1>;<40261;0;1>;<40262;0;1>;<40263;0;1>;<40264;0;1>;<40265;0;1>;<40266;0;1>;<40361;0;1>;<40362;0;1>;<40363;0;1>;<40364;0;1>;<40365;0;1>;<40366;0;1>;<40461;100;1>;<40462;100;1>;<40463;100;1>;<40464;100;1>;<40465;100;1>;<40466;100;1>;<40561;0;1>;<40562;0;1>;<40563;0;1>;<40564;0;1>;<40565;0;1>;<40566;0;1>;<40661;100;1>;<40662;100;1>;<40663;100;1>;<40664;100;1>;<40665;100;1>;<40666;100;1>;<40761;0;1>;<40762;0;1>;<40763;0;1>;<40861;0;1>;<40862;0;1>;<40863;0;1>;<40961;100;1>;<40962;100;1>;<40963;100;1>>,,
,,,,
9001,"
  9001-Gascha random library
  ",<<15;70;10>;<14;50;20>;<14;20;30>;<gold;60;50000>;<gold;20;100000>;<rmb;10;28>;<870;10;10>;<870;30;5>;<5000;70;10>;<5000;50;28>;<902;50;2>;<603;50;1>;<604;20;1>>,,
9002,"
  9002-Gashapon Coupon Library
  ",<<6321;175;1>>,,
9003,"
  9003-Gashapon Coupon Library
  ",<<6321;175;2>>,,
9004,"
  9004- Universal Fragment Library
  ",<<502;80;1>;<502;20;2>>,,
,,,,
10001,"
  10001- Random
  library for redeeming shopping vouchers
  ",<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<21231;15;1>;<21251;15;1>;<21171;15;1>;<23141;15;1>;<20801;15;1>;<22301;15;1>;<22631;15;1>;<23431;15;1>>,,
10002,"
  10002- Random
  library for redeeming shopping vouchers
  ",<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<20491;15;1>;<20571;15;1>;<20261;15;1>;<21071;15;1>;<23011;15;1>;<23501;15;1>;<20461;15;1>;<23291;15;1>>,,
10003,"
  10003- Random
  library for redeeming shopping vouchers
  ",<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<21421;15;1>;<20741;15;1>;<20601;15;1>;<21841;15;1>;<23281;15;1>;<22011;15;1>;<22871;15;1>;<20481;15;1>>,,
10004,"
  10004 -Random library for redeeming
  shopping vouchers
  ",<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<20721;15;1>;<23021;15;1>;<20391;15;1>;<21811;15;1>;<21851;15;1>;<22591;15;1>;<20471;15;1>;<20051;15;1>>,,
10005,"
  10005- Random
  library for redeeming shopping vouchers
  ",<<6301;175;1>;<6302;505;1>;<2102;100;1>;<902;20;1>;<13;20;10>;<930;30;6>;<5000;30;6>;<23001;15;1>;<20571;15;1>;<20401;15;1>;<21811;15;1>;<20781;15;1>;<23431;15;1>;<20271;15;1>;<20461;15;1>>,,
10006,"
  10006- Universal
  library for redeeming shopping vouchers
  ",<<6301;205;1>;<6302;535;1>;<2102;120;1>;<902;30;1>;<13;30;10>;<930;40;6>;<5000;40;6>>,,
10007,"
  10007- Universal
  library for redeeming shopping vouchers
  ",<<6301;205;1>;<6302;535;1>;<2102;100;2>;<902;24;2>;<14;24;10>;<930;32;10>;<5000;32;10>;<2103;32;1>;<502;16;1>>,,
,,,,
10011,"
  10001- Christmas
  exchange item library
  ",<<6312;100;1>;<6313;100;1>>,,
10012,"
  10001- Christmas
  resource prop library test
  ",<<gold;100;10000>;<gold;75;20000>;<gold;75;50000>;<gold;42;100000>;<5000;100;5>;<5000;50;10>;<5000;20;20>;<930;100;5>;<930;50;10>;<930;20;20>;<12;100;10>;<13;50;5>;<14;20;2>;<502;3;1>;<501;3;1>;<rmb;50;10>;<rmb;90;20>;<rmb;40;50>;<rmb;5;100>;<503;10;1>;<451;50;10>;<452;30;5>;<19;5;1>>,,
10013,"
  10013- Rose Random Library
  ",<<rmb;100;20>;<rmb;25;50>;<rmb;25;100>;<gold;150;100000>;<gold;125;150000>;<gold;25;300000>;<516;200;1>;<502;100;1>;<930;100;5>;<930;100;10>;<930;50;20>>,,
10014,"
  10013- Qingming
  Random Library
  ",<<rmb;100;20>;<rmb;25;50>;<rmb;25;100>;<gold;150;100000>;<gold;125;150000>;<gold;25;300000>;<6342;200;1>;<502;100;1>;<930;100;5>;<930;100;10>;<930;50;20>>,,
,,,,
10021,"
  10021- Active
  treasure hunting random library
  ",<<gold;100;300000>;<rmb;50;100>;<502;100;1>;<902;100;5>;<503;100;2>;<930;100;20>;<5000;100;20>;<501;100;1>;<519;100;1>;<520;100;1>>,,
10022,"
  10022- Recharge
  turntable random library - gold coins
  ",<<rmb;25;300>;<rmb;50;100>;<rmb;200;60>;<rmb;200;30>;<502;100;1>;<501;100;1>;<503;100;1>;<519;100;1>>,,
10023,"
  10023- Recharge
  Turntable Random Library - Diamond
  ",<<gold;50;1000000>;<gold;125;500000>;<gold;150;300000>;<gold;150;100000>;<502;100;1>;<501;100;1>;<503;100;1>;<519;100;1>>,,
,,,,
10031,"
  10031- New Year
  gift pack random library
  ",<<502;500;1>;<13;50;1>;<14;30;1>;<gold;300;50000>;<451;60;30>;<606;5;1>;<607;5;1>;<609;5;1>;<610;5;1>;<612;5;1>;<613;5;1>;<615;5;1>;<616;5;1>;<618;5;1>;<619;5;1>;<621;5;1>;<622;5;1>>,,
10032,"
  10032- New Year
  gift pack random library
  ",<<502;1000;1>;<13;50;1>;<14;30;1>;<gold;300;50000>;<451;60;30>;<606;5;1>;<607;5;1>;<609;5;1>;<610;5;1>;<612;5;1>;<613;5;1>;<615;5;1>;<616;5;1>;<618;5;1>;<619;5;1>;<621;5;1>;<622;5;1>;<521;165;1>>,,
,,,,
10041,"
  10041- Zongzi Basic
  Diamond Library
  ",<<rmb;50;10>;<rmb;50;15>;<rmb;50;20>;<rmb;30;25>;<rmb;20;30>;<rmb;10;50>>,,
10042,"
  10042- Zongzi Basic
  Gold Coin Bank
  ",<<gold;50;80000>;<gold;50;100000>;<gold;50;120000>;<gold;30;150000>;<gold;20;200000>;<gold;10;300000>>,,
10043,"
  10043- Zongzi basic
  physical strength library
  ",<<stamina;50;8>;<stamina;50;10>;<stamina;50;12>;<stamina;30;15>;<stamina;20;18>;<stamina;10;25>>,,
10051,"
  10051- Abalone
  Random Library
  ",<<502;100;1>;<521;50;1>;<501;20;1>;<503;50;1>;<519;50;1>;<520;50;1>;<527;50;1>;<522;100;2>>,,
10052,"
  10052- Gift Random Library
  ",<<606;100;5>;<607;80;3>;<608;60;2>;<609;100;5>;<610;80;3>;<611;60;2>;<612;100;5>;<613;80;3>;<614;60;2>;<615;100;5>;<616;80;3>;<617;60;2>;<618;100;5>;<619;80;3>;<620;60;2>;<621;100;5>;<622;80;3>;<623;60;2>>,,
10053,"
  10053 - carry
  random library
  ",<<2101;0;0>;<2102;115;5>;<2103;75;3>;<30101;0;1>;<30102;0;1>;<30103;0;1>;<30104;0;1>;<30105;0;1>;<30106;0;1>;<30201;3;1>;<30202;3;1>;<30203;3;1>;<30204;3;1>;<30205;3;1>;<30206;3;1>;<30207;3;1>;<30208;3;1>;<30209;3;1>>,,
10054,"
  10054- Effort coin
  random library
  ",<<451;100;10>;<451;100;20>;<451;100;30>;<452;100;6>;<452;100;12>;<452;100;18>>,,
10055,"
  10055- potential
  random library
  ",<<850;100;15>;<850;100;30>;<850;100;50>;<851;100;10>;<851;100;20>;<851;100;30>>,,
10056,"
  10056- Advanced
  random library
  ",<<5000;100;10>;<5000;100;20>;<5000;100;30>;<930;100;10>;<930;100;20>;<930;100;30>;<100;100;1>;<100;100;2>;<100;100;3>>,,
10061,"
  10061- Zongzi
  material random library
  ",<<6352;20;1>;<6353;50;1>;<6354;80;1>;<6355;50;1>;<6356;50;1>;<6357;50;1>>,,
,,,,
10071,"
  10071- Red
  Envelope Diamond Library
  ",<<rmb;81;18>;<rmb;16;28>;<rmb;3;58>>,,
10072,"
  10072- Red
  Envelope Gold Coin Bank
  ",<<gold;68;68000>;<gold;20;108000>;<gold;10;180000>;<gold;2;580000>>,,
10073,"
  10073- Red
  Envelope Resource Library
  ",<<452;18;18>;<452;5;28>;<452;2;58>;<4000;18;38>;<4000;5;58>;<4000;2;108>;<902;18;3>;<902;5;6>;<902;2;9>;<930;18;8>;<930;5;18>;<930;2;38>;<850;18;38>;<850;5;58>;<850;2;108>>,,
,,,,
10081,"
  10081- Ghost
  Fragment Library
  ",<<20391;100;1>;<21811;100;0>;<22991;100;0>>,,
10082,"
  10082- Pumpkin
  Chest Random Library
  ",<<2102;100;2>;<902;100;2>;<14;100;5>;<930;100;5>;<5000;100;5>;<451;100;20>;<529;100;100>>,,
10083,"
  10083- candy random
  library
  ",<<6385;60;1>;<6386;80;1>;<6387;80;1>;<6388;80;1>;<6389;100;1>;<6390;100;1>>,,
10084,"
  10084- Currency
  Bank
  ",<<gold;100;38000>;<gold;100;58000>;<gold;100;88000>;<coin1;100;100>;<coin2;100;100>;<coin3;100;100>;<coin6;60;100>>,,
,,,,
10091,"
  10091- Red
  Envelope Diamond Library
  ",<<rmb;81;3>;<rmb;16;5>;<rmb;3;8>>,,
10092,"
  10092- Red
  Envelope Gold Coin Bank
  ",<<gold;68;18000>;<gold;20;38000>;<gold;10;58000>;<gold;2;88000>>,,
10093,"
  10093- Red
  Envelope Resource Library
  ",<<452;18;3>;<452;5;5>;<452;2;8>;<4000;18;6>;<4000;5;10>;<4000;2;16>;<902;18;1>;<902;5;2>;<902;2;3>;<930;18;1>;<930;5;2>;<930;2;3>;<850;18;6>;<850;5;10>;<850;2;16>>,,
,,,,
10101,"
  10101- New Year
  Gift Package Snowflake Library
  ",<<502;10;1>;<521;5;1>;<13;100;3>;<14;50;1>;<gold;100;10000>;<gold;50;30000>;<gold;50;50000>;<451;100;10>;<452;50;10>;<606;10;3>;<607;5;2>;<608;5;1>;<609;10;3>;<610;5;2>;<611;5;1>;<612;10;3>;<613;5;2>;<614;5;1>;<615;10;3>;<616;5;2>;<617;5;1>;<618;10;3>;<619;5;2>;<620;5;1>;<621;10;3>;<622;5;2>;<623;5;1>;<5000;50;3>;<930;50;3>;<100;50;1>;<4000;50;20>;<850;50;10>;<851;30;10>>,,
,,,,
10111,"
  10111 -Go Grid Gift Voucher Library
  ",<<6393;25;1>;<6393;25;2>;<6393;25;3>;<6393;15;4>;<6393;10;5>>,,
10112,"
  10112 -Go Grid Pichu Fragment Library
  ",<<27001;20;1>;<27001;20;2>;<27001;10;3>>,,
10113,"
  10113 -Go grid gold coin bank
  ",<<gold;18;38000>;<gold;5;58000>;<gold;2;88000>;<gold;18;128000>>,,
10114,"
  10114 -Go grid general resource
  library
  ",<<13;60;20>;<14;60;10>;<5000;60;5>;<930;60;5>;<4000;60;20>;<850;60;20>;<451;60;30>;<100;60;2>;<606;10;5>;<607;5;3>;<608;0;0>;<609;10;5>;<610;5;3>;<611;0;0>;<612;10;5>;<613;5;3>;<614;0;0>;<615;10;5>;<616;5;3>;<617;0;0>;<618;10;5>;<619;5;3>;<620;0;0>;<621;10;5>;<622;5;3>;<623;0;0>>,,
10115,"
  10115 -Lattice Advanced Resource
  Library
  ",<<502;30;1>;<521;15;1>;<15;100;3>;<452;100;15>;<608;25;3>;<611;15;3>;<614;15;3>;<617;15;3>;<620;15;3>;<623;15;3>;<851;100;30>;<501;15;1>;<503;15;1>;<519;15;1>;<520;15;1>;<527;15;1>;<522;15;1>;<none;400;0>>,,
,,,,
10121,"
  10121- Blessing
  Ordinary Gold Coin Bank
  ",<<gold;30;38000>;<gold;20;58000>;<gold;15;88000>;<gold;15;108000>>,,
10122,"
  10122- Mid-Autumn
  General Resource Library
  ",<<13;60;20>;<14;60;10>;<15;10;5>;<930;0;5>;<4000;0;20>;<850;0;20>;<451;0;30>;<100;60;2>;<606;10;5>;<607;5;3>;<608;2;1>;<609;10;5>;<610;5;3>;<611;2;1>;<612;10;5>;<613;5;3>;<614;2;1>;<615;10;5>;<616;5;3>;<617;2;1>;<618;10;5>;<619;5;3>;<620;2;1>;<621;10;5>;<622;5;3>;<623;2;1>>,,
10123,"
  10122- Mid-Autumn
  General Development Resource Bank
  ",<<452;18;8>;<452;5;18>;<452;2;28>;<4000;18;18>;<4000;5;38>;<4000;2;58>;<902;18;2>;<902;5;4>;<902;2;6>;<930;18;3>;<930;5;6>;<930;2;9>;<850;18;18>;<850;5;38>;<850;2;58>;<5000;18;3>;<5000;5;6>;<5000;2;9>;<851;18;18>;<851;5;38>;<851;2;58>>,,
10124,"
  10124- Blessing
  Ordinary Mooncake Library
  ",<<6376;15;1>;<6376;5;2>;<none;90;0>>,,
,,,,
10131,"
  10132- Blessing
  Advanced Diamond Library
  ",<<rmb;81;38>;<rmb;16;58>;<rmb;3;108>>,,
10132,"
  10132- Blessing
  Advanced Gold Coin Bank
  ",<<gold;30;188000>;<gold;20;288000>;<gold;15;388000>;<gold;15;588000>>,,
10133,"
  10133 -Lattice Advanced Resource
  Library
  ",<<6376;45;2>;<6376;45;3>;<6376;4;5>;<6376;0;6>;<6376;0;8>>,,
10134,"
  10134- Blessing
  Advanced Mooncake Library
  ",<<6395;10;1>;<6396;10;1>;<6397;10;1>>,,
,,,,
10141,"
  10141- Mooncake 1 Fragment Resource Library 1
  ",<<502;30;2>;<502;30;3>;<502;5;5>;<521;10;1>;<521;5;2>>,,
10142,"
  10142- Mooncake 1 Shard Draw Card Resource Library
  ",<<503;30;1>;<519;30;1>;<520;30;1>;<527;30;1>;<522;30;1>;<531;30;1>;<503;10;2>;<519;10;2>;<520;10;2>;<527;10;2>;<522;10;2>;<531;10;2>>,,
10143,"
  10143- moon cake 3 shard gift library 1
  ",<<608;30;8>;<611;30;8>;<614;30;8>;<617;30;8>;<620;30;8>;<623;30;8>;<608;10;15>;<611;10;15>;<614;10;15>;<617;10;15>;<620;10;15>;<623;10;15>>,,
10144,"
  10144- General resource library for special
  moon cakes
  ",<<coin1;30;600>;<coin2;30;600>;<coin3;30;600>;<coin5;30;200>;<coin6;30;600>;<talent_point;30;2>;<coin1;10;300>;<coin2;10;300>;<coin3;10;300>;<coin5;10;100>;<coin6;10;300>;<talent_point;10;1>>,,
,,,,
20001,"
  Recharge turntable item library
  ",<<rmb;100;500>;<rmb;100;100>;<rmb;100;50>;<951;100;30>;<gold;100;100000>;<941;100;1>;<19;100;5>>,,
20002,"
  Recharge turntable card
  ",,,
,,,,
20010,"
  Gacha test library
  ",<<6321;100;1>;<6321;100;10>;<6321;100;50>;<6321;100;100>>,,
,,,,
20011,"
  Active carousel prop library
  ",<<rmb;100;500>;<5000;100;10>;<2103;100;30>;<951;100;30>;<2103;100;30>;<gold;100;100000>;<941;100;1>;<19;100;5>;<rmb;100;200>;<rmb;100;100>>,,
20012,"
  Active Carousel Cards
  ",,,
,,,,
,,,,
21001,"
  Genie Quiz Bonus Library
  ",<<19;100;1>;<100;50;1>;<rmb;50;50>;<talent_point;50;2>;<452;200;20>;<501;25;1>;<502;50;1>;<2102;200;3>;<2103;100;1>;<850;200;50>;<851;200;20>;<coin3;100;100>;<151;50;50>>,,
,,,,
22001,"
  Green Chip - Test
  ",<<60121;100;1>;<60122;100;1>;<60123;100;1>;<60124;100;1>;<60125;100;1>;<60126;100;1>;<60221;100;1>;<60222;100;1>;<60223;100;1>;<60224;100;1>;<60225;100;1>;<60226;100;1>;<60321;100;1>;<60322;100;1>;<60323;100;1>;<60324;100;1>;<60325;100;1>;<60326;100;1>;<60421;100;1>;<60422;100;1>;<60423;100;1>;<60424;100;1>;<60425;100;1>;<60426;100;1>;<60521;100;1>;<60522;100;1>;<60523;100;1>;<60524;100;1>;<60525;100;1>;<60526;100;1>;<60621;100;1>;<60622;100;1>;<60623;100;1>;<60624;100;1>;<60625;100;1>;<60626;100;1>;<60721;100;1>;<60722;100;1>;<60723;100;1>;<60724;100;1>;<60725;100;1>;<60726;100;1>;<60821;100;1>;<60822;100;1>;<60823;100;1>;<60824;100;1>;<60825;100;1>;<60826;100;1>;<60921;100;1>;<60922;100;1>;<60923;100;1>;<60924;100;1>;<60925;100;1>;<60926;100;1>;>,,
