变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
22011,Turtwig Shard,,,草苗龜碎片,Turtwig Shard,모부기 조각,config/portrait/jinglingtouxiang/img_387_cmg@.png,Gather %d#C0x55504D#s to get #C0xE77421#Turtwig#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#草苗龜#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Turtwig#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#모부기#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2011,30,,,,,,21204,shop-2," drawCard-gold",,,,,,,,,,,,,
22021,Chimchar Shard,<cn>,,小火焰猴碎片,Chimchar Shard,불꽃숭이 조각,config/portrait/jinglingtouxiang/img_390_xhyh@.png,Gather %d#C0x55504D#s to get #C0xE77421#Chimchar#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小火焰猴#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Chimchar#C0x55504D#,404,,,,,5,,,502,{coin5=10},2021,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
22031,Piplup Shard,<cn;kr;tw;en>,<cn;kr>,波加曼碎片,Piplup Shard,팽도리 조각,config/portrait/jinglingtouxiang/img_393_bjm@.png,Gather %d shard to get #C0xE77421#Piplup#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#波加曼#C0x55504D#,Gather %d shard to get #C0xE77421#Piplup#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#팽도리#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2031,50,,,,,," drawCard-gold",shop-10,22202,,,,,,,,,,,{drawcard=huang_effect_loop},,
22071,Shinx Shard,,,小貓怪碎片,Shinx Shard,꼬링크 조각,config/portrait/jinglingtouxiang/img_403_xmg@.png,Gather %d#C0x55504D#s to get #C0xE77421#Shinx#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小貓怪#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Shinx#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#꼬링크#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2071,30,,,,,,21104,shop-7," drawCard-gold",,,,,,,,,,,,,
22231,Gible Shard,<cn;kr;en;tw>,,圓陸鯊碎片,Gible Shard,딥상어동 조각,config/portrait/jinglingtouxiang/img_443_yls@.png,Gather %d#C0x55504D#s to get #C0xE77421#Gible#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#圓陸鯊#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Gible#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#딥상어동#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2231,50,,,,,,shop-10,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
22241,Riolu Shard,,,利歐路碎片,Riolu Shard,리오르 조각,config/portrait/jinglingtouxiang/img_447_lol@.png,Gather %d#C0x55504D#s to get #C0xE77421#Riolu#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#利歐路#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Riolu#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#리오르#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2241,50,,,,,,shop-13,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
22271,Croagunk Shard,,,不良蛙碎片,Croagunk Shard,삐딱구리 조각,config/portrait/jinglingtouxiang/img_453_blw@.png,Gather %d#C0x55504D#s to get #C0xE77421#Croagunk#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#不良蛙#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Croagunk#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#삐딱구리#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2271,30,,,,,,20901," drawCard-gold",,,,,,,,,,,,,,
22301,Snover Shard,,,雪笠怪碎片,Snover Shard,눈쓰개 조각,config/portrait/jinglingtouxiang/img_459_xzg@.png,Gather %d#C0x55504D#s to get #C0xE77421#Snover#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#雪笠怪#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Snover#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#눈쓰개#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2301,30,,,,,,20804," drawCard-gold",,,,,,,,,,,,,,
22401,Cresselia Shard,<cn;kr;tw;en>,,克雷色利亞碎片,Cresselia Shard,크레세리아 조각,config/portrait/jinglingtouxiang/img_488_klsly@.png,Gather %d#C0x55504D#s to get #C0xE77421#Cresselia#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#克雷色利亞#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Cresselia#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#크레세리아#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2401,50,,,,,,shop-13,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
22471,Snivy Shard,<cn;kr;en;tw>,<cn>,藤藤蛇碎片,Snivy Shard,주리비얀 조각,config/portrait/jinglingtouxiang/img_495_tts@.png,Gather %d#C0x55504D#s to get #C0xE77421#Snivy#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#藤藤蛇#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Snivy#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#주리비얀#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2471,50,,,,,,shop-13," drawCard-gold",,,,,,,,,,,,{drawcard=huang_effect_loop},,
22481,Tepig Shard,,,暖暖豬碎片,Tepig Shard,뚜꾸리 조각,config/portrait/jinglingtouxiang/img_498_nnz@.png,Gather %d#C0x55504D#s to get #C0xE77421#Tepig#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#暖暖豬#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Tepig#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#뚜꾸리#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2481,30,,,,,,20102," drawCard-gold",,,,,,,,,,,,,,
22491,Oshawott Shard,<cn>,,水水獺碎片,Oshawott Shard,,config/portrait/jinglingtouxiang/img_501_sst@.png,Gather %d#C0x55504D#s to get #C0xE77421#Oshawott#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#水水獺#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Oshawott#C0x55504D#,,,,,,5,,,502,{coin5=10},2491,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
22591,Roggenrola Shard,,,石丸子碎片,Roggenrola Shard,단굴 조각,config/portrait/jinglingtouxiang/img_524_swz@.png,Gather %d#C0x55504D#s to get #C0xE77421#Roggenrola#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#石丸子#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Roggenrola#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#단굴#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2591,30,,,,,,shop-7," drawCard-gold",,,,,,,,,,,,,,
22611,Drilbur Shard,,,螺釘地鼠碎片,Drilbur Shard,두더류 조각,config/portrait/jinglingtouxiang/img_529_ldds@.png,Gather %d#C0x55504D#s to get #C0xE77421#Drilbur#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#螺釘地鼠#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Drilbur#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#두더류#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2611,30,,,,,,shop-9," drawCard-gold",,,,,,,,,,,,,,
22631,Timburr Shard,,,搬運小匠碎片,Timburr Shard,으랏차 조각,config/portrait/jinglingtouxiang/img_532_byxj@.png,Gather %d#C0x55504D#s to get #C0xE77421#Timburr#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#搬運小匠#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Timburr#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#으랏차#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2631,30,,,,,,21201," drawCard-gold",,,,,,,,,,,,,,
22681,Venipede Shard,,,百足蜈蚣碎片,Venipede Shard,마디네 조각,config/portrait/jinglingtouxiang/img_543_bzwg@.png,Gather %d#C0x55504D#s to get #C0xE77421#Venipede#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#百足蜈蚣#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Venipede#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#마디네#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2681,30,,,,,,21004," drawCard-gold",,,,,,,,,,,,,,
22721,Sandile Shard,,,黑眼鱷碎片,Sandile Shard,깜눈크 조각,config/portrait/jinglingtouxiang/img_551_hye@.png,Gather %d#C0x55504D#s to get #C0xE77421#Sandile#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#黑眼鱷#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Sandile#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#깜눈크#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2721,50,,,,,,shop-9," drawCard-gold",22105,,,,,,,,,,,{drawcard=huang_effect_loop},,
22821,Zorua Shard,,,索羅亞碎片,Zorua Shard,조로아 조각,config/portrait/jinglingtouxiang/img_570_sly@.png,Gather %d#C0x55504D#s to get #C0xE77421#Zorua#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#索羅亞#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Zorua#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#조로아#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2821,50,,,,,,shop-9,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
22831,Minccino Shard,<cn;kr;en;tw>,,泡沫栗鼠碎片,Minccino Shard,,config/portrait/jinglingtouxiang/img_572_pmls@.png,Gather %d#C0x55504D#s to get #C0xE77421#Minccino#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#泡沫栗鼠#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Minccino#C0x55504D#,,,,,,4,,,502,{coin5=5},2831,30,,,,,,,,,,,,,,,,,,,,,
22841,Gothita Shard,<cn;kr;en;tw>,,哥德寶寶碎片,Gothita Shard,고디탱 조각,config/portrait/jinglingtouxiang/img_574_gdbb@.png,Gather %d#C0x55504D#s to get #C0xE77421#Gothita#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#哥德寶寶#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Gothita#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#고디탱#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2841,30,,,,,," drawCard-gold",shop-12,22003,,,,,,,,,,,,,
22871,Vanillite Shard,,,迷你冰碎片,Vanillite Shard,바닐프티 조각,config/portrait/jinglingtouxiang/img_582_mnb@.png,Gather %d#C0x55504D#s to get #C0xE77421#Vanillite#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#迷你冰#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Vanillite#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#바닐프티#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2871,30,,,,,,20805,21601," drawCard-gold",,,,,,,,,,,,,
22891,Emolga Shard,,,電飛鼠碎片,Emolga Shard,에몽가 조각,config/portrait/jinglingtouxiang/img_587_dfs@.png,Gather %d#C0x55504D#s to get #C0xE77421#Emolga#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#電飛鼠#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Emolga#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#에몽가#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2891,30,,,,,,21304," drawCard-gold",,,,,,,,,,,,,,
22921,Frillish - Female Shard,,,輕飄飄·雌碎片,Frillish - Female Shard,탱그릴: 암컷 조각,config/portrait/jinglingtouxiang/img_592_hqpp@.png,Gather %d#C0x55504D#s to get #C0xE77421#Frillish - Female#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#輕飄飄·雌#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Frillish - Female#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#탱그릴: 암컷#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2921,30,,,,,,21302," drawCard-gold",,,,,,,,,,,,,,
22922,Frillish - Male Shard,,,輕飄飄·雄碎片,Frillish - Male Shard,탱그릴: 수컷 조각,config/portrait/jinglingtouxiang/img_592_lqpp@.png,Gather %d#C0x55504D#s to get #C0xE77421#Frillish - Male#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#輕飄飄·雄#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Frillish - Male#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#탱그릴: 수컷#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2922,30,,,,,," drawCard-gold",,,,,,,,,,,,,,,
22961,Klink Shard,,,齒輪兒碎片,Klink Shard,기어르 조각,config/portrait/jinglingtouxiang/img_599_cle@.png,Gather %d#C0x55504D#s to get #C0xE77421#Klink#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#齒輪兒#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Klink#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#기어르#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},2961,30,,,,,," drawCard-gold",,,,,,,,,,,,,,,
22991,Litwick Shard,<cn;kr;en;tw>,,燭光靈碎片,Litwick Shard,불켜미 조각,config/portrait/jinglingtouxiang/img_607_zgl@.png,Gather %d#C0x55504D#s to get #C0xE77421#Litwick#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#燭光靈#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Litwick#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#불켜미#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},2991,50,,,,,," drawCard-gold",shop-12,22004,,,,,,,,,,,{drawcard=huang_effect_loop},,
23001,Axew Shard,,,牙牙碎片,Axew Shard,터검니 조각,config/portrait/jinglingtouxiang/img_610_yy@.png,Gather %d#C0x55504D#s to get #C0xE77421#Axew#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#牙牙#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Axew#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#터검니#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3001,50,,,,,,shop-10," drawCard-gold",22203,,,,,,,,,,,{drawcard=huang_effect_loop},,
23011,Cubchoo Shard,,,噴嚏熊碎片,Cubchoo Shard,코고미 조각,config/portrait/jinglingtouxiang/img_613_ptx@.png,Gather %d#C0x55504D#s to get #C0xE77421#Cubchoo#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#噴嚏熊#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Cubchoo#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#코고미#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3011,30,,,,,,21001," drawCard-gold",,,,,,,,,,,,,,
23021,Cryogonal Shard,,,幾何雪花碎片,Cryogonal Shard,프리지오 조각,config/portrait/jinglingtouxiang/img_615_jhxh@.png,Gather %d#C0x55504D#s to get #C0xE77421#Cryogonal#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#幾何雪花#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Cryogonal#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#프리지오#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3021,50,,,,,,20803,21605,shop-2," drawCard-gold",,,,,,,,,,{drawcard=huang_effect_loop},,
23141,Deino Shard,,,單首龍碎片,Deino Shard,모노두 조각,config/portrait/jinglingtouxiang/img_633_dsl@.png,Gather %d#C0x55504D#s to get #C0xE77421#Deino#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#單首龍#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Deino#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#모노두#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3141,50,,,,,,20905,shop-10," drawCard-gold",,,,,,,,,,,{drawcard=huang_effect_loop},,
23151,Larvesta Shard,<cn;kr;en;tw>,<cn>,燃燒蟲碎片,Larvesta Shard,활화르바 조각,config/portrait/jinglingtouxiang/img_636_rsc@.png,Gather %d#C0x55504D#s to get #C0xE77421#Larvesta#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#燃燒蟲#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Larvesta#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#활화르바#C0x55504D# 합성할 수 있습니다,,,,,5,,,502,{coin5=10},3151,50,,,,,,shop-15," drawCard-gold",,,,,,,,,,,,{drawcard=huang_effect_loop},,
23161,Cobalion Shard,<cn>,,勾帕路翁碎片,Cobalion Shard,404404,config/portrait/jinglingtouxiang/img_638_gplw@.png,Gather %d#C0x55504D#s to get #C0xE77421#Cobalion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#勾帕路翁#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Cobalion#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3161,50,,,,,,shop-15,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23171,Terrakion Shard,<cn>,,代拉基翁碎片,Terrakion Shard,404404,config/portrait/jinglingtouxiang/img_639_dljw@.png,Gather %d#C0x55504D#s to get #C0xE77421#Terrakion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#代拉基翁#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Terrakion#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3171,50,,,,,,shop-15,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23181,Virizion Shard,<cn>,,畢力吉翁碎片,Virizion Shard,404404,config/portrait/jinglingtouxiang/img_640_bljw@.png,Gather %d#C0x55504D#s to get #C0xE77421#Virizion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#畢力吉翁#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Virizion#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3181,50,,,,,,shop-15,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23191,Tornado Cloud Fragments,<cn>,,龍卷雲碎片,龙卷云碎片,404404,config/portrait/jinglingtouxiang/img_641_ljy@.png,Gather %d#C0x55504D#s to get #C0xE77421#Cobalion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#龍卷雲#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Cobalion#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3191,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23201,Thunder Cloud Fragments,<cn>,,雷電雲碎片,雷电云碎片,404404,config/portrait/jinglingtouxiang/img_642_ldy@.png,Gather %d#C0x55504D#s to get #C0xE77421#Terrakion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#雷電雲#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Terrakion#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3201,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23231,Land Cloud Fragments,<cn>,,土地雲碎片,土地云碎片,404404,config/portrait/jinglingtouxiang/img_645_tdy@.png,Gather %d#C0x55504D#s to get #C0xE77421#Virizion#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#土地雲#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Virizion#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3231,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23251,Keldeo Shard,<cn>,,凱路迪歐碎片,Keldeo Shard,404404,config/portrait/jinglingtouxiang/img_647_kldo@.png,Gather %d#C0x55504D#s to get #C0xE77421#Keldeo#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#凱路迪歐#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Keldeo#C0x55504D#,404404,,,,,5,,,502,{coin5=10},3251,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23281,Chespin Shard,,,哈力栗碎片,Chespin Shard,도치마론 조각,config/portrait/jinglingtouxiang/img_650_hll@.png,Gather %d#C0x55504D#s to get #C0xE77421#Chespin#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#哈力栗#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Chespin#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#도치마론#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3281,30,,,,,,21101,shop-4," drawCard-gold",,,,,,,,,,,,,
23291,Fennekin Shard,,,火狐狸碎片,Fennekin Shard,푸호꼬 조각,config/portrait/jinglingtouxiang/img_653_hhl@.png,Gather %d#C0x55504D#s to get #C0xE77421#Fennekin#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#火狐狸#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Fennekin#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#푸호꼬#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3291,30,,,,,,20402,shop-4," drawCard-gold",,,,,,,,,,,,,
23301,Froakie Shard,,,呱呱泡蛙碎片,Froakie Shard,개구마르 조각,config/portrait/jinglingtouxiang/img_656_ggpw@.png,Gather %d#C0x55504D#s to get #C0xE77421#Froakie#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#呱呱泡蛙#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Froakie#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#개구마르#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3301,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23341,Litleo Shard,,,小獅獅碎片,Litleo Shard,레오꼬 조각,config/portrait/jinglingtouxiang/img_667_xss@.png,Gather %d#C0x55504D#s to get #C0xE77421#Litleo#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小獅獅#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Litleo#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#레오꼬#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3341,30,,,,,,20401,21703," drawCard-gold",,,,,,,,,,,,,
23351,Flabébé Shard,,,花蓓蓓碎片,Flabébé Shard,플라베베 조각,config/portrait/jinglingtouxiang/img_669_hbb@.png,Gather %d#C0x55504D#s to get #C0xE77421#Flabébé#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#花蓓蓓#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Flabébé#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#플라베베#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3351,50,,,,,,20505,21702,shop-6," drawCard-gold",,,,,,,,,,{drawcard=huang_effect_loop},,
23411,Honedge Shard,,,獨劍鞘碎片,Honedge Shard,단칼빙 조각,config/portrait/jinglingtouxiang/img_679_djq@.png,Gather %d#C0x55504D#s to get #C0xE77421#Honedge#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#獨劍鞘#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Honedge#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#단칼빙#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3411,50,,,,,,21202,shop-10," drawCard-gold",,,,,,,,,,,{drawcard=huang_effect_loop},,
23431,Swirlix Shard,,,綿綿泡芙碎片,Swirlix Shard,나룸퍼프 조각,config/portrait/jinglingtouxiang/img_684_mmpf@.png,Gather %d#C0x55504D#s to get #C0xE77421#Swirlix#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#綿綿泡芙#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Swirlix#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#나룸퍼프#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3431,30,,,,,,21002," drawCard-gold",,,,,,,,,,,,,,
23471,Clauncher Shard,,,鐵臂槍蝦碎片,Clauncher Shard,완철포 조각,config/portrait/jinglingtouxiang/img_692_tbqx@.png,Gather %d#C0x55504D#s to get #C0xE77421#Clauncher#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#鐵臂槍蝦#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Clauncher#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#완철포#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3471,30,,,,,,21102,21701," drawCard-gold",,,,,,,,,,,,,
23501,Amaura Shard,,,冰雪龍碎片,Amaura Shard,아마루스 조각,config/portrait/jinglingtouxiang/img_698_bxl@.png,Gather %d#C0x55504D#s to get #C0xE77421#Amaura#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#冰雪龍#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Amaura#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#아마루스#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3501,30,,,,,,20801,21603,shop-7," drawCard-gold",,,,,,,,,,,,
23511,Hawlucha Shard,,,摔角鷹人碎片,Hawlucha Shard,루차불 조각,config/portrait/jinglingtouxiang/img_701_sjyr@.png,Gather %d#C0x55504D#s to get #C0xE77421#Hawlucha#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#摔角鷹人#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Hawlucha#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#루차불#C0x55504D# 합성 가능,,,,,4,,,502,{coin5=5},3511,30,,,,,,shop-9," drawCard-gold",,,,,,,,,,,,,,
23541,Goomy Shard,,,黏黏寶碎片,Goomy Shard,미끄메라 조각,config/portrait/jinglingtouxiang/img_704_nnb@.png,Gather %d#C0x55504D#s to get #C0xE77421#Goomy#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#黏黏寶#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Goomy#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#미끄메라#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3541,50,,,,,,20304,shop-2," drawCard-gold",,,,,,,,,,,{drawcard=huang_effect_loop},,
23561,Phantump Shard,,,小木靈碎片,Phantump Shard,나목령 조각,config/portrait/jinglingtouxiang/img_708_xml@.png,Gather %d#C0x55504D#s to get #C0xE77421#Phantump#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小木靈#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Phantump#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#나목령#C0x55504D# 합성 가능,,,,,3,,,502,{coin5=2},3561,20,,,,,," drawCard-gold",,,,,,,,,,,,,,,
