变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_tw,storyNames_en,weatherTypeId
80907,80222,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80908,80222,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80909,80222,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80910,80222,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80911,80222,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80912,80222,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80913,80223,,1,<291423;291423;291423;291423;302231;291423;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80914,80223,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80915,80223,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80916,80223,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80917,80223,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80918,80223,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80919,80223,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80920,80223,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80921,80223,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80922,80223,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80923,80223,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80924,80223,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80925,80224,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80926,80224,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80927,80224,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80928,80224,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80929,80224,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80930,80224,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80931,80224,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80932,80224,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80933,80224,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80934,80224,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80935,80224,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80936,80224,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80937,80225,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80938,80225,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80939,80225,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80940,80225,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80941,80225,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80942,80225,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80943,80225,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80944,80225,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80945,80225,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80946,80225,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80947,80225,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80948,80225,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80949,80226,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80950,80226,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80951,80226,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80952,80226,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80953,80226,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80954,80226,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80955,80226,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80956,80226,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80957,80226,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80958,80226,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80959,80226,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80960,80226,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80961,80231,,1,<292473;293663;290004;291293;302311;293843;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80962,80231,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80963,80231,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80964,80231,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80965,80231,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80966,80231,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80967,80231,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80968,80231,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80969,80231,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80970,80231,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80971,80231,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80972,80231,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80973,80232,,1,<290712;290712;290712;293663;302321;293663;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80974,80232,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80975,80232,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80976,80232,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80977,80232,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80978,80232,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80979,80232,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80980,80232,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80981,80232,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80982,80232,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80983,80232,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80984,80232,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80985,80233,,1,<290731;290741;290721;290053;302331;290072;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80986,80233,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80987,80233,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80988,80233,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80989,80233,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80990,80233,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80991,80233,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80992,80233,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80993,80233,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80994,80233,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80995,80233,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80996,80233,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80997,80234,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80998,80234,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
80999,80234,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81000,80234,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81001,80234,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81002,80234,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81003,80234,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81004,80234,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81005,80234,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81006,80234,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81007,80234,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81008,80234,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81009,80235,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81010,80235,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81011,80235,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81012,80235,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81013,80235,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81014,80235,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81015,80235,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81016,80235,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81017,80235,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81018,80235,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81019,80235,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81020,80235,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81021,80236,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81022,80236,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81023,80236,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81024,80236,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81025,80236,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81026,80236,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81027,80236,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81028,80236,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81029,80236,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81030,80236,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81031,80236,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81032,80236,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81033,80241,,1,<292381;292381;292381;0;302411;0;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81034,80241,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81035,80241,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81036,80241,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81037,80241,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81038,80241,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81039,80241,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81040,80241,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81041,80241,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81042,80241,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81043,80241,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81044,80241,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81045,80242,,1,<0;0;0;290731;302421;290721;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81046,80242,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81047,80242,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81048,80242,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81049,80242,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81050,80242,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81051,80242,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81052,80242,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81053,80242,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81054,80242,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81055,80242,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81056,80242,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81057,80243,,1,<290731;290741;290721;290053;302431;290072;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81058,80243,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81059,80243,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81060,80243,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81061,80243,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81062,80243,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81063,80243,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81064,80243,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81065,80243,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81066,80243,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81067,80243,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81068,80243,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81069,80244,,1,<291281;291281;291281;291281;302441;291281;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81070,80244,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81071,80244,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81072,80244,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81073,80244,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81074,80244,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81075,80244,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81076,80244,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81077,80244,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81078,80244,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81079,80244,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81080,80244,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81081,80245,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81082,80245,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81083,80245,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81084,80245,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81085,80245,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81086,80245,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81087,80245,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81088,80245,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81089,80245,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81090,80245,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81091,80245,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81092,80245,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81093,80246,,1,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81094,80246,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81095,80246,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81096,80246,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81097,80246,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81098,80246,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81099,80246,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81100,80246,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81101,80246,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81102,80246,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81103,80246,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81104,80246,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81105,80251,,1,<291261;290731;292442;290721;302511;290741;>,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81106,80251,,2,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81107,80251,,3,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81108,80251,,4,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81109,80251,,5,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81110,80251,,6,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81111,80251,,7,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81112,80251,,8,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81113,80251,,9,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81114,80251,,10,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81115,80251,,11,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81116,80251,,12,,,,,,,,,,,,,stage/xcdg.csv,,,,,,,
81117,80301,,1,<293291;290601;291171;291611;303011;291611;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81118,80301,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81119,80301,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81120,80301,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81121,80301,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81122,80301,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81123,80301,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81124,80301,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81125,80301,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81126,80301,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81127,80301,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81128,80301,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81129,80302,,1,<290271;290461;292271;292631;303021;292241;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81130,80302,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81131,80302,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81132,80302,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81133,80302,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81134,80302,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81135,80302,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81136,80302,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81137,80302,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81138,80302,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81139,80302,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81140,80302,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81141,80303,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81142,80303,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81143,80303,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81144,80303,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81145,80303,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81146,80303,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81147,80303,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81148,80303,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81149,80303,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81150,80303,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81151,80303,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81152,80303,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81153,80304,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81154,80304,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81155,80304,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81156,80304,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81157,80304,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81158,80304,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81159,80304,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81160,80304,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81161,80304,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81162,80304,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81163,80304,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81164,80304,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81165,80305,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81166,80305,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81167,80305,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81168,80305,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81169,80305,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81170,80305,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81171,80305,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81172,80305,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81173,80305,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81174,80305,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81175,80305,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81176,80305,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81177,80306,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81178,80306,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81179,80306,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81180,80306,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81181,80306,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81182,80306,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81183,80306,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81184,80306,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81185,80306,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81186,80306,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81187,80306,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81188,80306,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81189,80311,,1,<292481;293291;0;290011;303111;290791;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81190,80311,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81191,80311,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81192,80311,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81193,80311,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81194,80311,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81195,80311,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81196,80311,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81197,80311,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81198,80311,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81199,80311,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81200,80311,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81201,80312,,1,<290273;290273;290273;290273;303121;290273;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81202,80312,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81203,80312,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81204,80312,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81205,80312,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81206,80312,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81207,80312,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81208,80312,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81209,80312,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81210,80312,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81211,80312,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81212,80312,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81213,80313,,1,<290012;303131;290013;290014;0;290015;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81214,80313,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81215,80313,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81216,80313,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81217,80313,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81218,80313,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81219,80313,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81220,80313,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81221,80313,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81222,80313,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81223,80313,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81224,80313,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81225,80314,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81226,80314,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81227,80314,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81228,80314,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81229,80314,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81230,80314,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81231,80314,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81232,80314,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81233,80314,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81234,80314,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81235,80314,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81236,80314,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81237,80315,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81238,80315,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81239,80315,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81240,80315,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81241,80315,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81242,80315,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81243,80315,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81244,80315,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81245,80315,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81246,80315,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81247,80315,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81248,80315,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81249,80316,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81250,80316,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81251,80316,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81252,80316,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81253,80316,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81254,80316,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81255,80316,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81256,80316,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81257,80316,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81258,80316,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81259,80316,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81260,80316,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81261,80321,,1,<290241;290241;290241;290242;303211;290242;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81262,80321,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81263,80321,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81264,80321,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81265,80321,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
