变量名,name,languages,drawlanguages,name_tw,name_en,name_vn,name_kr,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,introduction_tw,introduction_en,introduction_vn,introduction_kr,location,location_tw,location_en,location_vn,location_kr
1503,Aggron,,,波士可多拉,Aggron,404404,보스로라,1501,,<7>,3,,,,TRUE,,1501,1501,51501,5000,,1,<15;16;11;12>,1,<70;50;110;180;60;60;530>,1,3,11,3,<615;616;617;602;603>,,,3,1503,,,15033,<15031;15032;15033;15036;61151;61152>,1501,,<11043;11143;11243;11343;>,21501,3,3,{drawcard=huang_effect_loop},1501,2,3,3,3,<15011;15012;15013;15014>,,,,Its iron horns grow longer a little at a time. They are used to determine the Aggron's age. The gouges in its armor are worn with pride as mementos from battles.,由於頭上鐵制的角會一點一點變長，因此從角的長度可以得知波士可朵拉的年齡。鎧甲上的傷痕可說是它戰鬥的獎牌。,Its iron horns grow longer a little at a time. They are used to determine the Aggron's age. The gouges in its armor are worn with pride as mementos from battles.,"Nhờ độ dài của chiếc sừng bọc thép trên đầu Aggron mà ta có thể biết được tuổi của chúng. Những vết sẹo hằn trên lớp vỏ chính là phần thưởng cho những cuộc chiến của chúng. ","""머리 위 강철의 뿔이 점차 길어지기 때문에, 뿔의 길이로 보스로라의 나이를 알 수 있다. 갑옷의 상처는 싸움의 훈장이다.""",Damage taken by front line: Metal shield,前排承傷：鋼鐵護盾,Damage taken by front line: Metal shield,Sát Thương Hàng Trước: hộ thuẫn thép,전방 라인 피해 부담: 강철 실드
1504,Mega Aggron,<cn>,,超級波士可多拉,Mega Aggron,404404,메가보스로라,1501,,<7>,4,,,15010,TRUE,,,,51501,5000,,1,<15;16;11;12>,2,<70;50;140;230;60;80;630>,1,3,11,3,<615;616;617;602;603>,,,3,1504,,,15043,<15041;15042;15043;15046;61151;61152>,1501,,<11043;11143;11243;11343;>,21501,3,3,{drawcard=huang_effect_loop},1501,2,3,3,3,<15011;15012;15013;15014>,,,,"If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",當山體因滑坡或山火而變得荒蕪起來時，它就會不斷地運土、種上樹苗，將自己的領地打掃得漂漂亮亮的。,"If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.","Nếu vùng núi nơi chúng ở bị sạt lở hay hỏa hoạn, chúng sẽ không ngừng mang đất tới và trồng cây xanh để dọn dẹp lại lãnh địa của mình cho sạch đẹp. ","""산사태나 산불로 산이 황폐해지면, 열심히 흙을 나르고 나무 모종을 심어 자신의 영역을 깨끗이 청소한다.""",Damage taken by front line: Metal shield,前排承傷：鋼鐵護盾,Damage taken by front line: Metal shield,Sát Thương Hàng Trước: hộ thuẫn thép,전방 라인 피해 부담: 강철 실드
,Meditite,,,瑪沙那,Meditite,404404,요가랑,1511,,,1,,,,TRUE,,,,,5000,,1,,1,<30;60;40;55;40;55;280>,1,2,11,2,<612;613;614;602;603>,,,2,1511,,,15113,<15111;15112;15113;15116;61101;61102>,1511,,<11052;11152;11252;11352;>,21511,2,2,{drawcard=huang_effect_loop},1511,,2,2,2,,,,,"It continually meditates for hours every day. As a result of rigorous and dedicated yoga training, it has tempered its spiritual power so much it can fly.",每天都要持續冥想好幾個鐘頭，能以鍛煉出來的超能力在空中飛行。這是持續不斷修煉瑜伽所得的成果。,"It continually meditates for hours every day. As a result of rigorous and dedicated yoga training, it has tempered its spiritual power so much it can fly.","Mỗi ngày chúng đều ngồi thiền vài tiếng đồng hồ để tu luyện siêu năng lực bay lên không trung. Đây cũng chính là thành quả tu luyện không ngừng của chúng. ",매일 몇 시간이든 명상을 계속해 단련된 정신력으로 하늘을 난다. 끝없는 요가 수행으로 얻은 성과다.,,,,,
,Medicham,,,恰雷姆,Medicham,404404,요가램,1511,,,2,,,,TRUE,,,,,5000,,1,<6;8;14;16>,1,<60;80;60;75;60;75;410>,1,2,11,2,<612;613;614;602;603>,,,2,1512,,,15123,<15121;15122;15123;15126;61101;61102>,1511,,<11052;11152;11252;11352;>,21511,2,2,{drawcard=huang_effect_loop},1511,,2,2,2,,,,,"Through crushingly harsh yoga training, it gained the power to foretell its foe's actions. It battles with elegant, dance-like movement.",經過艱苦的瑜伽修煉後，具備了能事先預測對手行動的力量。以宛如跳舞般的優雅動作來戰鬥。,"Through crushingly harsh yoga training, it gained the power to foretell its foe's actions. It battles with elegant, dance-like movement.","Sau khi trải qua quá trình tu luyện gian khổ, lúc chiến đấu động tác chúng uốn dẻo xinh đẹp như đang nhảy múa và có khả năng dự đoán được hành động của đối thủ. ",가혹한 요가의 수행으로 상대의 움직임을 먼저 예측할 수 있는 힘을 얻게 되었다. 춤을 추는 듯한 우아한 움직임으로 싸운다.,,,,,
,Mega Medicham,<cn>,,超級恰雷姆,Mega Medicham,404404,메가요가램,1511,,,3,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<60;100;100;85;80;85;510>,1,2,11,2,<612;613;614;602;603>,,,2,1513,,,15133,<15131;15132;15133;15136;61101;61102>,1511,,<11052;11152;11252;11352;>,21511,2,2,{drawcard=huang_effect_loop},1511,,2,2,2,,,,,"Through the power of meditation, Medicham developed its sixth sense. It also gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",因瑜伽的力量第６感得到了提高，自己也變得可以操縱精神力量。會在１個月裡不吃任何東西進行冥想。,"Through the power of meditation, Medicham developed its sixth sense. It also gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.","Nhờ tập yoga mà chúng mở được giác quan thứ sáu và làm chủ sức mạnh tâm linh. Chúng có thể ngồi thiền cả tháng trời mà chẳng cần ăn uống. ",요가의 힘으로 제6의 감각이 발달하여 사이코 파워를 다룰 수 있게 되었다. 1개월간 아무것도 먹지 않고 명상한다.,,,,,
,Electrike,,,落雷獸,Electrike,404404,썬더라이,1521,,,1,,,,TRUE,,,,,5000,,1,<6;7;18;19>,1,<40;65;45;40;65;40;295>,1,3,11,3,<612;613;614;602;603>,,,3,1521,,,15213,<15211;15212;15213;15216;61101;61102>,1521,,<11053;11153;11253;11353;>,21521,3,3,{drawcard=huang_effect_loop},1521,,3,3,3,,,,,"It generates electricity using friction from the atmosphere. In seasons with especially arid air, its entire body blazes with violent showers of sparks.",能籍由與空氣摩擦來產生電力。尤其是在空氣乾燥的季節裡，全身更會激烈地散發出火花。,"It generates electricity using friction from the atmosphere. In seasons with especially arid air, its entire body blazes with violent showers of sparks.","Ma sát giữa lông chúng và không khí tạo ra điện tích nhất là vào mùa thời tiết hanh khô toàn thân chúng kịch liệt phát ra những đóm lửa. ",공기의 마찰로 전기를 만들 수 있다. 특히 공기가 건조한 계절에는 온몸에서 불꽃을 격렬하게 퍼트린다.,,,,,
,Manectric,,,雷電獸,Manectric,404404,썬더볼트,1521,,,2,,,,TRUE,,,,,5000,,1,<6;7;18;19>,1,<70;105;75;60;105;60;475>,1,3,11,3,<612;613;614;602;603>,,,3,1522,,,15223,<15221;15222;15223;15226;61101;61102>,1521,,<11053;11153;11253;11353;>,21521,3,3,{drawcard=huang_effect_loop},1521,,3,3,3,,,,,"Because lightning falls in their vicinities, Manectric were thought to have been born from lightning. In battle, they create thunderclouds.",由於在雷電獸的附近會有電光落下，因此被人認為是從電光中誕生的。一旦進行戰鬥就會產生雷雲。,"Because lightning falls in their vicinities, Manectric were thought to have been born from lightning. In battle, they create thunderclouds.","Do Manectric được tìm ra dưới những tia điện bất thường vì vậy người ta tưởng là chúng được sinh ra trong tia điện. Một khi  tiến hành chiến đấu sẽ tạo ra những đám mây tích điện. ","""썬더볼트의 근처에 번개가 떨어지는 탓에, 사람들은 녀석이 번개에서 탄생났다고 생각하고 있다. 싸움이 붙으면 번개 구름을 만든다.""",,,,,
,Mega Manectric,<cn>,,超級雷電獸,Mega Manectric,404404,메가썬더볼트,1521,,,3,,,,TRUE,,,,,5000,,1,<6;7;18;19>,2,<70;135;75;80;135;80;575>,1,3,11,3,<612;613;614;602;603>,,,3,1523,,,15233,<15231;15232;15233;15236;61101;61102>,1521,,<11053;11153;11253;11353;>,21521,3,3,{drawcard=huang_effect_loop},1521,,3,3,3,,,,,"Too much electricity has built up in its body, irritating Manectric. Its explosive speed is equal to that of a lightning bolt.",因身體裡儲存著過多的電而焦躁不安。有著與落雷相同速度的瞬間爆發力。,"Too much electricity has built up in its body, irritating Manectric. Its explosive speed is equal to that of a lightning bolt.","Chúng cáu gắt bất an do tích tụ quá nhiều điện tích trong người. Tốc độ của chúng ngang ngửa như một tia sét. ",몸에 전기가 너무 쌓여서 초조하고 불안해한다. 낙뢰와 같은 스피드의 순발력을 가졌다.,,,,,
,Plusle,,,正電拍拍,Plusle,404404,플러시,1531,,,1,,,,TRUE,,,,,5000,,1,<6;7;18;19>,1,<60;95;50;40;85;75;405>,1,1,1,1,<612;613;614;602;603>,,,1,1531,,,15313,<15311;15312;15313;15316;61101;61102>,1531,,<11051;11151;11251;11351;>,21531,1,2,{drawcard=huang_effect_loop},1531,,1,1,1,,,,,"It has the trait of cheering on its fellow Pokémon. By shorting out the electricity it releases from its paws, it creates pom-poms for cheering.",具有會為夥伴神奇寶貝加油的習性。可以將兩手所散發出的電力發射出去，以做出火花的碰撞效果。,"It has the trait of cheering on its fellow Pokémon. By shorting out the electricity it releases from its paws, it creates pom-poms for cheering.",Là loài Pokémon có tập tính cổ vũ cho đồng đội. Chúng bắn ra điện tích từ hai bàn tay va chạm nhau để tạo hiệu ứng pháo hoa tuyệt đẹp để cổ vũ.,동료 포켓몬을 응원하는 습성을 지녔다. 양손에서 나오는 전기를 발사해 불꽃의 응원 효과를 선보인다.,,,,,
,Minun,,,負電拍拍,Minun,404404,마이농,1541,,,1,,,,TRUE,,,,,5000,,1,<6;8;22;25>,1,<60;95;40;50;75;85;405>,1,1,1,1,<612;613;614;602;603>,,,1,1541,,,15413,<15411;15412;15413;15416;61101;61102>,1541,,<11051;11151;11251;11351;>,21541,1,2,{drawcard=huang_effect_loop},1541,,1,1,1,,,,,"According to the research by the Pokémon Institute, under both positive and negative electric current, one's blood circulation will improve and become more energetic.",據神奇寶貝學會研究，當同時處於正電拍拍與負電拍拍的電流之下，血液迴圈會改善而變得更有活力。,"According to the research by the Pokémon Institute, under both positive and negative electric current, one's blood circulation will improve and become more energetic.","Theo nghiên cứu của Hiệp hội Pokémon, khi Plusle và Minun ở dưới dòng điện lưu cùng lúc, lưu thông máu sẽ được cải thiện và trở nên tràn đầy năng lượng hơn.","""학회의 연구에 따르면, 동시에 마이농과 플러시의 전류에 노출될 경우 혈액 순환이 개선되고 활력을 얻는다고 한다.""",,,,,
,Volbeat,,,電螢蟲,Volbeat,404404,볼비트,1551,,,1,,,,TRUE,,,,,5000,1,1,<6;8;22;25>,1,<65;85;73;75;47;85;430>,1,1,1,1,<609;610;611;602;603>,,,1,1551,,,15513,<15511;15512;15513;15516;61101;61102>,1551,,<11001;11101;11201;11301;>,21551,1,2,{drawcard=huang_effect_loop},1551,,1,1,1,,,,,"With their taillights lit, they fly in a swarm, drawing geometric designs in the night sky. They move their nests if their pond water becomes dirty.",會一邊點亮尾巴的亮光，同時集體在夜空裡畫出幾何圖案般的花紋。當池裡的水被污染時會轉移棲息地。,"With their taillights lit, they fly in a swarm, drawing geometric designs in the night sky. They move their nests if their pond water becomes dirty.","Cả đàn chúng sẽ làm cái đuôi phát sáng và vẽ những hình thù rực rỡ giữa trời đêm. Khi nước trong đầm bị ô nhiễm thì chúng sẽ đổi nơi ở. ","""꼬리에서 빛을 내며, 밤하늘에 모여 기하학적인 모양을 그린다. 연못의 물이 더러워지면 서식지를 옮긴다.""",,,,,
,Illumise,,,甜甜螢,Illumise,404404,네오비트,1561,,,1,,,,TRUE,,,,,5000,2,1,<6;8;22;25>,1,<65;85;47;75;73;85;430>,1,1,1,1,<609;610;611;602;603>,,,1,1561,,,15613,<15611;15612;15613;15616;61101;61102>,1561,,<11001;11101;11201;11301;>,21561,1,2,{drawcard=huang_effect_loop},1561,,1,1,1,,,,,A nocturnal insect that becomes active upon nightfall. It leads a Volbeat swarm to draw patterns in the night sky. Over 200 different patterns have been confirmed.,從黃昏起才開始行動的夜行性昆蟲。它引導電螢蟲畫出來的花紋，已經確認有200種以上。,A nocturnal insect that becomes active upon nightfall. It leads a Volbeat swarm to draw patterns in the night sky. Over 200 different patterns have been confirmed.,"Là loài Pokémon hoạt động về đêm. Chúng dẫn dắt đàn Volbeat vẽ hoa văn và có hơn 200 loài khác nhau đã từng được ghi nhận. ","""해 질 녘부터 행동을 시작하는 야행성 포켓몬, 볼비트를 유도해서 그려내는 모양은 200종류 이상이 확인되었다.""",,,,,
,Budew,,,含羞苞,Budew,404404,꼬몽울,1571,,,1,,,,TRUE,,,,,5000,,1,<6;8;22;25>,1,<40;55;30;35;50;70;280>,1,2,11,2,<609;610;611;602;603>,,,2,1571,,,15713,<15711;15712;15713;15716;61101;61102>,1571,,<11002;11102;11202;11302;>,21571,2,2,{drawcard=huang_effect_loop},1571,,2,2,2,,,,,,,,,,,,,,
,Roselia,,,毒薔薇,Roselia,404404,로젤리아,1571,,,2,,,,TRUE,,,,,5000,,1,<22;24;18;20>,1,<50;65;60;45;100;80;400>,1,2,11,2,<609;610;611;602;603>,,,2,1572,,,15723,<15721;15722;15723;15726;61101;61102>,1571,,<11002;11102;11202;11302;>,21571,2,2,{drawcard=huang_effect_loop},1571,,2,2,2,,,,,A Roselia that drinks nutritionally rich springwater blooms with lovely flowers. The fragrance of its flowers has the effect of making its foes careless.,喝下了充滿營養的湧泉的毒薔薇，會開出非常美麗的花朵。花朵的香味具有讓敵人大意的效果。,A Roselia that drinks nutritionally rich springwater blooms with lovely flowers. The fragrance of its flowers has the effect of making its foes careless.,"Uống chất dịch mà Roselia tuôn ra dồi dào dưỡng chất thì sẽ nở ra đoá hoa vô cùng xinh đẹp. Hương thơm của hoa sẽ làm kẻ địch lơ là cảnh giác. ",영양 만점의 샘물을 마신 로젤리아는 아름다운 꽃을 피운다. 꽃의 향기는 적을 방심시키는 효과가 있다.,,,,,
,Roserade,,,羅絲雷朵,Roserade,404404,로즈레이드,1571,,,3,,,,TRUE,,,,,5000,,1,<22;24;18;20>,1,<60;90;70;65;125;105;515>,1,2,11,2,<609;610;611;602;603>,,,2,1573,,,15733,<15731;15732;15733;15736;61101;61102>,1571,,<11002;11102;11202;11302;>,21571,2,2,{drawcard=huang_effect_loop},1571,,2,2,2,,,,,,,,,,,,,,
,Gulpin,,,溶食獸,Gulpin,404404,꼴깍몬,1581,,,1,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<70;40;43;53;43;53;302>,1,1,1,1,<621;622;623;602;603>,,,1,1581,,,15813,<15811;15812;15813;15816;61101;61102>,1581,,<11021;11121;11221;11321;>,21581,1,2,{drawcard=huang_effect_loop},1581,,1,1,1,,,,,"Virtually all of its body is its stomach. As a result, it can swallow something its own size. This Pokémon’s stomach contains a special fluid that digests anything.",因為整個身體幾乎都是胃，所以能吞下和自己一樣大的東西。會用特殊的胃液消化任何東西。,"Virtually all of its body is its stomach. As a result, it can swallow something its own size. This Pokémon’s stomach contains a special fluid that digests anything.","Vì hầu hết cơ thể của loài này là dạ dày, nên chúng có thể nuốt chửng những vật to bằng kích thước cơ thể. Dạ dày chúng có chứa chất dịch đặc biệt có thể tiêu hóa tất cả mọi thứ. ",몸의 대부분이 위로 되어 있어 자신과 크기가 같은 것도 삼킨다. 특수한 위액으로 무엇이든 소화한다.,,,,,
,Swalot,,,吞食獸,Swalot,404404,꿀꺽몬,1581,,,2,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<100;55;73;83;73;83;467>,1,1,1,1,<621;622;623;602;603>,,,1,1582,,,15823,<15821;15822;15823;15826;61101;61102>,1581,,<11021;11121;11221;11321;>,21581,1,2,{drawcard=huang_effect_loop},1581,,1,1,1,,,,,"When Swalot spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target.  Once the prey has weakened, this Pokémon gulps it down whole with its cavernous mouth.",發現獵物後會向對方撒出自毛孔中噴出的帶劇毒的體液。等獵物變弱後就會張開大嘴一口吞掉對方。,"When Swalot spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target.  Once the prey has weakened, this Pokémon gulps it down whole with its cavernous mouth.","Khi loài này phát hiện ra con mồi, chúng phun ra chất dịch độc trong lên người đối thủ. Chờ khi đối phương đã suy yếu, chúng dùng cái miệng khổng lồ nuốt chửng.","""사냥감을 발견하면 모공에서 맹독의 체액을 뿜어내어 끼얹으며, 사냥감이 약해지면 커다란 입으로 한입에 먹는다.""",,,,,
,Carvanha,,,利牙魚,Carvanha,404404,샤프니아,1591,,,1,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<45;65;90;20;65;20;305>,1,2,11,2,<621;622;623;602;603>,,,2,1591,,,15913,<15911;15912;15913;15916;61101;61102>,1591,,<11022;11122;11222;11322;>,21591,2,2,{drawcard=huang_effect_loop},1591,,2,2,2,,,,,"Carvanha attack ships in swarms, making them sink. Although it is said to be a very vicious Pokémon, it timidly flees as soon as it finds itself alone.",會集體襲擊船隻使船沉沒。雖然被稱為非常兇暴的寶可夢，不過一旦剩下一隻時就會馬上逃掉。,"Carvanha attack ships in swarms, making them sink. Although it is said to be a very vicious Pokémon, it timidly flees as soon as it finds itself alone.","Chúng thường đi theo đàn và dùng hàm răng sắc nhọn để làm đắm thuyền bè. Mặc dù được cho là loài Pokémon hung bạo, nhưng khi chỉ có một con đơn độc thì chúng sẽ bỏ chạy ngay lập tức.","""집단으로 배를 습격해서 침몰시킨다. 무척 흉포한 포켓몬이라고 알려져 있으나, 한 마리만 남게 되면 즉시 도망친다.""",,,,,
,Sharpedo,,,巨牙鯊,Sharpedo,404404,샤크니아,1591,,,2,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<70;95;120;40;95;40;460>,1,2,11,2,<621;622;623;602;603>,,,2,1592,,,15923,<15921;15922;15923;15926;61101;61102>,1591,,<11022;11122;11222;11322;>,21591,2,2,{drawcard=huang_effect_loop},1591,,2,2,2,,,,,The vicious and sly gangster of the sea. Its skin is specially textured to minimize drag in water. Its speed tops out at over 75 mph per hour.,性格兇暴且狡猾聰明的海之王者。擁有能減少水抗性的特殊皮膚，最高時速可以超過120公里。,The vicious and sly gangster of the sea. Its skin is specially textured to minimize drag in water. Its speed tops out at over 75 mph per hour.,"Vị vua hung dữ, xảo quyệt và thông minh của đại dương. Với làn da đặc biệt làm giảm khả năng chống nước, tốc độ tối đa có thể vượt quá 120 km mỗi giờ. ","""성격이 흉폭하고 교활한 바다의 갱스터, 물의 저항을 줄이는 특수한 피부를 지니고 있으며. 최고 속도는 시속 120km를 넘는다.""",,,,,
,Mega Sharpedo,<cn>,,超級巨牙鯊,Mega Sharpedo,404404,메가샤크니아,1591,,,3,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<70;105;140;70;110;65;560>,1,2,11,2,<621;622;623;602;603>,,,2,1593,,,15933,<15931;15932;15933;15936;61101;61102>,1591,,<11022;11122;11222;11322;>,21591,2,2,{drawcard=huang_effect_loop},1591,,2,2,2,,,,,"The moment it charges into its opponent, sharp spikes pop out of Sharpedo's head, leaving its opponent with deep wounds.",在猛撞的瞬間，會從頭上射出尖刺，給對手的身體造成很深的傷。,"The moment it charges into its opponent, sharp spikes pop out of Sharpedo's head, leaving its opponent with deep wounds.","Vào khoảng khắc chúng tấn công, các gai nhọn được bắn ra và gây nên vết thương rất sâu với đối thủ.",돌진하는 순간 머리에서 날카로운 가시가 튀어나와 상대의 몸에 깊은 상처를 입힌다.,,,,,
,Wailmer,,,吼吼鯨,Wailmer,404404,고래왕자,1601,,,1,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<130;60;70;35;70;35;400>,1,2,11,2,<621;622;623;602;603>,,,2,1601,,,16013,<16011;16012;16013;16016;61101;61102>,1601,,<11022;11122;11222;11322;>,21601,2,2,{drawcard=huang_effect_loop},1601,,2,2,2,,,,,"While this Pokémon usually lives in the sea, it can survive on land, although not too long. It loses vitality if its body becomes dried out.",雖然平時是住在海裡的寶可夢，不過只是短時間的話也可以在陸地生活。如果身體乾燥的話就會很沒有精神。,"While this Pokémon usually lives in the sea, it can survive on land, although not too long. It loses vitality if its body becomes dried out.",Loài Pokémon bình thường sống trong nước nhưng lại có thể ở trên cạn trong khoảng thời gian ngắn. Sẽ uể oải mệt mỏi nếu như cơ thể khô ráo.,"""평소에는 바다에서 사는 포켓몬이지만, 짧은 시간이라면 지상에서도 생활할 수 있다. 몸이 건조해지면 기운이 없어진다.""",,,,,
,Wailord,,,吼鯨王,Wailord,404404,고래왕,1601,,,2,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<170;60;90;45;90;45;500>,1,2,11,2,<621;622;623;602;603>,,,2,1602,,,16023,<16021;16022;16023;16026;61101;61102>,1601,,<11022;11122;11222;11322;>,21601,2,2,{drawcard=huang_effect_loop},1601,,2,2,2,,,,,"It is the largest of all identified Pokémon up to now.  It swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.",已發現的最大的寶可夢。會悠然地在汪洋大海中遊動，並用大嘴一口氣吃掉大量的食物。,"It is the largest of all identified Pokémon up to now.  It swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.","Loài Pokémon to lớn nhất được phát hiện ra. Chúng bơi thong thả trong đại dương mênh mông và há cái miệng rộng để ăn một lượng lớn thức ăn. ","""현재까지 발견된 것 중 가장 큰 포켓몬이다. 크고 넓은 바다를 느긋하게 헤엄치며, 큰 입으로 한 번에 대량의 먹이를 먹는다.""",,,,,
1611,Numel,,,呆火駝,Numel,404404,둔타,1611,,<8>,1,,,,TRUE,,1611,1611,51611,5000,,1,<18;19;20;21>,1,<60;35;60;40;65;45;305>,1,2,11,2,<618;619;620;602;603>,,,2,1611,,,16113,<16111;16112;16113;16116;61151;61152>,1611,,<11032;11132;11232;11332;>,21611,2,2,,1611,16,2,2,2,<16111;16112;16113>,,,,A Numel stores boiling magma in the hump on its back. It is a hardy Pokémon that can transport a 220-pound load. It has served humans at work since long ago.,在它背裡積累著熱滾滾的熔岩。擁有能搬運100公斤重貨物的力量。長久以來一直在幫助人類工作。,A Numel stores boiling magma in the hump on its back. It is a hardy Pokémon that can transport a 220-pound load. It has served humans at work since long ago.,"Trên lưng của chúng tích trữ mắc ma nóng hừng hực. Có khả năng vận chuyển 100kg hàng hoá và luôn giúp đỡ con người trong công việc. ","""등의 혹에는 뜨거운 용암이 담겨 있다. 100kg의 짐을 운반할 수 있으며, 오래 전부터 사람의 일을 도와주고 있다.""",Charge damage: Fire-type cannon,蓄力輸出：火系炮臺,Charge damage: Fire-type cannon,404404,차지 공격: 불꽃 타입 포대
1612,Camerupt,,,噴火駝,Camerupt,404404,폭타,1611,,<8>,2,,,,TRUE,,1611,1611,51611,5000,,1,<18;19;20;21>,1,<70;40;100;70;105;75;460>,1,2,11,2,<618;619;620;602;603>,,,2,1612,,,16123,<16121;16122;16123;16126;61151;61152>,1611,,<11032;11132;11232;11332;>,21611,2,2,,1611,16,2,2,2,<16111;16112;16113>,,,,"They have volcanoes inside their bodies, which can erupt and spew lava of 18,000 degrees Fahrenheit from the humps at times.",體內有著火山的寶可夢。時不時會從背上的駝峰裡噴出體內儲存的１萬攝氏度的熔岩。,"They have volcanoes inside their bodies, which can erupt and spew lava of 18,000 degrees Fahrenheit from the humps at times.",Loài Pokémon có nguyên cả núi lửa bên trong cơ thể. Bướu trên lưng chúng lúc có lúc không phun ra mắc ma có sức nóng lên tới mười ngàn độ C.,"""몸 안에 화산을 지닌 포켓몬, 몸 안에 모은 섭씨 1만 도의 용암을 등에 있는 혹에서 가끔씩 뿜어낸다.""",Charge damage: Fire-type cannon,蓄力輸出：火系炮臺,Charge damage: Fire-type cannon,404404,차지 공격: 불꽃 타입 포대
,Mega Camerupt,<cn>,,超級噴火駝,Mega Camerupt,404404,메가폭타,1611,,,3,,,,TRUE,,,,,5000,,1,<18;19;20;21>,1,<70;20;120;100;145;105;560>,1,2,11,2,<618;619;620;602;603>,,,2,1613,,,16133,<16131;16132;16133;16136;61151;61152>,1611,,<11032;11132;11232;11332;>,21611,2,2,{drawcard=huang_effect_loop},1611,,2,2,2,<16111;16112;16113>,,,,The humps on Camerupt's back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,背上的駝峰是由骨頭演變而來的。時不時會噴出沸騰的熔岩。憤怒時好像會經常噴發。,The humps on Camerupt's back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,"Cặp bướu trên lưng chúng vốn là do xương biến hoá thành. Thi thoảng chúng lại phun trào mắc ma sôi sùng sục, và có vẻ sẽ phun thường xuyên hơn nếu bị chọc tức.",등의 혹은 뼈가 변형된 것이다. 펄펄 끓는 마그마를 가끔씩 뿜어올린다. 화났을 때는 자주 분화하는 것 같다.,Charge damage: Fire-type cannon,蓄力輸出：火系炮臺,Charge damage: Fire-type cannon,404404,차지 공격: 불꽃 타입 포대
,Torkoal,,,煤炭龜,Torkoal,404404,코터스,1621,,,1,,,,TRUE,,,,,5000,,1,<15;16;11;12>,1,<70;20;85;140;85;70;470>,1,1,1,1,<618;619;620;602;603>,,,1,1621,,,16213,<16211;16212;16213;16216;61101;61102>,1621,,<11031;11131;11231;11331;>,21621,1,2,{drawcard=huang_effect_loop},1621,,1,1,1,,,,,"It battles using energy it gets from burning coal. When loosing smoke from its nostrils, it lets off a sound that is similar to a locomotive's horn.",會以燃燒木炭所產生的能量戰鬥。當它從鼻孔裡噴出煙霧的時候，會發出宛如火車汽笛的聲音。,"It battles using energy it gets from burning coal. When loosing smoke from its nostrils, it lets off a sound that is similar to a locomotive's horn.","Nó sẽ chiến đấu với năng lượng được tạo ra bằng cách đốt than. Khi nó phun khói từ lỗ mũi, nó sẽ phát ra âm thanh như tiếng còi của tàu hoả.",석탄을 태워 만든 에너지로 싸운다. 콧구멍에서 연기를 뿜어낼 때 기관차의 경적과 같은 소리를 낸다.,,,,,
,Spoink,,,跳跳豬,Spoink,404404,피그점프,1631,,,1,,,,TRUE,,,,,5000,,1,<22;24;18;20>,1,<60;60;25;35;70;80;330>,1,1,1,1,<606;607;608;602;603>,,,1,1631,,,16313,<16311;16312;16313;16316;61101;61102>,1631,,<11011;11111;11211;11311;>,21631,1,2,{drawcard=huang_effect_loop},1631,,1,1,1,,,,,A Pokémon that manipulates psychic power at will. It doesn't stop bouncing even when it is asleep. It loves eating mushrooms that grow underground.,能自由自在地操縱超能力的寶可夢。即使在睡覺的時候也不斷彈跳著。從地底長出來的香菇是它的最愛。,A Pokémon that manipulates psychic power at will. It doesn't stop bouncing even when it is asleep. It loves eating mushrooms that grow underground.,"Loài Pokémon có thể thao túng sử dụng siêu năng lực một cách tự do. Ngay cả khi ngủ chúng cũng không ngừng nảy lên. Chúng rất thích ăn loại nấm hương từ dưới lòng đất mọc lên. ","""사이코 파워를 자유자재로 조종하는 포켓몬, 잠자고 있을 때도 뛰어오르고 있다. 땅 속에서 자라는 버섯을 가장 좋아한다.""",,,,,
