变量名,equip_id,stage,costGold,costItemMap
15566,11112,16,180000,{100=24;5025=72;5026=72;5027=72;}
15567,11112,17,200000,{100=30;5028=100;5029=100;5030=100;}
15568,11112,18,220000,{100=36;5031=150;5032=150;5033=150;}
15569,11112,19,240000,{100=42;5034=200;5035=200;5036=200;}
15570,11112,20,260000,{100=48;5037=220;5038=220;5039=220;}
15571,11112,21,300000,{100=54;5040=240;5041=240;5042=240;}
15572,11112,22,350000,{100=60;5043=260;5044=260;5045=260;}
15573,11112,23,400000,{100=66;5046=280;5047=280;5048=280;}
15574,11112,24,450000,{100=72;5049=300;5050=300;5051=300;}
15575,11112,25,500000,{100=78;5052=320;5053=320;5054=320;}
15576,11112,26,550000,{100=84;5055=340;5056=340;5057=340;}
15577,11112,27,600000,{100=90;5058=360;5059=360;5060=360;}
15578,11112,28,650000,{100=96;5061=380;5062=380;5063=380;}
15579,11112,29,700000,{100=102;5064=400;5065=400;5066=400;}
15580,11112,30,750000,{100=108;5064=420;5065=420;5066=420;}
15601,11113,1,5000,{100=1;}
15602,11113,2,10000,{100=1;}
15603,11113,3,15000,{100=1;}
15604,11113,4,20000,{100=1;5004=2;5005=2;5006=2;}
15605,11113,5,25000,{100=1;5007=2;5008=2;5009=2;}
15606,11113,6,30000,{100=1;5010=3;5011=3;5012=3;}
15607,11113,7,35000,{100=2;5010=4;5011=4;5012=4;}
15608,11113,8,40000,{100=2;5013=5;5014=5;5015=5;}
15609,11113,9,50000,{100=4;5013=6;5014=6;5015=6;}
15610,11113,10,60000,{100=4;5016=8;5017=8;5018=8;}
15611,11113,11,80000,{100=6;5016=10;5017=10;5018=10;}
15612,11113,12,100000,{100=6;5019=16;5020=16;5021=16;}
15613,11113,13,120000,{100=9;5019=24;5020=24;5021=24;}
15614,11113,14,140000,{100=12;5022=36;5023=36;5024=36;}
15615,11113,15,160000,{100=18;5022=54;5023=54;5024=54;}
15616,11113,16,180000,{100=24;5025=72;5026=72;5027=72;}
15617,11113,17,200000,{100=30;5028=100;5029=100;5030=100;}
15618,11113,18,220000,{100=36;5031=150;5032=150;5033=150;}
15619,11113,19,240000,{100=42;5034=200;5035=200;5036=200;}
15620,11113,20,260000,{100=48;5037=220;5038=220;5039=220;}
15621,11113,21,300000,{100=54;5040=240;5041=240;5042=240;}
15622,11113,22,350000,{100=60;5043=260;5044=260;5045=260;}
15623,11113,23,400000,{100=66;5046=280;5047=280;5048=280;}
15624,11113,24,450000,{100=72;5049=300;5050=300;5051=300;}
15625,11113,25,500000,{100=78;5052=320;5053=320;5054=320;}
15626,11113,26,550000,{100=84;5055=340;5056=340;5057=340;}
15627,11113,27,600000,{100=90;5058=360;5059=360;5060=360;}
15628,11113,28,650000,{100=96;5061=380;5062=380;5063=380;}
15629,11113,29,700000,{100=102;5064=400;5065=400;5066=400;}
15630,11113,30,750000,{100=108;5064=420;5065=420;5066=420;}
15651,11114,1,5000,{100=1;}
15652,11114,2,10000,{100=1;}
15653,11114,3,15000,{100=1;}
15654,11114,4,20000,{100=1;5004=2;5005=2;5006=2;}
15655,11114,5,25000,{100=1;5007=2;5008=2;5009=2;}
15656,11114,6,30000,{100=1;5010=3;5011=3;5012=3;}
15657,11114,7,35000,{100=2;5010=4;5011=4;5012=4;}
15658,11114,8,40000,{100=2;5013=5;5014=5;5015=5;}
15659,11114,9,50000,{100=4;5013=6;5014=6;5015=6;}
15660,11114,10,60000,{100=4;5016=8;5017=8;5018=8;}
15661,11114,11,80000,{100=6;5016=10;5017=10;5018=10;}
15662,11114,12,100000,{100=6;5019=16;5020=16;5021=16;}
15663,11114,13,120000,{100=9;5019=24;5020=24;5021=24;}
15664,11114,14,140000,{100=12;5022=36;5023=36;5024=36;}
15665,11114,15,160000,{100=18;5022=54;5023=54;5024=54;}
15666,11114,16,180000,{100=24;5025=72;5026=72;5027=72;}
15667,11114,17,200000,{100=30;5028=100;5029=100;5030=100;}
15668,11114,18,220000,{100=36;5031=150;5032=150;5033=150;}
15669,11114,19,240000,{100=42;5034=200;5035=200;5036=200;}
15670,11114,20,260000,{100=48;5037=220;5038=220;5039=220;}
15671,11114,21,300000,{100=54;5040=240;5041=240;5042=240;}
15672,11114,22,350000,{100=60;5043=260;5044=260;5045=260;}
15673,11114,23,400000,{100=66;5046=280;5047=280;5048=280;}
15674,11114,24,450000,{100=72;5049=300;5050=300;5051=300;}
15675,11114,25,500000,{100=78;5052=320;5053=320;5054=320;}
15676,11114,26,550000,{100=84;5055=340;5056=340;5057=340;}
15677,11114,27,600000,{100=90;5058=360;5059=360;5060=360;}
15678,11114,28,650000,{100=96;5061=380;5062=380;5063=380;}
15679,11114,29,700000,{100=102;5064=400;5065=400;5066=400;}
15680,11114,30,750000,{100=108;5064=420;5065=420;5066=420;}
16001,11121,1,5000,{100=1;}
16002,11121,2,10000,{100=1;}
16003,11121,3,15000,{100=1;}
16004,11121,4,20000,{100=1;5004=2;5005=2;5006=2;}
16005,11121,5,25000,{100=1;5007=2;5008=2;5009=2;}
16006,11121,6,30000,{100=1;5010=3;5011=3;5012=3;}
16007,11121,7,35000,{100=2;5010=4;5011=4;5012=4;}
16008,11121,8,40000,{100=2;5013=5;5014=5;5015=5;}
16009,11121,9,50000,{100=4;5013=6;5014=6;5015=6;}
16010,11121,10,60000,{100=4;5016=8;5017=8;5018=8;}
16011,11121,11,80000,{100=6;5016=10;5017=10;5018=10;}
16012,11121,12,100000,{100=6;5019=16;5020=16;5021=16;}
16013,11121,13,120000,{100=9;5019=24;5020=24;5021=24;}
16014,11121,14,140000,{100=12;5022=36;5023=36;5024=36;}
16015,11121,15,160000,{100=18;5022=54;5023=54;5024=54;}
16016,11121,16,180000,{100=24;5025=72;5026=72;5027=72;}
16017,11121,17,200000,{100=30;5028=100;5029=100;5030=100;}
16018,11121,18,220000,{100=36;5031=150;5032=150;5033=150;}
16019,11121,19,240000,{100=42;5034=200;5035=200;5036=200;}
16020,11121,20,260000,{100=48;5037=220;5038=220;5039=220;}
16021,11121,21,300000,{100=54;5040=240;5041=240;5042=240;}
16022,11121,22,350000,{100=60;5043=260;5044=260;5045=260;}
16023,11121,23,400000,{100=66;5046=280;5047=280;5048=280;}
16024,11121,24,450000,{100=72;5049=300;5050=300;5051=300;}
16025,11121,25,500000,{100=78;5052=320;5053=320;5054=320;}
16026,11121,26,550000,{100=84;5055=340;5056=340;5057=340;}
16027,11121,27,600000,{100=90;5058=360;5059=360;5060=360;}
16028,11121,28,650000,{100=96;5061=380;5062=380;5063=380;}
16029,11121,29,700000,{100=102;5064=400;5065=400;5066=400;}
16030,11121,30,750000,{100=108;5064=420;5065=420;5066=420;}
16051,11122,1,5000,{100=1;}
16052,11122,2,10000,{100=1;}
16053,11122,3,15000,{100=1;}
16054,11122,4,20000,{100=1;5004=2;5005=2;5006=2;}
16055,11122,5,25000,{100=1;5007=2;5008=2;5009=2;}
16056,11122,6,30000,{100=1;5010=3;5011=3;5012=3;}
16057,11122,7,35000,{100=2;5010=4;5011=4;5012=4;}
16058,11122,8,40000,{100=2;5013=5;5014=5;5015=5;}
16059,11122,9,50000,{100=4;5013=6;5014=6;5015=6;}
16060,11122,10,60000,{100=4;5016=8;5017=8;5018=8;}
16061,11122,11,80000,{100=6;5016=10;5017=10;5018=10;}
16062,11122,12,100000,{100=6;5019=16;5020=16;5021=16;}
16063,11122,13,120000,{100=9;5019=24;5020=24;5021=24;}
16064,11122,14,140000,{100=12;5022=36;5023=36;5024=36;}
16065,11122,15,160000,{100=18;5022=54;5023=54;5024=54;}
16066,11122,16,180000,{100=24;5025=72;5026=72;5027=72;}
16067,11122,17,200000,{100=30;5028=100;5029=100;5030=100;}
16068,11122,18,220000,{100=36;5031=150;5032=150;5033=150;}
16069,11122,19,240000,{100=42;5034=200;5035=200;5036=200;}
16070,11122,20,260000,{100=48;5037=220;5038=220;5039=220;}
16071,11122,21,300000,{100=54;5040=240;5041=240;5042=240;}
16072,11122,22,350000,{100=60;5043=260;5044=260;5045=260;}
16073,11122,23,400000,{100=66;5046=280;5047=280;5048=280;}
16074,11122,24,450000,{100=72;5049=300;5050=300;5051=300;}
16075,11122,25,500000,{100=78;5052=320;5053=320;5054=320;}
16076,11122,26,550000,{100=84;5055=340;5056=340;5057=340;}
16077,11122,27,600000,{100=90;5058=360;5059=360;5060=360;}
16078,11122,28,650000,{100=96;5061=380;5062=380;5063=380;}
16079,11122,29,700000,{100=102;5064=400;5065=400;5066=400;}
16080,11122,30,750000,{100=108;5064=420;5065=420;5066=420;}
16101,11123,1,5000,{100=1;}
16102,11123,2,10000,{100=1;}
16103,11123,3,15000,{100=1;}
16104,11123,4,20000,{100=1;5004=2;5005=2;5006=2;}
16105,11123,5,25000,{100=1;5007=2;5008=2;5009=2;}
16106,11123,6,30000,{100=1;5010=3;5011=3;5012=3;}
16107,11123,7,35000,{100=2;5010=4;5011=4;5012=4;}
16108,11123,8,40000,{100=2;5013=5;5014=5;5015=5;}
16109,11123,9,50000,{100=4;5013=6;5014=6;5015=6;}
16110,11123,10,60000,{100=4;5016=8;5017=8;5018=8;}
16111,11123,11,80000,{100=6;5016=10;5017=10;5018=10;}
16112,11123,12,100000,{100=6;5019=16;5020=16;5021=16;}
16113,11123,13,120000,{100=9;5019=24;5020=24;5021=24;}
16114,11123,14,140000,{100=12;5022=36;5023=36;5024=36;}
16115,11123,15,160000,{100=18;5022=54;5023=54;5024=54;}
16116,11123,16,180000,{100=24;5025=72;5026=72;5027=72;}
16117,11123,17,200000,{100=30;5028=100;5029=100;5030=100;}
16118,11123,18,220000,{100=36;5031=150;5032=150;5033=150;}
16119,11123,19,240000,{100=42;5034=200;5035=200;5036=200;}
16120,11123,20,260000,{100=48;5037=220;5038=220;5039=220;}
16121,11123,21,300000,{100=54;5040=240;5041=240;5042=240;}
16122,11123,22,350000,{100=60;5043=260;5044=260;5045=260;}
16123,11123,23,400000,{100=66;5046=280;5047=280;5048=280;}
16124,11123,24,450000,{100=72;5049=300;5050=300;5051=300;}
16125,11123,25,500000,{100=78;5052=320;5053=320;5054=320;}
16126,11123,26,550000,{100=84;5055=340;5056=340;5057=340;}
16127,11123,27,600000,{100=90;5058=360;5059=360;5060=360;}
16128,11123,28,650000,{100=96;5061=380;5062=380;5063=380;}
16129,11123,29,700000,{100=102;5064=400;5065=400;5066=400;}
16130,11123,30,750000,{100=108;5064=420;5065=420;5066=420;}
16151,11124,1,5000,{100=1;}
16152,11124,2,10000,{100=1;}
16153,11124,3,15000,{100=1;}
16154,11124,4,20000,{100=1;5004=2;5005=2;5006=2;}
16155,11124,5,25000,{100=1;5007=2;5008=2;5009=2;}
16156,11124,6,30000,{100=1;5010=3;5011=3;5012=3;}
16157,11124,7,35000,{100=2;5010=4;5011=4;5012=4;}
16158,11124,8,40000,{100=2;5013=5;5014=5;5015=5;}
16159,11124,9,50000,{100=4;5013=6;5014=6;5015=6;}
16160,11124,10,60000,{100=4;5016=8;5017=8;5018=8;}
16161,11124,11,80000,{100=6;5016=10;5017=10;5018=10;}
16162,11124,12,100000,{100=6;5019=16;5020=16;5021=16;}
16163,11124,13,120000,{100=9;5019=24;5020=24;5021=24;}
16164,11124,14,140000,{100=12;5022=36;5023=36;5024=36;}
16165,11124,15,160000,{100=18;5022=54;5023=54;5024=54;}
16166,11124,16,180000,{100=24;5025=72;5026=72;5027=72;}
16167,11124,17,200000,{100=30;5028=100;5029=100;5030=100;}
16168,11124,18,220000,{100=36;5031=150;5032=150;5033=150;}
16169,11124,19,240000,{100=42;5034=200;5035=200;5036=200;}
16170,11124,20,260000,{100=48;5037=220;5038=220;5039=220;}
16171,11124,21,300000,{100=54;5040=240;5041=240;5042=240;}
16172,11124,22,350000,{100=60;5043=260;5044=260;5045=260;}
16173,11124,23,400000,{100=66;5046=280;5047=280;5048=280;}
16174,11124,24,450000,{100=72;5049=300;5050=300;5051=300;}
16175,11124,25,500000,{100=78;5052=320;5053=320;5054=320;}
16176,11124,26,550000,{100=84;5055=340;5056=340;5057=340;}
16177,11124,27,600000,{100=90;5058=360;5059=360;5060=360;}
16178,11124,28,650000,{100=96;5061=380;5062=380;5063=380;}
16179,11124,29,700000,{100=102;5064=400;5065=400;5066=400;}
16180,11124,30,750000,{100=108;5064=420;5065=420;5066=420;}
16501,11131,1,5000,{100=1;}
16502,11131,2,10000,{100=1;}
16503,11131,3,15000,{100=1;}
16504,11131,4,20000,{100=1;5004=2;5005=2;5006=2;}
16505,11131,5,25000,{100=1;5007=2;5008=2;5009=2;}
16506,11131,6,30000,{100=1;5010=3;5011=3;5012=3;}
16507,11131,7,35000,{100=2;5010=4;5011=4;5012=4;}
16508,11131,8,40000,{100=2;5013=5;5014=5;5015=5;}
16509,11131,9,50000,{100=4;5013=6;5014=6;5015=6;}
16510,11131,10,60000,{100=4;5016=8;5017=8;5018=8;}
16511,11131,11,80000,{100=6;5016=10;5017=10;5018=10;}
16512,11131,12,100000,{100=6;5019=16;5020=16;5021=16;}
16513,11131,13,120000,{100=9;5019=24;5020=24;5021=24;}
16514,11131,14,140000,{100=12;5022=36;5023=36;5024=36;}
16515,11131,15,160000,{100=18;5022=54;5023=54;5024=54;}
16516,11131,16,180000,{100=24;5025=72;5026=72;5027=72;}
16517,11131,17,200000,{100=30;5028=100;5029=100;5030=100;}
16518,11131,18,220000,{100=36;5031=150;5032=150;5033=150;}
16519,11131,19,240000,{100=42;5034=200;5035=200;5036=200;}
16520,11131,20,260000,{100=48;5037=220;5038=220;5039=220;}
16521,11131,21,300000,{100=54;5040=240;5041=240;5042=240;}
16522,11131,22,350000,{100=60;5043=260;5044=260;5045=260;}
16523,11131,23,400000,{100=66;5046=280;5047=280;5048=280;}
16524,11131,24,450000,{100=72;5049=300;5050=300;5051=300;}
16525,11131,25,500000,{100=78;5052=320;5053=320;5054=320;}
16526,11131,26,550000,{100=84;5055=340;5056=340;5057=340;}
16527,11131,27,600000,{100=90;5058=360;5059=360;5060=360;}
16528,11131,28,650000,{100=96;5061=380;5062=380;5063=380;}
16529,11131,29,700000,{100=102;5064=400;5065=400;5066=400;}
16530,11131,30,750000,{100=108;5064=420;5065=420;5066=420;}
16551,11132,1,5000,{100=1;}
16552,11132,2,10000,{100=1;}
16553,11132,3,15000,{100=1;}
16554,11132,4,20000,{100=1;5004=2;5005=2;5006=2;}
16555,11132,5,25000,{100=1;5007=2;5008=2;5009=2;}
16556,11132,6,30000,{100=1;5010=3;5011=3;5012=3;}
16557,11132,7,35000,{100=2;5010=4;5011=4;5012=4;}
16558,11132,8,40000,{100=2;5013=5;5014=5;5015=5;}
16559,11132,9,50000,{100=4;5013=6;5014=6;5015=6;}
16560,11132,10,60000,{100=4;5016=8;5017=8;5018=8;}
16561,11132,11,80000,{100=6;5016=10;5017=10;5018=10;}
16562,11132,12,100000,{100=6;5019=16;5020=16;5021=16;}
16563,11132,13,120000,{100=9;5019=24;5020=24;5021=24;}
16564,11132,14,140000,{100=12;5022=36;5023=36;5024=36;}
16565,11132,15,160000,{100=18;5022=54;5023=54;5024=54;}
16566,11132,16,180000,{100=24;5025=72;5026=72;5027=72;}
16567,11132,17,200000,{100=30;5028=100;5029=100;5030=100;}
16568,11132,18,220000,{100=36;5031=150;5032=150;5033=150;}
16569,11132,19,240000,{100=42;5034=200;5035=200;5036=200;}
16570,11132,20,260000,{100=48;5037=220;5038=220;5039=220;}
16571,11132,21,300000,{100=54;5040=240;5041=240;5042=240;}
16572,11132,22,350000,{100=60;5043=260;5044=260;5045=260;}
16573,11132,23,400000,{100=66;5046=280;5047=280;5048=280;}
16574,11132,24,450000,{100=72;5049=300;5050=300;5051=300;}
16575,11132,25,500000,{100=78;5052=320;5053=320;5054=320;}
16576,11132,26,550000,{100=84;5055=340;5056=340;5057=340;}
16577,11132,27,600000,{100=90;5058=360;5059=360;5060=360;}
16578,11132,28,650000,{100=96;5061=380;5062=380;5063=380;}
16579,11132,29,700000,{100=102;5064=400;5065=400;5066=400;}
16580,11132,30,750000,{100=108;5064=420;5065=420;5066=420;}
16601,11133,1,5000,{100=1;}
16602,11133,2,10000,{100=1;}
16603,11133,3,15000,{100=1;}
16604,11133,4,20000,{100=1;5004=2;5005=2;5006=2;}
16605,11133,5,25000,{100=1;5007=2;5008=2;5009=2;}
16606,11133,6,30000,{100=1;5010=3;5011=3;5012=3;}
16607,11133,7,35000,{100=2;5010=4;5011=4;5012=4;}
16608,11133,8,40000,{100=2;5013=5;5014=5;5015=5;}
16609,11133,9,50000,{100=4;5013=6;5014=6;5015=6;}
16610,11133,10,60000,{100=4;5016=8;5017=8;5018=8;}
16611,11133,11,80000,{100=6;5016=10;5017=10;5018=10;}
16612,11133,12,100000,{100=6;5019=16;5020=16;5021=16;}
16613,11133,13,120000,{100=9;5019=24;5020=24;5021=24;}
16614,11133,14,140000,{100=12;5022=36;5023=36;5024=36;}
16615,11133,15,160000,{100=18;5022=54;5023=54;5024=54;}
16616,11133,16,180000,{100=24;5025=72;5026=72;5027=72;}
16617,11133,17,200000,{100=30;5028=100;5029=100;5030=100;}
16618,11133,18,220000,{100=36;5031=150;5032=150;5033=150;}
16619,11133,19,240000,{100=42;5034=200;5035=200;5036=200;}
16620,11133,20,260000,{100=48;5037=220;5038=220;5039=220;}
16621,11133,21,300000,{100=54;5040=240;5041=240;5042=240;}
16622,11133,22,350000,{100=60;5043=260;5044=260;5045=260;}
16623,11133,23,400000,{100=66;5046=280;5047=280;5048=280;}
16624,11133,24,450000,{100=72;5049=300;5050=300;5051=300;}
16625,11133,25,500000,{100=78;5052=320;5053=320;5054=320;}
16626,11133,26,550000,{100=84;5055=340;5056=340;5057=340;}
16627,11133,27,600000,{100=90;5058=360;5059=360;5060=360;}
16628,11133,28,650000,{100=96;5061=380;5062=380;5063=380;}
16629,11133,29,700000,{100=102;5064=400;5065=400;5066=400;}
16630,11133,30,750000,{100=108;5064=420;5065=420;5066=420;}
16651,11134,1,5000,{100=1;}
16652,11134,2,10000,{100=1;}
16653,11134,3,15000,{100=1;}
16654,11134,4,20000,{100=1;5004=2;5005=2;5006=2;}
16655,11134,5,25000,{100=1;5007=2;5008=2;5009=2;}
16656,11134,6,30000,{100=1;5010=3;5011=3;5012=3;}
16657,11134,7,35000,{100=2;5010=4;5011=4;5012=4;}
16658,11134,8,40000,{100=2;5013=5;5014=5;5015=5;}
16659,11134,9,50000,{100=4;5013=6;5014=6;5015=6;}
16660,11134,10,60000,{100=4;5016=8;5017=8;5018=8;}
16661,11134,11,80000,{100=6;5016=10;5017=10;5018=10;}
16662,11134,12,100000,{100=6;5019=16;5020=16;5021=16;}
16663,11134,13,120000,{100=9;5019=24;5020=24;5021=24;}
16664,11134,14,140000,{100=12;5022=36;5023=36;5024=36;}
16665,11134,15,160000,{100=18;5022=54;5023=54;5024=54;}
16666,11134,16,180000,{100=24;5025=72;5026=72;5027=72;}
16667,11134,17,200000,{100=30;5028=100;5029=100;5030=100;}
16668,11134,18,220000,{100=36;5031=150;5032=150;5033=150;}
16669,11134,19,240000,{100=42;5034=200;5035=200;5036=200;}
16670,11134,20,260000,{100=48;5037=220;5038=220;5039=220;}
16671,11134,21,300000,{100=54;5040=240;5041=240;5042=240;}
16672,11134,22,350000,{100=60;5043=260;5044=260;5045=260;}
16673,11134,23,400000,{100=66;5046=280;5047=280;5048=280;}
16674,11134,24,450000,{100=72;5049=300;5050=300;5051=300;}
16675,11134,25,500000,{100=78;5052=320;5053=320;5054=320;}
16676,11134,26,550000,{100=84;5055=340;5056=340;5057=340;}
16677,11134,27,600000,{100=90;5058=360;5059=360;5060=360;}
16678,11134,28,650000,{100=96;5061=380;5062=380;5063=380;}
16679,11134,29,700000,{100=102;5064=400;5065=400;5066=400;}
16680,11134,30,750000,{100=108;5064=420;5065=420;5066=420;}
17001,11141,1,5000,{100=1;}
17002,11141,2,10000,{100=1;}
17003,11141,3,15000,{100=1;}
17004,11141,4,20000,{100=1;5004=2;5005=2;5006=2;}
17005,11141,5,25000,{100=1;5007=2;5008=2;5009=2;}
17006,11141,6,30000,{100=1;5010=3;5011=3;5012=3;}
17007,11141,7,35000,{100=2;5010=4;5011=4;5012=4;}
17008,11141,8,40000,{100=2;5013=5;5014=5;5015=5;}
17009,11141,9,50000,{100=4;5013=6;5014=6;5015=6;}
17010,11141,10,60000,{100=4;5016=8;5017=8;5018=8;}
17011,11141,11,80000,{100=6;5016=10;5017=10;5018=10;}
17012,11141,12,100000,{100=6;5019=16;5020=16;5021=16;}
17013,11141,13,120000,{100=9;5019=24;5020=24;5021=24;}
17014,11141,14,140000,{100=12;5022=36;5023=36;5024=36;}
17015,11141,15,160000,{100=18;5022=54;5023=54;5024=54;}
17016,11141,16,180000,{100=24;5025=72;5026=72;5027=72;}
17017,11141,17,200000,{100=30;5028=100;5029=100;5030=100;}
17018,11141,18,220000,{100=36;5031=150;5032=150;5033=150;}
17019,11141,19,240000,{100=42;5034=200;5035=200;5036=200;}
17020,11141,20,260000,{100=48;5037=220;5038=220;5039=220;}
17021,11141,21,300000,{100=54;5040=240;5041=240;5042=240;}
17022,11141,22,350000,{100=60;5043=260;5044=260;5045=260;}
17023,11141,23,400000,{100=66;5046=280;5047=280;5048=280;}
17024,11141,24,450000,{100=72;5049=300;5050=300;5051=300;}
17025,11141,25,500000,{100=78;5052=320;5053=320;5054=320;}
17026,11141,26,550000,{100=84;5055=340;5056=340;5057=340;}
17027,11141,27,600000,{100=90;5058=360;5059=360;5060=360;}
17028,11141,28,650000,{100=96;5061=380;5062=380;5063=380;}
17029,11141,29,700000,{100=102;5064=400;5065=400;5066=400;}
17030,11141,30,750000,{100=108;5064=420;5065=420;5066=420;}
17051,11142,1,5000,{100=1;}
17052,11142,2,10000,{100=1;}
17053,11142,3,15000,{100=1;}
17054,11142,4,20000,{100=1;5004=2;5005=2;5006=2;}
17055,11142,5,25000,{100=1;5007=2;5008=2;5009=2;}
17056,11142,6,30000,{100=1;5010=3;5011=3;5012=3;}
17057,11142,7,35000,{100=2;5010=4;5011=4;5012=4;}
17058,11142,8,40000,{100=2;5013=5;5014=5;5015=5;}
17059,11142,9,50000,{100=4;5013=6;5014=6;5015=6;}
17060,11142,10,60000,{100=4;5016=8;5017=8;5018=8;}
17061,11142,11,80000,{100=6;5016=10;5017=10;5018=10;}
17062,11142,12,100000,{100=6;5019=16;5020=16;5021=16;}
17063,11142,13,120000,{100=9;5019=24;5020=24;5021=24;}
17064,11142,14,140000,{100=12;5022=36;5023=36;5024=36;}
17065,11142,15,160000,{100=18;5022=54;5023=54;5024=54;}
17066,11142,16,180000,{100=24;5025=72;5026=72;5027=72;}
17067,11142,17,200000,{100=30;5028=100;5029=100;5030=100;}
17068,11142,18,220000,{100=36;5031=150;5032=150;5033=150;}
17069,11142,19,240000,{100=42;5034=200;5035=200;5036=200;}
17070,11142,20,260000,{100=48;5037=220;5038=220;5039=220;}
17071,11142,21,300000,{100=54;5040=240;5041=240;5042=240;}
17072,11142,22,350000,{100=60;5043=260;5044=260;5045=260;}
17073,11142,23,400000,{100=66;5046=280;5047=280;5048=280;}
17074,11142,24,450000,{100=72;5049=300;5050=300;5051=300;}
17075,11142,25,500000,{100=78;5052=320;5053=320;5054=320;}
17076,11142,26,550000,{100=84;5055=340;5056=340;5057=340;}
17077,11142,27,600000,{100=90;5058=360;5059=360;5060=360;}
17078,11142,28,650000,{100=96;5061=380;5062=380;5063=380;}
17079,11142,29,700000,{100=102;5064=400;5065=400;5066=400;}
17080,11142,30,750000,{100=108;5064=420;5065=420;5066=420;}
17101,11143,1,5000,{100=1;}
17102,11143,2,10000,{100=1;}
17103,11143,3,15000,{100=1;}
17104,11143,4,20000,{100=1;5004=2;5005=2;5006=2;}
17105,11143,5,25000,{100=1;5007=2;5008=2;5009=2;}
17106,11143,6,30000,{100=1;5010=3;5011=3;5012=3;}
17107,11143,7,35000,{100=2;5010=4;5011=4;5012=4;}
17108,11143,8,40000,{100=2;5013=5;5014=5;5015=5;}
17109,11143,9,50000,{100=4;5013=6;5014=6;5015=6;}
17110,11143,10,60000,{100=4;5016=8;5017=8;5018=8;}
17111,11143,11,80000,{100=6;5016=10;5017=10;5018=10;}
17112,11143,12,100000,{100=6;5019=16;5020=16;5021=16;}
17113,11143,13,120000,{100=9;5019=24;5020=24;5021=24;}
17114,11143,14,140000,{100=12;5022=36;5023=36;5024=36;}
17115,11143,15,160000,{100=18;5022=54;5023=54;5024=54;}
17116,11143,16,180000,{100=24;5025=72;5026=72;5027=72;}
17117,11143,17,200000,{100=30;5028=100;5029=100;5030=100;}
17118,11143,18,220000,{100=36;5031=150;5032=150;5033=150;}
17119,11143,19,240000,{100=42;5034=200;5035=200;5036=200;}
17120,11143,20,260000,{100=48;5037=220;5038=220;5039=220;}
17121,11143,21,300000,{100=54;5040=240;5041=240;5042=240;}
17122,11143,22,350000,{100=60;5043=260;5044=260;5045=260;}
17123,11143,23,400000,{100=66;5046=280;5047=280;5048=280;}
17124,11143,24,450000,{100=72;5049=300;5050=300;5051=300;}
17125,11143,25,500000,{100=78;5052=320;5053=320;5054=320;}
17126,11143,26,550000,{100=84;5055=340;5056=340;5057=340;}
17127,11143,27,600000,{100=90;5058=360;5059=360;5060=360;}
17128,11143,28,650000,{100=96;5061=380;5062=380;5063=380;}
17129,11143,29,700000,{100=102;5064=400;5065=400;5066=400;}
17130,11143,30,750000,{100=108;5064=420;5065=420;5066=420;}
17151,11144,1,5000,{100=1;}
17152,11144,2,10000,{100=1;}
17153,11144,3,15000,{100=1;}
17154,11144,4,20000,{100=1;5004=2;5005=2;5006=2;}
17155,11144,5,25000,{100=1;5007=2;5008=2;5009=2;}
17156,11144,6,30000,{100=1;5010=3;5011=3;5012=3;}
17157,11144,7,35000,{100=2;5010=4;5011=4;5012=4;}
17158,11144,8,40000,{100=2;5013=5;5014=5;5015=5;}
17159,11144,9,50000,{100=4;5013=6;5014=6;5015=6;}
17160,11144,10,60000,{100=4;5016=8;5017=8;5018=8;}
17161,11144,11,80000,{100=6;5016=10;5017=10;5018=10;}
17162,11144,12,100000,{100=6;5019=16;5020=16;5021=16;}
17163,11144,13,120000,{100=9;5019=24;5020=24;5021=24;}
17164,11144,14,140000,{100=12;5022=36;5023=36;5024=36;}
17165,11144,15,160000,{100=18;5022=54;5023=54;5024=54;}
17166,11144,16,180000,{100=24;5025=72;5026=72;5027=72;}
17167,11144,17,200000,{100=30;5028=100;5029=100;5030=100;}
17168,11144,18,220000,{100=36;5031=150;5032=150;5033=150;}
17169,11144,19,240000,{100=42;5034=200;5035=200;5036=200;}
17170,11144,20,260000,{100=48;5037=220;5038=220;5039=220;}
17171,11144,21,300000,{100=54;5040=240;5041=240;5042=240;}
17172,11144,22,350000,{100=60;5043=260;5044=260;5045=260;}
17173,11144,23,400000,{100=66;5046=280;5047=280;5048=280;}
17174,11144,24,450000,{100=72;5049=300;5050=300;5051=300;}
17175,11144,25,500000,{100=78;5052=320;5053=320;5054=320;}
17176,11144,26,550000,{100=84;5055=340;5056=340;5057=340;}
17177,11144,27,600000,{100=90;5058=360;5059=360;5060=360;}
17178,11144,28,650000,{100=96;5061=380;5062=380;5063=380;}
17179,11144,29,700000,{100=102;5064=400;5065=400;5066=400;}
17180,11144,30,750000,{100=108;5064=420;5065=420;5066=420;}
17501,11151,1,5000,{100=1;}
17502,11151,2,10000,{100=1;}
17503,11151,3,15000,{100=1;}
17504,11151,4,20000,{100=1;5004=2;5005=2;5006=2;}
17505,11151,5,25000,{100=1;5007=2;5008=2;5009=2;}
17506,11151,6,30000,{100=1;5010=3;5011=3;5012=3;}
17507,11151,7,35000,{100=2;5010=4;5011=4;5012=4;}
17508,11151,8,40000,{100=2;5013=5;5014=5;5015=5;}
17509,11151,9,50000,{100=4;5013=6;5014=6;5015=6;}
