"﻿变量名",name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
70023,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Snow Fairy (12 Stars ) , Black Luga (12 Stars )#L0##C0x5B545B#",1,70001,,,,<61853;61172>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70024,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Emperor Ya Sea Lion (12 Stars ) , Banji Lass (12 Stars )#L0##C0x5B545B#",1,70001,,,,<61863;61253>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70025,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Roentgen Cat (12 Stars ) , Super Giant Swamp Monster (12 Stars ) #L0##C0x5B545B#",1,70001,,,,<62073;61314>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70026,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Poisonous Skull Frog (12 Stars ) , Xanadu (12 Stars ) #L0## C0x5B545B #",1,70001,,,,<62272;61393>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70027,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Blizzard King (12 stars ) , Elle Redo (12 stars ) #L0## C0x5B545B #",1,70001,,,,<62302;61394>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70028,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super Miao Frog Flower (12 Stars ) , Leave King (12 Stars ) #L0##C0x5B545B#",2,70002,,,,<60004;61423>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70029,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super Charizard X (12 Stars ) , Boss Cordora (12 Stars ) #L0##C0x5B545B#",2,70002,,,,<60014;61503>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70030,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super Charizard Y (12 Stars ) , Dark Night Demon (12 Stars ) #L0##C0x5B545B#",2,70002,,,,<60015;61813>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70031,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super water arrow turtle (12 stars ) , Absolu (12 stars )#L0##C0x5B545B#",2,70002,,,,<60024;61841>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70032,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Forked Bat (12 Stars ) , Violent Dragon (12 Stars ) #L0##C0x5B545B#",2,70002,,,,<60163;61893>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70033,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Hudi ( 12 stars ) , giant golden monster (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60263;61903>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70034,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super Hudi (12 stars ) , bite land shark (12 stars )#L0##C0x5B545B#",2,70002,,,,<60264;62233>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70035,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# self -explosive magnetite (12 stars ) , Lucario (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60333;62242>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70036,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Geng Gui (12 stars ) , Rogue Crocodile (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60393;62723>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70037,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super Gengar (12 stars ) , Zoroark (12 stars )#L0##C0x5B545B#",2,70002,,,,<60394;62822>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70038,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# big steel snake (12 stars ) , crystal lamp fire spirit (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60402;62993>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70039,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super Armored Rhino (12 Stars ) , Double Ax War Dragon (12 Stars )#L0##C0x5B545B#",2,70002,,,,<60493;63003>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70040,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Giant Pincer Mantis (12 Stars ) , Geometric Snowflakes (12 Stars )#L0##C0x5B545B#",2,70002,,,,<60572;63021>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70041,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Super giant pincer mantis (12 stars ) , three evil dragons (12 stars )#L0##C0x5B545B#",2,70002,,,,<60574;63143>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70042,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Electric Shock Warcraft (12 Stars ) , Vulcan Moth (12 Stars )#L0##C0x5B545B#",2,70002,,,,<60593;63152>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70043,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10#Puckbill ( 12 stars ) , Mrs. Huajie (12 stars )#L0##C0x5B545B#",2,70002,,,,<60603;63353>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70044,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Gyarados ( 12 stars ) , Strong Shield Sword Monster Shield (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60631;63413>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70045,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Laplace (12 stars ) , Sticky Meilong (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60641;63543>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70046,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Fossil Pterosaur (12 Stars ) , Sonic Dragon (12 Stars ) #L0##C0x5B545B#",2,70002,,,,<60701;63592>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70047,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Snorkelling Beast ( 12 Stars ) , Super Bad Star (12 Stars ) #L0##C0x5B545B#",2,70002,,,,<60712;63772>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70048,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Quick Dragon (12 Stars ) , Sweet Queen (12 Stars )#L0##C0x5B545B#",2,70002,,,,<60753;63843>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70049,recruit teammates,Legend,3,1,"Recruit #C0xF76B45##L10# Pokkisi ( 12 stars ) , Four- jaw Needle Dragon (12 stars ) #L0##C0x5B545B#",2,70002,,,,<60863;64132>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70050,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Super Dream (12 Stars )#L0##C0x5B545B#,2,70003,,,,<60761;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70051,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#Gaiouka ( 12 stars )#L0##C0x5B545B#,2,70003,,,,<61961;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70052,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#Gulardo ( 12 stars )#L0##C0x5B545B#,2,70003,,,,<61971;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70053,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#暴婚座( 12stars ) #L0##C0x5B545B#,2,70003,,,,<61981;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70054,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Super Cracking Space (12 Stars )#L0##C0x5B545B#,2,70003,,,,<61982;>,,,,40,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70055,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Di Yaluka (12 stars )#L0##C0x5B545B#,2,70003,,,,<62351;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70056,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#Palkia ( 12 stars )#L0##C0x5B545B#,2,70003,,,,<62361;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70057,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Giratina (12 stars )#L0##C0x5B545B#,2,70003,,,,<62391;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70058,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Lexiram (12 stars )#L0##C0x5B545B#,2,70003,,,,<63211;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70059,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#泰克罗姆( 12stars ) #L0##C0x5B545B#,2,70003,,,,<63221;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70060,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Kyurem ( 12 stars ) #L0##C0x5B545B#,2,70003,,,,<63241;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70061,recruit teammates,Legend,3,1,Recruitment #C0xF76B45##L10#Melojeta · Singing Form (12 Stars )#L0##C0x5B545B#,2,70003,,,,<63261;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70062,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Yveltal ( 12 stars )#L0##C0x5B545B#,2,70003,,,,<63611;>,,,,40,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70063,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10# Liberation Hupa (12 stars )#L0##C0x5B545B#,2,70003,,,,<63642;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70064,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#Meilutan ( 12 stars ) #L0##C0x5B545B#,2,70003,,,,<64171;>,,,,200,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70065,recruit teammates,Legend,3,1,Recruit #C0xF76B45##L10#Darkley ( 12 stars )#L0##C0x5B545B#,2,70003,,,,<62431;>,,,,200,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
,,,,,,,,,,,,,,,,,
80001,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Big Bird (12 Stars ) , Super Blizzard King (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<80053;82303>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80002,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Leiqiu ( 12 stars ) , Pangyan Monster (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80093;82593>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80003,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Pixie ( 12 stars ) , build old craftsman (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80133;82633>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80004,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Fat Keding (12 stars ) , Centipede King (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80153;82683>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80005,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Gotha Duck (12 Stars ) , Miss Gothic (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<80222;82843>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80006,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Weird power (12 stars ) , double as much ice (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80273;82873>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80007,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Dashihua ( 12 stars ) , electric flying squirrel (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80283;82891>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80008,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Longlong Rock (12 stars ) , chubby female (12 stars ) #L0## C0x5B545B #",1,80001,,,,<80303;82923>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80009,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10#Scallion Duck ( 12 Stars ) , Chubby Male (12 Stars )#L0## C0x5B545B #",1,80001,,,,<80341;82924>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80010,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Smelly mud (12 stars ) , gear monsters (12 stars )#L0##C0x5B545B#",1,80001,,,,<80372;82963>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80011,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10#Spined shellfish ( 12 stars ) , tundra bear (12 stars )#L0##C0x5B545B#",1,80001,,,,<80382;83012>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80012,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Flying Leg Lang (12 Stars ) , Fire Lion (12 Stars )#L0##C0x5B545B#",1,80001,,,,<80462;83342>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80013,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10#Kaiquan Lang (12 stars ) , Fat Sweetie (12 stars )#L0##C0x5B545B#",1,80001,,,,<80463;83432>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80014,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# War Dancer (12 Stars ) , Steel Cannon Arm Shrimp (12 Stars )#L0##C0x5B545B#",1,80001,,,,<80464;83472>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80015,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# big tongue lick (12 stars ) , ice and snow dragon (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80472;83502>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80016,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# double bomb gas (12 stars ) , wrestling eagle (12 stars ) #L0##C0x5B545B#",1,80001,,,,<80482;83511>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80017,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Happy Egg (12 Stars ) , Electric Dragon (12 Stars )#L0##C0x5B545B#",1,80001,,,,<80503;80883>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80018,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Gem Starfish (12 Stars ) , Scorpio King (12 Stars )#L0##C0x5B545B#",1,80001,,,,<80552;81032>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80019,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Sickle Helmet (12 Stars ) , Heracross (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<80692;81071>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80020,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Boom (12 Stars ) , Ma Yula (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<81443;81082>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80021,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Fire-breathing camel (12 stars ) , Black Luga (12 stars )#L0##C0x5B545B#",1,80001,,,,<81612;81172>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80022,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Curse Doll (12 Stars ) , Thunder God (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<81802;81221>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80023,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10#雪妖女(12 stars ) , Yandi (12 stars )#L0##C0x5B545B#",1,80001,,,,<81853;81231>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80024,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Emperor Tooth Sea Lion (12 Stars ) , Suicune (12 Stars )#L0##C0x5B545B#",1,80001,,,,<81863;81241>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80025,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Roentgen Cat (12 Stars ) , Benji Lass (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<82073;81253>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80026,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Poisonous Skull Frog (12 Stars ) , Super Giant Marsh Monster (12 Stars ) #L0##C0x5B545B#",1,80001,,,,<82272;81314>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80027,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Blizzard King (12 Stars ) , Xanadu (12 Stars ) #L0## C0x5B545B #",1,80001,,,,<82302;81393>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80028,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Miao Frog Flower (12 Stars ) , Ai Lu Lei Duo (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80004;81394>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80029,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Charizard X (12 Stars ) , Leave King (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80014;81423>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80030,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Charizard Y (12 Stars ) , Boss Cordora (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80015;81503>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80031,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Water Arrow Turtle (12 Stars ) , Dark Night Demon (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80024;81813>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80032,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Forked Bat (12 Stars ) , Absolu (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80163;81841>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80033,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Wind Speed Dog (12 Stars ) , Giant Metal Monster (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80242;81903>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80034,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Hudi ( 12 stars ) , Reggie Locke (12 stars ) #L0##C0x5B545B#",2,80002,,,,<80263;81911>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80035,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Hu Di (12 Stars ) , Reggie Ace (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80264;81921>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80036,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Self-explosive Magneto (12 Stars ) , Regis Chiru (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80333;81931>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80037,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Gengar ( 12 stars ) , Lucario (12 stars ) #L0##C0x5B545B#",2,80002,,,,<80393;82242>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80038,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Gengar (12 stars ) , Cresselia (12 stars )#L0##C0x5B545B#",2,80002,,,,<80394;82401>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80039,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super Armor Crazy Rhino (12 Stars ) , Rogue Alligator (12 Stars )#L0##C0x5B545B#",2,80002,,,,<80493;82723>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80040,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Giant Pincer Mantis (12 Stars ) , Zoroak (12 Stars )#L0##C0x5B545B#",2,80002,,,,<80572;82822>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80041,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Super giant pincer mantis (12 stars ) , crystal lamp fire spirit (12 stars )#L0##C0x5B545B#",2,80002,,,,<80574;82993>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80042,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Electric Shock Warcraft (12 Stars ) , Geometric Snowflakes (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80593;83021>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80043,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10#Puckbill ( 12 stars ) , Vulcan moth (12 stars )#L0##C0x5B545B#",2,80002,,,,<80603;83152>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80044,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Snorbeast ( 12 stars ) , Gopal Luong (12 stars ) #L0##C0x5B545B#",2,80002,,,,<80712;83161>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80045,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Frozen Bird (12 Stars ) , Dai Lakion (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80721;83171>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80046,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Lightning Bird (12 Stars ) , Billizione (12 Stars )#L0##C0x5B545B#",2,80002,,,,<80731;83181>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80047,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Flame Bird (12 Stars ) , Kailudio (12 Stars ) #L0##C0x5B545B#",2,80002,,,,<80741;83251>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80048,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Dream (12 stars ) , Mrs. Huajie (12 stars )#L0##C0x5B545B#",2,80002,,,,<80771;83353>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80049,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Pokkisi ( 12 stars ) , Strong Shield Sword Monster Shield (12 stars ) #L0##C0x5B545B#",2,80002,,,,<80863;83413>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80050,recruit teammates,Dragon,3,1,"Recruit #C0xF76B45##L10# Sweet Lengmei Empress (12 Stars ) , Super Bad Star (12 Stars )#L0##C0x5B545B#",2,80002,,,,<83772;83843>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80051,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Xiaozhi Edition Pikachu (12 stars )#L0##C0x5B545B#,2,80002,,,,<87001;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80052,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Super Dream (12 Stars )#L0##C0x5B545B#,2,80003,,,,<80761;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80053,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#Rogia ( 12 Stars )#L0##C0x5B545B#,2,80003,,,,<81261;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80054,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#凤王(12 Stars )#L0##C0x5B545B#,2,80003,,,,<81271;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80055,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#Gaiouka ( 12 stars )#L0##C0x5B545B#,2,80003,,,,<81961;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80056,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#Gulardo ( 12 stars )#L0##C0x5B545B#,2,80003,,,,<81971;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80057,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Kiraqi ( 12 stars )#L0##C0x5B545B#,2,80003,,,,<81991;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80058,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#Darkley ( 12 stars )#L0##C0x5B545B#,2,80003,,,,<82431;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80059,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Xie Mi (12 stars )#L0##C0x5B545B#,2,80003,,,,<82441;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80060,recruit teammates,Dragon,3,1,Recruitment #C0xF76B45##L10#Melojeta · Singing Form (12 Stars )#L0##C0x5B545B#,2,80003,,,,<83261;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80061,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Yveltal ( 12 stars )#L0##C0x5B545B#,2,80003,,,,<83611;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80062,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#蒂安西( 12star ) #L0##C0x5B545B#,2,80003,,,,<83631;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80063,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Liberation Hupa (12 stars )#L0##C0x5B545B#,2,80003,,,,<83642;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80064,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#MeiluMeta ( 12 Stars ) #L0##C0x5B545B#,2,80003,,,,<84171;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80065,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10# Kyurem ( 12 stars ) #L0##C0x5B545B#,2,80003,,,,<83241;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80066,recruit teammates,Dragon,3,1,Recruit #C0xF76B45##L10#暴婚座( 12stars ) #L0##C0x5B545B#,2,80003,,,,<81981;>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
,,,,,,,,,,,,,,,,,
90001,recruit teammates,Battle chapter,3,1,"Recruit #C0xF76B45##L10# Big Bird (12 stars ) , double as many ice (12 stars ) #L0##C0x5B545B#",1,90001,,,,<100053;102873>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90002,recruit teammates,Battle chapter,3,1,"Recruit #C0xF76B45##L10# Raichu ( 12 stars ) , Electric flying mouse (12 stars ) #L0##C0x5B545B#",1,90001,,,,<100093;102891>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90003,recruit teammates,Battle chapter,3,1,"Recruiting #C0xF76B45##L10# Pixie ( 12 stars ) , chubby female (12 stars ) #L0## C0x5B545B #",1,90001,,,,<100133;102923>,,,,100,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
