"﻿变量名",_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
500761,Anniversary Monster_Meow Dream Mobs_Mobs _ _,761,Mew-two,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500771,Anniversary Monster_Fantasy Monsters_Mobs _ _ _,771,dream,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500781,Anniversary monsters_chrysanthemum leaves mobs_mobs _ _,781,Chrysanthemum leaves,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500782,Anniversary monster_Bay leaf mob_Mob _ _,782,bay leaf,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500783,Anniversary monster_Geranium mobs_Mobs _ _ _,783,Geranium,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500791,Anniversary Monster_Fireball Rat Mobs_Mobs _ _,791,fireball mouse,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500792,Anniversary Monster_Fire Rat Mob_Mob _ _,792,Fire Rock Rat,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500793,Anniversary monsters_Firestorm mobs_Mobs _ _ _ _,793,Pyrobeast _,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500801,Anniversary Monster_Little Saw Alligator_Mobs_Mobs _ _ _,801,Little Saw Alligator,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500802,Anniversary monster_Blue crocodile mob_Mob _ _,802,blue crocodile,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500803,Anniversary Monsters_Valcodors_Mobs _ _ _ _ _,803,big crocodile,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500861,Anniversary Monster_Pokeby Mobs_Mobs _ _ _,861,Bobbi,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500862,Anniversary Monster _ _ _ _,862,Poke Kigu,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500863,Anniversary monster_Pokkis mobs_Mobs _ _ _,863,Pokkiss,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500881,Anniversary monsters_baa sheep mobs_mobs _ _,881,Mare sheep,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500882,Anniversary Monsters_Fully Sheep Mobs_Mobs _ _,882,wooly sheep,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500883,Anniversary Monster_Electric Dragon Mobs_Mobs _ _,883,Dianlong,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500884,Anniversary monsters_Super electric dragon mobs_Mobs _,884,super electric dragon,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500891,Anniversary Monster_Lulili mobs_Mobs _ _ _ _,891,Lu Lili,101,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500892,Anniversary monsters_Marilou mobs_Mobs _ _ _,892,Mary Lou,101,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500893,Anniversary monsters_Mari Luli mobs_Mobs _ _,893,Mary Luli,101,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501031,Anniversary monsters_Scorpio mobs_Mobs _ _ _,1031,scorpio,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501032,Anniversary Monster_Scorpio King mobs_Mobs _ _,1032,scorpio king,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501071,Anniversary Monster_Heracross mobs_Mobs _ _ _,1071,Hercules,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501081,Anniversary Monster_Xianla Mobs_Mobs _ _ _,1081,Huanla,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501082,Anniversary Monster _ _ _ _,1082,Mala _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501171,Anniversary Monster_Deruby Mobs_Mobs _ _ _ _,1171,Dai Ruby _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501172,Anniversary Monster_Heiluga mobs_Mobs _ _ _ _,1172,Heluga _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501221,Anniversary monsters_Thunder mobs_Mobs _ _ _,1221,Thunder God,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501231,Anniversary monster_Emperor Yan mobs_Mobs _ _,1231,Yandi,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501241,Anniversary monster_Suicune mobs_Mobs _ _ _,1241,Suicune,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501251,Anniversary monster_Little Kiras mobs_Mobs _ _,1251,Young Kiras,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501252,Anniversary Monster_Shakilas mobs_Mobs _ _ _,1252,Shakiras,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501253,Anniversary monster_Bangeras mobs_Mobs _ _ _,1253,Bangeras,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501261,Anniversary monster_Lugia mobs_Mobs _ _ _,1261,Rogia,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501271,Anniversary monster_Feng Wang mobs_Mobs _ _,1271,Phoenix King,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501291,Anniversary Monster_Wooden Shougong mobs_Mobs _ _ _,1291,Mu Shou Gong,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501292,Anniversary monsters_forest lizard mobs_mobs _ _,1292,forest lizard,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501293,Anniversary Monster_Lizard King mobs_Mobs _ _,1293,lizard king,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501301,Anniversary Monster_Fire Chick Mobs_Mobs _ _ _,1301,fire chicken,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501302,Anniversary Monster_Strong Chicken Mobs_Mobs _ _ _,1302,Strong Chicken,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501303,Anniversary Monster_Flame Chicken mobs_Mobs _ _ _,1303,flame chicken,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501311,Anniversary Monster_Water Leaping Fish mobs_Mobs _ _,1311,water jump fish,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501312,Anniversary Monster_Swamp Leap Fish mobs_Mobs _ _,1312,Marsh jumping fish,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501313,Anniversary Monsters_Big Swamp Monsters_Mobs _ _,1313,marsh monster,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501314,Anniversary Monsters_Super Swamp Monsters_Mobs _ _,1314,super marsh monster,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501351,Anniversary Monster_Lily Leaf Boy mobs_Mobs _,1351,Lotus leaf boy,101,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501352,Anniversary Monster_Lotus Hat Boy Mobs_Mobs _,1352,lotus hat boy,101,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501353,Anniversary Monster_Lotte Kappa mobs_Mobs _ _,1353,Lotte Kappa,101,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501391,Anniversary monster_Lalulas mobs_Mobs _ _ _,1391,Lalulas,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501392,Anniversary Monster_Kirulian mobs_Mobs _ _ _,1392,Kirulian,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501393,Anniversary Monster_Shanaido mobs_Mobs _ _ _ _,1393,Xanadu _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501394,Anniversary Monster _ _ _ _ _,1394,Already _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501396,Anniversary monsters_Super Xanadu mobs_Mobs _ _,1396,Super Xanadus,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501421,Anniversary monsters_Lazy otter mobs_Mobs _ _,1421,lazy otter,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501422,Anniversary monsters_hyperactive ape mobs_mobs _ _,1422,hyperactive ape,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501423,Anniversary Monster_Leave King Mobs_Mobs _ _,1423,leave king,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501441,Anniversary Monster_Guniu Niu mobs_Mobs _ _ _,1441,goo niu niu,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501442,Anniversary Monster_Roar Bomb mobs_Mobs _ _,1442,roar bomb,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501443,Anniversary monsters_Boom mobs_Mobs _ _ _,1443,Boom,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501501,Anniversary monsters_Cocodora mobs_Mobs _ _ _,1501,cocoa dora,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501502,Anniversary monster_Kodora mobs_Mobs _ _ _,1502,Cordora,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501503,Anniversary Monster_Boss Cordora mobs_Mobs _ _,1503,Boss Cordora,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501611,Anniversary Monster_Stay Fire Camel mobs_Mobs _ _,1611,"dumbfounded ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501612,Anniversary monster_fire - breathing camel mob_mob,1612,fire camel,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501771,Anniversary monster_Ugly fish mob_Mob _ _ _,1771,Ugly fish,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501801,Anniversary Monster_Ghost Shadow Doll mobs_Mobs _,1801,Shadow Doll,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501802,Anniversary Monster_Cursed Doll mobs_Mobs _ _,1802,curse doll,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501811,Anniversary Monster_Night Watch Mobs_Mobs _ _ _,1811,night watch,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501812,Anniversary Monster_Wandering Night Spirit mobs_Mobs _ _,1812,Wandering Eidolon,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501813,Anniversary Monsters_Night Mobs_Mobs _ _ _,1813,night genie,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501841,Anniversary monster_Absol mobs_Mobs _ _ _ _,1841,Absolu _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501851,Anniversary Monster_Snowboy mobs_Mobs _ _ _,1851,snow boy,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501852,Anniversary Monster_Ice Ghost Guardian Mobs_Mobs _ _,1852,ice ghost guard,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501853,Anniversary Monster_Snow Fairy mobs_Mobs _ _,1853,Snow Fairy,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501861,Anniversary monster_seal ball mobs_mobs _ _,1861,seal ball,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501862,Anniversary monster_sea magic lion mobs_mobs _ _,1862,sea magic lion,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501863,Anniversary monsters_Emperor tooth sea lion mobs_Mobs,1863,Diya sea lion,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501891,Anniversary monsters_Baby dragon mobs_Mobs _ _,1891,baby dragon,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501892,Anniversary Monsters_Beast Dragon mobs_Mobs _ _ _,1892,"Crustosaurus ",101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501893,Anniversary monsters_Stormia mobs_Mobs _ _ _ _,1893,"Tyrannosaurus ",101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501901,Anniversary Monster_Iron Dumbbell Monster_Mob _ _,1901,iron dumbbell,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501902,Anniversary monsters_Metal monster mobs_Mobs _ _,1902,metal monster,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501903,Anniversary monsters_Megro mobs_Mobs _ _ _,1903,Metagros,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501911,Anniversary monsters_Reggie Rock mobs_Mobs _ _,1911,reggie lock,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501921,Anniversary Monster_Reggiece mobs_Mobs _ _ _,1921,Regis,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501931,Anniversary Monster_Regis Chilloo_Mobs_Mobs _ _ _,1931,Regis Chilloo,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501941,Anniversary Monster_Latias mobs_Mobs _ _ _ _,1941,Ladias _,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501951,Anniversary monster_Latios mobs_Mobs _ _ _,1951,Latios,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501961,Anniversary Monster_Kioka mobs_Mobs _ _ _,1961,Gayoka,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501971,Anniversary monsters_Gulardo mobs_Mobs _ _ _,1971,Gulardo,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501981,Anniversary monsters_Splitting empty seat mobs_Mobs _,1981,Rift seat,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501982,Anniversary Monster_Super Void Seat Mobs_Mobs _,1982,Super Rift Seat,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501991,Anniversary monster_Kirachi mobs_Mobs _ _ _,1991,Kiraqi,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502011,Anniversary monster_Grass seedling turtle mobs_Mobs _ _,2011,"Turtle ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502012,Anniversary Monster_Turtle Mobs_Mobs _ _ _,2012,wood turtle,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502013,Anniversary monsters_Taitai turtle mobs_Mobs _ _ _,2013,Terra Turtle,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502031,Anniversary Monster_Bogaman mobs_Mobs _ _ _,2031,Pogaman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502032,Anniversary Monster_Prince Bo mobs_Mobs _ _,2032,Prince Bo,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502033,Anniversary Monster_Emperor Nabo mobs_Mobs _ _,2033,Emperor Napoleon,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502071,Anniversary monsters_kitten monsters mobs_mobs _ _,2071,kitty monster,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502072,Anniversary Monster_Luck Cat Mob_Mob _ _,2072,luke cat,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502073,Anniversary Monster_Roentgen Cat mobs_Mobs _ _,2073,roentgen cat,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502231,Anniversary monsters_Round land shark mobs_Mobs _,2231,round land shark,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502232,Anniversary Monster_Finger Shark mob_Mob _ _ _,2232,Fangtooth Shark,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502233,Anniversary monster_Bite land shark mobs_Mobs _ _,2233,biting land shark,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502241,Anniversary monsters_Riolu mobs_Mobs _ _ _,2241,Riolu,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502242,Anniversary Monster_Lucario mobs_Mobs _ _ _,2242,lucario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502271,Anniversary monsters_bad frog mobs_mobs _ _,2271,bad frog,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502272,Anniversary Monsters_Poison Skull Frog Mobs_Mobs _ _,2272,Poison Skeleton Frog,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502301,Anniversary monster_Snow hat mobs_Mobs _ _,2301,Snow hat monster,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502302,Anniversary Monster_Blizzard King mobs_Mobs _ _,2302,blizzard king,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502303,Anniversary Monster_Super Blizzard King mobs_Mobs _,2303,super blizzard king,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502351,Anniversary Monster_Dialga mobs_Mobs _ _ _ _,2351,"Dialga ",101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502361,Anniversary monster_Palkia mobs_Mobs _ _ _,2361,Palkia,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502381,Anniversary Monster_Regichkas mobs_Mobs _ _ _,2381,Regichkas,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502391,Anniversary Monster_Giratina mobs_Mobs _ _ _,2391,Giratina,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502401,Anniversary monsters_Cresselian mobs_Mobs _ _ _,2401,Cresselia,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502431,Anniversary monster_Darkrai mobs_mobs _ _ _,2431,Darkley,101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502441,Anniversary Monster_Xiemi mobs_Mobs _ _ _,2441,"shemi ",101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502442,Anniversary Monster_Semi Sky Mobs_Mobs _ _ _ _,2442,"shami sky ",101,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502471,Anniversary monsters_Vine snake mobs_Mobs _ _,2471,vine snake,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502472,Anniversary monsters_Ivy snake mobs_Mobs _ _,2472,ivy snake,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502473,Anniversary Monster_Monarch Basilisk_Mobs _ _ _,2473,monarch snake,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502481,Anniversary monster_warm pig mobs_mobs _ _,2481,warm pig,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502482,Anniversary Monster_Stir - Fried Pig Mobs_Mobs,2482,fried pork,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502483,Anniversary Monster_Mobs of King Yanwu_Mobs _,2483,King Yanwu,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502591,Anniversary monsters_Ishiwanzi mobs_Mobs _ _ _,2591,stone balls,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502592,Anniversary monsters_Mantle rock mobs_Mobs _ _,2592,mantle rock,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502593,Anniversary monsters_Pangyan monster mobs_Mobs _ _,2593,Pangyan monster,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502611,Anniversary monster_Screw gopher mob_Mob _ _,2611,screw gopher,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502612,Anniversary Monster_Leading Gopher Mob_Mob _ _,2612,"Gopher ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502631,Anniversary monsters_Mobs and mobs_Mobs _ _,2631,porter,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502632,Anniversary Monster_Ironbone Mobs_Mobs _ _ _,2632,Ironbone,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502633,Anniversary monsters_Builder mobs_Mobs _ _ _,2633,construction veteran,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502681,Anniversary monsters_Centipede mobs_Mobs _ _ _,2681,Centipede,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502682,Anniversary Monster_Wheel Ball Monster_Mob _ _,2682,wheel ball,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502683,Anniversary Monster_Centipede King mobs_Mobs _ _,2683,centipede king,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502721,Anniversary monsters_Black - eyed crocodile mobs_Mobs _,2721,black eyed crocodile,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502722,Anniversary monsters_Crocodile mobs_Mobs _ _ _ _,2722,rogue crocodile,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502723,Anniversary monster_rogue crocodile mob_mob _ _ _,2723,rogue crocodile,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502821,Anniversary Monster_Zoroa mobs_Mobs _ _ _,2821,soroya,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502822,Anniversary Monster_Zoroark mobs_Mobs _ _ _,2822,Zoroak,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502841,Anniversary monster_Gothic baby mobs_Mobs _ _,2841,goth baby,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502842,Anniversary monster_Gothic kid mobs_Mobs _ _,2842,goth kid,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502843,Anniversary monsters_Miss Goth mobs_Mobs _ _,2843,Miss Goth,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502871,Anniversary Monster_Mini Ice Monster_Mob _ _,2871,mini ice,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502872,Anniversary Monster_Duoduo Ice Monster_Mob _ _,2872,lots of ice,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502873,Anniversary Monsters_Double Doubling Ice Monsters_Mobs _,2873,double as much ice,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502891,Anniversary monster_Electrical mouse mob_Mob _ _,2891,Electric flying squirrel,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502921,Anniversary monster_Little female mob_Mob _ _ _ _,2921,Floating  female,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502922,Anniversary Monster _ _ _ _ _ _,2922,"fluffy male ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502923,Anniversary monster_chubby female mob_mob _ _ _ _ _,2923,"chubby female ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502924,Anniversary Monster_Chubby Male Mobs_Mobs _ _ _ _ _,2924,"chubby male ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502961,Anniversary Monster_Gear Mobs_Mobs _ _ _,2961,"gears ",101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502962,Anniversary Monster_Gearset mobs_Mobs _ _ _,2962,gear set,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502963,Anniversary monsters_Gear monster mobs_Mobs _ _,2963,Gear Monster,101,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502991,Anniversary monsters_candlelight mobs_mobs _ _ _,2991,Candle Spirit,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502992,Anniversary monster_light ghost mob_mob _ _,2992,ghost lights,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502993,Anniversary Monsters_Crystal Lantern Fire Spirit mobs_Mobs _,2993,Crystal Lantern,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503001,Anniversary Monster _ _ _ _,3001,Teeth,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503002,Anniversary Monster_Axetooth mobs_Mobs _ _ _ _,3002,"Axodont ",101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503003,Anniversary Monster_Double Ax Fighting Dragon mobs_Mobs _,3003,Double Ax War Dragon,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
