变量名,rankMax,point,minuteCoin13,byRobLimit,version
1965,1965,490,111.5,40000,
1966,1966,490,111.5,40000,
1967,1967,490,111.5,40000,
1968,1968,490,111.5,40000,
1969,1969,490,111.5,40000,
1970,1970,490,111.5,40000,
1971,1971,490,111.5,40000,
1972,1972,490,111.5,40000,
1973,1973,490,111.5,40000,
1974,1974,490,111.5,40000,
1975,1975,490,111.5,40000,
1976,1976,490,111.5,40000,
1977,1977,490,111.5,40000,
1978,1978,490,111.5,40000,
1979,1979,490,111.5,40000,
1980,1980,490,111.5,40000,
1981,1981,490,111.5,40000,
1982,1982,490,111.5,40000,
1983,1983,490,111.5,40000,
1984,1984,490,111.5,40000,
1985,1985,490,111.5,40000,
1986,1986,490,111.5,40000,
1987,1987,490,111.5,40000,
1988,1988,490,111.5,40000,
1989,1989,490,111.5,40000,
1990,1990,490,111.5,40000,
1991,1991,490,111.5,40000,
1992,1992,490,111.5,40000,
1993,1993,490,111.5,40000,
1994,1994,490,111.5,40000,
1995,1995,490,111.5,40000,
1996,1996,490,111.5,40000,
1997,1997,490,111.5,40000,
1998,1998,490,111.5,40000,
1999,1999,490,111.5,40000,
2000,2000,490,111.5,40000,
2001,2001,490,111.5,40000,
2002,2002,490,111.5,40000,
2003,2003,490,111.5,40000,
2004,2004,490,111.5,40000,
2005,2005,490,111.5,40000,
2006,2006,490,111.5,40000,
2007,2007,490,111.5,40000,
2008,2008,490,111.5,40000,
2009,2009,485,111.5,40000,
2010,2010,485,111.5,40000,
2011,2011,485,111.5,40000,
2012,2012,485,111.5,40000,
2013,2013,485,111.5,40000,
2014,2014,485,111.5,40000,
2015,2015,485,111.5,40000,
2016,2016,485,111.5,40000,
2017,2017,485,111.5,40000,
2018,2018,485,111.5,40000,
2019,2019,485,111.5,40000,
2020,2020,485,111.5,40000,
2021,2021,485,111.5,40000,
2022,2022,485,111.5,40000,
2023,2023,485,111.5,40000,
2024,2024,485,111.5,40000,
2025,2025,485,111.5,40000,
2026,2026,485,111.5,40000,
2027,2027,485,111.5,40000,
2028,2028,485,111.5,40000,
2029,2029,485,111.5,40000,
2030,2030,485,111.5,40000,
2031,2031,485,111.5,40000,
2032,2032,485,111,40000,
2033,2033,485,111,40000,
2034,2034,485,111,40000,
2035,2035,485,111,40000,
2036,2036,485,111,40000,
2037,2037,485,111,40000,
2038,2038,485,111,40000,
2039,2039,485,111,40000,
2040,2040,485,111,40000,
2041,2041,485,111,40000,
2042,2042,485,111,40000,
2043,2043,485,111,40000,
2044,2044,485,111,40000,
2045,2045,485,111,40000,
2046,2046,485,111,40000,
2047,2047,485,111,40000,
2048,2048,485,111,40000,
2049,2049,485,111,40000,
2050,2050,485,111,40000,
2051,2051,485,111,40000,
2052,2052,485,111,40000,
2053,2053,485,111,40000,
2054,2054,485,111,40000,
2055,2055,485,111,40000,
2056,2056,485,111,40000,
2057,2057,485,111,40000,
2058,2058,485,111,40000,
2059,2059,485,111,40000,
2060,2060,485,111,40000,
2061,2061,485,111,40000,
2062,2062,485,111,40000,
2063,2063,485,111,40000,
2064,2064,485,111,40000,
2065,2065,485,111,40000,
2066,2066,485,111,40000,
2067,2067,485,111,40000,
2068,2068,485,111,40000,
2069,2069,480,111,40000,
2070,2070,480,111,40000,
2071,2071,480,111,40000,
2072,2072,480,111,40000,
2073,2073,480,111,40000,
2074,2074,480,111,40000,
2075,2075,480,111,40000,
2076,2076,480,111,40000,
2077,2077,480,111,40000,
2078,2078,480,111,40000,
2079,2079,480,111,40000,
2080,2080,480,111,40000,
2081,2081,480,111,40000,
2082,2082,480,111,40000,
2083,2083,480,111,40000,
2084,2084,480,111,40000,
2085,2085,480,111,40000,
2086,2086,480,111,40000,
2087,2087,480,111,40000,
2088,2088,480,111,40000,
2089,2089,480,111,40000,
2090,2090,480,111,40000,
2091,2091,480,111,40000,
2092,2092,480,111,40000,
2093,2093,480,111,40000,
2094,2094,480,111,40000,
2095,2095,480,111,40000,
2096,2096,480,111,40000,
2097,2097,480,111,40000,
2098,2098,480,111,40000,
2099,2099,480,111,40000,
2100,2100,480,111,40000,
2101,2101,480,111,40000,
2102,2102,480,111,40000,
2103,2103,480,111,40000,
2104,2104,480,111,40000,
2105,2105,480,111,40000,
2106,2106,480,111,40000,
2107,2107,480,111,40000,
2108,2108,480,111,40000,
2109,2109,480,111,40000,
2110,2110,480,111,40000,
2111,2111,480,111,40000,
2112,2112,480,111,40000,
2113,2113,480,111,40000,
2114,2114,480,111,40000,
2115,2115,480,111,40000,
2116,2116,480,111,40000,
2117,2117,480,111,40000,
2118,2118,480,111,40000,
2119,2119,480,111,40000,
2120,2120,480,111,40000,
2121,2121,480,111,40000,
2122,2122,480,111,40000,
2123,2123,480,111,40000,
2124,2124,480,111,40000,
2125,2125,480,111,40000,
2126,2126,480,111,40000,
2127,2127,480,111,40000,
2128,2128,480,111,40000,
2129,2129,480,111,40000,
2130,2130,480,111,40000,
2131,2131,480,111,40000,
2132,2132,480,110,40000,
2133,2133,480,110,40000,
2134,2134,480,110,40000,
2135,2135,480,110,40000,
2136,2136,480,110,40000,
2137,2137,480,110,40000,
2138,2138,480,110,40000,
2139,2139,480,110,40000,
2140,2140,480,110,40000,
2141,2141,480,110,40000,
2142,2142,480,110,40000,
2143,2143,480,110,40000,
2144,2144,480,110,40000,
2145,2145,480,110,40000,
2146,2146,480,110,40000,
2147,2147,480,110,40000,
2148,2148,480,110,40000,
2149,2149,475,110,40000,
2150,2150,475,110,40000,
2151,2151,475,110,40000,
2152,2152,475,110,40000,
2153,2153,475,110,40000,
2154,2154,475,110,40000,
2155,2155,475,110,40000,
2156,2156,475,110,40000,
2157,2157,475,110,40000,
2158,2158,475,110,40000,
2159,2159,475,110,40000,
2160,2160,475,110,40000,
2161,2161,475,110,40000,
2162,2162,475,110,40000,
2163,2163,475,110,40000,
2164,2164,475,110,40000,
2165,2165,475,110,40000,
2166,2166,475,110,40000,
2167,2167,475,110,40000,
2168,2168,475,110,40000,
2169,2169,475,110,40000,
2170,2170,475,110,40000,
2171,2171,475,110,40000,
2172,2172,475,110,40000,
2173,2173,475,110,40000,
2174,2174,475,110,40000,
2175,2175,475,110,40000,
2176,2176,475,110,40000,
2177,2177,475,110,40000,
2178,2178,475,110,40000,
2179,2179,475,110,40000,
2180,2180,475,110,40000,
2181,2181,475,110,40000,
2182,2182,475,110,40000,
2183,2183,475,110,40000,
2184,2184,475,110,40000,
2185,2185,475,110,40000,
2186,2186,475,110,40000,
2187,2187,475,110,40000,
2188,2188,475,110,40000,
2189,2189,475,110,40000,
2190,2190,475,110,40000,
2191,2191,475,110,40000,
2192,2192,475,110,40000,
2193,2193,475,110,40000,
2194,2194,475,110,40000,
2195,2195,475,110,40000,
2196,2196,475,110,40000,
2197,2197,475,110,40000,
2198,2198,475,110,40000,
2199,2199,475,110,40000,
2200,2200,475,110,40000,
2201,2201,475,110,40000,
2202,2202,475,110,40000,
2203,2203,475,110,40000,
2204,2204,475,110,40000,
2205,2205,475,110,40000,
2206,2206,475,110,40000,
2207,2207,475,110,40000,
2208,2208,475,110,40000,
2209,2209,470,110,40000,
2210,2210,470,110,40000,
2211,2211,470,110,40000,
2212,2212,470,110,40000,
2213,2213,470,110,40000,
2214,2214,470,110,40000,
2215,2215,470,110,40000,
2216,2216,470,110,40000,
2217,2217,470,110,40000,
2218,2218,470,110,40000,
2219,2219,470,110,40000,
2220,2220,470,110,40000,
2221,2221,470,110,40000,
2222,2222,470,110,40000,
2223,2223,470,110,40000,
2224,2224,470,110,40000,
2225,2225,470,110,40000,
2226,2226,470,110,40000,
2227,2227,470,110,40000,
2228,2228,470,110,40000,
2229,2229,470,110,40000,
2230,2230,470,110,40000,
2231,2231,470,110,40000,
2232,2232,470,109.5,40000,
2233,2233,470,109.5,40000,
2234,2234,470,109.5,40000,
2235,2235,470,109.5,40000,
2236,2236,470,109.5,40000,
2237,2237,470,109.5,40000,
2238,2238,470,109.5,40000,
2239,2239,470,109.5,40000,
2240,2240,470,109.5,40000,
2241,2241,470,109.5,40000,
2242,2242,470,109.5,40000,
2243,2243,470,109.5,40000,
2244,2244,470,109.5,40000,
2245,2245,470,109.5,40000,
2246,2246,470,109.5,40000,
2247,2247,470,109.5,40000,
2248,2248,470,109.5,40000,
2249,2249,470,109.5,40000,
2250,2250,470,109.5,40000,
2251,2251,470,109.5,40000,
2252,2252,470,109.5,40000,
2253,2253,470,109.5,40000,
2254,2254,470,109.5,40000,
2255,2255,470,109.5,40000,
2256,2256,470,109.5,40000,
2257,2257,470,109.5,40000,
2258,2258,470,109.5,40000,
2259,2259,470,109.5,40000,
2260,2260,470,109.5,40000,
2261,2261,470,109.5,40000,
2262,2262,470,109.5,40000,
2263,2263,470,109.5,40000,
2264,2264,470,109.5,40000,
2265,2265,470,109.5,40000,
2266,2266,470,109.5,40000,
2267,2267,470,109.5,40000,
2268,2268,470,109.5,40000,
2269,2269,465,109.5,40000,
2270,2270,465,109.5,40000,
2271,2271,465,109.5,40000,
2272,2272,465,109.5,40000,
2273,2273,465,109.5,40000,
2274,2274,465,109.5,40000,
2275,2275,465,109.5,40000,
2276,2276,465,109.5,40000,
2277,2277,465,109.5,40000,
2278,2278,465,109.5,40000,
2279,2279,465,109.5,40000,
2280,2280,465,109.5,40000,
2281,2281,465,109.5,40000,
2282,2282,465,109.5,40000,
2283,2283,465,109.5,40000,
2284,2284,465,109.5,40000,
2285,2285,465,109.5,40000,
2286,2286,465,109.5,40000,
2287,2287,465,109.5,40000,
2288,2288,465,109.5,40000,
2289,2289,465,109.5,40000,
2290,2290,465,109.5,40000,
2291,2291,465,109.5,40000,
2292,2292,465,109.5,40000,
2293,2293,465,109.5,40000,
2294,2294,465,109.5,40000,
2295,2295,465,109.5,40000,
2296,2296,465,109.5,40000,
2297,2297,465,109.5,40000,
2298,2298,465,109.5,40000,
2299,2299,465,109.5,40000,
2300,2300,465,109.5,40000,
2301,2301,465,109.5,40000,
2302,2302,465,109.5,40000,
2303,2303,465,109.5,40000,
2304,2304,465,109.5,40000,
2305,2305,465,109.5,40000,
2306,2306,465,109.5,40000,
2307,2307,465,109.5,40000,
2308,2308,465,109.5,40000,
2309,2309,465,109.5,40000,
2310,2310,465,109.5,40000,
2311,2311,465,109.5,40000,
2312,2312,465,109.5,40000,
2313,2313,465,109.5,40000,
2314,2314,465,109.5,40000,
2315,2315,465,109.5,40000,
2316,2316,465,109.5,40000,
2317,2317,465,109.5,40000,
2318,2318,465,109.5,40000,
2319,2319,465,109.5,40000,
2320,2320,465,109.5,40000,
2321,2321,465,109.5,40000,
2322,2322,465,109.5,40000,
2323,2323,465,109.5,40000,
2324,2324,465,109.5,40000,
2325,2325,465,109.5,40000,
2326,2326,465,109.5,40000,
2327,2327,465,109.5,40000,
2328,2328,465,109.5,40000,
2329,2329,460,109.5,40000,
2330,2330,460,109.5,40000,
2331,2331,460,109.5,40000,
2332,2332,460,108.5,40000,
2333,2333,460,108.5,40000,
2334,2334,460,108.5,40000,
2335,2335,460,108.5,40000,
2336,2336,460,108.5,40000,
2337,2337,460,108.5,40000,
2338,2338,460,108.5,40000,
2339,2339,460,108.5,40000,
2340,2340,460,108.5,40000,
2341,2341,460,108.5,40000,
2342,2342,460,108.5,40000,
2343,2343,460,108.5,40000,
2344,2344,460,108.5,40000,
2345,2345,460,108.5,40000,
2346,2346,460,108.5,40000,
2347,2347,460,108.5,40000,
2348,2348,460,108.5,40000,
2349,2349,460,108.5,40000,
2350,2350,460,108.5,40000,
2351,2351,460,108.5,40000,
2352,2352,460,108.5,40000,
2353,2353,460,108.5,40000,
2354,2354,460,108.5,40000,
2355,2355,460,108.5,40000,
2356,2356,460,108.5,40000,
2357,2357,460,108.5,40000,
2358,2358,460,108.5,40000,
2359,2359,460,108.5,40000,
2360,2360,460,108.5,40000,
2361,2361,460,108.5,40000,
2362,2362,460,108.5,40000,
2363,2363,460,108.5,40000,
2364,2364,460,108.5,40000,
2365,2365,460,108.5,40000,
2366,2366,460,108.5,40000,
2367,2367,460,108.5,40000,
2368,2368,460,108.5,40000,
2369,2369,460,108.5,40000,
2370,2370,460,108.5,40000,
2371,2371,460,108.5,40000,
2372,2372,460,108.5,40000,
2373,2373,460,108.5,40000,
2374,2374,460,108.5,40000,
2375,2375,460,108.5,40000,
2376,2376,460,108.5,40000,
2377,2377,460,108.5,40000,
2378,2378,460,108.5,40000,
2379,2379,460,108.5,40000,
2380,2380,460,108.5,40000,
2381,2381,460,108.5,40000,
2382,2382,460,108.5,40000,
2383,2383,460,108.5,40000,
2384,2384,460,108.5,40000,
2385,2385,460,108.5,40000,
2386,2386,460,108.5,40000,
2387,2387,460,108.5,40000,
2388,2388,460,108.5,40000,
2389,2389,455,108.5,40000,
2390,2390,455,108.5,40000,
2391,2391,455,108.5,40000,
2392,2392,455,108.5,40000,
2393,2393,455,108.5,40000,
2394,2394,455,108.5,40000,
2395,2395,455,108.5,40000,
2396,2396,455,108.5,40000,
2397,2397,455,108.5,40000,
2398,2398,455,108.5,40000,
2399,2399,455,108.5,40000,
2400,2400,455,108.5,40000,
2401,2401,455,108.5,40000,
2402,2402,455,108.5,40000,
2403,2403,455,108.5,40000,
2404,2404,455,108.5,40000,
2405,2405,455,108.5,40000,
2406,2406,455,108.5,40000,
2407,2407,455,108.5,40000,
2408,2408,455,108.5,40000,
2409,2409,455,108.5,40000,
2410,2410,455,108.5,40000,
2411,2411,455,108.5,40000,
2412,2412,455,108.5,40000,
2413,2413,455,108.5,40000,
2414,2414,455,108.5,40000,
2415,2415,455,108.5,40000,
2416,2416,455,108.5,40000,
2417,2417,455,108.5,40000,
2418,2418,455,108.5,40000,
2419,2419,455,108.5,40000,
2420,2420,455,108.5,40000,
2421,2421,455,108.5,40000,
2422,2422,455,108.5,40000,
2423,2423,455,108.5,40000,
2424,2424,455,108.5,40000,
2425,2425,455,108.5,40000,
2426,2426,455,108.5,40000,
2427,2427,455,108.5,40000,
2428,2428,455,108.5,40000,
2429,2429,455,108.5,40000,
2430,2430,455,108.5,40000,
2431,2431,455,108.5,40000,
2432,2432,455,108,40000,
2433,2433,455,108,40000,
2434,2434,455,108,40000,
2435,2435,455,108,40000,
2436,2436,455,108,40000,
2437,2437,455,108,40000,
2438,2438,455,108,40000,
2439,2439,455,108,40000,
2440,2440,455,108,40000,
2441,2441,455,108,40000,
2442,2442,455,108,40000,
2443,2443,455,108,40000,
2444,2444,455,108,40000,
2445,2445,455,108,40000,
2446,2446,455,108,40000,
2447,2447,455,108,40000,
2448,2448,455,108,40000,
2449,2449,450,108,40000,
2450,2450,450,108,40000,
2451,2451,450,108,40000,
2452,2452,450,108,40000,
2453,2453,450,108,40000,
2454,2454,450,108,40000,
2455,2455,450,108,40000,
2456,2456,450,108,40000,
2457,2457,450,108,40000,
2458,2458,450,108,40000,
2459,2459,450,108,40000,
2460,2460,450,108,40000,
2461,2461,450,108,40000,
2462,2462,450,108,40000,
2463,2463,450,108,40000,
2464,2464,450,108,40000,
2465,2465,450,108,40000,
2466,2466,450,108,40000,
2467,2467,450,108,40000,
2468,2468,450,108,40000,
2469,2469,450,108,40000,
2470,2470,450,108,40000,
2471,2471,450,108,40000,
2472,2472,450,108,40000,
2473,2473,450,108,40000,
2474,2474,450,108,40000,
2475,2475,450,108,40000,
2476,2476,450,108,40000,
2477,2477,450,108,40000,
2478,2478,450,108,40000,
2479,2479,450,108,40000,
2480,2480,450,108,40000,
2481,2481,450,108,40000,
2482,2482,450,108,40000,
2483,2483,450,108,40000,
2484,2484,450,108,40000,
2485,2485,450,108,40000,
2486,2486,450,108,40000,
2487,2487,450,108,40000,
2488,2488,450,108,40000,
2489,2489,450,108,40000,
2490,2490,450,108,40000,
2491,2491,450,108,40000,
2492,2492,450,108,40000,
2493,2493,450,108,40000,
2494,2494,450,108,40000,
2495,2495,450,108,40000,
2496,2496,450,108,40000,
2497,2497,450,108,40000,
2498,2498,450,108,40000,
2499,2499,450,108,40000,
2500,2500,450,108,40000,
2501,2501,450,108,40000,
2502,2502,450,108,40000,
2503,2503,450,108,40000,
2504,2504,450,108,40000,
2505,2505,450,108,40000,
2506,2506,450,108,40000,
2507,2507,450,108,40000,
2508,2508,450,108,40000,
2509,2509,445,108,40000,
2510,2510,445,108,40000,
2511,2511,445,108,40000,
2512,2512,445,108,40000,
2513,2513,445,108,40000,
2514,2514,445,108,40000,
2515,2515,445,108,40000,
2516,2516,445,108,40000,
2517,2517,445,108,40000,
2518,2518,445,108,40000,
2519,2519,445,108,40000,
2520,2520,445,108,40000,
2521,2521,445,108,40000,
2522,2522,445,108,40000,
2523,2523,445,108,40000,
2524,2524,445,108,40000,
2525,2525,445,108,40000,
2526,2526,445,108,40000,
2527,2527,445,108,40000,
2528,2528,445,108,40000,
2529,2529,445,108,40000,
2530,2530,445,108,40000,
2531,2531,445,108,40000,
2532,2532,445,107,40000,
2533,2533,445,107,40000,
2534,2534,445,107,40000,
2535,2535,445,107,40000,
2536,2536,445,107,40000,
2537,2537,445,107,40000,
2538,2538,445,107,40000,
2539,2539,445,107,40000,
2540,2540,445,107,40000,
2541,2541,445,107,40000,
2542,2542,445,107,40000,
2543,2543,445,107,40000,
2544,2544,445,107,40000,
2545,2545,445,107,40000,
2546,2546,445,107,40000,
2547,2547,445,107,40000,
2548,2548,445,107,40000,
2549,2549,445,107,40000,
2550,2550,445,107,40000,
2551,2551,445,107,40000,
2552,2552,445,107,40000,
2553,2553,445,107,40000,
2554,2554,445,107,40000,
2555,2555,445,107,40000,
2556,2556,445,107,40000,
2557,2557,445,107,40000,
2558,2558,445,107,40000,
2559,2559,445,107,40000,
2560,2560,445,107,40000,
2561,2561,445,107,40000,
2562,2562,445,107,40000,
2563,2563,445,107,40000,
2564,2564,445,107,40000,
2565,2565,445,107,40000,
2566,2566,445,107,40000,
2567,2567,445,107,40000,
2568,2568,445,107,40000,
2569,2569,440,107,40000,
2570,2570,440,107,40000,
2571,2571,440,107,40000,
2572,2572,440,107,40000,
2573,2573,440,107,40000,
2574,2574,440,107,40000,
2575,2575,440,107,40000,
2576,2576,440,107,40000,
2577,2577,440,107,40000,
2578,2578,440,107,40000,
2579,2579,440,107,40000,
2580,2580,440,107,40000,
2581,2581,440,107,40000,
2582,2582,440,107,40000,
2583,2583,440,107,40000,
2584,2584,440,107,40000,
2585,2585,440,107,40000,
2586,2586,440,107,40000,
2587,2587,440,107,40000,
2588,2588,440,107,40000,
2589,2589,440,107,40000,
2590,2590,440,107,40000,
2591,2591,440,107,40000,
2592,2592,440,107,40000,
2593,2593,440,107,40000,
2594,2594,440,107,40000,
2595,2595,440,107,40000,
2596,2596,440,107,40000,
2597,2597,440,107,40000,
2598,2598,440,107,40000,
2599,2599,440,107,40000,
2600,2600,440,107,40000,
2601,2601,440,107,40000,
2602,2602,440,107,40000,
2603,2603,440,107,40000,
2604,2604,440,107,40000,
2605,2605,440,107,40000,
2606,2606,440,107,40000,
2607,2607,440,107,40000,
2608,2608,440,107,40000,
2609,2609,440,107,40000,
2610,2610,440,107,40000,
2611,2611,440,107,40000,
2612,2612,440,107,40000,
2613,2613,440,107,40000,
2614,2614,440,107,40000,
2615,2615,440,107,40000,
2616,2616,440,107,40000,
2617,2617,440,107,40000,
2618,2618,440,107,40000,
2619,2619,440,107,40000,
2620,2620,440,107,40000,
2621,2621,440,107,40000,
2622,2622,440,107,40000,
2623,2623,440,107,40000,
2624,2624,440,107,40000,
2625,2625,440,107,40000,
2626,2626,440,107,40000,
2627,2627,440,107,40000,
2628,2628,440,107,40000,
2629,2629,440,107,40000,
2630,2630,440,107,40000,
2631,2631,440,107,40000,
2632,2632,440,106.5,40000,
2633,2633,440,106.5,40000,
2634,2634,440,106.5,40000,
2635,2635,440,106.5,40000,
2636,2636,440,106.5,40000,
2637,2637,440,106.5,40000,
2638,2638,440,106.5,40000,
2639,2639,440,106.5,40000,
2640,2640,440,106.5,40000,
2641,2641,440,106.5,40000,
2642,2642,440,106.5,40000,
2643,2643,440,106.5,40000,
2644,2644,440,106.5,40000,
2645,2645,440,106.5,40000,
2646,2646,440,106.5,40000,
2647,2647,440,106.5,40000,
2648,2648,440,106.5,40000,
2649,2649,435,106.5,40000,
2650,2650,435,106.5,40000,
2651,2651,435,106.5,40000,
2652,2652,435,106.5,40000,
2653,2653,435,106.5,40000,
2654,2654,435,106.5,40000,
2655,2655,435,106.5,40000,
2656,2656,435,106.5,40000,
2657,2657,435,106.5,40000,
2658,2658,435,106.5,40000,
2659,2659,435,106.5,40000,
2660,2660,435,106.5,40000,
2661,2661,435,106.5,40000,
2662,2662,435,106.5,40000,
2663,2663,435,106.5,40000,
2664,2664,435,106.5,40000,
2665,2665,435,106.5,40000,
2666,2666,435,106.5,40000,
2667,2667,435,106.5,40000,
2668,2668,435,106.5,40000,
2669,2669,435,106.5,40000,
2670,2670,435,106.5,40000,
2671,2671,435,106.5,40000,
2672,2672,435,106.5,40000,
2673,2673,435,106.5,40000,
2674,2674,435,106.5,40000,
2675,2675,435,106.5,40000,
2676,2676,435,106.5,40000,
2677,2677,435,106.5,40000,
2678,2678,435,106.5,40000,
2679,2679,435,106.5,40000,
2680,2680,435,106.5,40000,
2681,2681,435,106.5,40000,
2682,2682,435,106.5,40000,
2683,2683,435,106.5,40000,
2684,2684,435,106.5,40000,
2685,2685,435,106.5,40000,
2686,2686,435,106.5,40000,
2687,2687,435,106.5,40000,
2688,2688,435,106.5,40000,
2689,2689,435,106.5,40000,
2690,2690,435,106.5,40000,
2691,2691,435,106.5,40000,
2692,2692,435,106.5,40000,
2693,2693,435,106.5,40000,
2694,2694,435,106.5,40000,
2695,2695,435,106.5,40000,
2696,2696,435,106.5,40000,
2697,2697,435,106.5,40000,
2698,2698,435,106.5,40000,
2699,2699,435,106.5,40000,
2700,2700,435,106.5,40000,
2701,2701,435,106.5,40000,
2702,2702,435,106.5,40000,
2703,2703,435,106.5,40000,
2704,2704,435,106.5,40000,
2705,2705,435,106.5,40000,
2706,2706,435,106.5,40000,
2707,2707,435,106.5,40000,
2708,2708,435,106.5,40000,
2709,2709,430,106.5,40000,
2710,2710,430,106.5,40000,
2711,2711,430,106.5,40000,
2712,2712,430,106.5,40000,
2713,2713,430,106.5,40000,
2714,2714,430,106.5,40000,
2715,2715,430,106.5,40000,
2716,2716,430,106.5,40000,
2717,2717,430,106.5,40000,
2718,2718,430,106.5,40000,
2719,2719,430,106.5,40000,
2720,2720,430,106.5,40000,
2721,2721,430,106.5,40000,
2722,2722,430,106.5,40000,
2723,2723,430,106.5,40000,
2724,2724,430,106.5,40000,
2725,2725,430,106.5,40000,
2726,2726,430,106.5,40000,
2727,2727,430,106.5,40000,
2728,2728,430,106.5,40000,
2729,2729,430,106.5,40000,
2730,2730,430,106.5,40000,
2731,2731,430,106.5,40000,
2732,2732,430,106,40000,
2733,2733,430,106,40000,
2734,2734,430,106,40000,
2735,2735,430,106,40000,
2736,2736,430,106,40000,
2737,2737,430,106,40000,
2738,2738,430,106,40000,
2739,2739,430,106,40000,
2740,2740,430,106,40000,
2741,2741,430,106,40000,
2742,2742,430,106,40000,
2743,2743,430,106,40000,
2744,2744,430,106,40000,
2745,2745,430,106,40000,
2746,2746,430,106,40000,
2747,2747,430,106,40000,
2748,2748,430,106,40000,
2749,2749,430,106,40000,
2750,2750,430,106,40000,
2751,2751,430,106,40000,
2752,2752,430,106,40000,
2753,2753,430,106,40000,
2754,2754,430,106,40000,
2755,2755,430,106,40000,
2756,2756,430,106,40000,
2757,2757,430,106,40000,
2758,2758,430,106,40000,
2759,2759,430,106,40000,
2760,2760,430,106,40000,
2761,2761,430,106,40000,
2762,2762,430,106,40000,
2763,2763,430,106,40000,
2764,2764,430,106,40000,
2765,2765,430,106,40000,
2766,2766,430,106,40000,
2767,2767,430,106,40000,
2768,2768,430,106,40000,
2769,2769,425,106,40000,
2770,2770,425,106,40000,
2771,2771,425,106,40000,
2772,2772,425,106,40000,
2773,2773,425,106,40000,
2774,2774,425,106,40000,
2775,2775,425,106,40000,
2776,2776,425,106,40000,
2777,2777,425,106,40000,
2778,2778,425,106,40000,
2779,2779,425,106,40000,
2780,2780,425,106,40000,
2781,2781,425,106,40000,
2782,2782,425,106,40000,
2783,2783,425,106,40000,
2784,2784,425,106,40000,
2785,2785,425,106,40000,
2786,2786,425,106,40000,
2787,2787,425,106,40000,
2788,2788,425,106,40000,
2789,2789,425,106,40000,
2790,2790,425,106,40000,
2791,2791,425,106,40000,
2792,2792,425,106,40000,
2793,2793,425,106,40000,
2794,2794,425,106,40000,
2795,2795,425,106,40000,
2796,2796,425,106,40000,
2797,2797,425,106,40000,
2798,2798,425,106,40000,
2799,2799,425,106,40000,
2800,2800,425,106,40000,
2801,2801,425,106,40000,
2802,2802,425,106,40000,
2803,2803,425,106,40000,
2804,2804,425,106,40000,
2805,2805,425,106,40000,
2806,2806,425,106,40000,
2807,2807,425,106,40000,
2808,2808,425,106,40000,
2809,2809,425,106,40000,
2810,2810,425,106,40000,
2811,2811,425,106,40000,
2812,2812,425,106,40000,
2813,2813,425,106,40000,
2814,2814,425,106,40000,
2815,2815,425,106,40000,
2816,2816,425,106,40000,
2817,2817,425,106,40000,
2818,2818,425,106,40000,
2819,2819,425,106,40000,
2820,2820,425,106,40000,
2821,2821,425,106,40000,
2822,2822,425,106,40000,
2823,2823,425,106,40000,
2824,2824,425,106,40000,
2825,2825,425,106,40000,
2826,2826,425,106,40000,
2827,2827,425,106,40000,
2828,2828,425,106,40000,
2829,2829,420,106,40000,
2830,2830,420,106,40000,
2831,2831,420,106,40000,
2832,2832,420,105,40000,
2833,2833,420,105,40000,
2834,2834,420,105,40000,
2835,2835,420,105,40000,
2836,2836,420,105,40000,
2837,2837,420,105,40000,
2838,2838,420,105,40000,
2839,2839,420,105,40000,
2840,2840,420,105,40000,
2841,2841,420,105,40000,
2842,2842,420,105,40000,
2843,2843,420,105,40000,
2844,2844,420,105,40000,
2845,2845,420,105,40000,
2846,2846,420,105,40000,
2847,2847,420,105,40000,
2848,2848,420,105,40000,
2849,2849,420,105,40000,
2850,2850,420,105,40000,
2851,2851,420,105,40000,
2852,2852,420,105,40000,
2853,2853,420,105,40000,
2854,2854,420,105,40000,
2855,2855,420,105,40000,
2856,2856,420,105,40000,
2857,2857,420,105,40000,
2858,2858,420,105,40000,
2859,2859,420,105,40000,
2860,2860,420,105,40000,
2861,2861,420,105,40000,
2862,2862,420,105,40000,
2863,2863,420,105,40000,
2864,2864,420,105,40000,
2865,2865,420,105,40000,
2866,2866,420,105,40000,
2867,2867,420,105,40000,
2868,2868,420,105,40000,
2869,2869,420,105,40000,
2870,2870,420,105,40000,
2871,2871,420,105,40000,
2872,2872,420,105,40000,
2873,2873,420,105,40000,
2874,2874,420,105,40000,
2875,2875,420,105,40000,
2876,2876,420,105,40000,
2877,2877,420,105,40000,
2878,2878,420,105,40000,
2879,2879,420,105,40000,
2880,2880,420,105,40000,
2881,2881,420,105,40000,
2882,2882,420,105,40000,
2883,2883,420,105,40000,
2884,2884,420,105,40000,
2885,2885,420,105,40000,
2886,2886,420,105,40000,
2887,2887,420,105,40000,
2888,2888,420,105,40000,
2889,2889,415,105,40000,
2890,2890,415,105,40000,
2891,2891,415,105,40000,
2892,2892,415,105,40000,
2893,2893,415,105,40000,
2894,2894,415,105,40000,
2895,2895,415,105,40000,
2896,2896,415,105,40000,
2897,2897,415,105,40000,
2898,2898,415,105,40000,
2899,2899,415,105,40000,
2900,2900,415,105,40000,
2901,2901,415,105,40000,
2902,2902,415,105,40000,
2903,2903,415,105,40000,
2904,2904,415,105,40000,
2905,2905,415,105,40000,
2906,2906,415,105,40000,
2907,2907,415,105,40000,
2908,2908,415,105,40000,
2909,2909,415,105,40000,
