变量名,rankMax,dayAward,endAward,version
默认值,,,,0
ID,最大排名,比赛日排行奖励,比赛结算排行奖励,版本
1,1,{coin13=128000;gold=300000},{coin13=128000;gold=300000},
2770,2770,{coin13=47440;gold=98600},{coin13=47440;gold=98600},
2771,2771,{coin13=47430;gold=98580},{coin13=47430;gold=98580},
2772,2772,{coin13=47420;gold=98560},{coin13=47420;gold=98560},
2773,2773,{coin13=47410;gold=98540},{coin13=47410;gold=98540},
2774,2774,{coin13=47400;gold=98520},{coin13=47400;gold=98520},
2775,2775,{coin13=47400;gold=98500},{coin13=47400;gold=98500},
2776,2776,{coin13=47390;gold=98480},{coin13=47390;gold=98480},
2777,2777,{coin13=47380;gold=98460},{coin13=47380;gold=98460},
2778,2778,{coin13=47370;gold=98440},{coin13=47370;gold=98440},
2779,2779,{coin13=47360;gold=98420},{coin13=47360;gold=98420},
2780,2780,{coin13=47360;gold=98400},{coin13=47360;gold=98400},
2781,2781,{coin13=47350;gold=98380},{coin13=47350;gold=98380},
2782,2782,{coin13=47340;gold=98360},{coin13=47340;gold=98360},
2783,2783,{coin13=47330;gold=98340},{coin13=47330;gold=98340},
2784,2784,{coin13=47320;gold=98320},{coin13=47320;gold=98320},
2785,2785,{coin13=47320;gold=98300},{coin13=47320;gold=98300},
2786,2786,{coin13=47310;gold=98280},{coin13=47310;gold=98280},
2787,2787,{coin13=47300;gold=98260},{coin13=47300;gold=98260},
2788,2788,{coin13=47290;gold=98240},{coin13=47290;gold=98240},
2789,2789,{coin13=47280;gold=98220},{coin13=47280;gold=98220},
2790,2790,{coin13=47280;gold=98200},{coin13=47280;gold=98200},
2791,2791,{coin13=47270;gold=98180},{coin13=47270;gold=98180},
2792,2792,{coin13=47260;gold=98160},{coin13=47260;gold=98160},
2793,2793,{coin13=47250;gold=98140},{coin13=47250;gold=98140},
2794,2794,{coin13=47240;gold=98120},{coin13=47240;gold=98120},
2795,2795,{coin13=47240;gold=98100},{coin13=47240;gold=98100},
2796,2796,{coin13=47230;gold=98080},{coin13=47230;gold=98080},
2797,2797,{coin13=47220;gold=98060},{coin13=47220;gold=98060},
2798,2798,{coin13=47210;gold=98040},{coin13=47210;gold=98040},
2799,2799,{coin13=47200;gold=98020},{coin13=47200;gold=98020},
2800,2800,{coin13=47200;gold=98000},{coin13=47200;gold=98000},
2801,2801,{coin13=47190;gold=97980},{coin13=47190;gold=97980},
2802,2802,{coin13=47180;gold=97960},{coin13=47180;gold=97960},
2803,2803,{coin13=47170;gold=97940},{coin13=47170;gold=97940},
2804,2804,{coin13=47160;gold=97920},{coin13=47160;gold=97920},
2805,2805,{coin13=47160;gold=97900},{coin13=47160;gold=97900},
2806,2806,{coin13=47150;gold=97880},{coin13=47150;gold=97880},
2807,2807,{coin13=47140;gold=97860},{coin13=47140;gold=97860},
2808,2808,{coin13=47130;gold=97840},{coin13=47130;gold=97840},
2809,2809,{coin13=47120;gold=97820},{coin13=47120;gold=97820},
2810,2810,{coin13=47120;gold=97800},{coin13=47120;gold=97800},
2811,2811,{coin13=47110;gold=97780},{coin13=47110;gold=97780},
2812,2812,{coin13=47100;gold=97760},{coin13=47100;gold=97760},
2813,2813,{coin13=47090;gold=97740},{coin13=47090;gold=97740},
2814,2814,{coin13=47080;gold=97720},{coin13=47080;gold=97720},
2815,2815,{coin13=47080;gold=97700},{coin13=47080;gold=97700},
2816,2816,{coin13=47070;gold=97680},{coin13=47070;gold=97680},
2817,2817,{coin13=47060;gold=97660},{coin13=47060;gold=97660},
2818,2818,{coin13=47050;gold=97640},{coin13=47050;gold=97640},
2819,2819,{coin13=47040;gold=97620},{coin13=47040;gold=97620},
2820,2820,{coin13=47040;gold=97600},{coin13=47040;gold=97600},
2821,2821,{coin13=47030;gold=97580},{coin13=47030;gold=97580},
2822,2822,{coin13=47020;gold=97560},{coin13=47020;gold=97560},
2823,2823,{coin13=47010;gold=97540},{coin13=47010;gold=97540},
2824,2824,{coin13=47000;gold=97520},{coin13=47000;gold=97520},
2825,2825,{coin13=47000;gold=97500},{coin13=47000;gold=97500},
2826,2826,{coin13=46990;gold=97480},{coin13=46990;gold=97480},
2827,2827,{coin13=46980;gold=97460},{coin13=46980;gold=97460},
2828,2828,{coin13=46970;gold=97440},{coin13=46970;gold=97440},
2829,2829,{coin13=46960;gold=97420},{coin13=46960;gold=97420},
2830,2830,{coin13=46960;gold=97400},{coin13=46960;gold=97400},
2831,2831,{coin13=46950;gold=97380},{coin13=46950;gold=97380},
2832,2832,{coin13=46940;gold=97360},{coin13=46940;gold=97360},
2833,2833,{coin13=46930;gold=97340},{coin13=46930;gold=97340},
2834,2834,{coin13=46920;gold=97320},{coin13=46920;gold=97320},
2835,2835,{coin13=46920;gold=97300},{coin13=46920;gold=97300},
2836,2836,{coin13=46910;gold=97280},{coin13=46910;gold=97280},
2837,2837,{coin13=46900;gold=97260},{coin13=46900;gold=97260},
2838,2838,{coin13=46890;gold=97240},{coin13=46890;gold=97240},
2839,2839,{coin13=46880;gold=97220},{coin13=46880;gold=97220},
2840,2840,{coin13=46880;gold=97200},{coin13=46880;gold=97200},
2841,2841,{coin13=46870;gold=97180},{coin13=46870;gold=97180},
2842,2842,{coin13=46860;gold=97160},{coin13=46860;gold=97160},
2843,2843,{coin13=46850;gold=97140},{coin13=46850;gold=97140},
2844,2844,{coin13=46840;gold=97120},{coin13=46840;gold=97120},
2845,2845,{coin13=46840;gold=97100},{coin13=46840;gold=97100},
2846,2846,{coin13=46830;gold=97080},{coin13=46830;gold=97080},
2847,2847,{coin13=46820;gold=97060},{coin13=46820;gold=97060},
2848,2848,{coin13=46810;gold=97040},{coin13=46810;gold=97040},
2849,2849,{coin13=46800;gold=97020},{coin13=46800;gold=97020},
2850,2850,{coin13=46800;gold=97000},{coin13=46800;gold=97000},
2851,2851,{coin13=46790;gold=96980},{coin13=46790;gold=96980},
2852,2852,{coin13=46780;gold=96960},{coin13=46780;gold=96960},
2853,2853,{coin13=46770;gold=96940},{coin13=46770;gold=96940},
2854,2854,{coin13=46760;gold=96920},{coin13=46760;gold=96920},
2855,2855,{coin13=46760;gold=96900},{coin13=46760;gold=96900},
2856,2856,{coin13=46750;gold=96880},{coin13=46750;gold=96880},
2857,2857,{coin13=46740;gold=96860},{coin13=46740;gold=96860},
2858,2858,{coin13=46730;gold=96840},{coin13=46730;gold=96840},
2859,2859,{coin13=46720;gold=96820},{coin13=46720;gold=96820},
2860,2860,{coin13=46720;gold=96800},{coin13=46720;gold=96800},
2861,2861,{coin13=46710;gold=96780},{coin13=46710;gold=96780},
2862,2862,{coin13=46700;gold=96760},{coin13=46700;gold=96760},
2863,2863,{coin13=46690;gold=96740},{coin13=46690;gold=96740},
2864,2864,{coin13=46680;gold=96720},{coin13=46680;gold=96720},
2865,2865,{coin13=46680;gold=96700},{coin13=46680;gold=96700},
2866,2866,{coin13=46670;gold=96680},{coin13=46670;gold=96680},
2867,2867,{coin13=46660;gold=96660},{coin13=46660;gold=96660},
2868,2868,{coin13=46650;gold=96640},{coin13=46650;gold=96640},
2869,2869,{coin13=46640;gold=96620},{coin13=46640;gold=96620},
2870,2870,{coin13=46640;gold=96600},{coin13=46640;gold=96600},
2871,2871,{coin13=46630;gold=96580},{coin13=46630;gold=96580},
2872,2872,{coin13=46620;gold=96560},{coin13=46620;gold=96560},
2873,2873,{coin13=46610;gold=96540},{coin13=46610;gold=96540},
2874,2874,{coin13=46600;gold=96520},{coin13=46600;gold=96520},
2875,2875,{coin13=46600;gold=96500},{coin13=46600;gold=96500},
2876,2876,{coin13=46590;gold=96480},{coin13=46590;gold=96480},
2877,2877,{coin13=46580;gold=96460},{coin13=46580;gold=96460},
2878,2878,{coin13=46570;gold=96440},{coin13=46570;gold=96440},
2879,2879,{coin13=46560;gold=96420},{coin13=46560;gold=96420},
2880,2880,{coin13=46560;gold=96400},{coin13=46560;gold=96400},
2881,2881,{coin13=46550;gold=96380},{coin13=46550;gold=96380},
2882,2882,{coin13=46540;gold=96360},{coin13=46540;gold=96360},
2883,2883,{coin13=46530;gold=96340},{coin13=46530;gold=96340},
2884,2884,{coin13=46520;gold=96320},{coin13=46520;gold=96320},
2885,2885,{coin13=46520;gold=96300},{coin13=46520;gold=96300},
2886,2886,{coin13=46510;gold=96280},{coin13=46510;gold=96280},
2887,2887,{coin13=46500;gold=96260},{coin13=46500;gold=96260},
2888,2888,{coin13=46490;gold=96240},{coin13=46490;gold=96240},
2889,2889,{coin13=46480;gold=96220},{coin13=46480;gold=96220},
2890,2890,{coin13=46480;gold=96200},{coin13=46480;gold=96200},
2891,2891,{coin13=46470;gold=96180},{coin13=46470;gold=96180},
2892,2892,{coin13=46460;gold=96160},{coin13=46460;gold=96160},
2893,2893,{coin13=46450;gold=96140},{coin13=46450;gold=96140},
2894,2894,{coin13=46440;gold=96120},{coin13=46440;gold=96120},
2895,2895,{coin13=46440;gold=96100},{coin13=46440;gold=96100},
2896,2896,{coin13=46430;gold=96080},{coin13=46430;gold=96080},
2897,2897,{coin13=46420;gold=96060},{coin13=46420;gold=96060},
2898,2898,{coin13=46410;gold=96040},{coin13=46410;gold=96040},
2899,2899,{coin13=46400;gold=96020},{coin13=46400;gold=96020},
2900,2900,{coin13=46400;gold=96000},{coin13=46400;gold=96000},
2901,2901,{coin13=46390;gold=95980},{coin13=46390;gold=95980},
2902,2902,{coin13=46380;gold=95960},{coin13=46380;gold=95960},
2903,2903,{coin13=46370;gold=95940},{coin13=46370;gold=95940},
2904,2904,{coin13=46360;gold=95920},{coin13=46360;gold=95920},
2905,2905,{coin13=46360;gold=95900},{coin13=46360;gold=95900},
2906,2906,{coin13=46350;gold=95880},{coin13=46350;gold=95880},
2907,2907,{coin13=46340;gold=95860},{coin13=46340;gold=95860},
2908,2908,{coin13=46330;gold=95840},{coin13=46330;gold=95840},
2909,2909,{coin13=46320;gold=95820},{coin13=46320;gold=95820},
2910,2910,{coin13=46320;gold=95800},{coin13=46320;gold=95800},
2911,2911,{coin13=46310;gold=95780},{coin13=46310;gold=95780},
2912,2912,{coin13=46300;gold=95760},{coin13=46300;gold=95760},
2913,2913,{coin13=46290;gold=95740},{coin13=46290;gold=95740},
2914,2914,{coin13=46280;gold=95720},{coin13=46280;gold=95720},
2915,2915,{coin13=46280;gold=95700},{coin13=46280;gold=95700},
2916,2916,{coin13=46270;gold=95680},{coin13=46270;gold=95680},
2917,2917,{coin13=46260;gold=95660},{coin13=46260;gold=95660},
2918,2918,{coin13=46250;gold=95640},{coin13=46250;gold=95640},
2919,2919,{coin13=46240;gold=95620},{coin13=46240;gold=95620},
2920,2920,{coin13=46240;gold=95600},{coin13=46240;gold=95600},
2921,2921,{coin13=46230;gold=95580},{coin13=46230;gold=95580},
2922,2922,{coin13=46220;gold=95560},{coin13=46220;gold=95560},
2923,2923,{coin13=46210;gold=95540},{coin13=46210;gold=95540},
2924,2924,{coin13=46200;gold=95520},{coin13=46200;gold=95520},
2925,2925,{coin13=46200;gold=95500},{coin13=46200;gold=95500},
2926,2926,{coin13=46190;gold=95480},{coin13=46190;gold=95480},
2927,2927,{coin13=46180;gold=95460},{coin13=46180;gold=95460},
2928,2928,{coin13=46170;gold=95440},{coin13=46170;gold=95440},
2929,2929,{coin13=46160;gold=95420},{coin13=46160;gold=95420},
2930,2930,{coin13=46160;gold=95400},{coin13=46160;gold=95400},
2931,2931,{coin13=46150;gold=95380},{coin13=46150;gold=95380},
2932,2932,{coin13=46140;gold=95360},{coin13=46140;gold=95360},
2933,2933,{coin13=46130;gold=95340},{coin13=46130;gold=95340},
2934,2934,{coin13=46120;gold=95320},{coin13=46120;gold=95320},
2935,2935,{coin13=46120;gold=95300},{coin13=46120;gold=95300},
2936,2936,{coin13=46110;gold=95280},{coin13=46110;gold=95280},
2937,2937,{coin13=46100;gold=95260},{coin13=46100;gold=95260},
2938,2938,{coin13=46090;gold=95240},{coin13=46090;gold=95240},
2939,2939,{coin13=46080;gold=95220},{coin13=46080;gold=95220},
2940,2940,{coin13=46080;gold=95200},{coin13=46080;gold=95200},
2941,2941,{coin13=46070;gold=95180},{coin13=46070;gold=95180},
2942,2942,{coin13=46060;gold=95160},{coin13=46060;gold=95160},
2943,2943,{coin13=46050;gold=95140},{coin13=46050;gold=95140},
2944,2944,{coin13=46040;gold=95120},{coin13=46040;gold=95120},
2945,2945,{coin13=46040;gold=95100},{coin13=46040;gold=95100},
2946,2946,{coin13=46030;gold=95080},{coin13=46030;gold=95080},
2947,2947,{coin13=46020;gold=95060},{coin13=46020;gold=95060},
2948,2948,{coin13=46010;gold=95040},{coin13=46010;gold=95040},
2949,2949,{coin13=46000;gold=95020},{coin13=46000;gold=95020},
2950,2950,{coin13=46000;gold=95000},{coin13=46000;gold=95000},
2951,2951,{coin13=45990;gold=94980},{coin13=45990;gold=94980},
2952,2952,{coin13=45980;gold=94960},{coin13=45980;gold=94960},
2953,2953,{coin13=45970;gold=94940},{coin13=45970;gold=94940},
2954,2954,{coin13=45960;gold=94920},{coin13=45960;gold=94920},
2955,2955,{coin13=45960;gold=94900},{coin13=45960;gold=94900},
2956,2956,{coin13=45950;gold=94880},{coin13=45950;gold=94880},
2957,2957,{coin13=45940;gold=94860},{coin13=45940;gold=94860},
2958,2958,{coin13=45930;gold=94840},{coin13=45930;gold=94840},
2959,2959,{coin13=45920;gold=94820},{coin13=45920;gold=94820},
2960,2960,{coin13=45920;gold=94800},{coin13=45920;gold=94800},
2961,2961,{coin13=45910;gold=94780},{coin13=45910;gold=94780},
2962,2962,{coin13=45900;gold=94760},{coin13=45900;gold=94760},
2963,2963,{coin13=45890;gold=94740},{coin13=45890;gold=94740},
2964,2964,{coin13=45880;gold=94720},{coin13=45880;gold=94720},
2965,2965,{coin13=45880;gold=94700},{coin13=45880;gold=94700},
2966,2966,{coin13=45870;gold=94680},{coin13=45870;gold=94680},
2967,2967,{coin13=45860;gold=94660},{coin13=45860;gold=94660},
2968,2968,{coin13=45850;gold=94640},{coin13=45850;gold=94640},
2969,2969,{coin13=45840;gold=94620},{coin13=45840;gold=94620},
2970,2970,{coin13=45840;gold=94600},{coin13=45840;gold=94600},
2971,2971,{coin13=45830;gold=94580},{coin13=45830;gold=94580},
2972,2972,{coin13=45820;gold=94560},{coin13=45820;gold=94560},
2973,2973,{coin13=45810;gold=94540},{coin13=45810;gold=94540},
2974,2974,{coin13=45800;gold=94520},{coin13=45800;gold=94520},
2975,2975,{coin13=45800;gold=94500},{coin13=45800;gold=94500},
2976,2976,{coin13=45790;gold=94480},{coin13=45790;gold=94480},
2977,2977,{coin13=45780;gold=94460},{coin13=45780;gold=94460},
2978,2978,{coin13=45770;gold=94440},{coin13=45770;gold=94440},
2979,2979,{coin13=45760;gold=94420},{coin13=45760;gold=94420},
2980,2980,{coin13=45760;gold=94400},{coin13=45760;gold=94400},
2981,2981,{coin13=45750;gold=94380},{coin13=45750;gold=94380},
2982,2982,{coin13=45740;gold=94360},{coin13=45740;gold=94360},
2983,2983,{coin13=45730;gold=94340},{coin13=45730;gold=94340},
2984,2984,{coin13=45720;gold=94320},{coin13=45720;gold=94320},
2985,2985,{coin13=45720;gold=94300},{coin13=45720;gold=94300},
2986,2986,{coin13=45710;gold=94280},{coin13=45710;gold=94280},
2987,2987,{coin13=45700;gold=94260},{coin13=45700;gold=94260},
2988,2988,{coin13=45690;gold=94240},{coin13=45690;gold=94240},
2989,2989,{coin13=45680;gold=94220},{coin13=45680;gold=94220},
2990,2990,{coin13=45680;gold=94200},{coin13=45680;gold=94200},
2991,2991,{coin13=45670;gold=94180},{coin13=45670;gold=94180},
2992,2992,{coin13=45660;gold=94160},{coin13=45660;gold=94160},
2993,2993,{coin13=45650;gold=94140},{coin13=45650;gold=94140},
2994,2994,{coin13=45640;gold=94120},{coin13=45640;gold=94120},
2995,2995,{coin13=45640;gold=94100},{coin13=45640;gold=94100},
2996,2996,{coin13=45630;gold=94080},{coin13=45630;gold=94080},
2997,2997,{coin13=45620;gold=94060},{coin13=45620;gold=94060},
2998,2998,{coin13=45610;gold=94040},{coin13=45610;gold=94040},
2999,2999,{coin13=45600;gold=94020},{coin13=45600;gold=94020},
3000,999999,{coin13=45600;gold=94000},{coin13=45600;gold=94000},
,,,,
4000,1,{coin13=128000;gold=300000},{coin13=128000;gold=300000},100
4001,2,{coin13=124800;gold=292000},{coin13=124800;gold=292000},100
4002,3,{coin13=121600;gold=284000},{coin13=121600;gold=284000},100
4003,4,{coin13=120000;gold=280000},{coin13=120000;gold=280000},100
4004,5,{coin13=119200;gold=278000},{coin13=119200;gold=278000},100
4005,6,{coin13=118400;gold=276000},{coin13=118400;gold=276000},100
4006,7,{coin13=117600;gold=274000},{coin13=117600;gold=274000},100
4007,8,{coin13=116800;gold=272000},{coin13=116800;gold=272000},100
4008,9,{coin13=116000;gold=270000},{coin13=116000;gold=270000},100
4009,10,{coin13=115200;gold=268000},{coin13=115200;gold=268000},100
4010,11,{coin13=114400;gold=266000},{coin13=114400;gold=266000},100
4011,12,{coin13=113600;gold=264000},{coin13=113600;gold=264000},100
4012,13,{coin13=112800;gold=262000},{coin13=112800;gold=262000},100
4013,14,{coin13=112000;gold=260000},{coin13=112000;gold=260000},100
4014,15,{coin13=111200;gold=258000},{coin13=111200;gold=258000},100
4015,16,{coin13=110400;gold=256000},{coin13=110400;gold=256000},100
4016,17,{coin13=109600;gold=254000},{coin13=109600;gold=254000},100
4017,18,{coin13=108800;gold=252000},{coin13=108800;gold=252000},100
4018,19,{coin13=108000;gold=250000},{coin13=108000;gold=250000},100
4019,20,{coin13=107200;gold=248000},{coin13=107200;gold=248000},100
4020,21,{coin13=106800;gold=247000},{coin13=106800;gold=247000},100
4021,22,{coin13=106400;gold=246000},{coin13=106400;gold=246000},100
4022,23,{coin13=106000;gold=245000},{coin13=106000;gold=245000},100
4023,24,{coin13=105600;gold=244000},{coin13=105600;gold=244000},100
4024,25,{coin13=105200;gold=243000},{coin13=105200;gold=243000},100
4025,26,{coin13=104800;gold=242000},{coin13=104800;gold=242000},100
4026,27,{coin13=104400;gold=241000},{coin13=104400;gold=241000},100
4027,28,{coin13=104000;gold=240000},{coin13=104000;gold=240000},100
4028,29,{coin13=103600;gold=239000},{coin13=103600;gold=239000},100
4029,30,{coin13=103200;gold=238000},{coin13=103200;gold=238000},100
4030,31,{coin13=102800;gold=237000},{coin13=102800;gold=237000},100
4031,32,{coin13=102400;gold=236000},{coin13=102400;gold=236000},100
4032,33,{coin13=102000;gold=235000},{coin13=102000;gold=235000},100
4033,34,{coin13=101600;gold=234000},{coin13=101600;gold=234000},100
4034,35,{coin13=101200;gold=233000},{coin13=101200;gold=233000},100
4035,36,{coin13=100800;gold=232000},{coin13=100800;gold=232000},100
4036,37,{coin13=100400;gold=231000},{coin13=100400;gold=231000},100
4037,38,{coin13=100000;gold=230000},{coin13=100000;gold=230000},100
4038,39,{coin13=99600;gold=229000},{coin13=99600;gold=229000},100
4039,40,{coin13=99200;gold=228000},{coin13=99200;gold=228000},100
4040,41,{coin13=98800;gold=227000},{coin13=98800;gold=227000},100
4041,42,{coin13=98400;gold=226000},{coin13=98400;gold=226000},100
4042,43,{coin13=98000;gold=225000},{coin13=98000;gold=225000},100
4043,44,{coin13=97600;gold=224000},{coin13=97600;gold=224000},100
4044,45,{coin13=97200;gold=223000},{coin13=97200;gold=223000},100
4045,46,{coin13=96800;gold=222000},{coin13=96800;gold=222000},100
4046,47,{coin13=96400;gold=221000},{coin13=96400;gold=221000},100
4047,48,{coin13=96000;gold=220000},{coin13=96000;gold=220000},100
4048,49,{coin13=95600;gold=219000},{coin13=95600;gold=219000},100
4049,50,{coin13=95200;gold=218000},{coin13=95200;gold=218000},100
4050,51,{coin13=95000;gold=217500},{coin13=95000;gold=217500},100
4051,52,{coin13=94800;gold=217000},{coin13=94800;gold=217000},100
4052,53,{coin13=94600;gold=216500},{coin13=94600;gold=216500},100
4053,54,{coin13=94400;gold=216000},{coin13=94400;gold=216000},100
4054,55,{coin13=94200;gold=215500},{coin13=94200;gold=215500},100
4055,56,{coin13=94000;gold=215000},{coin13=94000;gold=215000},100
4056,57,{coin13=93800;gold=214500},{coin13=93800;gold=214500},100
4057,58,{coin13=93600;gold=214000},{coin13=93600;gold=214000},100
4058,59,{coin13=93400;gold=213500},{coin13=93400;gold=213500},100
4059,60,{coin13=93200;gold=213000},{coin13=93200;gold=213000},100
4060,61,{coin13=93000;gold=212500},{coin13=93000;gold=212500},100
4061,62,{coin13=92800;gold=212000},{coin13=92800;gold=212000},100
4062,63,{coin13=92600;gold=211500},{coin13=92600;gold=211500},100
4063,64,{coin13=92400;gold=211000},{coin13=92400;gold=211000},100
4064,65,{coin13=92200;gold=210500},{coin13=92200;gold=210500},100
4065,66,{coin13=92000;gold=210000},{coin13=92000;gold=210000},100
4066,67,{coin13=91800;gold=209500},{coin13=91800;gold=209500},100
4067,68,{coin13=91600;gold=209000},{coin13=91600;gold=209000},100
4068,69,{coin13=91400;gold=208500},{coin13=91400;gold=208500},100
4069,70,{coin13=91200;gold=208000},{coin13=91200;gold=208000},100
4070,71,{coin13=91000;gold=207500},{coin13=91000;gold=207500},100
4071,72,{coin13=90800;gold=207000},{coin13=90800;gold=207000},100
4072,73,{coin13=90600;gold=206500},{coin13=90600;gold=206500},100
4073,74,{coin13=90400;gold=206000},{coin13=90400;gold=206000},100
4074,75,{coin13=90200;gold=205500},{coin13=90200;gold=205500},100
4075,76,{coin13=90000;gold=205000},{coin13=90000;gold=205000},100
4076,77,{coin13=89800;gold=204500},{coin13=89800;gold=204500},100
4077,78,{coin13=89600;gold=204000},{coin13=89600;gold=204000},100
4078,79,{coin13=89400;gold=203500},{coin13=89400;gold=203500},100
4079,80,{coin13=89200;gold=203000},{coin13=89200;gold=203000},100
4080,81,{coin13=89120;gold=202800},{coin13=89120;gold=202800},100
4081,82,{coin13=89040;gold=202600},{coin13=89040;gold=202600},100
4082,83,{coin13=88960;gold=202400},{coin13=88960;gold=202400},100
4083,84,{coin13=88880;gold=202200},{coin13=88880;gold=202200},100
4084,85,{coin13=88800;gold=202000},{coin13=88800;gold=202000},100
4085,86,{coin13=88720;gold=201800},{coin13=88720;gold=201800},100
4086,87,{coin13=88640;gold=201600},{coin13=88640;gold=201600},100
4087,88,{coin13=88560;gold=201400},{coin13=88560;gold=201400},100
4088,89,{coin13=88480;gold=201200},{coin13=88480;gold=201200},100
4089,90,{coin13=88400;gold=201000},{coin13=88400;gold=201000},100
4090,91,{coin13=88320;gold=200800},{coin13=88320;gold=200800},100
4091,92,{coin13=88240;gold=200600},{coin13=88240;gold=200600},100
4092,93,{coin13=88160;gold=200400},{coin13=88160;gold=200400},100
4093,94,{coin13=88080;gold=200200},{coin13=88080;gold=200200},100
4094,95,{coin13=88000;gold=200000},{coin13=88000;gold=200000},100
4095,96,{coin13=87920;gold=199800},{coin13=87920;gold=199800},100
4096,97,{coin13=87840;gold=199600},{coin13=87840;gold=199600},100
4097,98,{coin13=87760;gold=199400},{coin13=87760;gold=199400},100
4098,99,{coin13=87680;gold=199200},{coin13=87680;gold=199200},100
4099,100,{coin13=87600;gold=199000},{coin13=87600;gold=199000},100
4100,101,{coin13=87520;gold=198800},{coin13=87520;gold=198800},100
4101,102,{coin13=87440;gold=198600},{coin13=87440;gold=198600},100
4102,103,{coin13=87360;gold=198400},{coin13=87360;gold=198400},100
4103,104,{coin13=87280;gold=198200},{coin13=87280;gold=198200},100
4104,105,{coin13=87200;gold=198000},{coin13=87200;gold=198000},100
4105,106,{coin13=87120;gold=197800},{coin13=87120;gold=197800},100
4106,107,{coin13=87040;gold=197600},{coin13=87040;gold=197600},100
4107,108,{coin13=86960;gold=197400},{coin13=86960;gold=197400},100
4108,109,{coin13=86880;gold=197200},{coin13=86880;gold=197200},100
4109,110,{coin13=86800;gold=197000},{coin13=86800;gold=197000},100
4110,111,{coin13=86720;gold=196800},{coin13=86720;gold=196800},100
4111,112,{coin13=86640;gold=196600},{coin13=86640;gold=196600},100
4112,113,{coin13=86560;gold=196400},{coin13=86560;gold=196400},100
4113,114,{coin13=86480;gold=196200},{coin13=86480;gold=196200},100
4114,115,{coin13=86400;gold=196000},{coin13=86400;gold=196000},100
4115,116,{coin13=86320;gold=195800},{coin13=86320;gold=195800},100
4116,117,{coin13=86240;gold=195600},{coin13=86240;gold=195600},100
4117,118,{coin13=86160;gold=195400},{coin13=86160;gold=195400},100
4118,119,{coin13=86080;gold=195200},{coin13=86080;gold=195200},100
4119,120,{coin13=86000;gold=195000},{coin13=86000;gold=195000},100
4120,121,{coin13=85920;gold=194800},{coin13=85920;gold=194800},100
4121,122,{coin13=85840;gold=194600},{coin13=85840;gold=194600},100
4122,123,{coin13=85760;gold=194400},{coin13=85760;gold=194400},100
4123,124,{coin13=85680;gold=194200},{coin13=85680;gold=194200},100
4124,125,{coin13=85600;gold=194000},{coin13=85600;gold=194000},100
4125,126,{coin13=85520;gold=193800},{coin13=85520;gold=193800},100
4126,127,{coin13=85440;gold=193600},{coin13=85440;gold=193600},100
4127,128,{coin13=85360;gold=193400},{coin13=85360;gold=193400},100
4128,129,{coin13=85280;gold=193200},{coin13=85280;gold=193200},100
4129,130,{coin13=85200;gold=193000},{coin13=85200;gold=193000},100
4130,131,{coin13=85120;gold=192800},{coin13=85120;gold=192800},100
4131,132,{coin13=85040;gold=192600},{coin13=85040;gold=192600},100
4132,133,{coin13=84960;gold=192400},{coin13=84960;gold=192400},100
4133,134,{coin13=84880;gold=192200},{coin13=84880;gold=192200},100
4134,135,{coin13=84800;gold=192000},{coin13=84800;gold=192000},100
4135,136,{coin13=84720;gold=191800},{coin13=84720;gold=191800},100
4136,137,{coin13=84640;gold=191600},{coin13=84640;gold=191600},100
4137,138,{coin13=84560;gold=191400},{coin13=84560;gold=191400},100
4138,139,{coin13=84480;gold=191200},{coin13=84480;gold=191200},100
4139,140,{coin13=84400;gold=191000},{coin13=84400;gold=191000},100
4140,141,{coin13=84320;gold=190800},{coin13=84320;gold=190800},100
4141,142,{coin13=84240;gold=190600},{coin13=84240;gold=190600},100
4142,143,{coin13=84160;gold=190400},{coin13=84160;gold=190400},100
4143,144,{coin13=84080;gold=190200},{coin13=84080;gold=190200},100
4144,145,{coin13=84000;gold=190000},{coin13=84000;gold=190000},100
4145,146,{coin13=83920;gold=189800},{coin13=83920;gold=189800},100
4146,147,{coin13=83840;gold=189600},{coin13=83840;gold=189600},100
4147,148,{coin13=83760;gold=189400},{coin13=83760;gold=189400},100
4148,149,{coin13=83680;gold=189200},{coin13=83680;gold=189200},100
4149,150,{coin13=83600;gold=189000},{coin13=83600;gold=189000},100
4150,151,{coin13=83560;gold=188900},{coin13=83560;gold=188900},100
4151,152,{coin13=83520;gold=188800},{coin13=83520;gold=188800},100
4152,153,{coin13=83480;gold=188700},{coin13=83480;gold=188700},100
4153,154,{coin13=83440;gold=188600},{coin13=83440;gold=188600},100
4154,155,{coin13=83400;gold=188500},{coin13=83400;gold=188500},100
4155,156,{coin13=83360;gold=188400},{coin13=83360;gold=188400},100
4156,157,{coin13=83320;gold=188300},{coin13=83320;gold=188300},100
4157,158,{coin13=83280;gold=188200},{coin13=83280;gold=188200},100
4158,159,{coin13=83240;gold=188100},{coin13=83240;gold=188100},100
4159,160,{coin13=83200;gold=188000},{coin13=83200;gold=188000},100
4160,161,{coin13=83160;gold=187900},{coin13=83160;gold=187900},100
4161,162,{coin13=83120;gold=187800},{coin13=83120;gold=187800},100
4162,163,{coin13=83080;gold=187700},{coin13=83080;gold=187700},100
4163,164,{coin13=83040;gold=187600},{coin13=83040;gold=187600},100
4164,165,{coin13=83000;gold=187500},{coin13=83000;gold=187500},100
4165,166,{coin13=82960;gold=187400},{coin13=82960;gold=187400},100
