变量名,level,randomWeight,card1,skillMap1,card2,skillMap2,card3,skillMap3,card4,skillMap4,card5,skillMap5,card6,skillMap6
236,20,100,{id=2871},{28711=23;28712=23;28713=23},{id=781;star=3},{7811=23;7812=23;7813=23},{id=91;star=3},{911=23;912=23;913=23},{id=11;star=3},{111=23;112=23;113=23},{id=2681;star=3},{26811=23;26812=23;26813=23},,
237,20,100,{id=2921},{29211=23;29212=23;29213=23},{id=801;star=3},{8011=23;8012=23;8013=23},{id=2481;star=3},{24811=23;24812=23;24813=23},{id=781;star=3},{7811=23;7812=23;7813=23},{id=1171;star=3},{11711=23;11712=23;11713=23},,
238,20,100,{id=781},{7811=23;7812=23;7813=23},{id=2611;star=3},{26111=23;26112=23;26113=23},{id=481;star=3},{4811=23;4812=23;4813=23},{id=551;star=3},{5511=23;5512=23;5513=23},{id=3431;star=3},{34311=23;34312=23;34313=23},,
239,20,100,{id=2921},{29211=23;29212=23;29213=23},{id=2011;star=3},{20111=23;20112=23;20113=23},{id=781;star=3},{7811=23;7812=23;7813=23},{id=2071;star=3},{20711=23;20712=23;20713=23},{id=481;star=3},{4811=23;4812=23;4813=23},,
240,20,100,{id=791},{7911=23;7912=23;7913=23},{id=1441;star=3},{14411=23;14412=23;14413=23},{id=3471;star=3},{34711=23;34712=23;34713=23},{id=2011;star=3},{20111=23;20112=23;20113=23},{id=3501;star=3},{35011=23;35012=23;35013=23},,
241,100,100,{id=2301},{23011=25;23012=25;23013=25},{id=2591;star=4},{25911=25;25912=25;25913=25},{id=271;star=4},{2711=25;2712=25;2713=25},{id=3001;star=4},{30011=25;30012=25;30013=25},{id=2821;star=4},{28211=25;28212=25;28213=25},{id=1841;star=4},{18411=25;18412=25;18413=25}
242,100,100,{id=1501},{15011=25;15012=25;15013=25},{id=591;star=4},{5911=25;5912=25;5913=25},{id=691;star=4},{6911=25;6912=25;6913=25},{id=51;star=4},{511=25;512=25;513=25},{id=491;star=4},{4911=25;4912=25;4913=25},{id=2821;star=4},{28211=25;28212=25;28213=25}
243,100,100,{id=3001},{30011=25;30012=25;30013=25},{id=2921;star=4},{29211=25;29212=25;29213=25},{id=471;star=4},{4711=25;4712=25;4713=25},{id=1291;star=4},{12911=25;12912=25;12913=25},{id=1071;star=4},{10711=25;10712=25;10713=25},{id=1611;star=4},{16111=25;16112=25;16113=25}
244,100,100,{id=3301},{33011=25;33012=25;33013=25},{id=2961;star=4},{29611=25;29612=25;29613=25},{id=3501;star=4},{35011=25;35012=25;35013=25},{id=261;star=4},{2611=25;2612=25;2613=25},{id=1841;star=4},{18411=25;18412=25;18413=25},{id=371;star=4},{3711=25;3712=25;3713=25}
245,100,100,{id=1611},{16111=25;16112=25;16113=25},{id=791;star=4},{7911=25;7912=25;7913=25},{id=2631;star=4},{26311=25;26312=25;26313=25},{id=1311;star=4},{13111=25;13112=25;13113=25},{id=471;star=4},{4711=25;4712=25;4713=25},{id=3281;star=4},{32811=25;32812=25;32813=25}
246,100,100,{id=2921},{29211=25;29212=25;29213=25},{id=3341;star=4},{33411=25;33412=25;33413=25},{id=11;star=4},{111=25;112=25;113=25},{id=331;star=4},{3311=25;3312=25;3313=25},{id=1421;star=4},{14211=25;14212=25;14213=25},{id=261;star=4},{2611=25;2612=25;2613=25}
247,100,100,{id=3431},{34311=25;34312=25;34313=25},{id=1291;star=4},{12911=25;12912=25;12913=25},{id=881;star=4},{8811=25;8812=25;8813=25},{id=261;star=4},{2611=25;2612=25;2613=25},{id=1081;star=4},{10811=25;10812=25;10813=25},{id=2071;star=4},{20711=25;20712=25;20713=25}
248,100,100,{id=3431},{34311=25;34312=25;34313=25},{id=601;star=4},{6011=25;6012=25;6013=25},{id=2721;star=4},{27211=25;27212=25;27213=25},{id=551;star=4},{5511=25;5512=25;5513=25},{id=3141;star=4},{31411=25;31412=25;31413=25},{id=2631;star=4},{26311=25;26312=25;26313=25}
249,100,100,{id=2011},{20111=25;20112=25;20113=25},{id=1071;star=4},{10711=25;10712=25;10713=25},{id=3411;star=4},{34111=25;34112=25;34113=25},{id=3291;star=4},{32911=25;32912=25;32913=25},{id=3001;star=4},{30011=25;30012=25;30013=25},{id=1291;star=4},{12911=25;12912=25;12913=25}
250,100,100,{id=2871},{28711=25;28712=25;28713=25},{id=741;star=4},{7411=25;7412=25;7413=25},{id=1391;star=4},{13911=25;13912=25;13913=25},{id=1291;star=4},{12911=25;12912=25;12913=25},{id=2961;star=4},{29611=25;29612=25;29613=25},{id=2921;star=4},{29211=25;29212=25;29213=25}
251,100,100,{id=2961},{29611=25;29612=25;29613=25},{id=2011;star=4},{20111=25;20112=25;20113=25},{id=3541;star=4},{35411=25;35412=25;35413=25},{id=3301;star=4},{33011=25;33012=25;33013=25},{id=261;star=4},{2611=25;2612=25;2613=25},{id=2071;star=4},{20711=25;20712=25;20713=25}
252,100,100,{id=3511},{35111=25;35112=25;35113=25},{id=3351;star=4},{33511=25;33512=25;33513=25},{id=1441;star=4},{14411=25;14412=25;14413=25},{id=3411;star=4},{34111=25;34112=25;34113=25},{id=3301;star=4},{33011=25;33012=25;33013=25},{id=1171;star=4},{11711=25;11712=25;11713=25}
253,100,100,{id=3411},{34111=25;34112=25;34113=25},{id=1811;star=4},{18111=25;18112=25;18113=25},{id=371;star=4},{3711=25;3712=25;3713=25},{id=2011;star=4},{20111=25;20112=25;20113=25},{id=3301;star=4},{33011=25;33012=25;33013=25},{id=2921;star=4},{29211=25;29212=25;29213=25}
254,100,100,{id=3511},{35111=25;35112=25;35113=25},{id=1861;star=4},{18611=25;18612=25;18613=25},{id=591;star=4},{5911=25;5912=25;5913=25},{id=271;star=4},{2711=25;2712=25;2713=25},{id=11;star=4},{111=25;112=25;113=25},{id=3471;star=4},{34711=25;34712=25;34713=25}
255,100,100,{id=3291},{32911=25;32912=25;32913=25},{id=2071;star=4},{20711=25;20712=25;20713=25},{id=461;star=4},{4611=25;4612=25;4613=25},{id=3541;star=4},{35411=25;35412=25;35413=25},{id=471;star=4},{4711=25;4712=25;4713=25},{id=771;star=4},{7711=25;7712=25;7713=25}
256,100,100,{id=691},{6911=25;6912=25;6913=25},{id=1291;star=4},{12911=25;12912=25;12913=25},{id=2301;star=4},{23011=25;23012=25;23013=25},{id=1611;star=4},{16111=25;16112=25;16113=25},{id=1421;star=4},{14211=25;14212=25;14213=25},{id=3301;star=4},{33011=25;33012=25;33013=25}
257,100,100,{id=21},{211=25;212=25;213=25},{id=1611;star=4},{16111=25;16112=25;16113=25},{id=2071;star=4},{20711=25;20712=25;20713=25},{id=271;star=4},{2711=25;2712=25;2713=25},{id=2721;star=4},{27211=25;27212=25;27213=25},{id=2611;star=4},{26111=25;26112=25;26113=25}
258,100,100,{id=771},{7711=25;7712=25;7713=25},{id=2631;star=4},{26311=25;26312=25;26313=25},{id=801;star=4},{8011=25;8012=25;8013=25},{id=791;star=4},{7911=25;7912=25;7913=25},{id=3291;star=4},{32911=25;32912=25;32913=25},{id=3541;star=4},{35411=25;35412=25;35413=25}
259,100,100,{id=3471},{34711=25;34712=25;34713=25},{id=3541;star=4},{35411=25;35412=25;35413=25},{id=601;star=4},{6011=25;6012=25;6013=25},{id=2011;star=4},{20111=25;20112=25;20113=25},{id=3431;star=4},{34311=25;34312=25;34313=25},{id=3411;star=4},{34111=25;34112=25;34113=25}
260,100,100,{id=3001},{30011=25;30012=25;30013=25},{id=801;star=4},{8011=25;8012=25;8013=25},{id=601;star=4},{6011=25;6012=25;6013=25},{id=2071;star=4},{20711=25;20712=25;20713=25},{id=1311;star=4},{13111=25;13112=25;13113=25},{id=3411;star=4},{34111=25;34112=25;34113=25}
261,100,100,{id=3471},{34711=27;34712=27;34713=27},{id=2681;star=4},{26811=27;26812=27;26813=27},{id=1421;star=4},{14211=27;14212=27;14213=27},{id=2871;star=4},{28711=27;28712=27;28713=27},{id=11;star=4},{111=27;112=27;113=27},{id=2631;star=4},{26311=27;26312=27;26313=27}
262,100,100,{id=881},{8811=27;8812=27;8813=27},{id=1;star=4},{11=27;12=27;13=27},{id=3141;star=4},{31411=27;31412=27;31413=27},{id=1421;star=4},{14211=27;14212=27;14213=27},{id=3291;star=4},{32911=27;32912=27;32913=27},{id=631;star=4},{6311=27;6312=27;6313=27}
263,100,100,{id=3471},{34711=27;34712=27;34713=27},{id=471;star=4},{4711=27;4712=27;4713=27},{id=1391;star=4},{13911=27;13912=27;13913=27},{id=11;star=4},{111=27;112=27;113=27},{id=3351;star=4},{33511=27;33512=27;33513=27},{id=1291;star=4},{12911=27;12912=27;12913=27}
264,100,100,{id=1441},{14411=27;14412=27;14413=27},{id=2871;star=4},{28711=27;28712=27;28713=27},{id=791;star=4},{7911=27;7912=27;7913=27},{id=3281;star=4},{32811=27;32812=27;32813=27},{id=601;star=4},{6011=27;6012=27;6013=27},{id=881;star=4},{8811=27;8812=27;8813=27}
265,100,100,{id=271},{2711=27;2712=27;2713=27},{id=2961;star=4},{29611=27;29612=27;29613=27},{id=391;star=4},{3911=27;3912=27;3913=27},{id=1251;star=4},{12511=27;12512=27;12513=27},{id=1611;star=4},{16111=27;16112=27;16113=27},{id=2721;star=4},{27211=27;27212=27;27213=27}
266,100,100,{id=2591},{25911=27;25912=27;25913=27},{id=1;star=4},{11=27;12=27;13=27},{id=3281;star=4},{32811=27;32812=27;32813=27},{id=3001;star=4},{30011=27;30012=27;30013=27},{id=571;star=4},{5711=27;5712=27;5713=27},{id=2921;star=4},{29211=27;29212=27;29213=27}
267,100,100,{id=51},{511=27;512=27;513=27},{id=281;star=4},{2811=27;2812=27;2813=27},{id=1171;star=4},{11711=27;11712=27;11713=27},{id=1861;star=4},{18611=27;18612=27;18613=27},{id=1391;star=4},{13911=27;13912=27;13913=27},{id=791;star=4},{7911=27;7912=27;7913=27}
268,100,100,{id=491},{4911=27;4912=27;4913=27},{id=1811;star=4},{18111=27;18112=27;18113=27},{id=1611;star=4},{16111=27;16112=27;16113=27},{id=3281;star=4},{32811=27;32812=27;32813=27},{id=731;star=4},{7311=27;7312=27;7313=27},{id=3141;star=4},{31411=27;31412=27;31413=27}
269,100,100,{id=261},{2611=27;2612=27;2613=27},{id=2681;star=4},{26811=27;26812=27;26813=27},{id=1171;star=4},{11711=27;11712=27;11713=27},{id=2921;star=4},{29211=27;29212=27;29213=27},{id=551;star=4},{5511=27;5512=27;5513=27},{id=3301;star=4},{33011=27;33012=27;33013=27}
270,100,100,{id=2071},{20711=27;20712=27;20713=27},{id=2961;star=4},{29611=27;29612=27;29613=27},{id=801;star=4},{8011=27;8012=27;8013=27},{id=3001;star=4},{30011=27;30012=27;30013=27},{id=391;star=4},{3911=27;3912=27;3913=27},{id=2871;star=4},{28711=27;28712=27;28713=27}
271,100,100,{id=601},{6011=27;6012=27;6013=27},{id=881;star=4},{8811=27;8812=27;8813=27},{id=691;star=4},{6911=27;6912=27;6913=27},{id=1611;star=4},{16111=27;16112=27;16113=27},{id=781;star=4},{7811=27;7812=27;7813=27},{id=3501;star=4},{35011=27;35012=27;35013=27}
272,100,100,{id=781},{7811=27;7812=27;7813=27},{id=301;star=4},{3011=27;3012=27;3013=27},{id=1;star=4},{11=27;12=27;13=27},{id=2821;star=4},{28211=27;28212=27;28213=27},{id=1501;star=4},{15011=27;15012=27;15013=27},{id=3001;star=4},{30011=27;30012=27;30013=27}
273,100,100,{id=881},{8811=27;8812=27;8813=27},{id=301;star=4},{3011=27;3012=27;3013=27},{id=1391;star=4},{13911=27;13912=27;13913=27},{id=2591;star=4},{25911=27;25912=27;25913=27},{id=791;star=4},{7911=27;7912=27;7913=27},{id=21;star=4},{211=27;212=27;213=27}
274,100,100,{id=51},{511=27;512=27;513=27},{id=1251;star=4},{12511=27;12512=27;12513=27},{id=2591;star=4},{25911=27;25912=27;25913=27},{id=2071;star=4},{20711=27;20712=27;20713=27},{id=3351;star=4},{33511=27;33512=27;33513=27},{id=3411;star=4},{34111=27;34112=27;34113=27}
275,100,100,{id=2921},{29211=27;29212=27;29213=27},{id=3431;star=4},{34311=27;34312=27;34313=27},{id=3511;star=4},{35111=27;35112=27;35113=27},{id=791;star=4},{7911=27;7912=27;7913=27},{id=1861;star=4},{18611=27;18612=27;18613=27},{id=1291;star=4},{12911=27;12912=27;12913=27}
276,100,100,{id=3501},{35011=27;35012=27;35013=27},{id=371;star=4},{3711=27;3712=27;3713=27},{id=491;star=4},{4911=27;4912=27;4913=27},{id=1391;star=4},{13911=27;13912=27;13913=27},{id=791;star=4},{7911=27;7912=27;7913=27},{id=2481;star=4},{24811=27;24812=27;24813=27}
277,100,100,{id=1441},{14411=27;14412=27;14413=27},{id=2681;star=4},{26811=27;26812=27;26813=27},{id=3351;star=4},{33511=27;33512=27;33513=27},{id=1251;star=4},{12511=27;12512=27;12513=27},{id=21;star=4},{211=27;212=27;213=27},{id=2271;star=4},{22711=27;22712=27;22713=27}
278,100,100,{id=3411},{34111=27;34112=27;34113=27},{id=1311;star=4},{13111=27;13112=27;13113=27},{id=1391;star=4},{13911=27;13912=27;13913=27},{id=741;star=4},{7411=27;7412=27;7413=27},{id=1501;star=4},{15011=27;15012=27;15013=27},{id=271;star=4},{2711=27;2712=27;2713=27}
279,100,100,{id=281},{2811=27;2812=27;2813=27},{id=801;star=4},{8011=27;8012=27;8013=27},{id=471;star=4},{4711=27;4712=27;4713=27},{id=1391;star=4},{13911=27;13912=27;13913=27},{id=261;star=4},{2611=27;2612=27;2613=27},{id=1311;star=4},{13111=27;13112=27;13113=27}
280,100,100,{id=51},{511=27;512=27;513=27},{id=3291;star=4},{32911=27;32912=27;32913=27},{id=491;star=4},{4911=27;4912=27;4913=27},{id=571;star=4},{5711=27;5712=27;5713=27},{id=1501;star=4},{15011=27;15012=27;15013=27},{id=2631;star=4},{26311=27;26312=27;26313=27}
281,100,100,{id=3281},{32811=29;32812=29;32813=29},{id=21;star=4},{211=29;212=29;213=29},{id=391;star=4},{3911=29;3912=29;3913=29},{id=2871;star=4},{28711=29;28712=29;28713=29},{id=801;star=4},{8011=29;8012=29;8013=29},{id=1;star=4},{11=29;12=29;13=29}
282,100,100,{id=1391},{13911=29;13912=29;13913=29},{id=331;star=4},{3311=29;3312=29;3313=29},{id=601;star=4},{6011=29;6012=29;6013=29},{id=571;star=4},{5711=29;5712=29;5713=29},{id=2301;star=4},{23011=29;23012=29;23013=29},{id=1081;star=4},{10811=29;10812=29;10813=29}
283,100,100,{id=1251},{12511=29;12512=29;12513=29},{id=731;star=4},{7311=29;7312=29;7313=29},{id=1071;star=4},{10711=29;10712=29;10713=29},{id=3341;star=4},{33411=29;33412=29;33413=29},{id=1501;star=4},{15011=29;15012=29;15013=29},{id=1;star=4},{11=29;12=29;13=29}
284,100,100,{id=1081},{10811=29;10812=29;10813=29},{id=801;star=4},{8011=29;8012=29;8013=29},{id=91;star=4},{911=29;912=29;913=29},{id=3411;star=4},{34111=29;34112=29;34113=29},{id=3511;star=4},{35111=29;35112=29;35113=29},{id=481;star=4},{4811=29;4812=29;4813=29}
285,100,100,{id=2481},{24811=29;24812=29;24813=29},{id=2821;star=4},{28211=29;28212=29;28213=29},{id=2631;star=4},{26311=29;26312=29;26313=29},{id=881;star=4},{8811=29;8812=29;8813=29},{id=261;star=4},{2611=29;2612=29;2613=29},{id=3351;star=4},{33511=29;33512=29;33513=29}
286,100,100,{id=281},{2811=29;2812=29;2813=29},{id=481;star=4},{4811=29;4812=29;4813=29},{id=21;star=4},{211=29;212=29;213=29},{id=491;star=4},{4911=29;4912=29;4913=29},{id=391;star=4},{3911=29;3912=29;3913=29},{id=2591;star=4},{25911=29;25912=29;25913=29}
287,100,100,{id=2011},{20111=29;20112=29;20113=29},{id=2631;star=4},{26311=29;26312=29;26313=29},{id=391;star=4},{3911=29;3912=29;3913=29},{id=281;star=4},{2811=29;2812=29;2813=29},{id=2871;star=4},{28711=29;28712=29;28713=29},{id=1231;star=4},{12311=29;12312=29;12313=29}
288,100,100,{id=801},{8011=29;8012=29;8013=29},{id=1421;star=4},{14211=29;14212=29;14213=29},{id=731;star=4},{7311=29;7312=29;7313=29},{id=3141;star=4},{31411=29;31412=29;31413=29},{id=591;star=4},{5911=29;5912=29;5913=29},{id=1251;star=4},{12511=29;12512=29;12513=29}
289,100,100,{id=1811},{18111=29;18112=29;18113=29},{id=1;star=4},{11=29;12=29;13=29},{id=2871;star=4},{28711=29;28712=29;28713=29},{id=2821;star=4},{28211=29;28212=29;28213=29},{id=3281;star=4},{32811=29;32812=29;32813=29},{id=801;star=4},{8011=29;8012=29;8013=29}
290,100,100,{id=2591},{25911=29;25912=29;25913=29},{id=1251;star=4},{12511=29;12512=29;12513=29},{id=691;star=4},{6911=29;6912=29;6913=29},{id=3501;star=4},{35011=29;35012=29;35013=29},{id=3301;star=4},{33011=29;33012=29;33013=29},{id=3291;star=4},{32911=29;32912=29;32913=29}
291,100,100,{id=1311},{13111=29;13112=29;13113=29},{id=301;star=4},{3011=29;3012=29;3013=29},{id=2301;star=4},{23011=29;23012=29;23013=29},{id=691;star=4},{6911=29;6912=29;6913=29},{id=3341;star=4},{33411=29;33412=29;33413=29},{id=261;star=4},{2611=29;2612=29;2613=29}
292,100,100,{id=301},{3011=29;3012=29;3013=29},{id=3471;star=4},{34711=29;34712=29;34713=29},{id=2961;star=4},{29611=29;29612=29;29613=29},{id=471;star=4},{4711=29;4712=29;4713=29},{id=771;star=4},{7711=29;7712=29;7713=29},{id=1441;star=4},{14411=29;14412=29;14413=29}
293,100,100,{id=2481},{24811=29;24812=29;24813=29},{id=2611;star=4},{26111=29;26112=29;26113=29},{id=3541;star=4},{35411=29;35412=29;35413=29},{id=3291;star=4},{32911=29;32912=29;32913=29},{id=1441;star=4},{14411=29;14412=29;14413=29},{id=281;star=4},{2811=29;2812=29;2813=29}
294,100,100,{id=11},{111=29;112=29;113=29},{id=2011;star=4},{20111=29;20112=29;20113=29},{id=281;star=4},{2811=29;2812=29;2813=29},{id=591;star=4},{5911=29;5912=29;5913=29},{id=371;star=4},{3711=29;3712=29;3713=29},{id=3301;star=4},{33011=29;33012=29;33013=29}
295,100,100,{id=1221},{12211=29;12212=29;12213=29},{id=301;star=4},{3011=29;3012=29;3013=29},{id=2871;star=4},{28711=29;28712=29;28713=29},{id=1081;star=4},{10811=29;10812=29;10813=29},{id=2271;star=4},{22711=29;22712=29;22713=29},{id=11;star=4},{111=29;112=29;113=29}
296,100,100,{id=51},{511=29;512=29;513=29},{id=391;star=4},{3911=29;3912=29;3913=29},{id=1071;star=4},{10711=29;10712=29;10713=29},{id=2821;star=4},{28211=29;28212=29;28213=29},{id=1861;star=4},{18611=29;18612=29;18613=29},{id=3411;star=4},{34111=29;34112=29;34113=29}
297,100,100,{id=2871},{28711=29;28712=29;28713=29},{id=3431;star=4},{34311=29;34312=29;34313=29},{id=3301;star=4},{33011=29;33012=29;33013=29},{id=51;star=4},{511=29;512=29;513=29},{id=781;star=4},{7811=29;7812=29;7813=29},{id=2681;star=4},{26811=29;26812=29;26813=29}
298,100,100,{id=1081},{10811=29;10812=29;10813=29},{id=2921;star=4},{29211=29;29212=29;29213=29},{id=3301;star=4},{33011=29;33012=29;33013=29},{id=3351;star=4},{33511=29;33512=29;33513=29},{id=1291;star=4},{12911=29;12912=29;12913=29},{id=3541;star=4},{35411=29;35412=29;35413=29}
299,100,100,{id=2301},{23011=29;23012=29;23013=29},{id=721;star=4},{7211=29;7212=29;7213=29},{id=2071;star=4},{20711=29;20712=29;20713=29},{id=1081;star=4},{10811=29;10812=29;10813=29},{id=881;star=4},{8811=29;8812=29;8813=29},{id=2481;star=4},{24811=29;24812=29;24813=29}
300,100,100,{id=11},{111=29;112=29;113=29},{id=1611;star=4},{16111=29;16112=29;16113=29},{id=1441;star=4},{14411=29;14412=29;14413=29},{id=781;star=4},{7811=29;7812=29;7813=29},{id=481;star=4},{4811=29;4812=29;4813=29},{id=771;star=4},{7711=29;7712=29;7713=29}
301,100,100,{id=2271},{22711=31;22712=31;22713=31},{id=271;star=4},{2711=31;2712=31;2713=31},{id=3301;star=4},{33011=31;33012=31;33013=31},{id=1501;star=4},{15011=31;15012=31;15013=31},{id=51;star=4},{511=31;512=31;513=31},{id=491;star=4},{4911=31;4912=31;4913=31}
302,100,100,{id=2611},{26111=31;26112=31;26113=31},{id=391;star=4},{3911=31;3912=31;3913=31},{id=1811;star=4},{18111=31;18112=31;18113=31},{id=781;star=4},{7811=31;7812=31;7813=31},{id=881;star=4},{8811=31;8812=31;8813=31},{id=1311;star=4},{13111=31;13112=31;13113=31}
303,100,100,{id=2721},{27211=31;27212=31;27213=31},{id=2961;star=4},{29611=31;29612=31;29613=31},{id=1421;star=4},{14211=31;14212=31;14213=31},{id=271;star=4},{2711=31;2712=31;2713=31},{id=3281;star=4},{32811=31;32812=31;32813=31},{id=1391;star=4},{13911=31;13912=31;13913=31}
304,100,100,{id=751},{7511=31;7512=31;7513=31},{id=601;star=4},{6011=31;6012=31;6013=31},{id=1;star=4},{11=31;12=31;13=31},{id=3511;star=4},{35111=31;35112=31;35113=31},{id=3341;star=4},{33411=31;33412=31;33413=31},{id=881;star=4},{8811=31;8812=31;8813=31}
305,100,100,{id=1311},{13111=31;13112=31;13113=31},{id=51;star=4},{511=31;512=31;513=31},{id=3001;star=4},{30011=31;30012=31;30013=31},{id=3501;star=4},{35011=31;35012=31;35013=31},{id=21;star=4},{211=31;212=31;213=31},{id=1291;star=4},{12911=31;12912=31;12913=31}
306,100,100,{id=391},{3911=31;3912=31;3913=31},{id=2921;star=4},{29211=31;29212=31;29213=31},{id=3431;star=4},{34311=31;34312=31;34313=31},{id=2631;star=4},{26311=31;26312=31;26313=31},{id=3341;star=4},{33411=31;33412=31;33413=31},{id=691;star=4},{6911=31;6912=31;6913=31}
307,100,100,{id=781},{7811=31;7812=31;7813=31},{id=491;star=4},{4911=31;4912=31;4913=31},{id=2921;star=4},{29211=31;29212=31;29213=31},{id=631;star=4},{6311=31;6312=31;6313=31},{id=3351;star=4},{33511=31;33512=31;33513=31},{id=1291;star=4},{12911=31;12912=31;12913=31}
308,100,100,{id=11},{111=31;112=31;113=31},{id=551;star=4},{5511=31;5512=31;5513=31},{id=591;star=4},{5911=31;5912=31;5913=31},{id=1;star=4},{11=31;12=31;13=31},{id=391;star=4},{3911=31;3912=31;3913=31},{id=21;star=4},{211=31;212=31;213=31}
309,100,100,{id=3341},{33411=31;33412=31;33413=31},{id=261;star=4},{2611=31;2612=31;2613=31},{id=1811;star=4},{18111=31;18112=31;18113=31},{id=781;star=4},{7811=31;7812=31;7813=31},{id=881;star=4},{8811=31;8812=31;8813=31},{id=281;star=4},{2811=31;2812=31;2813=31}
310,100,100,{id=481},{4811=31;4812=31;4813=31},{id=1811;star=4},{18111=31;18112=31;18113=31},{id=3001;star=4},{30011=31;30012=31;30013=31},{id=3301;star=4},{33011=31;33012=31;33013=31},{id=3471;star=4},{34711=31;34712=31;34713=31},{id=1251;star=4},{12511=31;12512=31;12513=31}
311,100,100,{id=3471},{34711=31;34712=31;34713=31},{id=1441;star=4},{14411=31;14412=31;14413=31},{id=3511;star=4},{35111=31;35112=31;35113=31},{id=3501;star=4},{35011=31;35012=31;35013=31},{id=3341;star=4},{33411=31;33412=31;33413=31},{id=1311;star=4},{13111=31;13112=31;13113=31}
312,100,100,{id=1},{11=31;12=31;13=31},{id=491;star=4},{4911=31;4912=31;4913=31},{id=2631;star=4},{26311=31;26312=31;26313=31},{id=2681;star=4},{26811=31;26812=31;26813=31},{id=11;star=4},{111=31;112=31;113=31},{id=3501;star=4},{35011=31;35012=31;35013=31}
313,100,100,{id=3281},{32811=31;32812=31;32813=31},{id=1391;star=4},{13911=31;13912=31;13913=31},{id=261;star=4},{2611=31;2612=31;2613=31},{id=2721;star=4},{27211=31;27212=31;27213=31},{id=21;star=4},{211=31;212=31;213=31},{id=3001;star=4},{30011=31;30012=31;30013=31}
314,100,100,{id=3541},{35411=31;35412=31;35413=31},{id=461;star=4},{4611=31;4612=31;4613=31},{id=471;star=4},{4711=31;4712=31;4713=31},{id=791;star=4},{7911=31;7912=31;7913=31},{id=371;star=4},{3711=31;3712=31;3713=31},{id=1251;star=4},{12511=31;12512=31;12513=31}
315,100,100,{id=1171},{11711=31;11712=31;11713=31},{id=1421;star=4},{14211=31;14212=31;14213=31},{id=1611;star=4},{16111=31;16112=31;16113=31},{id=2071;star=4},{20711=31;20712=31;20713=31},{id=3141;star=4},{31411=31;31412=31;31413=31},{id=591;star=4},{5911=31;5912=31;5913=31}
316,100,100,{id=281},{2811=31;2812=31;2813=31},{id=1391;star=4},{13911=31;13912=31;13913=31},{id=2271;star=4},{22711=31;22712=31;22713=31},{id=1171;star=4},{11711=31;11712=31;11713=31},{id=3471;star=4},{34711=31;34712=31;34713=31},{id=3021;star=4},{30211=31;30212=31;30213=31}
317,100,100,{id=3541},{35411=31;35412=31;35413=31},{id=371;star=4},{3711=31;3712=31;3713=31},{id=91;star=4},{911=31;912=31;913=31},{id=691;star=4},{6911=31;6912=31;6913=31},{id=1291;star=4},{12911=31;12912=31;12913=31},{id=2071;star=4},{20711=31;20712=31;20713=31}
318,100,100,{id=91},{911=31;912=31;913=31},{id=751;star=4},{7511=31;7512=31;7513=31},{id=1501;star=4},{15011=31;15012=31;15013=31},{id=271;star=4},{2711=31;2712=31;2713=31},{id=1861;star=4},{18611=31;18612=31;18613=31},{id=3301;star=4},{33011=31;33012=31;33013=31}
319,100,100,{id=2871},{28711=31;28712=31;28713=31},{id=3011;star=4},{30111=31;30112=31;30113=31},{id=2011;star=4},{20111=31;20112=31;20113=31},{id=491;star=4},{4911=31;4912=31;4913=31},{id=3141;star=4},{31411=31;31412=31;31413=31},{id=301;star=4},{3011=31;3012=31;3013=31}
320,100,100,{id=11},{111=31;112=31;113=31},{id=2961;star=4},{29611=31;29612=31;29613=31},{id=271;star=4},{2711=31;2712=31;2713=31},{id=91;star=4},{911=31;912=31;913=31},{id=1841;star=4},{18411=31;18412=31;18413=31},{id=1391;star=4},{13911=31;13912=31;13913=31}
321,100,100,{id=3291},{32911=33;32912=33;32913=33},{id=881;star=4},{8811=33;8812=33;8813=33},{id=741;star=4},{7411=33;7412=33;7413=33},{id=2591;star=4},{25911=33;25912=33;25913=33},{id=781;star=4},{7811=33;7812=33;7813=33},{id=1311;star=4},{13111=33;13112=33;13113=33}
322,100,100,{id=331},{3311=33;3312=33;3313=33},{id=801;star=4},{8011=33;8012=33;8013=33},{id=2591;star=4},{25911=33;25912=33;25913=33},{id=2631;star=4},{26311=33;26312=33;26313=33},{id=1;star=4},{11=33;12=33;13=33},{id=1311;star=4},{13111=33;13112=33;13113=33}
323,100,100,{id=51},{511=33;512=33;513=33},{id=2011;star=4},{20111=33;20112=33;20113=33},{id=731;star=4},{7311=33;7312=33;7313=33},{id=881;star=4},{8811=33;8812=33;8813=33},{id=2921;star=4},{29211=33;29212=33;29213=33},{id=551;star=4},{5511=33;5512=33;5513=33}
324,100,100,{id=731},{7311=33;7312=33;7313=33},{id=3541;star=4},{35411=33;35412=33;35413=33},{id=3291;star=4},{32911=33;32912=33;32913=33},{id=3301;star=4},{33011=33;33012=33;33013=33},{id=3431;star=4},{34311=33;34312=33;34313=33},{id=461;star=4},{4611=33;4612=33;4613=33}
325,100,100,{id=591},{5911=33;5912=33;5913=33},{id=1501;star=4},{15011=33;15012=33;15013=33},{id=3141;star=4},{31411=33;31412=33;31413=33},{id=2721;star=4},{27211=33;27212=33;27213=33},{id=1231;star=4},{12311=33;12312=33;12313=33},{id=301;star=4},{3011=33;3012=33;3013=33}
