"﻿变量名",_beizhu,name,name_tw,name_en,name_vn,name_kr,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,type,independent,desc,desc_tw,desc_en,desc_vn,desc_kr,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
"3187",Recharge big turntable,,,,,,city/main/icon_xyzzl.png,,,,,,,38,1,Recharge big turntable,儲值大轉盤,Purchase Lucky Wheel,404404,충전 룰렛,{free=0;costScore=100;dailyScoreMax=1000;recharge=1;addScore=1},{awards=<{rmb=300};{502=1};{rmb=100};{501=1};{rmb=60};{503=1};{rmb=30};{519=1}>;special=1},1001,0,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,1,,<1;9999>,,,<cn>,1,2,1
"3188",Formal-Direct Purchase Package-Time-Resources,,,,,,,1,,,,,,33,1,Cultivate resource pack,培養資源禮包,Build Pack,404404,육성 자원 패키지,,,23218,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,1,,<1;9999>,,,<cn>,1,16,1
,0917tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3190",Formal - drawing runestones is a courtesy cntw,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Runestone card drawing courtesy,符石抽卡有禮,Rune extraction And Rewards,404404,룬스톤 뽑기 선물,,,10034,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,66,,<1;9999>,,,<cn;tw>,1,17,
"3191",Formal-direct purchase package-time-runestones,,,,,,,1,,,,,,33,1,Runestone Gift Pack,符石禮包,Rune Pack,404404,룬스톤 패키지,,,23217,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,66,,<1;9999>,,,<cn;tw>,1,16,1
,Limited Runestone 257,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,city/main/icon_zc_xdfs.png,,,,,,,44,1,Limited Runestones,限定符石,Limited Rune,404404,한정 룬스톤,{RMB1=100;RMB10=880;drawLimit=100;cost=<0;0;50;50;100;100;200;200>;exchangeTimes=8},{up=<2;5;7>;priviewId=39},1001,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,66,,<1;9999>,,,<cn;tw>,1,1,1
,Limited Runestone 469,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,city/main/icon_zc_xdfs.png,,,,,,,44,1,Limited Runestones,限定符石,Limited Rune,404404,한정 룬스톤,{RMB1=100;RMB10=880;drawLimit=100;cost=<0;0;50;50;100;100;200;200>;exchangeTimes=8},{up=<4;6;9>;priviewId=40},1001,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,66,,<1;9999>,,,<cn;tw>,1,1,1
"3192",Limited Runestone 138,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,city/main/icon_zc_xdfs.png,,,,,,,44,1,Limited Runestones,限定符石,Limited Rune,404404,한정 룬스톤,{RMB1=100;RMB10=880;drawLimit=100;cost=<0;0;50;50;100;100;200;200>;exchangeTimes=8},{up=<1;3;8>;priviewId=38},1001,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,66,,<1;9999>,,,<cn;tw>,1,1,1
"3194",Resource week card 2-cnkrtw,For testing,測試專用,Develop Investment ,Kiểm tra chuyên dụng,테스트 전용,city/main/icon_jltz.png,,,,,,,43,4,Cultivate investment,養成投資,Pokémon Investment,404404,육성 투자,{buyDay=7;recharge=108},{iconRes = activity/weekly_card/img_yctz.png;titleRes = activity/weekly_card/txt_yctz.png;titleText = 购买投资，每日领取收益;award1 = {count = 27;scale = 1;res = activity/weekly_card/txt_wnsp.png};award2 = {count = 2780;scale = 0.7;res = activity/weekly_card/txt_zs.png};isShowCountDown=true},1003,1,0,<20160101;20990101>,,20210917,500,0,0,20211001,500,0,0,,336,6,,,,,<cn;kr;tw>,1,13,
"3195",Fragment Converter - Version 1 - en,Fragmentation Converter,測試專用,404,,,city/main/icon_activity_xszh.png,,Fragmentation Converter,,,,,47,1,Fragmentation Converter,,,,,{quality={5=50}},{res=activity/flip_card/icon_pm},2013,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,55,,<1;9999>,,,<cn>,1,1,1
"3196",Formal - it's polite to draw chips,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Card draw with chip is polite,芯片抽卡有禮,,404404,,,,10072,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,80,,<1;9999>,,,<cn>,1,17,
"3197",Formal-direct purchase package-time-chip,,,,,,,1,,,,,,33,1,Chip gift pack,,,,,,,23229,1,0,<20160101;20990101>,,20210917,500,0,0,20210920,500,0,0,,72,80,,<1;9999>,,,<cn>,1,16,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3200",full moon prayer,For testing,,404,404404,보름달 축복,city/main/icon_yyqf.png,,,,,,,69,1,full moon prayer,,,,,,,1001,1,0,<20160101;20990101>,,20210917,500,0,0,20210922,500,0,0,,120,6,,,,,<cn;tw;kr>,1,1,1
"3201",Full Moon Prayer - Poster,,,,,,,,,,,,,8,-1,,,,404404,정식-서버 오픈 축제 포스터,,{res=config/poster/img_hb_zq2.png},,1,0,<20160101;20990101>,,20210917,500,0,0,20210922,500,0,0,,120,6,,,,,<cn;tw;kr>,1,1,
"3202",Mid-Autumn Festival Login-cn,,,,,,city/main/icon_qrdl.png,,,,,,,14,0,Mid-autumn login,中秋登錄,,404404,추석 로그인,,,10087,1,0,<20160101;20990101>,,20210917,500,0,0,20210924,500,0,0,,168,1,,,,,<cn>,1,1,1
"3203",Mid-autumn login-kr,,,,,,city/main/icon_qrdl.png,,,,,,,14,0,Mid-autumn login,中秋登錄,,404404,추석 로그인,,,10088,1,0,<20160101;20990101>,,20210917,500,0,0,20210924,500,0,0,,168,1,,,,,<kr>,1,1,1
"3204",Mid-autumn login-tw,,,,,,city/main/icon_qrdl.png,,,,,,,14,0,Mid-autumn login,中秋登錄,,404404,추석 로그인,,,10089,1,0,<20160101;20990101>,,20210917,500,0,0,20210924,500,0,0,,168,1,,,,,<tw>,1,1,1
"3205",Mid-Autumn Festival gift pack,,,,,추석 특혜 패키지,,1,,,,,,33,1,Mid-Autumn Festival gift pack,中秋特惠禮包,,404404,추석 특혜 패키지,,{topBg=activity/banner_xnhd@.png},23234,1,0,<20160101;20990101>,,20210917,500,0,0,20210922,500,0,0,,192,1,,,,,<cn;tw;kr>,1,18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3210",Official - Lucky Cat - V15,universal,通用,404,404404,통용,city/main/icon_zcm@.png,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,17,1,Lucky Cat,招財貓,Fortune Cat,Mèo cầu tài,복 냐옹이,{type=rmb},,17012,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<cn>,1,40,1
"3211","Formal - Xernias - Showcase extended for one day - 15,000 points",,,,,,city/main/icon_xsss.png,,,,,,,20,2,limited time mythical beast,限時神獸,Time-limited Legendary Pokémon,404404,기간한정 전설의 포켓몬,{RMB1=80;RMB10=680;Qualify=1;QualifyServerOpenDays=90;QualifyTime=2430;CheckCardCapacity=0},{cardId=3601;key=limitTenText1;priviewId=33},1024,,0,<20160101;20990101>,,20210924,500,0,0,20210928,500,0,0,,96,6,,<1;9999>,,,<cn>,1,17,1
"3212",Lucky cat poster,universal,通用,404,404404,통용,,,,,,,,8,-1,Lucky cat poster,招財貓海報,Fortune Cat Poster,404404,복고양이 포스터,,{res=config/poster/img_hb_zcm@.png},,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
"3213",Limited Time Xerneas Poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_zenys@.png},,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
"3214",Formal-recharge courtesy-limited time-5000 stalls,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10058,1,4,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,<7;9999>,72,1,,<1;9999>,,,<cn>,1,14,
"3215",Limited time rules poster,,,,,,,,,,,,,8,-1,Limited time rules poster,限時规则海報,Time-limited Legendary Pokémon Poster,404404,한정 규칙 포스터,,{res=config/poster/img_hb_xsssworing.png},,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
,World Boss,Zones 1-5 open,1-5區開啟,,404404,1-5서버 개방,city/main/icon_sj.png,1,,,,,,26,1,World Boss,（世界）王,404,404404,월드보스,{freeCount=3},,1008,1,3,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,<15;9999>,72,1,,,,,<>,1,1,1
"3217",First Charge Reset - Time-Limited Treasure Chest Event,First charge reset,首儲重置,404,404404,첫 충전 초기화,city/main/icon_zlph.png,,First Charge Reset - Spring Festival Event,首充重置-春節活動,First purchase reset - Spring Festival Event,404404,첫 충전 초기화-설날 이벤트,31,-1,First Charge Reset-Test,首儲重置-測試,First-purchase reset-testing,404404,첫 충전 초기화-테스트,,,,1,0,<20160101;20990101>,,20210924,500,0,0,20211022,500,0,0,,5000000,1,,,,,<cn>,1,1,
"3218",First Charge Poster-Limited Time Treasure Chest Event,,,,,,,,,,,,,8,-1,First Charge Poster,首儲海報,First purchase poster,404404,첫 충전 포스터,,{res=config/poster/img_hb_scsbcz@.png},,1,0,<20160101;20990101>,,20210924,500,0,0,20210925,500,0,0,,24,1,,,,,<cn>,1,2,
,0924en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3220",Gayoka/Tianxi limited time draw,old district,老區,404,404404,기존,,,,,,,,5,-1,soul box,魂匣,404,Hộp Hồn,영혼함,{RMB1=260;RMB10=2480;Qualify=1},{limitId=34;priviewId=70},,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<en>,1,,
"3221",Official-Trailer-Gioka/Tianxi Draw Card,old district,老區,Legendary Summon,404404,기존,,3,"During the event period, Kaioka and Tianxi beast summons are coming, go and get them!",活動期間，蓋歐卡和蒂安希神獸召喚來襲，快去獲取吧！,"Summon Kyogre and Diancie in event time, get it now!",,,8,0,Beast call,神獸召喚,Legendary Summon,TRIỆU HỒI THẦN THÚ,레쿠쟈 소환,,,,1,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<en>,1,10,
"3222",Limited time Gayoka poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_gok@.png},,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<en>,1,1,
"3223",Formal-recharge courtesy-limited time-5000 stalls,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10058,1,4,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,<7;9999>,72,1,,<1;9999>,,,<en>,1,14,
"3224",Formal - polite consumption - Zoroya fragments - for kr,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,10090,1,4,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,<10;9999>,72,1,,<1;9999>,,,<en>,1,17,
"3225",Formal - direct purchase package - time,,,,,,,1,,,,,,33,1,Elf Cultivation Gift Pack,精靈養成禮包,Develop Pack,404404,포켓몬 육성 패키지,,,23216,1,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,20,,<1;9999>,,,<en>,1,16,1
"3226",Elemental Challenge - Gayoka is a must,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,,,,,,,24,-1,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,{nature=3;monster=<122;233;165>},,,1,0,<20160101;20990101>,,20210925,500,0,0,20210927,500,0,0,,48,30,,<2;9999>,,,<en>,1,,
"3227",Formal - Elemental Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,,,3008,0,0,<20160101;20990101>,,20210925,500,0,0,20210927,500,0,0,,48,32,,<2;9999>,,,<en>,1,15,
"3228",Limited time Diancie poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_dax@.png},,,0,<20160101;20990101>,,20210924,500,0,0,20210927,500,0,0,,72,6,,<1;9999>,,,<en>,1,1,
,0000 Overseas Carnival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Active treasure hunting-carnival activities-overseas temporarily closed,,,,,,city/main/icon_hydb.png,,,,,,,39,1,Active Treasure Hunting,活躍奪寶,Activity Points Treasure Hunt,404404,보물을 찾자,{maxGainTimes=5},{awards=<{rmb=100};{5000=20};{930=20};{502=1};{902=5};{503=2};{gold=300000};{501=1};{519=1};{520=1}>},8001,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,144,1,,,,,<tw;en;kr>,1,1,1
,Top-up rebate-May Day event,,,,,,city/main/icon_czfz.png,,,,,,,28,1,Recharge and drill back,儲值返鑽,Purchase and get diamonds in return,404404,충전 시 다이아 페이백,,,3003,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,336,1,,,,,<tw;en;kr>,1,1,1
,Recharge diamond return poster,,,,,,,,,,,,,8,-1,Recharge diamond return poster,儲值返鑽海報,Purchase and get diamonds in return poster,404404,충전 반환 포스터,,{res=config/poster/img_hb_czfz@.png;showId=2053;closeButton=config/poster/btn_y_close.png;countInfo={rotation=-15;posX=492;posY=-371}},,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,336,1,,,,,<tw;en;kr>,1,3,
"3231",Formal-Recharge Diamond Rebate-Multilingual 80%,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10093,1,4,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,17,
"3233",Formal-Drop-Carnival,Time-limited drop shopping voucher,限時掉落購物券,Drops Time-limited Purchase Coupon,404404,구매권 한정 드랍,,,,,,,,-3,-1,Carnival Festival Drop,狂歡盛典掉落,Carnival Drop,404404,페스티벌 드랍,{extraVersion=4},{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={x=0;y=70}},,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,2,
"3234",Official-Drop Announcement-Carnival,Time-limited drop shopping voucher,限時掉落購物券,Drops Time-limited Purchase Coupon,404404,구매권 한정 드랍,,3,"During the event period, there will be a certain chance to drop extra ""Mad"", ""Happy"", ""Sheng"" and ""Dian"" (can be exchanged for rare resources) after winning the normal and difficult levels! Go to fight!",活動時間內，普通關卡和困難關卡戰鬥勝利會有一定幾率額外掉落“狂”“歡”“盛”“典”（可以兌換稀有資源）！快去戰鬥吧！,"During event time, winning in normal stage and hard stage have chance to drop extra ""C"" ""N"" ""V"" ""L""(use to exchange rare items)! Let's go battle!",404404,이벤트 기간 동안 일반 및 하드 스테이지에서 전투 승리하면 일정한 확률로 '페' '스' '티' '벌' 추가 드랍 ( 희귀 자원 교환 가능)! 어서 전투하세요!,8,0,Carnival Festival Drop,狂歡盛典掉落,Carnival Drop,404404,페스티벌 드랍,,{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={x=0;y=70}},,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,2,
"3235",Item Exchange - Carnival Event,,,,,,,3,,,,,,12,0,Carnival limited-time redemption,狂歡盛典限時兌換,Carnival Time-Limited Exchange,404404,페스티벌 한정 교환,,{topBg=activity/banner_activity_zhongqiu.png},10224,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,13,1
"3236",National Day and Mid-Autumn Festival stalls - login?,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,2,-1,National Day and Mid-Autumn Festival stalls,,,404404,축제 상점,,{type=midmoon},13003,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,,1
"3237",Carnival,,,,,,city/main/icon_khsd.png,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,15,1,Carnival,狂歡盛典,Carnival Festival,404404,404404,{itemId=6334},{type=national},12006,1,0,<20160101;20990101>,,20211008,500,0,0,20211016,500,0,0,,240,6,,<8;9999>,<8;9999>,,<tw;en;kr>,1,22,1
"3238",Grand Ceremony Package,,,,,,,1,,,,,,33,1,Grand Ceremony Package,盛典特惠禮包,Carnival Festival Pack,404404,축제 특혜 패키지,,{topBg=activity/banner_xnhd@.png},23235,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,1,1
"3239",National Day Summary Poster,,,,,,,,,,,,,8,-1,National Day Summary Poster,五一匯總海報,404,404404,404404,,{res=config/poster/img_hb_gqzq.png},,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,1,
"3240",Lucky and Happy_Penguin,,,404,,,city/main/icon_xylft.png,,,,,,,48,1,,,,,,{free=2},{res=activity/flip_card/icon_qiutian},1002,0,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en>,1,1,1
"3241",Test-Preview-Lucky and Happy,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,3,"During the event period, play the flop, and you can get a super explosive first prize in each round. There are extra times to complete the task. The event is very powerful, you are not allowed to miss it!",活動時間內，玩轉翻牌，每輪都能獲得超勁爆的頭獎哦，做任務還有額外次數，活動很給力，不許你錯過！,"During event time, play card flip, each round has various top prize, finish quests to get extra attempts, you do not want to miss the event!",404404,"이벤트 기간 동안 카드 뒤집기를 하면 라운드마다 푸짐한 대상을 획득 가능하며, 임무를 완성 시 추가 횟수도 획득할 수 있습니다! 놓치지 마세요!",8,0,lucky,幸運樂翻天,Lucky Flip,404404,행운의 뒤집기,,{panelImg=activity/client_show/img_xylft_xiaosong@.png;panelImgPos={x=0;y=-26}},,1,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<tw;en;kr>,1,1,
"3242",Lucky and Happy_Fossil Pterosaur,,,404,,,city/main/icon_xylft.png,,,,,,,48,1,,,,,,{free=2},{res=activity/flip_card/icon_qiutian},1003,0,0,<20160101;20990101>,,20211008,500,0,0,20211018,500,0,0,,240,1,,,,,<kr>,1,1,1
,1008kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3250",Shamy/Dialga limited time draw,old district,老區,404,404404,기존,,,,,,,,5,-1,soul box,,,Hộp Hồn,영혼함,{RMB1=260;RMB10=2480;Qualify=1},{limitId=35;priviewId=71},,,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<kr>,1,,
"3251",Official-Teaser-Xiemi/Dialga draw card-need kr translation,old district,老區,Legendary Summon,404404,기존,,3,"During the event period, Xie Mi and Dialga's beast summons are coming, go and get them!",,,,이벤트 기간 동안 쉐이미와 디아루가 소환이 개방됩니다! 어서 획득하세요!,8,0,Beast call,神獸召喚,Legendary Summon,TRIỆU HỒI THẦN THÚ,전설의 포켓몬 소환,,,,1,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<kr>,1,10,
"3252",Limited time Shamy Poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_xsss_xm.png},,,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<kr>,1,1,
"3253",Formal-recharge courtesy-limited time-5000 stalls,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10058,1,4,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,<7;9999>,72,1,,<1;9999>,,,<kr>,1,14,
"3254","Formal - polite consumption - choose 1 fragment from 3 Lightning Bird Fragments, Gyarados Fragments, Baby Dragon Fragments, Scorpio King Fragments",,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,10060,1,4,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,<10;9999>,72,1,,<1;9999>,,,<kr>,1,17,
"3255",Formal - direct purchase package - time,,,,,,,1,,,,,,33,1,Elf Cultivation Gift Pack,精靈養成禮包,Develop Pack,404404,포켓몬 육성 패키지,,,23216,1,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,20,,<1;9999>,,,<kr>,1,16,1
"3256",Elemental Challenge - Shamy,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,,,,,,,24,-1,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,{nature=4;monster=<130;270;313>},,,1,0,<20160101;20990101>,,20211009,500,0,0,20211011,500,0,0,,48,30,,<2;9999>,,,<kr>,1,,
"3257",Official Quest - Elemental Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,,,3008,0,0,<20160101;20990101>,,20211009,500,0,0,20211011,500,0,0,,48,32,,<2;9999>,,,<kr>,1,15,
"3258",Limited time Dialga poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_xsss_dylk.png},,,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<kr>,1,1,
,test informal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3260",Recharge big turntable,,,,,,city/main/icon_xyzzl.png,,,,,,,38,1,Recharge big turntable,儲值大轉盤,Purchase Lucky Wheel,404404,충전 룰렛,{free=0;costScore=100;dailyScoreMax=1000;recharge=1;addScore=1},{awards=<{gold=1000000};{502=1};{gold=500000};{501=1};{gold=300000};{503=1};{gold=100000};{519=1}>;special=1},1001,0,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,<1;9999>,,,<cn>,1,2,1
"3261",Formal-Courtesy Recharge-Orange Carry-National Day 5000 stalls,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10047,1,4,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,<7;9999>,72,1,,<1;9999>,,,<cn>,1,17,
