"﻿变量名",_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,vip
10674,Recharge to get orange carrying props - National Day 5000 stalls,10047,22,50000,,Purchase 50000 Diamonds,儲值50000鑽石,Purchase 50000 Diamonds,404404,50000다이아 충전,{gold=1000000;521=30;604=50;14=100},
,,,,,,,,,,,,
10680,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10681,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6185=10},
10682,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10683,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6185=20},
10684,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10685,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6185=30},
10686,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10687,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6185=40},
10688,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10689,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6185=50},
10690,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10691,Consume to send Thunder God Frozen Bird Tooth Vine Snake Fragments,10048,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6185=60},
,,,,,,,,,,,,
10700,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10701,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6186=10},
10702,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10703,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6186=20},
10704,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10705,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6186=30},
10706,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10707,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6186=40},
10708,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10709,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6186=50},
10710,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10711,Consume and send Zoroa Round Land Shark Regis Chill Vulcan Moth Fragments,10049,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6186=60},
,,,,,,,,,,,,
10720,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10721,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6187=10},
10722,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10723,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6187=20},
10724,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10725,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6187=30},
10726,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10727,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6187=40},
10728,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10729,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6187=50},
10730,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10731,"Consumption gives Suicune fragments, Cresselia fragments, Regice fragments, and dragon fragments",10050,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6187=60},
,,,,,,,,,,,,
10740,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10741,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6188=10},
10742,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10743,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6188=20},
10744,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10745,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6188=30},
10746,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10747,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6188=40},
10748,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10749,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6188=50},
10750,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10751,"Consume to send flame bird fragments, wood owl fragments, reggie rock fragments, rattan snake fragments",10051,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6188=60},
,,,,,,,,,,,,
10760,Thanksgiving login,10052,17,1,,Login 1 days in total,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,{rmb=50;6324=10;gold=200000;519=2},
10761,Thanksgiving login,10052,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,{rmb=50;6324=10;gold=200000;502=2},
10762,Thanksgiving login,10052,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,{rmb=100;6324=10;gold=300000;519=2},
10763,Thanksgiving login,10052,17,4,,Login 4 days in total,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,{rmb=50;6324=10;gold=300000;501=1},
10764,Thanksgiving login,10052,17,5,,Login 5 days in total,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,{rmb=100;6324=10;gold=500000;519=2},
,,,,,,,,,,,,
10770,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10771,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6189=10},
10772,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10773,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6189=20},
10774,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10775,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6189=30},
10776,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10777,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6189=40},
10778,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10779,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6189=50},
10780,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10781,"Consume and send lightning bird fragments, Zoroya fragments, Registeel fragments, super bad star fragments",10053,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6189=60},
,,,,,,,,,,,,
10790,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10791,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6190=10},
10792,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10793,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6190=20},
10794,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10795,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6190=30},
10796,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10797,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6190=40},
10798,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10799,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6190=50},
10800,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10801,"Consume to send Yandi fragments , Gyarados fragments, Yaya fragments, Vulcan moth fragments",10054,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6190=60},
,,,,,,,,,,,,
10810,Recharge Diamond Return - Hanbok,10055,22,60,,Purchase 60 Diamonds,儲值60鑽石,Purchase 60 Diamonds,404404,60다이아 충전,{gold=60000;rmb=50},
10811,Recharge Diamond Return - Hanbok,10055,22,300,,Purchase 300 Diamonds,儲值300鑽石,Purchase 300 Diamonds,404404,300다이아 충전,{gold=80000;rmb=150},
10812,Recharge Diamond Return - Hanbok,10055,22,600,,Purchase 600 Diamonds,儲值600鑽石,Purchase 600 Diamonds,404404,600다이아 충전,{gold=100000;rmb=250},
10813,Recharge Diamond Return - Hanbok,10055,22,980,,Purchase 980 Diamonds,儲值980鑽石,Purchase 980 Diamonds,404404,980다이아 충전,{gold=120000;rmb=350},
10814,Recharge Diamond Return - Hanbok,10055,22,1980,,Purchase 1980 Diamonds,儲值1980鑽石,Purchase 1980 Diamonds,404404,1980다이아 충전,{gold=140000;rmb=400},
10815,Recharge Diamond Return - Hanbok,10055,22,3280,,Purchase 3280 Diamonds,儲值3280鑽石,Purchase 3280 Diamonds,404404,3280다이아 충전,{gold=160000;rmb=650},
10816,Recharge Diamond Return - Hanbok,10055,22,6480,,Purchase 6480 Diamonds,儲值6480鑽石,Purchase 6480 Diamonds,404404,6480다이아 충전,{gold=180000;rmb=1100},
10817,Recharge Diamond Return - Hanbok,10055,22,9680,,Purchase 9680 Diamonds,儲值9680鑽石,Purchase 9680 Diamonds,404404,9680다이아 충전,{gold=200000;rmb=1300},
10818,Recharge Diamond Return - Hanbok,10055,22,12000,,Purchase 12000 Diamonds,儲值12000鑽石,Purchase 12000 Diamonds,404404,12000다이아 충전,{gold=220000;rmb=1600},
10819,Recharge Diamond Return - Hanbok,10055,22,15000,,Purchase 15000 Diamonds,儲值15000鑽石,Purchase 15000 Diamonds,404404,15000다이아 충전,{gold=250000;rmb=1600},
10820,Recharge Diamond Return - Hanbok,10055,22,20000,,Purchase 20000 Diamonds,儲值20000鑽石,Purchase 20000 Diamonds,404404,20000다이아 충전,{gold=300000;rmb=2100},
10821,Recharge Diamond Return - Hanbok,10055,22,25000,,Purchase 25000 Diamonds,儲值25000鑽石,Purchase 25000 Diamonds,404404,25000다이아 충전,{gold=500000;rmb=2300},
10822,Recharge Diamond Return - Hanbok,10055,22,30000,,Purchase 30000 Diamonds,儲值30000鑽石,Purchase 30000 Diamonds,404404,30000다이아 충전,{gold=500000;rmb=2600},
,,,,,,,,,,,,
10830,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10831,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6191=10},
10832,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10833,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6191=20},
10834,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10835,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6191=30},
10836,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10837,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6191=40},
10838,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10839,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6191=50},
10840,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10841,"After opening, you can choose one of the baby dragon fragments, the round land shark fragments, the Riolu fragments, and the dragon fragments",10056,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6191=60},
,,,,,,,,,,,,
10850,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10851,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6192=10},
10852,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10853,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6192=20},
10854,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10855,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6192=30},
10856,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10857,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6192=40},
10858,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10859,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6192=50},
10860,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
