﻿"﻿变量名",huodongID,themeType,taskLinks,isSync,isCooperative,theme,theme_tw,theme_en,theme_vn,theme_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,taskType,taskParam,taskSpecialParam,award,point,goto
4012,1004,2,2,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 2 days,累計登錄2天,Login for 2 days,,누적 로그인일 수 2일 달성,17,2,,{coin1=900;coin3=900;coin2=2250;15=45},10,
4013,1004,2,3,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 3 days,累計登錄3天,Login for 3 days,,누적 로그인일 수 3일 달성,17,3,,{coin1=900;coin3=900;coin2=2250;15=45},10,
4014,1004,2,4,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 4 days,累計登錄4天,Login for 4 days,,누적 로그인일 수 4일 달성,17,4,,{coin1=900;coin3=900;coin2=2250;15=90},10,
4015,1004,2,5,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 5 days,累計登錄5天,Login for 5 days,,누적 로그인일 수 5일 달성,17,5,,{coin1=900;coin3=900;coin2=2250;15=45},10,
4016,1004,2,6,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 6 days,累計登錄6天,Login for 6 days,,누적 로그인일 수 6일 달성,17,6,,{coin1=900;coin3=900;coin2=2250;15=45},10,
4017,1004,2,7,,,Perfect Attendance,一天不落,Perfect Attendance,,프로 참석러,Login for 7 days,累計登錄7天,Login for 7 days,,누적 로그인일 수 7일 달성,17,7,,{502=36;519=18;452=900;15=90},10,
4021,1004,2,1,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 90 times,普通副本挑戰90次,Challenge Common Dungeon 90 times,,던전 90회 클리어 달성,29,90,,{930=90;5000=90;gold=450000},10,10000
4022,1004,2,2,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 180 times,普通副本挑戰180次,Challenge Common Dungeon 180 times,,던전 180회 클리어 달성,29,180,,{930=90;5000=90;gold=450000},10,10000
4023,1004,2,3,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 270 times,普通副本挑戰270次,Challenge Common Dungeon 270 times,,던전 270회 클리어 달성,29,270,,{930=108;5000=108;gold=540000},10,10000
4024,1004,2,4,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 360 times,普通副本挑戰360次,Challenge Common Dungeon 360 times,,던전 360회 클리어 달성,29,360,,{930=135;5000=135;gold=675000},10,10000
4025,1004,2,5,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 450 times,普通副本挑戰450次,Challenge Common Dungeon 450 times,,던전 450회 클리어 달성,29,450,,{930=135;5000=135;gold=675000},10,10000
4026,1004,2,6,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 540 times,普通副本挑戰540次,Challenge Common Dungeon 540 times,,던전 540회 클리어 달성,29,540,,{930=180;5000=180;gold=900000},10,10000
4027,1004,2,7,,,Stage Sweeper,通關能手,Stage Sweeper,,클리어 장인,Challenge Common Dungeon 720 times,普通副本挑戰720次,Challenge Common Dungeon 720 times,,던전 720회 클리어 달성,29,720,,{930=180;5000=180;gold=900000},10,10000
4031,1004,2,1,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 6 times,任務派遣6次,Join Quest Dispatch 6 times,,파견 퀘스트  6회 진행,85,6,,{2103=14;gold=270000},10,dispatchTask
4032,1004,2,2,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 12 times,任務派遣12次,Join Quest Dispatch 12 times,,파견 퀘스트  12회 진행,85,12,,{2103=14;gold=270000},10,dispatchTask
4033,1004,2,3,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 18 times,任務派遣18次,Join Quest Dispatch 18 times,,파견 퀘스트  18회 진행,85,18,,{2103=14;gold=270000},10,dispatchTask
4034,1004,2,4,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 24 times,任務派遣24次,Join Quest Dispatch 24 times,,파견 퀘스트  24회 진행,85,24,,{2103=27;gold=540000},10,dispatchTask
4035,1004,2,5,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 30 times,任務派遣30次,Join Quest Dispatch 30 times,,파견 퀘스트  30회 진행,85,30,,{2103=27;gold=540000},10,dispatchTask
4036,1004,2,6,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 36 times,任務派遣36次,Join Quest Dispatch 36 times,,파견 퀘스트  36회 진행,85,36,,{2103=41;gold=810000},10,dispatchTask
4037,1004,2,7,,,Quest Expert,任務達人,Quest Expert,,퀘스트의 달인,Join Quest Dispatch 42 times,任務派遣42次,Join Quest Dispatch 42 times,,파견 퀘스트  42회 진행,85,42,,{2103=41;gold=810000},10,dispatchTask
4041,1004,2,1,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 9,000 points in Aether Paradise",以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=1350;4000=135},10,randomTower
4042,1004,2,2,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 18,000 points in Aether Paradise",以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=1350;4000=135},10,randomTower
4043,1004,2,3,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 30,000 points in Aether Paradise",以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=1350;4000=135},10,randomTower
4044,1004,2,4,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 39,000 points in Aether Paradise",以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=1350;4000=135},10,randomTower
4045,1004,2,5,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 48,000 points in Aether Paradise",以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=2700;4000=270},10,randomTower
4046,1004,2,6,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 57,000 points in Aether Paradise",以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=2700;4000=270},10,randomTower
4047,1004,2,7,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 66,000 points in Aether Paradise",以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=2700;4000=270},10,randomTower
4048,1004,2,8,,,Aether King,以太王者,Aether King,,에테르 왕자,"Reach 75,000 points in Aether Paradise",以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=4050;4000=405},10,randomTower
4051,1004,2,1,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 3 times,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,,길드 던전 3회 전투,59,3,,{coin3=2250;14=135;gold=675000},10,fuben
4052,1004,2,2,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 6 times,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,,길드 던전 6회 전투,59,6,,{coin3=2250;14=135;gold=675000},10,fuben
4053,1004,2,3,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 9 times,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,,길드 던전 9회 전투,59,9,,{coin3=2250;14=135;gold=675000},10,fuben
4054,1004,2,4,,,Guild Battle,公會戰鬥,Guild Battle,,길드 전투,Join Guild Dungeon Battle 12 times,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,,길드 던전 12회 전투,59,12,,{coin3=2250;14=135;gold=675000},10,fuben
4055,1004,2,1,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 10 times,公會捐獻10次,Donate to Guild 10 times,,길드 기부 10회,55,10,,{coin3=2250;14=135;gold=675000},10,contribute
4056,1004,2,2,,,Guild Battle,公會助力,Guild Battle,,길드 조력,Donate to Guild 20 times,公會捐獻20次,Donate to Guild 20 times,,길드 기부 20회,55,20,,{coin3=2250;14=135;gold=675000},10,contribute
4057,1004,2,1,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 5 times,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,,길드 보너스 5회 얻기,58,5,,{coin3=2250;14=135;gold=675000},10,redpacket
4058,1004,2,2,,,Grab Red Pocket,搶紅包,Grab Red Pocket,,보너스 얻기,Grab Red Pocket in Guild 10 times,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,,길드 보너스 10회 얻기,58,10,,{coin3=2250;14=135;gold=675000},10,redpacket
4061,1004,2,1,,,Being friends,交個朋友吧,Being friends,,친구하자,Friended,互為好友,Friended,,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
4062,1004,2,1,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 1 times,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{rmb=10;502=1;gold=100000},10,cloneBattle
4063,1004,2,2,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 3 times,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{rmb=10;502=1;gold=100000},10,cloneBattle
4064,1004,2,3,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 6 times,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{rmb=10;502=1;gold=100000},10,cloneBattle
4065,1004,2,4,TRUE,TRUE,Side-by-side Companion,並肩的夥伴,Side-by-side Companion,,함께하는 동료,Join Elemental Challenge in a team 9 times,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{rmb=10;502=1;gold=100000},10,cloneBattle
