"﻿变量名",huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,costMap,priceShow,buyMax
11203,12002,13,12,Day13,第13天,Day13,404404,13일 차,1,union donation,公會捐獻,union donation,404404,길드 기부,3,55,10,,Donate to union 10 times from today onwards,當日起公會捐獻10次,Donate to union 10 times from today onwards,404404,당일부터 길드 기부 10회,{coin3=200;951=2},,,
11204,12002,13,12,Day13,第13天,Day13,404404,13일 차,1,union donation,公會捐獻,union donation,404404,길드 기부,3,55,20,,Donate to union 20 times from today onwards,當日起公會捐獻20次,Donate to union 20 times from today onwards,404404,당일부터 길드 기부 20회,{coin3=300;951=3},,,
11205,12002,13,12,Day13,第13天,Day13,404404,13일 차,1,union donation,公會捐獻,union donation,404404,길드 기부,3,55,30,,Donate to union 30 times from today onwards,當日起公會捐獻30次,Donate to union 30 times from today onwards,404404,당일부터 길드 기부 30회,{coin3=300;951=3},,,
11206,12002,13,12,Day13,第13天,Day13,404404,13일 차,1,union donation,公會捐獻,union donation,404404,길드 기부,3,55,40,,Donate to union 40 times from today onwards,當日起公會捐獻40次,Donate to union 40 times from today onwards,404404,당일부터 길드 기부 40회,{coin3=400;951=4},,,
11207,12002,13,12,Day13,第13天,Day13,404404,13일 차,1,union donation,公會捐獻,union donation,404404,길드 기부,3,55,50,,Donate to union 50 times from today onwards,當日起公會捐獻50次,Donate to union 50 times from today onwards,404404,당일부터 길드 기부 50회,{coin3=400;951=4},,,
,12002,13,12,Day13,第13天,Day13,404404,13일 차,2,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,2,72,,,Coin Discount,金幣折扣,Coin Discount,404404,코인 할인,{100=5;500=1;gold=10},,,
,12002,13,12,Day13,第13天,Day13,404404,13일 차,2,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,2,72,,,Diamond Discount,鑽石折扣,Diamond Discount,404404,다이아 할인,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第14天,,,,,,,,,{},,,
11301,12002,14,13,Day14,第14天,Day14,404404,14일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,14,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{922=1;522=3;14=10;gold=70000},,,
11302,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,4,,Buy Energy 4 times from today onwards,當日起購買體力4次,Buy Energy 4 times from today onwards,404404,당일부터 체력 4회 구매,{515=1;gold=20000},,,
11303,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,8,,Buy Energy 8 times from today onwards,當日起購買體力8次,Buy Energy 8 times from today onwards,404404,당일부터 체력 8회 구매,{515=1;gold=20000},,,
11304,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,12,,Buy Energy 12 times from today onwards,當日起購買體力12次,Buy Energy 12 times from today onwards,404404,당일부터 체력 12회 구매,{515=1;gold=20000},,,
11305,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,20,,Buy Energy 20 times from today onwards,當日起購買體力20次,Buy Energy 20 times from today onwards,404404,당일부터 체력 20회 구매,{515=2;gold=30000},,,
11306,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,30,,Buy Energy 30 times from today onwards,當日起購買體力30次,Buy Energy 30 times from today onwards,404404,당일부터 체력 30회 구매,{515=2;gold=30000},,,
11307,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,40,,Buy Energy 40 times from today onwards,當日起購買體力40次,Buy Energy 40 times from today onwards,404404,당일부터 체력 40회 구매,{515=3;gold=50000},,,
11308,12002,14,13,Day14,第14天,Day14,404404,14일 차,1,Purchase energy,購買體力,Purchase energy,Mua sức chịu đựng,체력 구매,3,26,50,,Buy Energy 50 times from today onwards,當日起購買體力50次,Buy Energy 50 times from today onwards,404404,당일부터 체력 50회 구매,{515=3;gold=50000},,,
,12002,14,13,Day14,第14天,Day14,404404,14일 차,2,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,2,72,,,Coin Discount,金幣折扣,Coin Discount,404404,코인 할인,{100=5;500=1;gold=10},,,
,12002,14,13,Day14,第14天,Day14,404404,14일 차,2,Time-limited discount,限時折扣,Time-limited discount,404404,기간한정 할인,2,72,,,Diamond Discount,鑽石折扣,Diamond Discount,404404,다이아 할인,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第15天,,,,,,,,,{},,,
11401,12002,15,14,Day15,第15天,Day15,404404,15일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,8,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;5000=10;503=1;gold=30000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第16天,,,,,,,,,{},,,
11501,12002,16,15,Day16,第16天,Day16,404404,16일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,9,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;950=5;520=1;gold=30000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第17天,,,,,,,,,{},,,
11601,12002,17,16,Day17,第17天,Day17,404404,17일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,10,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;930=10;519=1;gold=50000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第18天,,,,,,,,,{},,,
11701,12002,18,17,Day18,第18天,Day18,404404,18일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,11,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;452=20;503=1;gold=50000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第19天,,,,,,,,,{},,,
11801,12002,19,18,Day19,第19天,Day19,404404,19일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,12,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;4000=50;520=1;gold=50000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第20天,,,,,,,,,{},,,
11901,12002,20,19,Day20,第20天,Day20,404404,20일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,13,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;501=1;519=1;gold=70000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第21天,,,,,,,,,{},,,
12001,12002,21,20,Day21,第21天,Day21,404404,21일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,14,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{922=1;522=3;14=10;gold=70000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第22天,,,,,,,,,{},,,
12101,12002,22,21,Day22,第22天,Day22,404404,22일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,8,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;5000=10;503=1;gold=30000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第23天,,,,,,,,,{},,,
12201,12002,23,22,Day23,第23天,Day23,404404,23일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,9,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;950=5;520=1;gold=30000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第24天,,,,,,,,,{},,,
12301,12002,24,23,Day24,第24天,Day24,404404,24일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,10,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;930=10;519=1;gold=50000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第25天,,,,,,,,,{},,,
12401,12002,25,24,Day25,第25天,Day25,404404,25일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,11,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;452=20;503=1;gold=50000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第26天,,,,,,,,,{},,,
12501,12002,26,25,Day26,第26天,Day26,404404,26일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,12,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;4000=50;520=1;gold=50000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第27天,,,,,,,,,{},,,
12601,12002,27,26,Day27,第27天,Day27,404404,27일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,13,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{rmb=50;501=1;519=1;gold=70000},,,
,,,,,,,,,,,,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,,,第28天,,,,,,,,,{},,,
12701,12002,28,27,Day28,第28天,Day28,404404,28일 차,0,Daily Bonus,每日福利,Daily Bonus,404404,일일 혜택,1,15,14,,Daily login Deluxe Pack,每日登錄豪禮,Daily login Deluxe Pack,404404,매일 로그인 호화 선물,{922=1;522=3;14=10;gold=70000},,,
,,,,,,,,,,,,,,,第1天,,,,,,,,,{},,,
20001,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,50,,Challenge Normal dungeon 50 times,普通副本挑戰50次,Challenge Normal dungeon 50 times,404404,일반 던전 50회 도전,{6331=1;930=10;5000=10;rmb=10},,,
20002,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,100,,Challenge Normal dungeon 100 times,普通副本挑戰100次,Challenge Normal dungeon 100 times,404404,일반 던전 100회 도전,{6331=1;930=10;5000=12;rmb=20},,,
20003,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,200,,Challenge Normal dungeon 200 times,普通副本挑戰200次,Challenge Normal dungeon 200 times,404404,일반 던전 200회 도전,{6331=1;930=10;5000=14;rmb=30},,,
20004,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,300,,Challenge Normal dungeon 300 times,普通副本挑戰300次,Challenge Normal dungeon 300 times,404404,일반 던전 300회 도전,{6331=1;930=15;5000=16;rmb=40},,,
20005,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,450,,Challenge Normal dungeon 450 times,普通副本挑戰450次,Challenge Normal dungeon 450 times,404404,일반 던전 450회 도전,{6331=1;930=20;5000=18;rmb=50},,,
20006,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,600,,Challenge Normal dungeon 600 times,普通副本挑戰600次,Challenge Normal dungeon 600 times,404404,일반 던전 600회 도전,{6331=1;930=30;5000=20;rmb=60},,,
20007,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,750,,Challenge Normal dungeon 750 times,普通副本挑戰750次,Challenge Normal dungeon 750 times,404404,일반 던전 750회 도전,{6331=1;930=40;5000=30;rmb=90},,,
20008,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,0,Dungeon challenge,副本挑戰,Dungeon challenge,Phó bản khiêu chiến,던전 도전,1,29,900,,Challenge Normal dungeon 900 times,普通副本挑戰900次,Challenge Normal dungeon 900 times,404404,일반 던전 900회 도전,{6331=1;930=50;5000=50;rmb=120},,,
20009,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,20,,Challenge Elite dungeon 20 times,困难副本挑戰20次,Challenge Elite dungeon 20 times,404404,하드 던전 20회 도전,{6331=1;100=1;503=1;602=2},,,
20010,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,40,,Challenge Elite dungeon 40 times,困难副本挑戰40次,Challenge Elite dungeon 40 times,404404,하드 던전 40회 도전,{6331=1;100=2;503=2;602=2},,,
20011,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,60,,Challenge Elite dungeon 60 times,困难副本挑戰60次,Challenge Elite dungeon 60 times,404404,하드 던전 60회 도전,{6331=1;100=3;503=2;602=3},,,
20012,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,90,,Challenge Elite dungeon 90 times,困难副本挑戰90次,Challenge Elite dungeon 90 times,404404,하드 던전 90회 도전,{6331=1;100=4;503=3;602=3},,,
20013,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,120,,Challenge Elite dungeon 120 times,困难副本挑戰120次,Challenge Elite dungeon 120 times,404404,하드 던전 120회 도전,{6331=1;100=5;503=3;602=4},,,
20014,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,150,,Challenge Elite dungeon 150 times,困难副本挑戰150次,Challenge Elite dungeon 150 times,404404,하드 던전 150회 도전,{6331=1;100=6;503=4;602=5},,,
20015,12003,1,0,Day1,第1天,Day1,Thứ 1 Trời,1일 차,1,Elite Stage,困难挑戰,Elite Stage,404404,하드 도전,1,30,200,,Challenge Elite dungeon 200 times,困难副本挑戰200次,Challenge Elite dungeon 200 times,404404,하드 던전 200회 도전,{6331=1;100=7;503=5;602=6},,,
,,,,,,,,,,,,,,,第2天,,,,,,,,,{},,,
20101,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,5,,Complete dispatch mission 5 times from today onwards,當日起完成派遣任務5次,Complete dispatch mission 5 times from today onwards,404404,당일부터 파견 퀘스트 5회 완료,{6331=1;2101=10;gold=10000},,,
20102,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,10,,Complete dispatch mission 10 times from today onwards,當日起完成派遣任務10次,Complete dispatch mission 10 times from today onwards,404404,당일부터 파견 퀘스트 10회 완료,{6331=1;2101=10;gold=20000},,,
20103,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,20,,Complete dispatch mission 20 times from today onwards,當日起完成派遣任務20次,Complete dispatch mission 20 times from today onwards,404404,당일부터 파견 퀘스트 20회 완료,{6331=1;2101=10;gold=30000},,,
20104,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,30,,Complete dispatch mission 30 times from today onwards,當日起完成派遣任務30次,Complete dispatch mission 30 times from today onwards,404404,당일부터 파견 퀘스트 30회 완료,{6331=1;2102=10;gold=40000},,,
20105,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,40,,Complete dispatch mission 40 times from today onwards,當日起完成派遣任務40次,Complete dispatch mission 40 times from today onwards,404404,당일부터 파견 퀘스트 40회 완료,{6331=1;2102=10;gold=50000},,,
20106,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,50,,Complete dispatch mission 50 times from today onwards,當日起完成派遣任務50次,Complete dispatch mission 50 times from today onwards,404404,당일부터 파견 퀘스트 50회 완료,{6331=1;2103=6;gold=60000},,,
20107,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,60,,Complete dispatch mission 60 times from today onwards,當日起完成派遣任務60次,Complete dispatch mission 60 times from today onwards,404404,당일부터 파견 퀘스트 60회 완료,{6331=1;2103=6;gold=70000},,,
20108,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,2,,Breakthrough your Pokémon 2 times from today onwards,當日起精靈突破2次,Breakthrough your Pokémon 2 times from today onwards,404404,당일부터 포켓몬 2회 돌파,{6331=1;850=20;gold=20000},,,
20109,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,4,,Breakthrough your Pokémon 4 times from today onwards,當日起精靈突破4次,Breakthrough your Pokémon 4 times from today onwards,404404,당일부터 포켓몬 4회 돌파,{6331=1;850=30;gold=40000},,,
20110,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,6,,Breakthrough your Pokémon 6 times from today onwards,當日起精靈突破6次,Breakthrough your Pokémon 6 times from today onwards,404404,당일부터 포켓몬 6회 돌파,{6331=1;850=40;gold=60000},,,
20111,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,8,,Breakthrough your Pokémon 8 times from today onwards,當日起精靈突破8次,Breakthrough your Pokémon 8 times from today onwards,404404,당일부터 포켓몬 8회 돌파,{6331=1;850=50;gold=80000},,,
20112,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,10,,Breakthrough your Pokémon 10 times from today onwards,當日起精靈突破10次,Breakthrough your Pokémon 10 times from today onwards,404404,당일부터 포켓몬 10회 돌파,{6331=1;850=60;gold=100000},,,
20113,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,15,,Breakthrough your Pokémon 15 times from today onwards,當日起精靈突破15次,Breakthrough your Pokémon 15 times from today onwards,404404,당일부터 포켓몬 15회 돌파,{6331=1;850=80;gold=120000},,,
20114,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,20,,Breakthrough your Pokémon 20 times from today onwards,當日起精靈突破20次,Breakthrough your Pokémon 20 times from today onwards,404404,당일부터 포켓몬 20회 돌파,{6331=1;850=100;gold=160000},,,
20115,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,2000000,,Spend 2000000 coins from today onwards,當日起金幣消耗2000000,Spend 2000000 coins from today onwards,404404,당일부터 2000000 코인 소모,{6331=1;13=10;gold=200000},,,
20116,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,4000000,,Spend 4000000 coins from today onwards,當日起金幣消耗4000000,Spend 4000000 coins from today onwards,404404,당일부터 4000000 코인 소모,{6331=1;13=15;gold=300000},,,
20117,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,6000000,,Spend 6000000 coins from today onwards,當日起金幣消耗6000000,Spend 6000000 coins from today onwards,404404,당일부터 6000000 코인 소모,{6331=1;13=20;gold=400000},,,
20118,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,9000000,,Spend 9000000 coins from today onwards,當日起金幣消耗9000000,Spend 9000000 coins from today onwards,404404,당일부터 9000000 코인 소모,{6331=1;13=30;gold=500000},,,
20119,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,12000000,,Spend 12000000 coins from today onwards,當日起金幣消耗12000000,Spend 12000000 coins from today onwards,404404,당일부터 12000000 코인 소모,{6331=1;13=40;gold=600000},,,
20120,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,18000000,,Spend 18000000 coins from today onwards,當日起金幣消耗18000000,Spend 18000000 coins from today onwards,404404,당일부터 18000000 코인 소모,{6331=1;13=60;gold=900000},,,
20121,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,24000000,,Spend 24000000 coins from today onwards,當日起金幣消耗24000000,Spend 24000000 coins from today onwards,404404,당일부터 24000000 코인 소모,{6331=1;13=80;gold=1200000},,,
20122,12003,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,30000000,,Spend 30000000 coins from today onwards,當日起金幣消耗30000000,Spend 30000000 coins from today onwards,404404,당일부터 30000000 코인 소모,{6331=1;13=100;gold=2000000},,,
,,,,,,,,,,,,,,,第3天,,,,,,,,,{},,,
20201,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,4,,Engage in arena battle for 4 times from today onwards,當日起競技場戰鬥4次,Engage in arena battle for 4 times from today onwards,404404,당일부터 아레나 전투 4회 진행,{6331=1;coin1=200;talent_point=1},,,
20202,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,8,,Engage in arena battle for 8 times from today onwards,當日起競技場戰鬥8次,Engage in arena battle for 8 times from today onwards,404404,당일부터 아레나 전투 8회 진행,{6331=1;coin1=300;talent_point=1},,,
20203,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,16,,Engage in arena battle for 16 times from today onwards,當日起競技場戰鬥16次,Engage in arena battle for 16 times from today onwards,404404,당일부터 아레나 전투 16회 진행,{6331=1;coin1=400;talent_point=1},,,
20204,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,24,,Engage in arena battle for 24 times from today onwards,當日起競技場戰鬥24次,Engage in arena battle for 24 times from today onwards,404404,당일부터 아레나 전투 24회 진행,{6331=1;coin1=500;talent_point=1},,,
20205,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,32,,Engage in arena battle for 32 times from today onwards,當日起競技場戰鬥32次,Engage in arena battle for 32 times from today onwards,404404,당일부터 아레나 전투 32회 진행,{6331=1;coin1=600;talent_point=1},,,
20206,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,40,,Engage in arena battle for 40 times from today onwards,當日起競技場戰鬥40次,Engage in arena battle for 40 times from today onwards,404404,당일부터 아레나 전투 40회 진행,{6331=1;coin1=800;talent_point=1},,,
20207,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,50,,Engage in arena battle for 50 times from today onwards,當日起競技場戰鬥50次,Engage in arena battle for 50 times from today onwards,404404,당일부터 아레나 전투 50회 진행,{6331=1;coin1=1000;talent_point=1},,,
20208,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,50,,Train EV for 50 times from today onwards,當日起努力值培養50次,Train EV for 50 times from today onwards,404404,당일부터 노력치 육성 50회 진행,{6331=1;452=10;13=10},,,
20209,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,100,,Train EV for 100 times from today onwards,當日起努力值培養100次,Train EV for 100 times from today onwards,404404,당일부터 노력치 육성 100회 진행,{6331=1;452=15;13=15},,,
20210,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,150,,Train EV for 150 times from today onwards,當日起努力值培養150次,Train EV for 150 times from today onwards,404404,당일부터 노력치 육성 150회 진행,{6331=1;452=20;13=20},,,
20211,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,200,,Train EV for 200 times from today onwards,當日起努力值培養200次,Train EV for 200 times from today onwards,404404,당일부터 노력치 육성 200회 진행,{6331=1;452=25;13=25},,,
20212,12003,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,250,,Train EV for 250 times from today onwards,當日起努力值培養250次,Train EV for 250 times from today onwards,404404,당일부터 노력치 육성 250회 진행,{6331=1;452=30;13=30},,,
