"﻿变量名",_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,title_tw,title_en,title_vn,title_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,exp,goToPanel
3802,Pass first week missions,1003,2,8,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
3803,Pass first week missions,1003,2,8,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
3804,Pass first week missions,1003,2,8,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
3805,Pass first week missions,1003,2,8,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
3806,Pass first week missions,1003,2,8,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
3807,Pass first week missions,1003,2,8,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
3808,Pass first week missions,1003,2,8,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
3809,Pass first week missions,1003,2,8,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
3810,Pass first week missions,1003,2,8,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
3811,Pass first week missions,1003,2,8,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
3812,Pass first week missions,1003,2,8,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
3813,Pass first week missions,1003,2,8,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
3901,Pass first week missions,1003,2,9,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
3902,Pass first week missions,1003,2,9,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
3903,Pass first week missions,1003,2,9,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
3904,Pass first week missions,1003,2,9,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
3905,Pass first week missions,1003,2,9,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
3906,Pass first week missions,1003,2,9,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
3907,Pass first week missions,1003,2,9,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
3908,Pass first week missions,1003,2,9,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
3909,Pass first week missions,1003,2,9,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
3910,Pass first week missions,1003,2,9,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
3911,Pass first week missions,1003,2,9,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
3912,Pass first week missions,1003,2,9,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
3913,Pass first week missions,1003,2,9,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
4001,Pass first week missions,1003,2,10,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
4002,Pass first week missions,1003,2,10,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
4003,Pass first week missions,1003,2,10,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
4004,Pass first week missions,1003,2,10,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
4005,Pass first week missions,1003,2,10,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
4006,Pass first week missions,1003,2,10,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
4007,Pass first week missions,1003,2,10,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
4008,Pass first week missions,1003,2,10,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
4009,Pass first week missions,1003,2,10,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
4010,Pass first week missions,1003,2,10,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
4011,Pass first week missions,1003,2,10,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
4012,Pass first week missions,1003,2,10,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
4013,Pass first week missions,1003,2,10,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
4101,Pass first week missions,1003,2,11,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
4102,Pass first week missions,1003,2,11,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
4103,Pass first week missions,1003,2,11,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
4104,Pass first week missions,1003,2,11,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
4105,Pass first week missions,1003,2,11,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
4106,Pass first week missions,1003,2,11,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
4107,Pass first week missions,1003,2,11,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
4108,Pass first week missions,1003,2,11,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
4109,Pass first week missions,1003,2,11,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
4110,Pass first week missions,1003,2,11,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
4111,Pass first week missions,1003,2,11,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
4112,Pass first week missions,1003,2,11,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
4113,Pass first week missions,1003,2,11,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5001,Pass Day Mission,1004,1,,,15,1,,Daily login,每日登陸,Daily login,404404,일일 로그인,,,,,,30,
5002,Pass Day Mission,1004,1,,,29,30,,Fight in Normal level 30 times,挑戰普通關卡30次,Fight in Normal level 30 times,404404,일반 스테이지 30회 도전,,,,,,30,10000
5003,Pass Day Mission,1004,1,,,39,1,,Breakthrough trinket 1 time,飾品進階1次,Breakthrough trinket 1 time,404404,액세서리 1회 돌파,,,,,,30,
5004,Pass Day Mission,1004,1,,,41,5,,Engage in arena battle for 5 times,競技場戰鬥5次,Engage in arena battle for 5 times,404404,아레나 전투 5회 진행,,,,,,30,
5005,Pass Day Mission,1004,1,,,66,2,,Enter Element Challenge 2 times,元素挑戰戰鬥2次,Enter Element Challenge 2 times,404404,엘리멘탈 챌린지 2회 전투,,,,,,30,
5006,Pass Day Mission,1004,1,,,20,1000000,,Spend 1000000 coins,消耗1000000金幣,Spend 1000000 coins,404404,1000000코인 소모,,,,,,30,
5007,Pass Day Mission,1004,1,,,21,300,,Spend 300 diamonds,消耗300鑽石,Spend 300 diamonds,404404,300다이아 소모,,,,,,30,
5008,Pass Day Mission,1004,1,,4,15,1,,Marster daily login.,大師每日登陸,Marster daily login.,404404,마스터 일일 로그인,,,,,,30,
,,,,,,,,,,,,,,,,,,,,
5101,Pass first week missions,1004,2,1,,17,2,,Login 2 days in total,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,,,,,,100,
5102,Pass first week missions,1004,2,1,,36,30,,Upgrade Pokémons 30 times,精靈升級30次,Upgrade Pokémons 30 times,404404,포켓몬 30회 레벨업,,,,,,100,strengthen-1
5103,Pass first week missions,1004,2,1,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,100,
5104,Pass first week missions,1004,2,1,,43,25,,Arena Points:25pts,競技場積分25分,Arena Points:25pts,404404,아레나 포인트 25점,,,,,,100,
5105,Pass first week missions,1004,2,1,,63,25000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 25000점,,,,,,100,
5106,Pass first week missions,1004,2,1,,55,10,,Donate 10 times,公會捐獻10次,Donate 10 times,404404,길드 기부 10회,,,,,,100,
5107,Pass first week missions,1004,2,1,,50,10,,Draw 10 times in Diamond Draw,在鑽石抽卡中抽卡10次,Draw 10 times in Diamond Draw,404404,다이아 뽑기 10회 진행,,,,,,100,
5108,Pass first week missions,1004,2,1,,29,150,,Fight in Normal level 150 times,挑戰普通關卡150次,Fight in Normal level 150 times,404404,일반 스테이지 150회 도전,,,,,,100,10000
5109,Pass first week missions,1004,2,1,,30,30,,Challenge Elite levels 30 times,挑戰困難關卡30次,Challenge Elite levels 30 times,404404,하드 스테이지 도전 30회,,,,,,100,20000
5110,Pass first week missions,1004,2,1,,85,15,,Complete Dispatch Quest 15 times,派遣任務完成15次,Complete Dispatch Quest 15 times,404404,파견 퀘스트 15회 완료,,,,,,100,
5111,Pass first week missions,1004,2,1,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,100,
5112,Pass first week missions,1004,2,1,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,100,
5113,Pass first week missions,1004,2,1,,86,3,{3=4},Complete S and above Dispatch Quest 3 times,完成S以上派遣3次,Complete S and above Dispatch Quest 3 times,404404,S급 이상 파견 3회 완료,,,,,,100,
,,,,,,,,,,,,,,,,,,,,
5201,Pass first week missions,1004,2,2,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5202,Pass first week missions,1004,2,2,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5203,Pass first week missions,1004,2,2,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5204,Pass first week missions,1004,2,2,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5205,Pass first week missions,1004,2,2,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5206,Pass first week missions,1004,2,2,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
5207,Pass first week missions,1004,2,2,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
5208,Pass first week missions,1004,2,2,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
5209,Pass first week missions,1004,2,2,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
5210,Pass first week missions,1004,2,2,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
5211,Pass first week missions,1004,2,2,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
5212,Pass first week missions,1004,2,2,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
5213,Pass first week missions,1004,2,2,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5301,Pass first week missions,1004,2,3,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5302,Pass first week missions,1004,2,3,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5303,Pass first week missions,1004,2,3,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5304,Pass first week missions,1004,2,3,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5305,Pass first week missions,1004,2,3,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5306,Pass first week missions,1004,2,3,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
5307,Pass first week missions,1004,2,3,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
5308,Pass first week missions,1004,2,3,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
5309,Pass first week missions,1004,2,3,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
5310,Pass first week missions,1004,2,3,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
5311,Pass first week missions,1004,2,3,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
5312,Pass first week missions,1004,2,3,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
5313,Pass first week missions,1004,2,3,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5401,Pass first week missions,1004,2,4,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5402,Pass first week missions,1004,2,4,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5403,Pass first week missions,1004,2,4,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5404,Pass first week missions,1004,2,4,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5405,Pass first week missions,1004,2,4,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5406,Pass first week missions,1004,2,4,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
5407,Pass first week missions,1004,2,4,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
5408,Pass first week missions,1004,2,4,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
5409,Pass first week missions,1004,2,4,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
5410,Pass first week missions,1004,2,4,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
5411,Pass first week missions,1004,2,4,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
5412,Pass first week missions,1004,2,4,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
5413,Pass first week missions,1004,2,4,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5501,Pass first week missions,1004,2,5,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5502,Pass first week missions,1004,2,5,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5503,Pass first week missions,1004,2,5,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5504,Pass first week missions,1004,2,5,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5505,Pass first week missions,1004,2,5,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5506,Pass first week missions,1004,2,5,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
5507,Pass first week missions,1004,2,5,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
5508,Pass first week missions,1004,2,5,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
5509,Pass first week missions,1004,2,5,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
5510,Pass first week missions,1004,2,5,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
5511,Pass first week missions,1004,2,5,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
5512,Pass first week missions,1004,2,5,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
5513,Pass first week missions,1004,2,5,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5601,Pass first week missions,1004,2,6,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5602,Pass first week missions,1004,2,6,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5603,Pass first week missions,1004,2,6,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5604,Pass first week missions,1004,2,6,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5605,Pass first week missions,1004,2,6,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5606,Pass first week missions,1004,2,6,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
5607,Pass first week missions,1004,2,6,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
5608,Pass first week missions,1004,2,6,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
5609,Pass first week missions,1004,2,6,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
5610,Pass first week missions,1004,2,6,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
5611,Pass first week missions,1004,2,6,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
5612,Pass first week missions,1004,2,6,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
5613,Pass first week missions,1004,2,6,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5701,Pass first week missions,1004,2,7,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5702,Pass first week missions,1004,2,7,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5703,Pass first week missions,1004,2,7,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5704,Pass first week missions,1004,2,7,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5705,Pass first week missions,1004,2,7,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5706,Pass first week missions,1004,2,7,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
5707,Pass first week missions,1004,2,7,,50,20,,Draw 20 times in Diamond Draw,在鑽石抽卡中抽卡20次,Draw 20 times in Diamond Draw,404404,다이아 뽑기 20회 진행,,,,,,200,
5708,Pass first week missions,1004,2,7,,29,300,,Fight in Normal level 300 times,挑戰普通關卡300次,Fight in Normal level 300 times,404404,일반 스테이지 300회 도전,,,,,,200,10000
5709,Pass first week missions,1004,2,7,,30,60,,Challenge Elite level 60 times,挑戰困難關卡60次,Challenge Elite level 60 times,404404,하드 스테이지 도전 60회,,,,,,200,20000
5710,Pass first week missions,1004,2,7,,85,30,,Complete Dispatch Quest 30 times,派遣任務完成30次,Complete Dispatch Quest 30 times,404404,파견 퀘스트 30회 완료,,,,,,100,
5711,Pass first week missions,1004,2,7,,21,3000,,Spend 3000 diamonds,消耗3000鑽石,Spend 3000 diamonds,404404,3000다이아 소모,,,,,,200,
5712,Pass first week missions,1004,2,7,,67,7,,Clear Aether Paradise level 7,乙太樂園通過7層,Clear Aether Paradise level 7,404404,에테르파라다이스 7층 클리어,,,,,,200,
5713,Pass first week missions,1004,2,7,,86,6,{6=4},Complete S and above Dispatch Quest 6 times,完成S以上派遣6次,Complete S and above Dispatch Quest 6 times,404404,S급 이상 파견 6회 완료,,,,,,200,
,,,,,,,,,,,,,,,,,,,,
5801,Pass first week missions,1004,2,8,,17,3,,Login 3 days in total,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,,,,,,100,
5802,Pass first week missions,1004,2,8,,36,50,,Upgrade Pokémon 50 times.,精靈升級50次,Upgrade Pokémon 50 times.,404404,포켓몬 50회 레벨업,,,,,,100,strengthen-1
5803,Pass first week missions,1004,2,8,,21,1000,,Spend 1000 diamonds,消耗1000鑽石,Spend 1000 diamonds,404404,1000다이아 소모,,,,,,200,
5804,Pass first week missions,1004,2,8,,43,50,,Arena Points:50pts,競技場積分50分,Arena Points:50pts,404404,아레나 포인트 50점,,,,,,100,
5805,Pass first week missions,1004,2,8,,63,50000,,Accumulate a total of 50000 Aether Points,乙太積分累計50000分,Accumulate a total of 50000 Aether Points,404404,에테르 포인트 누적 50000점,,,,,,100,
5806,Pass first week missions,1004,2,8,,55,20,,Donate 20 times,公會捐獻20次,Donate 20 times,404404,길드 기부 20회,,,,,,100,
