"﻿变量名",huodongID,_beizhu,name,name_tw,name_en,name_kr,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
2260,23221,National Day special package - free - purchase once,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_sdsc1.png,,,
2261,23221,Spring Festival special package - 6 yuan - purchase once,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_sdsc1.png,,,
2262,23221,National Day special package - 6 yuan - purchase once,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_sdsc1.png,,,
2263,23221,National Day special package - 30 yuan - purchase once,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_sdsc1.png,,,
2264,23221,National Day special package - 60 yuan - purchase once,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_sdsc1.png,,,
2265,23221,Rare S gift pack - 98 yuan - limited to 1 purchase per week,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/icon_sdsc2.png,,,
2266,23221,Explorer gift pack - 98 yuan - limited to 2 purchases per week,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_sdsc2.png,,,
2267,23221,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_sdsc2.png,,,
2268,23221,Purple gift bag - 198 yuan - purchase limit 2 times,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_sdsc2.png,,,
2269,23221,Purple gift bag - 198 yuan - purchase limit 2 times,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_sdsc2.png,,,
2270,23221,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_sdsc2.png,,,
2271,23221,Runestone gift pack - 198 yuan - event limited to 2 purchases,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_sdsc2.png,,,
2272,23221,Awakening gift pack - 328 yuan - purchase limit 2 times,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_sdsc3.png,,,
2273,23221,Runestone gift pack - 328 yuan - purchase limit 2 times,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_sdsc3.png,,,
2274,23221,Ascension star package - 648 yuan - purchase limit 4 times,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_sdsc3.png,,,
2275,23221,Tianxi gift bag - 648 yuan - purchase limit 1 time,New Year Pack,雙旦特惠禮包,New Year Pack,크리스마스&신정 특혜 패키지,1,,{rmb=6480;8002=1;521=50},113,,,,,activity/direct_gift/icon_sdsc3.png,,,
,,,,,,,,,,,,,,,,,,
2280,23222,National Day special package - free - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_year1.png,,,
2281,23222,Spring Festival special package - 6 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_year1.png,,,
2282,23222,National Day special package - 6 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_year1.png,,,
2283,23222,National Day special package - 30 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_year1.png,,,
2284,23222,National Day special package - 60 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_year1.png,,,
2285,23222,Rare S gift pack - 98 yuan - limited to 1 purchase per week,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/icon_year2.png,,,
2286,23222,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_year2.png,,,
2287,23222,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_year2.png,,,
2288,23222,Purple gift bag - 198 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,
2289,23222,Purple gift bag - 198 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,
2290,23222,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_year2.png,,,
2291,23222,Runestone gift pack - 198 yuan - event limited to 2 purchases,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_year2.png,,,
2292,23222,Awakening gift pack - 328 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_year3.png,,,
2293,23222,Runestone gift pack - 328 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_year3.png,,,
2294,23222,Ascension star package - 648 yuan - purchase limit 4 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_year3.png,,,
,,,,,,,,,,,,,,,,,,
2300,23223,National Day special package - free - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_year1.png,,,
2301,23223,Spring Festival special package - 6 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_year1.png,,,
2302,23223,National Day special package - 6 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_year1.png,,,
2303,23223,National Day special package - 30 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_year1.png,,,
2304,23223,National Day special package - 60 yuan - purchase once,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_year1.png,,,
2305,23223,Rare S gift pack - 98 yuan - limited to 1 purchase per week,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/icon_year2.png,,,
2306,23223,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_year2.png,,,
2307,23223,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_year2.png,,,
2308,23223,Purple gift bag - 198 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,
2309,23223,Purple gift bag - 198 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_year2.png,,,
2310,23223,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_year2.png,,,
2311,23223,Runestone gift pack - 198 yuan - event limited to 2 purchases,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_year2.png,,,
2312,23223,Awakening gift pack - 328 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_year3.png,,,
2313,23223,Runestone gift pack - 328 yuan - purchase limit 2 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_year3.png,,,
2314,23223,Ascension star package - 648 yuan - purchase limit 4 times,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,6,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_year3.png,,,
2315,23223,Darkley gift bag - 648 yuan - purchase limit 1 time,Spring Festival Pack,春節特惠禮包,Spring Festival Pack,특혜 패키지,1,,{rmb=6480;8006=1;521=50},113,,,,,activity/direct_gift/icon_year3.png,,,
,,,,,,,,,,,,,,,,,,
2320,23224,National Day special package - free - purchase once,Anniversary special package,周年慶特惠禮包,,,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_znq1.png,,,
2321,23224,Spring Festival special package - 6 yuan - purchase once,Anniversary special package,周年慶特惠禮包,,,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_znq1.png,,,
2322,23224,National Day special package - 6 yuan - purchase once,Anniversary special package,周年慶特惠禮包,,,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_znq1.png,,,
2323,23224,National Day special package - 30 yuan - purchase once,Anniversary special package,周年慶特惠禮包,,,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_znq1.png,,,
2324,23224,National Day special package - 60 yuan - purchase once,Anniversary special package,周年慶特惠禮包,,,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_znq1.png,,,
2325,23224,Rare S gift pack - 98 yuan - limited to 1 purchase per week,Anniversary special package,周年慶特惠禮包,,,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/icon_znq2.png,,,
2326,23224,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Anniversary special package,周年慶特惠禮包,,,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_znq2.png,,,
2327,23224,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Anniversary special package,周年慶特惠禮包,,,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_znq2.png,,,
2328,23224,Purple gift bag - 198 yuan - purchase limit 2 times,Anniversary special package,周年慶特惠禮包,,,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_znq2.png,,,
2329,23224,Purple gift bag - 198 yuan - purchase limit 2 times,Anniversary special package,周年慶特惠禮包,,,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_znq2.png,,,
2330,23224,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Anniversary special package,周年慶特惠禮包,,,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_znq2.png,,,
2331,23224,Runestone gift pack - 198 yuan - event limited to 2 purchases,Anniversary special package,周年慶特惠禮包,,,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_znq2.png,,,
2332,23224,Awakening gift pack - 328 yuan - purchase limit 2 times,Anniversary special package,周年慶特惠禮包,,,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_znq3.png,,,
2333,23224,Runestone gift pack - 328 yuan - purchase limit 2 times,Anniversary special package,周年慶特惠禮包,,,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_znq3.png,,,
2334,23224,Red hundred half-price special gift package - 328 yuan - purchase limit 1 time,Anniversary special package,周年慶特惠禮包,,,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,,activity/direct_gift/icon_znq3.png,,,
2335,23224,Ascension star package - 648 yuan - purchase limit 4 times,Anniversary special package,周年慶特惠禮包,,,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_znq3.png,,,
,,,,,,,,,,,,,,,,,,
2340,23225,Free Cultivation Gift Pack - 0 yuan - purchase limit once,Free pack,免費禮包,Free pack,무료 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_znq1.png,,,
2341,23225,Effort gift package - 30 yuan - purchase once,Effort Value Pack,努力值禮包,Effort Value Pack,노력치 패키지,1,,{rmb=450;452=100;451=200},106,,0,,2,activity/direct_gift/icon_zjbx.png,,,
2342,23225,Draw card package - 60 yuan - purchase once,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,1,,{rmb=900;519=10},107,,0,,2,activity/direct_gift/icon_zjbx3.png,,,
2343,23225,Explorer gift pack - 98 yuan - purchase limit 2 times,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,1,,{rmb=1280;520=10;4000=100},108,,0,,2,activity/direct_gift/icon_zjbx7.png,,,
2344,23225,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,1,,{rmb=1280;503=20;501=1},108,,0,,2,activity/direct_gift/icon_zjbx8.png,,,
2345,23225,Purple carrying gift bag - 198 yuan - purchase limit 2 times,Held Item Pack,攜帶道具禮包,Held Item Pack,휴대 아이템 패키지,1,,{rmb=2280;2103=100;gold=500000},111,,0,,2,activity/direct_gift/icon_gjbx9.png,,,
2346,23225,Purple carrying gift bag - 198 yuan - purchase limit 2 times,Held Item Pack,攜帶道具禮包,Held Item Pack,휴대 아이템 패키지,1,,{rmb=2280;942=1;gold=100000},111,,0,,2,activity/direct_gift/icon_gjbx10.png,,,
2347,23225,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,1,,{card={id=9002};rmb=2280;gold=150000},111,,0,,2,activity/direct_gift/icon_gjbx4.png,,,
2348,23225,Awakening gift pack - 328 yuan - purchase limit 2 times,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,1,,{rmb=3580;6059=2;501=5},112,,0,,2,activity/direct_gift/icon_gjbx11.png,,,
2349,23225,Runestone gift pack - 328 yuan - purchase limit 2 times,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,2,,{rmb=3580;994=1;529=20000},112,,0,,2,activity/direct_gift/icon_gjbx11.png,,,
2350,23225,Ascension star package - 648 yuan - purchase limit 4 times,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,2,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,0,,2,activity/direct_gift/icon_gjbx13.png,,,
,,,,,,,,,,,,,,,,,,
2360,23226,National Day special package - free - purchase once,May Day special package,五一特惠禮包,,,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,
2361,23226,Spring Festival special package - 6 yuan - purchase once,May Day special package,五一特惠禮包,,,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2362,23226,May Day special package - 6 yuan - purchase once,May Day special package,五一特惠禮包,,,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2363,23226,National Day special package - 30 yuan - purchase once,May Day special package,五一特惠禮包,,,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,
2364,23226,National Day special package - 60 yuan - purchase once,May Day special package,五一特惠禮包,,,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,
2365,23226,Rare S gift pack - 98 yuan - limited to 1 purchase per week,May Day special package,五一特惠禮包,,,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/box_khqd2.png,,,
2366,23226,Explorer gift pack - 98 yuan - limited to 2 purchases per week,May Day special package,五一特惠禮包,,,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,
2367,23226,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,May Day special package,五一特惠禮包,,,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,
2368,23226,Purple gift bag - 198 yuan - purchase limit 2 times,May Day special package,五一特惠禮包,,,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2369,23226,Purple gift bag - 198 yuan - purchase limit 2 times,May Day special package,五一特惠禮包,,,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2370,23226,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,May Day special package,五一特惠禮包,,,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,
2371,23226,Runestone gift pack - 198 yuan - event limited to 2 purchases,May Day special package,五一特惠禮包,,,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,
2372,23226,Awakening gift pack - 328 yuan - purchase limit 2 times,May Day special package,五一特惠禮包,,,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,
2373,23226,Runestone gift pack - 328 yuan - purchase limit 2 times,May Day special package,五一特惠禮包,,,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,
2374,23226,Ascension star package - 648 yuan - purchase limit 4 times,May Day special package,五一特惠禮包,,,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,
,,,,,,,,,,,,,,,,,,
2380,23227,Up card draw package - 6 yuan - activity limit 1 purchase,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 1호,1,,{527=1;14=5;rmb=120},102,,,,1,activity/direct_gift/icon_cjbx.png,,,
2381,23227,Card draw package - 98 yuan - purchase limit 2 times per week,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,2,,{519=10;14=10;rmb=980},108,,,,1,activity/direct_gift/icon_zjbx.png,,,
2382,23227,Up card draw package - 98 yuan - purchase limit 2 times a week,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 4호,2,,{527=10;14=10;rmb=980},108,,,,1,activity/direct_gift/icon_zjbx3.png,,,
2384,23227,Draw card gift package - 328 yuan - activity limited to 2 purchases,Draw Card Pack,抽卡禮包,Draw Card Pack,뽑기 패키지,2,,{519=20;14=20;rmb=3280},112,,,,1,activity/direct_gift/icon_gjbx.png,,,
2385,23227,Up card draw package - 328 yuan - purchase limit 2 times a week,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 5호,2,,{527=15;14=30;rmb=3280},112,,,,1,activity/direct_gift/icon_gjbx1.png,,,
2386,23227,Up draw card gift package - 648 yuan - activity limited to 2 purchases,Limited Draw Pack,限定抽卡禮包,Limited Draw Pack,한정 뽑기 패키지 5호,2,,{527=30;14=40;rmb=6480},113,,,,1,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2390,23228,Weekly gift bag - free collection,Free pack,免費禮包,Free pack,무료 패키지,1,,{rmb=30;502=1;gold=30000},,0,0,,1,activity/direct_gift/icon_cjbx.png,,,
2391,23228,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Explorer Device Pack,探險器禮包,Explorer Device Pack,탐지기 패키지,2,,{rmb=980;520=10;4000=100},108,,0,,1,activity/direct_gift/icon_zjbx7.png,,,
2392,23228,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Trinket Card Draw Pack,飾品抽卡禮包,Trinket Card Draw Pack,액세서리 뽑기 패키지,2,,{rmb=980;503=20;501=1},108,,0,,1,activity/direct_gift/icon_zjbx8.png,,,
2393,23228,Universal Fragment Gift Pack - 198 yuan - limited to 2 purchases per week,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,2,,{rmb=1980;502=30},111,,0,,1,activity/direct_gift/icon_gjbx17.png,,,
2394,23228,Ascension star package - 328 yuan - purchase limit 2 times a week,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,2,,{card={id=9002};rmb=3280;gold=300000},112,,2,,1,activity/direct_gift/icon_gjbx4.png,,,
2395,23228,Purple gift bag - 328 yuan - purchase limit 2 times a week,Held Item Pack,攜帶道具禮包,Held Item Pack,휴대 아이템 패키지,2,,{rmb=3280;942=1;2103=60},112,,2,,1,activity/direct_gift/icon_gjbx18.png,,,
2396,23228,Ascension star package - 648 yuan - purchase limit 2 times per week,Star Up Pack,升星禮包,Star Up Pack,승급 패키지,2,,{rmb=6480;521=30;gold=500000},113,,3,,1,activity/direct_gift/icon_gjbx19.png,,,
2397,23228,Runestone gift pack - 198 yuan - limited to 2 purchases per week,Rune Pack,符石禮包,Rune Pack,룬스톤 패키지,2,,{rmb=1980;531=30;529=3000},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,
2398,23228,Gym gift bag - 198 yuan - limited to 2 purchases per week,Gym package,道館禮包,,,2,68,{rmb=1980;151=1500;152=150},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,<cn>
2399,23228,Jewelry gift pack - 328 yuan - limited to 2 purchases per week,Star Up Pack,飾品升星禮包,Star Up Pack,승급 패키지,2,,{rmb=3280;6059=1;501=8},112,,2,,1,activity/direct_gift/icon_zjbx8.png,,,
2400,23228,Engraved gift pack - 198 yuan - limited to 2 purchases per week,engraved gift bag,刻印禮包,,,2,78,{rmb=1980;111=750;112=150},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,<cn>
2401,23228,Chip card draw package - 198 yuan - purchase limit 2 times per week,Chip gift pack,晶片禮包,,,2,80,{rmb=1980;537=30;124=45},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,<cn>
,,,,,,,,,,,,,,,,,,
2410,23229,Chip gift pack - 0 yuan - activity limited to 1 purchase,free gift bag,免費禮包,,,1,,{537=1;123=1;gold=50000},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2411,23229,Chip gift pack - 6 yuan - activity limited to 1 purchase,Chip gift pack,晶片禮包,,,1,,{537=2;124=2;rmb=120},102,,,,,activity/direct_gift/icon_cjbx.png,,,
2412,23229,Chip gift pack - 30 yuan - activity limited to 1 purchase,Chip gift pack,晶片禮包,,,2,,{537=10;7323=1;rmb=200},106,,,,,activity/direct_gift/icon_zjbx.png,,,
2413,23229,Chip gift pack - 198 yuan - activity limited to 1 purchase,Chip gift pack,晶片禮包,,,2,,{537=30;7324=2;rmb=500},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2414,23229,Chip gift pack - 648 yuan - activity limited to 1 purchase,Chip gift pack,晶片禮包,,,2,,{537=80;7325=2;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2420,23230,Dragon Boat Festival special package - free - purchase once,Dragon Boat Festival gift pack,端午特惠禮包,,,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_18_1.png,,,
2421,23230,Dragon Boat Festival special package - 6 yuan - purchase once,Dragon Boat Festival gift pack,端午特惠禮包,,,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_18_1.png,,,
2422,23230,Dragon Boat Festival special package - 6 yuan - purchase once,Dragon Boat Festival gift pack,端午特惠禮包,,,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_18_1.png,,,
2423,23230,Dragon Boat Festival special package - 30 yuan - purchase once,Dragon Boat Festival gift pack,端午特惠禮包,,,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_18_1.png,,,
2424,23230,Dragon Boat Festival special package - 60 yuan - purchase once,Dragon Boat Festival gift pack,端午特惠禮包,,,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_18_1.png,,,
2425,23230,Rare S gift bag - 98 yuan - purchase limit 1 time,Dragon Boat Festival gift pack,端午特惠禮包,,,1,,{rmb=1680;6216=1},108,,,,,activity/direct_gift/box_18_1.png,,,
2426,23230,Explorer gift pack - 98 yuan - purchase limit 2 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_18_1.png,,,
2427,23230,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_18_1.png,,,
2428,23230,Purple gift bag - 198 yuan - purchase limit 3 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_18_1.png,,,
2429,23230,Purple gift bag - 198 yuan - purchase limit 3 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_18_1.png,,,
2430,23230,Ascension star package - 198 yuan - purchase limit 3 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_18_1.png,,,
2431,23230,Chip gift pack - 198 yuan - purchase limit 3 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,70,{537=30;7324=2;rmb=2680},111,,,,,activity/direct_gift/box_18_1.png,,,
2432,23230,Runestone gift pack - 198 yuan - purchase limit 3 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_18_1.png,,,
