"﻿变量名",huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
1010,10101,{rmb=100},{21421=3},2,,Slakoth,懶人獺,Slakoth
1011,10101,{rmb=100},{21841=3},2,,Absol,阿勃梭魯,Absol
1012,10101,{rmb=100},{23021=3},2,,Cryogonal,幾何雪花,Cryogonal
1013,10101,{rmb=100},{23301=3},2,,Froakie,呱呱泡蛙,Froakie
1014,10101,{rmb=100},{23351=3},2,,Flabébé,花蓓蓓,Flabébé
1015,10101,{rmb=100},{21891=3},2,,Baby Dragon Fragment,,
1016,10101,{rmb=100},{22241=3},2,,Pieces of Riolu,,
1017,10101,{rmb=100},{21931=3},2,,Shard of Registeel,,
1018,10101,{rmb=100},{21911=3},2,,Shard of Reggie Locke,,
,,,,,,,,
1021,10102,{rmb=100},{20261=3},2,,Abra Frag,凱西碎片,Abra Frag
1022,10102,{rmb=100},{20401=3},2,,Rock Serpent Fragment,大岩蛇碎片,404
1023,10102,{rmb=100},{21231=3},2,,Entei Frag,炎帝碎片,Entei Frag
1024,10102,{rmb=100},{20241=3},2,,Growlithe Frag,卡蒂狗碎片,Growlithe Frag
1025,10102,{rmb=100},{20741=3},2,,Moltres Frag,火焰鳥碎片,Moltres Frag
1026,10102,{rmb=100},{20601=3},2,,Magby Frag,鴨嘴寶寶碎片,Magby Frag
1027,10102,{rmb=100},{20491=3},2,,Rhyhorn Frag,獨角犀牛碎片,Rhyhorn Frag
1028,10102,{rmb=100},{21501=3},2,,Aron Frag,可哥朵拉碎片,Aron Frag
1029,10102,{rmb=100},{23411=3},2,,Honedge Frag,獨劍鞘碎片,Honedge Frag
1030,10102,{rmb=100},{20331=3},2,,Magnemite Frag,小磁怪碎片,Magnemite Frag
1031,10102,{rmb=100},{20591=3},2,,Elekid Frag,電擊怪碎片,Elekid Frag
1032,10102,{rmb=100},{20881=3},2,,Mareep Frag,咩利羊碎片,Mareep Frag
1033,10102,{rmb=100},{20731=3},2,,Zapdos Frag,閃電鳥碎片,Zapdos Frag
1034,10102,{rmb=100},{21221=3},2,,Raikou Frag,雷公碎片,Raikou Frag
1035,10102,{rmb=100},{20711=3},2,,Snorlax Fragments,,
1036,10102,{rmb=100},{21311=3},2,,Water Leap Fish Fragments,,
1037,10102,{rmb=100},{23661=3},2,,Wooden Owl Fragment,,
1038,10102,{rmb=100},{22231=3},2,,Roundland Shark Fragment,,
,,,,,,,,
1501,10501,{200=1},{6060=100},1,,200 Emerald Amulet,200	翡翠護符,404
1502,10501,{201=1},{6060=100},1,,201 Amulet of Delicacy,201	精緻護符,404
1503,10501,{202=1},{6060=100},1,,202 Communication Talisman,202	通訊護符,404
1504,10501,{203=1},{6060=100},1,,203 Wine Talisman,203	酒紅護符,404
1505,10501,{204=1},{6060=100},1,,204 Hexagram Amulet,204	六芒星護符,404
1506,10501,{205=1},{6060=100},1,,205 Shining Talisman,205	閃耀護符,404
1509,10501,{rmb=388},{6060=50},2,,Diamond*388 can be exchanged for Amulet Energy Essence*50,鑽石*388   兌換   護符能量精華*50,404
1510,10501,{rmb=188;6060=150},{200=1},1,,200 Emerald Amulet,200	翡翠護符,404
1511,10501,{rmb=188;6060=150},{201=1},1,,201 Amulet of Delicacy,201	精緻護符,404
1512,10501,{rmb=188;6060=150},{202=1},1,,202 Communication Talisman,202	通訊護符,404
1513,10501,{rmb=188;6060=150},{203=1},1,,203 Wine Talisman,203	酒紅護符,404
1514,10501,{rmb=188;6060=150},{204=1},1,,204 Hexagram Amulet,204	六芒星護符,404
1515,10501,{rmb=188;6060=150},{205=1},1,,205 Shining Talisman,205	閃耀護符,404
,,,,,,,,
1521,10502,{210=1},{6061=100},1,,210 Emerald Earrings,210	翡翠耳環,404
1522,10502,{211=1},{6061=100},1,,211 Real Earrings,211	真質耳環,404
1523,10502,{212=1},{6061=100},1,,212 Star and Moon Earrings,212	星月耳環,404
1524,10502,{213=1},{6061=100},1,,213 Rouge Earrings,213	胭脂耳環,404
1525,10502,{214=1},{6061=100},1,,214 Ocean Earrings,214	海洋耳環,404
1526,10502,{215=1},{6061=100},1,,215 Precious Earrings,215	名貴耳環,404
1527,10502,{rmb=388},{6061=50},2,,Diamond*388 can be exchanged for Earring Energy Essence*50,鑽石*388   兌換   耳環能量精華*50,404
1528,10502,{rmb=188;6061=150},{210=1},1,,210 Emerald Earrings,210	翡翠耳環,404
1529,10502,{rmb=188;6061=150},{211=1},1,,211 Real Earrings,211	真質耳環,404
1530,10502,{rmb=188;6061=150},{212=1},1,,212 Star and Moon Earrings,212	星月耳環,404
1531,10502,{rmb=188;6061=150},{213=1},1,,213 Rouge Earrings,213	胭脂耳環,404
1532,10502,{rmb=188;6061=150},{214=1},1,,214 Ocean Earrings,214	海洋耳環,404
1533,10502,{rmb=188;6061=150},{215=1},1,,215 Precious Earrings,215	名貴耳環,404
,,,,,,,,
1540,10503,{220=1},{6062=100},1,,220 Clover Ring,220	四葉草戒指,404
1541,10503,{221=1},{6062=100},1,,221 Exquisite Shackles,221	精緻梏戒,404
1542,10503,{222=1},{6062=100},1,,222 Star Moon Light Ring,222	星月光戒,404
1543,10503,{223=1},{6062=100},1,,223 Rouge Ring,223	胭脂戒指,404
1544,10503,{224=1},{6062=100},1,,224 Ocean Diamond Ring,224	海洋鑽戒,404
1545,10503,{225=1},{6062=100},1,,225 Brilliant Secret Ring,225	璀璨秘戒,404
1546,10503,{rmb=388},{6062=50},2,,Diamond*388 exchange ring energy essence*50,鑽石*388   兌換   戒指能量精華*50,404
1547,10503,{rmb=188;6062=150},{220=1},1,,220 Clover Ring,220	四葉草戒指,404
1548,10503,{rmb=188;6062=150},{221=1},1,,221 Exquisite Shackles,221	精緻梏戒,404
1549,10503,{rmb=188;6062=150},{222=1},1,,222 Star Moon Light Ring,222	星月光戒,404
1550,10503,{rmb=188;6062=150},{223=1},1,,223 Rouge Ring,223	胭脂戒指,404
1551,10503,{rmb=188;6062=150},{224=1},1,,224 Ocean Diamond Ring,224	海洋鑽戒,404
1552,10503,{rmb=188;6062=150},{225=1},1,,225 Brilliant Secret Ring,225	璀璨秘戒,404
,,,,,,,,
1560,10504,{230=1},{6063=100},1,,230 four-leaf clover necklace,230	四葉草項鍊,404
1561,10504,{231=1},{6063=100},1,,231 Delicate Necklace,231	精緻項鍊,404
1562,10504,{232=1},{6063=100},1,,232 Mystic Bone Necklace,232	神秘骨質項鍊,404
1563,10504,{233=1},{6063=100},1,,233 Red Sun Silk Necklace,233	紅日絲項鍊,404
1564,10504,{234=1},{6063=100},1,,234 Ocean Heart Necklace,234	海洋心項鍊,404
1565,10504,{235=1},{6063=100},1,,235 Bright Star Necklace,235	璀璨星項鍊,404
1566,10504,{rmb=388},{6063=50},2,,Diamond*388 can be exchanged for Necklace Energy Essence*50,鑽石*388   兌換   項鍊能量精華*50,404
1567,10504,{rmb=188;6063=150},{230=1},1,,230 four-leaf clover necklace,230	四葉草項鍊,404
1568,10504,{rmb=188;6063=150},{231=1},1,,231 Delicate Necklace,231	精緻項鍊,404
1569,10504,{rmb=188;6063=150},{232=1},1,,232 Mystic Bone Necklace,232	神秘骨質項鍊,404
1570,10504,{rmb=188;6063=150},{233=1},1,,233 Red Sun Silk Necklace,233	紅日絲項鍊,404
1571,10504,{rmb=188;6063=150},{234=1},1,,234 Ocean Heart Necklace,234	海洋心項鍊,404
1572,10504,{rmb=188;6063=150},{235=1},1,,235 Bright Star Necklace,235	璀璨星項鍊,404
,,,,,,,,
2001,10201,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2002,10201,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2003,10201,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2004,10201,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2005,10201,{6302=6},{21231=5},50,,Purple Shopping Coupon*6 to exchange Yandi Fragment*5,紫色購物券*6   兌換   炎帝碎片*5,404
2006,10201,{6302=6},{21251=5},50,,Purple Shopping Coupon*6 can be exchanged for Bandieras Fragment*5,紫色購物券*6   兌換   班基拉斯碎片*5,404
2007,10201,{6301=3;6302=3},{21171=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Deruby Fragment*3,藍色購物券*3 紫色購物券*3   兌換   戴魯比碎片*3,404
2008,10201,{6301=3;6302=3},{21501=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange Cocoa Dora Fragments*3,藍色購物券*3 紫色購物券*3   兌換   可哥朵拉碎片*3,404
2009,10201,{6301=5},{20801=3},50,,Blue Shopping Coupon*5 can be exchanged for Small Saw Alligator Fragment*3,藍色購物券*5   兌換   小鋸鱷碎片*3,404
2010,10201,{6301=5},{22301=3},50,,Blue Shopping Coupon*5 can be exchanged for Snow Hat Monster Fragment*3,藍色購物券*5   兌換   雪笠怪碎片*3,404
2011,10201,{6301=5},{22631=3},50,,Blue Shopping Coupon*5 exchanged for Carrying Artisan Fragments*3,藍色購物券*5   兌換   搬運小匠碎片*3,404
2012,10201,{6301=5},{23431=3},50,,Blue Shopping Coupon*5 exchanged for puff puff fragments*3,藍色購物券*5   兌換   綿綿泡芙碎片*3,404
2013,10201,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2014,10201,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2015,10201,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2016,10201,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2017,10201,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2018,10201,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2019,10201,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2020,10201,{6301=30;6302=75},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2021,10201,{6301=15;6302=45},{6050=1},2,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2030,10202,{6312=3;6313=3},{2300=1},1,,Tangyuan*3 Lantern*3 can be exchanged for Christmas Exclusive Avatar,湯圓*3 燈籠*3   兌換  耶誕節專屬頭像,404
2031,10202,{6312=10;6313=10},{2008=1},1,,Tangyuan*10 Lantern*10 can be exchanged for Christmas Exclusive Title Box,湯圓*10 燈籠*10   兌換  耶誕節專屬稱號框,404
2032,10202,{6312=20;6313=20},{2400=1},1,,Tangyuan*20 Lantern*20 exchange for Christmas title,湯圓*20 燈籠*20   兌換  耶誕節稱號,404
2033,10202,{6312=2;6313=2},{talent_point=2},3,,Tangyuan*2 Lantern*2 Exchange Talent Point*2,湯圓*2 燈籠*2   兌換  天賦點*2,404
2034,10202,{6312=2;6313=2},{515=1},5,,Tangyuan*2 Lantern*2 can be exchanged for Stamina Potion (Medium)*1,湯圓*2 燈籠*2   兌換  體力藥水(中)*1,404
2035,10202,{6312=2;6313=2},{502=1},8,,Tangyuan*2 Lantern*2 can be exchanged for Universal Star Fragment*1,湯圓*2 燈籠*2   兌換  萬能升星碎片*1,404
2036,10202,{6312=3;6313=3},{501=1},3,,Tangyuan*3 Lantern*3 Exchange Awakening Alloy*1,湯圓*3 燈籠*3   兌換  覺醒合金*1,404
2037,10202,{6312=5;6313=5},{rmb=388},1,,Tangyuan*5 Lantern*5 Exchange Diamond*388,湯圓*5 燈籠*5   兌換  鑽石*388,404
2038,10202,{6312=30;6313=30},{519=10},1,,Tangyuan*30 Lantern*30 exchanged for card draw coupon*10,湯圓*30 燈籠*30   兌換  抽卡券*10,404
2039,10202,{6312=10;6313=10},{503=10},1,,Tangyuan*10 Lantern*10 Exchange Ornament Key*5,湯圓*10 燈籠*10   兌換  飾品鑰匙*5,404
2040,10202,{6312=10;6313=10},{520=5},1,,Tangyuan*10 Lantern*10 Exchange Explorer Draw Card*5,湯圓*10 燈籠*10   兌換  探險器抽卡*5,404
2041,10202,{6312=1},{gold=100000},30,,Tangyuan*1 exchanged for gold coins*10w,湯圓*1   兌換  金幣*10w,404
2042,10202,{6312=1},{930=8},30,,Tangyuan*1 can be exchanged for spar box*5,湯圓*1   兌換  晶石盒子*5,404
2043,10202,{6312=1},{2102=2},30,,Glutinous rice balls*1 exchange for blue carrying enhancement*2,湯圓*1   兌換  藍攜帶強化*2,404
2044,10202,{6313=1},{5000=8},30,,Lantern*1 can be exchanged for Energy Potion*5,燈籠*1   兌換  能量藥劑*5,404
2045,10202,{6313=1},{902=1},30,,Lantern*1 can be exchanged for Purple Favorability Gift*1,燈籠*1   兌換  紫色好感度禮物*1,404
2046,10202,{6313=1},{850=20},30,,Lantern*1 can be exchanged for Blue Potential Stone*30,燈籠*1   兌換  藍色潛能石*30,404
,,,,,,,,
2050,10203,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2051,10203,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2052,10203,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2053,10203,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2054,10203,{6302=6},{20491=5},50,,Purple shopping coupon*6 can be exchanged for one-horned rhino fragments*5,紫色購物券*6   兌換   獨角犀牛碎片*5,404
2055,10203,{6302=6},{21071=5},50,,Purple Shopping Coupon*6 can be exchanged for Heracross Fragment*5,紫色購物券*6   兌換   赫拉克羅斯碎片*5,404
2056,10203,{6301=3;6302=3},{20571=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange Flying Mantis Fragment*3,藍色購物券*3 紫色購物券*3   兌換   飛天螳螂碎片*3,404
2057,10203,{6301=3;6302=3},{20261=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange Casey Fragment*3,藍色購物券*3 紫色購物券*3   兌換   凱西碎片*3,404
2058,10203,{6301=5},{23011=3},50,,Blue Shopping Coupon*5 exchanged for Sneezy Bear Fragment*3,藍色購物券*5   兌換   噴嚏熊碎片*3,404
2059,10203,{6301=5},{23501=3},50,,Blue Shopping Coupon*5 can be exchanged for Ice Dragon Fragment*3,藍色購物券*5   兌換   冰雪龍碎片*3,404
2060,10203,{6301=5},{20461=3},50,,Blue Shopping Coupon*5 to exchange for Dreadnought Fragment*3,藍色購物券*5   兌換   無畏小子碎片*3,404
2061,10203,{6301=5},{23291=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,藍色購物券*5   兌換   火狐狸碎片*3,404
2062,10203,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2063,10203,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2064,10203,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2065,10203,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2066,10203,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2067,10203,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2068,10203,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2069,10203,{6301=30;6302=75},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2070,10203,{6301=15;6302=45},{6050=1},2,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2080,10204,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2081,10204,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2082,10204,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2083,10204,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2084,10204,{6302=6},{21421=5},50,,Purple Shopping Coupon*6 can be exchanged for Lazy Otter Fragment*5,紫色購物券*6   兌換   懶人獺碎片*5,404
2085,10204,{6302=6},{20741=5},50,,Purple Shopping Coupon*6 can be exchanged for Flame Bird Fragment*5,紫色購物券*6   兌換   火焰鳥碎片*5,404
2086,10204,{6301=3;6302=3},{20601=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Duckbill Baby Fragments*3,藍色購物券*3 紫色購物券*3   兌換   鴨嘴寶寶碎片*3,404
2087,10204,{6301=3;6302=3},{21841=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange Absol Shard*3,藍色購物券*3 紫色購物券*3   兌換   阿勃梭魯碎片*3,404
2088,10204,{6301=5},{23281=3},50,,Blue Shopping Coupon*5 exchanged for Harry Chestnut Fragments*3,藍色購物券*5   兌換   哈力栗碎片*3,404
2089,10204,{6301=5},{22011=3},50,,Blue shopping coupon*5 can be exchanged for grass seedling turtle fragments*3,藍色購物券*5   兌換   草苗龜碎片*3,404
2090,10204,{6301=5},{22871=3},50,,Blue Shopping Coupon*5 exchanged for Mini Ice Shards*3,藍色購物券*5   兌換   迷你冰碎片*3,404
2091,10204,{6301=5},{20481=3},50,,Blue shopping coupon*5 exchanged for gas bomb fragments*3,藍色購物券*5   兌換   瓦斯彈碎片*3,404
2092,10204,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2093,10204,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2094,10204,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2095,10204,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2096,10204,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2097,10204,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2098,10204,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2099,10204,{6301=30;6302=75},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2100,10204,{6301=15;6302=45},{6050=1},2,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2111,10205,{6322=30},{922=1},1,,S-class elf ball*1,S級精靈球*1,404
2112,10205,{6322=15},{921=1},5,,Grade A elf ball*1,A級精靈球*1,404
2113,10205,{6322=2},{602=1},10,,Silver necklace *1,銀項鍊*1,404
2114,10205,{6322=3},{2103=2},10,,Purple reinforcement *1,紫強化*1,404
2115,10205,{6322=3},{519=1},5,,Card Draw Coupon*1,抽卡券*1,404
2116,10205,{6322=1},{503=1},5,,Accessory draw coupon*1,飾品抽卡券*1,404
2117,10205,{6322=2},{520=1},5,,Explorer draw coupon*1,探險器抽卡券*1,404
2118,10205,{6322=3},{502=1},2,,Universal Fragment*1,萬能碎片*1,404
2119,10205,{6322=5},{501=1},3,,Jewelry star props*1,飾品升星道具*1,404
2120,10205,{6322=1},{850=20},20,,Blue Potential Stone*20,藍色潛能石*20,404
2121,10205,{6322=1},{gold=50000},30,,Gold coin*5W,金幣*5W,404
2122,10205,{6322=1},{5000=5},30,,Crystal box*5,晶石盒子*5,404
2123,10205,{6322=1},{930=5},30,,Energy Potion*5,能量藥劑*5,404
,,,,,,,,
2150,10206,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2151,10206,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2152,10206,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2153,10206,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2154,10206,{6302=6},{20721=5},50,,Purple Shopping Coupon*6 to exchange for Frozen Bird Fragments*5,紫色購物券*6   兌換   急凍鳥碎片*5,404
2155,10206,{6302=6},{23021=5},50,,Purple Shopping Coupon*6 to exchange for Geometric Snowflake Fragments*5,紫色購物券*6   兌換   幾何雪花碎片*5,404
2156,10206,{6301=3;6302=3},{20391=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Ghost Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,404
2157,10206,{6301=3;6302=3},{21811=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Night Watch Fragment*3,藍色購物券*3 紫色購物券*3   兌換   夜巡靈碎片*3,404
2158,10206,{6301=5},{21851=3},50,,Blue Shopping Coupon*5 exchanged for Snow Boy Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,404
2159,10206,{6301=5},{22591=3},50,,Blue shopping coupon*5 can be exchanged for stone ball fragments*3,藍色購物券*5   兌換   石丸子碎片*3,404
2160,10206,{6301=5},{20471=3},50,,Blue Shopping Coupon*5 exchanged for Big Tongue Shard*3,藍色購物券*5   兌換   大舌舔碎片*3,404
2161,10206,{6301=5},{20051=3},50,,Blue Shopping Coupon*5 can be exchanged for Dabi Bird Fragment*3,藍色購物券*5   兌換   大比鳥碎片*3,404
2162,10206,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2163,10206,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2164,10206,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2165,10206,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2166,10206,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2167,10206,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2168,10206,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2169,10206,{6301=30;6302=75},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2170,10206,{6301=15;6302=45},{6050=1},2,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2180,10207,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2181,10207,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2182,10207,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2183,10207,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2184,10207,{6302=6},{23001=5},50,,Purple Shopping Coupon*6 can be exchanged for Double Ax War Dragon Fragment*5,紫色購物券*6   兌換   雙斧戰龍碎片*5,404
2185,10207,{6302=6},{20571=5},50,,Purple Shopping Coupon*6 can be exchanged for Giant Pincer Mantis Fragment*5,紫色購物券*6   兌換   巨鉗螳螂碎片*5,404
2186,10207,{6301=3;6302=3},{20401=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Big Steel Snake Fragment*3,藍色購物券*3 紫色購物券*3   兌換   大鋼蛇碎片*3,404
2187,10207,{6301=3;6302=3},{21811=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Night Watch Fragment*3,藍色購物券*3 紫色購物券*3   兌換   夜巡靈碎片*3,404
2188,10207,{6301=5},{20781=3},50,,Blue shopping coupon*5 exchanged for chrysanthemum fragments*3,藍色購物券*5   兌換   菊葉草碎片*3,404
2189,10207,{6301=5},{23431=3},50,,Blue Shopping Coupon*5 exchanged for Fat Sweetie Fragment*3,藍色購物券*5   兌換   胖甜妮碎片*3,404
2190,10207,{6301=5},{20271=3},50,,Blue shopping coupon*5 exchanged for strange power fragment*3,藍色購物券*5   兌換   怪力碎片*3,404
2191,10207,{6301=5},{20461=3},50,,Blue Shopping Coupon*5 to exchange for Dreadnought Fragment*3,藍色購物券*5   兌換   無畏小子碎片*3,404
